cms_certification_num,payer,code,internal_revenue_code,description,price
171301,GROSS CHARGE,NONE,4507018,ER APPLY SPLINT SHORT ARM DYNAMIC,275
171301,GROSS CHARGE,NONE,4504411,ER AVULSN NAIL PLATE PART/COM SIMP,125
171301,GROSS CHARGE,NONE,4504320,ER BLOOD ADMIN 0-12HRS (PER DAY),500
171301,GROSS CHARGE,NONE,4503827,ER BLOOD ADMIN 0-16HRS (PER DAY),600
171301,GROSS CHARGE,NONE,4504338,ER BLOOD ADMIN 0-24HRS (PER DAY),630
171301,GROSS CHARGE,NONE,4503819,ER BLOOD ADMIN 0-4HRS (PER DAY),300
171301,GROSS CHARGE,NONE,4504312,ER BLOOD ADMIN 0-8HRS (PER DAY),400
171301,GROSS CHARGE,NONE,4503488,ER BLOOD COLLECT CENTRAL/PERIPH DEV,45
171301,GROSS CHARGE,NONE,4502480,ER BLOOD COLLECT- IMPLANT VENOUS,45
171301,GROSS CHARGE,NONE,4502340,ER CARDIOPULMONARY RESUSCITATION,500
171301,GROSS CHARGE,NONE,4502993,ER CARDIOVERSION ELECTIVE,280
171301,GROSS CHARGE,NONE,4504353,ER CLSD TRMT RADIAL HD SBLUX CHILD,550
171301,GROSS CHARGE,NONE,4504395,ER CLSD TRMT SHOULDER DISCLOC W/MNP,850
171301,GROSS CHARGE,NONE,4505798,ER CLSD TX INTERPHALANGE WO ANE,965
171301,GROSS CHARGE,NONE,4504973,ER CMPLX RPR S/A/L 2.6-7.5 CM,650
171301,GROSS CHARGE,NONE,4504759,ER CNTRL NASAL HEMORRHAGE ANT SIM,180
171301,GROSS CHARGE,NONE,4507364,ER COMPLEX RPR S/A/L 1.1-2.5 CM,345
171301,GROSS CHARGE,NONE,4506408,ER CONT NASL HEMORRHAGE ANT COMP,710
171301,GROSS CHARGE,NONE,4500047,ER CRITICAL 30-74 MIN,580
171301,GROSS CHARGE,NONE,4500054,ER CRITICAL ADDTL 30 MIN,180
171301,GROSS CHARGE,NONE,4505327,ER DRESS/DEBRID BURN SM < 5%,445
171301,GROSS CHARGE,NONE,4504247,ER DRN/INJ MAJOR JOINT/BURSA WO US,310
171301,GROSS CHARGE,NONE,4503751,ER EMTALA MEDICAL EMERGENCY SCREEN,40
171301,GROSS CHARGE,NONE,4505277,ER EVACUATION SUBUNGUAL HEMATOMA,75
171301,GROSS CHARGE,NONE,4507539,ER EXCIS BEN LES FEL 1.1 TO 2.0CM,1200
171301,GROSS CHARGE,NONE,4501813,ER I&D ABSCESS SIMPLE/SINGLE,180
171301,GROSS CHARGE,NONE,4504627,ER I&R FRGN BODY SUBCU TISS SIMPLE,265
171301,GROSS CHARGE,NONE,4503116,ER IM OR SQ INJECTION PER STICK,45
171301,GROSS CHARGE,NONE,4502589,ER IMMUNIZATION ADMIN ONE VACCINE,25
171301,GROSS CHARGE,NONE,4505053,ER INCIS & DRAIN ABSCESS COMP,265
171301,GROSS CHARGE,NONE,4503876,ER INSERT FOLEY CATHETER SIMPLE,85
171301,GROSS CHARGE,NONE,4503348,ER INSERT STRAIGHT CATHETER,85
171301,GROSS CHARGE,NONE,4504700,ER INTMD RPR FACE/MM 2.5 CM/<,300
171301,GROSS CHARGE,NONE,4504924,ER INTMD RPR FACE/MM 2.6-5.0 CM,300
171301,GROSS CHARGE,NONE,4504940,ER INTMD RPR FACE/MM 7.6-12.5CM,500
171301,GROSS CHARGE,NONE,4504890,ER INTMD RPR N-HF/GENIT 2.5CM/<,150
171301,GROSS CHARGE,NONE,4504908,ER INTMD RPR N-HF/GENIT2.6-7.5,300
171301,GROSS CHARGE,NONE,4504692,ER INTRMD RPR SATE 2.5CM OR LESS,1454
171301,GROSS CHARGE,NONE,4502621,ER INTRO NEEDLE OR INTRACATH- VEIN,69
171301,GROSS CHARGE,NONE,4504460,ER IRRIGATION OF BLADDER,100
171301,GROSS CHARGE,NONE,4503066,ER IV INFU HYDRAT EA ADD'L HR,30
171301,GROSS CHARGE,NONE,4503769,ER IV INFU HYDRAT EA ADD'L HR 2ND,135
171301,GROSS CHARGE,NONE,4503058,ER IV INFU THER PROPH DX TO 1HR INI,135
171301,GROSS CHARGE,NONE,4503090,ER IV INFU THERAP CONCURRENT,1
171301,GROSS CHARGE,NONE,4503074,ER IV INFU THERAP EA ADD'L HR,135
171301,GROSS CHARGE,NONE,4503082,ER IV INFU THERAP EA ADD'L SEQ NEW,135
171301,GROSS CHARGE,NONE,4503041,ER IV INFUS HYDRAT INIT 31 MIN -1HR,135
171301,GROSS CHARGE,NONE,4503520,ER IV PUSH EA ADD'L SAME DRUG,50
171301,GROSS CHARGE,NONE,4503272,ER IV PUSH EA ADD'L SEQ NEW DRUG,50
171301,GROSS CHARGE,NONE,4503249,ER IV PUSH SINGLE OR INITIAL,50
171301,GROSS CHARGE,NONE,4506416,ER NASAL HEMOR POSTER W/NASAL PK,425
171301,GROSS CHARGE,NONE,4505129,ER PARING/CUT BENIGN LES SING,55
171301,GROSS CHARGE,NONE,4503686,ER PLACE NEEDLE INTRAOSSEOUS INFUS,130
171301,GROSS CHARGE,NONE,4504296,ER PRESSURIZED/NOPRESS INHAL TRMT,30
171301,GROSS CHARGE,NONE,4506853,ER REM FRGN BODY CORNEAL WO LAMP,54
171301,GROSS CHARGE,NONE,4506887,ER REM FRGN BODY EXT ADTRY,95
171301,GROSS CHARGE,NONE,4506838,ER REM FRGN BODY EXT EYE SUPRF,95
171301,GROSS CHARGE,NONE,4506390,ER REM FRGN BODY INTRANASAL,1120
171301,GROSS CHARGE,NONE,4507291,ER REMOVE IMPACTED EAR WAX UNI,20
171301,GROSS CHARGE,NONE,4505004,ER REPAIR CMPLX FNH 2.6-7.5CM,400
171301,GROSS CHARGE,NONE,4504999,ER REPAIR COMP FNH 1.1CM-2.5CM,945
171301,GROSS CHARGE,NONE,4504858,ER REPAIR INTER SATE 2.6-7.5CM,290
171301,GROSS CHARGE,NONE,4507109,ER REPAIR LAC MOUTH/TONGUE 2.5CM <,660
171301,GROSS CHARGE,NONE,4507463,ER REPAIR OF NAIL BED,445
171301,GROSS CHARGE,NONE,4504684,ER REPAIR SIMP FEL 2.6CM-5.0CM,285
171301,GROSS CHARGE,NONE,4506945,ER RMVL DEVITAL TIS 20 CM/<,335
171301,GROSS CHARGE,NONE,4504791,ER RPR SIMP S/N/A/GN/TRK20.1-30.0CM,1523
171301,GROSS CHARGE,NONE,4504676,ER SIMPLE RPR FACE 2.5CM OR LESS,270
171301,GROSS CHARGE,NONE,4504668,ER SIMPLE RPR STHF 12.6-20CM,600
171301,GROSS CHARGE,NONE,4504635,ER SIMPLE RPR STHF 2.5CM OR LESS,265
171301,GROSS CHARGE,NONE,4504643,ER SIMPLE RPR STHF 2.6CM-7.5CM,280
171301,GROSS CHARGE,NONE,4504650,ER SIMPLE RPR STHF 7.6CM-12.5CM,240
171301,GROSS CHARGE,NONE,4506366,ER STRAPPING OF TOES,275
171301,GROSS CHARGE,NONE,4507353,ER TREAT WRIST BONE FRACTURE,300
171301,GROSS CHARGE,NONE,4507026,ER TRMT SUPERFICIAL DEHISCENCE SIMP,235
171301,GROSS CHARGE,NONE,4500013,ER VISIT LEVEL 1 99281,100
171301,GROSS CHARGE,NONE,4500799,ER VISIT LEVEL 2 99282,135
171301,GROSS CHARGE,NONE,4500021,ER VISIT LEVEL 3 99283,210
171301,GROSS CHARGE,NONE,4500039,ER VISIT LEVEL 4 99284,270
171301,GROSS CHARGE,NONE,4500781,ER VISIT LEVEL 5 99285,400
171301,GROSS CHARGE,NONE,7602998,OBS ADMIN INFLUENZA VACCINE,10
171301,GROSS CHARGE,NONE,7603004,OBS ADMIN PNEUMOCOCCAL VACCINE,30
171301,GROSS CHARGE,NONE,7604697,OBS BLOOD COLLECT CNTRL/PERIPH DEV,45
171301,GROSS CHARGE,NONE,7602816,OBS BLOOD COLLECT IMPLANT VENOUS,45
171301,GROSS CHARGE,NONE,7605835,OBS IM OR SQ INJ WITH IV,45
171301,GROSS CHARGE,NONE,7603814,OBS IM OR SQ INJECTION PER STICK,45
171301,GROSS CHARGE,NONE,7602881,OBS IMMUNIZATION ADMIN ONE VACCINE,30
171301,GROSS CHARGE,NONE,7602972,OBS INTRO NEEDLE OR INTRACATH VEIN,69
171301,GROSS CHARGE,NONE,7603749,OBS IV INFU HYDRAT EA ADD'L HR,25
171301,GROSS CHARGE,NONE,7603731,OBS IV INFU THER INITIAL 16-90 MIN,140
171301,GROSS CHARGE,NONE,7603772,OBS IV INFU THERAP CONCURRENT,15
171301,GROSS CHARGE,NONE,7603756,OBS IV INFU THERAP EA ADD'L HR,30
171301,GROSS CHARGE,NONE,7603764,OBS IV INFU THERAP EA ADD'L SEQ NEW,140
171301,GROSS CHARGE,NONE,7603723,OBS IV INFUS HYDRAT INIT 31 MIN-1HR,65
171301,GROSS CHARGE,NONE,7604770,OBS IV PUSH EA ADD'L SAME DRUG,50
171301,GROSS CHARGE,NONE,7604234,OBS IV PUSH EA ADD'L SEQ NEW DRUG,50
171301,GROSS CHARGE,NONE,7604200,OBS IV PUSH SINGLE OR INITIAL,50
171301,GROSS CHARGE,NONE,7601479,OBSRV 1ST HOUR,390
171301,GROSS CHARGE,NONE,7601529,OBSRV 1ST HR W/IV INFUSION,250
171301,GROSS CHARGE,NONE,7600059,OBSRV ADD'L HR 1ST DAY,20
171301,GROSS CHARGE,NONE,7605173,OBSRV ADD'L HR SUBSEQUENT DAY,35
171301,GROSS CHARGE,NONE,7601537,OBSRV ADD'L HR W/IV INF 1ST DAY,10
171301,GROSS CHARGE,NONE,7605181,OBSRV ADD'L HR W/IV INF SUBSEQ DAY,20
171301,GROSS CHARGE,NONE,7602865,OBSRV BLOOD ADMIN 1ST HR,300
171301,GROSS CHARGE,NONE,7605397,OBSRV BLOOD ADMIN EA ADDL HR,80
171301,GROSS CHARGE,NONE,7605371,OBSRV EA HR PRIOR TO ORDER,20
171301,GROSS CHARGE,NONE,7605959,OBSRV NMN NO ABN/HR,1
171301,GROSS CHARGE,NONE,7605967,OBSRV NMN W/ABN/HR,1
171301,GROSS CHARGE,NONE,5400759,TRANSPORT - OBSERVATION,1333
171301,GROSS CHARGE,NONE,3023561,AEROBIC ADDNT'L METHODS FOR ID ISOL,58.4
171301,GROSS CHARGE,NONE,3013281,ALBUMIN MICRO QUANT UA,48.1
171301,GROSS CHARGE,NONE,3015831,ALBUMIN MICRO URINE SEMI QUANT,49
171301,GROSS CHARGE,NONE,3000023,ALBUMIN SERUM,46
171301,GROSS CHARGE,NONE,3004330,ALCOHOL BREATH,38.5
171301,GROSS CHARGE,NONE,3000643,ALT/SGPT,46
171301,GROSS CHARGE,NONE,3003803,AMMONIA,90
171301,GROSS CHARGE,NONE,3000031,AMYLASE,69.7
171301,GROSS CHARGE,NONE,3036134,ANALGESICS NON-OPIOID 1 OR 2,60
171301,GROSS CHARGE,NONE,3022589,ANTIBODY HIV-1,88
171301,GROSS CHARGE,NONE,3004801,ANTIBODY SCREENING RBC,80
171301,GROSS CHARGE,NONE,3006087,ARTERIAL BLOOD COLLECTION,93.7
171301,GROSS CHARGE,NONE,3025731,ASSAY NATRIURETIC PEPTIDE,96.3
171301,GROSS CHARGE,NONE,3037025,ASSAY OF TESTOSTERONE FREE,147
171301,GROSS CHARGE,NONE,3000635,AST/SGOT,46
171301,GROSS CHARGE,NONE,3021615,BASIC METABOLIC PANEL,46
171301,GROSS CHARGE,NONE,3030103,B-CELL COUNT,110
171301,GROSS CHARGE,NONE,3017472,BILIRUBIN DIRECT,46
171301,GROSS CHARGE,NONE,3017464,"BILIRUBIN, TOTAL",46
171301,GROSS CHARGE,NONE,3000106,BLEEDING TIME,46
171301,GROSS CHARGE,NONE,3031077,BLOOD COLLECT CENTRAL/PERIPH DEV,20.2
171301,GROSS CHARGE,NONE,3027547,BLOOD COLLECTION CAPILLARY,20.8
171301,GROSS CHARGE,NONE,3027539,BLOOD COLLECTION CENTRAL VENOUS DEV,20.2
171301,GROSS CHARGE,NONE,3000148,BLOOD COUNT W/SMEAR & MANUAL DIFF,46
171301,GROSS CHARGE,NONE,3002128,BLOOD GASES,131.3
171301,GROSS CHARGE,NONE,3027026,BLOOD SMEAR W/O MANUAL DIFF,18.5
171301,GROSS CHARGE,NONE,3000726,BLOOD TYPE ABO,80
171301,GROSS CHARGE,NONE,3004835,BLOOD TYPE RH(D),80
171301,GROSS CHARGE,NONE,3005683,C DIFFICILE TOXIN A,73.6
171301,GROSS CHARGE,NONE,3000171,C REACTIVE PROTEIN,50
171301,GROSS CHARGE,NONE,3000189,CALCIUM TOTAL,46
171301,GROSS CHARGE,NONE,3034741,CATHETERIZATION FOR URINE COLL,75
171301,GROSS CHARGE,NONE,3011467,CBC COMPLETE AUTO DIFFERENTIAL,46
171301,GROSS CHARGE,NONE,3008794,CBC COMPLETE AUTOMATED,46
171301,GROSS CHARGE,NONE,3001757,CEA,133.8
171301,GROSS CHARGE,NONE,3000205,CHLORIDE BLOOD,46
171301,GROSS CHARGE,NONE,3000213,CHOLESTEROL,46
171301,GROSS CHARGE,NONE,3001815,CK MB FRACTION ONLY,104.9
171301,GROSS CHARGE,NONE,3000197,CO2 BICARBONATE,46
171301,GROSS CHARGE,NONE,3003514,COLLECTION FEE/TRIP,10.5
171301,GROSS CHARGE,NONE,3021623,COMPREHENSIVE METABOLIC PANEL,60
171301,GROSS CHARGE,NONE,3004785,COOMBS TEST DIRECT,80
171301,GROSS CHARGE,NONE,3007606,COOMBS TEST INDIRECT,80
171301,GROSS CHARGE,NONE,3000262,CREATININE BLOOD,46
171301,GROSS CHARGE,NONE,3000270,CREATININE CLEARANCE,76.6
171301,GROSS CHARGE,NONE,3000254,CREATININE KINASE (CK-CPK),46
171301,GROSS CHARGE,NONE,3000288,CREATININE OTHER,46
171301,GROSS CHARGE,NONE,3004959,CROSSMATCH ANTIGLOBULIN TECHNIQUE,80
171301,GROSS CHARGE,NONE,3030426,D-DIMER QUANTATIVE,85
171301,GROSS CHARGE,NONE,3001633,DIGOXIN LEVEL-TDA,105.5
171301,GROSS CHARGE,NONE,3036217,DRUG QUANTALCOHOLS,87.5
171301,GROSS CHARGE,NONE,3008380,DRUG SCREEN COLLECTION FEE,22
171301,GROSS CHARGE,NONE,3038007,DRUG TEST PRSMV CHEM ANLYZR,160
171301,GROSS CHARGE,NONE,3037983,DRUG TEST PRSMV DIR OPT OBS,160
171301,GROSS CHARGE,NONE,3037991,DRUG TEST PRSMV INSTRMNT,160
171301,GROSS CHARGE,NONE,3010840,ELECTROLYTE PANEL,60.8
171301,GROSS CHARGE,NONE,3005766,FDP/D DIMER,93.7
171301,GROSS CHARGE,NONE,3002805,FERRITIN LEVEL,82.5
171301,GROSS CHARGE,NONE,3005063,FRESH FROZEN PLASMA THAWING/UNIT,55
171301,GROSS CHARGE,NONE,3001740,GAMMAGLUTAMYLTRANSFERASE (GGT),46
171301,GROSS CHARGE,NONE,3029642,GENERAL HEALTH PANEL,242.8
171301,GROSS CHARGE,NONE,3000353,GLUCOSE BLOOD ASSAY QUANTITATIVE,46
171301,GROSS CHARGE,NONE,3000361,GLUCOSE POST DOSE,46
171301,GROSS CHARGE,NONE,3000346,GLUCOSE TOLERANCE TEST-1ST 3 SPECIM,80
171301,GROSS CHARGE,NONE,3000379,GLUCOSE TOLERANCE-EA ADD'L SPEC >3,46
171301,GROSS CHARGE,NONE,3001914,HDL CHOLESTEROL,48.8
171301,GROSS CHARGE,NONE,3000387,HEMATOCRIT-NOT SPUN,46
171301,GROSS CHARGE,NONE,3000122,HEMOGLOBIN,46
171301,GROSS CHARGE,NONE,3001385,HEMOGLOBIN GLYCATED(A1C),47.3
171301,GROSS CHARGE,NONE,3021631,HEPATIC FUNCTION PANEL,60
171301,GROSS CHARGE,NONE,3023728,INFLUENZA A OR B ANTIGEN DETECTION,80
171301,GROSS CHARGE,NONE,3035466,INFLUENZA DNA AMP PROBE,98
171301,GROSS CHARGE,NONE,3000403,IRON,51.7
171301,GROSS CHARGE,NONE,3000411,IRON BINDING CAPACITY,60
171301,GROSS CHARGE,NONE,3033339,LACTATE (LACTIC ACID) LEVEL,90
171301,GROSS CHARGE,NONE,3000429,LDH,46
171301,GROSS CHARGE,NONE,3000130,LEUKOCYTE WBC AUTOMATED,46
171301,GROSS CHARGE,NONE,3000437,LIPASE,52.5
171301,GROSS CHARGE,NONE,3003142,LIPID PANEL,60
171301,GROSS CHARGE,NONE,3015781,LIPOPROTEIN-LDL DIRECT MEASUREMENT,54.1
171301,GROSS CHARGE,NONE,3000452,MAGNESIUM,55
171301,GROSS CHARGE,NONE,3000460,MONO TEST (HETEROPHILE) SCREEN,46
171301,GROSS CHARGE,NONE,3010725,OCCULT BLOOD (STOOL) NC,23.2
171301,GROSS CHARGE,NONE,3031978,OCCULT BLOOD FECES IMMUNOASSAY 1-3,38.5
171301,GROSS CHARGE,NONE,3032109,OCCULT BLOOD FECES IMMUNOASSAY SCRN,38.5
171301,GROSS CHARGE,NONE,3029444,OCCULT BLOOD OTHER SOURCES,20.9
171301,GROSS CHARGE,NONE,3029451,OCCULT BLOOD(STOOL)1-3 TESTS,23.2
171301,GROSS CHARGE,NONE,3000791,PH BODY FLUID EXC BLOOD,27.5
171301,GROSS CHARGE,NONE,3001799,PHENYTOIN(DILANTIN) LEVEL-TOTAL,105.5
171301,GROSS CHARGE,NONE,3000494,PHOSPHATASE ALKALINE,46
171301,GROSS CHARGE,NONE,3000502,PHOSPHOROUS SERUM,46
171301,GROSS CHARGE,NONE,3027000,PLATELET COUNT AUTOMATED,50.3
171301,GROSS CHARGE,NONE,3000528,POTASSIUM SERUM OR PLASMA,46
171301,GROSS CHARGE,NONE,3003753,PREG TEST-HCG- SERUM-QUALITATIVE,46
171301,GROSS CHARGE,NONE,3001039,PREGNANCY TEST-URINE-VISUAL METHOD,46
171301,GROSS CHARGE,NONE,3033545,PROCALCITONIN PCT,264
171301,GROSS CHARGE,NONE,3021391,PROSTATE CANCER SCREENING-PSA,128.8
171301,GROSS CHARGE,NONE,3004769,PROSTATE SPECIFIC ANTIGEN-TOTAL,100
171301,GROSS CHARGE,NONE,3000536,PROTEIN-TOTAL,46
171301,GROSS CHARGE,NONE,3000544,PROTHROMBIN TIME,46
171301,GROSS CHARGE,NONE,3030459,RAPID HIV TEST,46
171301,GROSS CHARGE,NONE,3021649,RENAL FUNCTION PANEL,87.9
171301,GROSS CHARGE,NONE,3024593,RHC1 BLOOD GLUCOSE BY MNTRNG DEVICE,22
171301,GROSS CHARGE,NONE,3024551,RHC1 FECAL OCCULT BLOOD,23.2
171301,GROSS CHARGE,NONE,3030020,RHC1 OCCULT BLOOD (STOOL) 1-3 TESTS,22
171301,GROSS CHARGE,NONE,3026234,RHC1 SKIN TEST TUBERCULOSIS INTRADR,67.41
171301,GROSS CHARGE,NONE,3024544,RHC1 URINALYSIS W/O MICROSCOPY,22
171301,GROSS CHARGE,NONE,3024577,RHC1 URINE PREGNANCY TEST,54.1
171301,GROSS CHARGE,NONE,3017449,RSV ANTIGEN,71.5
171301,GROSS CHARGE,NONE,3005790,SED RATE AUTO,46
171301,GROSS CHARGE,NONE,3002961,SED RATE NON-AUTOMATED,50.6
171301,GROSS CHARGE,NONE,3001450,SEMEN ANALYSIS COMPLETE,100
171301,GROSS CHARGE,NONE,3023579,SEMEN ANALYSIS PRES/MOTILITY,75
171301,GROSS CHARGE,NONE,3001476,SEMEN PRESENCE OF SPERMATOZOA,75
171301,GROSS CHARGE,NONE,3001468,"SEMEN, COUNT ONLY",75
171301,GROSS CHARGE,NONE,3015054,SKIN TEST-TUBERCULOSIS/INTRADERMAL,22.7
171301,GROSS CHARGE,NONE,3004595,SMEAR W/INTERP WET PREP W/STAIN,46
171301,GROSS CHARGE,NONE,3001294,SODIUM SERUM,46
171301,GROSS CHARGE,NONE,3028248,SPECIMEN HANDLING/CONVEYANCE CHARGE,17
171301,GROSS CHARGE,NONE,3002508,STREPTOCOCCUS SCREEN DIRECT,46
171301,GROSS CHARGE,NONE,3027596,T3- FREE,85
171301,GROSS CHARGE,NONE,3000692,T-3 OR T-4 UPTAKE,51.5
171301,GROSS CHARGE,NONE,3000551,"THROMBOPLASTIN TIME, PARTIAL",46
171301,GROSS CHARGE,NONE,3001906,THYROID STIMULATING HORMONE,66
171301,GROSS CHARGE,NONE,3002821,THYROXIN (T4) FREE,47.3
171301,GROSS CHARGE,NONE,3005097,TISSUE EXAM KOH SLIDE,46
171301,GROSS CHARGE,NONE,3029139,TOTAL PROTEIN URINE,41.7
171301,GROSS CHARGE,NONE,3031911,TOTAL PROTEIN URINE 24 HOUR,41.7
171301,GROSS CHARGE,NONE,3001369,TRIGLYCERIDES,46
171301,GROSS CHARGE,NONE,3004777,TROPONIN QUANTITIVE,135.3
171301,GROSS CHARGE,NONE,3005998,UA AUTOMATED W/ MICRO,46
171301,GROSS CHARGE,NONE,3000981,UA DIPSTICK W/O SCOPE,22
171301,GROSS CHARGE,NONE,3000957,UA NON-AUTO W/MICRO,27.5
171301,GROSS CHARGE,NONE,3000965,UA-MICROSCOPIC ONLY,22
171301,GROSS CHARGE,NONE,3000650,UREA NITROGEN QUANTITATIVE,46
171301,GROSS CHARGE,NONE,3000668,"URIC ACID, BLOOD",46
171301,GROSS CHARGE,NONE,3005394,URINALYSIS AUTO W/O SCOPE,46
171301,GROSS CHARGE,NONE,3004116,VANCOMYCIN LEVEL-TDA,111.3
171301,GROSS CHARGE,NONE,3002318,VENIPUNCTURE,20.2
171301,GROSS CHARGE,NONE,3900065,FRESH FROZEN PLASMA 8-24HR COLLECTN,198
171301,GROSS CHARGE,NONE,3900057,FRESH FRZ PLASMA 1 DONOR W/IN 8 HR,275
171301,GROSS CHARGE,NONE,3900453,LEUKO REDUCED RED BLOOD CELLS EA UN,704
171301,GROSS CHARGE,NONE,3900719,"PLATE, PHERES, LEUKO RDCD IRRAD EA",1419
171301,GROSS CHARGE,NONE,3900891,"PLATE, PHERESIS LEUKO IRRAD CMV NEG",1475
171301,GROSS CHARGE,NONE,3900701,RED BLOOD CELLS LEUKO RDCD IRRAD EA,808.5
171301,GROSS CHARGE,NONE,3100591,RL CONSULT W/SLIDE PREPARATION,275
171301,GROSS CHARGE,NONE,3100716,RL CYTOPATHOLOGY LIQ BASED SLIDE PR,85
171301,GROSS CHARGE,NONE,3100492,RL FINE NEEDLE ASPIRATION INTER/REP,250
171301,GROSS CHARGE,NONE,3100823,RL IMMUNOCYTOCHEMISTRY,52
171301,GROSS CHARGE,NONE,3100872,RL IMMUNOHISTO ANTIBDY SLIDE EA ADD,240
171301,GROSS CHARGE,NONE,3100328,RL PATHOLOGY CONSULT LIMITED,20
171301,GROSS CHARGE,NONE,3100518,RL SURG PATH GROSS EXAM ONLY LEV 1,46
171301,GROSS CHARGE,NONE,3100179,RL SURGICAL PATH LEVEL III,166.05
171301,GROSS CHARGE,NONE,3100534,RL SURGICAL PATH LEVEL IV,73.55
171301,GROSS CHARGE,NONE,3100740,RL SURGICAL PATH SPECIAL STAIN GP I,80
171301,GROSS CHARGE,NONE,3015195,CPL513 LUPUS PANEL 9/14 ENA RNP,110.8
171301,GROSS CHARGE,NONE,3015930,CPL8033 TRIPLE TEST 2/3 BETA HCG,99.9
171301,GROSS CHARGE,NONE,3001161,RL 5-HIAA,66
171301,GROSS CHARGE,NONE,3013430,RL ACETONE LEVEL QUAL,33.1
171301,GROSS CHARGE,NONE,3035110,RL ACHR BINDING ANTIBODY,77
171301,GROSS CHARGE,NONE,3001856,RL ACTH LEVEL,212.5
171301,GROSS CHARGE,NONE,3021458,RL ACUTE HEPATITIS PANEL,154
171301,GROSS CHARGE,NONE,3023322,RL AEROBIC ADD'L METH- ID EA ISOLAT,58.4
171301,GROSS CHARGE,NONE,3011269,RL AGGLUTININS FEBRILE ANTIGEN EACH,77.3
171301,GROSS CHARGE,NONE,3010881,RL ALBUMIN MICRO URINE,48.1
171301,GROSS CHARGE,NONE,3017670,"RL ALBUMIN, SERUM",43.2
171301,GROSS CHARGE,NONE,3001849,RL ALDOLASE LEVEL,55
171301,GROSS CHARGE,NONE,3001047,RL ALDOSTERONE,203.9
171301,GROSS CHARGE,NONE,3036365,RL ALKALOIDS NOS,110
171301,GROSS CHARGE,NONE,3034261,RL ALLERGEN IGG QUANT/SEMI QUANT EA,92.6
171301,GROSS CHARGE,NONE,3002565,RL ALLERGEN SPECIFIC IGE EACH,20
171301,GROSS CHARGE,NONE,3001609,RL ALPHA FETOPROTEIN SERUM,99.9
171301,GROSS CHARGE,NONE,3010626,RL ALPHA I ANTITRYPSIN,99.2
171301,GROSS CHARGE,NONE,3017688,RL ALT/SGPT,43.2
171301,GROSS CHARGE,NONE,3015443,RL ALUMINUM,85
171301,GROSS CHARGE,NONE,3013984,RL AMIKACIN TDA,85
171301,GROSS CHARGE,NONE,3008455,RL AMIODARONE LEVEL-TDA,111.4
171301,GROSS CHARGE,NONE,3013448,RL AMMONIA,90
171301,GROSS CHARGE,NONE,3036399,RL AMPHETAMINES 5 OR MORE,150
171301,GROSS CHARGE,NONE,3001062,RL AMYLASE,69.7
171301,GROSS CHARGE,NONE,3006483,RL ANA TITER,78.8
171301,GROSS CHARGE,NONE,3036191,RL ANALGESICS NON-OPIOID 6/MORE,150
171301,GROSS CHARGE,NONE,3014396,RL ANGIOTENSION CONVER ENZ ACE,93.7
171301,GROSS CHARGE,NONE,3018496,RL ANTI CENTROMERE AB,116.7
171301,GROSS CHARGE,NONE,3034246,RL ANTI MULLERIAN HORMONE,279
171301,GROSS CHARGE,NONE,3018488,RL ANTI NEUTROPHIL CYTOPLASMIC AB,47
171301,GROSS CHARGE,NONE,3017118,RL ANTIBODY ANTIGLIADIN,315
171301,GROSS CHARGE,NONE,3017399,RL ANTIBODY ASPERGILLUS,96.3
171301,GROSS CHARGE,NONE,3026630,RL ANTIBODY BLASTOMYCES,29.2
171301,GROSS CHARGE,NONE,3014511,RL ANTIBODY COCCIDIODES,65
171301,GROSS CHARGE,NONE,3022241,RL ANTIBODY ELUTION RBC EACH,77
171301,GROSS CHARGE,NONE,3025236,RL ANTIBODY HISTOPLASMA,80
171301,GROSS CHARGE,NONE,3005907,RL ANTIBODY HIV-1,88
171301,GROSS CHARGE,NONE,3011541,RL ANTIBODY HIV-1 PLUS HIV-2,82.5
171301,GROSS CHARGE,NONE,3011533,RL ANTIBODY HIV-2,82.5
171301,GROSS CHARGE,NONE,3014404,RL ANTIBODY ID PLATELETS,72
171301,GROSS CHARGE,NONE,3015864,RL ANTIBODY ID/PANEL SERUM TECH,164.6
171301,GROSS CHARGE,NONE,3004389,RL ANTIBODY ID-LEUKOCYTES,49.5
171301,GROSS CHARGE,NONE,3026598,RL ANTIBODY ISLET CELL,120
171301,GROSS CHARGE,NONE,3017563,RL ANTIBODY MYCOPLASMA PNEU IGG,121
171301,GROSS CHARGE,NONE,3017571,RL ANTIBODY MYCOPLASMA PNEU IGM,121
171301,GROSS CHARGE,NONE,3025038,RL ANTIBODY Q FEVER (C. BRUNETII),135.7
171301,GROSS CHARGE,NONE,3005949,RL ANTIBODY SCREENING RBC,80
171301,GROSS CHARGE,NONE,3026333,RL ANTIBODY WEST NILE VIRUS,136.1
171301,GROSS CHARGE,NONE,3028131,RL ANTIBODY WEST NILE VIRUS IGG,84.2
171301,GROSS CHARGE,NONE,3028149,RL ANTIBODY WEST NILE VIRUS IGM,74.3
171301,GROSS CHARGE,NONE,3006582,RL ANTIBODY-CMV,132.2
171301,GROSS CHARGE,NONE,3003621,RL ANTIBODY-CMV IGM,132.2
171301,GROSS CHARGE,NONE,3010915,RL ANTIBODY-DIPTHERIA,133.3
171301,GROSS CHARGE,NONE,3003647,RL ANTIBODY-EBV EARLY AG,114.2
