name,city,state,address,zip,website,category,public_private,district,lat,lon
LINCOLNSHIRE ELEMENTARY,HAGERSTOWN,MD,17545 LINCOLNSHIRE RD,21740,http://www.lincolnshireelementary.com/,ELEMENTARY,PUBLIC,WASHINGTON COUNTY PUBLIC SCHOOLS,39.617516,-77.75893
LINCOLNTON HIGH,LINCOLNTON,NC,803 N ASPEN ST,28092,http://www.lincoln.k12.nc.us/lhs/lhs.htm,HIGH,PUBLIC,LINCOLN COUNTY SCHOOLS,35.479202,-81.2604
LINCOLNTON MIDDLE,LINCOLNTON,NC,2361 STARTOWN ROAD,28092,http://www.lincoln.k12.nc.us/lms/index.htm,MIDDLE,PUBLIC,LINCOLN COUNTY SCHOOLS,35.52073,-81.26491
LINCOLNVIEW ELEMENTARY SCHOOL,VAN WERT,OH,15945 MIDDLE POINT RD,45891,https://www.lincolnview.k12.oh.us/,ELEMENTARY,PUBLIC,LINCOLNVIEW LOCAL,40.853363,-84.51639
LINCOLNVIEW JR/SR HIGH SCHOOL,VAN WERT,OH,15945 MIDDLE POINT RD,45891,https://www.lincolnview.k12.oh.us/,HIGH,PUBLIC,LINCOLNVIEW LOCAL,40.85332,-84.516464
LINCOLNVILLE CENTRAL SCHOOL,LINCOLNVILLE,ME,523 HOPE ROAD,04849,https://lcs.fivetowns.net/,ELEMENTARY,PUBLIC,LINCOLNVILLE PUBLIC SCHOOLS,44.29447,-69.11065
LINCOLNWAY EL SCH,YORK,PA,2625 WEST PHILADELPHIA ST,17404,https://www.wyasd.org/lincolnway-elementary,ELEMENTARY,PUBLIC,WEST YORK AREA SCHOOL DISTRICT,39.949245,-76.781685
LINCOLNWOOD ELEM SCHOOL,EVANSTON,IL,2600 COLFAX ST,60201,https://www.district65.net/lincolnwood,ELEMENTARY,PUBLIC,EVANSTON CCSD 65,42.06024,-87.70957
LINCOLNWOOD HIGH SCHOOL,RAYMOND,IL,507 N PRAIRIE ST,62560,http://www.panhandle.k12.il.us/,HIGH,PUBLIC,PANHANDLE CONSOLIDATED UNIT SCHOOL DISTRICT 2,39.327034,-89.57135
LINCOLNWOOD JR HIGH SCHOOL,RAYMOND,IL,507 N PRAIRIE ST,62560,http://www.panhandle.k12.il.us/index.php/2015-11-12-23-27-35,MIDDLE,PUBLIC,PANHANDLE CONSOLIDATED UNIT SCHOOL DISTRICT 2,39.326313,-89.57132
LINCREST (APHASIC),YUBA CITY,CA,1400 PHILLIPS RD.,95991,https://lincrest.ycusd.k12.ca.us/,,PUBLIC,SUTTER COUNTY OFFICE OF EDUCATION,39.10663,-121.63069
LINCREST ELEMENTARY,YUBA CITY,CA,1400 PHILLIPS RD.,95991,https://lincrest.ycusd.k12.ca.us/,ELEMENTARY,PUBLIC,BREMEN CITY,39.106964,-121.63095
LINCROFT ELEMENTARY SCHOOL,LINCROFT,NJ,729 NEWMAN SPRINGS ROAD,07738,https://www.middletownk12.org/lincroftes,ELEMENTARY,PUBLIC,MIDDLETOWN TOWNSHIP PUBLIC SCHOOL DISTRICT,40.329983,-74.1253
LIND ELEMENTARY SCHOOL,LIND,WA,206 W 3RD ST,99341,https://www.lrschools.org,ELEMENTARY,PUBLIC,LIND SCHOOL DISTRICT,46.97331,-118.618095
LIND RITZVILLE MIDDLE SCHOOL,LIND,WA,507 NORTH E STREE,99341,https://www.lrschools.org/domain/161,MIDDLE,PUBLIC,RITZVILLE SCHOOL DISTRICT,46.974934,-118.61762
LIND-RITZVILLE HIGH SCHOOL,RITZVILLE,WA,209 E WELLSANDT RD,99169,https://www.lrschools.org,HIGH,PUBLIC,LIND SCHOOL DISTRICT,47.126095,-118.36845
LIND-RITZVILLE MIDDLE SCHOOL,LIND,WA,N 507 E ST,99341,https://www.lrschools.org,MIDDLE,PUBLIC,LIND SCHOOL DISTRICT,46.974834,-118.61751
LINDA ABRIL EDUCATIONAL ACADEMY,PHOENIX,AZ,3000 N. 19TH AVE,85015,http://www.phoenixunion.org/domain/23,HIGH,PUBLIC,CENTRAL WAKE CHARTER HIGH SCHOOL,33.48358,-112.10055
LINDA CHILDERS KNAPP ELEMENTARY SCHOOL,SPRINGDALE,AR,2634 ORIOLE ST,72764,https://www.sdale.org,ELEMENTARY,PUBLIC,WORTHINGTON PUBLIC SCHOOL DISTRICT,36.161106,-94.111084
LINDA ELEMENTARY,MARYSVILLE,CA,6180 DUNNING AVE.,95901,http://www.mjusd.com,ELEMENTARY,PUBLIC,MARYSVILLE JOINT UNIFIED,39.133522,-121.54514
LINDA ESPERANZA MARQUEZ HIGH A HNTNGTN PARK INST OF APPL MED,HUNTINGTON PARK,CA,6361 COTTAGE ST.,90255,"https://notebook.lausd.net/portal/page?_pageid=33,54194&_dad=ptl&_schema=PTL_EP&school_code=8866",HIGH,PUBLIC,KNOXVILLE COMMUNITY SCHOOL DISTRICT,33.982376,-118.23392
LINDA ESPERANZA MARQUEZ HIGH A HUNTINGTON PARK INSTITUTE OF APPLIED MEDICINE,HUNTINGTON PARK,CA,6361 COTTAGE ST.,90255,https://hpiam.marquezhs.net,HIGH,PUBLIC,LOS ANGELES UNIFIED,33.981804,-118.23373
LINDA ESPERANZA MARQUEZ HIGH B LIBRA ACADEMY,HUNTINGTON PARK,CA,6361 COTTAGE ST.,90255,https://www.marquezhs.net/,HIGH,PUBLIC,LOS ANGELES UNIFIED,33.982273,-118.23408
LINDA ESPERANZA MARQUEZ HIGH C SCHOOL OF SOCIAL JUSTICE,HUNTINGTON PARK,CA,6361 COTTAGE ST.,90255,http://www.ssjmhs.marquezhs.net,HIGH,PUBLIC,LOS ANGELES UNIFIED,33.982784,-118.234055
LINDA HERRINGTON EL,ROUND ROCK,TX,2850 PALOMA LAKE BLVD,78665,https://www.roundrockisd.org/index.aspx?page=371,ELEMENTARY,PUBLIC,ROUND ROCK INDEPENDENT SCHOOL DISTRICT,30.555742,-97.62335
LINDA JOBE MIDDLE,MANSFIELD,TX,2491 GERTIE BARRETT RD,76063,https://jobe.mansfieldisd.org,MIDDLE,PUBLIC,MANSFIELD INDEPENDENT SCHOOL DISTRICT,32.60054,-97.17679
LINDA LENTIN K-8 CENTER,NORTH MIAMI BEACH,FL,14312 NE 2ND CT,33161,http://llk-8.dadeschools.net,ELEMENTARY,PUBLIC,MIAMI-DADE,25.906921,-80.19445
LINDA LYON EL,HEATH,TX,2186 TROPHY DR,75126,https://www.rockwallisd.com/page/5146,ELEMENTARY,PUBLIC,ROCKWALL INDEPENDENT SCHOOL DISTRICT,32.813377,-96.46597
LINDA MAR EDUCATIONAL CENTER,PACIFICA,CA,830 ROSITA RD.,94044,https://www.pacificasd.org/schools/lindamar/index.html,,PUBLIC,NEW YORK CITY GEOGRAPHIC DISTRICT #18,37.586006,-122.498886
LINDA NOLEN LEARNING CENTER,PELHAM,AL,2280 HIGHWY 35,35124,https://www.shelbyed.k12.al.us/schools/lnlc/index.htm,OTHER,PUBLIC,SHELBY COUNTY,33.307487,-86.782234
LINDA RANKIN GIVENS ELEMENTARY SCHOOL,LAS VEGAS,NV,655 PARK VISTA DR.,89138,https://givenselementary.wixsite.com/givenselementary,ELEMENTARY,PUBLIC,CLARK COUNTY SCHOOL DISTRICT,36.16734,-115.34413
LINDA TUTT H S,SANGER,TX,404 HUGHES ST,76266,https://lths.sangerisd.net/,HIGH,PUBLIC,SANGER INDEPENDENT SCHOOL DISTRICT,33.360558,-97.17955
LINDA VERDE ELEMENTARY,LANCASTER,CA,44924 N. FIFTH ST. E.,93535,http://www.lindaverdeschool.org,ELEMENTARY,PUBLIC,LANCASTER ELEMENTARY,34.699562,-118.12086
LINDA VISTA,YORBA LINDA,CA,5600 S. OHIO,92686,https://www.lindavistaelementary.org/,ELEMENTARY,PUBLIC,YORBA LINDA,33.878548,-117.8065
LINDA VISTA ADVENTIST ELEMENTARY SCHOOL,OXNARD,CA,5050 PERRY WAY,93036,https://www.lvaes.org/,K-12,PRIVATE,MESA UNION ELEMENTARY,34.25986,-119.14804
LINDA VISTA ELEMENTARY,CULVER CITY,CA,5950 STONEVIEW DR.,90230,,,PUBLIC,CULVER CITY UNIFIED,34.01412,-118.37728
LINDA VISTA ELEMENTARY,FREMONT,CA,2650 BRUCE DR.,94538,,ELEMENTARY,PUBLIC,FREMONT UNIFIED,37.531067,-121.946465
LINDA VISTA ELEMENTARY,MISSION VIEJO,CA,25222 PERICIA DR.,92691,https://www.svusd.org/schools/elementary-a-l/linda-vista,ELEMENTARY,PUBLIC,ORE CITY INDEPENDENT SCHOOL DISTRICT,33.595642,-117.66626
LINDA VISTA ELEMENTARY,ONTARIO,CA,1556 SOUTH SULTANA AVE.,91761,,ELEMENTARY,PUBLIC,ONTARIO-MONTCLAIR,34.0449,-117.646736
LINDA VISTA ELEMENTARY,ORANGE,CA,1200 N. CANNON ST.,92869,http://www.orangeusd.k12.ca.us/schools/elementary/lindavista/index.asp,ELEMENTARY,PUBLIC,PUERTO RICO DEPARTMENT OF EDUCATION,33.808838,-117.795586
LINDA VISTA ELEMENTARY,PASADENA,CA,1259 LINDA VISTA AVE.,91103,https://www.lvcckids.org/,K-12,PUBLIC,PASADENA UNIFIED,34.169483,-118.17755
LINDA VISTA ELEMENTARY,SAN DIEGO,CA,2772 ULRIC ST.,92111,http://www.sandi.net/lindavista,ELEMENTARY,PUBLIC,SAN DIEGO UNIFIED,32.79317,-117.17345
LINDA VISTA ELEMENTARY,SAN JOSE,CA,100 KIRK AVE.,95127,https://www.arusd.org/,ELEMENTARY,PUBLIC,LAKE ORION COMMUNITY SCHOOLS,37.37787,-121.82417
LINDA VISTA ELEMENTARY,SAN LORENZO,CA,820 BOCKMAN RD.,94580,,,PUBLIC,SAN LORENZO UNIFIED,37.66983,-122.127144
LINDA VISTA ELEMENTARY,YORBA LINDA,CA,5600 S. OHIO ST.,92886,https://www.lindavistaelementary.org/,ELEMENTARY,PUBLIC,PLACENTIA-YORBA LINDA UNIFIED,33.8785,-117.80658
LINDA VISTA MAGNET ELEMENTARY,MISSION VIEJO,CA,25222 PERICIA DR.,92691,https://www.svusd.org/schools/elementary-a-l/linda-vista,K-12,PUBLIC,SADDLEBACK VALLEY UNIFIED,33.59631,-117.66671
LINDA VISTA PRE-SCHOOL,ONTARIO,CA,1556 SOUTH SULTANA AVE.,91761,,ELEMENTARY,PUBLIC,ONTARIO-MONTCLAIR,34.0449,-117.646736
LINDALE H S,LINDALE,TX,920 E HUBBARD,75771,https://www.lindaleeagles.org/,HIGH,PUBLIC,LINDALE INDEPENDENT SCHOOL DISTRICT,32.51422,-95.39677
LINDALE JUNIOR HIGH,LINDALE,TX,409 EAGLE SPIRIT,75771,https://www.lindaleeagles.org/,MIDDLE,PUBLIC,LINDALE INDEPENDENT SCHOOL DISTRICT,32.507248,-95.40474
LINDALE MIDDLE,LINTHICUM,MD,415 ANDOVER RD,21090,https://www.aacps.org/page/3826,MIDDLE,PUBLIC,ANNE ARUNDEL COUNTY PUBLIC SCHOOLS,39.195793,-76.66197
LINDAMOOD BELL ACADEMY,SAN LUIS OBISPO,CA,416 HIGUERA ST,93401,http://www.lindamoodbell.com/,K-12,PRIVATE,,35.27486,-120.67035
LINDAMOOD-BELL ACADEMY,SAN LUIS OBISPO,CA,416 HIGUERA ST.,93401,http://www.lindamoodbell.com/,K-12,PRIVATE,SAN LUIS COASTAL UNIFIED,35.27576,-120.669975
LINDBERGH (CHARLES A.) ELEMENT,BUENA PARK,CA,6152 STANTON AVE.,90621,,,PUBLIC,BUENA PARK ELEMENTARY,33.871586,-117.9931
LINDBERGH ELEM,KANSAS CITY,KS,641 N 57TH ST,66102,https://www.kckps.org,ELEMENTARY,PUBLIC,KANSAS CITY,39.110733,-94.70932
LINDBERGH ELEM.,ST JOSEPH,MO,2812 ST JOSEPH AVE,64505,https://lindbergh.sjsd.k12.mo.us/,ELEMENTARY,PUBLIC,ST. JOSEPH,39.789474,-94.84974
LINDBERGH ELEMENTARY,LITTLE FALLS,MN,101 SE 9TH ST,56345,https://www.lfalls.k12.mn.us/lindbergh/,ELEMENTARY,PUBLIC,LITTLE FALLS PUBLIC SCHOOL DISTRICT,45.975117,-94.34961
LINDBERGH ELEMENTARY,LYNWOOD,CA,3300 CEDAR AVE.,90262,http://lindbergh.lynwood.edlioschool.com/,ELEMENTARY,PUBLIC,LYNWOOD UNIFIED,33.918877,-118.21353
LINDBERGH ELEMENTARY,MADISON,WI,4500 KENNEDY RD,53704,https://www.madison.k12.wi.us,ELEMENTARY,PUBLIC,MADISON METROPOLITAN SCHOOL DISTRICT,43.143303,-89.38847
LINDBERGH ELEMENTARY,MANTECA,CA,311 E. NORTH ST.,95336,https://www.mantecausd.net/mantecaadultschool,,PUBLIC,MANTECA UNIFIED,37.80139,-121.21349
LINDBERGH ELEMENTARY,NEWPORT BEACH,CA,PO BOX 1368,92663,,,PUBLIC,NEWPORT-MESA UNIFIED SCHOOL DISTRICT,33.61888,-117.92985
LINDBERGH ELEMENTARY SCHOOL,COLUMBUS,OH,2541 LINDBERGH DR,43223,https://www.ccsoh.us/lindberghes,ELEMENTARY,PUBLIC,COLUMBUS CITY SCHOOL DISTRICT,39.93252,-83.06488
LINDBERGH ELEMENTARY SCHOOL,MESA,AZ,930 S. LAZONA DR.,85204,https://www.mpsaz.org/lindbergh,ELEMENTARY,PUBLIC,MESA UNIFIED DISTRICT,33.397892,-111.80219
LINDBERGH ELEMENTARY SCHOOL,PALISADES PARK,NJ,401 GLEN AVE,07650,https://www.palpkschools.org/index.php/en/district-homepage-schools-menu/les,ELEMENTARY,PUBLIC,PALISADES PARK SCHOOL DISTRICT,40.848698,-73.991806
LINDBERGH ES,TULSA,OK,931 SOUTH 89TH EAST AVENUE,74112,https://lindbergh.tulsaschools.org,ELEMENTARY,PUBLIC,TULSA,36.148857,-95.87686
LINDBERGH SENIOR HIGH SCHOOL,RENTON,WA,16426 128TH AVE SE,98058,http://www.rentonschools.us/lindbergh,HIGH,PUBLIC,RENTON SCHOOL DISTRICT,47.45506,-122.166565
LINDBERGH SR. HIGH,ST. LOUIS,MO,5000 S. LINDBERGH,63126,https://go.lindberghschools.ws/domain/8,HIGH,PUBLIC,LINDBERGH SCHOOLS,38.52925,-90.37527
LINDBERGH STEM ACADEMY,LONG BEACH,CA,1022 E. MARKET ST.,90805,https://lblindbergh.schoolloop.com/,MIDDLE,PUBLIC,OKLAHOMA CITY,33.854137,-118.181305
LINDBERGH/SCHWEITZER ELEMENTARY,SAN DIEGO,CA,4133 MT. ALBERTINE AVE.,92111,http://sandi.net/lindberghschweitzer,ELEMENTARY,PUBLIC,SAN DIEGO UNIFIED,32.81926,-117.17051
LINDBLOM MATH & SCIENCE ACAD HS,CHICAGO,IL,6130 S WOLCOTT AVE,60636,https://lindblomeagles.org/,HIGH,PUBLIC,CITY OF CHICAGO SCHOOL DISTRICT 299,41.782078,-87.67216
LINDELL BOULEVARD SCHOOL,LONG BEACH,NY,601 LINDELL BLVD,11561,http://www.lbeach.org,ELEMENTARY,PUBLIC,LONG BEACH CITY SCHOOL DISTRICT,40.591415,-73.682
LINDEMAN ELEMENTARY SCHOOL,ERLANGER,KY,558 ERLANGER RD,41018,https://www.erlanger.kyschools.us/6/home,ELEMENTARY,PUBLIC,ERLANGER-ELSMERE INDEPENDENT,39.027546,-84.60665
LINDEMANN ELEMENTARY SCHOOL,ALLEN PARK,MI,9201 CARTER AVE,48101,https://www.apps.k12.mi.us/,ELEMENTARY,PUBLIC,ALLEN PARK PUBLIC SCHOOLS,42.241325,-83.21749
LINDEN,MALDEN,MA,29 WESCOTT STREET,02148,http://www.maldenps.org/linden,ELEMENTARY,PUBLIC,MALDEN,42.433804,-71.034195
LINDEN ADULT,LINDEN,CA,18257 EAST MAIN ST.,95236,,,PUBLIC,LINDEN UNIFIED,38.019848,-121.08915
LINDEN AVENUE MIDDLE SCHOOL,RED HOOK,NY,65 W MARKET ST,12571,https://www.redhookcentralschools.org,MIDDLE,PUBLIC,RED HOOK CENTRAL SCHOOL DISTRICT,41.99784,-73.88025
LINDEN AVENUE SCHOOL,GLEN RIDGE,NJ,205 LINDEN AVE,07028,https://www.glenridge.org/linden,ELEMENTARY,PUBLIC,GLEN RIDGE PUBLIC SCHOOL DISTRICT,40.793083,-74.20961
LINDEN CHARTER ACADEMY,FLINT,MI,3244 NORTH LINDEN RD,48504,http://linden.heritageacademies.com/,ELEMENTARY,PUBLIC,LINDEN CHARTER ACADEMY,43.052944,-83.77094
LINDEN COMMUNITY MIDDLE,STOCKTON,CA,100 NORTH JACK TONE RD.,95215,https://www.lindenusd.com/,MIDDLE,PUBLIC,LINDEN UNIFIED,37.96945,-121.148674
LINDEN CONTINUATION HIGH,LINDEN,CA,18527 EAST MAIN ST.,95236,https://www.lindenusd.com/,,PUBLIC,LINDEN UNIFIED,38.01995,-121.08841
LINDEN EL,LINDEN,TX,107 S KAUFMAN ST,75563,https://lkcisd.net,ELEMENTARY,PUBLIC,LINDEN-KILDARE CONSOLIDATED INDEPENDENT SCHOOL DISTRICT,33.005943,-94.3623
LINDEN EL SCH,DOYLESTOWN,PA,480 LINDEN AVE,18901,https://www.cbsd.org/linden,ELEMENTARY,PUBLIC,CENTRAL BUCKS SCHOOL DISTRICT,40.317192,-75.11788
LINDEN ELEMENTARY,LINDEN,CA,18100 W. FRONT ST.,95236,https://lindenel.lindenusd.com/,ELEMENTARY,PUBLIC,LINDEN UNIFIED,38.02051,-121.09442
LINDEN ELEMENTARY,LINDEN,TN,331 BROOKLYN AVE,37096,https://www.perrycountyschools.us,ELEMENTARY,PUBLIC,PERRY COUNTY,35.60927,-87.84333
LINDEN ELEMENTARY,OAK RIDGE,TN,700 ROBERTSVILLE RD,37830,https://www.ortn.edu/linden/,ELEMENTARY,PUBLIC,OAK RIDGE,36.001194,-84.30809
LINDEN ELEMENTARY SCHOOL,FREMONT,NE,735 W LINDEN ST,68025,https://fremonttigers.org/linden/,ELEMENTARY,PUBLIC,FREMONT PUBLIC SCHOOLS,41.44132,-96.505936
LINDEN ELEMENTARY SCHOOL,HAMILTON,OH,801 HOADLEY AVE,45015,https://www.hamiltoncityschools.com,ELEMENTARY,PUBLIC,HAMILTON CITY,39.355366,-84.55546
LINDEN ELEMENTARY SCHOOL,LINDEN,AL,201 S SHILOH STREET,36748,http://lindencity.org/les,ELEMENTARY,PUBLIC,LINDEN CITY,32.30502,-87.79586
LINDEN ELEMENTARY SCHOOL,LINDEN,MI,400 SOUTH BRIDGE ST,48451,https://www.lindenschools.org,ELEMENTARY,PUBLIC,LINDEN COMMUNITY SCHOOLS,42.811337,-83.783714
LINDEN ELEMENTARY SCHOOL,SHOW LOW,AZ,1009 SCHOOL HOUSE LANE,85901,http://show-low.k12.az.us,ELEMENTARY,PUBLIC,PINCKNEYVILLE SCHOOL DISTRICT 50,34.286232,-110.13779
LINDEN GROVE MIDDLE SCHOOL,KALAMAZOO,MI,4241 ARBORETUM PKWY,49006,https://www.kalamazoopublicschools.com/lindengrove,MIDDLE,PUBLIC,KALAMAZOO PUBLIC SCHOOLS,42.283504,-85.6463
LINDEN GROVE SCHOOL,CINCINNATI,OH,4122 MYRTLE AVE,45236,https://lindengroveschool.org/,ELEMENTARY,PRIVATE,,39.210705,-84.39781
LINDEN GROVE SCHOOL,NEW HOLLAND,PA,131 LINDEN GROVE RD,17557,,ELEMENTARY,PRIVATE,,40.130493,-76.11621
LINDEN HALL,LITITZ,PA,212 E MAIN ST,17543,https://www.lindenhall.org/,K-12,PRIVATE,,40.155983,-76.301285
LINDEN HIGH,LINDEN,CA,18527 E. FRONT ST.,95236,https://lhs.lindenusd.com/,HIGH,PUBLIC,LINDEN UNIFIED,38.020588,-121.08805
LINDEN HIGH SCHOOL,LINDEN,AL,321 N MAIN STREET,36748,http://lindencity.org/lhs,HIGH,PUBLIC,NEWARK PUBLIC SCHOOL DISTRICT,32.30956,-87.79749
LINDEN HIGH SCHOOL,LINDEN,MI,7201 SILVER LAKE RD,48451,https://www.lindenschools.org,HIGH,PUBLIC,LINDEN COMMUNITY SCHOOLS,42.808388,-83.81526
LINDEN HIGH SCHOOL,LINDEN,NJ,121 W ST GEORGE AVE,07036,http://www.linden.k12.nj.us/schools/lhs/,HIGH,PUBLIC,LINDEN PUBLIC SCHOOL DISTRICT,40.636127,-74.266106
LINDEN HILL ELEMENTARY SCHOOL,WILMINGTON,DE,3415 SKYLINE DRIVE,19808,http://tunaruna.com/lindenevents/,ELEMENTARY,PUBLIC,RED CLAY CONSOLIDATED SCHOOL DISTRICT,39.73385,-75.69284
LINDEN HILL SCHOOL,HAWTHORNE,NY,226 LINDA AVE,10532,https://www.hcks.org/schools/linden-hill-school,HIGH,PUBLIC,HAWTHORNE-CEDAR KNOLLS UNION FREE SCHOOL DISTRICT,41.105625,-73.78449
LINDEN MIDDLE SCHOOL,LINDEN,MI,15425 LOBDELL RD,48451,https://www.lindenschools.org,MIDDLE,PUBLIC,LINDEN COMMUNITY SCHOOLS,42.803444,-83.81429
LINDEN MIDDLE SCHOOL,LINDEN,TN,130 COLLEGE AVE,37096,https://www.perrycountyschools.us,MIDDLE,PUBLIC,PERRY COUNTY,35.60845,-87.84022
LINDEN PARK ELEMENTARY SCHOOL,IDAHO FALLS,ID,1305 9TH STREET,83404,https://www.d91.k12.id.us/11/home,ELEMENTARY,PUBLIC,IDAHO FALLS DISTRICT,43.490086,-112.00806
LINDEN PARK NEIGHBORHOOD EARLY CHILDHOOD EDUCATION CENTER,COLUMBUS,OH,1400 MYRTLE AVE,43211,https://www.ccsoh.us/lindenparkecec,PREKINDERGARTEN,PUBLIC,COLUMBUS CITY SCHOOL DISTRICT,40.017784,-82.97296
LINDEN SDA SCHOOL,LAURELTON,NY,137-01 228TH ST,11413,https://www.lsdaschool.org/,ELEMENTARY,PRIVATE,,40.672943,-73.74408
LINDEN STEM ACADEMY (K-6),COLUMBUS,OH,2626 CLEVELAND AVE,43211,https://www.ccsoh.us/lindenstemacademy,ELEMENTARY,PUBLIC,COLUMBUS CITY SCHOOL DISTRICT,40.02171,-82.963715
LINDEN STREET SCHOOL,PLAINVILLE,CT,69 LINDEN ST.,06062,http://linden.plainvilleschools.org,ELEMENTARY,PUBLIC,SOMERSET COUNTY VOCATIONAL AND TECHNICAL SCHOOL DISTRICT,41.66932,-72.85826
LINDEN TREE ELEMENTARY SCHOOL,BRONX,NY,1560 PURDY ST,10462,https://www.lindentree567.com/,ELEMENTARY,PUBLIC,NEW YORK CITY GEOGRAPHIC DISTRICT #11,40.83854,-73.85335
LINDEN UNIFIED COMMUNITY DAY,LINDEN,CA,18527 EAST FRONT ST.,95236,https://www.lindenusd.com/,HIGH,PUBLIC,LINDEN UNIFIED,38.02136,-121.08893
LINDEN WALDORF SCHOOL,NASHVILLE,TN,3201 HILLSBORO PIKE,37215,https://www.lindenwaldorf.org/?utm_source=GMB&utm_medium=organic,ELEMENTARY,PRIVATE,,36.120075,-86.81007
LINDEN WEST ELEM.,GLADSTONE,MO,7333 N WYANDOTTE ST,64118,http://www.nkcschools.org/lwes/,ELEMENTARY,PUBLIC,NORTH KANSAS CITY 74,39.227367,-94.581154
LINDEN-KILDARE H S,LINDEN,TX,2913 FARM RD 125 S,75563,https://lkcisd.net,HIGH,PUBLIC,LINDEN-KILDARE CONSOLIDATED INDEPENDENT SCHOOL DISTRICT,32.978153,-94.313034
LINDEN-MCKINLEY STEM ACADEMY,COLUMBUS,OH,1320 DUXBERRY AVE,43211,https://www.ccsoh.us/lmsa,HIGH,PUBLIC,COLUMBUS CITY SCHOOL DISTRICT,40.00971,-82.97379
LINDENEAU ELEMENTARY SCHOOL,EDISON,NJ,50 BLOSSOM STREET,08817,https://lin.edison.k12.nj.us/,ELEMENTARY,PUBLIC,EDISON TOWNSHIP SCHOOL DISTRICT,40.504784,-74.4085
LINDENHURST MIDDLE SCHOOL,LINDENHURST,NY,350 S WELLWOOD AVE,11757,http://www.lindenhurstschools.org,MIDDLE,PUBLIC,LINDENHURST UNION FREE SCHOOL DISTRICT,40.683765,-73.36801
LINDENHURST SENIOR HIGH SCHOOL,LINDENHURST,NY,300 CHARLES ST,11757,http://www.lindenhurstschools.org,HIGH,PUBLIC,LINDENHURST UNION FREE SCHOOL DISTRICT,40.697594,-73.365395
LINDENWOLD HIGH SCHOOL,LINDENWOLD,NJ,801 EGG HARBOR ROAD,08021,https://hs.lindenwold.k12.nj.us/,HIGH,PUBLIC,LINDENWOLD PUBLIC SCHOOL DISTRICT,39.820625,-74.97552
LINDENWOLD MIDDLE SCHOOL,LINDENWOLD,NJ,40 WHITE HORSE AVENUE,08021,https://ms.lindenwold.k12.nj.us/,MIDDLE,PUBLIC,LINDENWOLD PUBLIC SCHOOL DISTRICT,39.81464,-74.99158
LINDENWOLD PRESCHOOL BUILDING,LINDENWOLD,NJ,100 SOUTH AVENUE,08021,https://prek.lindenwold.k12.nj.us/,PREKINDERGARTEN,PUBLIC,LINDENWOLD PUBLIC SCHOOL DISTRICT,39.82161,-74.99453
LINDENWOLD SCHOOL FIVE,LINDENWOLD,NJ,550 CHEWS LANDING RD.,08021,https://s5.lindenwold.k12.nj.us/,ELEMENTARY,PUBLIC,LINDENWOLD PUBLIC SCHOOL DISTRICT,39.80957,-75.01538
LINDENWOLD SCHOOL FOUR,LINDENWOLD,NJ,900 GIBBSBORO RD.,08021,https://s4.lindenwold.k12.nj.us/,ELEMENTARY,PUBLIC,LINDENWOLD PUBLIC SCHOOL DISTRICT,39.823795,-74.97717
LINDENWOOD ELEMENTARY,NORFOLK,VA,2700 LUDLOW ST,23504,http://schools.nps.k12.va.us/lwes/,ELEMENTARY,PUBLIC,NORFOLK CITY PUBLIC SCHOOLS,36.86912,-76.270096
LINDENWOOD UNIVERSITY,SAINT CHARLES,MO,209 S KINGSHIGHWAY,63301,www.lindenwood.edu,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",,,38.786694,-90.50167
LINDER EL,AUSTIN,TX,2801 METCALFE RD,78741,https://www.austinisd.org/schools/linder,ELEMENTARY,PUBLIC,AUSTIN INDEPENDENT SCHOOL DISTRICT,30.22434,-97.73771
LINDERMAN SCHOOL,POLSON,MT,312 4TH AVENUE EAST,59860,https://www.polson.k12.mt.us,ELEMENTARY,PUBLIC,POLSON ELEM,47.69205,-114.15818
LINDERO CANYON MIDDLE,AGOURA,CA,5844 N. LARBOARD LN.,91301,http://www.linderocanyonmiddleschool.net,MIDDLE,PUBLIC,LAKE ORION COMMUNITY SCHOOLS,34.15711,-118.785965
LINDGREN EARLY LEARNING CENTER,HAGER CITY,WI,N3470 US HIGHWAY 63,54014,https://www.ellsworth.k12.wi.us,,PUBLIC,ELLSWORTH COMMUNITY SCHOOL DISTRICT,44.66522,-92.51661
LINDHURST HIGH,OLIVEHURST,CA,4446 OLIVE DR.,95961,http://www.mjusd.com,HIGH,PUBLIC,MARYSVILLE JOINT UNIFIED,39.083202,-121.536156
LINDLEY 6TH GRADE ACADEMY,MABLETON,GA,1550 PEBBLEBROOK CIR SE,30126,http://www.cobbk12.org/lindley6/index.aspx,MIDDLE,PUBLIC,COBB COUNTY,33.81888,-84.510704
LINDLEY ACADEMY CS AT BIRNEY,PHILADELPHIA,PA,900 WEST LINDLEY AVENUE,19141,http://www.ap-schools.org/gendavidbbirneycharterschool_home.aspx,ELEMENTARY,PUBLIC,LINDLEY ACADEMY CS AT BIRNEY,40.029144,-75.13853
LINDLEY ELEMENTARY SCHOOL,FORT WAYNE,IN,2201 ARDMORE AVE,46802,https://www.gcsnc.com/domain/1373,ELEMENTARY,PUBLIC,FORT WAYNE COMMUNITY SCHOOLS,41.064808,-85.1893
