name,city,state,address,zip
HIGHLANDS ELEM,SHAWNEE MISSION,KS,6200 ROE,66205
HOOSIC VALLEY JUNIOR SENIOR HIGH SCHOOL,SCHAGHTICOKE,NY,RT 67,12154
INTERIOR ELEMENTARY - 09,INTERIOR,SD,301 A ST,57750
HORIZON HIGH (CONT),WESTWOOD,CA,HWY 36 &,96137
IONE HIGH,IONE,CA,MILL ST.,95640
IOWA ELEMENTARY,NAMPA,ID,626 IOWA,83686
HOWARD GARDNER COMMUNITY CHARTER,CHULA VISTA,CA,647 E ST,91910
HUBBARDSTON CENTER,HUBBARDSTON,MA,8 ELM ST,01452
IS 96 SETH LOW,BROOKLYN,NY,99 AVE P,11204
HUNT ELEMENTARY,NEWMAN,CA,907 R ST,95360
HUNTERS POINT NAVAL BASE ELEM,SAN FRANCISCO,CA,BLDG 512,94135
IVANNA EUDORA KEAN HIGH SCHOOL,SAINT THOMAS,VI,1 AND,00802
J C FRENCH EL,CUERO,TX,611 E PR,77954
HUTCHINSON MIDDLE SCHOOL 8,HUTCHINSON,KS,200 W 14,67501
JACQUES MEMORIAL ELEMENTARY SCHOOL,MILFORD,NH,9 ELM ST,03055
JAMES BOWIE FINE ARTS ACADEMY,MIDLAND,TX,805 ELK,79701
JAMES C. ISABELL SCHOOL,TELLER,AK,MAIN ST,99778
JAMES CONDON ELEMENTARY,SOUTH BOSTON,MA,200 D ST,02127
JEAN HARVIE PRIMARY,WALNUT GROVE,CA,BOX 145,95690
INDUSTRIAL EL EAST,VANDERBILT,TX,390 MAIN,77991
JEFFERSON ELEMENTARY,CLOVERDALE,CA,315 N ST,95425
JEFFERSON INTERMEDIATE SCHOOL,FAIRBURY,NE,924 K ST,68352
JUVENILE HALL,MARYSVILLE,CA,14TH ST.,95901
JUVENILE JUSTICE CTR.,CAMDENTON,MO,HWY 54,65020
JIM NED H S,TUSCOLA,TX,9TH AND,79562
JIM NED MIDDLE,TUSCOLA,TX,9TH AND,79562
KALTAG SCHOOL,KALTAG,AK,MAIN ST,99748
KANOPOLIS MIDDLE,KANOPOLIS,KS,210 IOWA,67454
JOHN DEWEY HIGH SCHOOL,BROOKLYN,NY,50 AVE X,11223
KENNEDY SCHOOL,VALENTINE,NE,16B SPUR,69201
JOHN T. HARTMAN ELEM.,KANSAS CITY,MO,8111 OAK,64114
KEYES ES,KEYES,OK,THIRD &,73947
KEYES HS,KEYES,OK,THIRD &,73947
KING (MARTIN LUTHER JR) ELEMENTARY,SAUSALITO,CA,EBB TIDE,94965
KING (MARTIN LUTHER) HIGH (CONTINUATION),DAVIS,CA,635 B ST,95616
JOPLIN HIGH,TRABUCO CANYON,CA,BOX 207,92678
KINGSTON ES,KINGSTON,OK,NE 4TH &,73439
JR-SR HIGH SCHOOL AT PALMYRA,PALMYRA,NE,425 F ST,68418
KNAPP ELEMENTARY,KNAPP,WI,110 S ST,54749
KONOCTI CONSERVATION CAMP,LOWER LAKE,CA,BOX 170,95457
LA FERMINA,LAS PIEDRAS,PR,CARR 189,00771
LAPORTE HIGH SCHOOL,LAPORTE,IN,602 F ST,46350
LA LUZ ELEMENTARY,LA LUZ,NM,99 ALAMO,88337
"LAULI'I ELEMENTARY SCHOOL",PAGO PAGO,AS,BOX DOE,96799
LADD ELEMENTARY,FAIRBANKS,AK,601 F ST,99701
LAFAYETTE COLLEGE,EASTON,PA,HIGH ST,18042
LAGUNA-ACOMA HIGH,CASA BLANCA,NM,HWY 66,87007
LAGUNA-ACOMA MIDDLE,CASA BLANCE,NM,HWY 66,87007
LAZARO LARRY GARCIA,MORA,NM,HWY 518,87732
"LE'ATELE ELEMENTARY SCHOOL",PAGO PAGO,AS,BOX DOE,96799
LAKE NORMAN CHRISTIAN SCHOOL,DAVIDSON,NC,251 S ST,28036
LEE AVENUE SCHOOL,HICKSVILLE,NY,1 7TH ST,11801
LEE MIDDLE,WOODLAND,CA,520 W ST,95695
LELAND STANFORD JUNIOR HIGH,SACRAMENTO,CA,810 V ST,95818
LEONE HIGH SCHOOL,PAGO PAGO,AS,BOX DOE,96799
LEONE MIDKIFF ELEMENTARY SCHOOL,PAGO PAGO,AS,BOX DOE,96799
LOOKING GLASS CENTER POINT SCHOOL,EUGENE,OR,3780,97402
LIBERAL ELEM.,LIBERAL,MO,401 YALE,64762
LOS ROBLES HIGH,SANTA BARBARA,CA,STAR RT.,93105
LUCE ROAD ELEMENTARY SCHOOL,ALMA,MI,ALMA,48801
LULING H S,LULING,TX,E 78648,78648
LINCOLN ADULT,LINCOLN,CA,870 J ST,95648
LUPELELE ELEMENTARY SCHOOL,PAGO PAGO,AS,BOX DOE,96799
LINCOLN ELEM,HAYS,KS,1906 ASH,67601
LINCOLN ELEM,WELLINGTON,KS,104 S F,67152
LINCOLN ELEMENTARY,ANOKA,MN,540 S ST,55303
LINCOLN ELEMENTARY,HOQUIAM,WA,700 WOOD,98550
LINCOLN HIGH,LINCOLN,CA,790 J ST,95648
MABTON JR. SR. HIGH,MABTON,WA,500 B ST,98935
MACCORMICK SECURE CENTER,BROOKTONDALE,NY,300 S RD,14817
MACHANANAO ELEMENTARY SCHOOL,YIGO,GU,ROUTE 9,96929
MADISON HIGH SCHOOL,MADISON,OH,MADISON,44057
MAGELSSEN ELEMENTARY,FOSSTON,MN,FOSSTON,56542
LITTLE RUN SCHOOL,CONEWANGO VALLEY,NY,YOUNG RD,14726
MANDAREE ELEMENTARY SCHOOL,MANDAREE,ND,MANDAREE,58757
LIVING WORD ACADEMY-SOUTHWEST INDIAN SCHOOL,SELLS,AZ,HWY 86,85634
LIVINGSTON MIDDLE,LIVINGSTON,CA,101 F ST,95334
LIVINGSTON STEPPING STONES PRESCHOOL,LIVINGSTON,CA,922 B ST,95334
MANITOU PARK,TACOMA,WA,TACOMA,98409
"MANU'A HIGH SCHOOL",PAGO PAGO,AS,BOX DOE,96799
MANULELE ELEMENTARY SCHOOL,PAGO PAGO,AS,BOX DOE,96799
LOG CABIN RANCH SCHOOL,LA HONDA,CA,LA HONDA,94020
MAPLE COUNTRY SCHOOL,CHARLOTTE,MI,1707,48813
LOMETA SCHOOL,LOMETA,TX,8TH AND,76853
MARANATHA ACADEMY,SUPERIOR,WI,8301,54880
MARDAN SCHOOL,IRVINE,CA,1 OSBORN,92604
MARDAN SCHOOL OF EDUCATIONAL THERAPY,IRVINE,CA,1 OSBORN,92604
MARIPOSA COUNTY INDEPENDENT LE,MARIPOSA,CA,PO BOX 8,95338
MASCOUTAH HIGH SCHOOL,MASCOUTAH,IL,CUSD #19,62258
MASEFAU ELEMENTARY SCHOOL,PAGO PAGO,AS,BOX DOE,96799
MARNIE SIMONS ELEMENTARY SCHOOL,HAMBURG,IA,309 S ST,51640
MATAFAO ELEMENTARY SCHOOL,PAGO PAGO,AS,BOX DOE,96799
MATATULA ELEMENTARY SCHOOL,PAGO PAGO,AS,BOX DOE,96799
MARSHFIELD SENIOR HIGH SCHOOL,COOS BAY,OR,10TH &,97420
MATTHEW ARTHUR ELEMENTARY SCHOOL,KATHLEEN,GA,2828,31047
MARTINEZ ADULT HIGH,MARTINEZ,CA,600 F ST,94553
MARTINEZ ADULT SCHOOL CENTER,MARTINEZ,CA,600 F ST,94553
MARTINEZ HIGH (CONTINUATION),MARTINEZ,CA,600 F ST,94553
MARTINSBURG NORTH MIDDLE SCHOOL,MARTINSBURG,WV,250 E RD,25404
MAXWELL MIDDLE,MAXWELL,CA,146 N ST,95955
MARY BEERMANN ELEM.,LINCOLN,CA,291 F ST,95648
MARY J TANNER PRIMARY SCHOOL,MIDDLE GRANVILLE,NY,RT 22,12849
MCANALLY INT,ALEDO,TX,151 FM 5,76008
MCCAULEY SCHOOL,FRYBURG,PA,GOWDY RD,16326
MITCHELL HIGH SCHOOL,MITCHELL,IN,MITCHELL,47446
MODESTO HIGH,MODESTO,CA,18 H ST,95351
MCKINLEY ELEMENTARY SCHOOL,POLAND,OH,7 ELM ST,44514
MONTEREY HIGH SCHOOL,MONTEREY,LA,LA-129,71354
MONTESSORI BOREALIS PUBLIC ALTERNATIVE SCHOOL,JUNEAU,AK,JUNEAU,99801
MEADOW VIEW SCHOOL,JAMESPORT,MO,340TH ST,64648
MEADOW VIEW SCHOOL,ULYSSES,PA,ULYSSES,16948
MONTEZUMA CREEK SCHOOL,MONTEZUMA CREEK,UT,UT-162,84534
MONTICELLO ACADEMY,WEST VALLEY CITY,UT,2782 S,84120
MEALY AMISH SCHOOL,VENUS,PA,KAPP LN,16364
MORRISON ES,MORRISON,OK,1225 W,73061
MERCEY SPRINGS ELEMENTARY,LOS BANOS,CA,SOUTH,93635
MERRICK AVENUE MIDDLE SCHOOL,MERRICK,NY,MERRICK,11566
MESA ELEMENTARY,SHIPROCK,NM,US-491,87420
MOUNTAIN VIEW-GOTEBO ES,MOUNTAIN VIEW,OK,OK-115,73062
MOUNTAIN VIEW-GOTEBO HS,MOUNTAIN VIEW,OK,OK-115,73062
MT DESERT ELEMENTARY SCHOOL,NORTHEAST HARBOR,ME,8 JOY RD,04662
MEXICO ELEMENTARY SCHOOL,MEXICO,NY,MEXICO,13114
MT. ALAVA ELEMENTARY SCHOOL,PAGO PAGO,AS,BOX DOE,96799
MT. JUDEA K-12 SCHOOL,MT. JUDEA,AR,HWY 123,72655
MT. VERNON INTERMEDIATE,MT VERNON,MO,260 W,65712
MUDDY LANE SCHOOL,NEWCOMERSTOWN,OH,SR 258,43832
MIDDLETOWN HIGH,MIDDLETOWN,MD,7913,21769
MIDTOWN SCHOOL,DAVIS,CA,635 B ST,95616
MIDWAY ELEMENTARY,FELLOWS,CA,259 F ST,93224
MYRON D. WITTER ELEMENTARY,BRAWLEY,CA,150 K ST,92227
MIJTED - MOUNTAIN INSTITUTE CENTRAL CAMPUS,PRESCOTT,AZ,9114,86301
MILAN VILLAGE ELEMENTARY SCHOOL,MILAN,NH,MILAN,03588
MILFORD HIGH,MILFORD,UT,62 300 W,84751
NASELLE ELEMENTARY,NASELLE,WA,793 SR 4,98638
NASELLE JR SR HIGH SCHOOLS,NASELLE,WA,793 WA-4,98638
NASHOBA PUBLIC SCHOOL,NASHOBA,OK,OK-144,74558
MILLCREEK AMISH,LOWVILLE,NY,RICE RD,13367
MILNES ELEMENTARY,MODESTO,CA,MODESTO,95357
MILTON EL,LAREDO,TX,2500 ASH,78043
MINERAL ALTERNATIVE EDUCATION,HAWTHORNE,NV,601 A ST,89415
MINERAL COUNTY HIGH SCHOOL,HAWTHORNE,NV,601 A ST,89415
NATIVITY BVM SCHOOL,BILOXI,MS,MAILING,39530
NCVPS,RALEIGH,NC,BUILDING,27606
"NEELY'S BEND: A LEAD PUBLIC SCHOOL",MADISON,TN,"NEELY'S",37115
NELIGH-OAKDALE HIGH SCHOOL,NELIGH,NE,600 J ST,68756
NENAHNEZAD COMMUNITY SCHOOL,FRUITLAND,NM,N 365,87416
NENANA CITY SCHOOL,NENANA,AK,NENANA,99760
OAK GROVE ELEMENTARY SCHOOL,CORBIN,KY,CORBIN,40701
NEW HAVEN ADULT SCHOOL AT DECOTO,UNION CITY,CA,600 G ST,94587
NEW HIGH SCHOOL - HERRIMAN,HERRIMAN,UT,11917 S,84096
NEW HOPE ELEMENTARY,THORNTON,CA,THORNTON,95686
OAKHURST UNION ELEMENTARY,OAKHURST,CA,ROAD 427,93644
NEW YORK ELEM.,HAMILTON,MO,6061 NE,64644
NEWARK INDEPENDENT STUDY,NEWARK,CA,CEDAR,94560
NEWBERN ELEMENTARY SCHOOL,NEWBERN,TN,NEWBERN,38059
NEWCOMB ELEMENTARY,NEWCOMB,NM,US 491,87455
ODEM EL,ODEM,TX,1 OWL SQ,78370
ODEM INT,ODEM,TX,1 OWL SQ,78370
ODEM J H,ODEM,TX,1 OWL SQ,78370
ODYSSEY SCHOOL,OGDEN,UT,EAST,84401
NEWTON EL,NEWTON,TX,416 E ST,75966
OGALLALA HIGH SCHOOL,OGALLALA,NE,602 E G,69153
NHS SCHOOL,ELLSWORTH,PA,3 OAK ST,15331
OHATCHEE ELEMENTARY SCHOOL,OHATCHEE,AL,365 J ST,36271
NIZHONI ELEMENTARY,SHIPROCK,NM,HWY 491,87420
NOOR ACADEMY OF ARIZONA,TEMPE,AZ,W 85282,85282
OLOMOANA ELEMENTARY SCHOOL,PAGO PAGO,AS,BOX DOE,96799
OLOSEGA ELEMENTARY SCHOOL,PAGO PAGO,AS,BOX DOE,96799
OMNI HIGH SCHOOL,SAGINAW,MI,2307,48604
ONTEORA MIDDLE SCHOOL,BOICEVILLE,NY,5203,12412
OOLOGAH-TALALA LOWER ES,OOLOGAH,OK,OOLOGAH,74053
OPEN CLASSROOM,SALT LAKE CITY,UT,134 D ST,84103
NORTH COLUMBIA ELEMENTARY SCHOOL,APPLING,GA,APPLING,30802
OPERATION SER,SAN JOSE,CA,397 E CT,95116
ORIENT ELEM,ORIENT,WA,375 C ST,99160
OROVILLE ELEMENTARY,OROVILLE,WA,808 MAIN,98844
NORTH OLDHAM MIDDLE SCHOOL,GOSHEN,KY,HWY 1793,40026
NORTH PLAINS ELEMENTARY SCHOOL,MINOT AFB,ND,101 C ST,58704
NORTH POWDER CHARTER SCHOOL,NORTH POWDER,OR,333 G ST,97867
NORTHEAST OHIO MEDICAL UNIVERSITY,ROOTSTOWN,OH,4209 ST,44272
NORTHEASTERN ACADEMY,NEW YORK,NY,NEW YORK,10034
OUR REDEEMER LUTHERAN SCHOOL,STAPLEHURST,NE,425 S ST,68439
NORTHEASTERN UNIVERSITY - FINANCIAL DISTRICT CAMPUS,BOSTON,MA,BOSTON,2110
OUZINKIE SCHOOL,OUZINKIE,AK,MAIN ST,99644
NORTHLAND PREPARATORY ACADEMY,FLAGSTAFF,AZ,NPA,86004
NORTHMEAD ELEMENTARY,PATTERSON,CA,625 L ST,95363
OYSTER RIVER MIDDLE SCHOOL,DURHAM,NH,1 COE DR,3824
NORTHOME SECONDARY,NORTHOME,MN,NORTHOME,56661
OZARKA COLLEGE - MAMMOTH SPRING,MAMMOTH SPRING,AR,5TH AND,72554
P E P ALTER CO-OP,PEP,TX,HWY 303,79353
PADEN ES,PADEN,OK,10TH &,74860
PADEN HS,PADEN,OK,10TH,74860
NORTHWEST INDIAN COLLEGE - NEZ PERCE CAMPUS,LAPWAI,ID,302 A ST,83540
NORTHWESTERN CONNECTICUT COMMUNITY COLLEGE,WINSTED,CT,PARK PL,6098
PALCO JR. HIGH,PALCO,KS,502 ASH,67657
PALERMO CONSOLIDATED SCHOOL,PALERMO,ME,501 ME-3,4354
NORTON JR HIGH,NORTON,KS,NORTON,67654
NOTRE DAME PREPARATORY SCHOOL,FITCHBURG,MA,171 S ST,01420
NOVA HIGH,KERMAN,CA,KERMAN,93630
NOVATO CHARTER,NOVATO,CA,940 C ST,94949
NSU UNIVERSITY SCHOOL,DAVIE,FL,1400,33314
"NU'UULI VOCATIONAL TECHNICAL HIGH SCHOOL",PAGO PAGO,AS,BOX DOE,96799
PARK AVENUE SCHOOL,PORT CHESTER,NY,PARK AVE,10573
PARKVIEW ELEMENTARY,TAFT,CA,520 A ST,93268
PARKVIEW ES,STROUD,OK,STROUD,74079
PORTRERO JUNIOR HIGH,TRABUCO CANYON,CA,BOX 207,92678
POTTER VALLEY HIGH DEFUNCT,POTTER VALLEY,CA,MAIN ST.,95469
PATRICK HENRY MIDDLE SCHOOL,HAMLER,OH,CO RD 7,43524
PATRICKSBURG ELEMENTARY SCHOOL,PATRICKSBURG,IN,HWY 246,47455
PRAIRIE GROVE HIGH SCHOOL,PRAIRIE GROVE,AR,500 COLE,72753
PRAIRIE PHOENIX ACADEMY,SUN PRAIRIE,WI,160 S ST,53590
PAVAIAI ELEMENTARY SCHOOL,PAGO PAGO,AS,BOX DOE,96799
PAWNEE CITY ELEMENTARY SCH,PAWNEE CITY,NE,729 E ST,68420
PAWNEE CITY SECONDARY SCHOOL,PAWNEE CITY,NE,729 E ST,68420
PEARL CITY ELEMENTARY SCHOOL,PEARL CITY,IL,PO BOX 9,61062
PEARL CITY HIGH SCHOOL,PEARL CITY,IL,PO BOX 9,61062
PEARL HARBOR KAI ELEMENTARY SCHOOL,HONOLULU,HI,1 C AVE,96818
PRESTON HS,PRESTON,OK,PRESTON,74456
PECOS HIGH,PECOS,NM,NM-63,87552
PELHAM ELEMENTARY,PELHAM,TN,HWY 50,37366
PRINCETON ADULT SCHOOL,PRINCETON,CA,PO BOX 8,95970
PENQUIS VALLEY MIDDLE/HIGH SCHOOL,MILO,ME,MILO,4463
PROMISE ACADEMY,CLEVELAND,OH,1701 W,44114
PROSPECT PARK SCH,PROSPECT PARK,PA,10TH &,19076
PERKINS COUNTY JUNIOR- SENIOR HIGH SCHOOL,GRANT,NE,GRANT,69140
PERRIS ELEMENTARY,PERRIS,CA,500 A ST,92571
PERRIS ELEMENTARY SPECIAL EDUCATION,PERRIS,CA,500 A ST,92370
PESCADERO ELEMENTARY AND MIDDLE,PESCADERO,CA,620 N ST,94060
PETER COLEMAN ELEMENTARY SCHOOL,PAGO PAGO,AS,BOX DOE,96799
PHOENIX HIGH (CONTINUATION),LINCOLN,CA,870 J ST,95648
PILGRIM LUTHERAN SCHOOL,CHULA VISTA,CA,497 E ST,91910
PINE PARK ELEMENTARY SCHOOL,BRENTWOOD,NY,1 MUR PL,11717
PINE RIVER SCHOOL FOR YOUNG LEARNERS (PRSYL),MERRILL,WI,W4165,54452
QUEMADO ELEMENTARY,QUEMADO,NM,HWY 60,87829
QUEMADO HIGH,QUEMADO,NM,HWY 60,87829
RAILROAD SCHOOL,SUGAR GROVE,PA,NIOBE RD,16350
RALPH HARMON,RICHMOND,CA,RICHMOND,94806
PLAINVIEW ELEM.,AVA,MO,AVA,65608
PLAYMATES LEARNING CENTER,SANDOWN,NH,56 N RD,03873
RANCHO ELEMENTARY,RICHMOND,CA,RICHMOND,94803
RANDOLPH EL,RANDOLPH A F B,TX,BLDG 146,78148
PLEASANT VIEW SCHOOL,CAMPBELLSBURG,IN,250 NCR,47108
PLEASANT VIEW SCHOOL,TIPPECANOE,IN,19TH RD,46570
PLEASANTON ELEM,PLEASANTON,KS,1205 ASH,66075
PLEASANTON HIGH,PLEASANTON,KS,1001 ASH,66075
RAUL PERALES MIDDLE,LAREDO,TX,410 EG,78046
RAYBURN H S,IVANHOE,TX,9363 E,75447
RAYMOND MAYS MIDDLE,TROY,TX,TROY,76579
READFIELD ELEMENTARY SCHOOL,READFIELD,ME,84 S RD,4355
POMEROY ELEMENTARY SCHOOL,POMEROY,WA,10TH AND,99347
RED CREEK ELEMENTARY,CASPER,WY,15651,82604
REDDICK-COLLIER ELEMENTARY SCHOOL,REDDICK,FL,REDDICK,32686
REDEMPTORIST CATHOLIC SCHOOL,CROWLEY,LA,CROWLEY,70526
PORT LIONS SCHOOL,PORT LIONS,AK,MAIN ST,99550
REESE ROAD LEADERSHIP ACADEMY,COLUMBUS,GA,3100,31907
RESOURCE CENTER,BRAWLEY,CA,250 C ST,92227
RESOURCE CENTER FOR VH CHILDRE,MARYSVILLE,CA,715 C ST,95901
REICHLE SCHOOL,GLEN,MT,GLEN,59732
REMINGTON COLLEGE-LAFAYETTE CAMPUS,LAFAYETTE,LA,4021-A,70503
REYES MARIA RUIZ LEADERSHIP ACADEMY,PHOENIX,AZ,S 2ND ST,85040
RHINOS ACADEMY,IRVINE,CA,60 POST,92618
RICH PRESCHOOL,RANDOLPH,UT,BOX 67,84064
SACRED HEART CATHOLIC,PATTERSON,CA,505 M ST,95363
SACRED HEART CATHOLIC SCHOOL,PATTERSON,CA,505 M ST,95363
RICHLAND ELEMENTARY SCHOOL,RICHLAND,NE,595 RD 3,68601
RICHMOND HOSPITAL EP.,RICHMOND,VA,VMI BDLG,23298
RINGGOLD MIDDLE SCHOOL,RINGGOLD,GA,2024,30736
RINGGOLD MS,FINLEYVILLE,PA,ROUTE 88,15332
RINGGOLD SHS,MONONGAHELA,PA,1 RAM DR,15063
RIO GRANDE ELEMENTARY,HATCH,NM,E.,87937
RIO LINDA ELEMENTARY,RIO LINDA,CA,631 L ST,95673
SALISH PONDS ELEMENTARY SCHOOL,FAIRVIEW,OR,9642,97024
RISCO ELEM.,RISCO,MO,HWY 62,63874
RISON ELEMENTARY SCHOOL,RISON,AR,700 MAIN,71665
RITA A. MARQUEZ ELEMENTARY,ANTON CHICO,NM,MAIN ST,87711
RIVER DELTA EARLY EDUCATION PRESCHOOL,RIO VISTA,CA,500 ELM,94571
SAMOANA HIGH SCHOOL,PAGO PAGO,AS,BOX DOE,96799
SAMUEL E. HUBBARD ELEMENTARY SCHOOL,FORSYTH,GA,6908,31029
SAN ANTONIO ELEMENTARY,SAN ANTONIO,NM,2 4TH ST,87832
RIVERSIDE ELC,FORT DODGE,IA,733 F ST,50501
SAN MARCOS ELEMENTARY,SANTA BARBARA,CA,STAR RT.,93105
SAND GAP ELEMENTARY SCHOOL,SANDGAP,KY,SANDGAP,40481
ROBERT F HUNT EL,DIANA,TX,DIANA,75640
SANDY RIVER MIDDLE SCHOOL,AVONDALE,WV,ROUTE 80,24811
ROBESON COMMUNITY COLLEGE,LUMBERTON,NC,2158,28360
ROCK BRIDGE ELEM.,COLUMBIA,MO,5151 S,65203
SANTA ROSA MIDDLE,SANTA ROSA,CA,500 E ST,95404
SANTA TERESA HIGH,SANTA TERESA,NM,9703,88008
SANTEE ELEMENTARY SCHOOL,NIOBRARA,NE,NIOBRARA,68760
SANTEE HIGH SCHOOL,NIOBRARA,NE,NIOBRARA,68760
ROCKMART HIGH SCHOOL,ROCKMART,GA,ROCKMART,30153
ROCKY MOUNTAIN PUBLIC SCHOOL,STILWELL,OK,RR 1,74960
SAUK VALLEY COMMUNITY COLLEGE,DIXON,IL,173 IL-2,61021
RODOLFO RUDY SILVA JR EL,WESLACO,TX,WESLACO,78596
RODRIGUEZ EL,HOUSTON,TX,HOUSTON,77081
ROLLING HILLS ELEMENTARY,SAN DIEGO,CA,92128,92129
RONGEY MS,KIEFER,OK,KIEFER,74041
ROOSEVELT ACADEMY,LAKE WALES,FL,115 E ST,33853
ROOSEVELT ELEM,ARKANSAS CITY,KS,300 N B,67005
SCHOOL 29,PATERSON,NJ,PATERSON,07501
ROSCOE COLLEGIATE H S,ROSCOE,TX,700 ELM,79545
ROSCOE EL,ROSCOE,TX,800 ELM,79545
ROSEBUD PRI,ROSEBUD,TX,ROSEBUD,76570
SCOTT CITY HIGH,SCOTT CITY,KS,712 MAIN,67871
SCRANTON ELEMENTARY SCHOOL,SCRANTON,ND,1ST AND,58653
SCRANTON HIGH SCHOOL,SCRANTON,ND,1ST AND,58653
SEAFORD SENIOR HIGH SCHOOL,SEAFORD,DE,SEAFORD,19973
SEBA DALKAI BOARDING SCHOOL,WINSLOW,AZ,WINSLOW,86047
ROY HIGH,ROY,NM,ROY,87743
ROYALTON-HARTLAND ELEMENTARY SCHOOL,GASPORT,NY,GASPORT,14067
SENECA FAMILY OF AGENCIES - PATHFINDER ACADEMY,UNION CITY,CA,600 G ST,94587
RUNNING FOX ELEM.,ALEXANDRIA,MO,US-61,63430
RURAL ELEMENTARY SCHOOL #3,FAIRBANK,IA,130TH ST,50629
SEQUOIA DEAF/BLIND PROGRAM,HAYWARD,CA,685 A ST,94541
SERGEANT BLUFF-LUTON PRIMARY SCHOOL,SERGEANT BLUFF,IA,206 D ST,51054
RUTGERS UNIVERSITY-CAMDEN,CAMDEN,NJ,406 PENN,08102
RUTH REID ELEMENTARY,BRAWLEY,CA,261 D ST,92227
SEVERE ORALLY LANGUAGE HANDICA,MARYSVILLE,CA,715 C ST,95901
S Y SCHOOL,MILES CITY,MT,1 RD 664,59301
S.C. TUCKER ELEMENTARY SCHOOL,DANVILLE,AR,E 9TH ST,72833
S.L. MASON ELEMENTARY SCHOOL,VALDOSTA,GA,3736,31601
SHARON REGIONAL SCHOOL OF NURSING,SHARON,PA,SHARON,16146
SHILOH ELEMENTARY,MONROE,NC,7362,28110
SHIPROCK HIGH,SHIPROCK,NM,HWY 64,87420
SHIRLEEN ZACHARIAS EARLY CLGE LEADERSHIP ACADEMY,SOMERSET,TX,3RD ST,78069
SHOSHONE HIGH SCHOOL,SHOSHONE,ID,61 ID-24,83352
SHOSHONE MIDDLE SCHOOL,SHOSHONE,ID,61 ID-24,83352
SILIAGA ELEMENTARY SCHOOL,PAGO PAGO,AS,BOX DOE,96799
SIOUX COUNTY HIGH SCHOOL,HARRISON,NE,435 KATE,69346
ST BONIFACE SCHOOL,LAFAYETTE,IN,813 N ST,47901
SMITH COLLEGE,NORTHAMPTON,MA,ELM ST,01063
ST CATHERINE OF SIENA SCHOOL,MANCHESTER,NH,206 N ST,03104
SNOOK EL,SNOOK,TX,FM 2155,77878
SNOOK SECONDARY,SNOOK,TX,FM 2155,77878
ST COLUMBKILLE SCHOOL,DUBUQUE,IA,DUBUQUE,52003
SNYDER ES,SNYDER,OK,921 C ST,73566
ST ELIZABETH SETON SCHOOL,ROCHESTER,NH,RIVER ST,03867
SOLEX COLLEGE - DOWNTOWN LEARNING CENTER,CHICAGO,IL,CLOSED,60601
ST GERALD SCHOOL,OAK LAWN,IL,WORTH,60453
SONORAVILLE ELEMENTARY,CALHOUN,GA,4023,30701
SOROCO PRESCHOOL AT YAMPA,YAMPA,CO,YAMPA,80483
SOUTH BARBER PRE-K-6,KIOWA,KS,913 MAIN,67070
SOUTH BAY CHRISTIAN ACADEMY,CHULA VISTA,CA,395 D ST,91910
ST JOACHIM ELEMENTARY SCHOOL,CADET,MO,CADET,63630
ST JOSEPH ELEMENTARY SCHOOL,ATKINSON,NE,ATKINSON,68713
ST JOSEPH ELEMENTARY SCHOOL,ROUND LAKE,IL,118 N,60073
SOUTH LONDONDERRY ELEMENTARY SCHOOL,LONDONDERRY,NH,88 S RD,03053
ST JOSEPH MONTESSORI CHILDRENS CENTER,NAZARETH,KY,161 W DR,40048
SOUTH SAN FRANCISCO HIGH,SOUTH SAN FRANCISCO,CA,400 B ST,94080
SOUTH STREET SCHOOL,MANORVILLE,NY,130 S ST,11949
ST MARY CATHOLIC SCHOOL,MELROSE,MN,MELROSE,56352
"ST MARY'S SCHOOL",SHELBY,OH,26 W ST,44875
ST MARYS CATHEDRAL SCHOOL,AMARILLO,TX,1645,79102
SOUTHPORT CHRISTIAN SCHOOL,SOUTHPORT,NC,4457-A,28461
ST NICHOLAS CATHOLIC SCHOOL,RUPERT,ID,806 F ST,83350
SOUTHSIDE VA TRAINING CTR,PETERSBURG,VA,BLDG 120,23803
SOUTHVIEW ELEMENTARY,CHIPPEWA FALLS,WI,615 A ST,54729
SOUTHWEST ELEMENTARY-INDIANOLA,INDIANOLA,NE,719 E ST,69034
"ST PAUL'S LUTHERAN SCHOOL",PRIOR LAKE,MN,SCHOOL,55372
ST THERESA OF CALCETTA,MC SHERRYSTOWN,PA,316 N ST,17344
ST THERESE CARMELITE SCHOOL,ALHAMBRA,CA,ALHAMBRA,91801
SPRING HILL CONTINUATION,MARIPOSA,CA,PO BOX 8,95338
SPRING HILL HIGH,MARIPOSA,CA,PO BOX 8,95338
"SPRING MOUNTAIN CHILDREN'S FAR",POTTER VALLEY,CA,EAST RD.,95469
SPRINGBRIDGE INTERNATIONAL SCHOOL,SAN JOSE,CA,GRADES 1,95125
SPRINGER CORRECTIONAL FACILITY,SPRINGER,NM,NM-201,87747
STEDY- CENTRAL CAMPUS,YUMA,AZ,1,85365
STALKER ELEMENTARY SCHOOL,BEDFORD,IN,420 W ST,47421
STERLING ELEMENTARY,STERLING,AK,STERLING,99672
STEVENSON ACCELERATED SCHOOL,DECATUR,IL,DECATUR,62526
STAPLES-MOTLEY ELEMENTARY,STAPLES,MN,4TH ST N,56479
STINSON BEACH ELEMENTARY,STINSON BEACH,CA,HWY. 1,94970
