ccn,name,state,city,homepage,cdm_indirect_url,cdm_url
261318,SALEM MEMORIAL DISTRICT HOSPITAL,MO,SALEM,https://www.smdh.net/,,
26017E,SHRINERS HOSP FOR CRIPPLED CHILDREN,MO,SAINT LOUIS,,,
261336,IRON COUNTY MEDICAL CENTER,MO,PILOT KNOB,https://icmedcenter.org/,https://shop.icmedcenter.org/,
260209,NOBLE HEALTH CALLAWAY COMMUNITY HOSPITAL,MO,FULTON,https://www.facebook.com/,,
260210,SOUTH CITY HOSPITAL,MO,SAINT LOUIS,https://www.southcityhospitalstl.com/,https://www.southcityhospitalstl.com/price-transparency/,
261993,PEACE HAVEN ASSOCIATION,MO,SAINT LOUIS,https://www.peacehavenassociation.org/,,
260232,ST LOUIS SPINE AND OTHOPEDIC SURGERY CENTER,MO,TOWN AND COUNTRY,https://stlspine-ortho.com/,,
262015,"LANDMARK HOSPITAL OF CAPE GIRARDEAU, LLC",MO,CAPE GIRARDEAU,https://www.landmarkhospitals.com/,https://www.landmarkhospitals.com/pricing-transparency/,
262020,"LANDMARK HOSPITAL OF COLUMBIA, LLC",MO,COLUMBIA,https://www.landmarkhospitals.com/,https://www.landmarkhospitals.com/pricing-transparency/,
263030,ST LUKE'S REHABILITATION HOSPITAL,MO,CHESTERFIELD,https://pamhealth.com/,,
263033,"LANDMARK REHABILITATION HOSPITAL OF COLUMBIA, LLC",MO,COLUMBIA,https://www.landmarkhospitals.com/,https://www.landmarkhospitals.com/pricing-transparency/,
264004,FULTON STATE HOSPITAL,MO,FULTON,https://dmh.mo.gov/fulton-state-hospital,,
264005,SOUTHEAST MISSOURI MENTAL HLTH CTR,MO,FARMINGTON,https://dmh.mo.gov/smmhc,,
264007,NORTHWEST MISSOURI PSYCHIATRIC REHAB CTR,MO,SAINT JOSEPH,https://dmh.mo.gov/nmprc,,
264008,CENTER FOR BEHAVIORAL MEDICINE,MO,KANSAS CITY,https://dmh.mo.gov/center-for-behavioral-medicine,,
264010,ST LOUIS FORENSIC TREATMENT CENTER,MO,SAINT LOUIS,https://dmh.mo.gov/behavioral-health/treatment-services,,
264012,CENTERPOINTE HOSPITAL,MO,SAINT CHARLES,https://www.centerpointehospital.com/,https://www.centerpointehospital.com/admissions/payment-insurance/rates-pricing/,
264025,METROPOLITAN ST LOUIS PSYCHIATRIC CTR,MO,SAINT LOUIS,https://dmh.mo.gov/mpc/,,
264028,HAWTHORN CHILDREN'S PSYCHIATRIC HOSPITAL,MO,SAINT LOUIS,https://www.umsl.edu/slpic/Major%20Rotation%20Sites/Hawthorn%20Childrens%20Psychiatri%20Hosp.html,,
264031,OSAGE BEACH CENTER FOR BEHAVIORAL HEALTH,MO,OSAGE BEACH,https://osagebeachccd.com/,,
27002F,US AIR FORCE HOSP,MT,GREAT FALLS,https://www.malmstrom.af.mil/,,
27003F,VA HOSP,MT,FORT HARRISON,https://www.va.gov/montana-health-care/,,
27004F,VA HOSP,MT,MILES CITY,https://www.va.gov/montana-health-care/,,
270074,P H S INDIAN HOSPITAL AT BROWNING - BLACKFEET,MT,BROWNING,https://www.ihs.gov/billings/healthcarefacilities/blackfeet/,,
270087,THE HEALTHCENTER,MT,KALISPELL,https://healthcenter.mt.gov/,,
270091,YELLOWSTONE SURGERY CENTER LLC,MT,BILLINGS,https://yellowstonesurgerycenter.com/,,
270092,YELLOWSTONE SURGERY CENTER WEST,MT,BILLINGS,https://yellowstonesurgerycenter.com/,,
270093,MISSOULA BONE & JOINT SURGERY CENTER LLC,MT,MISSOULA,https://www.missoulaboneandjoint.com/,,
271301,FALLON MEDICAL COMPLEX HOSPITAL,MT,BAKER,https://www.fallonmedical.org/,https://www.fallonmedical.org/,
271305,MCCONE COUNTY HEALTH CENTER,MT,CIRCLE,https://mcconehealth.org/,,
271310,GARFIELD COUNTY HEALTH CENTER,MT,JORDAN,https://mtha.org/,https://mtha.org/key-issues/affordability/price-quality-transparency-resources/,
271311,BIG SANDY MEDICAL CENTER,MT,BIG SANDY,https://www.bsmc.org/,,
271315,P H S INDIAN HOSPITAL-FT BELKNAP AT HARLEM - CAH,MT,HARLEM,https://www.ihs.gov/billings/index.cfm/healthcarefacilities/ftbelknap/,,
271336,LOGAN HEALTH - WHITEFISH,MT,WHITEFISH,https://www.logan.org/,,
271339,P H S INDIAN HOSPITAL CROW / NORTHERN CHEYENNE,MT,CROW AGENCY,https://www.ihs.gov/billings/healthcarefacilities/crow/,,
271345,CENTRAL MONTANA MEDICAL CENTER,MT,LEWISTOWN,https://www.cmmc.health/,,
274086,MONTANA STATE HOSPITAL,MT,WARM SPRINGS,https://dphhs.mt.gov/amdd/msh/,,
28005F,US AIR FORCE HOSP,NE,OMAHA,https://www.offutt.af.mil/,,
28006F,VA HOSPITAL,NE,OMAHA,https://www.va.gov/nebraska-western-iowa-health-care/,,
280127,LINCOLN SURGICAL HOSPITAL,NE,LINCOLN,https://lincolnsurgery.com/,https://lincolnsurgery.com/financial/billing-policies/,
280138,HEARTLAND SURGERY CENTER,NE,KEARNEY,https://heartlandsurgery.com/,,
280139,GRAND ISLAND REGIONAL MEDICAL CENTER,NE,GRAND ISLAND,https://www.bryanhealth.com/,,
280140,ADVANCED MEDICAL IMAGING SURGERY CENTER,NE,LINCOLN,https://amimaging.com/surgery-center/,,
281302,PAWNEE COUNTY MEMORIAL HOSPITAL,NE,PAWNEE CITY,https://pawneehospital.socs.net/,https://pawneehospital.socs.net/vnews/display.v/SEC/Financial%252520Services%25257CMachine%252520Readable%252520File,
281308,HENDERSON HEALTH CARE SERVICES,NE,HENDERSON,https://hendersonhealthcare.org/,,
281309,SYRACUSE AREA HEALTH,NE,SYRACUSE,https://www.syracuseareahealth.com/,,
281327,COZAD COMMUNITY HOSPITAL,NE,COZAD,https://cozadhealthcare.com/Services/Cozad-Community-Hospital,,
281330,WARREN MEMORIAL HOSPITAL,NE,FRIEND,,,
281349,PENDER COMMUNITY HOSPITAL,NE,PENDER,https://www.pchne.org/,,
281364,"BEATRICE COMMUNITY HOSPITAL & HEALTH CENTER, INC",NE,BEATRICE,https://beatricecommunityhospital.com/,https://beatricecommunityhospital.com/pricing,
282002,SELECT SPECIALTY HOSPITAL - LINCOLN,NE,LINCOLN,,,
284003,LINCOLN REGIONAL CENTER,NE,LINCOLN,https://dhhs.ne.gov/Pages/Regional-Centers.aspx,,
284009,DOUGLAS COUNTY COMMUNITY MENTAL HEALTH CENTER,NE,OMAHA,https://dchc.douglascounty-ne.gov/,,
29001F,NELLIS AIR FORCE HOSPITAL,NV,LAS VEGAS,https://nellis.tricare.mil/Health-Services,,
29002F,VA HOSP,NV,RENO,https://www.va.gov/sierra-nevada-health-care/,,
29003F,PUBLIC HEALTH SERV INDIAN HOSP,NV,OWYHEE,https://www.ihs.gov/,,
290042,HARMON HOSPITAL,NV,LAS VEGAS,https://www.fundltc.com/,,
29004F,VA SOUTHERN NEVADA HEALTHCARE SYSTEM,NV,LAS VEGAS,https://www.va.gov/southern-nevada-health-care/locations/north-las-vegas-va-medical-center/,,
290059,VALLEY VIEW SURGERY CENTER,NV,LAS VEGAS,https://valleyviewsurgerycenterlv.com/,,
291302,WILLIAM BEE RIRIE HOSPITAL,NV,ELY,https://www.wbrhely.org/,,
294000,DINI-TOWNSEND HOSPITAL AT NNMH,NV,SPARKS,,,
294002,SOUTHERN NEVADA ADULT MENTAL HEALTH SERVICES,NV,LAS VEGAS,,,
294003,BHC WEST HILLS HOSPITAL,NV,RENO,https://westhillshospital.net/,,
294009,MONTEVISTA HOSPITAL,NV,LAS VEGAS,,,
294016,DESERT WINDS HOSPITAL,NV,LAS VEGAS,https://desertwindshospital.com/,https://desertwindshospital.com/standard-pricing-download/,
30001F,VA HOSP,NH,MANCHESTER,https://www.va.gov/manchester-health-care/,,
30002F,US NAVAL HOSP,NH,PORTSMOUTH,,,
30005E,MOORE GEN HOSP,NH,GOFFSTOWN,,,
304000,NEW HAMPSHIRE HOSP-PSYCH UNIT,NH,CONCORD,https://www.dhhs.nh.gov/about-dhhs/locations-facilities/new-hampshire-hospital,,
304001,HAMPSTEAD HOSPITAL,NH,HAMPSTEAD,https://www.dhhs.nh.gov/about-dhhs/locations-facilities/hampstead-hospital,,
31001F,VA HOSP,NJ,EAST ORANGE,https://www.va.gov/new-jersey-health-care/locations/east-orange-va-medical-center/,,
31003F,US ARMY HOSP,NJ,FORT MONMOUTH,,,
31004F,VA HOSP,NJ,LYONS,https://www.va.gov/new-jersey-health-care/,,
312017,SPECIALTY HOSPITAL OF CENTRAL JERSEY,NJ,LAKEWOOD,https://specialtyhospitalcj.com/,https://specialtyhospitalcj.com/ufaq/pricing-transparency/,
05007F,US AIR FORCE HOSP,CA,MARYSVILLE,,,
05009F,US AIR FORCE HOSP,CA,EDWARDS,,,
050104,SAINT FRANCIS MEDICAL CENTER,CA,LYNWOOD,https://stfrancismedicalcenter.com/,https://stfrancismedicalcenter.com/financial-assistance/,
314005,ANCORA PSYCH HOSP,NJ,HAMMONTON,https://www.nj.gov/health/integratedhealth/hospitals/ancora/,,
05010F,US AIR FORCE HOSP,CA,VICTORVILLE,,,
314013,TRENTON PSYCHIATRIC HOSP,NJ,TRENTON,https://www.nj.gov/health/integratedhealth/hospitals/trenton/,,
050112,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,CA,SANTA MONICA,https://www.uclahealth.org/,,
100315,VIERA HOSPITAL,FL,MELBOURNE,https://hf.org/,,
100316,PALM BAY HOSPITAL,FL,PALM BAY,https://hf.org/,,
05011F,US AIR FORCE HOSP,CA,NOVATO,,,
10039E,HOPE HAVEN CHILDRENS HOSP,FL,JACKSONVILLE,https://www.hope-haven.org/,,
05012F,US AIR FORCE HOSP,CA,RIVERSIDE,,,
10043E,FLORIDA ALCOHOLIC REHAB CENTER,FL,AVON PARK,,,
10056E,VARIETY CHILDRENS HOSP,FL,MIAMI,https://varietyflorida.org/,,
10057F,NORTH FL/SOUTH GA VETERANS HEALTH SYSTEM,FL,GAINESVILLE,https://www.va.gov/north-florida-health-care/,,
10063F,JAMES A HALEY VA HOSPITAL,FL,TAMPA,https://www.va.gov/tampa-health-care/,,
10064F,MIAMI VA MEDICAL CENTER,FL,MIAMI,https://www.va.gov/miami-health-care/,,
10065F,WEST PALM BEACH VA MEDICAL CENTER,FL,WEST PALM BEACH,https://www.va.gov/west-palm-beach-health-care/,,
10099F,ORLANDO VA MEDICAL CENTER,FL,ORLANDO,https://www.va.gov/orlando-health-care/,,
05013F,US AIR FORCE HOSP,CA,MATHER,https://www.va.gov/northern-california-health-care/,,
14005F,VA HOSP,IL,DOWNEY,,,
140065,ADVENTHEALTH LA GRANGE,IL,LA GRANGE,https://www.amitahealth.org/,https://www.amitahealth.org/pay-your-bill/price-estimates,
14006F,US NAVAL HOSP,IL,GREAT LAKES,,,
14007F,EDWARD HINES JR VA HOSPITAL,IL,HINES,https://www.va.gov/hines-health-care/,,
14008F,MARION VA MEDICAL CENTER,IL,MARION,https://www.va.gov/marion-health-care/,,
14009F,US AIR FORCE HOSP,IL,RANTOUL,https://scott.tricare.mil/,,
101993,"DAYSTAR, INC",FL,FORT LAUDERDALE,https://daystarfl.org/,,
102012,PAM HEALTH SPECIALTY HOSPITAL OF JACKSONVILLE,FL,JACKSONVILLE,https://pamhealth.com/,,
14011F,US AIR FORCE HOSP,IL,BELLEVILLE,https://scott.tricare.mil/,,
140125,GATEWAY REGIONAL MEDICAL CENTER,IL,GRANITE CITY,https://www.gatewayregional.net/,https://gatewayregional.net/pricing-transparency/,
14012E,WARREN G MURRAY CHILDRENS CENTER,IL,CENTRALIA,,,
140158,INSIGHT HOSPITAL AND MEDICAL CENTER CHICAGO,IL,CHICAGO,https://insightchicago.com/,,
14015E,KANE CO SPRINGBROOK SANATORIUM,IL,AURORA,,,
140185,MEMORIAL HOSPITAL,IL,BELLEVILLE,https://memhosp.org/,,
14019E,HALCO SANATORIUM,IL,CHICAGO,,,
14020E,ILLINOIS STATE PEDIATRIC INSTITUTE,IL,CHICAGO,,,
14021E,MUNICIPAL CONTAGIOUS DISEASE HOSP,IL,CHICAGO,,,
14024E,MADISON CO TUBERCULOSIS SANATORIUM,IL,EDWARDSVILLE,,,
14025E,LIVINGSTON CO SANATORIUM,IL,PONTIAC,,,
14026E,ROCKFORD MUN TUBERCULOSIS SANATORIUM,IL,ROCKFORD,,,
14027E,OUTLOOK CAMPAIGN CO TB SANATORIUM,IL,URBANA,,,
14028E,MOOSEHEART HOSP,IL,MOOSEHEART,https://www.mooseheart.org/,,
14030E,OAK KNOLL SANATORIUM,IL,MACKINAW,,,
14032E,SUNNY HILL SANATORIUM,IL,JOLIET,,,
14033E,OAKLAWN MORGAN CO TB SANATORIUM,IL,JACKSONVILLE,https://asylumprojects.org/index.php/Main_Page,,
14034F,NORTH CHICAGO VETERANS ADMINISTRATION HOSPITAL,IL,NORTH CHICAGO,https://www.lovell.fhcc.va.gov/,,
161339,WAVERLY HEALTH CENTER,IA,WAVERLY,https://waverlyhealthcenter.org/,,
104000,FLORIDA STATE HOSPITAL UNIT 14 PSYCH,FL,CHATTAHOOCHEE,https://www.healthcare4ppl.com/,,
104001,SOUTH FLORIDA STATE HOSPITAL,FL,PEMBROKE PINES,https://wellpathcare.com/,,
104008,"THE JEROME GOLDEN CENTER FOR BEHAVIORAL HEALTH, IN",FL,WEST PALM BEACH,,,
161344,WASHINGTON COUNTY HOSPITAL AND CLINICS,IA,WASHINGTON,https://clients.fasthealth.com/,,
161347,FLOYD COUNTY MEDICAL CENTER,IA,CHARLES CITY,https://www.fcmc.us.com/,,
104027,WEST FLORIDA COMMUNITY CARE CENTER,FL,MILTON,,,
104040,CENTERSTONE OF FLORIDA,FL,BRADENTON,https://centerstone.org/,,
104049,SOUTHERN WINDS,FL,HIALEAH,https://southernwindshospital.com/,,
104057,SPRINGBROOK HOSPITAL,FL,BROOKSVILLE,https://www.springbrookhospital.org/,,
104059,EASTSIDE PSYCHIATRIC HOSPITAL,FL,TALLAHASSEE,https://apalacheecenter.org/,,
104063,"WILLOUGH AT NAPLES, THE",FL,NAPLES,https://www.thewilloughatnaples.com/,,
104070,PORT ST LUCIE HOSPITAL,FL,PORT SAINT LUCIE,https://www.portstluciehospitalinc.com/,,
161363,MONTGOMERY COUNTY MEMORIAL HOSPITAL,IA,RED OAK,https://clients.fasthealth.com/,,
104081,BLACKBERRY CENTER,FL,SAINT CLOUD,https://www.theblackberrycenter.com/,https://www.theblackberrycenter.com/financial-resources/general-pricing-information/,
109808,JOHNS HOPKINS ALL CHILDREN'S HOSPITAL,FL,SAINT PETERSBURG,https://www.hopkinsallchildrens.org/,,
141990,HILL TOP CENTER,IL,LAKE BLUFF,https://www.cslfallbrook.org/,,
164002,MENTAL HEALTH INSTITUTE,IA,CHEROKEE,https://dhs.iowa.gov/mhds/mental-health/in-patient/mental-health-institutes/cherokee,,
164003,MENTAL HEALTH INSTITUTE,IA,INDEPENDENCE,https://dhs.iowa.gov/mhds/mental-health/in-patient/mental-health-institutes/independence,,
143026,SHIRLEY RYAN ABILITYLAB,IL,CHICAGO,https://www.sralab.org/,https://www.sralab.org/contact/billing,
164007,CLIVE BEHAVIORAL HEALTH,IA,CLIVE,https://clivebehavioral.com/,,
314016,GREYSTONE PARK PSYCH HOSP,NJ,GREYSTONE PARK,https://www.nj.gov/health/integratedhealth/hospitals/greystone/,,
314019,RAMAPO RIDGE BEHAVIORAL HEALTH HOSPITAL,NJ,WYCKOFF,https://www.christianhealthnj.org/,,
314020,ESSEX COUNTY HOSPITAL CENTER,NJ,CEDAR GROVE,https://essexcountynj.org/department-of-health-and-rehabilitation/,,
314024,HUDSON COUNTY MEADOWVIEW PSYCHIATRIC H,NJ,SECAUCUS,,,
314027,CORNERSTONE BEHAVIORAL HEALTH HOSPITAL OF UNION CO,NJ,BERKELEY HEIGHTS,https://runnellscenter.com/,,
17001F,MUNSON ARMY HOSP,KS,FORT LEAVENWORTH,https://munson.tricare.mil/,,
17002F,US ARMY HOSP,KS,FORT RILEY,https://irwin.tricare.mil/,,
110040,NORTHRIDGE MEDICAL CENTER,GA,COMMERCE,http://www.northridgemc.com/,,
144010,CHICAGO-READ MENTAL HEALTH CENTER,IL,CHICAGO,,,
17003F,US PENITENTIARY HOSP,KS,LEAVENWORTH,,,
144016,ALTON MENTAL HEALTH CENTER,IL,ALTON,https://www.dhs.state.il.us/,,
144021,ANDREW MCFARLAND MENTAL HLTH CTR,IL,SPRINGFIELD,https://www.dhs.state.il.us/,,
144028,JOHN J MADDEN MENTAL HEALTH CENTER,IL,HINES,https://www.dhs.state.il.us/,,
17005F,VA HOSP,KS,TOPEKA,https://www.va.gov/eastern-kansas-health-care/locations/colmery-oneil-veterans-administration-medical-center/,,
320016,GILA REGIONAL MEDICAL CENTER,NM,SILVER CITY,https://www.grmc.org/,,
170068,SOUTHWEST MEDICAL CENTER,KS,LIBERAL,http://www.swmedcenter.com/,http://www.swmedcenter.com/index.php/billing/billing-information-pricing/,
144035,LINDEN OAKS HOSPITAL,IL,NAPERVILLE,https://www.eehealth.org/,,
17006F,VA HOSP WADSWORTH,KS,LEAVENWORTH,,,
144037,ELGIN MENTAL HEALTH CENTER,IL,ELGIN,https://www.dhs.state.il.us/,,
32001E,CARRIE TINGLEY CRIPPLED CHILDREN HOSP,NM,TRUTH OR CONSEQUENCES,https://unmhealth.org/,,
144038,CHOATE MENTAL HEALTH & DEVELOPMENT CTR,IL,ANNA,https://www.dhs.state.il.us/,,
17007F,US AIR FORCE HOSP,KS,WICHITA,,,
320022,PLAINS REGIONAL MEDICAL CENTER,NM,CLOVIS,https://plains-regional-medical-center.phs.org/Pages/default.aspx,,
32002F,US AIR FORCE HOSP,NM,ALAMOGORDO,,,
17008F,VA HOSP,KS,WICHITA,https://www.va.gov/wichita-health-care/,,
32003F,US PUBLIC HEALTH SERVICE INDIAN HOSP,NM,ALBUQUERQUE,,,
32004F,US ARMY HOSP,NM,ALBUQUERQUE,,,
110086,WASHINGTON COUNTY REGIONAL MEDICAL CENTER,GA,SANDERSVILLE,https://www.wcrmc.com/home/,,
320057,SANTA FE PHS INDIAN HOSPITAL,NM,SANTA FE,https://www.ihs.gov/Albuquerque/index.cfm/healthcarefacilities/santafe/,,
320058,MESCALERO PHS INDIAN HOSPITAL,NM,MESCALERO,https://www.ihs.gov/albuquerque/healthcarefacilities/mescalero/,,
320059,NORTHERN NAVAJO MEDICAL CENTER,NM,SHIPROCK,https://www.ihs.gov/navajo/index.cfm/healthcarefacilities/shiprock/,,
32005F,VA HOSP,NM,ALBUQUERQUE,https://www.va.gov/new-mexico-health-care/,,
320060,ZUNI COMPREHENSIVE COMMUNITY HEALTH CENTER,NM,ZUNI,https://www.ihs.gov/albuquerque/index.cfm/healthcarefacilities/zuniramah/,,
320061,GALLUP INDIAN MEDICAL CENTER,NM,GALLUP,https://www.ihs.gov/navajo/index.cfm/healthcarefacilities/gallup/,,
170150,SOUTH CENTRAL KS  MED CENTER,KS,ARKANSAS CITY,https://www.sckclinic.com/,,
320062,CROWNPOINT HEALTHCARE FACILITY,NM,CROWNPOINT,https://www.ihs.gov/navajo/index.cfm/healthcarefacilities/crownpoint/,,
32006F,US AIR FORCE HOSP,NM,CLOVIS,https://kirtland.tricare.mil/,,
320070,DHHS USPHS INDIAN HEALTH SERVICES,NM,SAN FIDEL,https://www.ihs.gov/albuquerque/healthcarefacilities/acoma-canoncito-laguna-indian-health-center/,,
32007F,US PUBLIC HEALTH SERVICE INDIAN HOSP,NM,GALLUP,https://www.ihs.gov/Albuquerque/index.cfm/healthcarefacilities/zuniramah/,,
320090,PRESBYTERIAN SANTA FE MEDICAL CENTER,NM,SANTA FE,https://santa-fe-medical-center.phs.org/Pages/default.aspx,,
320091,THREE CROSSES REGIONAL HOSPITAL LLC,NM,LAS CRUCES,https://www.threecrossesregional.com/,https://www.threecrossesregional.com/pricing-transparency/,
110113,BURKE MEDICAL CENTER,GA,WAYNESBORO,https://www.burkehealth.com/,,
320093,ASC OF THE HEART INSTITUTE,NM,LAS CRUCES,https://ascheart.com/,,
32010F,US PUBLIC HEALTH SERVICE INDIAN HOSP,NM,SHIPROCK,https://www.ihs.gov/Albuquerque/index.cfm/healthcarefacilities/zuniramah/,,
15001F,US ARMY HOSP,IN,INDIANAPOLIS,,,
32011F,US AIR FORCE HOSP,NM,HOLLOMAN AFB,,,
32012F,US PUBLIC HEALTH SERVICE INDIAN HOSP,NM,CROWNPOINT,,,
32013F,MCAFEE ARMY HOSP,NM,LAS CRUCES,,,
110124,WAYNE MEMORIAL HOSPITAL,GA,JESUP,https://wmhweb.com/,https://wmhweb.com/charges-list/,
32026E,LEA GENERAL HOSP,NM,HOBBS,https://nor-lea.org/,,
32027E,EUNICE MUNICIPAL HOSP,NM,EUNICE,,,
32031E,COLFAX GEN HOSP,NM,SPRINGER,https://www.colfaxhealth.org/,,
321300,SIERRA VISTA HOSPITAL,NM,T OR C,https://www.svhnm.org/,,
15002F,VA NORTHERN INDIANA HEALTH CARE SYSTEM-FT WAYNE,IN,FORT WAYNE,https://www.va.gov/northern-indiana-health-care/locations/fort-wayne-va-medical-center/,,
110135,TAYLOR REGIONAL HOSPITAL,GA,HAWKINSVILLE,https://taylorregional.org/,,
110142,EVANS MEMORIAL HOSPITAL,GA,CLAXTON,https://www.evansmemorialhospital.org/,https://www.evansmemorialhospital.org/the-clinic-2,
15003F,RICHARD L ROUDEBUSH VA MEDICAL CENTE,IN,INDIANAPOLIS,https://www.va.gov/indiana-health-care/,,
321302,DR DAN C TRIGG MEMORIAL HOSPITAL,NM,TUCUMCARI,https://danctrigg-memorial-hospital.phs.org/Pages/default.aspx,,
15004F,VA NORTHERN INDIANA HLTH CARE SYSTEM-MARION CAMPUS,IN,MARION,https://www.va.gov/northern-indiana-health-care/locations/marion-va-medical-center/,,
321306,LINCOLN COUNTY MEDICAL CENTER,NM,RUIDOSO,https://lincoln-county-medical-center.phs.org/Pages/default.aspx,,
321309,MIMBRES MEMORIAL HOSPITAL,NM,DEMING,https://www.mimbresmemorial.com/,https://www.mimbresmemorial.com/mimbres-memorial-hospital/pricing-transparency,
15005F,US AIR FORCE HOSP,IN,PERU,,,
150061,DAVIESS COMMUNITY HOSPITAL,IN,WASHINGTON,https://www.dchosp.org/,,
170194,ASCENTIST HOSPITAL,KS,LEAWOOD,https://www.ascentist.com/,,
15006F,US PENITENTIARY HOSP,IN,TERRE HAUTE,,,
110201,PIEDMONT MACON NORTH HOSPITAL,GA,MACON,https://www.piedmont.org/,https://www.piedmont.org/patient-tools/hospital-price-transparency,
19042F,US AIR FORCE HOSP,LA,ALEXANDRIA,https://losangeles.tricare.mil/,,
19043F,VA HOSP,LA,ALEXANDRIA,https://www.va.gov/alexandria-health-care/,,
19044F,US AIR FORCE HOSP,LA,BARKSDALE AFB,https://losangeles.tricare.mil/,,
110241,SURGICARE GWINNETT LLC,GA,LOGANVILLE,,,
150086,ST ELIZABETH DEARBORN HOSPITAL,IN,LAWRENCEBURG,https://www.stelizabeth.com/,,
110243,MIDTOWN UROLOGY SURGICAL CENTER,GA,ATLANTA,https://www.midtown-urology.com/,,
110244,SOUTHEAST SPINE CENTER LLC,GA,SAVANNAH,,,
19045F,US PUBLIC HEALTH SERVICE HOSP,LA,CARVILLE,https://www.usphs.gov/,,
110245,SOUTHERN CROSS SURGERY CENTER,GA,CONYERS,,,
19046F,US PUBLIC HEALTH SERVICE HOSP,LA,NEW ORLEANS,https://www.usphs.gov/,,
110246,"SOUTHEAST ATLANTA VASCULAR CARE, LLC",GA,LITHONIA,https://preferredvasculargroup.com/,,
110247,NORTHWEST ATLANTA VASCULAR CARE LLC,GA,MARIETTA,https://preferredvasculargroup.com/,,
19047F,VA HOSP,LA,NEW ORLEANS,https://www.va.gov/southeast-louisiana-health-care/,,
110248,NORTHEAST ATLANTA VASCULAR CARE LLC,GA,ATLANTA,https://preferredvasculargroup.com/,,
19048F,VA HOSP,LA,SHREVEPORT,https://www.va.gov/shreveport-health-care/,,
19050F,BAYNE JONES ARMY COMMUNITY HOSPITAL,LA,FORT POLK,https://bayne-jones-army.edan.io/,,
110249,"MACON VASCULAR CARE, LLC",GA,MACON,https://preferredvasculargroup.com/,,
15009E,NORTHERN INDIANA CHILDRENS HOSP,IN,SOUTH BEND,https://locations.beaconhealthsystem.org/,,
110250,SOUTHWEST ATLANTA VASCULAR CARE,GA,ATLANTA,https://preferredvasculargroup.com/,,
191301,UNION GENERAL HOSPITAL,LA,FARMERVILLE,https://uniongen.org/,https://www.uniongen.org/patient-info/hospital-charges/,
110251,"SNAPFINGER VASCULAR ACCESS CENTER ASC, LLC",GA,DECATUR,https://www.azuravascularcare.com/,,
11028F,US PENITENTIARY HOSP,GA,ATLANTA,,,
11029F,ATLANTA VA MEDICAL CENTER,GA,DECATUR,https://www.va.gov/atlanta-health-care/,,
11030F,AUGUSTA VA MEDICAL CENTER,GA,AUGUSTA,https://www.va.gov/augusta-health-care/locations/charlie-norwood-department-of-veterans-affairs-medical-center/,,
11031F,CARL VINSON VA MEDICAL CENTER,GA,DUBLIN,https://www.va.gov/dublin-health-care/,,
191308,PREVOST MEMORIAL HOSPITAL,LA,DONALDSONVILLE,http://www.prevosthospital.net/index.html,,
11032F,US ARMY HOSP,GA,FORT BENNING,,,
15010E,NOTRE DAME UNIVERSITY HOSP,IN,NOTRE DAME,http://www.nduhospital.com/,,
11033F,US ARMY HOSP,GA,AUGUSTA,https://eisenhower.tricare.mil/,,
191311,BUNKIE GENERAL HOSPITAL,LA,BUNKIE,https://www.bunkiegeneralhealth.com/,,
191313,RIVERSIDE MEDICAL CENTER,LA,FRANKLINTON,https://www.rmchospital.com/,,
15011E,CULVER MILITARY ACADEMY HOSP UNIT,IN,CULVER,https://www.culver.org/,,
150125,COMMUNITY HOSPITAL,IN,MUNSTER,https://www.comhs.org/,https://www.comhs.org/price-transparency,
15012E,NEWBY HOSP,IN,HANOVER,,,
11034F,US ARMY HOSP,GA,FORT MCPHERSON,,,
05014F,US AIR FORCE HOSP,CA,SAN BERNARDINO,,,
11035F,US ARMY HOSP,GA,FORT STEWART,https://winn.tricare.mil/,,
11038F,US AIR FORCE HOSP,GA,VALDOSTA,,,
11039F,US AIR FORCE HOSP,GA,ROBINS AFB,https://www.military.com/,,
111300,SOUTHWEST GEORGIA REGIONAL MEDICAL CENTER,GA,CUTHBERT,http://southwestgeorgiaregionalmedicalcenter.com/hospital,,
33009F,VA HOSP,NY,ALBANY,https://www.va.gov/albany-health-care/,,
050159,VENTURA COUNTY MEDICAL CENTER,CA,VENTURA,https://hospitals.vchca.org/,,
330100,N Y EYE AND EAR INFIRMARY,NY,NEW YORK,https://www.nyee.edu/,,
05015F,US AIR FORCE BASE TRAVIS,CA,FAIRFIELD,https://travis.tricare.mil/,,
330103,OLEAN GENERAL HOSPITAL,NY,OLEAN,https://www.brmc-ogh.org/,,
192009,PAM HEALTH SPECIALTY HOSPITAL OF NEW ORLEANS,LA,NEW ORLEANS,https://pamhealth.com/,,
05016F,US AIR FORCE HOSP,CA,LOMPOC,,,
33010F,VA HOSP,NY,BATAVIA,https://www.va.gov/western-new-york-health-care/,,
150172,PHYSICIANS' MEDICAL CENTER LLC,IN,NEW ALBANY,https://www.pmcindiana.com/,,
33011F,VA HOSP,NY,BATH,https://www.va.gov/finger-lakes-health-care/,,
192022,RUSTON REGIONAL SPECIALTY HOSPITAL,LA,RUSTON,https://www.rustonregional.com/,,
05017F,US ARMY HOSP,CA,FORT MACARTHUR,,,
33012F,VA HOSP,NY,BUFFALO,https://www.va.gov/western-new-york-health-care/,,
150186,INDIANA KIDNEY INSTITUTE,IN,INDIANAPOLIS,https://www.indianakidney.com/,,
