X,Y,OBJECTID,NCESID,name,address,city,state,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,lat,lon,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,website,LEVEL_,ENROLLMENT,ST_GRADE,END_GRADE,DISTRICTID,FT_TEACHER,SHELTER_ID
-10174705.537,5612173.3452,32298,550255002784,KORGER-CHESTNUT,140 W ELM ST,CHIPPEWA FALLS,WI,54729,,(715) 726-2416,1,1,355,CHIPPEWA,55017,USA,44.940589387,-91.400934953,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=550255002784,2011/09/30 00:00:00,GEOCODE,2013/05/28 00:00:00,http://cfsd.chipfalls.k12.wi.us,PREKINDERGARTEN,342,PK,PK,5502550,13,
-10642249.4375,4345815.8212,32299,400774000322,CLAREMORE HS,201 STUART ROOSA,CLAREMORE,OK,74017,4017,(918) 923-4211,1,1,1337,ROGERS,40131,USA,36.3277668790001,-95.600953271,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=400774000322,2009/10/13 00:00:00,IMAGERY/OTHER,2011/10/31 00:00:00,http://www.claremore.k12.ok.us,HIGH,1266,09,12,4007740,71,10782507
-9574775.4024,4818452.3443,32300,180375002499,LILLIE IDELLA KITLEY ELEMENTARY,8735 INDIAN CREEK RD,INDIANAPOLIS,IN,46259,,(317) 803-5900,1,1,1229,MARION,18097,USA,39.6724167730001,-86.01167086,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=180375002499,2014/02/04 00:00:00,IMAGERY/OTHER,2018/12/19 00:00:00,,ELEMENTARY,1178,PK,05,1803750,51,
-13099727.2041,4030941.5252,32301,060846012752,OXFORD PREPARATORY ACADEMY - CHINO VALLEY,5862 C ST.,CHINO,CA,91710,4471,(909) 464-2672,1,2,-999,SAN BERNARDINO,06071,USA,34.015932149,-117.676851652,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060846012752,2014/02/04 00:00:00,IMAGERY,2014/05/15 00:00:00,http://chino.oxfordchampions.org,,-999,M,M,608460,-999,
-12494338.9452,3987934.9023,32302,040086603356,GREAT HEARTS ACADEMIES - ARCHWAY GLENDALE,23276 N. 83RD AVE.,PEORIA,AZ,85383,,(602) 438-7045,1,1,520,MARICOPA,04013,USA,33.695102902,-112.238556394,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=040086603356,2015/05/08 00:00:00,IMAGERY,2015/05/20 00:00:00,,ELEMENTARY,520,KG,05,400866,-999,
-18490236.1776,8749124.6612,32303,020000300219,HOOPER BAY SCHOOL,GENERAL DELIVERY,HOOPER BAY,AK,99604,,(907) 758-1200,1,1,486,,02158,USA,61.5324705570001,-166.100617653,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=020000300219,2010/01/29 00:00:00,IMAGERY,2010/09/08 00:00:00,http://www.lysd.org/,OTHER,456,PK,12,200003,30,
-12429004.836,4191692.143,32304,040286000215,FLAGSTAFF HIGH SCHOOL,400 W ELM STREET,FLAGSTAFF,AZ,86001,,(928) 773-8100,1,1,1561,COCONINO,04005,USA,35.2043929930001,-111.651650106,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=040286000215,2009/10/13 00:00:00,IMAGERY,2016/02/02 00:00:00,http://www.fusd1.org/fhs,HIGH,1496,09,12,402860,65,10780784
-12478545.0183,3976930.0629,32305,040061502507,WEST-MEC - THUNDERBIRD HIGH SCHOOL,1750 W. THUNDERBIRD,PHOENIX,AZ,85023,,(623) 915-8900,3,1,-999,MARICOPA,04013,USA,33.6128134160001,-112.096677135,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=040061502507,2010/01/29 00:00:00,IMAGERY,2010/05/06 00:00:00,,HIGH,0,09,12,400615,-999,
-12471604.9279,3957127.2302,32306,040243001999,EXCELENCIA SCHOOL,2181 EAST MCDOWELL ROAD,PHOENIX,AZ,85006,,(602) 381-6000,1,1,805,MARICOPA,04013,USA,33.4645382940001,-112.034333242,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=040243001999,2009/10/13 00:00:00,IMAGERY,2016/02/03 00:00:00,http://www.creightonschools.org/excelencia/,ELEMENTARY,765,KG,08,402430,40,10795794
-13163780.1114,4046842.4992,32307,061524001943,THEODORE ROOSEVELT MIDDLE,222 E. ACACIA AVE.,GLENDALE,CA,91206,2805,(818) 242-6845,1,1,790,LOS ANGELES,06037,USA,34.1342477810001,-118.252248709,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=061524001943,2010/01/29 00:00:00,IMAGERY,2010/06/10 00:00:00,,MIDDLE,749,06,08,615240,41,
-13246739.9,4063544.1152,32308,063714006296,SOMIS ELEMENTARY,5268 N. ST.,SOMIS,CA,93066,9531,(805) 386-5711,1,1,275,VENTURA,06111,USA,34.2583427070001,-118.997489169,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063714006296,2009/12/10 00:00:00,IMAGERY,2016/03/03 00:00:00,http://www.somisusd.org,ELEMENTARY,261,KG,08,637140,14,10794344
-8107506.5343,5090651.4018,32309,090000201142,H. C. WILCOX TECHNICAL HIGH SCHOOL,298 OREGON RD.,MERIDEN,CT,06450,,(203) 238-6260,3,1,814,NEW HAVEN,09009,USA,41.528774254,-72.8309703589999,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=090000201142,2010/01/29 00:00:00,IMAGERY,2010/03/08 00:00:00,http://www.cttech.org/WILCOX/index.htm,HIGH,743,09,12,900002,71,
-9090542.3609,3558074.0119,32310,120048000694,HIGHLANDS ELEMENTARY SCHOOL,1000 DEPAUL DR,JACKSONVILLE,FL,32218,5411,(904) 696-8754,1,1,490,DUVAL,12031,USA,30.4232692260001,-81.661731437,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=120048000694,2009/12/10 00:00:00,IMAGERY,2010/05/20 00:00:00,http://www.duvalschools.org/highlands,ELEMENTARY,457,PK,05,1200480,33,
-9173215.2884,3255970.4679,32311,120087003380,PIZZO ELEMENTARY SCHOOL,11701 USF BULL RUN ST,TAMPA,FL,33617,5101,(813) 987-6500,1,1,810,HILLSBOROUGH,12057,USA,28.0554809290001,-82.4043949809999,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=120087003380,2010/01/29 00:00:00,IMAGERY,2010/02/17 00:00:00,http://www.sdhc.k12.fl.us/,ELEMENTARY,745,PK,05,1200870,65,10793615
-9061509.8453,3321514.5174,32312,120144001390,LAKE SILVER ELEMENTARY,2401 N RIO GRANDE AVE,ORLANDO,FL,32804,4827,(407) 245-1850,1,1,689,ORANGE,12095,USA,28.5738249410001,-81.400927912,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=120144001390,2009/12/10 00:00:00,IMAGERY,2016/03/14 00:00:00,http://lakesilveres.ocps.net/,ELEMENTARY,636,PK,05,1201440,53,
-9418571.4036,4724620.3228,32313,210174000337,LLOYD HIGH SCHOOL,450 BARTLETT AVE,ERLANGER,KY,41018,,(859) 727-1555,1,1,665,KENTON,21117,USA,39.020582882,-84.6084664639999,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=210174000337,2010/01/29 00:00:00,IMAGERY,2010/02/16 00:00:00,,HIGH,627,09,12,2101740,38,
-10004713.7215,3487388.3031,32314,220141002065,ST. BERNARD MIDDLE SCHOOL,2601 TORRES DRIVE,ST. BERNARD,LA,70085,,(504) 267-7878,1,1,350,ST. BERNARD,22087,USA,29.8741894770001,-89.873872493,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=220141002065,2010/01/29 00:00:00,IMAGERY,2010/06/11 00:00:00,,MIDDLE,332,06,08,2201410,18,
-7603983.985,5600206.4139,32315,230250000007,AIRLINE COMMUNITY SCHOOL,26 GREAT POND ROAD,AURORA,ME,04408,,(207) 359-5002,1,1,39,HANCOCK,23009,USA,44.8644456580001,-68.3077503389999,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=230250000007,2010/01/29 00:00:00,IMAGERY,2010/08/10 00:00:00,,ELEMENTARY,34,PK,08,2302500,5,
-13172676.6454,4054013.0854,32316,060645005849,MAGNOLIA PARK,1915 MONTEREY AVE.,BURBANK,CA,91506,1107,(818) 558-4677,2,1,25,LOS ANGELES,06037,USA,34.1875484330001,-118.332167633,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060645005849,2010/01/29 00:00:00,IMAGERY,2020/04/14 00:00:00,,HIGH,23,06,12,606450,2,
-9272886.9429,5282840.9145,32317,262724006335,CLEAR LAKE ELEMENTARY SCHOOL,2085 WEST DRAHNER RD,OXFORD,MI,48371,4405,(248) 969-5200,1,1,535,OAKLAND,26125,USA,42.808315765,-83.2997606869999,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=262724006335,2010/01/29 00:00:00,IMAGERY,2010/02/23 00:00:00,http://oxfordschools.org,ELEMENTARY,507,KG,05,2627240,28,
-10384663.9613,5511296.5002,32318,271176000562,LINCOLN ELEMENTARY,510 LINCOLN AVE NW,FARIBAULT,MN,55021,4798,(507) 333-6650,1,1,546,RICE,27131,USA,44.2955678370001,-93.287023569,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=271176000562,2009/10/13 00:00:00,IMAGERY,2010/08/31 00:00:00,http://www.faribault.k12.mn.us,ELEMENTARY,506,KG,05,2711760,40,
-10060989.8589,4617205.6401,32319,291425000639,HERCULANEUM HIGH,1 BLACKCAT DR,HERCULANEUM,MO,63048,1060,(636) 479-5200,1,1,461,JEFFERSON,29099,USA,38.266948622,-90.379409636,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=291425000639,2010/01/29 00:00:00,IMAGERY,2010/05/27 00:00:00,http://www.dunklin.k12.mo.us,HIGH,435,09,12,2914250,26,10777047
-12128835.7108,5996242.46,32320,302316000677,ROY HIGH SCHOOL,500 DAVIS,ROY,MT,59471,,(406) 464-2511,1,1,18,FERGUS,30027,USA,47.3308320310001,-108.955184976,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=302316000677,2010/01/29 00:00:00,IMAGERY,2010/08/26 00:00:00,,HIGH,14,09,12,3023160,4,
-8253516.3051,5000829.5429,32321,341269006099,SCHOOL 1,1 EAST 32ND STREET,PATERSON,NJ,07514,,(973) 321-0490,1,1,272,PASSAIC,34031,USA,40.921905397,-74.142598446,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=341269006099,2010/01/29 00:00:00,IMAGERY,2010/08/19 00:00:00,,ELEMENTARY,248,PK,05,3412690,24,
-8783731.06,5303830.3989,32322,360585000375,RIVERSIDE INSTITUTE OF TECHNOLOGY,51 ONTARIO ST,BUFFALO,NY,14207,1489,(716) 816-4360,1,1,254,ERIE,36029,USA,42.946488528,-78.905598628,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=360585000375,2010/01/29 00:00:00,IMAGERY,2010/06/17 00:00:00,http://www.buffaloschools.org,HIGH,224,10,12,3605850,30,
-8392907.4124,5409295.9492,32323,362736003735,SOUTH LEWIS HIGH SCHOOL,4264 EAST RD,TURIN,NY,13473,40,(315) 348-2520,1,1,340,LEWIS,36049,USA,43.6360773110001,-75.394770068,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=362736003735,2010/01/29 00:00:00,IMAGERY,2010/08/20 00:00:00,http://www.southlewis.org,HIGH,318,09,12,3627360,22,10805123
-8654172.3291,5297810.7713,32324,360366000118,AVON PRIMARY SCHOOL,161 CLINTON ST,AVON,NY,14414,1495,(585) 226-2455,1,1,384,LIVINGSTON,36051,USA,42.9068932530001,-77.741752746,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=360366000118,2010/01/29 00:00:00,IMAGERY,2011/01/24 00:00:00,http://www.avoncsd.org,ELEMENTARY,356,KG,04,3603660,28,10811616
-8215385.0093,5290979.1387,32325,362667003640,SHENENDEHOWA HIGH SCHOOL,970 RT 146,CLIFTON PARK,NY,12065,3688,(518) 881-0310,1,1,3438,SARATOGA,36091,USA,42.861926026,-73.800059188,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=362667003640,2010/01/29 00:00:00,IMAGERY,2011/11/04 00:00:00,http://www.shenet.org,HIGH,3246,09,12,3626670,192,10792532
-8787350.613,4296154.24,32326,370126002442,HOPE VALLEY ELEMENTARY,3005 DIXON ROAD,DURHAM,NC,27707,,(919) 560-3980,1,1,689,DURHAM,37063,USA,35.967528332,-78.938113626,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=370126002442,2010/01/29 00:00:00,IMAGERY,2010/03/08 00:00:00,http://www.hopevalley.dpsnc.net/,ELEMENTARY,640,KG,05,3701260,49,
-8455767.5396,4832870.7261,32327,421830001420,OXFORD AREA HS,705 WATERWAY RD,OXFORD,PA,19363,1736,(610) 932-6640,1,1,1390,CHESTER,42029,USA,39.7720392140001,-75.959452198,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=421830001420,2010/01/29 00:00:00,IMAGERY,2010/07/13 00:00:00,http://www.oxfordasd.org,HIGH,1314,09,12,4218300,76,
-11013637.2058,5735667.9951,32328,464164000391,LEOLA HIGH SCHOOL - 01,820 LEOLA AVE,LEOLA,SD,57456,,(605) 439-3477,1,1,47,MCPHERSON,46089,USA,45.7204766250001,-98.937186357,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=464164000391,2010/01/29 00:00:00,IMAGERY,2010/08/23 00:00:00,http://www.leola.k12.sd.us,HIGH,40,09,12,4641640,7,
-10776985.8578,3854941.6406,32329,481623001235,CLARA OLIVER EL,4010 IDAHO AVE,DALLAS,TX,75216,6148,(972) 749-3400,1,1,333,DALLAS,48113,USA,32.6953908580001,-96.8113111279999,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=481623001235,2010/01/29 00:00:00,IMAGERY,2010/03/24 00:00:00,http://www.dallasisd.org/oliver,ELEMENTARY,311,PK,05,4816230,22,
-10777656.5194,3861630.8416,32330,481623010578,FELIX G BOTELLO EL,225 S MARSALIS,DALLAS,TX,75203,,(972) 502-4600,1,1,593,DALLAS,48113,USA,32.745945621,-96.817335784,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=481623010578,2010/01/29 00:00:00,IMAGERY,2010/03/25 00:00:00,http://www.dallasisd.org/botello,ELEMENTARY,559,PK,05,4816230,34,
-11855926.8741,3734989.086,32331,481830001703,MESITA EL,3307 N STANTON,EL PASO,TX,79902,2009,(915) 496-8180,1,1,1200,EL PASO,48141,USA,31.7839888410001,-106.503603184,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=481830001703,2010/01/29 00:00:00,IMAGERY,2010/04/12 00:00:00,http://mesita.episd.org,ELEMENTARY,1127,PK,05,4818300,73,
-10833653.4246,3236651.7102,32332,482178002200,GREGORY-PORTLAND J H,4600 WILDCAT DR,PORTLAND,TX,78374,2899,(361) 777-4042,1,1,1161,SAN PATRICIO,48409,USA,27.9022212520001,-97.3203645419999,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=482178002200,2010/01/29 00:00:00,IMAGERY,2010/06/21 00:00:00,http://www.g-pisd.org,MIDDLE,1083,06,08,4821780,78,
-11182240.9882,3696896.7492,32333,483870011043,DAY HEAD START,3026 N OAKS,SAN ANGELO,TX,76903,,(325) 655-7522,1,1,234,TOM GREEN,48451,USA,31.4926575580001,-100.451779904,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=483870011043,2010/01/29 00:00:00,IMAGERY,2010/07/28 00:00:00,,OTHER,234,PK,11,4838700,-999,
-11234264.2877,3427680.0624,32334,483890005808,BUENA VISTA EL,100 ECHO VLY DR,DEL RIO,TX,78840,,(830) 778-4600,1,1,715,VAL VERDE,48465,USA,29.40801229,-100.919113155,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=483890005808,2009/10/13 00:00:00,IMAGERY,2016/11/10 00:00:00,http://www.sfrd-cisd.org,ELEMENTARY,670,KG,05,4838900,45,
-10832293.0629,4410637.2053,32335,400463002687,BLACKWELL ES,2105 WEST FERGUSON AVENUE,BLACKWELL,OK,74631,4631,(580) 363-0118,1,1,682,KAY,40071,USA,36.795477534,-97.308144205,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=400463002687,2011/08/04 00:00:00,GEOCODE,2013/05/28 00:00:00,http://www.blackwell.k12.ok.us,ELEMENTARY,645,PK,05,4004630,37,
-9433054.8322,4033508.9216,32336,130129003781,ALLATOONA HIGH SCHOOL,3300 DALLAS ACWORTH HWY NW,ACWORTH,GA,30101,,(770) 975-6503,1,1,1822,COBB,13067,USA,34.0350467640001,-84.738573317,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=130129003781,2011/09/30 00:00:00,GEOCODE,2013/05/28 00:00:00,http://www.cobbk12.org/Allatoona/,HIGH,1734,09,12,1301290,88,
-13027551.7184,3838464.9161,32337,063522012993,VISTA DEL MAR,4885 DEL SOL BLVD,SAN DIEGO,CA,92154,8401,(619) 661-6753,1,1,444,SAN DIEGO,06073,USA,32.5707430950001,-117.028488233,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063522012993,2014/02/04 00:00:00,IMAGERY,2014/05/16 00:00:00,http://www.sysd.k12.ca.us,ELEMENTARY,425,KG,08,635220,19,
-9720606.2625,3846902.4209,32338,010267001734,FRANCIS MARION SCHOOL,101 HUBBARD DRIVE,MARION,AL,36756,2100,(334) 683-6622,1,1,755,PERRY,01105,USA,32.634595199,-87.321691765,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=010267001734,2010/01/29 00:00:00,GEOCODE,2010/06/28 00:00:00,http://pcschooldistrict.org,OTHER,707,PK,12,102670,48,
-16454753.7461,9569487.3764,32339,020060000650,HUTCHISON HIGH SCHOOL,3750 GEIST RD,FAIRBANKS,AK,99709,3547,(907) 479-2261,3,1,434,FAIRBANKS NORTH STAR,02090,USA,64.851970135,-147.815567865,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=020060000650,2010/01/29 00:00:00,IMAGERY,2010/09/07 00:00:00,http://www.k12northstar.org,HIGH,408,09,12,200600,26,
-12515862.5657,3938509.7976,32340,040432002383,WESTAR ELEMENTARY SCHOOL,17777 W. WESTAR DR.,GOODYEAR,AZ,85338,,(623) 474-6600,1,1,688,MARICOPA,04013,USA,33.324907216,-112.431906367,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=040432002383,2010/01/29 00:00:00,IMAGERY,2010/05/13 00:00:00,http://liberty.k12.az.us,ELEMENTARY,656,KG,08,404320,32,10795885
-13139457.6953,4037446.648,32341,061212001364,EL MONTE HIGH,3048 N. TYLER AVE.,EL MONTE,CA,91731,3365,(626) 444-7701,1,1,1886,LOS ANGELES,06037,USA,34.0643553040001,-118.033756727,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=061212001364,2009/10/13 00:00:00,IMAGERY,2016/02/12 00:00:00,,HIGH,1805,09,12,612120,81,10783708
-10293639.7229,5465538.9894,32342,270037004515,ROCHESTER STEM ACADEMY,415 16TH ST SW,ROCHESTER,MN,55902,2125,(507) 281-2381,1,1,120,OLMSTED,27109,USA,44.000625552,-92.469338923,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=270037004515,2014/02/04 00:00:00,IMAGERY,2014/05/09 00:00:00,http://rochesterstemacademy.org/,HIGH,113,09,12,2700370,7,
-9711030.778,3801767.1265,32343,010111000402,KEITH MIDDLEHIGH SCHOOL,1166 DALLAS ROAD 115,ORRVILLE,AL,36767,2634,(334) 875-4155,1,1,301,DALLAS,01047,USA,32.2924984090001,-87.235673724,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=010111000402,2009/10/13 00:00:00,IMAGERY,2016/01/27 00:00:00,http://keith.al.dch.schoolinsites.com/,HIGH,280,06,12,101110,21,10805317
-7438420.8823,2093968.8382,32344,720003000084,LORENZO COBALLES GANDIA,CARR 130 KM. 0.1 SECT. LOS ALVAREZ,HATILLO,PR,00659,,(787) 898-4300,1,1,477,HATILLO,72065,PRI,18.4813621070001,-66.8204716829999,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=720003000084,2010/01/29 00:00:00,IMAGERY,2010/09/09 00:00:00,,HIGH,438,06,12,7200030,39,10804081
-9896004.4536,4277518.8398,32345,470195002239,EAST ELEMENTARY SCHOOL,1560 NORTH 30TH AVE,HUMBOLDT,TN,38343,,(731) 784-4171,1,1,488,GIBSON,47053,USA,35.831923191,-88.897320524,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=470195002239,2012/11/02 00:00:00,IMAGERY,2012/11/20 00:00:00,http://www.humboldtschools.com,ELEMENTARY,458,02,06,4701950,30,
-9752755.0147,5122603.7545,32346,170993000710,DIXONELEMENTARYSCHOOL,8306 S ST LAWRENCE,CHICAGO,IL,60619,5791,(773) 535-3834,1,1,587,COOK,17031,USA,41.7432966630001,-87.61048892,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=170993000710,2009/10/13 00:00:00,IMAGERY/OTHER,2016/04/01 00:00:00,,ELEMENTARY,562,PK,08,1709930,25,
-10605468.2613,4768083.7038,32347,201302000664,JEFFERSON CO NORTH HIGH,302 5TH STREET,WINCHESTER,KS,66097,404,(913) 774-8515,1,1,152,JEFFERSON,20087,USA,39.3232708620001,-95.270542344,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=201302000664,2009/10/13 00:00:00,IMAGERY/OTHER,2016/04/11 00:00:00,,HIGH,139,09,12,2013020,13,
-8535279.9692,4760117.7985,32348,240009000326,VIOLETVILLE ELEMENTARY/MIDDLE,1207 PINE HEIGHTS AVE,BALTIMORE,MD,21229,5129,(410) 396-1416,1,1,444,BALTIMORE,24510,USA,39.2678921830001,-76.673724506,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=240009000326,2009/12/10 00:00:00,IMAGERY/OTHER,2010/06/07 00:00:00,http://www.baltimorecityschools.org/226,ELEMENTARY,420,PK,08,2400090,24,
-9754098.7544,3633459.2811,32349,010027000062,PERDIDO ELEMENTARY SCHOOL,23589 COUNTY ROAD 47,PERDIDO,AL,36562,,(251) 937-8456,1,1,533,BALDWIN,01003,USA,31.00546795,-87.622559939,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=010027000062,2009/10/13 00:00:00,IMAGERY,2016/01/28 00:00:00,http://www.perdidoschool.com,ELEMENTARY,504,PK,08,100270,29,
-13328380.8609,4456317.3563,32350,060011613035,MINARETS CHARTER HIGH,45077 RD. 220,O'NEALS,CA,93645,,(559) 868-8689,1,1,287,MADERA,06039,USA,37.123372884,-119.730882399,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060011613035,2014/02/04 00:00:00,IMAGERY/OTHER,2014/05/15 00:00:00,http://www.chawanakee.k12.ca.us,HIGH,274,09,12,600116,13,
-10892082.0718,3553786.188,32351,482703011528,RIVER PLACE EL,6500 SITIO DEL RIO BLVD,AUSTIN,TX,78730,,(512) 570-6900,1,1,843,TRAVIS,48453,USA,30.390049038,-97.8452380099999,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=482703011528,2010/01/29 00:00:00,IMAGERY/OTHER,2010/08/11 00:00:00,,ELEMENTARY,792,PK,05,4827030,51,
