Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,Aetna_,Aetna_Better_Health,BCBS_BLUE_CHOICE,BCBS_CAP,HEALTH_PARTNERS_OF_KS__HPK_,Providrs_Care__WPPA_,United_Healthcare
4317866_1,furosemide 20 mg Tab [EWKS],Inpatient,0637,A9270,Non-covered item or service,,1,2.1000,2.1000,1.2180,2.1000,1.8900,N/A,1.7850,N/A,1.9950,N/A,1.9950
4317866_1,furosemide 20 mg Tab [EWKS],Outpatient,0637,A9270,Non-covered item or service,,1,2.1000,2.1000,1.2180,2.1000,1.8900,1.2180,1.7850,1.8900,1.9950,1.2600,1.9950
4317867_1,atenolol 25 mg Tab [EWKS],Inpatient,0637,A9270,Non-covered item or service,,1,2.1000,2.1000,1.2180,2.1000,1.8900,N/A,1.7850,N/A,1.9950,N/A,1.9950
4317867_1,atenolol 25 mg Tab [EWKS],Outpatient,0637,A9270,Non-covered item or service,,1,2.1000,2.1000,1.2180,2.1000,1.8900,1.2180,1.7850,1.8900,1.9950,1.2600,1.9950
4317869_1,bacitracin ointment 28 gm [EWKS],Inpatient,0637,A9270,Non-covered item or service,,1,3.7500,3.7500,2.1750,3.7500,3.3750,N/A,3.1875,N/A,3.5625,N/A,3.5625
4317869_1,bacitracin ointment 28 gm [EWKS],Outpatient,0637,A9270,Non-covered item or service,,1,3.7500,3.7500,2.1750,3.7500,3.3750,2.1750,3.1875,3.3750,3.5625,2.2500,3.5625
4317871_1,acetaminophen 120 mg Rectal Supp [EWKS],Inpatient,0637,A9270,Non-covered item or service,,1,2.1000,2.1000,1.2180,2.1000,1.8900,N/A,1.7850,N/A,1.9950,N/A,1.9950
4317871_1,acetaminophen 120 mg Rectal Supp [EWKS],Outpatient,0637,A9270,Non-covered item or service,,1,2.1000,2.1000,1.2180,2.1000,1.8900,1.2180,1.7850,1.8900,1.9950,1.2600,1.9950
4317877_1,nicotine 21 mg Patch [EWKS],Inpatient,0637,A9270,Non-covered item or service,,1,3.4000,3.4000,1.9720,3.4000,3.0600,N/A,2.8900,N/A,3.2300,N/A,3.2300
4317877_1,nicotine 21 mg Patch [EWKS],Outpatient,0637,A9270,Non-covered item or service,,1,3.4000,3.4000,1.9720,3.4000,3.0600,1.9720,2.8900,3.0600,3.2300,2.0400,3.2300
4317883_1,etomidate 2mg/mL 10 mL [EWKS],Inpatient,0259,,,,1,21.5000,21.5000,12.4700,21.5000,19.3500,N/A,18.2750,N/A,20.4250,N/A,20.4250
4317883_1,etomidate 2mg/mL 10 mL [EWKS],Outpatient,0259,,,,1,21.5000,21.5000,12.4700,21.5000,19.3500,12.4700,18.2750,19.3500,20.4250,12.9000,20.4250
4317884_1,morphine ER 15 mg Tab-12 [EWKS],Inpatient,0637,A9270,Non-covered item or service,,1,2.1000,2.1000,1.2180,2.1000,1.8900,N/A,1.7850,N/A,1.9950,N/A,1.9950
4317884_1,morphine ER 15 mg Tab-12 [EWKS],Outpatient,0637,A9270,Non-covered item or service,,1,2.1000,2.1000,1.2180,2.1000,1.8900,1.2180,1.7850,1.8900,1.9950,1.2600,1.9950
4317887_1,diphenoxylate-atropine Tab [EWKS],Inpatient,0637,A9270,Non-covered item or service,,1,2.1000,2.1000,1.2180,2.1000,1.8900,N/A,1.7850,N/A,1.9950,N/A,1.9950
4317887_1,diphenoxylate-atropine Tab [EWKS],Outpatient,0637,A9270,Non-covered item or service,,1,2.1000,2.1000,1.2180,2.1000,1.8900,1.2180,1.7850,1.8900,1.9950,1.2600,1.9950
4317891_1,glycerin suppository Infant Rectal Supp [EWKS],Inpatient,0637,A9270,Non-covered item or service,,1,2.1000,2.1000,1.2180,2.1000,1.8900,N/A,1.7850,N/A,1.9950,N/A,1.9950
4317891_1,glycerin suppository Infant Rectal Supp [EWKS],Outpatient,0637,A9270,Non-covered item or service,,1,2.1000,2.1000,1.2180,2.1000,1.8900,1.2180,1.7850,1.8900,1.9950,1.2600,1.9950
4317899_1,warfarin 5 mg Tab [EWKS],Inpatient,0637,A9270,Non-covered item or service,,1,2.1000,2.1000,1.2180,2.1000,1.8900,N/A,1.7850,N/A,1.9950,N/A,1.9950
4317899_1,warfarin 5 mg Tab [EWKS],Outpatient,0637,A9270,Non-covered item or service,,1,2.1000,2.1000,1.2180,2.1000,1.8900,1.2180,1.7850,1.8900,1.9950,1.2600,1.9950
4317900_1,warfarin 2 mg Tab [EWKS],Inpatient,0637,A9270,Non-covered item or service,,1,2.1000,2.1000,1.2180,2.1000,1.8900,N/A,1.7850,N/A,1.9950,N/A,1.9950
4317900_1,warfarin 2 mg Tab [EWKS],Outpatient,0637,A9270,Non-covered item or service,,1,2.1000,2.1000,1.2180,2.1000,1.8900,1.2180,1.7850,1.8900,1.9950,1.2600,1.9950
4317901_1,warfarin 1 mg Tab [EWKS],Inpatient,0637,A9270,Non-covered item or service,,1,2.1000,2.1000,1.2180,2.1000,1.8900,N/A,1.7850,N/A,1.9950,N/A,1.9950
4317901_1,warfarin 1 mg Tab [EWKS],Outpatient,0637,A9270,Non-covered item or service,,1,2.1000,2.1000,1.2180,2.1000,1.8900,1.2180,1.7850,1.8900,1.9950,1.2600,1.9950
4317902_1,methadone 10 mg Tab [EWKS],Inpatient,0637,A9270,Non-covered item or service,,1,2.1000,2.1000,1.2180,2.1000,1.8900,N/A,1.7850,N/A,1.9950,N/A,1.9950
4317902_1,methadone 10 mg Tab [EWKS],Outpatient,0637,A9270,Non-covered item or service,,1,2.1000,2.1000,1.2180,2.1000,1.8900,1.2180,1.7850,1.8900,1.9950,1.2600,1.9950
4317904_1,methylprednisolone succinate 125 mg/2 mL 2 mL [EWKS],Inpatient,0636,J2930,Methylprednisolone injection,,1,21.5000,21.5000,7.7235,21.5000,19.3500,N/A,18.2750,N/A,20.4250,N/A,20.4250
4317904_1,methylprednisolone succinate 125 mg/2 mL 2 mL [EWKS],Outpatient,0636,J2930,Methylprednisolone injection,,1,21.5000,21.5000,7.7235,21.5000,19.3500,12.4700,7.7235,8.1300,20.4250,12.9000,20.4250
4317905_1,methylprednisolone succinate PF 40 mg/mL 1 mL [EWKS],Inpatient,0636,J2920,Methylprednisolone injection,,1,21.5000,21.5000,5.4720,21.5000,19.3500,N/A,18.2750,N/A,20.4250,N/A,20.4250
4317905_1,methylprednisolone succinate PF 40 mg/mL 1 mL [EWKS],Outpatient,0636,J2920,Methylprednisolone injection,,1,21.5000,21.5000,5.4720,21.5000,19.3500,12.4700,5.4720,5.7600,20.4250,12.9000,20.4250
4317906_1,pantoprazole 40 mg/1 Vial 1 Vial [EWKS],Inpatient,0259,,,,1,21.5000,21.5000,12.4700,21.5000,19.3500,N/A,18.2750,N/A,20.4250,N/A,20.4250
4317906_1,pantoprazole 40 mg/1 Vial 1 Vial [EWKS],Outpatient,0259,,,,1,21.5000,21.5000,12.4700,21.5000,19.3500,12.4700,18.2750,19.3500,20.4250,12.9000,20.4250
4317907_1,pneumoc 13-val conj-dip crm/pf 0.5 mL [EWKS],Inpatient,0636,90670,"Pneumococcal conjugate vaccine, 13 valent (PCV13), for intramuscular use",,1,383.6900,383.6900,222.5402,383.6900,345.3210,N/A,326.1365,N/A,364.5055,N/A,364.5055
4317907_1,pneumoc 13-val conj-dip crm/pf 0.5 mL [EWKS],Outpatient,0636,90670,"Pneumococcal conjugate vaccine, 13 valent (PCV13), for intramuscular use",,1,383.6900,383.6900,222.5402,383.6900,345.3210,222.5402,273.8660,288.2800,364.5055,230.2140,364.5055
4317908_1,oseltamivir 6 mg/mL 60 mL [EWKS],Inpatient,0637,A9270,Non-covered item or service,,1,345.0000,345.0000,200.1000,345.0000,310.5000,N/A,293.2500,N/A,327.7500,N/A,327.7500
4317908_1,oseltamivir 6 mg/mL 60 mL [EWKS],Outpatient,0637,A9270,Non-covered item or service,,1,345.0000,345.0000,200.1000,345.0000,310.5000,200.1000,293.2500,310.5000,327.7500,207.0000,327.7500
4317909_1,acetaminophen-codeine 300 mg-30 mg Tab [EWKS],Inpatient,0637,A9270,Non-covered item or service,,1,2.1000,2.1000,1.2180,2.1000,1.8900,N/A,1.7850,N/A,1.9950,N/A,1.9950
4317909_1,acetaminophen-codeine 300 mg-30 mg Tab [EWKS],Outpatient,0637,A9270,Non-covered item or service,,1,2.1000,2.1000,1.2180,2.1000,1.8900,1.2180,1.7850,1.8900,1.9950,1.2600,1.9950
4317910_1,acetaminophen 325 mg Tab [EWKS],Inpatient,0637,A9270,Non-covered item or service,,1,2.1000,2.1000,1.2180,2.1000,1.8900,N/A,1.7850,N/A,1.9950,N/A,1.9950
4317910_1,acetaminophen 325 mg Tab [EWKS],Outpatient,0637,A9270,Non-covered item or service,,1,2.1000,2.1000,1.2180,2.1000,1.8900,1.2180,1.7850,1.8900,1.9950,1.2600,1.9950
4317914_1,ALPRAZolam 0.5 mg Tab [EWKS],Inpatient,0637,A9270,Non-covered item or service,,1,2.1000,2.1000,1.2180,2.1000,1.8900,N/A,1.7850,N/A,1.9950,N/A,1.9950
4317914_1,ALPRAZolam 0.5 mg Tab [EWKS],Outpatient,0637,A9270,Non-covered item or service,,1,2.1000,2.1000,1.2180,2.1000,1.8900,1.2180,1.7850,1.8900,1.9950,1.2600,1.9950
4317915_1,albumin human 25% IV Sol 100 mL Vial [EWKS],Inpatient,0636,P9047,"Albumin (human), 25%, 50ml",,2,151.9000,151.9000,65.7685,151.9000,136.7100,N/A,129.1150,N/A,144.3050,N/A,144.3050
4317915_1,albumin human 25% IV Sol 100 mL Vial [EWKS],Outpatient,0636,P9047,"Albumin (human), 25%, 50ml",,2,151.9000,151.9000,65.7685,151.9000,136.7100,88.1020,65.7685,69.2300,144.3050,91.1400,144.3050
4317916_1,escitalopram 10 mg Tab [EWKS],Inpatient,0637,A9270,Non-covered item or service,,1,2.1000,2.1000,1.2180,2.1000,1.8900,N/A,1.7850,N/A,1.9950,N/A,1.9950
4317916_1,escitalopram 10 mg Tab [EWKS],Outpatient,0637,A9270,Non-covered item or service,,1,2.1000,2.1000,1.2180,2.1000,1.8900,1.2180,1.7850,1.8900,1.9950,1.2600,1.9950
4317917_1,EPINEPHrine 1 mg/mL Inj Sol 1 mL Ampul [EWKS],Inpatient,0636,J0171,Adrenalin epinephrine inject,,10,21.5000,21.5000,1.0165,21.5000,19.3500,N/A,18.2750,N/A,20.4250,N/A,20.4250
4317917_1,EPINEPHrine 1 mg/mL Inj Sol 1 mL Ampul [EWKS],Outpatient,0636,J0171,Adrenalin epinephrine inject,,10,21.5000,21.5000,1.0165,21.5000,19.3500,12.4700,1.0165,1.0700,20.4250,12.9000,20.4250
4317918_1,escitalopram 10 mg Tab [EWKS],Inpatient,0637,A9270,Non-covered item or service,,1,2.1000,2.1000,1.2180,2.1000,1.8900,N/A,1.7850,N/A,1.9950,N/A,1.9950
4317918_1,escitalopram 10 mg Tab [EWKS],Outpatient,0637,A9270,Non-covered item or service,,1,2.1000,2.1000,1.2180,2.1000,1.8900,1.2180,1.7850,1.8900,1.9950,1.2600,1.9950
4317919_1,EPINEPHrine 0.1 mg/mL Inj Sol 10 mL Syringe [EWKS],Inpatient,0636,J0171,Adrenalin epinephrine inject,,10,21.5000,21.5000,1.0165,21.5000,19.3500,N/A,18.2750,N/A,20.4250,N/A,20.4250
4317919_1,EPINEPHrine 0.1 mg/mL Inj Sol 10 mL Syringe [EWKS],Outpatient,0636,J0171,Adrenalin epinephrine inject,,10,21.5000,21.5000,1.0165,21.5000,19.3500,12.4700,1.0165,1.0700,20.4250,12.9000,20.4250
4317920_1,fentaNYL 12 mcg/hr Patch [EWKS],Inpatient,0637,A9270,Non-covered item or service,,1,28.9300,28.9300,16.7794,28.9300,26.0370,N/A,24.5905,N/A,27.4835,N/A,27.4835
4317920_1,fentaNYL 12 mcg/hr Patch [EWKS],Outpatient,0637,A9270,Non-covered item or service,,1,28.9300,28.9300,16.7794,28.9300,26.0370,16.7794,24.5905,26.0370,27.4835,17.3580,27.4835
4317921_1,fentaNYL 25 mcg/hr Patch [EWKS],Inpatient,0637,A9270,Non-covered item or service,,1,4.5500,4.5500,2.6390,4.5500,4.0950,N/A,3.8675,N/A,4.3225,N/A,4.3225
4317921_1,fentaNYL 25 mcg/hr Patch [EWKS],Outpatient,0637,A9270,Non-covered item or service,,1,4.5500,4.5500,2.6390,4.5500,4.0950,2.6390,3.8675,4.0950,4.3225,2.7300,4.3225
4317922_1,fentaNYL 50 mcg/hr Patch [EWKS],Inpatient,0637,A9270,Non-covered item or service,,1,7.3500,7.3500,4.2630,7.3500,6.6150,N/A,6.2475,N/A,6.9825,N/A,6.9825
4317922_1,fentaNYL 50 mcg/hr Patch [EWKS],Outpatient,0637,A9270,Non-covered item or service,,1,7.3500,7.3500,4.2630,7.3500,6.6150,4.2630,6.2475,6.6150,6.9825,4.4100,6.9825
4317923_1,fentaNYL 50 mcg/mL Sol inj 2mL [EWKS],Inpatient,0636,J3010,Fentanyl citrate injection,,1,21.5000,21.5000,0.9690,21.5000,19.3500,N/A,18.2750,N/A,20.4250,N/A,20.4250
4317923_1,fentaNYL 50 mcg/mL Sol inj 2mL [EWKS],Outpatient,0636,J3010,Fentanyl citrate injection,,1,21.5000,21.5000,0.9690,21.5000,19.3500,12.4700,0.9690,1.0200,20.4250,12.9000,20.4250
4317924_1,fentaNYL 100 mcg/hr Patch [EWKS],Inpatient,0637,A9270,Non-covered item or service,,1,12.3800,12.3800,7.1804,12.3800,11.1420,N/A,10.5230,N/A,11.7610,N/A,11.7610
4317924_1,fentaNYL 100 mcg/hr Patch [EWKS],Outpatient,0637,A9270,Non-covered item or service,,1,12.3800,12.3800,7.1804,12.3800,11.1420,7.1804,10.5230,11.1420,11.7610,7.4280,11.7610
4317925_1,fentaNYL 75 mcg/hr Patch [EWKS],Inpatient,0637,A9270,Non-covered item or service,,1,11.8800,11.8800,6.8904,11.8800,10.6920,N/A,10.0980,N/A,11.2860,N/A,11.2860
4317925_1,fentaNYL 75 mcg/hr Patch [EWKS],Outpatient,0637,A9270,Non-covered item or service,,1,11.8800,11.8800,6.8904,11.8800,10.6920,6.8904,10.0980,10.6920,11.2860,7.1280,11.2860
4317926_1,iron polysaccharide 150 mg Cap [EWKS],Inpatient,0637,A9270,Non-covered item or service,,1,2.1000,2.1000,1.2180,2.1000,1.8900,N/A,1.7850,N/A,1.9950,N/A,1.9950
4317926_1,iron polysaccharide 150 mg Cap [EWKS],Outpatient,0637,A9270,Non-covered item or service,,1,2.1000,2.1000,1.2180,2.1000,1.8900,1.2180,1.7850,1.8900,1.9950,1.2600,1.9950
4317927_1,adenosine 3 mg/mL IV Sol 2 mL [EWKS],Inpatient,0636,J0153,Adenosine inj 1mg,,6,21.5000,21.5000,0.8550,21.5000,19.3500,N/A,18.2750,N/A,20.4250,N/A,20.4250
4317927_1,adenosine 3 mg/mL IV Sol 2 mL [EWKS],Outpatient,0636,J0153,Adenosine inj 1mg,,6,21.5000,21.5000,0.8550,21.5000,19.3500,12.4700,0.8550,0.9000,20.4250,12.9000,20.4250
4317928_1,finasteride 5 mg Tab [EWKS],Inpatient,0637,A9270,Non-covered item or service,,1,2.1000,2.1000,1.2180,2.1000,1.8900,N/A,1.7850,N/A,1.9950,N/A,1.9950
4317928_1,finasteride 5 mg Tab [EWKS],Outpatient,0637,A9270,Non-covered item or service,,1,2.1000,2.1000,1.2180,2.1000,1.8900,1.2180,1.7850,1.8900,1.9950,1.2600,1.9950
4317929_1,vancomycin 50 mg/mL Pow 150 mL [EWKS],Inpatient,0637,A9270,Non-covered item or service,,1,142.3500,142.3500,82.5630,142.3500,128.1150,N/A,120.9975,N/A,135.2325,N/A,135.2325
4317929_1,vancomycin 50 mg/mL Pow 150 mL [EWKS],Outpatient,0637,A9270,Non-covered item or service,,1,142.3500,142.3500,82.5630,142.3500,128.1150,82.5630,120.9975,128.1150,135.2325,85.4100,135.2325
4317930_1,omega-3 polyunsaturated fatty acids 1000 mg Cap [EWKS],Inpatient,0637,A9270,Non-covered item or service,,1,2.1000,2.1000,1.2180,2.1000,1.8900,N/A,1.7850,N/A,1.9950,N/A,1.9950
4317930_1,omega-3 polyunsaturated fatty acids 1000 mg Cap [EWKS],Outpatient,0637,A9270,Non-covered item or service,,1,2.1000,2.1000,1.2180,2.1000,1.8900,1.2180,1.7850,1.8900,1.9950,1.2600,1.9950
4317934_1,fludrocortisone 0.1 mg Tab [EWKS],Inpatient,0637,A9270,Non-covered item or service,,1,2.1000,2.1000,1.2180,2.1000,1.8900,N/A,1.7850,N/A,1.9950,N/A,1.9950
4317934_1,fludrocortisone 0.1 mg Tab [EWKS],Outpatient,0637,A9270,Non-covered item or service,,1,2.1000,2.1000,1.2180,2.1000,1.8900,1.2180,1.7850,1.8900,1.9950,1.2600,1.9950
4317935_1,flumazenil 0.1 mg/mL IV Sol 5 mL [EWKS],Inpatient,0259,,,,1,21.5000,21.5000,12.4700,21.5000,19.3500,N/A,18.2750,N/A,20.4250,N/A,20.4250
4317935_1,flumazenil 0.1 mg/mL IV Sol 5 mL [EWKS],Outpatient,0259,,,,1,21.5000,21.5000,12.4700,21.5000,19.3500,12.4700,18.2750,19.3500,20.4250,12.9000,20.4250
4317936_1,furosemide 10 mg/mL Inj Sol 10 mL Vial [EWKS],Inpatient,0636,J1940,Furosemide injection,,5,21.5000,21.5000,0.7220,21.5000,19.3500,N/A,18.2750,N/A,20.4250,N/A,20.4250
4317936_1,furosemide 10 mg/mL Inj Sol 10 mL Vial [EWKS],Outpatient,0636,J1940,Furosemide injection,,5,21.5000,21.5000,0.7220,21.5000,19.3500,12.4700,0.7220,0.7600,20.4250,12.9000,20.4250
4317938_1,furosemide 40 mg Tab [EWKS],Inpatient,0637,A9270,Non-covered item or service,,1,2.1000,2.1000,1.2180,2.1000,1.8900,N/A,1.7850,N/A,1.9950,N/A,1.9950
4317938_1,furosemide 40 mg Tab [EWKS],Outpatient,0637,A9270,Non-covered item or service,,1,2.1000,2.1000,1.2180,2.1000,1.8900,1.2180,1.7850,1.8900,1.9950,1.2600,1.9950
4317939_1,gabapentin 300 mg Cap UD [EWKS],Inpatient,0637,A9270,Non-covered item or service,,1,2.1000,2.1000,1.2180,2.1000,1.8900,N/A,1.7850,N/A,1.9950,N/A,1.9950
4317939_1,gabapentin 300 mg Cap UD [EWKS],Outpatient,0637,A9270,Non-covered item or service,,1,2.1000,2.1000,1.2180,2.1000,1.8900,1.2180,1.7850,1.8900,1.9950,1.2600,1.9950
4317940_1,zinc oxide topical 20% Oin 30gm [EWKS],Inpatient,0637,A9270,Non-covered item or service,,1,5.2500,5.2500,3.0450,5.2500,4.7250,N/A,4.4625,N/A,4.9875,N/A,4.9875
4317940_1,zinc oxide topical 20% Oin 30gm [EWKS],Outpatient,0637,A9270,Non-covered item or service,,1,5.2500,5.2500,3.0450,5.2500,4.7250,3.0450,4.4625,4.7250,4.9875,3.1500,4.9875
4317943_1,enalapril 5 mg Tab [EWKS],Inpatient,0637,A9270,Non-covered item or service,,1,2.1000,2.1000,1.2180,2.1000,1.8900,N/A,1.7850,N/A,1.9950,N/A,1.9950
4317943_1,enalapril 5 mg Tab [EWKS],Outpatient,0637,A9270,Non-covered item or service,,1,2.1000,2.1000,1.2180,2.1000,1.8900,1.2180,1.7850,1.8900,1.9950,1.2600,1.9950
4317944_1,enalapril 10 mg Tab [EWKS],Inpatient,0637,A9270,Non-covered item or service,,1,2.1000,2.1000,1.2180,2.1000,1.8900,N/A,1.7850,N/A,1.9950,N/A,1.9950
4317944_1,enalapril 10 mg Tab [EWKS],Outpatient,0637,A9270,Non-covered item or service,,1,2.1000,2.1000,1.2180,2.1000,1.8900,1.2180,1.7850,1.8900,1.9950,1.2600,1.9950
4317945_1,apixaban 5 mg Tab [EWKS],Inpatient,0637,A9270,Non-covered item or service,,1,13.8400,13.8400,8.0272,13.8400,12.4560,N/A,11.7640,N/A,13.1480,N/A,13.1480
4317945_1,apixaban 5 mg Tab [EWKS],Outpatient,0637,A9270,Non-covered item or service,,1,13.8400,13.8400,8.0272,13.8400,12.4560,8.0272,11.7640,12.4560,13.1480,8.3040,13.1480
4317946_1,gemfibrozil 600 mg Tab [EWKS],Inpatient,0637,A9270,Non-covered item or service,,1,2.1000,2.1000,1.2180,2.1000,1.8900,N/A,1.7850,N/A,1.9950,N/A,1.9950
4317946_1,gemfibrozil 600 mg Tab [EWKS],Outpatient,0637,A9270,Non-covered item or service,,1,2.1000,2.1000,1.2180,2.1000,1.8900,1.2180,1.7850,1.8900,1.9950,1.2600,1.9950
4317947_1,doxycycline 100 mg Tab [EWKS],Inpatient,0637,A9270,Non-covered item or service,,1,2.1000,2.1000,1.2180,2.1000,1.8900,N/A,1.7850,N/A,1.9950,N/A,1.9950
4317947_1,doxycycline 100 mg Tab [EWKS],Outpatient,0637,A9270,Non-covered item or service,,1,2.1000,2.1000,1.2180,2.1000,1.8900,1.2180,1.7850,1.8900,1.9950,1.2600,1.9950
4317948_1,gentamicin Ophth 0.3% Sol 5 mL [EWKS],Inpatient,0637,A9270,Non-covered item or service,,1,11.3000,11.3000,6.5540,11.3000,10.1700,N/A,9.6050,N/A,10.7350,N/A,10.7350
4317948_1,gentamicin Ophth 0.3% Sol 5 mL [EWKS],Outpatient,0637,A9270,Non-covered item or service,,1,11.3000,11.3000,6.5540,11.3000,10.1700,6.5540,9.6050,10.1700,10.7350,6.7800,10.7350
4317949_1,dopamine 400 mg/250 mL D5W 250 mL Premixed Soln [EWKS],Inpatient,0636,J1265,Dopamine injection,,10,54.0000,54.0000,0.9310,54.0000,48.6000,N/A,45.9000,N/A,51.3000,N/A,51.3000
4317949_1,dopamine 400 mg/250 mL D5W 250 mL Premixed Soln [EWKS],Outpatient,0636,J1265,Dopamine injection,,10,54.0000,54.0000,0.9310,54.0000,48.6000,31.3200,0.9310,0.9800,51.3000,32.4000,51.3000
4317950_1,gentamicin 40 mg/mL Inj Sol 2 mL [EWKS],Inpatient,0636,J1580,Garamycin gentamicin inj,,1,21.5000,21.5000,2.9355,21.5000,19.3500,N/A,18.2750,N/A,20.4250,N/A,20.4250
4317950_1,gentamicin 40 mg/mL Inj Sol 2 mL [EWKS],Outpatient,0636,J1580,Garamycin gentamicin inj,,1,21.5000,21.5000,2.9355,21.5000,19.3500,12.4700,2.9355,3.0900,20.4250,12.9000,20.4250
4317952_1,divalproex ER sodium 500 mg Tab [EWKS],Inpatient,0637,A9270,Non-covered item or service,,1,2.1000,2.1000,1.2180,2.1000,1.8900,N/A,1.7850,N/A,1.9950,N/A,1.9950
4317952_1,divalproex ER sodium 500 mg Tab [EWKS],Outpatient,0637,A9270,Non-covered item or service,,1,2.1000,2.1000,1.2180,2.1000,1.8900,1.2180,1.7850,1.8900,1.9950,1.2600,1.9950
4317953_1,diphenhydrAMINE 50 mg/mL Inj Sol 1 mL Vial [EWKS],Inpatient,0636,J1200,Diphenhydramine hcl injectio,,1,21.5000,21.5000,1.1115,21.5000,19.3500,N/A,18.2750,N/A,20.4250,N/A,20.4250
4317953_1,diphenhydrAMINE 50 mg/mL Inj Sol 1 mL Vial [EWKS],Outpatient,0636,J1200,Diphenhydramine hcl injectio,,1,21.5000,21.5000,1.1115,21.5000,19.3500,12.4700,1.1115,1.1700,20.4250,12.9000,20.4250
4317955_1,codeine/guaiFENesin/pseudoephedrine 10 mg-100 mg-30 mg/5 mL Liq [EWKS],Inpatient,0637,A9270,Non-covered item or service,,1,2.5000,2.5000,1.4500,2.5000,2.2500,N/A,2.1250,N/A,2.3750,N/A,2.3750
4317955_1,codeine/guaiFENesin/pseudoephedrine 10 mg-100 mg-30 mg/5 mL Liq [EWKS],Outpatient,0637,A9270,Non-covered item or service,,1,2.5000,2.5000,1.4500,2.5000,2.2500,1.4500,2.1250,2.2500,2.3750,1.5000,2.3750
4317956_1,haloperidol 5 mg/mL Inj Sol 1 mL [EWKS],Inpatient,0636,J1630,Haloperidol injection,,1,21.5000,21.5000,1.1875,21.5000,19.3500,N/A,18.2750,N/A,20.4250,N/A,20.4250
4317956_1,haloperidol 5 mg/mL Inj Sol 1 mL [EWKS],Outpatient,0636,J1630,Haloperidol injection,,1,21.5000,21.5000,1.1875,21.5000,19.3500,12.4700,1.1875,1.2500,20.4250,12.9000,20.4250
4317957_1,heparin flush 100 units/mL Sol 5 mL Syringe [EWKS],Inpatient,0636,J1642,Inj heparin sodium per 10 u,,50,21.5000,21.5000,0.3040,21.5000,19.3500,N/A,18.2750,N/A,20.4250,N/A,20.4250
4317957_1,heparin flush 100 units/mL Sol 5 mL Syringe [EWKS],Outpatient,0636,J1642,Inj heparin sodium per 10 u,,50,21.5000,21.5000,0.3040,21.5000,19.3500,12.4700,0.3040,0.3200,20.4250,12.9000,20.4250
4317958_1,heparin flush 10 units/mL Sol 5 mL [EWKS],Inpatient,0636,J1642,Inj heparin sodium per 10 u,,50,21.5000,21.5000,0.3040,21.5000,19.3500,N/A,18.2750,N/A,20.4250,N/A,20.4250
4317958_1,heparin flush 10 units/mL Sol 5 mL [EWKS],Outpatient,0636,J1642,Inj heparin sodium per 10 u,,50,21.5000,21.5000,0.3040,21.5000,19.3500,12.4700,0.3040,0.3200,20.4250,12.9000,20.4250
4317959_1,heparin 5000 units/mL Inj Sol 1 mL [EWKS],Inpatient,0636,J1644,Inj heparin sodium per 1000u,,5,21.5000,21.5000,0.2470,21.5000,19.3500,N/A,18.2750,N/A,20.4250,N/A,20.4250
4317959_1,heparin 5000 units/mL Inj Sol 1 mL [EWKS],Outpatient,0636,J1644,Inj heparin sodium per 1000u,,5,21.5000,21.5000,0.2470,21.5000,19.3500,12.4700,0.2470,0.2600,20.4250,12.9000,20.4250
4317960_1,digoxin 250 mcg/mL (0.25 mg/mL) Inj Sol 2 mL [EWKS],Inpatient,0636,J1160,Digoxin injection,,1,21.5000,21.5000,12.4700,21.5000,19.3500,N/A,18.2750,N/A,20.4250,N/A,20.4250
4317960_1,digoxin 250 mcg/mL (0.25 mg/mL) Inj Sol 2 mL [EWKS],Outpatient,0636,J1160,Digoxin injection,,1,21.5000,21.5000,12.4700,21.5000,19.3500,12.4700,13.7655,14.4900,20.4250,12.9000,20.4250
4317962_1,"heparin 25,000 units/250 mL-D5W IV Sol [EWKS]",Inpatient,0636,J1644,Inj heparin sodium per 1000u,,25,54.0000,54.0000,0.2470,54.0000,48.6000,N/A,45.9000,N/A,51.3000,N/A,51.3000
4317962_1,"heparin 25,000 units/250 mL-D5W IV Sol [EWKS]",Outpatient,0636,J1644,Inj heparin sodium per 1000u,,25,54.0000,54.0000,0.2470,54.0000,48.6000,31.3200,0.2470,0.2600,51.3000,32.4000,51.3000
4317963_1,dicyclomine 10 mg Cap [EWKS],Inpatient,0637,A9270,Non-covered item or service,,1,2.1000,2.1000,1.2180,2.1000,1.8900,N/A,1.7850,N/A,1.9950,N/A,1.9950
4317963_1,dicyclomine 10 mg Cap [EWKS],Outpatient,0637,A9270,Non-covered item or service,,1,2.1000,2.1000,1.2180,2.1000,1.8900,1.2180,1.7850,1.8900,1.9950,1.2600,1.9950
4317965_1,solifenacin 5 mg Tab [EWKS],Inpatient,0637,A9270,Non-covered item or service,,1,23.1500,23.1500,13.4270,23.1500,20.8350,N/A,19.6775,N/A,21.9925,N/A,21.9925
4317965_1,solifenacin 5 mg Tab [EWKS],Outpatient,0637,A9270,Non-covered item or service,,1,23.1500,23.1500,13.4270,23.1500,20.8350,13.4270,19.6775,20.8350,21.9925,13.8900,21.9925
