Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,Aetna,Cigna,First_Health,Meritain,Midlands_Choice,RURAL_CARRIERS,UHC
4337730_1,ER 12035 INTMD RPR S/A/T/EXT 12.6-20,Emergency,0450,12035,"Repair, intermediate, wounds of scalp, axillae, trunk and/or extremities (excluding hands and feet); 12.6 cm to 20.0 cm",,0,650.0000,487.5000,487.5000,617.5000,585.0000,617.5000,617.5000,585.0000,617.5000,552.5000,617.5000
4337730_1,ER 12035 INTMD RPR S/A/T/EXT 12.6-20,Inpatient,0450,12035,"Repair, intermediate, wounds of scalp, axillae, trunk and/or extremities (excluding hands and feet); 12.6 cm to 20.0 cm",,0,650.0000,487.5000,487.5000,617.5000,585.0000,617.5000,617.5000,585.0000,617.5000,552.5000,617.5000
4337731_1,ER 12036 INTMD RPR S/A/T/EXT 20.1-30,Emergency,0450,12036,"Repair, intermediate, wounds of scalp, axillae, trunk and/or extremities (excluding hands and feet); 20.1 cm to 30.0 cm",,0,1200.0000,900.0000,900.0000,1140.0000,1080.0000,1140.0000,1140.0000,1080.0000,1140.0000,1020.0000,1140.0000
4337731_1,ER 12036 INTMD RPR S/A/T/EXT 20.1-30,Inpatient,0450,12036,"Repair, intermediate, wounds of scalp, axillae, trunk and/or extremities (excluding hands and feet); 20.1 cm to 30.0 cm",,0,1200.0000,900.0000,900.0000,1140.0000,1080.0000,1140.0000,1140.0000,1080.0000,1140.0000,1020.0000,1140.0000
4337732_1,ER 12041 INTMD RPR N-HF/GENIT 2.5CM/<,Emergency,0450,12041,"Repair, intermediate, wounds of neck, hands, feet and/or external genitalia; 2.5 cm or less",,0,250.0000,187.5000,187.5000,237.5000,225.0000,237.5000,237.5000,225.0000,237.5000,212.5000,237.5000
4337732_1,ER 12041 INTMD RPR N-HF/GENIT 2.5CM/<,Inpatient,0450,12041,"Repair, intermediate, wounds of neck, hands, feet and/or external genitalia; 2.5 cm or less",,0,250.0000,187.5000,187.5000,237.5000,225.0000,237.5000,237.5000,225.0000,237.5000,212.5000,237.5000
4337733_1,ER 12042 INTMD RPR N-HF/GENIT2.6-7.5,Emergency,0450,12042,"Repair, intermediate, wounds of neck, hands, feet and/or external genitalia; 2.6 cm to 7.5 cm",,0,300.0000,225.0000,225.0000,285.0000,270.0000,285.0000,285.0000,270.0000,285.0000,255.0000,285.0000
4337733_1,ER 12042 INTMD RPR N-HF/GENIT2.6-7.5,Inpatient,0450,12042,"Repair, intermediate, wounds of neck, hands, feet and/or external genitalia; 2.6 cm to 7.5 cm",,0,300.0000,225.0000,225.0000,285.0000,270.0000,285.0000,285.0000,270.0000,285.0000,255.0000,285.0000
4337734_1,ER 12044 INTMD RPR N-HF/GENIT7.6-12.5,Emergency,0450,12044,"Repair, intermediate, wounds of neck, hands, feet and/or external genitalia; 7.6 cm to 12.5 cm",,0,650.0000,487.5000,487.5000,617.5000,585.0000,617.5000,617.5000,585.0000,617.5000,552.5000,617.5000
4337734_1,ER 12044 INTMD RPR N-HF/GENIT7.6-12.5,Inpatient,0450,12044,"Repair, intermediate, wounds of neck, hands, feet and/or external genitalia; 7.6 cm to 12.5 cm",,0,650.0000,487.5000,487.5000,617.5000,585.0000,617.5000,617.5000,585.0000,617.5000,552.5000,617.5000
4337735_1,ER 12051 INTMD RPR FACE/MM 2.5 CM/<,Emergency,0450,12051,"Repair, intermediate, wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 2.5 cm or less",,0,250.0000,187.5000,187.5000,237.5000,225.0000,237.5000,237.5000,225.0000,237.5000,212.5000,237.5000
4337735_1,ER 12051 INTMD RPR FACE/MM 2.5 CM/<,Inpatient,0450,12051,"Repair, intermediate, wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 2.5 cm or less",,0,250.0000,187.5000,187.5000,237.5000,225.0000,237.5000,237.5000,225.0000,237.5000,212.5000,237.5000
4337736_1,ER 12052 INTMD RPR FACE/MM 2.6-5.0 CM,Emergency,0450,12052,"Repair, intermediate, wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 2.6 cm to 5.0 cm",,0,250.0000,187.5000,187.5000,237.5000,225.0000,237.5000,237.5000,225.0000,237.5000,212.5000,237.5000
4337736_1,ER 12052 INTMD RPR FACE/MM 2.6-5.0 CM,Inpatient,0450,12052,"Repair, intermediate, wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 2.6 cm to 5.0 cm",,0,250.0000,187.5000,187.5000,237.5000,225.0000,237.5000,237.5000,225.0000,237.5000,212.5000,237.5000
4337737_1,ER 12053 INTMD RPR FACE/MM 5.1-7.5 CM,Emergency,0450,12053,"Repair, intermediate, wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 5.1 cm to 7.5 cm",,0,255.0000,191.2500,191.2500,242.2500,229.5000,242.2500,242.2500,229.5000,242.2500,216.7500,242.2500
4337737_1,ER 12053 INTMD RPR FACE/MM 5.1-7.5 CM,Inpatient,0450,12053,"Repair, intermediate, wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 5.1 cm to 7.5 cm",,0,255.0000,191.2500,191.2500,242.2500,229.5000,242.2500,242.2500,229.5000,242.2500,216.7500,242.2500
4337738_1,ER 12054 INTMD RPR FACE/MM 7.6-12.5CM,Emergency,0450,12054,"Repair, intermediate, wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 7.6 cm to 12.5 cm",,0,650.0000,487.5000,487.5000,617.5000,585.0000,617.5000,617.5000,585.0000,617.5000,552.5000,617.5000
4337738_1,ER 12054 INTMD RPR FACE/MM 7.6-12.5CM,Inpatient,0450,12054,"Repair, intermediate, wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 7.6 cm to 12.5 cm",,0,650.0000,487.5000,487.5000,617.5000,585.0000,617.5000,617.5000,585.0000,617.5000,552.5000,617.5000
4337739_1,ER 12055 INTMD RPR FACE/MM 12.6-20 CM,Emergency,0450,12055,"Repair, intermediate, wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 12.6 cm to 20.0 cm",,0,750.0000,562.5000,562.5000,712.5000,675.0000,712.5000,712.5000,675.0000,712.5000,637.5000,712.5000
4337739_1,ER 12055 INTMD RPR FACE/MM 12.6-20 CM,Inpatient,0450,12055,"Repair, intermediate, wounds of face, ears, eyelids, nose, lips and/or mucous membranes; 12.6 cm to 20.0 cm",,0,750.0000,562.5000,562.5000,712.5000,675.0000,712.5000,712.5000,675.0000,712.5000,637.5000,712.5000
4337740_1,ER 13100 CMPLX RPR TRUNK 1.1-2.5 CM,Emergency,0450,13100,"Repair, complex, trunk; 1.1 cm to 2.5 cm",,0,250.0000,187.5000,187.5000,237.5000,225.0000,237.5000,237.5000,225.0000,237.5000,212.5000,237.5000
4337740_1,ER 13100 CMPLX RPR TRUNK 1.1-2.5 CM,Inpatient,0450,13100,"Repair, complex, trunk; 1.1 cm to 2.5 cm",,0,250.0000,187.5000,187.5000,237.5000,225.0000,237.5000,237.5000,225.0000,237.5000,212.5000,237.5000
4337741_1,ER 13121 CMPLX RPR S/A/L 2.6-7.5 CM,Emergency,0450,13121,"Repair, complex, scalp, arms, and/or legs; 2.6 cm to 7.5 cm",,0,450.0000,337.5000,337.5000,427.5000,405.0000,427.5000,427.5000,405.0000,427.5000,382.5000,427.5000
4337741_1,ER 13121 CMPLX RPR S/A/L 2.6-7.5 CM,Inpatient,0450,13121,"Repair, complex, scalp, arms, and/or legs; 2.6 cm to 7.5 cm",,0,450.0000,337.5000,337.5000,427.5000,405.0000,427.5000,427.5000,405.0000,427.5000,382.5000,427.5000
4337742_1,ER 13122  CMPLX RPR S/A/L ADDL 5 CM/>,Emergency,0450,13122,"Repair, complex, scalp, arms, and/or legs; each additional 5 cm or less (List separately in addition to code for primary procedure)",,0,150.0000,112.5000,112.5000,142.5000,135.0000,142.5000,142.5000,135.0000,142.5000,127.5000,142.5000
4337742_1,ER 13122  CMPLX RPR S/A/L ADDL 5 CM/>,Inpatient,0450,13122,"Repair, complex, scalp, arms, and/or legs; each additional 5 cm or less (List separately in addition to code for primary procedure)",,0,150.0000,112.5000,112.5000,142.5000,135.0000,142.5000,142.5000,135.0000,142.5000,127.5000,142.5000
4337743_1,ER 13131  REPAIR COMP FNH 1.1CM-2.5CM,Emergency,0450,13131,"Repair, complex, forehead, cheeks, chin, mouth, neck, axillae, genitalia, hands and/or feet; 1.1 cm to 2.5 cm",,0,250.0000,187.5000,187.5000,237.5000,225.0000,237.5000,237.5000,225.0000,237.5000,212.5000,237.5000
4337743_1,ER 13131  REPAIR COMP FNH 1.1CM-2.5CM,Inpatient,0450,13131,"Repair, complex, forehead, cheeks, chin, mouth, neck, axillae, genitalia, hands and/or feet; 1.1 cm to 2.5 cm",,0,250.0000,187.5000,187.5000,237.5000,225.0000,237.5000,237.5000,225.0000,237.5000,212.5000,237.5000
4337744_1,ER 13132  REPAIR CMPLX FNH 2.6-7.5CM,Emergency,0450,13132,"Repair, complex, forehead, cheeks, chin, mouth, neck, axillae, genitalia, hands and/or feet; 2.6 cm to 7.5 cm",,0,550.0000,412.5000,412.5000,522.5000,495.0000,522.5000,522.5000,495.0000,522.5000,467.5000,522.5000
4337744_1,ER 13132  REPAIR CMPLX FNH 2.6-7.5CM,Inpatient,0450,13132,"Repair, complex, forehead, cheeks, chin, mouth, neck, axillae, genitalia, hands and/or feet; 2.6 cm to 7.5 cm",,0,550.0000,412.5000,412.5000,522.5000,495.0000,522.5000,522.5000,495.0000,522.5000,467.5000,522.5000
4337745_1,ER 13133  REPAIR COMP FNH EA ADD 5CM,Emergency,0450,13133,"Repair, complex, forehead, cheeks, chin, mouth, neck, axillae, genitalia, hands and/or feet; each additional 5 cm or less (List separately in addition to code for primary procedure)",,0,280.0000,210.0000,210.0000,266.0000,252.0000,266.0000,266.0000,252.0000,266.0000,238.0000,266.0000
4337745_1,ER 13133  REPAIR COMP FNH EA ADD 5CM,Inpatient,0450,13133,"Repair, complex, forehead, cheeks, chin, mouth, neck, axillae, genitalia, hands and/or feet; each additional 5 cm or less (List separately in addition to code for primary procedure)",,0,280.0000,210.0000,210.0000,266.0000,252.0000,266.0000,266.0000,252.0000,266.0000,238.0000,266.0000
4337746_1,ER 13151 REPAIR COMPLX ENEL 1.1-2.5 CM,Emergency,0450,13151,"Repair, complex, eyelids, nose, ears and/or lips; 1.1 cm to 2.5 cm",,0,300.0000,225.0000,225.0000,285.0000,270.0000,285.0000,285.0000,270.0000,285.0000,255.0000,285.0000
4337746_1,ER 13151 REPAIR COMPLX ENEL 1.1-2.5 CM,Inpatient,0450,13151,"Repair, complex, eyelids, nose, ears and/or lips; 1.1 cm to 2.5 cm",,0,300.0000,225.0000,225.0000,285.0000,270.0000,285.0000,285.0000,270.0000,285.0000,255.0000,285.0000
4337747_1,ER 13152 CMPLX RPR E/N/E/L 2.6-7.5 CM,Emergency,0450,13152,"Repair, complex, eyelids, nose, ears and/or lips; 2.6 cm to 7.5 cm",,0,550.0000,412.5000,412.5000,522.5000,495.0000,522.5000,522.5000,495.0000,522.5000,467.5000,522.5000
4337747_1,ER 13152 CMPLX RPR E/N/E/L 2.6-7.5 CM,Inpatient,0450,13152,"Repair, complex, eyelids, nose, ears and/or lips; 2.6 cm to 7.5 cm",,0,550.0000,412.5000,412.5000,522.5000,495.0000,522.5000,522.5000,495.0000,522.5000,467.5000,522.5000
4337750_1,ER 17000 DESTRUCT ANY METHOD 1ST LESION,Emergency,0450,17000,"Destruction (eg, laser surgery, electrosurgery, cryosurgery, chemosurgery, surgical curettement), premalignant lesions (eg, actinic keratoses); first lesion",,0,250.0000,187.5000,187.5000,237.5000,225.0000,237.5000,237.5000,225.0000,237.5000,212.5000,237.5000
4337750_1,ER 17000 DESTRUCT ANY METHOD 1ST LESION,Inpatient,0450,17000,"Destruction (eg, laser surgery, electrosurgery, cryosurgery, chemosurgery, surgical curettement), premalignant lesions (eg, actinic keratoses); first lesion",,0,250.0000,187.5000,187.5000,237.5000,225.0000,237.5000,237.5000,225.0000,237.5000,212.5000,237.5000
4337765_1,ER 20605 ARTHROCENT/ASP/INJ INT JNT WO US,Emergency,0450,20605,"Arthrocentesis, aspiration and/or injection, intermediate joint or bursa (eg, temporomandibular, acromioclavicular, wrist, elbow or ankle, olecranon bursa); without ultrasound guidance",,0,369.0000,276.7500,276.7500,350.5500,332.1000,350.5500,350.5500,332.1000,350.5500,313.6500,350.5500
4337765_1,ER 20605 ARTHROCENT/ASP/INJ INT JNT WO US,Inpatient,0450,20605,"Arthrocentesis, aspiration and/or injection, intermediate joint or bursa (eg, temporomandibular, acromioclavicular, wrist, elbow or ankle, olecranon bursa); without ultrasound guidance",,0,369.0000,276.7500,276.7500,350.5500,332.1000,350.5500,350.5500,332.1000,350.5500,313.6500,350.5500
4337767_1,ER 20610 DRN/INJ MAJ JNT/BURSA BIL WO US,Emergency,0450,20610,"Arthrocentesis, aspiration and/or injection, major joint or bursa (eg, shoulder, hip, knee, subacromial bursa); without ultrasound guidance",,0,250.0000,187.5000,187.5000,237.5000,225.0000,237.5000,237.5000,225.0000,237.5000,212.5000,237.5000
4337767_1,ER 20610 DRN/INJ MAJ JNT/BURSA BIL WO US,Inpatient,0450,20610,"Arthrocentesis, aspiration and/or injection, major joint or bursa (eg, shoulder, hip, knee, subacromial bursa); without ultrasound guidance",,0,250.0000,187.5000,187.5000,237.5000,225.0000,237.5000,237.5000,225.0000,237.5000,212.5000,237.5000
4337773_1,ER 23500 CLSD TRMT CLAVICULAR WO MANIP,Emergency,0450,23500,Closed treatment of clavicular fracture; without manipulation,,0,750.0000,562.5000,562.5000,712.5000,675.0000,712.5000,712.5000,675.0000,712.5000,637.5000,712.5000
4337773_1,ER 23500 CLSD TRMT CLAVICULAR WO MANIP,Inpatient,0450,23500,Closed treatment of clavicular fracture; without manipulation,,0,750.0000,562.5000,562.5000,712.5000,675.0000,712.5000,712.5000,675.0000,712.5000,637.5000,712.5000
4337774_1,ER 23600 CLSD TRMT PROX HUMERAL WO MN,Emergency,0450,23600,Closed treatment of proximal humeral (surgical or anatomical neck) fracture; without manipulation,,0,1250.0000,937.5000,937.5000,1187.5000,1125.0000,1187.5000,1187.5000,1125.0000,1187.5000,1062.5000,1187.5000
4337774_1,ER 23600 CLSD TRMT PROX HUMERAL WO MN,Inpatient,0450,23600,Closed treatment of proximal humeral (surgical or anatomical neck) fracture; without manipulation,,0,1250.0000,937.5000,937.5000,1187.5000,1125.0000,1187.5000,1187.5000,1125.0000,1187.5000,1062.5000,1187.5000
4337776_1,ER 23660 SHOULDER DISLOCATION TRMT,Emergency,0450,25600,"Closed treatment of distal radial fracture (eg, Colles or Smith type) or epiphyseal separation, includes closed treatment of fracture of ulnar styloid, when performed; without manipulation",,0,1200.0000,900.0000,900.0000,1140.0000,1080.0000,1140.0000,1140.0000,1080.0000,1140.0000,1020.0000,1140.0000
4337776_1,ER 23660 SHOULDER DISLOCATION TRMT,Inpatient,0450,25600,"Closed treatment of distal radial fracture (eg, Colles or Smith type) or epiphyseal separation, includes closed treatment of fracture of ulnar styloid, when performed; without manipulation",,0,1200.0000,900.0000,900.0000,1140.0000,1080.0000,1140.0000,1140.0000,1080.0000,1140.0000,1020.0000,1140.0000
4337777_1,ER 24500 CLSD TRMT HUMERAL SHAFT WO MAN,Emergency,0450,24500,Closed treatment of humeral shaft fracture; without manipulation,,0,700.0000,525.0000,525.0000,665.0000,630.0000,665.0000,665.0000,630.0000,665.0000,595.0000,665.0000
4337777_1,ER 24500 CLSD TRMT HUMERAL SHAFT WO MAN,Inpatient,0450,24500,Closed treatment of humeral shaft fracture; without manipulation,,0,700.0000,525.0000,525.0000,665.0000,630.0000,665.0000,665.0000,630.0000,665.0000,595.0000,665.0000
4337778_1,ER 24576 CLS TR HUMERAL CONDYLAR WO MAN,Emergency,0450,26600,"Closed treatment of metacarpal fracture, single; without manipulation, each bone",,0,400.0000,300.0000,300.0000,380.0000,360.0000,380.0000,380.0000,360.0000,380.0000,340.0000,380.0000
4337778_1,ER 24576 CLS TR HUMERAL CONDYLAR WO MAN,Inpatient,0450,26600,"Closed treatment of metacarpal fracture, single; without manipulation, each bone",,0,400.0000,300.0000,300.0000,380.0000,360.0000,380.0000,380.0000,360.0000,380.0000,340.0000,380.0000
4337779_1,ER 24600  CLSD TRMT ELBOW DISLOC WO ANES,Emergency,0450,24600,Treatment of closed elbow dislocation; without anesthesia,,0,750.0000,562.5000,562.5000,712.5000,675.0000,712.5000,712.5000,675.0000,712.5000,637.5000,712.5000
4337779_1,ER 24600  CLSD TRMT ELBOW DISLOC WO ANES,Inpatient,0450,24600,Treatment of closed elbow dislocation; without anesthesia,,0,750.0000,562.5000,562.5000,712.5000,675.0000,712.5000,712.5000,675.0000,712.5000,637.5000,712.5000
4337780_1,ER 24650 CLS TRT RDL HEAD/NECK WO MAN,Emergency,0450,24650,Closed treatment of radial head or neck fracture; without manipulation,,0,750.0000,562.5000,562.5000,712.5000,675.0000,712.5000,712.5000,675.0000,712.5000,637.5000,712.5000
4337780_1,ER 24650 CLS TRT RDL HEAD/NECK WO MAN,Inpatient,0450,24650,Closed treatment of radial head or neck fracture; without manipulation,,0,750.0000,562.5000,562.5000,712.5000,675.0000,712.5000,712.5000,675.0000,712.5000,637.5000,712.5000
4337785_1,ER 25530 CLSD TRMT ULNAR SHAFT WO MANIP,Emergency,0450,25530,Closed treatment of ulnar shaft fracture; without manipulation,,0,1200.0000,900.0000,900.0000,1140.0000,1080.0000,1140.0000,1140.0000,1080.0000,1140.0000,1020.0000,1140.0000
4337785_1,ER 25530 CLSD TRMT ULNAR SHAFT WO MANIP,Inpatient,0450,25530,Closed treatment of ulnar shaft fracture; without manipulation,,0,1200.0000,900.0000,900.0000,1140.0000,1080.0000,1140.0000,1140.0000,1080.0000,1140.0000,1020.0000,1140.0000
4337786_1,ER 25560 CLSD TRMT RAD/ULN WO MAN,Emergency,0450,25560,Closed treatment of radial and ulnar shaft fractures; without manipulation,,0,1200.0000,900.0000,900.0000,1140.0000,1080.0000,1140.0000,1140.0000,1080.0000,1140.0000,1020.0000,1140.0000
4337786_1,ER 25560 CLSD TRMT RAD/ULN WO MAN,Inpatient,0450,25560,Closed treatment of radial and ulnar shaft fractures; without manipulation,,0,1200.0000,900.0000,900.0000,1140.0000,1080.0000,1140.0000,1140.0000,1080.0000,1140.0000,1020.0000,1140.0000
4337788_1,ER 25605 CLSD TRMT DISTAL RADIAL W MAN,Emergency,0450,25605,"Closed treatment of distal radial fracture (eg, Colles or Smith type) or epiphyseal separation, includes closed treatment of fracture of ulnar styloid, when performed; with manipulation",,0,1200.0000,900.0000,900.0000,1140.0000,1080.0000,1140.0000,1140.0000,1080.0000,1140.0000,1020.0000,1140.0000
4337788_1,ER 25605 CLSD TRMT DISTAL RADIAL W MAN,Inpatient,0450,25605,"Closed treatment of distal radial fracture (eg, Colles or Smith type) or epiphyseal separation, includes closed treatment of fracture of ulnar styloid, when performed; with manipulation",,0,1200.0000,900.0000,900.0000,1140.0000,1080.0000,1140.0000,1140.0000,1080.0000,1140.0000,1020.0000,1140.0000
4337794_1,ER 26080 ARTHROTOMY INTERPHALANG JNT,Emergency,0450,26080,"Arthrotomy, with exploration, drainage, or removal of loose or foreign body; interphalangeal joint, each",,0,1200.0000,900.0000,900.0000,1140.0000,1080.0000,1140.0000,1140.0000,1080.0000,1140.0000,1020.0000,1140.0000
4337794_1,ER 26080 ARTHROTOMY INTERPHALANG JNT,Inpatient,0450,26080,"Arthrotomy, with exploration, drainage, or removal of loose or foreign body; interphalangeal joint, each",,0,1200.0000,900.0000,900.0000,1140.0000,1080.0000,1140.0000,1140.0000,1080.0000,1140.0000,1020.0000,1140.0000
4337796_1,ER 26605 CLSD TRMT METACARPAL W/MANIP,Emergency,0450,26605,"Closed treatment of metacarpal fracture, single; with manipulation, each bone",,0,650.0000,487.5000,487.5000,617.5000,585.0000,617.5000,617.5000,585.0000,617.5000,552.5000,617.5000
4337796_1,ER 26605 CLSD TRMT METACARPAL W/MANIP,Inpatient,0450,26605,"Closed treatment of metacarpal fracture, single; with manipulation, each bone",,0,650.0000,487.5000,487.5000,617.5000,585.0000,617.5000,617.5000,585.0000,617.5000,552.5000,617.5000
4337800_1,ER 26720 CLSD TRMT FINGER SHAFT WO MN,Emergency,0450,26720,"Closed treatment of phalangeal shaft fracture, proximal or middle phalanx, finger or thumb; without manipulation, each",,0,650.0000,487.5000,487.5000,617.5000,585.0000,617.5000,617.5000,585.0000,617.5000,552.5000,617.5000
4337800_1,ER 26720 CLSD TRMT FINGER SHAFT WO MN,Inpatient,0450,26720,"Closed treatment of phalangeal shaft fracture, proximal or middle phalanx, finger or thumb; without manipulation, each",,0,650.0000,487.5000,487.5000,617.5000,585.0000,617.5000,617.5000,585.0000,617.5000,552.5000,617.5000
4337804_1,ER 26750 CLSD TRMT DISTAL PHLNGL FX WO MN,Emergency,0450,26750,"Closed treatment of distal phalangeal fracture, finger or thumb; without manipulation, each",,0,450.0000,337.5000,337.5000,427.5000,405.0000,427.5000,427.5000,405.0000,427.5000,382.5000,427.5000
4337804_1,ER 26750 CLSD TRMT DISTAL PHLNGL FX WO MN,Inpatient,0450,26750,"Closed treatment of distal phalangeal fracture, finger or thumb; without manipulation, each",,0,450.0000,337.5000,337.5000,427.5000,405.0000,427.5000,427.5000,405.0000,427.5000,382.5000,427.5000
4337805_1,"ER 26755 Closed treatment of distal phalangeal fracture, finger or thumb; with manipulation, each",Emergency,0450,26755,"Closed treatment of distal phalangeal fracture, finger or thumb; with manipulation, each",,0,550.0000,412.5000,412.5000,522.5000,495.0000,522.5000,522.5000,495.0000,522.5000,467.5000,522.5000
4337805_1,"ER 26755 Closed treatment of distal phalangeal fracture, finger or thumb; with manipulation, each",Inpatient,0450,26755,"Closed treatment of distal phalangeal fracture, finger or thumb; with manipulation, each",,0,550.0000,412.5000,412.5000,522.5000,495.0000,522.5000,522.5000,495.0000,522.5000,467.5000,522.5000
4337807_1,ER 26770 CLSD TX INTERPHALANGE WO ANE,Emergency,0450,26770,"Closed treatment of interphalangeal joint dislocation, single, with manipulation; without anesthesia",,0,650.0000,487.5000,487.5000,617.5000,585.0000,617.5000,617.5000,585.0000,617.5000,552.5000,617.5000
4337807_1,ER 26770 CLSD TX INTERPHALANGE WO ANE,Inpatient,0450,26770,"Closed treatment of interphalangeal joint dislocation, single, with manipulation; without anesthesia",,0,650.0000,487.5000,487.5000,617.5000,585.0000,617.5000,617.5000,585.0000,617.5000,552.5000,617.5000
4337810_1,ER 26951 AMPUTATION FINGER/THUMB SNGL,Emergency,0450,26951,"Amputation, finger or thumb, primary or secondary, any joint or phalanx, single, including neurectomies; with direct closure",,0,1800.0000,1350.0000,1350.0000,1710.0000,1620.0000,1710.0000,1710.0000,1620.0000,1710.0000,1530.0000,1710.0000
4337810_1,ER 26951 AMPUTATION FINGER/THUMB SNGL,Inpatient,0450,26951,"Amputation, finger or thumb, primary or secondary, any joint or phalanx, single, including neurectomies; with direct closure",,0,1800.0000,1350.0000,1350.0000,1710.0000,1620.0000,1710.0000,1710.0000,1620.0000,1710.0000,1530.0000,1710.0000
4337831_1,ER 27560 CLSD TX PATELLAR DSLC WO ANS,Emergency,0450,27560,Closed treatment of patellar dislocation; without anesthesia,,0,750.0000,562.5000,562.5000,712.5000,675.0000,712.5000,712.5000,675.0000,712.5000,637.5000,712.5000
4337831_1,ER 27560 CLSD TX PATELLAR DSLC WO ANS,Inpatient,0450,27560,Closed treatment of patellar dislocation; without anesthesia,,0,750.0000,562.5000,562.5000,712.5000,675.0000,712.5000,712.5000,675.0000,712.5000,637.5000,712.5000
4337837_1,ER 27750 CLSD TX TIBIAL SHAFT WO MAN,Emergency,0450,27750,Closed treatment of tibial shaft fracture (with or without fibular fracture); without manipulation,,0,1250.0000,937.5000,937.5000,1187.5000,1125.0000,1187.5000,1187.5000,1125.0000,1187.5000,1062.5000,1187.5000
4337837_1,ER 27750 CLSD TX TIBIAL SHAFT WO MAN,Inpatient,0450,27750,Closed treatment of tibial shaft fracture (with or without fibular fracture); without manipulation,,0,1250.0000,937.5000,937.5000,1187.5000,1125.0000,1187.5000,1187.5000,1125.0000,1187.5000,1062.5000,1187.5000
4337839_1,ER 27760 CLSD TX MED MALL FX W/O MAN,Emergency,0450,27760,Closed treatment of medial malleolus fracture; without manipulation,,0,1250.0000,937.5000,937.5000,1187.5000,1125.0000,1187.5000,1187.5000,1125.0000,1187.5000,1062.5000,1187.5000
4337839_1,ER 27760 CLSD TX MED MALL FX W/O MAN,Inpatient,0450,27760,Closed treatment of medial malleolus fracture; without manipulation,,0,1250.0000,937.5000,937.5000,1187.5000,1125.0000,1187.5000,1187.5000,1125.0000,1187.5000,1062.5000,1187.5000
4337842_1,ER 27780 CLSD TX PROX FIB/SHAFT WO MN,Emergency,0450,27780,Closed treatment of proximal fibula or shaft fracture; without manipulation,,0,1200.0000,900.0000,900.0000,1140.0000,1080.0000,1140.0000,1140.0000,1080.0000,1140.0000,1020.0000,1140.0000
4337842_1,ER 27780 CLSD TX PROX FIB/SHAFT WO MN,Inpatient,0450,27780,Closed treatment of proximal fibula or shaft fracture; without manipulation,,0,1200.0000,900.0000,900.0000,1140.0000,1080.0000,1140.0000,1140.0000,1080.0000,1140.0000,1020.0000,1140.0000
4337843_1,ER 27786 CLSD TX DISTAL FIBULA WO MN,Emergency,0450,27786,Closed treatment of distal fibular fracture (lateral malleolus); without manipulation,,0,1300.0000,975.0000,975.0000,1235.0000,1170.0000,1235.0000,1235.0000,1170.0000,1235.0000,1105.0000,1235.0000
4337843_1,ER 27786 CLSD TX DISTAL FIBULA WO MN,Inpatient,0450,27786,Closed treatment of distal fibular fracture (lateral malleolus); without manipulation,,0,1300.0000,975.0000,975.0000,1235.0000,1170.0000,1235.0000,1235.0000,1170.0000,1235.0000,1105.0000,1235.0000
4337853_1,ER 28470 CLSD TRMT METATARSAL PRO WO MN,Emergency,0450,28470,"Closed treatment of metatarsal fracture; without manipulation, each",,0,1200.0000,900.0000,900.0000,1140.0000,1080.0000,1140.0000,1140.0000,1080.0000,1140.0000,1020.0000,1140.0000
4337853_1,ER 28470 CLSD TRMT METATARSAL PRO WO MN,Inpatient,0450,28470,"Closed treatment of metatarsal fracture; without manipulation, each",,0,1200.0000,900.0000,900.0000,1140.0000,1080.0000,1140.0000,1140.0000,1080.0000,1140.0000,1020.0000,1140.0000
4337858_1,ER 28510 CLSD TX PHALANX/PHALANG WO M,Emergency,0450,28510,"Closed treatment of fracture, phalanx or phalanges, other than great toe; without manipulation, each",,0,450.0000,337.5000,337.5000,427.5000,405.0000,427.5000,427.5000,405.0000,427.5000,382.5000,427.5000
4337858_1,ER 28510 CLSD TX PHALANX/PHALANG WO M,Inpatient,0450,28510,"Closed treatment of fracture, phalanx or phalanges, other than great toe; without manipulation, each",,0,450.0000,337.5000,337.5000,427.5000,405.0000,427.5000,427.5000,405.0000,427.5000,382.5000,427.5000
4337862_1,ER 29065 APPLICATION OF LONG ARM CAST,Emergency,0450,29065,"Application, cast; shoulder to hand (long arm)",,0,450.0000,337.5000,337.5000,427.5000,405.0000,427.5000,427.5000,405.0000,427.5000,382.5000,427.5000
4337862_1,ER 29065 APPLICATION OF LONG ARM CAST,Inpatient,0450,29065,"Application, cast; shoulder to hand (long arm)",,0,450.0000,337.5000,337.5000,427.5000,405.0000,427.5000,427.5000,405.0000,427.5000,382.5000,427.5000
