name,city,state,address,website
RACELAND-WORTHINGTON SCHOOLS CAMPUS B,ASHLAND,KY,2420 ROBERTS DR,
ANTONIO SARRIERA EGOZCUE,SAN JUAN,PR,CALLE CARMEN HERNANDEZ URB EL COMANDANTE,
ANTWERP LOCAL ELEMENTARY SCHOOL,ANTWERP,OH,303 S. HARRMANN RD,
IOWA HIGH SCHOOL,IOWA,LA,401 W MILLER AVE,
WESMERE ELEMENTARY SCHOOL,PLAINFIELD,IL,2001 WESMERE PKWY,
OTTER CREEK MIDDLE SCHOOL,TERRE HAUTE,IN,4801 N LAFAYETTE ST,
ALZADA SCHOOL,ALZADA,MT,236 SPRING STREET,
STRICKLAND MIDDLE,DENTON,TX,324 WINDSOR ST,
MCNAIR EL,DENTON,TX,1212 HICKORY CREEK RD,
PEDRO ROSARIO NIEVES,FAJARDO,PR,RES PEDRO ROSARIO NIEVES,
TYLER SKILLS ELEMENTARY,STOCKTON,CA,3830 WEBSTER AVE.,
TODAY'S FRESH START CHARTER SCHOOL INGLEWOOD,INGLEWOOD,CA,3405 W. IMPERIAL HWY.,
SAN JOSE INTERMEDIATE,NOVATO,CA,1000 SUNSET PKWY.,
UNIVERSAL INSTITUTE CS,PHILADELPHIA,PA,800 S 15TH STREET,
KARNS ELEMENTARY,KNOXVILLE,TN,8108 BEAVER RIDGE RD,
INGHAM VIRTUAL HIGH SCHOOL,LESLIE,MI,4141 HULL RD,
WILLIAM E FERRON ELEMENTARY SCHOOL,LAS VEGAS,NV,4200 MOUNTAIN VISTA ST.,
BENNETT EL,WOLFFORTH,TX,101 DONALD PRESTON DR,
LINCOLN-DOUGLAS ELEMENTARY SCHOOL,QUINCY,IL,3211 PAYSON RD,
ANDERSON-LIVSEY ELEMENTARY SCHOOL,SNELLVILLE,GA,4521 CENTERVILLE HWY,
ELMHURST COMMUNITY PREP,OAKLAND,CA,1800 98TH AVE.,
JOHN MILLS ELEM SCHOOL,ELMWOOD PARK,IL,2824 N 76TH AVE,
RUBY S THOMAS ELEMENTARY SCHOOL,LAS VEGAS,NV,1560 E. CHEROKEE LN.,
ANIMAS VALLEY ELEMENTARY SCHOOL,DURANGO,CO,373 HERMOSA MEADOWS ROAD,
GRAND RAPIDS MONTESSORI PUBLIC SCHOOL,GRAND RAPIDS,MI,159 COLLEGE AVE NE,
GIBBS HIGH SCHOOL,CORRYTON,TN,7628 TAZEWELL PIKE,
MARK TWAIN ELEMENTARY,SACRAMENTO,CA,4914 58TH ST.,
BRENTWOOD ELEMENTARY SCHOOL,LAKE CHARLES,LA,3825 BRENTWOOD AVENUE,
KENSINGTON INTERMEDIATE ELEMENTARY SCHOOL,ROCKY RIVER,OH,20140 LAKE RD,
KING KEKAULIKE HIGH SCHOOL,PUKALANI,HI,121 KULA HWY,
REX MILL MIDDLE SCHOOL,REX,GA,6380 EVANS DR,
NOBEL ELEM SCHOOL,CHICAGO,IL,4127 W HIRSCH ST,
IMAGINE SUPERSTITION MIDDLE,APACHE JUNCTION,AZ,1843 WEST 16TH AVENUE,
RALPH J. BUNCHE HIGH,OAKLAND,CA,1240 18TH ST.,
WEST CAMPUS FACILITY,MASON CITY,IL,160 E CHESTNUT ST,
CHRISTOPHER DENA ELEMENTARY,LOS ANGELES,CA,1314 DACOTAH ST.,
TILFORD ELEMENTARY SCHOOL,VINTON,IA,308 E 13TH ST,
RIDGEVIEW CHARTER SCHOOL,ATLANTA,GA,5340 S TRIMBLE RD,
SOUTHERN LOCAL ELEMENTARY SCHOOL,SALINEVILLE,OH,38095E STATE ROUTE 39,
CALDWELL COUNTY ELEMENTARY SCHOOL,PRINCETON,KY,105 EDUCATION DR,
PS 29 BARDWELL,STATEN ISLAND,NY,1581 VICTORY BLVD,
DON D STEED ELEMENTARY,RAEFORD,NC,800 PHILLIPI CHURCH RD,
BRENHAM EL,BRENHAM,TX,1000 BLUE BELL DR,
PEIFFER ELEMENTARY SCHOOL,LITTLETON,CO,4997 SOUTH MILLER WAY,
KATHARINE DREXEL ELEMENTARY SCHOOL,BROUSSARD,LA,409 ST. DEPORRES AVENUE,
LEGRANDE ELEMENTARY SCHOOL,HORSE CAVE,KY,70 LEGRANDE SCHOOL ROAD,
WEST ST. MARY HIGH SCHOOL,BALDWIN,LA,18333 HWY 182 WEST,
SUNRISE PRESCHOOL,PROVO,UT,87 N. 700 E.,
MOUND CITY HIGH,MOUND CITY,MO,708 NEBRASKA ST,
CARLINVILLE HIGH SCHOOL,CARLINVILLE,IL,829 W MAIN ST,
CERRO GORDO JR AND SR HIGH SCH,CERRO GORDO,IL,PO BOX 79,
JEFFERSON ELEMENTARY SCHOOL,GAHANNA,OH,136 CARPENTER RD,
KENNETH R. OLSON MIDDLE SCHOOL,TABERNACLE,NJ,132 NEW ROAD,
LINCOLN HIGH SCHOOL,JERSEY CITY,NJ,60 CRESCENT AVE,
OXFORD HILLS MIDDLE SCHOOL,PARIS,ME,100 PINE STREET,
SU REXFORD G. TUGWELL,CAYEY,PR,CARR 15 INT 7737 BO SUMIDO,
SOUTH MAIN STREET ELEMENTARY SCHOOL,PLEASANTVILLE,NJ,701 SOUTH MAIN STREET,
PS/IS 157 BENJAMIN FRANKLIN HEATH AND SCIENCE (THE),BROOKLYN,NY,850 KENT AVE,
PS 62 CHESTER PARK SCHOOL,SOUTH RICHMOND HILL,NY,97-25 108TH ST,
RAVENNA SENIOR HIGH,RAVENNA,NE,41750 CARTHAGE RD,
BEDFORD HIGH SCHOOL,BEDFORD,OH,481 NORTHFIELD RD,
COTTONWOOD CREEK ELEMENTARY SCHOOL,ENGLEWOOD,CO,11200 EAST ORCHARD AVENUE,
PRESTON HIGH SCHOOL,PRESTON,ID,151 EAST 2ND SOUTH,
SACAJAWEA JUNIOR HIGH SCHOOL,LEWISTON,ID,3610 12TH STREET,
PINEHURST ELEMENTARY,SALISBURY,MD,520 S PINEHURST AVE,
ARLINGTON HEIGHTS ELEMENTARY SCH,BLOOMINGTON,IN,700 W PARRISH RD,
DOMINION TRAIL ELEMENTARY,ASHBURN,VA,44045 BRUCETON MILLS CIRCLE,
CRESTWOOD MIDDLE SCHOOL,MANTUA,OH,10880 JOHN EDWARD DR,
BRAZOSWOOD H S,CLUTE,TX,302 W BRAZOSWOOD DR,
ROCKHILL ELEMENTARY SCHOOL,ALLIANCE,OH,2400 S ROCKHILL AVE,
GARRETT ACADEMY OF TECHNOLOGY,NORTH CHARLESTON,SC,2731 GORDON STREET,
SOC JUST LEADERSHIP ACAD AT ESTEBAN E. TORRES HIGH #5,LOS ANGELES,CA,4211 DOZIER ST.,
SHERRARD JR HIGH SCHOOL,SHERRARD,IL,4701 176TH AVE,
MARIEMONT HIGH SCHOOL,CINCINNATI,OH,1 WARRIOR WAY,
LINCOLN ELEMENTARY SCHOOL,HASTINGS,NE,720 S FRANKLIN,
SPENCER POINTE,NEW LENOX,IL,1721 SPENCER RD,
ALEXANDER HENDERSON ELEMENTARY SCHOOL,SAINT CROIX,VI,73 ESTATE CONCORDIA,
LAKEVIEW ELEMENTARY SCHOOL,BLOOMINGTON,IN,9090 S STRAIN RIDGE,
LIBERTY ELEMENTARY SCHOOL,MISHAWAKA,IN,600 E PREGEL DR,
WESTVIEW ELEMENTARY SCHOOL,AVON LAKE,OH,155 MOORE RD,
CRESTON ELEMENTARY,CRESTON,WA,485 SE E STREET,
WILLISTON-ELKO MIDDLE,WILLISTON,SC,12233 MAIN STREET,
KARSHNER ELEMENTARY,PUYALLUP,WA,1328 8TH AVE NW,
BATTLEFIELD ELEMENTARY,FREDERICKSBURG,VA,11108 LEAVELLS RD,
WASHINGTON ELEM SCHOOL,ROBINSON,IL,507 W CONDIT ST,
PENNY CREEK ELEMENTARY,EVERETT,WA,4117 132ND ST. SE,
INES MARIA MENDOZA,CAGUAS,PR,URB VILLAS DE CASTRO CALLE 10 ESQ 11,
PS 255,FLUSHING,NY,158-40 76TH RD,
LOWELL ELEMENTARY SCHOOL,BELLINGHAM,WA,935 14TH ST,
ELEMENTAL BO HIGUILLAR (ECOLOGICA),DORADO,PR,CARR 695 KM 1 HM 16 BO HIGUILLAR,
PENNSVILLE MIDDLE SCHOOL,PENNSVILLE,NJ,4 WILLIAM PENN AVENUE,
WILLYARD ELEMENTARY SCHOOL,RAVENNA,OH,680 SUMMIT RD,
PIKE ELEMENTARY SCHOOL,CAMBRIDGE,OH,4533 PETERS CREEK RD,
TENAYA MIDDLE,FRESNO,CA,1239 W. MESA AVE.,
WILLARD ELEM SCHOOL,SOUTH ELGIN,IL,370 W SPRING ST,
GOLD HILL MIDDLE,TEGA CAY,SC,1025 DAVE GIBSON BOULEVARD,
PS 23 CARTER G WOODSON,BROOKLYN,NY,545 WILLOUGHBY AVE,
DUNDEE HIGHLANDS ELEM SCHOOL,WEST DUNDEE,IL,407 S 5TH ST,
THE CHILDREN'S SCHOOL AT SYLVIA CIRCLE,ROCK HILL,SC,929 SYLVIA CIRCLE,
CHAUNCEY EARLY-LEARNING CENTER,CHAUNCEY,OH,21 BIRGE DRIVE,
JEFFERSON MIDDLE SCHOOL,DELPHOS,OH,227 N JEFFERSON ST,
STEVENS ELEMENTARY SCHOOL,ABERDEEN,WA,301 S. FARRAGUT,
SOUTH ELGIN HIGH SCHOOL,SOUTH ELGIN,IL,760 E MAIN ST,
BROKEN BOW MIDDLE SCHOOL,BROKEN BOW,NE,322 NORTH 9TH AVENUE,
FAIRFIELD ELEMENTARY SCHOOL,PICKERINGTON,OH,13000 COVENTRY AVE,
COUGAR CREEK ELEMENTARY SCHOOL,ARLINGTON,WA,16216 11TH AVE N.E.,
SOUTH MIDDLE SCHOOL,NAMPA,ID,229 WEST GREENHURST ROAD,
SHEILA SKIP NOWELL (CAPITAL),PROVIDENCE,RI,133 DELAINE STREET,
BRIMFIELD GRADE SCHOOL,BRIMFIELD,IL,PO BOX 380,
TRI-CITY HIGH SCHOOL,BUFFALO,IL,324 W CHARLES ST,
LINCOLN MAGNET SCHOOL,SPRINGFIELD,IL,300 S 11TH ST,
AURORA MIDDLE SCHOOL,AURORA,NE,300 L ST,
AMELIA COUNTY ELEMENTARY,AMELIA COURT HOUSE,VA,8533 N FIVE FORKS RD,
INDEPENDENCE CS,PHILADELPHIA,PA,1600 LOMBARD STREET,
NEVITT FOREST ELEMENTARY,ANDERSON,SC,1401 BOLT DRIVE,
JAMES F. BYRNES HIGH,DUNCAN,SC,150 EAST MAIN STREET,
TARRANT CO J J A E P,GRAPEVINE,TX,3051 IRA E WOODS AVE,
LYNNHAVEN ELEMENTARY,VIRGINIA BEACH,VA,210 DILLON DR,
BOULEVARD ELEMENTARY SCHOOL,CLEVELAND HEIGHTS,OH,1749 LEE RD,
CAMDEN PRIMARY SCHOOL,CAMDEN,OH,120 BLOOMFIELD ST,
AURELIO PEREZ MARTINEZ,BAYAMON,PR,URB SANTA ELENA CALLE 6 EH 200,
BEALS ELEMENTARY SCHOOL,BEALS,ME,24 MILL POND RD,
I X L ELEM,ARKANSAS CITY,KS,6758 322ND ROAD,
PINE HILL MIDDLE SCHOOL,PINE HILL,NJ,1100 TURNERVILLE ROAD,
GILBERT MIDDLE,GILBERT,SC,120 RIKARD CIRCLE,
FOX MILL ELEMENTARY,HERNDON,VA,2611 VIKING DR,
EDISON MIDDLE,BAKERSFIELD,CA,721 S. EDISON RD.,
ESWOOD C C GRADE SCHOOL,LINDENWOOD,IL,304 MAIN ST,
SOUTH GALLIA HIGH SCHOOL,CROWN CITY,OH,55 REBEL DR,
COUNCIL ELEMENTARY SCHOOL,COUNCIL,ID,202 HIGHWAY 95,
FREDERICK LAW OLMSTED ACADEMY SOUTH,LOUISVILLE,KY,5650 SOUTHERN PKWY,
RAFAEL MARTINEZ NADAL,BAYAMON,PR,URB HNAS DAVILA CALLE C ESQ CALLE 7,
HARRISON ELEM SCHOOL,WONDER LAKE,IL,6809 MCCULLOM LK RD,
BYHALIA MIDDLE SCHOOL (6-8),BYHALIA,MS,172 HIGHWAY 309 NORTH,
GAYTON ELEMENTARY,RICHMOND,VA,12481 CHURCH RD,
SOUTH MAN ELEMENTARY SCHOOL,MAN,WV,301 EAST MCDONALD AVENUE,
COLUMBIA ELEMENTARY,ANNANDALE,VA,6720 ALPINE DR,
HERNDON ELEMENTARY,HERNDON,VA,630 DRANESVILLE RD,
NEW BRUNSWICK MIDDLE SCHOOL,NEW BRUNSWICK,NJ,1125 LIVINGSTON AVENUE,
STOBER ELEMENTARY SCHOOL,LAKEWOOD,CO,2300 URBAN STREET,
ELEMENTARY SCHOOL AT HALSEY,HALSEY,NE,408 HWY 2,
JAMES MONROE ELEMENTARY,NORFOLK,VA,520 W 29TH ST,
EARLY CHILDHOOD CENTER,CORPUS CHRISTI,TX,617 PURDUE,
WOODVILLE EL,WOODVILLE,TX,602 N REID,
LEE STREET ELEMENTARY SCHOOL,JONESBORO,GA,178 LEE ST,
WILLIAMSBURG ELEM SCHOOL,GENEVA,IL,1812 WILLIAMSBURG,
WATERTOWN-MAYER PRIMARY SCHOOL,WATERTOWN,MN,313 ANGEL AVE NW,
HERITAGE INTERMEDIATE,WENTZVILLE,MO,601 CARR ST,
HIGH SCHOOL OF AMERICAN STUDIES AT LEHMAN COLLEGE,BRONX,NY,2925 GOULDEN AVE,
ABRAHAM LINCOLN ELEMENTARY,CUPERTINO,CA,21710 MCCLELLAN RD.,
TWAIN ELEMENTARY SCHOOL,COLORADO SPRINGS,CO,3402 EAST SAN MIGUEL STREET,
PETERSON ELEM SCHOOL,CHICAGO,IL,5510 N CHRISTIANA AV,
SOUTH SIDE ELEMENTARY SCHOOL,KENDALLVILLE,IN,1350 S SHERMAN ST,
HOWARD E THIRKILL PRIMARY SCHOOL,SODA SPRINGS,ID,60 EAST 4TH STREET,
GRIFFITH SENIOR HIGH SCHOOL,GRIFFITH,IN,600 N WIGGS ST,
BROOKSIDE ELEMENTARY SCHOOL,NICHOLASVILLE,KY,199 BROOKSIDE DR,
WILLOW SPRINGS ELEMENTARY,FAIRFAX,VA,5400 WILLOW SPRINGS SCHOOL RD,
MARIA E. BAS DE VAZQUEZ,BAYAMON,PR,CARR 831 URB LOMAS VERDES,
PLEASANT VALLEY ELEMENTARY,KNOXVILLE,MD,1707 ROHRERSVILLE RD,
BUZZ ALDRIN MIDDLE SCHOOL,UPPER MONTCLAIR,NJ,173 BELLEVUE AVE,
JOSE SEVERO QUINONES,CAROLINA,PR,URB JOSE S QUINONES CALLE ULISES ORTIZ,
WINNFIELD PRIMARY SCHOOL,WINNFIELD,LA,401 SOUTH ST. JOHN STREET,
ROLLING KNOLLS ELEMENTARY,ANNAPOLIS,MD,1985 VALLEY RD,
PS 209 CLEARVIEW GARDENS,WHITESTONE,NY,16-10 UTOPIA PKWY,
DALTON MIDDLE SCHOOL,DALTON,OH,250 N CHURCH ST,
WILLIAMSON COUNTY DETENTION CENTER,GEORGETOWN,TX,701 N COLLEGE ST,
PROSPECT ELEMENTARY SCHOOL,MERIDIAN,ID,4300 NORTH RED HORSE WAY,
MCCAIN MIDDLE SCHOOL,PAYETTE,ID,400 NORTH IOWA AVENUE,
GLADE SPRING MIDDLE,GLADE SPRING,VA,33474 STAGE COACH RD,
WESTWOOD ELEMENTARY SCHOOL,GREENWOOD,IN,899 HONEY CREEK RD,
LINCOLN ELEMENTARY SCHOOL,WADSWORTH,OH,268 N LYMAN ST,
LINCOLN ELEMENTARY SCHOOL,PONTIAC,IL,514 S MAIN ST,
BLAIRWOOD ELEMENTARY SCHOOL,DAYTON,OH,1241 BLAIRWOOD AVE,
CONEJO ELEMENTARY,THOUSAND OAKS,CA,280 N. CONEJO SCH RD.,
HAYWARD GROUP HOME,ALBERT LEA,MN,211 WEST RICHWAY DR,
BOULDER BLUFF ELEMENTARY,GOOSE CREEK,SC,400 JUDY DRIVE,
SU HELECHAL,BARRANQUITAS,PR,CARR 162 KM 7 HM 4 BO HELECHAL,
J. K. GOURDIN ELEMENTARY,PINEVILLE,SC,1649 HIGHWAY 45,
BROOKWOOD ELEMENTARY,VIRGINIA BEACH,VA,601 S LYNNHAVEN RD,
EUGENIO LE COMPTE BENITEZ,PONCE,PR,CARR 132 VILLA FINAL 1150,
LIVINGSTON AVENUE SCHOOL,CRANFORD,NJ,75 LIVINGSTON AVENUE,
DOYLE EL SCH,DOYLESTOWN,PA,260 N WEST ST,
KOOTENAI JR/SR HIGH SCHOOL,HARRISON,ID,13030 EAST O'GARA ROAD,
P.B. SMITH ELEMENTARY,WARRENTON,VA,6176 DUMFRIES RD,
LAKELAND HILLS ELEMENTARY,AUBURN,WA,1020 EVERGREEN WAY SE,
BONNEVILLE HIGH SCHOOL,IDAHO FALLS,ID,3165 EAST IONA ROAD,
MAX LEUCHTER,VINELAND,NJ,519 N WEST AVE,
PS 200 BENSON SCHOOL,BROOKLYN,NY,1940 BENSON AVE,
MAPLE DALE ELEMENTARY SCHOOL,CINCINNATI,OH,6100 HAGEWA DR,
TRANSITION HIGH (CONTINUATION),ELK GROVE,CA,9800 ELK GROVE-FLORIN RD.,
MCAULIFFE ELEM SCHOOL,CHICAGO,IL,1841 N SPRINGFIELD,
NEW FRANKLIN MIDDLE-HIGH,NEW FRANKLIN,MO,412 WEST BROADWAY,
PS 93 ALBERT G OLIVER,BRONX,NY,1535 STORY AVE,
DIBOLL PRI,DIBOLL,TX,113 HENDRICK ST,
MIDDLETON MIDDLE SCHOOL,MIDDLETON,ID,511 WEST MAIN STREET,
PULASKI INTL SCH OF CHICAGO,CHICAGO,IL,2230 W MCLEAN AVE,
SPRINGS VALLEY COMM HIGH SCHOOL,FRENCH LICK,IN,326 S LARRY BIRD BLVD,
MCVS ASSUNPINK CENTER,TRENTON,NJ,1085 OLD TRENTON ROAD,
PRAIRIE RIDGE HIGH SCHOOL,CRYSTAL LAKE,IL,6000 DVORAK DR,
CUMBERLAND CO JUV CTR,BRIDGETON,NJ,135 SUNNY SLOPE LANE,
CLARENCE M GOCKLEY EL SCH,WHITEHALL,PA,2932 ZEPHYR BLVD,
FANNIN EL,CORSICANA,TX,3201 N BEATON,
MIRA VISTA ELEMENTARY,RICHMOND,CA,6397 HAZEL AVE.,
JAMES R WATSON ELEMENTARY SCHOOL,AUBURN,IN,901 ECKHART AVE,
MOROCCO ELEMENTARY SCHOOL,MOROCCO,IN,310 S LINCOLN,
JOSE C. ROSARIO,ISABELA,PR,CARR 2 KM 11 HM 2 BO MORA,
HIGH SCHOOL FOR CIVIL RIGHTS,BROOKLYN,NY,400 PENNSYLVANIA AVE,
SALVADOR BRAU ELEMENTAL,CAYEY,PR,JARDINES I CALLE 13 FINAL,
DESERT VALLEY SCHOOL,BULLHEAD CITY,AZ,1066 MARINA BLVD,
HS 560 CITY-AS-SCHOOL,NEW YORK,NY,16 CLARKSON ST,
HAWTHORNE ELEMENTARY SCHOOL - SEATTLE,SEATTLE,WA,4100 39 AV S,
MARIA MONTANEZ GOMEZ,CAGUAS,PR,CALLE CECILIANA PARCELAS LAS CAROLINAS,
PRAIRIELAND ELEMENTARY SCHOOL,NORMAL,IL,1300 E RAAB RD,
ANNAPOLIS ELEMENTARY,ANNAPOLIS,MD,180 GREEN STREET,
SPINNING HILLS MIDDLE SCHOOL (5-6),DAYTON,OH,5001 EASTMAN AVE,
BERTA CABAZA MIDDLE,SAN BENITO,TX,2901 SHAFER RD,
KETTLE FALLS MIDDLE SCHOOL,KETTLE FALLS,WA,W 105 11TH,
JEFFERSON ELEMENTARY SCHOOL,RIGBY,ID,306 N 3700 E,
NORTH CLAY COMMUNITY HIGH SCHOOL,LOUISVILLE,IL,PO BOX 220,
TOWN CREEK ELEMENTARY,LEXINGTON PARK,MD,45805 DENT DR,
EWING HIGH SCHOOL,EWING,NJ,900 PARKWAY AVE,
MIDDLETON ELEMENTARY,MIDDLETON,TN,180 ROBIN CIR,
WALNUT HILL ELEM SCHOOL,OMAHA,NE,4370 HAMILTON ST,
SHADOW LAKE ELEMENTARY,MAPLE VALLEY,WA,22620 SWEENEY ROAD SE,
EDISON ELEMENTARY - BURLINGTON/EDISON,EDISON,WA,5801 MAIN ST,
FORT JONES ELEMENTARY,FORT JONES,CA,11501 MATHEWS ST.,
ELSIE C JOHNSON ELEM SCH,HANOVER PARK,IL,1380 NAUTILUS LN,
COLLEGE OAKS ELEMENTARY SCHOOL,LAKE CHARLES,LA,3618 ERNEST STREET,
ASBURY EL SCH,FAIRVIEW,PA,5875 STERRETTANIA RD,
RUBEN RODRIGUEZ FIGUEROA,NARANJITO,PR,CARR #164 BO NUEVO,
ADELANTE DUAL LANGUAGE ACADEMY,SAN JOSE,CA,2999 RIDGEMONT DR.,
JACKSON SCHOOL,LA SALLE,IL,345 6TH ST,
MORGAN COUNTY MIDDLE SCHOOL,WEST LIBERTY,KY,380 ROAD TO SUCCESS,
PLUM GROVE JR HIGH SCHOOL,ROLLING MEADOWS,IL,2600 PLUM GROVE RD,
270 HOPKINS IS,HOPKINS,MN,1101 W HWY 7.,
JEFFERSON COLLEGE,HILLSBORO,MO,1000 VIKING DRIVE,
WELLINGTON ELEMENTARY,LEXINGTON,KY,3280 KEITHSHIRE WAY,
SAN ANTONIO ELEMENTARY,LOCKWOOD,CA,67550 LOCKWOOD/JOLON RD.,
VALENCIA HIGH,PLACENTIA,CA,500 N. BRADFORD AVE.,
ALLENDALE ELEMENTARY SCHOOL,ALLENDALE,IL,PO BOX 130,
RACELAND-WORTHINGTON HIGH SCHOOL,RACELAND,KY,500 RAM BLVD,
METCALFE COUNTY MIDDLE SCHOOL,EDMONTON,KY,208 RANDOLPH STREET LOT 1,
STELLA WORLEY MIDDLE SCHOOL,WESTWEGO,LA,801 SPARTAN DRIVE,
BUCK EL SCH,LEVITTOWN,PA,143 TOP RD,
SUMMERS MIDDLE SCHOOL,HINTON,WV,400 TEMPLE ST,
W W WALKER ELEM SCHOOL,BEDFORD PARK,IL,7735 W 66TH PL,
CRESCENT HIGH,IVA,SC,9104 HIGHWAY 81 SOUTH,
KINGSBOROUGH MIDDLE,SAN ANTONIO,TX,422 ASHLEY RD,
SHELTER COVE,FORT BRAGG,CA,250 S. SANDERSON WAY,
H C STORM ELEM SCHOOL,BATAVIA,IL,305 N VAN NORTWICK,
MACCRAY SENIOR HIGH,CLARA CITY,MN,711 WOLVERINE DR,
NORTHWESTERN HIGH,MENDON,MO,18475 HWY 11,
THOMAS JEFFERSON MIDDLE SCHOOL,EDISON,NJ,450 DIVISION STREET,
FREDERICKTOWN ELEMENTARY SCHOOL,FREDERICKTOWN,OH,111 STADIUM DRIVE,
AVONWORTH EL SCH,PITTSBURGH,PA,1320 ROOSEVELT RD,
ROSE TREE EL SCH,MEDIA,PA,1101 FIRST AVE,
RHODES ELEM SCHOOL,RIVER GROVE,IL,8931 FULLERTON AVE,
MIDDLE TOWNSHIP ELEMENTARY #2,CAPE MAY COURT HOUSE,NJ,101 WEST PACIFIC AVE,
PS 211,BRONX,NY,1919 PROSPECT AVE,
JAMES A GARFIELD HIGH SCHOOL,GARRETTSVILLE,OH,10233 STATE ROUTE 88,
FERNANDO CALLEJO,MANATI,PR,CALLE VENDING ESQ ROSARIO,
CROSBYTON DAEP,CROSBYTON,TX,204 S HARRISON ST,
HILLSIDE HIGH,UPLAND,CA,1558 W. NINTH ST.,
LANDERS ELEMENTARY,LANDERS,CA,56450 RECHE RD.,
JAMES R. ALLEN HIGH SCHOOL,BRANDENBURG,KY,918 OLD STATE ROAD,
NSO - INDEPENDENT STUDY,PLYMOUTH,MN,1820 XENIUM LN N,
PS 26 JESSE OWENS,BROOKLYN,NY,1014 LAFAYETTE AVE,
BELTON ELEMENTARY,BELTON,SC,202 WATKINS STREET,
GARCIA EL,CORPUS CHRISTI,TX,4401 GREENWOOD,
FLATWOODS ELEMENTARY SCHOOL,FLATWOODS,WV,142 FLATWOODS CORNER RD,
MANUEL MORALES FELICIANO,AGUADA,PR,CARR 417 KM.7 HM 8 BO. CERRO GORDO,
BETHKE ELEMENTARY SCHOOL,TIMNATH,CO,5100 SCHOOL HOUSE DRIVE,
SCUDDER KENYON CAMP,SAUGUS,CA,28750 BOUQUET CANYON RD.,
DASSEL ELEMENTARY,DASSEL,MN,131 WILLIAM AVE E,
MILL CREEK MIDDLE,LUSBY,MD,12200 SOUTHERN CONNECTOR BLVD,
REARDAN MIDDLE-SENIOR HIGH SCHOOL,REARDAN,WA,215 E SPOKANE,
CONNELL HIGH SCHOOL,CONNELL,WA,1100 W. CLARK ST.,
INDIAN RIVER MIDDLE,CHESAPEAKE,VA,2300 OLD GREENBRIER RD,
WILSON FOCUS SCHOOL,OMAHA,NE,5141 F STREET,
BRISTOL GRADE SCHOOL,BRISTOL,IL,23 HUNT ST,
ALBERT LEA AREA LEARNING CENTER,ALBERT LEA,MN,2200 RIVERLAND DRIVE,
KICKEMUIT MIDDLE SCHOOL,WARREN,RI,525 CHILD STREET,
CORA KELLY MAGNET ELEMENTARY,ALEXANDRIA,VA,3600 COMMONWEALTH AVE,
MADISON ELEMENTARY,RUTHER GLEN,VA,9075 CHANCE PLACE,
PECULIAR ELEM.,PECULIAR,MO,201 E 3RD ST,
WILLOW ELEM SCHOOL,PEKIN,IL,1110 VEERMAN ST,
CAREER AND INNOVATION ACADEMY OF ORANGE,ORANGE,NJ,123 CLEVELAND STREET,
LANDER ELEMENTARY,CLEVELAND,OH,1714 LANDER RD,
ACAD OF ENVT SCI/MATH ELEM,ST. LOUIS,MO,3325 BELL,
COASTAL LEADERSHIP ACADEMY,MYRTLE BEACH,SC,3710 PALMETTO POINTE BOULEVARD,
ELLENSBURG DEVELOPMENTAL PRESCHOOL,ELLENSBURG,WA,400 E UNIVERSITY WAY,
HILLCREST HIGH,RIVERSIDE,CA,11800 INDIANA AVE.,
GREENFIELD CENTRAL JUNIOR HIGH SCH,GREENFIELD,IN,1440 N FRANKLIN,
GARY MIDDLE COLLEGE,GARY,IN,131 EAST 5TH AVE,
YOUNG VOICES ACADEMY OF THE BRONX,BRONX,NY,800 LYDIG AVE,
CEDAR PARK MIDDLE,CEDAR PARK,TX,2100 SUN CHASE BLVD,
RAPID CITY HIGH SCHOOL - 45,RAPID CITY,SD,601 COLUMBUS ST,
BELLE VERNON AREA MS,BELLE VERNON,PA,500 PERRY AVE,
WATERFORD ELEMENTARY SCHOOL,WATERFORD,OH,ST RT 339,
GREAT RIVER ELEMENTARY SCHOOL,SAINT PAUL,MN,1326 ENERGY PARK DR,
FOSTER MEADE CAREER & TECHNICAL CENTER,VANCEBURG,KY,79 LIONS LN,
BOLT ACADEMY,BRIGHTON,CO,1850 EGBERT STREET,
RIDGELINE MIDDLE SCHOOL,YELM,WA,10605 CARTER ST SE,
DR. FACUNDO BUESO,SAN JUAN,PR,CALLE DEL VALLE ESQ EDUARDO CONDE,
MARIANO ABRIL,SAN GERMAN,PR,CARR 361 HOCONUCO ALTO,
EXETER COMMUNITY DAY,EXETER,CA,1107 E. ROCKY HILL DR.,
SACATON ELEMENTARY,SACATON,AZ,92 SKILL CENTER RD,
BAKER HIGH,BAKER,CA,72100 SCH HOUSE LN.,
IGO-ONO ELEMENTARY,IGO,CA,6429 PLACER ST.,
GAHANNA WEST MIDDLE SCHOOL,GAHANNA,OH,350 N STYGLER RD,
BRIGHTON HERITAGE ACADEMY,BRIGHTON,CO,830 BRIDGE STREET,
CHERRY CREEK HIGH SCHOOL,GREENWOOD VILLAGE,CO,9300 EAST UNION AVENUE,
PARKWOOD ELEMENTARY SCHOOL,WARNER ROBINS,GA,503 PARKWOOD DR,
ESTHER F. GARRISON SCHOOL FOR THE ARTS,SAVANNAH,GA,649 W JONES ST,
SEQUOYAH MIDDLE SCHOOL,ATLANTA,GA,3456 AZTEC RD,
