cms_certification_num,payer,code,description,price,inpatient_outpatient
171313,MIN,189,PULMONARY EDEMA AND RESPIRATORY FAILURE,2059.00,INPATIENT
171313,MAX,189,PULMONARY EDEMA AND RESPIRATORY FAILURE,15488.51,INPATIENT
171313,Medicare Inpatient Allowable Rate Per Day,189,PULMONARY EDEMA AND RESPIRATORY FAILURE,2351.00,INPATIENT
171313,Blue Cross Inpatient Allowable Rate,189,PULMONARY EDEMA AND RESPIRATORY FAILURE,12299.00,INPATIENT
171313,United Healthcare Inpatient Allowable Rate,189,PULMONARY EDEMA AND RESPIRATORY FAILURE,12390.81,INPATIENT
171313,Cigna Inpatient Allowable Rate,189,PULMONARY EDEMA AND RESPIRATORY FAILURE,15488.51,INPATIENT
171313,Aetna Inpatient Allowable Rate,189,PULMONARY EDEMA AND RESPIRATORY FAILURE,13042.96,INPATIENT
171313,WPPA Inc Inpatient Allowable Rate Per Day,189,PULMONARY EDEMA AND RESPIRATORY FAILURE,2059.00,INPATIENT
171313,Average Total Charges,191,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH CC,4390.82,INPATIENT
171313,MIN,191,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH CC,2059.00,INPATIENT
171313,MAX,191,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH CC,7899.15,INPATIENT
171313,Medicare Inpatient Allowable Rate Per Day,191,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH CC,2351.00,INPATIENT
171313,Blue Cross Inpatient Allowable Rate,191,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH CC,7899.15,INPATIENT
171313,United Healthcare Inpatient Allowable Rate,191,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH CC,3337.02,INPATIENT
171313,Cigna Inpatient Allowable Rate,191,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH CC,4171.28,INPATIENT
171313,Aetna Inpatient Allowable Rate,191,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH CC,3512.66,INPATIENT
171313,WPPA Inc Inpatient Allowable Rate Per Day,191,CHRONIC OBSTRUCTIVE PULMONARY DISEASE WITH CC,2059.00,INPATIENT
171313,Average Total Charges,193,SIMPLE PNEUMONIA AND PLEURISY WITH MCC,22291.22,INPATIENT
171313,MIN,193,SIMPLE PNEUMONIA AND PLEURISY WITH MCC,2059.00,INPATIENT
171313,MAX,193,SIMPLE PNEUMONIA AND PLEURISY WITH MCC,21176.66,INPATIENT
171313,Medicare Inpatient Allowable Rate Per Day,193,SIMPLE PNEUMONIA AND PLEURISY WITH MCC,2351.00,INPATIENT
171313,Blue Cross Inpatient Allowable Rate,193,SIMPLE PNEUMONIA AND PLEURISY WITH MCC,11035.58,INPATIENT
171313,United Healthcare Inpatient Allowable Rate,193,SIMPLE PNEUMONIA AND PLEURISY WITH MCC,16941.33,INPATIENT
171313,Cigna Inpatient Allowable Rate,193,SIMPLE PNEUMONIA AND PLEURISY WITH MCC,21176.66,INPATIENT
171313,Aetna Inpatient Allowable Rate,193,SIMPLE PNEUMONIA AND PLEURISY WITH MCC,17832.98,INPATIENT
171313,WPPA Inc Inpatient Allowable Rate Per Day,193,SIMPLE PNEUMONIA AND PLEURISY WITH MCC,2059.00,INPATIENT
171313,Average Total Charges,194,SIMPLE PNEUMONIA AND PLEURISY WITH CC,10846.52,INPATIENT
171313,MIN,194,SIMPLE PNEUMONIA AND PLEURISY WITH CC,2059.00,INPATIENT
171313,MAX,194,SIMPLE PNEUMONIA AND PLEURISY WITH CC,10304.19,INPATIENT
171313,Medicare Inpatient Allowable Rate Per Day,194,SIMPLE PNEUMONIA AND PLEURISY WITH CC,2351.00,INPATIENT
171313,Blue Cross Inpatient Allowable Rate,194,SIMPLE PNEUMONIA AND PLEURISY WITH CC,8603.70,INPATIENT
171313,United Healthcare Inpatient Allowable Rate,194,SIMPLE PNEUMONIA AND PLEURISY WITH CC,8243.35,INPATIENT
171313,Cigna Inpatient Allowable Rate,194,SIMPLE PNEUMONIA AND PLEURISY WITH CC,10304.19,INPATIENT
171313,Aetna Inpatient Allowable Rate,194,SIMPLE PNEUMONIA AND PLEURISY WITH CC,8677.21,INPATIENT
171313,WPPA Inc Inpatient Allowable Rate Per Day,194,SIMPLE PNEUMONIA AND PLEURISY WITH CC,2059.00,INPATIENT
171313,Average Total Charges,195,SIMPLE PNEUMONIA AND PLEURISY WITHOUT CC/MCC,6886.79,INPATIENT
171313,MIN,195,SIMPLE PNEUMONIA AND PLEURISY WITHOUT CC/MCC,2059.00,INPATIENT
171313,MAX,195,SIMPLE PNEUMONIA AND PLEURISY WITHOUT CC/MCC,6574.95,INPATIENT
171313,Medicare Inpatient Allowable Rate Per Day,195,SIMPLE PNEUMONIA AND PLEURISY WITHOUT CC/MCC,2351.00,INPATIENT
171313,Blue Cross Inpatient Allowable Rate,195,SIMPLE PNEUMONIA AND PLEURISY WITHOUT CC/MCC,6574.95,INPATIENT
171313,United Healthcare Inpatient Allowable Rate,195,SIMPLE PNEUMONIA AND PLEURISY WITHOUT CC/MCC,5233.96,INPATIENT
171313,Cigna Inpatient Allowable Rate,195,SIMPLE PNEUMONIA AND PLEURISY WITHOUT CC/MCC,6542.45,INPATIENT
171313,Aetna Inpatient Allowable Rate,195,SIMPLE PNEUMONIA AND PLEURISY WITHOUT CC/MCC,5509.43,INPATIENT
171313,WPPA Inc Inpatient Allowable Rate Per Day,195,SIMPLE PNEUMONIA AND PLEURISY WITHOUT CC/MCC,2059.00,INPATIENT
171313,Average Total Charges,202,BRONCHITIS AND ASTHMA WITH CC/MCC,1894.50,INPATIENT
171313,MIN,202,BRONCHITIS AND ASTHMA WITH CC/MCC,1439.82,INPATIENT
171313,MAX,202,BRONCHITIS AND ASTHMA WITH CC/MCC,8003.28,INPATIENT
171313,Medicare Inpatient Allowable Rate Per Day,202,BRONCHITIS AND ASTHMA WITH CC/MCC,2351.00,INPATIENT
171313,Blue Cross Inpatient Allowable Rate,202,BRONCHITIS AND ASTHMA WITH CC/MCC,8003.28,INPATIENT
171313,United Healthcare Inpatient Allowable Rate,202,BRONCHITIS AND ASTHMA WITH CC/MCC,1439.82,INPATIENT
171313,Cigna Inpatient Allowable Rate,202,BRONCHITIS AND ASTHMA WITH CC/MCC,1799.77,INPATIENT
171313,Aetna Inpatient Allowable Rate,202,BRONCHITIS AND ASTHMA WITH CC/MCC,1515.60,INPATIENT
171313,WPPA Inc Inpatient Allowable Rate Per Day,202,BRONCHITIS AND ASTHMA WITH CC/MCC,2059.00,INPATIENT
171313,Average Total Charges,203,BRONCHITIS AND ASTHMA WITHOUT CC/MCC,6931.84,INPATIENT
171313,MIN,203,BRONCHITIS AND ASTHMA WITHOUT CC/MCC,2059.00,INPATIENT
171313,MAX,203,BRONCHITIS AND ASTHMA WITHOUT CC/MCC,6585.25,INPATIENT
171313,Medicare Inpatient Allowable Rate Per Day,203,BRONCHITIS AND ASTHMA WITHOUT CC/MCC,2351.00,INPATIENT
171313,Blue Cross Inpatient Allowable Rate,203,BRONCHITIS AND ASTHMA WITHOUT CC/MCC,6036.89,INPATIENT
171313,United Healthcare Inpatient Allowable Rate,203,BRONCHITIS AND ASTHMA WITHOUT CC/MCC,5268.20,INPATIENT
171313,Cigna Inpatient Allowable Rate,203,BRONCHITIS AND ASTHMA WITHOUT CC/MCC,6585.25,INPATIENT
171313,Aetna Inpatient Allowable Rate,203,BRONCHITIS AND ASTHMA WITHOUT CC/MCC,5545.47,INPATIENT
171313,WPPA Inc Inpatient Allowable Rate Per Day,203,BRONCHITIS AND ASTHMA WITHOUT CC/MCC,2059.00,INPATIENT
171313,Average Total Charges,208,RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT <=96 HOURS,44441.86,INPATIENT
171313,MIN,208,RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT <=96 HOURS,2059.00,INPATIENT
171313,MAX,208,RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT <=96 HOURS,42219.77,INPATIENT
171313,Medicare Inpatient Allowable Rate Per Day,208,RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT <=96 HOURS,2351.00,INPATIENT
171313,Blue Cross Inpatient Allowable Rate,208,RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT <=96 HOURS,32885.86,INPATIENT
171313,United Healthcare Inpatient Allowable Rate,208,RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT <=96 HOURS,33775.81,INPATIENT
171313,Cigna Inpatient Allowable Rate,208,RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT <=96 HOURS,42219.77,INPATIENT
171313,Aetna Inpatient Allowable Rate,208,RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT <=96 HOURS,35553.49,INPATIENT
171313,WPPA Inc Inpatient Allowable Rate Per Day,208,RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT <=96 HOURS,2059.00,INPATIENT
171313,Average Total Charges,248,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH NON-DRUG-ELUTING STENT WITH MCC OR 4+ ARTERIES OR STENTS,8804.80,INPATIENT
171313,MIN,248,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH NON-DRUG-ELUTING STENT WITH MCC OR 4+ ARTERIES OR STENTS,2059.00,INPATIENT
171313,MAX,248,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH NON-DRUG-ELUTING STENT WITH MCC OR 4+ ARTERIES OR STENTS,29999.00,INPATIENT
171313,Medicare Inpatient Allowable Rate Per Day,248,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH NON-DRUG-ELUTING STENT WITH MCC OR 4+ ARTERIES OR STENTS,2351.00,INPATIENT
171313,Blue Cross Inpatient Allowable Rate,248,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH NON-DRUG-ELUTING STENT WITH MCC OR 4+ ARTERIES OR STENTS,29999.00,INPATIENT
171313,United Healthcare Inpatient Allowable Rate,248,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH NON-DRUG-ELUTING STENT WITH MCC OR 4+ ARTERIES OR STENTS,6691.65,INPATIENT
171313,Cigna Inpatient Allowable Rate,248,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH NON-DRUG-ELUTING STENT WITH MCC OR 4+ ARTERIES OR STENTS,8364.56,INPATIENT
171313,Aetna Inpatient Allowable Rate,248,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH NON-DRUG-ELUTING STENT WITH MCC OR 4+ ARTERIES OR STENTS,7043.84,INPATIENT
171313,WPPA Inc Inpatient Allowable Rate Per Day,248,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH NON-DRUG-ELUTING STENT WITH MCC OR 4+ ARTERIES OR STENTS,2059.00,INPATIENT
171313,Average Total Charges,280,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",9732.19,INPATIENT
171313,MIN,280,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",2059.00,INPATIENT
171313,MAX,280,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",14736.75,INPATIENT
171313,Medicare Inpatient Allowable Rate Per Day,280,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",2351.00,INPATIENT
171313,Blue Cross Inpatient Allowable Rate,280,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",14736.75,INPATIENT
171313,United Healthcare Inpatient Allowable Rate,280,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",7396.46,INPATIENT
171313,Cigna Inpatient Allowable Rate,280,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",9245.58,INPATIENT
171313,Aetna Inpatient Allowable Rate,280,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",7785.75,INPATIENT
171313,WPPA Inc Inpatient Allowable Rate Per Day,280,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",2059.00,INPATIENT
171313,Average Total Charges,282,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITHOUT CC/MCC",8791.02,INPATIENT
171313,MIN,282,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITHOUT CC/MCC",2059.00,INPATIENT
171313,MAX,282,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITHOUT CC/MCC",8391.74,INPATIENT
171313,Medicare Inpatient Allowable Rate Per Day,282,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITHOUT CC/MCC",2351.00,INPATIENT
171313,Blue Cross Inpatient Allowable Rate,282,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITHOUT CC/MCC",8391.74,INPATIENT
171313,United Healthcare Inpatient Allowable Rate,282,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITHOUT CC/MCC",6681.18,INPATIENT
171313,Cigna Inpatient Allowable Rate,282,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITHOUT CC/MCC",8351.47,INPATIENT
171313,Aetna Inpatient Allowable Rate,282,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITHOUT CC/MCC",7032.82,INPATIENT
171313,WPPA Inc Inpatient Allowable Rate Per Day,282,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITHOUT CC/MCC",2059.00,INPATIENT
171313,Average Total Charges,299,PERIPHERAL VASCULAR DISORDERS WITH MCC,6557.77,INPATIENT
171313,MIN,299,PERIPHERAL VASCULAR DISORDERS WITH MCC,2059.00,INPATIENT
171313,MAX,299,PERIPHERAL VASCULAR DISORDERS WITH MCC,8222.06,INPATIENT
171313,Medicare Inpatient Allowable Rate Per Day,299,PERIPHERAL VASCULAR DISORDERS WITH MCC,2351.00,INPATIENT
171313,Blue Cross Inpatient Allowable Rate,299,PERIPHERAL VASCULAR DISORDERS WITH MCC,8222.06,INPATIENT
171313,United Healthcare Inpatient Allowable Rate,299,PERIPHERAL VASCULAR DISORDERS WITH MCC,4983.91,INPATIENT
171313,Cigna Inpatient Allowable Rate,299,PERIPHERAL VASCULAR DISORDERS WITH MCC,6229.88,INPATIENT
171313,Aetna Inpatient Allowable Rate,299,PERIPHERAL VASCULAR DISORDERS WITH MCC,5246.22,INPATIENT
171313,WPPA Inc Inpatient Allowable Rate Per Day,299,PERIPHERAL VASCULAR DISORDERS WITH MCC,2059.00,INPATIENT
171313,Average Total Charges,300,PERIPHERAL VASCULAR DISORDERS WITH CC,4001.10,INPATIENT
171313,MIN,300,PERIPHERAL VASCULAR DISORDERS WITH CC,2059.00,INPATIENT
171313,MAX,300,PERIPHERAL VASCULAR DISORDERS WITH CC,5896.45,INPATIENT
171313,Medicare Inpatient Allowable Rate Per Day,300,PERIPHERAL VASCULAR DISORDERS WITH CC,2351.00,INPATIENT
171313,Blue Cross Inpatient Allowable Rate,300,PERIPHERAL VASCULAR DISORDERS WITH CC,5896.45,INPATIENT
171313,United Healthcare Inpatient Allowable Rate,300,PERIPHERAL VASCULAR DISORDERS WITH CC,3040.83,INPATIENT
171313,Cigna Inpatient Allowable Rate,300,PERIPHERAL VASCULAR DISORDERS WITH CC,3801.04,INPATIENT
171313,Aetna Inpatient Allowable Rate,300,PERIPHERAL VASCULAR DISORDERS WITH CC,3200.88,INPATIENT
171313,WPPA Inc Inpatient Allowable Rate Per Day,300,PERIPHERAL VASCULAR DISORDERS WITH CC,2059.00,INPATIENT
171313,Average Total Charges,308,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH MCC,10035.52,INPATIENT
171313,MIN,308,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH MCC,2059.00,INPATIENT
171313,MAX,308,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH MCC,9533.74,INPATIENT
171313,Medicare Inpatient Allowable Rate Per Day,308,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH MCC,2351.00,INPATIENT
171313,Blue Cross Inpatient Allowable Rate,308,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH MCC,7062.90,INPATIENT
171313,United Healthcare Inpatient Allowable Rate,308,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH MCC,7627.00,INPATIENT
171313,Cigna Inpatient Allowable Rate,308,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH MCC,9533.74,INPATIENT
171313,Aetna Inpatient Allowable Rate,308,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH MCC,8028.42,INPATIENT
171313,WPPA Inc Inpatient Allowable Rate Per Day,308,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH MCC,2059.00,INPATIENT
171313,Average Total Charges,309,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH CC,10900.01,INPATIENT
171313,MIN,309,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH CC,2059.00,INPATIENT
171313,MAX,309,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH CC,10355.00,INPATIENT
171313,Medicare Inpatient Allowable Rate Per Day,309,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH CC,2351.00,INPATIENT
171313,Blue Cross Inpatient Allowable Rate,309,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH CC,6697.35,INPATIENT
171313,United Healthcare Inpatient Allowable Rate,309,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH CC,8284.00,INPATIENT
171313,Cigna Inpatient Allowable Rate,309,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH CC,10355.00,INPATIENT
171313,Aetna Inpatient Allowable Rate,309,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH CC,8720.00,INPATIENT
171313,WPPA Inc Inpatient Allowable Rate Per Day,309,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH CC,2059.00,INPATIENT
171313,Average Total Charges,330,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH CC,24306.65,INPATIENT
171313,MIN,330,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH CC,2059.00,INPATIENT
171313,MAX,330,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH CC,23556.90,INPATIENT
171313,Medicare Inpatient Allowable Rate Per Day,330,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH CC,2351.00,INPATIENT
171313,Blue Cross Inpatient Allowable Rate,330,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH CC,23556.90,INPATIENT
171313,United Healthcare Inpatient Allowable Rate,330,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH CC,18473.05,INPATIENT
171313,Cigna Inpatient Allowable Rate,330,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH CC,23091.31,INPATIENT
171313,Aetna Inpatient Allowable Rate,330,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH CC,19445.32,INPATIENT
171313,WPPA Inc Inpatient Allowable Rate Per Day,330,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH CC,2059.00,INPATIENT
171313,Average Total Charges,340,APPENDECTOMY WITH COMPLICATED PRINCIPAL DIAGNOSIS WITHOUT CC/MCC,15401.90,INPATIENT
171313,MIN,340,APPENDECTOMY WITH COMPLICATED PRINCIPAL DIAGNOSIS WITHOUT CC/MCC,2059.00,INPATIENT
171313,MAX,340,APPENDECTOMY WITH COMPLICATED PRINCIPAL DIAGNOSIS WITHOUT CC/MCC,14631.81,INPATIENT
171313,Medicare Inpatient Allowable Rate Per Day,340,APPENDECTOMY WITH COMPLICATED PRINCIPAL DIAGNOSIS WITHOUT CC/MCC,2351.00,INPATIENT
171313,Blue Cross Inpatient Allowable Rate,340,APPENDECTOMY WITH COMPLICATED PRINCIPAL DIAGNOSIS WITHOUT CC/MCC,10380.69,INPATIENT
171313,United Healthcare Inpatient Allowable Rate,340,APPENDECTOMY WITH COMPLICATED PRINCIPAL DIAGNOSIS WITHOUT CC/MCC,11705.44,INPATIENT
171313,Cigna Inpatient Allowable Rate,340,APPENDECTOMY WITH COMPLICATED PRINCIPAL DIAGNOSIS WITHOUT CC/MCC,14631.81,INPATIENT
171313,Aetna Inpatient Allowable Rate,340,APPENDECTOMY WITH COMPLICATED PRINCIPAL DIAGNOSIS WITHOUT CC/MCC,12321.52,INPATIENT
171313,WPPA Inc Inpatient Allowable Rate Per Day,340,APPENDECTOMY WITH COMPLICATED PRINCIPAL DIAGNOSIS WITHOUT CC/MCC,2059.00,INPATIENT
171313,Average Total Charges,343,APPENDECTOMY WITHOUT COMPLICATED PRINCIPAL DIAGNOSIS WITHOUT CC/MCC,7308.87,INPATIENT
171313,MIN,343,APPENDECTOMY WITHOUT COMPLICATED PRINCIPAL DIAGNOSIS WITHOUT CC/MCC,2059.00,INPATIENT
171313,MAX,343,APPENDECTOMY WITHOUT COMPLICATED PRINCIPAL DIAGNOSIS WITHOUT CC/MCC,7275.30,INPATIENT
171313,Medicare Inpatient Allowable Rate Per Day,343,APPENDECTOMY WITHOUT COMPLICATED PRINCIPAL DIAGNOSIS WITHOUT CC/MCC,2351.00,INPATIENT
171313,Blue Cross Inpatient Allowable Rate,343,APPENDECTOMY WITHOUT COMPLICATED PRINCIPAL DIAGNOSIS WITHOUT CC/MCC,7275.30,INPATIENT
171313,United Healthcare Inpatient Allowable Rate,343,APPENDECTOMY WITHOUT COMPLICATED PRINCIPAL DIAGNOSIS WITHOUT CC/MCC,5554.74,INPATIENT
171313,Cigna Inpatient Allowable Rate,343,APPENDECTOMY WITHOUT COMPLICATED PRINCIPAL DIAGNOSIS WITHOUT CC/MCC,6943.43,INPATIENT
171313,Aetna Inpatient Allowable Rate,343,APPENDECTOMY WITHOUT COMPLICATED PRINCIPAL DIAGNOSIS WITHOUT CC/MCC,5847.10,INPATIENT
171313,WPPA Inc Inpatient Allowable Rate Per Day,343,APPENDECTOMY WITHOUT COMPLICATED PRINCIPAL DIAGNOSIS WITHOUT CC/MCC,2059.00,INPATIENT
171313,Average Total Charges,358,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES WITHOUT CC/MCC,19176.21,INPATIENT
171313,MIN,358,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES WITHOUT CC/MCC,2059.00,INPATIENT
171313,MAX,358,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES WITHOUT CC/MCC,18217.40,INPATIENT
171313,Medicare Inpatient Allowable Rate Per Day,358,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES WITHOUT CC/MCC,2351.00,INPATIENT
171313,Blue Cross Inpatient Allowable Rate,358,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES WITHOUT CC/MCC,10175.55,INPATIENT
171313,United Healthcare Inpatient Allowable Rate,358,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES WITHOUT CC/MCC,14573.92,INPATIENT
171313,Cigna Inpatient Allowable Rate,358,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES WITHOUT CC/MCC,18217.40,INPATIENT
171313,Aetna Inpatient Allowable Rate,358,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES WITHOUT CC/MCC,15340.97,INPATIENT
171313,WPPA Inc Inpatient Allowable Rate Per Day,358,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES WITHOUT CC/MCC,2059.00,INPATIENT
171313,Average Total Charges,368,MAJOR ESOPHAGEAL DISORDERS WITH MCC,22000.23,INPATIENT
171313,MIN,368,MAJOR ESOPHAGEAL DISORDERS WITH MCC,2059.00,INPATIENT
171313,MAX,368,MAJOR ESOPHAGEAL DISORDERS WITH MCC,20900.22,INPATIENT
171313,Medicare Inpatient Allowable Rate Per Day,368,MAJOR ESOPHAGEAL DISORDERS WITH MCC,2351.00,INPATIENT
171313,Blue Cross Inpatient Allowable Rate,368,MAJOR ESOPHAGEAL DISORDERS WITH MCC,10874.65,INPATIENT
171313,United Healthcare Inpatient Allowable Rate,368,MAJOR ESOPHAGEAL DISORDERS WITH MCC,16720.17,INPATIENT
171313,Cigna Inpatient Allowable Rate,368,MAJOR ESOPHAGEAL DISORDERS WITH MCC,20900.22,INPATIENT
171313,Aetna Inpatient Allowable Rate,368,MAJOR ESOPHAGEAL DISORDERS WITH MCC,17600.18,INPATIENT
171313,WPPA Inc Inpatient Allowable Rate Per Day,368,MAJOR ESOPHAGEAL DISORDERS WITH MCC,2059.00,INPATIENT
171313,Average Total Charges,378,GASTROINTESTINAL HEMORRHAGE WITH CC,18396.13,INPATIENT
171313,MIN,378,GASTROINTESTINAL HEMORRHAGE WITH CC,2059.00,INPATIENT
171313,MAX,378,GASTROINTESTINAL HEMORRHAGE WITH CC,17476.32,INPATIENT
171313,Medicare Inpatient Allowable Rate Per Day,378,GASTROINTESTINAL HEMORRHAGE WITH CC,2351.00,INPATIENT
171313,Blue Cross Inpatient Allowable Rate,378,GASTROINTESTINAL HEMORRHAGE WITH CC,8409.35,INPATIENT
171313,United Healthcare Inpatient Allowable Rate,378,GASTROINTESTINAL HEMORRHAGE WITH CC,13981.06,INPATIENT
171313,Cigna Inpatient Allowable Rate,378,GASTROINTESTINAL HEMORRHAGE WITH CC,17476.32,INPATIENT
171313,Aetna Inpatient Allowable Rate,378,GASTROINTESTINAL HEMORRHAGE WITH CC,14716.90,INPATIENT
171313,WPPA Inc Inpatient Allowable Rate Per Day,378,GASTROINTESTINAL HEMORRHAGE WITH CC,2059.00,INPATIENT
171313,Average Total Charges,383,UNCOMPLICATED PEPTIC ULCER WITH MCC,6826.71,INPATIENT
171313,MIN,383,UNCOMPLICATED PEPTIC ULCER WITH MCC,2059.00,INPATIENT
171313,MAX,383,UNCOMPLICATED PEPTIC ULCER WITH MCC,7709.28,INPATIENT
171313,Medicare Inpatient Allowable Rate Per Day,383,UNCOMPLICATED PEPTIC ULCER WITH MCC,2351.00,INPATIENT
171313,Blue Cross Inpatient Allowable Rate,383,UNCOMPLICATED PEPTIC ULCER WITH MCC,7709.28,INPATIENT
171313,United Healthcare Inpatient Allowable Rate,383,UNCOMPLICATED PEPTIC ULCER WITH MCC,5188.30,INPATIENT
171313,Cigna Inpatient Allowable Rate,383,UNCOMPLICATED PEPTIC ULCER WITH MCC,6485.37,INPATIENT
171313,Aetna Inpatient Allowable Rate,383,UNCOMPLICATED PEPTIC ULCER WITH MCC,5461.37,INPATIENT
171313,WPPA Inc Inpatient Allowable Rate Per Day,383,UNCOMPLICATED PEPTIC ULCER WITH MCC,2059.00,INPATIENT
171313,Average Total Charges,391,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITH MCC",20575.20,INPATIENT
171313,MIN,391,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITH MCC",2059.00,INPATIENT
171313,MAX,391,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITH MCC",19546.44,INPATIENT
171313,Medicare Inpatient Allowable Rate Per Day,391,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITH MCC",2351.00,INPATIENT
171313,Blue Cross Inpatient Allowable Rate,391,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITH MCC",6986.47,INPATIENT
171313,United Healthcare Inpatient Allowable Rate,391,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITH MCC",15637.15,INPATIENT
