Department Description,ChargeID,ChargeDesc,RevCode,UnitofMeasure,Price,CPT_CODE,MODIFIER_1,MODIFIER_2,De-Identified Minimum Outpatient Allowable Rate,De-Identified Maximum Outpatient Allowable Rate,De-Identified Minimum Inpatient Allowable Rate,De-Identified Maximum Inpatient Allowable Rate,Medicare Outpatient Allowable Rate,Medicare Inpatient Allowable Rate,Blue Cross Outpatient Allowable Rate,Blue Cross Inpatient Allowable Rate,United Healthcare Outpatient Allowable Rate,United Healthcare Inpatient Allowable Rate,Cigna Outpatient Allowable Rate,Cigna Inpatient Allowable Rate,Aetna Outpatient Allowable Rate,Aetna Inpatient Allowable Rate,WPPA Inc Outpatient Allowable Rate,WPPA Inc Inpatient Allowable Rate Per Day
PHARMACY,1080,NF-ATORVASTATIN CALCIUM ORAL TAB 10MG,636,TABLET,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1081,NF-PREDNISONE ORAL TABLET 20MG,636,TABLET,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1082,NF-ALBUTEROL SULFATE SOLUTION 0.083%,636,SOLUTION,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1083,NF-ALBUTEROL  SOL 0.083%,636,SOLUTION,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1084,NF-MUCINEX D ORAL TAB ER 600MG-60MG,636,"TABLET, EXTENDE",$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1087,"NF-VITAMIN B12 1,000MCG/1ML INTRAMUSCULA",636,SOLUTION,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1088,NF-TETRAHYDROZOLINE HCL 0.05% OPHTHALMIC,636,SOLUTION,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1089,NF-TUSSIN 100MG/5ML ORAL SYRUP,636,SYRUP,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1091,NF-AMLODIPINE 10MG ORAL TABLET,636,TABLET,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1092,NF-ZOFRAN ORAL TABLET 4MG,636,TABLET,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1093,NF-LEVAQUIN ORAL TABLET 750MG,636,TABLET,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1094,NF-PLAVIX ORAL TABLET 75MG,636,TABLET,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1095,NF-PLAVIX TAB 75MG,636,TABLET,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1096,NF-AZITHROMYCIN ORAL TABLET 250MG,636,TABLET,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1097,NF-CIPRO TAB 500MG,636,TABLET,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1098,NF-ADVAIR DISKUS 250/50 DISK,636,DISK,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1099,"NF-KLOR-CON M20 20MEQ ORAL TABLET, EXTEN",636,"TABLET, EXTENDE",$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1100,"NF-ACETAZOLAMIDE 500MG ORAL CAPSULE, EXT",636,"CAPSULE, EXTEND",$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1101,NF-LORATADINE ORAL TABLET 10MG,636,TABLET,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1102,NF-KLOR-CON 10 TABLET 10MEQ,636,"TABLET, EXTENDE",$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1103,NF-MIRTAZAPINE ORAL TABLET 15MG,636,TABLET,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1104,NF-OLANZAPINE 15MG ORAL TABLET,636,TABLET,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1106,NF-POTASSIUM CHLORIDE ORAL TAB ER 20MEQ,636,"TABLET, EXTENDE",$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1108,NF-LEVOTHYROXINE ORAL TABLET 0.088MG,636,TABLET,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1109,NF-METOPROLOL SUCC XL ORAL TAB ER 50MG,636,"TABLET, EXTENDE",$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1110,NF-MAPAP TAB 325MG,259,TABLET,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1111,NF-TRAMADOL HCL TAB 50MG,636,TABLET,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1112,NF-ALPRAZOLAM    TAB  0.25MG,636,TABLET,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1113,NF-MACROBID CAP 100MG,636,CAPSULE,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1114,"NF-ACETAZOLAMIDE 500MG ORAL CAPSULE, EXT",636,"CAPSULE, EXTEND",$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1115,NF-ACETAZOLAMIDE CAP ER 500MG,636,"CAPSULE, EXTEND",$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1116,NF-REFRESH PLUS OPHTHALMIC SOLUTION 0.5%,636,SOLUTION,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1117,NF-CLINDAMYCIN CAPSULE 150MG,636,CAPSULE,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1118,NF-BENZTROPINE 1MG ORAL TABLET,636,TABLET,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1127,"NF-DEPAKOTE ER 500MG ORAL TABLET, EXTEND",636,"TABLET, EXTENDE",$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1131,NF-TRIAMCINOLONE ACETONIDE CREAM 0.1%,636,CREAM,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1133,NF-TRAZODONE HCL ORAL TABLET 50MG,636,TABLET,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1134,NF-BENZTROPINE MESYLATE ORAL TABLET 0.5M,636,TABLET,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1135,NF-ZYPREXA ORAL TABLET 10MG,636,TABLET,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1136,NF-EXELON CAP 6MG,636,CAPSULE,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1137,NF-SYSTANE ULTRA OPHTHALMIC SOLN 0.4%-0.,636,SOLUTION,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1138,NF-NEXIUM CAP DR 40MG,636,"CAPSULE, DELAYE",$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1139,NF-FUROSEMIDE ORAL TABLET 20MG,636,TABLET,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1140,NF-BENAZEPRIL HCL ORAL TABLET 10MG,636,TABLET,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1141,NF-CALCIUM WITH VITAMIN D3 TAB 400IU-600,636,TABLET,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1142,"NF-DETROL LA 4MG ORAL CAPSULE, EXTENDED",636,"CAPSULE, EXTEND",$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1143,NF-PREMARIN VAGINAL 0.625MG/GM VAGINAL C,636,CREAM,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1144,NF-TRIAMCINOLONE ACETONIDE 0.1% TOPICAL,636,CREAM,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1146,NF-TIZANIDINE HCL 2MG ORAL TABLET,636,TABLET,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1147,NF-PRIMIDONE 50MG ORAL TABLET,636,TABLET,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1148,NF-AVONEX PEN 30MCG/0.5ML MULTIPLE ROUTE,636,KIT,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1149,NF-LEVOTHROID 0.125MG ORAL TABLET,636,TABLET,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1150,NF-COUMADIN TAB 2.5MG,636,TABLET,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1153,NF-TRAMADOL HCL TAB 50MG,636,TABLET,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1154,NF-SINGULAIR ORAL TABLET 10MG,636,TABLET,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1155,NF-CEPHALEXIN CAP 500MG,636,CAPSULE,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1160,NF-SYSTANE BALANCE OPHTH SOLN 0.6%,636,SOLUTION,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1161,NF-AMITRIPTYLINE HCL ORAL TABLET 10MG,636,TABLET,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1162,NF-NEXIUM CAP DR 40MG,636,"CAPSULE, DELAYE",$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1163,NF-CENTRUM SILVER ORAL TABLET,636,TABLET,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1164,NF-CLONAZEPAM ORAL TABLET 0.5MG,636,TABLET,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1165,NF-FENTANYL TD PATCH ER 25MCG/1HR,636,"PATCH, EXTENDED",$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1166,NF-SALINE NASAL SPRAY 0.35%-1%,636,SPRAY,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1168,NF-CLONAZEPAM ORAL TABLET 1MG,636,TABLET,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1169,NF-BENICAR ORAL TABLET 40MG,636,TABLET,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1170,NF-LEVAQUIN ORAL TABLET 250MG,636,TABLET,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1171,NF-AMBIEN 5MG ORAL TABLET,636,TABLET,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1172,NF-MACROBID CAP 100MG,636,CAPSULE,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1173,NF-NAPROXEN ORAL TABLET 250MG,636,TABLET,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1174,NF-DERMA-SMOOTHE/FS TOPICAL OIL 0.01%,636,OIL,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1175,NF-SYSTANE LUBRICANT EYE DROPS 0.4%-0.3%,636,SOLUTION,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1176,NF-VITAMIN D 50000IU ORAL CAPSULE,636,CAPSULE,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1178,NF-LEVOTHYROXINE ORAL TABLET 0.088MG,636,TABLET,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1179,NF-CLONAZEPAM ORAL TABLET 2MG,636,TABLET,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1180,NF-CIPROFLOXACIN 500MG TABLET,636,TABLET,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1181,NF-TEGRETOL TABLET 200MG,636,TABLET,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1182,NF-FAMOTIDINE ORAL TABLET 20MG,636,TABLET,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1183,NF-LEVOTHYROXINE ORAL TABLET 0.025MG,636,TABLET,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1184,NF-SIMVASTATIN ORAL TABLET 10MG,636,TABLET,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1185,NF-ALFUZOSIN HYDROCHLORIDE ORAL TAB ER 1,636,"TABLET, EXTENDE",$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1186,NF-SIMVASTATIN ORAL TABLET 10MG,636,TABLET,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1187,NF-FLUTICASONE PROP NASAL SPRAY 0.05MG/1,636,SPRAY,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1188,NF-MELOXICAM ORAL TAB 15MG,636,TABLET,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1191,NF-POTASSIUM CHLORIDE LIQUID 40MEQ/15ML,636,SOLUTION,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
PHARMACY,1192,NF-MACROBID CAP 100MG,636,CAPSULE,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,$0.00 ,$0.00
