id,accession_number,title,maker,ulan,department,classification,culture,period,creation_date,creation_date_earliest,creation_date_latest,accession_date,source_name,object_name,medium,Description,credit_line,paper_support,catalogue_raisonne,portfolio,signed,marks,inscriptions,filename,dimensions,element_type,width_cm,height_cm,depth_cm,width_in,height_in,depth_in,area_in,size_s_m_l,is_3d,orientation_p_l_s,copyright_holder,publicCaption,artistNationality,artistLifeSpan,description,terms,data_date
897,84.14.2.D,"Circus, Budapest (from ""A Hungarian Memory"")",André Kertész,not found,WCMA,WCMA-PHOTO,,,1920,1920,1920,1984,Williams College Museum of Art,photograph,gelatin silver print,,"Gift of Elizabeth and Frederick M. Myers, Class of 1943",,,,,,verso center in pencil: A Kertész,IMG_84.14.2.D.jpg,"sheet: 9 15/16 x 7 15/16 in. (25.2 x 20.2 cm)
image: 9 11/16 x 7 11/16 in. (24.6 x 19.6 cm)",image,19.6,24.6,0.0,7.72,9.69,0.0,74.81,small,false,P,The Estate of the Artist,,not found,not found,,Term not found,2022-06-14
898,84.14.2.F,"Sunset, Esztergom (from ""A Hungarian Memory"")",André Kertész,not found,WCMA,WCMA-PHOTO,,,1917,1917,1917,1984,Williams College Museum of Art,photograph,gelatin silver print,,"Gift of Elizabeth and Frederick M. Myers, Class of 1943",,,,,,verso center in pencil: A Kertész,IMG_84.14.2.F.jpg,"sheet: 8 x 9 15/16 in. (20.3 x 25.2 cm)
image: 7 1/16 x 9 3/4 in. (18 x 24.7 cm)",image,24.7,18.0,0.0,9.72,7.09,0.0,68.91,small,false,L,The Estate of the Artist,,not found,not found,,Term not found,2022-06-14
901,80.32.7,Man & Horse VI,Elisabeth Frink, 500032694,WCMA,WCMA-PRINTS,,,1971,1971,1971,1980,Williams College Museum of Art,lithograph,color lithograph on paper,,"Gift of Marjorie Dorman, through the Martin S. Ackerman Foundation",,,,,,l.l. in pencil: 22/70; l.r. in pencil: Frink; verso in another hand l.c. in pencil: FRINK MAN + HORSE VI,IMG_80.32.7.jpg,sheet: 23 3/8 x 31 3/8 in. (59.3 x 79.7 cm),sheet,79.7,59.3,0.0,31.38,23.35,0.0,732.72,large,false,L,Artists Rights Society (ARS),,British, 1930-1993,,Term not found,2022-06-14
902,56.16.24.A,Square tile,Italian,not found,WCMA,WCMA-DEC ARTS,,,no date,0,0,1956,Williams College Museum of Art,ceramics,terracotta,green color predominating,"Bequest of Karl E. Weston, Class of 1896",,,,,,no inscription,56_16_24_A.jpg,Overall: 5 1/2 x 5 3/8 in. (13.9 x 13.7 cm),Overall,13.7,13.9,0.0,5.39,5.47,0.0,29.48,small,false,P,,,not found,not found,green color predominating,Term not found,2022-06-14
905,67.30,"Off York Island, Maine",John Marin, 500115368,WCMA,WCMA-DRAWING,,,1922,1922,1922,1967,Williams College Museum of Art,watercolor,watercolor and charcoal on paper,,"Gift of John H. Rhoades, Class of 1934",,Reich no.22.86,,,,"l.r. in watercolor: Marin 22; verso on backing of original frame: [2 exhibition labels, Kennedy Galleries, NY., Portland Museum of Art]; verso on backing of original frame: [b&w photo of verso]; on original frame l.l. edge on fabric tape in marker: MARIN, J. OFF YORK ISLAND, MAINE 1922  III 14; verso l.c. in pencil: 16- Off York Island Maine No 4; verso l.l. in pencil: #18",67_30.jpg,"Overall: 17 x 20 3/4 in. (43.2 x 52.7 cm)
frame: 25 3/16 x 27 1/8 in. (64 x 68.9 cm)",Overall,52.7,43.18,0.0,20.75,17.0,0.0,352.75,large,false,L,Artists Rights Society (ARS),,American, 1870-1953,,Term not found,2022-06-14
906,RC.22.23,Malay Woman's Sandal,Malayan,not found,WCMA,WCMA Reserve Collection,Southeast Asia,,no date,0,0,1994,Williams College Museum of Art,costume,wood,,"Found in the collection and catalogued, 1994, Presumably from the Lyceum of Natural History, Williams College",,,,,,in pencil: Malay Woman's Sandal; on sticker in ink: [illegible words],RC_22_23_a.jpg,Overall: 9 1/16 x 3 7/16 in. (23 x 8.7 cm),Overall,8.7,0.0,0.0,3.43,0.0,0.0,0.0,small,false,L,,,not found,not found,,erm not found,2022-06-14
909,93.1.84,Pitcher with design,Anonymous (French?),not found,WCMA,WCMA-DEC ARTS,,,no date,0,0,1993,Williams College Museum of Art,ceramics,ceramic,yellow with minimal design of green aquiggles and brown circles,"Found in the collection and catalogued, 1993",,,,,,on base on label in black ink: France; on base in black ink: 71/15,93_1_84_a.jpg,"Base: 3 1/16 in. (7.8 cm)
Overall: 5 11/16 in. (14.4 cm)",Overall,0.0,14.4,0.0,0.0,5.67,0.0,0.0,small,false,P,,,not found,not found,yellow with minimal design of green aquiggles and brown circles,Term not found,2022-06-14
910,EL.75.3.4.A,Foil band with vine pattern,Mycenae?,not found,WCMA,WCMA-ANCIENT,,,no date,0,0,,Williams College Museum of Art,foil | ornament,gold foil,,"Collection of the Son and Daughters of Charles Bolles Bolles-Rogers, Class of 1907",,,,,,verso on label: 54,EL.75.3.4.A.jpg,Overall: 3 11/16 x 13/16 in. (9.3 x 2.1 cm),Overall,2.1,9.3,0.0,0.83,3.66,0.0,3.04,small,false,P,,,not found,not found,,Term not found,2022-06-14
911,84.14.2.B,"Tisza-Szalka (from ""A Hungarian Memory"")",André Kertész,not found,WCMA,WCMA-PHOTO,,,1924,1924,1924,1984,Williams College Museum of Art,photograph,gelatin silver print,,"Gift of Elizabeth and Frederick M. Myers, Class of 1943",,,,,,verso center in pencil: A Kertész,IMG_84.14.2.B.jpg,"sheet: 8 x 9 15/16 in. (20.3 x 25.2 cm)
image: 77 9/16 x 9 11/16 in. (197 x 24.6 cm)",image,24.6,197.0,0.0,9.69,77.56,0.0,751.56,large,false,P,The Estate of the Artist,,not found,not found,,Term not found,2022-06-14
915,99.4,Keep Going,Tony Oursler,not found,WCMA,WCMA-SCULPTURE,,,1995,1995,1995,1999,Williams College Museum of Art,installation,multimedia installatiion,"A-B (components including projector, DVD, dvd player, tripod, cloth dummy, hanger, jacket, pants and stand)","Museum purchase, Kathryn Hurd Fund",,,,,,,IMG_99.4.jpg,Overall: 78 x 20 x 35 in. (198.1 x 50.8 x 88.9 cm),Overall,50.8,198.12,88.9,20.0,78.0,35.0,1560.0,large,true,P,The Artist,,American, 1957-,"A-B (components including projector, DVD, dvd player, tripod, cloth dummy, hanger, jacket, pants and stand)",Term not found,2022-06-14
916,49.17.68.B,Untitled: Losthead Asylum,Thomas Nast, 500026650,WCMA,WCMA-PRINTS,,,c. 1881,1856,1906,1949,Williams College Museum of Art,print,wood engraving on newsprint,adhered to newspaper page,Gift of Mabel Nast Crawford and Cyril Nast,,,,,,in plate l.r.: Th:Nast.,IMG_49.17.68.B.jpg,image: 4 13/16 x 4 11/16 in. (12.2 x 11.9 cm),image,11.9,12.2,0.0,4.69,4.8,0.0,22.51,small,false,P,,,American, 1840-1902,adhered to newspaper page,Term not found,2022-06-14
918,99.1.286,The Effect of the Rebellion on the Homes of Virginia.,Thomas Nast, 500026650,WCMA,WCMA-PRINTS,,,"December 24, 1864",1864,1864,1999,Williams College Museum of Art,print,wood engraving on newsprint,,Gift of Irwin and Dianne Steinberg,,,,,,none,99_1_286.jpg,Overall: 16 5/8 x 22 15/16 in. (42.3 x 58.2 cm),Overall,58.2,42.3,0.0,22.91,16.65,0.0,381.45,large,false,L,,,American, 1840-1902,,Term not found,2022-06-14
920,80.11.D,Summer Suite E,Conrad Marca-Relli, 500020522,WCMA,WCMA-DRAWING,,,1970,1970,1970,1980,Williams College Museum of Art,collage,paper and burlap on cardboard,,"Gift of Graham Loving, through the Martin S. Ackerman Foundation",,,,,,l.l. in pencil: 14/50; l.r. in pencil: MARCA-RELLI/70,80_11_D.jpg,Overall: 25 9/16 x 19 3/4 in. (65 x 50.2 cm),Overall,50.2,65.0,0.0,19.76,25.59,0.0,505.66,large,false,P,"Archivio Marca-Relli Parma, Italy",,American, 1913-2000,,Term not found,2022-06-14
922,96.6.2.B,"[Memorial Day Weekend]: Image from Stacks from Felix Gonzalez-Torres Exhibition, Guggenheim Museum, March 3-May 10, 1995",Felix Gonzalez-Torres, 500114715,WCMA,WCMA-PRINTS,,,1995,1995,1995,1996,Williams College Museum of Art,lithograph,off-set lithograph,,"Gift of Michael Glier, Class of 1976",,,,,,no inscription,96_6_2_B.jpg,Overall: 23 x 29 in. (58.4 x 73.7 cm),Overall,73.66,58.42,0.0,29.0,23.0,0.0,667.0,large,false,L,The Felix Gonzalez-Torres Foundation,,American, 1958-1996,,Term not found,2022-06-14
923,84.13.3,Kafigeledjo (Oracle Figure),Senufo Cultural Group,not found,WCMA,WCMA-AFRICAN,Senufo,,19th-20th century,1800,1984,1984,Williams College Museum of Art,figurine,"wood, plaster and paint","wood covered with plaster (?), painted black","Museum purchase, John B. Turner '24 Memorial Fund",,,,,,,84_13_3_a.jpg,Overall: 11 5/16 x 2 5/8 x 2 3/4 in. (28.7 x 6.7 x 7 cm),Overall,6.7,28.7,7.0,2.64,11.3,2.76,29.83,small,true,P,,,not found,not found,"wood covered with plaster (?), painted black",Term not found,2022-06-14
924,80.46.71,"Untitled (from ""Son of Bitch"")",Elliott Erwitt, 500084345,WCMA,WCMA-PHOTO,,,published 1974,1974,1974,1980,Williams College Museum of Art,photograph,gelatin silver print,,Gift of James L. Melcher,,,,,,verso l.r. in pencil: Elliott Erwitt/ #2FICT.; l.c. in pencil: 72-1-38/#18A,80_46_71.jpg,"sheet: 11 x 14 in. (28 x 35.5 cm)
image: 8 1/16 x 12 in. (20.5 x 30.5 cm)",image,30.5,20.5,0.0,12.01,8.07,0.0,96.92,medium,false,L,The Artist,,American, 1928-,,Term not found,2022-06-14
925,82.26.40,Preparatory sketch for cartoon,Rube Goldberg, 500053744,WCMA,WCMA-DRAWING,,,no date,1883,1970,1982,Williams College Museum of Art,drawing,pencil on paper,,Gift of George W. George,,,,,,,IMG_82.26.40.jpg,Overall: 8 3/8 x 11 in. (21.3 x 28 cm),Overall,28.0,21.3,0.0,11.02,8.39,0.0,92.46,medium,false,L,"Rube Goldberg, Inc.",,American, 1883-1970,,Term not found,2022-06-14
926,66.22.28,Orificial cicada,Chinese, 500125222,WCMA,WCMA-EASTERN,Chinese,,Wei Dynasty (386-557); T'ang Dynasty (618-906); Sung Period,386,1644,1966,Williams College Museum of Art,carving,jade,white with cord,"Bequest of Dr. Goodrich C. Schauffler, Class of 1918",,,,,,no inscription,66_22_28_a.jpg,Overall: 1 11/16 x 1 x 3/8 in. (4.3 x 2.6 x 0.9 cm),Overall,2.6,0.0,0.9,1.02,0.0,0.35,0.0,small,true,L,,,not found,not found,white with cord,Term not found,2022-06-14
927,84.14.2.G,"Wandering Violinist, Abony (from ""A Hungarian Memory"")",André Kertész,not found,WCMA,WCMA-PHOTO,,,1921,1921,1921,1984,Williams College Museum of Art,photograph,gelatin silver print,,"Gift of Elizabeth and Frederick M. Myers, Class of 1943",,,,,,verso center in pencil: A Kertész,IMG_84.14.2.G.jpg,"sheet: 9 15/16 x 7 15/16 in. (25.3 x 20.2 cm)
image: 9 3/4 x 7 7/16 in. (24.7 x 18.9 cm)",image,18.9,24.7,0.0,7.44,9.72,0.0,72.32,small,false,P,The Estate of the Artist,,not found,not found,,Term not found,2022-06-14
928,84.14.2.H,"My Brothers, Budapest (from ""A Hungarian Memory"")",André Kertész,not found,WCMA,WCMA-PHOTO,,,1919,1919,1919,1984,Williams College Museum of Art,photograph,gelatin silver print,,"Gift of Elizabeth and Frederick M. Myers, Class of 1943",,,,,,verso center in pencil: A Kertész,IMG_84.14.2.H.jpg,"sheet: 7 15/16 x 10 in. (20.2 x 25.4 cm)
image: 7 11/16 x 9 3/4 in. (19.6 x 24.7 cm)",image,24.7,19.6,0.0,9.72,7.72,0.0,75.04,small,false,L,The Estate of the Artist,,not found,not found,,Term not found,2022-06-14
929,93.7.1,Junyao Blue Glazed Bowl,Anonymous (Chinese), 500125222,WCMA,WCMA-EASTERN,Chinese,,Southern Song Dynasty,1150,1250,1993,Williams College Museum of Art,ceramic,ceramic,,"Gift of Faith D. Waterman in Memory of Doris Waterman Neu from Original Collection of Arthur J. Waterman, Class of 1928",,,,,,,93_7_1_a.jpg,Overall: 4 3/4 in. (12.1 cm),Overall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,small,false,,,,not found,not found,,Term not found,2022-06-14
930,37.2.91,"Elisabeth de Valois, Reine d'Espagne",Jules Ferdinand Jacquemart, 500006882,WCMA,WCMA-PRINTS,,,no date,1847,1880,1937,Williams College Museum of Art,etching,etching on paper,,Bequest of John H. Maghee,,,,,,no inscription; watermark u.l. verso: AR [rest is cut off--stands for ARCHES paper],37_2_91.jpg,"sheet: 18 1/16 x 13 13/16 in. (45.9 x 35.1 cm)
plate: 7 1/2 x 9 7/16 in. (19 x 24 cm)",sheet,35.1,45.9,0.0,13.82,18.07,0.0,249.73,medium,false,P,,,French," 1837-1880),Anthonis",,Term not found,2022-06-14
933,RC.30.16.A,Lid,American?,not found,WCMA,WCMA Reserve Collection,,,no date,0,0,1959,Williams College Museum of Art,metalwork,pewter,,"Possibly(?) Bequest of Katharine F. Bryer White, wife of Walter Leroy White, Class of 1906",,,,,,,RC_30_16_A.jpg,"rim: 3 3/8 in. (8.5 cm)
Overall: 1 3/4 in. (4.5 cm)",Overall,0.0,4.5,0.0,0.0,1.77,0.0,0.0,small,false,P,,,not found,not found,,Term not found,2022-06-14
936,70.20,Spouted vessel in the form of a snail,Colima,not found,WCMA,WCMA-AMERINDIAN,,,"Late Preclassic, 300 BC-300 AD",-300,300,1970,Williams College Museum of Art,ceramic,redware with polychrome,white bands and lozenges,"Museum purchase, Ruth Sabin Weston Fund",,,,,,,70_20_a.jpg,Overall: 5 5/16 x 7 7/8 x 7 1/2 in. (13.5 x 20 x 19 cm),Overall,20.0,13.5,19.0,7.87,5.31,7.48,41.79,small,true,L,,,not found,not found,white bands and lozenges,Term not found,2022-06-14
937,90.10.1.B,"Street Artist, New York (from Artifact)",Ralph Gibson, 500094623,WCMA,WCMA-PHOTO,,,1982,1982,1982,1990,Williams College Museum of Art,photograph,gelatin silver print,,Gift of Charlotte and Robert F. Sutner,,,Artifact,,,verso l.c. in pencil: Ralph Gibson 1982,IMG_90.10.1.B.jpg,"sheet: 13 15/16 x 10 7/8 in. (35.4 x 27.7 cm)
image: 12 3/8 x 8 1/8 in. (31.5 x 20.7 cm)",image,20.7,31.5,0.0,8.15,12.4,0.0,101.06,medium,false,P,The Artist,,American, 1939-,,Term not found,2022-06-14
938,66.10,Mater Domini,Anonymous (Italian),not found,WCMA,WCMA-SCULPTURE,,,ca. 1450,1400,1500,1966,Williams College Museum of Art,sculpture,polychrome and gilding on wood,with original color,"Museum purchase, Joseph O. Eaton Fund, Karl E. Weston Memorial Fund, Ruth Sabin Weston Fund and Greylock Foundation",,,,,,,66_10_b.jpg,Overall: 43 x 17 1/4 in. (109.2 x 43.8 cm),Overall,0.0,109.22,0.0,0.0,43.0,0.0,0.0,small,false,P,,,not found,not found,with original color,Term not found,2022-06-14
939,EL.81.3.65.D,"A Proposed Additon to Lawrence Hall, Williams College: LH-19",Harding and Seaver,not found,WCMA,WCMA-PRINTS,,,1936,1936,1936,,Williams College Museum of Art,blueprint,blueprint,,,,,,,,l.r. in pencil: LH-19 [encircled],EL_81_3_65_D.jpg,sheet: 11 15/16 x 18 1/8 in. (30.4 x 46 cm),sheet,46.0,30.4,0.0,18.11,11.97,0.0,216.78,medium,false,L,,,not found,not found,,Term not found,2022-06-14
940,85.21.4,Le Treport,Maurice Brazil Prendergast,not found,WCMA,WCMA-Prendergast,,,1892,1892,1892,1985,Williams College Museum of Art,watercolor,watercolor and pencil on paper,,Gift of Mrs. Charles Prendergast,,CMO #531,,,Folds in paper.  Verso: 9 figure sketches.  Sunset at low tide in unknown hand. 4 MBP monograms.,l.l. in black ink: MBP[monogram]rendergast/`92; verso l.l. in pencil: Sunset/Low Tide,85_21_4_r2.jpg,"sheet: 7 13/16 x 8 3/4 in. (19.9 x 22.2 cm)
frame: 17 1/2 x 23 1/2 in. (44.4 x 59.7 cm)",sheet,22.2,19.9,0.0,8.74,7.83,0.0,68.43,small,false,L,,"© Williams College Museum of Art, Williamstown, MA
Please contact the museum for permissions",American, 1858-1924,,Term not found,2022-06-14
941,80.35.1.J,"Untitled (from ""Dante, I Had Not Known That Death Had Undone So Many"")",Tom Phillips, 500013179,WCMA,WCMA-PRINTS,,,no date,1937,1980,1980,Williams College Museum of Art,etching,color etching and aquatint on paper,,"Gift of Marvin A. Sachner, through the Martin S. Ackerman Foundation",,,,,,l.l. in pencil: 39/110; l.r. in pencil: TomPhillips,IMG_80.35.1.J.jpg,"sheet: 25 13/16 x 19 1/2 in. (65.5 x 49.5 cm)
plate: 16 13/16 x 11 15/16 in. (42.7 x 30.4 cm)",sheet,49.5,65.5,0.0,19.49,25.79,0.0,502.65,large,false,P,Artist or artist's estate,,British, 1937-,,Term not found,2022-06-14
942,99.2.I,1911 Buc-Zissou Dans Levent De L'Helice De L'Aeroplane Esnault-Pelterie,Jacques-Henri Lartigue,not found,WCMA,WCMA-PHOTO,,,1911; reprinted 1978,1978,1978,1999,Williams College Museum of Art,photograph,Autochrome,per booklet in portfolio,"Museum purchase, Joseph O. Eaton Fund",,,,,,l.r. in ink on photograph: 683/5000U.S.; on mount in gold lettering: 9 NOVEMBRE 1911-BUC-ZISSOU DANS LEVENT/ DE L'HELICE DE L'AEROPLANE ESNAULT-PELTERIE; l.c. blind stamped: [Lartique supervision stamp]; in ink on inside portfolio case: 683/ J.H.LARTIGUE [sun-like symbol],99_2_I.jpg,"mat: 16 x 13 in. (40.7 x 33 cm)
sheet: 6 1/4 x 8 3/8 in. (15.8 x 21.3 cm)
image: 5 5/16 x 7 1/2 in. (13.5 x 19 cm)",image,19.0,13.5,0.0,7.48,5.31,0.0,39.72,small,false,L,,,French, 1894-1986,per booklet in portfolio,Term not found,2022-06-14
946,49.17.68,Harper's Weekly p.400 with two cartoons attached,Thomas Nast, 500026650,WCMA,WCMA-PRINTS,,,1881,1881,1881,1949,Williams College Museum of Art,print,wood engraving on newsprint mounted to newspaper,,Gift of Mabel Nast Crawford and Cyril Nast,,,,,,,IMG_49.17.68.ABC.jpg,Overall: 16 9/16 x 11 5/8 in. (42.1 x 29.6 cm),Overall,29.6,42.1,0.0,11.65,16.57,0.0,193.04,medium,false,P,,,American, 1840-1902,,erm not found,2022-06-14
948,66.7,Self-portrait,Lovis Corinth, 500115384,WCMA,WCMA-PRINTS,,,1925,1925,1925,1966,Williams College Museum of Art,lithograph,lithograph on paper,,"Gift of the family and friends of Ronald Hertz, Class of 1946, on the occasion of his 40th birthday",,Mueller 903,,,,l.r. in pencil: Lovis Corinth; l.r. in pencil: M.903,66_7.jpg,sheet: 17 3/16 x 12 1/16 in. (43.7 x 30.7 cm),sheet,30.7,43.7,0.0,12.09,17.2,0.0,207.95,medium,false,P,,,German, 1858-1925,,Term not found,2022-06-14
951,79.75.60,Pot Sherd,Greek,not found,WCMA,WCMA-ANCIENT,"Pella, Macedonia",,no date,0,0,1979,Williams College Museum of Art,sherd,ceramic,,Gift of John Davis Hatch V,,,,,,,Pella.jpg,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,false,,,,not found,not found,,erm not found,2022-06-14
952,M.2002.16.2,"Trio, Ráczkeve (from ""A Hungarian Memory)",André Kertész,not found,WCMA,WCMA-PHOTO,,,1923,1923,1923,2002,Williams College Museum of Art,photograph,gelatin silver print,,Gift of Elizabeth and Frederick M. Myers,,,,,,verso center in pencil: A Kertész,IMG_M.2002.16.2.jpg,"sheet: 8 x 9 15/16 in. (20.3 x 25.3 cm)
image: 7 3/8 x 9 3/4 in. (18.7 x 24.7 cm)",image,24.7,18.7,0.0,9.72,7.36,0.0,71.54,small,false,L,The Estate of the Artist,,not found,not found,,Term not found,2022-06-14
953,82.22.43,Footed dish,American,not found,WCMA,WCMA-DEC ARTS,,,no date,0,0,1982,Williams College Museum of Art,glass,cut glass,grape and vine decoration,Bequest of Kathryn Hurd,,,,,,bottom of base: [illegible word] Lambert [illegible word] Lowebert [illegible word],82_22_43.jpg,"Overall: 6 in. (15.3 cm)
rim: 8 15/16 in. (22.7 cm)
Base: 4 3/4 in. (12 cm)",Overall,0.0,15.3,0.0,0.0,6.02,0.0,0.0,small,false,P,,,not found,not found,grape and vine decoration,Term not found,2022-06-14
954,94.1.12,Portrait of a woman,Anonymous (American), 500125216,WCMA,WCMA-PAINTING,,,no date,0,0,1994,Williams College Museum of Art,painting,oil on canvas,,"Found in the collection and catalogued, 1994",,,,,,,94.1.12.jpg,"Overall: 38 x 30 7/8 in. (96.5 x 78.5 cm)
frame: 39 x 31 7/8 in. (99 x 81 cm)",Overall,78.5,96.5,0.0,30.91,37.99,0.0,1174.27,large,false,P,,,not found,not found,,Term not found,2022-06-14
956,95.4.26,Market Place,Maurice Brazil Prendergast,not found,WCMA,WCMA-Prendergast,,,ca. 1912-1915,1912,1915,1995,Williams College Museum of Art,watercolor,"watercolor, pencil, ink and pastel on paper",,Bequest of Mrs. Charles Prendergast,,CMO #1168,,,,l.r. in pink: MBP [monogram],95_4_26_r.jpg,"Overall: 13 1/2 x 19 1/4 in. (34.3 x 48.9 cm)
Overall1: 13 1/2 x 19 1/4 in. (34.3 x 48.9 cm)",Overall,48.9,34.29,0.0,19.25,13.5,0.0,259.88,medium,false,L,,"© Williams College Museum of Art, Williamstown, MA
Please contact the museum for permissions",American, 1858-1924,,Term not found,2022-06-14
958,77.63.32,Standing Goddess,"Mycenaean, Greek",not found,WCMA,WCMA-ANCIENT,,,ca. 1300-1200 BC,-1300,-1200,1977,Williams College Museum of Art,statuette; figurine,polychromed terracotta,,"Gift of the son and daughters of Charles Bolles Bolles-Rogers, Class of 1907: Frederick Van D. Rogers, Mary Rogers Savage, and Nancy Rogers Pierson",,,,,,l.l. on sticker on base: 3; underneath base l.l. on sticker: 3,77_63_32_a.jpg,"Overall: 4 7/16 x 2 5/16 in. (11.3 x 5.8 cm)
Base: 1 x 3 1/8 in. (2.6 x 8 cm)",Overall,5.8,11.3,0.0,2.28,4.45,0.0,10.15,small,false,P,,,not found,not found,,Term not found,2022-06-14
959,92.5.136.B,"The Siege of the Isle of Ré, plate A",Jacques Callot, 500021688,WCMA,WCMA-PRINTS,,,19th century,1800,1899,1992,Williams College Museum of Art,etching,etching on paper,,"Found in the collection and catalogued, 1992",,,,,,l.r. in pencil: 3652[underlined]/1,92_5_136_B.jpg,"sheet: 25 7/8 x 19 5/8 in. (65.7 x 49.9 cm)
plate: 22 5/8 x 17 1/8 in. (57.5 x 43.5 cm)",sheet,49.9,65.7,0.0,19.65,25.87,0.0,508.35,large,false,P,,,Frenc, 1592-1635,,Term not found,2022-06-14
960,39.1.141,Boys and Girls! You Can Help Your Uncle Sam Win the War,James Montgomery Flagg, 500003051,WCMA,WCMA-PRINTS,,,1918,1918,1918,1939,Williams College Museum of Art,poster,poster,,Anonymous gift,,,,,,,IMG_39.1.141.JPG,Overall: 30 x 20 in. (76.2 x 50.8 cm),Overall,50.8,76.2,0.0,20.0,30.0,0.0,600.0,large,false,P,,,American, 1877-1960,,Term not found,2022-06-14
962,88.27.13,East Elevation with Anne & Patrick Poirier Sculpture,Charles Willard Moore, 500021877,WCMA,WCMA-DRAWING,,,1986,1986,1986,1988,Williams College Museum of Art,drawing,pencil and colored pencil on yellow trace,,Gift of Charles W. Moore,,,,,,"l.r. in pencil: EAST ELEVATION WITH ANNE & PATRICK POIRIER SCULPTURE, JUNE 1986",88_27_13.jpg,"sheet: 13 3/4 x 47 1/16 in. (35 x 119.5 cm)
frame: 21 3/8 x 53 3/8 in. (54.3 x 135.5 cm)",sheet,119.5,35.0,0.0,47.05,13.78,0.0,648.35,large,false,L,,,not found,not found,,Term not found,2022-06-14
963,52.7.6,The Detour,John Harmon Cassel, 500097474,WCMA,WCMA-DRAWING,,,no date,1852,1952,1952,Williams College Museum of Art,drawing | cartoon,crayon and ink on board,graphite underdrawing,Gift of the artist,,,,,,l.r. in ink: John Cassel; l.c. in pencil: The Detour !,52_7_6.jpg,Overall: 20 x 14 15/16 in. (50.8 x 38 cm),Overall,38.0,50.8,0.0,14.96,20.0,0.0,299.2,medium,false,P,,,American, 1877-1960,graphite underdrawing,Term not found,2022-06-14
966,84.26.9,Untitled,Rube Goldberg, 500053744,WCMA,WCMA-DRAWING,,,no date,1883,1970,1984,Williams College Museum of Art,drawing,graphite on paper,,Gift of George W. George,,,,,,,84_26_9_r.jpg,Overall: 11 7/16 x 8 7/8 in. (29 x 22.6 cm),Overall,22.6,29.0,0.0,8.9,11.42,0.0,101.64,medium,false,P,"Rube Goldberg, Inc.",,American, 1883-1970,,Term not found,2022-06-14
967,78.51.65.A,Salisbury Cathedral from the Avon,George Washington Wilson,not found,WCMA,WCMA-PHOTO,,,19th century,1800,1899,1978,Williams College Museum of Art,photograph,albumen print,,Gift of Mr. and Mrs. Bates Lowry,,,,,,l.r. printed on image:SALISBURY CATHEDRAL FROM THE AVON. 4106 G.W.W.,78_51_65_A_B.jpg,sheet: 5 1/8 x 8 1/16 in. (13 x 20.5 cm),sheet,20.5,13.0,0.0,8.07,5.12,0.0,41.32,small,false,L,,,British, 1823-1893,,Term not found,2022-06-14
969,81.24.58,"Professor Lucifer Gorgonzola Butts, A.K. invents a self-emptying ashtray",Rube Goldberg, 500053744,WCMA,WCMA-DRAWING,,,1932,1932,1932,1981,Williams College Museum of Art,drawing,ink and pencil on cardboard,blue pencil,Gift of George W. George,,,,,,"verso in red ink: Monday, Oct. 17, 1932; verso in red ink: 4",81_24_58.jpg,"6 5/16 x 20 5/8 in. (16.1 x 52.4 cm)
frame: 16 7/8 x 27 7/8 x 1 7/8 in. (42.9 x 70.8 x 4.8 cm)",Overall,52.4,16.1,0.0,20.63,6.34,0.0,130.79,medium,false,L,"Rube Goldberg, Inc.",,American, 1883-1970,blue pencil,Term not found,2022-06-14
973,77.9.61,Opus #1,Robert J. Liikala,not found,WCMA,WCMA-PAINTING,,,1964,1964,1964,1977,Williams College Museum of Art,painting,oil and enamel on masonite,,"Bequest of Lawrence H. Bloedel, Class of 1923",,,,,,,77_9_61.jpg,Overall: 61 1/4 x 49 5/8 in. (155.5 x 126 cm),Overall,126.0,155.5,0.0,49.61,61.22,0.0,3037.12,large,false,P,Artist or artist's estate,,not found,not found,,Term not found,2022-06-14
975,84.14.2.A,"Hungarian Landscape, Puszta (from ""A Hungarian Memory"")",André Kertész,not found,WCMA,WCMA-PHOTO,,,1914,1914,1914,1984,Williams College Museum of Art,photograph,gelatin silver print,,"Gift of Elizabeth and Frederick M. Myers, Class of 1943",,,,,,verso c. in pencil: A Kertész,IMG_84.14.2.A.jpg,image: 7 3/8 x 9 3/4 in. (18.8 x 24.7 cm),image,24.7,18.8,0.0,9.72,7.4,0.0,71.93,small,false,L,The Estate of the Artist,,not found,not found,,Term not found,2022-06-14
976,M.2002.16.6,"Forced March to the Front between Lonié and Mitulen, Poland (from ""A Hungarian Memory)",André Kertész,not found,WCMA,WCMA-PHOTO,,,1915,1915,1915,2002,Williams College Museum of Art,photograph,gelatin silver print,,Gift of Elizabeth and Frederick M. Myers,,,,,,verso center in pencil: A Kertész,IMG_M.2002.16.6.jpg,"sheet: 7 15/16 x 10 in. (20.2 x 25.4 cm)
image: 6 3/4 x 9 3/4 in. (17.1 x 24.7 cm)",image,24.7,17.1,0.0,9.72,6.73,0.0,65.42,small,false,L,The Estate of the Artist,,not found,not found,,Term not found,2022-06-14
