cms_certification_num,name,address,city,state,zip5,beds,phone_number,homepage_url,chargemaster_url,last_edited_by_username
373034,"ST JOHN REHAB HOSPITAL, AN AFFILIATE OF ENCOMPASS",1200 W ALBANY DRIVE,BROKEN ARROW,OK,74012,40,9187442291,https://encompasshealth.com/locations/stjohnrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/47-4332576_st-john-rehabilitation-hospital-an-affiliate-of-encompass-health_standardcharges.csv,mysequel
423025,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF COLA,2935 COLONIAL DRIVE,COLUMBIA,SC,29203,96,8032547777,https://encompasshealth.com/locations/columbiarehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/63-0974715_encompass-health-rehabilitation-hospital-of-columbia_standardcharges.csv,mysequel
423026,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF FLORE,900 EAST CHEVES ST,FLORENCE,SC,29506,88,8436799000,https://encompasshealth.com/locations/florencerehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/57-0775688_encompass-health-rehabilitation-hospital-of-florence_standardcharges.csv,mysequel
423027,"HEALTHSOUTH REHABILITATION HOSP OF CHARLESTON, INC",9181 MEDCOM ST,NORTH CHARLESTON,SC,29406,49,8438207777,https://encompasshealth.com/locations/charlestonrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/57-0904886_musc-health-rehabilitation-hospital-an-affiliate-of-encompass-health_standardcharges.csv,mysequel
423028,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF ROCK H,1795 FRANK GASTON BLVD,ROCK HILL,SC,29732,50,8033263500,https://encompasshealth.com/locations/rockhillrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/57-1071353_encompass-health-rehabilitation-hospital-of-rock-hill_standardcharges.csv,mysequel
423029,ANMED HEALTHSOUTH REHABILITATION HOSPITAL,1 SPRINGBACK WAY,ANDERSON,SC,29621,60,8647162600,https://encompasshealth.com/locations/anmedrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/94-3430783_anmed-health-rehabilitation-hospital_standardcharges.csv,mysequel
423032,ENCOMPASS HEALTH REHAB HOSPITAL OF BLUFFTON,107 SEAGRASS ROAD,BLUFFTON,SC,29910,38,8438368200,https://encompasshealth.com/locations/blufftonrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/81-1718775_encompass-health-rehabilitation-hospital-of-bluffton_standardcharges.csv,mysequel
443027,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF KINGSP,113 CASSEL DRIVE,KINGSPORT,TN,37660,50,4232467240,https://encompasshealth.com/locations/kingsportrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/631028003rehabilitation-hospital-of-kingsport-a-joint-venture-of-ballad-health-and-encompasstandard.csv,mysequel
443028,VANDERBILT STALLWORTH REHAB HOSPITAL,2201 CHILDRENS WAY,NASHVILLE,TN,37212,80,6153207600,https://encompasshealth.com/locations/vanderbiltstallworth/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/63-1077470_vanderbilt-stallworth-rehabilitation-hospital-_standardcharges.csv,mysequel
443029,ENCOMPASS HEALTH REHABILITIATION HOSPITAL OF MEMPH,1282 UNION AVENUE,MEMPHIS,TN,38104,80,9017222000,https://encompasshealth.com/locations/memphisrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/631107459encompass-health-rehabilitation-hospital-of-memphis-a-partner-of-methodist-healthcarestanda.csv,mysequel
443030,WEST TENNESSEE HEALTHCARE REHABILITATION HOSPITAL,180 MOUNT PELIA ROAD,MARTIN,TN,38237,40,7315874261,https://encompasshealth.com/locations/canecreekrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/475297151west-tennessee-healthcare-rehabilitation-hospital-cane-creek-encompass-standard-charges.csv,mysequel
443031,ENCOMPASS HEALTH METHODIST REHABILITATION HOSPITAL,4100 AUSTIN PEAY HIGHWAY,MEMPHIS,TN,38128,40,9012135400,https://encompasshealth.com/locations/northmemphisrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/631107459encompass-health-rehabilitation-hospital-of-north-memphis-a-partner-of-methodist-standard.csv,mysequel
443032,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF CHATTA,2412 MCCALLIE AVENUE,CHATTANOOGA,TN,37404,69,4236980221,https://encompasshealth.com/locations/chattanoogarehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/62-1178229_encompass-health-rehabilitation-hospital-of-chattanooga_standardcharges.csv,mysequel
443033,"QUILLEN REHABILITATION HOSPITAL, AJV OF BALLAD HLT",2511 WESLEY STREET,JOHNSON CITY,TN,37601,36,4239521700,https://encompasshealth.com/locations/quillenrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/465144209quillen-rehabilitation-hospital-a-joint-venture-of-ballad-health-and-encompass-health-stand.csv,mysequel
293026,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF LV,1250 S VALLEY VIEW BLVD,LAS VEGAS,NV,89102,79,7028778898,https://encompasshealth.com/locations/lasvegasrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/25-1693810_encompass-health-rehabilitation-hospital-of-las-vegas_standardcharges.csv,mysequel
443035,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF FRANKL,1000 PHYSICIANS WAY,FRANKLIN,TN,37067,40,6157214000,https://encompasshealth.com/locations/franklinrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/27-4344918_encompass-health-rehabilitation-hospital-of-franklin_standardcharges.csv,mysequel
443036,WEST TENNESSEE HEALTHCARE REHABILITATION HOSPTIAL,616 WEST FOREST AVENUE,JACKSON,TN,38301,48,7315415000,https://encompasshealth.com/locations/jacksonrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/475297151west-tennessee-healthcare-rehabilitation-hospital-jackson-encompass-heal-standard.csv,mysequel
293032,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF HENDER,10301 JEFFREYS ST,HENDERSON,NV,89052,90,7029399400,https://encompasshealth.com/locations/hendersonrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/63-1262946_encompass-health-rehabilitation-hospital-of-henderson_standardcharges.csv,mysequel
293033,ENCOMPASS HEALTH REHAB HOSPITAL OF DESERT CANYON,9175 WEST OQUENDO ROAD,LAS VEGAS,NV,89148,50,7022527342,https://encompasshealth.com/locations/desertcanyonrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/27-2457834_encompass-health-rehabilitation-hospital-of-desert-canyon_standardcharges.csv,mysequel
303027,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF CONCOR,254 PLEASANT STREET,CONCORD,NH,3301,50,6032269800,https://encompasshealth.com/locations/concordrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/63-1102594_encompass-health-rehabilitation-hospital-of-concord_standardcharges.csv,mysequel
313029,ENCOMPASS HEALTH REHAB HOSPITAL OF TOMS RIVER,14 HOSPITAL DRIVE,TOMS RIVER,NJ,8755,92,7328443100,https://encompasshealth.com/locations/tomsriverrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/63-1105897_encompass-health-rehabilitation-hospital-of-toms-river_standardcharges.csv,mysequel
313035,ENCOMPASS HEALTH REHAB HOSPITAL OF TINTON FALLS,2 CENTRE PLAZA,TINTON FALLS,NJ,7724,60,7324605320,https://encompasshealth.com/locations/tintonfallsrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/631254173encompass-health-rehabilitation-hospital-of-tinton-falls-standard.csv,mysequel
313036,ENCOMPASS HEALTH REHAB HOSPITAL OF VINELAND,1237 W SHERMAN AVENUE,VINELAND,NJ,8360,41,8566967100,https://encompasshealth.com/locations/vinelandrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/26-2414472_encompass-health-rehabilitation-hospital-of-vineland_standardcharges.csv,mysequel
323027,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF ALBUQU,7000 JEFFERSON STREET NE,ALBUQUERQUE,NM,87109,61,5053449478,https://encompasshealth.com/locations/albuquerquerehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/63-1011171_encompass-health-rehabilitation-hospital-of-albuquerque_standardcharges.csv,mysequel
453031,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SAN AN,9119 CINNAMON HILL,SAN ANTONIO,TX,78240,108,2106910737,https://encompasshealth.com/locations/sanantoniorehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/63-1105930_encompass-health-rehabilitation-hospital-of-san-antonio_standardcharges.csv,mysequel
453040,HEALTHSOUTH REHABILITATION HOSPITAL OF ARLINGTON,3200 MATLOCK,ARLINGTON,TX,76015,85,8174684000,https://encompasshealth.com/locations/arlingtonrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/63-1184844_encompass-health-rehabilitation-hospital-of-arlington_standardcharges.csv,mysequel
453042,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF CITY,6701 OAKMONT BOULEVARD,FORT WORTH,TX,76132,62,8173704700,https://encompasshealth.com/locations/cityviewrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/25-1587575_encompass-health-rehabilitation-hospital-of-city-view_standardcharges.csv,mysequel
453047,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PLANO,2800 W 15TH ST,PLANO,TX,75075,83,9726129000,https://encompasshealth.com/locations/planorehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/25-1661222_encompass-health-rehabilitation-hospital-of-plano_standardcharges.csv,mysequel
453053,HEALTHSOUTH  REHABILITATION HOSPITAL OF TEXARKANA,515 WEST 12TH ST,TEXARKANA,TX,75501,60,9037930088,https://encompasshealth.com/locations/texarkanarehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/63-1105916_encompass-health-rehabilitation-hospital-of-texarkana_standardcharges.csv,mysequel
453054,HEALTHSOUTH REHAB HOSPITAL OF WICHITA FALLS,3901 ARMORY ROAD,WICHITA FALLS,TX,76301,63,9407205700,https://encompasshealth.com/locations/wichitafallsrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/25-1664933_encompass-health-rehabilitation-hospital-of-wichita-falls_standardcharges.csv,mysequel
453056,CHRISTUS TRINITY MOTHER FRANCES REHABILITATION HOS,3131 TROUP HWY,TYLER,TX,75701,94,9035107000,https://encompasshealth.com/locations/christustmfrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/251675784christus-trinity-mother-frances-rehabilitation-hospital-a-partner-of-encompass-health-stand.csv,mysequel
453057,HEALTHSOUTH REHABILITATION OF MIDLAND ODESSA,1800 HERITAGE BOULEVARD,MIDLAND,TX,79707,80,9155201600,https://encompasshealth.com/locations/midlandrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/63-1105911_encompass-health-rehabilitation-hospital-of-midland-odessa_standardcharges.csv,mysequel
463025,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF UTAH,8074 SOUTH 1300 EAST,SANDY,UT,84094,84,8015613400,https://encompasshealth.com/locations/utahrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/63-1105917_encompass-health-rehabilitation-hospital-of-utah_standardcharges.csv,mysequel
493028,ENCOMPASS HEALTH REHAB HOSPITAL OF RICHMOND,5700 FITZHUGH AVENUE,RICHMOND,VA,23226,40,8042885700,https://encompasshealth.com/locations/richmondrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/23-2655290_encompass-health-rehabilitation-hospital-of-richmond_standardcharges.csv,mysequel
493029,"UNIVERSITY OF VIRGINIA - HEALTHSOUTH, LLC",515 RAY C HUNT DRIVE,CHARLOTTESVILLE,VA,22903,50,4342442000,https://encompasshealth.com/locations/uvarehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/72-1397571_uva-encompass-health-rehabilitation-hospital_standardcharges.csv,mysequel
493031,ENCOMPASS HEALTH REHAB HOSPITAL OF PETERSBURG,95 MEDICAL PARK BLVD,PETERSBURG,VA,23805,64,8045048100,https://encompasshealth.com/locations/petersburgrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/20-0948362_encompass-health-rehabilitation-hospital-of-petersburg_standardcharges.csv,mysequel
673043,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF DALLAS,7930 NORTHAVEN ROAD,DALLAS,TX,75230,40,2147068200,https://encompasshealth.com/locations/dallasrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/26-2934144_encompass-health-rehabilitation-hospital-of-dallas_standardcharges.csv,mysequel
673044,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF THE MI,2304 HIGHWAY 121,BEDFORD,TX,76021,60,8176842000,https://encompasshealth.com/locations/midcitiesrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/26-1408611_encompass-health-rehabilitation-hospital-of-the-midcities_standardcharges.csv,mysequel
673054,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF AUSTIN,330 W BEN WHITE BLVD,AUSTIN,TX,78704,60,9723088567,https://encompasshealth.com/locations/austinrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/26-1408389_encompass-health-rehabilitation-hospital-of-austin_standardcharges.csv,mysequel
673065,CHI ST JOSEPH HEALTHSOUTH REHABILITATION HOSPITAL,1600 JOSEPH DR,BRYAN,TX,77802,49,9798217506,https://encompasshealth.com/locations/stjrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/475501500chi-st-joseph-health-rehabilitation-hospital-an-affiliate-of-encompass-healthstandardcharge.csv,mysequel
493032,ENCOMPASS HEALTH REHAB HOSPITAL OF FREDERICKSBURG,300 PARK HILL DRIVE,FREDERICKSBURG,VA,22401,58,5403687300,https://encompasshealth.com/locations/fredericksburgrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/20-0949793_encompass-health-rehabilitation-hospital-of-fredericksburg_standardcharges.csv,mysequel
493033,ENCOMPASS HEALTH REHAB HOSPITAL OF NORTHERN VA,24430 MILLSTREAM DRIVE,ALDIE,VA,20105,60,7039572000,https://encompasshealth.com/locations/northernvirginiarehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/26-1159764_encompass-health-rehabilitation-hospital-of-northern-virginia_standardcharges.csv,mysequel
493034,THE REHABILITATION HOSPITAL OF SOUTHWEST VA,103 NORTH STREET,BRISTOL,VA,24201,25,2766427900,https://encompasshealth.com/locations/bristolrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/205612001rehabilitation-hospital-of-bristol-a-joint-venture-of-ballad-health-and-encompass-healthsta.csv,mysequel
513026,ENCOMPASS HEALTH REHAB HOSPITAL OF PRINCETON,120 12TH ST,PRINCETON,WV,24740,60,3044878000,https://encompasshealth.com/locations/princetonrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/23-2655290_encompass-health-rehabilitation-hospital-of-princeton_standardcharges.csv,mysequel
513027,ENCOMPASS HEALTH REHAB HOSPITAL OF PARKERSBURG,#3 WESTERN HILLS DRIVE,PARKERSBURG,WV,26105,40,3044201300,https://encompasshealth.com/locations/parkersburgrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/23-2655290_encompass-health-rehabilitation-hospital-of-parkersburg_standardcharges.csv,mysequel
513028,ENCOMPASS HEALTH REHAB HOSPITAL OF HUNTINGTON,6900 WEST COUNTRY CLUB DRIVE,HUNTINGTON,WV,25705,62,3047331060,https://encompasshealth.com/locations/huntingtonrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/62-1178229_encompass-health-rehabilitation-hospital-of-huntington_standardcharges.csv,mysequel
513030,ENCOMPASS HEALTH REHAB HOSPITAL OF MORGANTOWN,1160 VAN VOORHIS ROAD,MORGANTOWN,WV,26504,96,3045981100,https://encompasshealth.com/locations/morgantownrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/55-0670907_encompass-health-rehabilitation-hospital-of-morgantown_standardcharges.csv,mysequel
673029,ENCOMPASS HEALTH REHABILITAITON HOSPITAL OF RICHAR,3351 WATERVIEW PARKWAY,RICHARDSON,TX,75080,50,9723985700,https://encompasshealth.com/locations/richardsonrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/20-5315890_encompass-health-rehabilitation-hospital-of-richardson_standardcharges.csv,mysequel
673039,RELIANT REHABILITATION HOSPITAL  ABILENE,6401 DIRECTORS PARKWAY,ABILENE,TX,79606,60,3256911600,https://encompasshealth.com/locations/abilenerehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/26-2652076_encompass-health-rehabilitation-hospital-of-abilene_standardcharges.csv,mysequel
673042,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUGAR,1325 HWY 6,SUGAR LAND,TX,77478,50,2812767599,https://encompasshealth.com/locations/houston/sugarlandrehab/transparency-healthcare,https://encompasshealth.com/-/media/healthsouth/project/healthsouth/files/2022-price-transparency/27-2810882_encompass-health-rehabilitation-hospital-of-sugar-land_standardcharges.csv,mysequel
