name,business_type,state_registered,street_registered,city_registered,zip5_registered,filing_number,corp_id
KREMLIN COMMUNITY BUILDING ASSOCIATION.,CORPORATION,OK,,,,1900067519,1900067519
"FINANCIAL INDEPENDENCE AGENCY, OF TULSA, OKLAHOMA",CORPORATION,OK,,,,1900067901,1900067901
HALL PETROLEUM COMPANY,CORPORATION,OK,,,,1900069142,1900069142
"BETTY RAY SHOP, INC.",CORPORATION,OK,,,,1900069424,1900069424
"WOODS COUNTY ABSTRACT CORPORATION, OF ALVA, OKLAHOMA",CORPORATION,OK,,,,1900069501,1900069501
HOLLIS RECREATION CLUB,CORPORATION,OK,,,,1900069767,1900069767
CIMARRON VALLEY WESLEY HOSPITAL,CORPORATION,OK,,,,1900071571,1900071571
RUEDY'S AUTO SHOP. INC.,CORPORATION,OK,,,,1900073071,1900073071
"OKLAHOMA TILE COMPANY, INC.",CORPORATION,OK,,,,1900073162,1900073162
PIONEER ABSTRACT AND TITLE COMPANY,CORPORATION,OK,,,,1900073389,1900073389
R. H. FORD AND COMPANY,CORPORATION,OK,,,,1900073545,1900073545
LAKE OIL COMPANY,CORPORATION,OK,,,,1900074258,1900074258
PREMIER LIFE ASSURANCE COMPANY,CORPORATION,OK,,,,1900075770,1900075770
SHAWNEE MILLING COMPANY,CORPORATION,OK,,,,1900078083,1900078083
WABAN OIL CORPORATION,CORPORATION,OK,,,,1900078654,1900078654
ST. MARY'S PARISH CREDIT UNION,CORPORATION,OK,,,,1900080492,1900080492
THE KRUGER INVESTMENT CO.,CORPORATION,OK,,,,1900080657,1900080657
FARMERS ROYALTY POOL,CORPORATION,OK,,,,1900081213,1900081213
OIL ROYALTIES INC.,CORPORATION,OK,,,,1900081214,1900081214
OKLAHOMA RURAL REHABILITATION CORPORATION,CORPORATION,OK,,,,1900083685,1900083685
ALL AMERICAN LIFE,CORPORATION,OK,,,,1900083700,1900083700
LAMAR OIL COMPANY,CORPORATION,OK,,,,1900083775,1900083775
JELSMA ABSTRACT COMPANY,CORPORATION,OK,,,,1900084256,1900084256
THE CURTIS BURIAL BENEFIT ASSOCIATION,CORPORATION,OK,,,,1900084342,1900084342
CHICAGO TITLE OKLAHOMA CO.,CORPORATION,OK,,,,1900084602,1900084602
SOUTHERN HILLS COUNTRY CLUB,CORPORATION,OK,,,,1900084722,1900084722
THOMPSON PUMP COMPANY,CORPORATION,OK,,,,1900085384,1900085384
THE GRAPHIC ARTS CLUB,CORPORATION,OK,,,,1900086111,1900086111
"BEACON FINANCE COMPANY, MUSKOGEE, OKLAHOMA",CORPORATION,OK,,,,1900086632,1900086632
HARRY H. DIAMOND INCORPORATED,CORPORATION,OK,,,,1900087380,1900087380
"MOORE FUNERAL HOME, INCORPORATED.",CORPORATION,OK,,,,1900090759,1900090759
"H. M. ACRE, INC.",CORPORATION,OK,,,,1900091067,1900091067
"BOATS & MOTORS, INC.",CORPORATION,OK,,,,1900091419,1900091419
PIONEER ABSTRACT COMPANY,CORPORATION,OK,,,,1900091684,1900091684
COCHRAN ABSTRACT CO.,CORPORATION,OK,,,,1900091737,1900091737
THOMAS N. BERRY & COMPANY,CORPORATION,OK,,,,1900092620,1900092620
KLABZUBA ROYALTY COMPANY,CORPORATION,OK,,,,1900092621,1900092621
"OUR OWN OIL UNION, INC.",CORPORATION,OK,,,,1900093676,1900093676
GUARANTEE ABSTRACT COMPANY,CORPORATION,OK,,,,1900093762,1900093762
LAKE ALUMA CLUB,CORPORATION,OK,,,,1900094463,1900094463
OKLAHOMA CHAIN STORES ASSOCIATION,CORPORATION,OK,,,,1900094567,1900094567
ADA COCA COLA BOTTLING COMPANY,CORPORATION,OK,,,,1900094816,1900094816
CONTRACTING PLASTERERS' ASSOCIATION OF OKLAHOMA,CORPORATION,OK,,,,1900096422,1900096422
ATOKA COUNTY SOIL CONSERVATION DISTRICT,CORPORATION,OK,,,,1900096779,1900096779
ALLIED PAINT PRODUCTS MANUFACTURING,CORPORATION,OK,,,,1900097045,1900097045
"AKDAR BUILDING COMPANY, INC., TULSA, OKLAHOMA",CORPORATION,OK,,,,1900097047,1900097047
PRODUCERS & REFINERS CORPORATION,CORPORATION,OK,,,,1900097217,1900097217
P.B. ODOM CONSTRUCTION COMPANY,CORPORATION,OK,,,,1900098838,1900098838
"CUSTOM COACH INT., INC.",CORPORATION,OK,,,,1900098982,1900098982
"R-K MOTORS, INC.",CORPORATION,OK,,,,1900099635,1900099635
ELK CITY RODEO ASSOCIATION,CORPORATION,OK,,,,1900099693,1900099693
"IDABEL COCA-COLA BOTTLING COMPANY, INC.",CORPORATION,OK,,,,1900099833,1900099833
BUSHMAN CONSTRUCTION COMPANY,CORPORATION,OK,,,,1900100178,1900100178
"OKLAHOMA LIQUEFIED GAS OF SEMINOLE, INC.",CORPORATION,OK,,,,1900100582,1900100582
EL RENO COUNTRY CLUB,CORPORATION,OK,,,,1900106277,1900106277
BURLINGTON CO-OPERATIVE ASSOCIATION,CORPORATION,OK,,,,1900106302,1900106302
"RELIABLE FURNITURE EXCHANGE, INC.",CORPORATION,OK,,,,1900106433,1900106433
WATSON COMPANY,CORPORATION,OK,,,,1900106962,1900106962
"T. D. WILLIAMSON, INC.",CORPORATION,OK,,,,1900108645,1900108645
KISKA OIL COMPANY,CORPORATION,OK,,,,1900109082,1900109082
"BUSINESS MEN'S CHARITY CLUB, (COLORED)",CORPORATION,OK,,,,1900110823,1900110823
NATIONAL FEEDER SERVICE CORPORATION,CORPORATION,OK,,,,1900110869,1900110869
"SMC TECHNOLOGIES, INC.",CORPORATION,OK,,,,1900111230,1900111230
DORNICK HILLS GOLF AND COUNTRY CLUB CORP.,CORPORATION,OK,,,,1900113779,1900113779
"BURRIS VALLEY RANCH, INC.",CORPORATION,OK,,,,1900113915,1900113915
RATIGAN- RAYNE HARDWARE & SUPPLY CO. TULSA OKLAHOMA,CORPORATION,OK,,,,1900113963,1900113963
"KING HAGEN POST NUMBER 51 AMERICAN LEGION FAIRVIEW, OKLAHOMA",CORPORATION,OK,,,,1900114088,1900114088
"FAIRGROUNDS MANAGEMENT, INC",CORPORATION,OK,,,,1900114968,1900114968
ALTUS GOLF AND COUNTRY CLUB,CORPORATION,OK,,,,1900115012,1900115012
PONCA CITY COUNTRY CLUB,CORPORATION,OK,,,,1900115725,1900115725
SEILING AIRPORT AND RECREATIONAL PARK,CORPORATION,OK,,,,1900115812,1900115812
THE ALVA GOLF AND COUNTRY CLUB,CORPORATION,OK,,,,1900116112,1900116112
DELTA ENGINEERING COMPANY,CORPORATION,OK,,,,1900116382,1900116382
TULSA FRUIT COMPANY,CORPORATION,OK,,,,1900116402,1900116402
MILL CREEK LUMBER & SUPPLY COMPANY,CORPORATION,OK,,,,1900116486,1900116486
AL PHARMA INC.,CORPORATION,OK,,,,1900116719,1900116719
CAPITOL WELL SERVICING COMPANY,CORPORATION,OK,,,,1900116767,1900116767
"FEDERAL EMPLOYEES ASSOCIATION FOR NATIONAL DEFENSE, UNIT NO. 26 CREDIT UNION",CORPORATION,OK,,,,1900116841,1900116841
CAPITOL BUILDING CORPORATION,CORPORATION,OK,,,,1900117096,1900117096
FLESHMANS INC.,CORPORATION,OK,,,,1900117603,1900117603
RYAN RECREATION CLUB,CORPORATION,OK,,,,1900119481,1900119481
AMERICAN BUTANE AND PROPANE GAS COMPANY,CORPORATION,OK,,,,1900119541,1900119541
CLIMAX EMPLOYEES' CREDIT UNION,CORPORATION,OK,,,,1900119645,1900119645
OAKWOOD COUNTRY CLUB OF ENID,CORPORATION,OK,,,,1900119963,1900119963
"SWP INVESTMENTS, INC.",CORPORATION,OK,,,,1900120068,1900120068
TULSA**ELEVENTH STREET BAPTIST CHURCH,CORPORATION,OK,,,,1900120077,1900120077
THE H AND S DRILLING COMPANY,CORPORATION,OK,,,,1900120222,1900120222
ERNEST WIEMANN IRON WORKS,CORPORATION,OK,,,,1900120244,1900120244
MACK OIL CO.,CORPORATION,OK,,,,1900120269,1900120269
"THE FOSTER FLORAL COMPANY, INC.",CORPORATION,OK,,,,1900120287,1900120287
"TIPTON VALLEY HOSPITAL ASSOCIATION, INC.",CORPORATION,OK,,,,1900120345,1900120345
COMMUNITY CREDIT UNION,CORPORATION,OK,,,,1900120377,1900120377
OKLAHOMA GLASS AND WALLPAPER COMPANY,CORPORATION,OK,,,,1900121344,1900121344
CHAS. A. NEAL & COMPANY,CORPORATION,OK,,,,1900121347,1900121347
HEADRICK FARMERS CO-OPERATIVE ELEVATOR,CORPORATION,OK,,,,1900121490,1900121490
"THE SOUTHWESTERN STATIONERY AND BANK SUPPLY, INC.",CORPORATION,OK,,,,1900121612,1900121612
W & W STEEL COMPANY,CORPORATION,OK,,,,1900121617,1900121617
"SOUTHERN SHEET METAL WORKS, INC.",CORPORATION,OK,,,,1900121795,1900121795
TOM WHITE AND SON ORDER BUYING CO.,CORPORATION,OK,,,,1900121843,1900121843
THE OAKS COUNTRY CLUB,CORPORATION,OK,,,,1900121945,1900121945
"MISKOVSKY FOODS, INC.",CORPORATION,OK,,,,1900122001,1900122001
BORG COMPRESSED STEEL CORPORATION,CORPORATION,OK,,,,1900122531,1900122531
HOME APPLIANCE STORE,CORPORATION,OK,,,,1900123002,1900123002
AERO PATROL & SURVEY COMPANY,CORPORATION,OK,,,,1900123283,1900123283
DECOURSEY MILK COMPANY,CORPORATION,OK,,,,1900123620,1900123620
DEMOCRAT-CHIEF PUBLISHING CO.,CORPORATION,OK,,,,1900124206,1900124206
"REEVES CAMERA COMPANY, INCORPORATED",CORPORATION,OK,,,,1900124278,1900124278
DICKMANN GLASS CO.,CORPORATION,OK,,,,1900124313,1900124313
HERALD PUBLISHING CO.,CORPORATION,OK,,,,1900124653,1900124653
"HENSONS, INC.",CORPORATION,OK,,,,1900124654,1900124654
"ALTUS DINNER CLUB, INC.",CORPORATION,OK,,,,1900124786,1900124786
GAS & ELECTRICAL EQUIPMENT CO.,CORPORATION,OK,,,,1900124829,1900124829
CANE BAY INVESTMENTS COMPANY,CORPORATION,OK,,,,1900124840,1900124840
LANGSTON CO.,CORPORATION,OK,,,,1900125060,1900125060
"NATIONAL PETROLEUM SALES, INC.",CORPORATION,OK,,,,1900125109,1900125109
"DORIS & JUNIE, INC.",CORPORATION,OK,,,,1900125164,1900125164
SOUTHWEST ELECTRIC CO.,CORPORATION,OK,,,,1900125286,1900125286
SHOSHONE BUILDING CO.,CORPORATION,OK,,,,1900125344,1900125344
STEWART INVESTMENT CORPORATION,CORPORATION,OK,,,,1900125650,1900125650
ANADARKO PUBLISHING CO.,CORPORATION,OK,,,,1900125876,1900125876
CLINT COOKE COMPANY,CORPORATION,OK,,,,1900126022,1900126022
LACEY-PIONEER ABSTRACT COMPANY,CORPORATION,OK,,,,1900126433,1900126433
GROENDYKE TRANSPORT INC.,CORPORATION,OK,,,,1900127091,1900127091
"SPORTSMAN'S CLUB, INC.",CORPORATION,OK,,,,1900127146,1900127146
FRANTZ BROS. BUTANE INC,CORPORATION,OK,,,,1900127221,1900127221
IRRIGATION CORPORATION,CORPORATION,OK,,,,1900127663,1900127663
PAULINE OIL & GAS COMPANY,CORPORATION,OK,,,,1900127729,1900127729
SEVEN-UP BOTTLING COMPANY,CORPORATION,OK,,,,1900127983,1900127983
"ALLAN EDWARDS, INCORPORATED",CORPORATION,OK,,,,1900128385,1900128385
"SALZCO, INC.",CORPORATION,OK,,,,1900128724,1900128724
BUTTER KRUST EMPLOYEES CREDIT UNION,CORPORATION,OK,,,,1900129972,1900129972
"LAWTON TRANSIT MIX, INCORPORATED",CORPORATION,OK,,,,1900130025,1900130025
AMERICAN TANK & CONSTRUCTION CO.,CORPORATION,OK,,,,1900130300,1900130300
BRIDGMAN'S FURNITURE CO.,CORPORATION,OK,,,,1900130301,1900130301
"ADAIR & ASSOCIATES, INC.",CORPORATION,OK,,,,1900130712,1900130712
"E. G. CLINGENPEEL CO., INC.",CORPORATION,OK,,,,1900130739,1900130739
THE ADA RIDING CLUB,CORPORATION,OK,,,,1900130751,1900130751
"COATES FIELD SERVICE, INC.",CORPORATION,OK,,,,1900131734,1900131734
"THE TULSA ANCHORAGE CLUB, INC.",CORPORATION,OK,,,,1900131909,1900131909
MIDLAND MORTGAGE CO.,CORPORATION,OK,,,,1900132268,1900132268
"EMSCO ELECTRIC SUPPLY CO., INC.",CORPORATION,OK,,,,1900132773,1900132773
THE AJAX INVESTMENT COMPANY,CORPORATION,OK,,,,1900132779,1900132779
OKLAHOMA ASSOCIATION OF EPSILON,CORPORATION,OK,,,,1900132811,1900132811
THE QUAPAW COMPANY,CORPORATION,OK,,,,1900132844,1900132844
S & S BUILDING CORPORATION,CORPORATION,OK,,,,1900133060,1900133060
"GUTHRIE GOLF AND COUNTRY CLUB, INC.",CORPORATION,OK,,,,1900133344,1900133344
C. H. GUERNSEY & COMPANY,CORPORATION,OK,,,,1900133925,1900133925
"SEQUOIA PARTNERS, LTD.",CORPORATION,OK,,,,1900134215,1900134215
DOTSON & MERSON DEVELOPMENT CO.,CORPORATION,OK,,,,1900134283,1900134283
"GUTHRIE LODGE NO. 35, A.F. & A.M., OF GUTHRIE, OKLAHOMA",CORPORATION,OK,,,,1900134627,1900134627
THE HRG CORPORATION,CORPORATION,OK,,,,1900134747,1900134747
OWASSO LUMBER COMPANY,CORPORATION,OK,,,,1900135266,1900135266
ORIOLE OIL COMPANY,CORPORATION,OK,,,,1900135457,1900135457
"ALLAN EDWARDS MFG. CO., INC.",CORPORATION,OK,,,,1900135605,1900135605
"SOUTHWEST TERRAZZO, INC.",CORPORATION,OK,,,,1900136006,1900136006
"SOUTHWESTERN STATIONERS, INC.",CORPORATION,OK,,,,1900136204,1900136204
"OWASSO COMMUNITY FIRE DEPARTMENT, INC.",CORPORATION,OK,,,,1900136641,1900136641
OSAGE COUNTY ABSTRACT COMPANY,CORPORATION,OK,,,,1900136689,1900136689
SCHULTE OIL CO.,CORPORATION,OK,,,,1900136946,1900136946
THE EATON-QUADE COMPANY,CORPORATION,OK,,,,1900137418,1900137418
NORTHEAST BLANCO DEVELOPMENT CORP.,CORPORATION,OK,,,,1900137486,1900137486
WELLBRO BUILDING COMPANY,CORPORATION,OK,,,,1900137594,1900137594
FIVE STAR DRILLING CO,CORPORATION,OK,,,,1900137667,1900137667
"MASONRY CONTRACTORS, INC.",CORPORATION,OK,,,,1900137832,1900137832
ASSOCIATED GLASS COMPANY,CORPORATION,OK,,,,1900138645,1900138645
AIR ENGINEERING INC.,CORPORATION,OK,,,,1900138698,1900138698
R & J ROYALTY CORPORATION,CORPORATION,OK,,,,1900138869,1900138869
ENTERPRISE DISTRIBUTING COMPANY,CORPORATION,OK,,,,1900139155,1900139155
PROTECTO WRAP COMPANY,CORPORATION,OK,,,,1900139255,1900139255
"U. S. DRILLING COMPANY, INC.",CORPORATION,OK,,,,1900139407,1900139407
"MCCONNELL CONSTRUCTION, INC.",CORPORATION,OK,,,,1900139578,1900139578
MCGROY INC.,CORPORATION,OK,,,,1900139621,1900139621
"HOBART LABORATORIES, INC.",CORPORATION,OK,,,,1900140165,1900140165
"SADDORIS COMPANIES, INC.",CORPORATION,OK,,,,1900140267,1900140267
V. B. LIKINS FOUNDATION,CORPORATION,OK,,,,1900140457,1900140457
MIDWESTERN PIPE LINE PRODUCTS COMPANY,CORPORATION,OK,,,,1900140600,1900140600
CREWS OIL COMPANY,CORPORATION,OK,,,,1900140621,1900140621
JAN OIL COMPANY,CORPORATION,OK,,,,1900140743,1900140743
STRANGE-JONES WHOLESALE COMPANY,CORPORATION,OK,,,,1900140888,1900140888
OKLAHOMA FARM BUREAU BUILDING CORPORATION,CORPORATION,OK,,,,1900140893,1900140893
"HEATWAVE SUPPLY, INC.",CORPORATION,OK,,,,1900140934,1900140934
BROWN PRINTING COMPANY,CORPORATION,OK,,,,1900140948,1900140948
"O.K. TANK TRUCKS, INC.",CORPORATION,OK,,,,1900141040,1900141040
LFC HOLDING CORPORATION,CORPORATION,OK,,,,1900141137,1900141137
FEDERAL SUPPLY CO.,CORPORATION,OK,,,,1900141162,1900141162
"SOUTHEASTERN, INC.",CORPORATION,OK,,,,1900141429,1900141429
"THE OKLAHOMA FLOWER MARKET, INC.",CORPORATION,OK,,,,1900141467,1900141467
WESTFALL PRODUCING CO.,CORPORATION,OK,,,,1900141599,1900141599
"HERRON LUMBER COMPANY, INC.",CORPORATION,OK,,,,1900141647,1900141647
"THE BRADLEY FUNERAL HOME, INC.",CORPORATION,OK,,,,1900141667,1900141667
INTERSTATE ELECTRIC CORPORATION,CORPORATION,OK,,,,1900141863,1900141863
ALLEN ESTATE CORPORATION,CORPORATION,OK,,,,1900141936,1900141936
"WATTS FUNERAL HOME, INC.",CORPORATION,OK,,,,1900142080,1900142080
"PADDOCK ENTERPRISES, INC.",CORPORATION,OK,,,,1900142093,1900142093
"YARMUK, INC.",CORPORATION,OK,,,,1900142299,1900142299
"OKLAHOMA CHRISTIAN HOME ENID, OKLAHOMA",CORPORATION,OK,,,,1900142942,1900142942
ROBERT HALL CLOTHES MAY AVE. CORP,CORPORATION,OK,,,,1900143029,1900143029
"WILKERSON INVESTMENTS, INC.",CORPORATION,OK,,,,1900143314,1900143314
AMERICAN MILLWORK COMPANY,CORPORATION,OK,,,,1900143432,1900143432
MID-WEST PRINTING & PUBLISHING COMPANY,CORPORATION,OK,,,,1900143501,1900143501
C & L SUPPLY INC.,CORPORATION,OK,,,,1900143763,1900143763
GRAND BOULEVARD DEVELOPMENT CO.,CORPORATION,OK,,,,1900143820,1900143820
NATIONAL STEEL ERECTORS CORPORATION,CORPORATION,OK,,,,1900143990,1900143990
ARBUCKLE SUPPLY COMPANY,CORPORATION,OK,,,,1900144133,1900144133
OKLAHOMA CHIROPRACTICE PHYSICIANS,CORPORATION,OK,,,,1900144166,1900144166
"KIMRAY, INC.",CORPORATION,OK,,,,1900144197,1900144197
"NIDIFFER SHOPPING CENTERS, INC.",CORPORATION,OK,,,,1900144199,1900144199
COX INVESTMENT CO.,CORPORATION,OK,,,,1900144238,1900144238
"NOMOC OIL COMPANY, INC.",CORPORATION,OK,,,,1900144404,1900144404
"CRESTWOOD CLUB, INC.",CORPORATION,OK,,,,1900144419,1900144419
NURSES'S PROFESSIONAL REGISTRY,CORPORATION,OK,,,,1900144644,1900144644
SOUTHERN HILLS MANOR INVESTMENT CORPORATION,CORPORATION,OK,,,,1900144661,1900144661
"THE CUMMINS CONSTRUCTION COMPANY, INC.",CORPORATION,OK,,,,1900144709,1900144709
"ELK CITY GOLF AND COUNTRY CLUB ASSOCIATION, INC.",CORPORATION,OK,,,,1900144726,1900144726
"VICTORY GLASS CO., INC.",CORPORATION,OK,,,,1900144731,1900144731
LESTER INVESTMENT COMPANY,CORPORATION,OK,,,,1900145006,1900145006
J & R TANK TRUCKS COMPANY,CORPORATION,OK,,,,1900145088,1900145088
"J. D. YOUNG COMPANY, INC.",CORPORATION,OK,,,,1900145121,1900145121
"MARS, INC.",CORPORATION,OK,,,,1900145200,1900145200
"SOUTHWESTERN EXPLORATION CONSULTANTS, INC.",CORPORATION,OK,,,,1900145692,1900145692
SAWYER MANUFACTURING COMPANY,CORPORATION,OK,,,,1900145756,1900145756
"HALL & THOMPSON, INC",CORPORATION,OK,,,,1900145989,1900145989
"SAMUEL GORDON JEWELERS & DIAMOND MERCHANTS, INC.",CORPORATION,OK,,,,1900145990,1900145990
LINCOLN LIQUEFIED GAS COMPANY,CORPORATION,OK,,,,1900146432,1900146432
"BARBOUR & SHORT, INC.",CORPORATION,OK,,,,1900146659,1900146659
SHELBURNE OIL CO.,CORPORATION,OK,,,,1900146715,1900146715
SEMINOLE MANUFACTURING COMPANY,CORPORATION,OK,,,,1900146751,1900146751
TIGER DRUG CO.,CORPORATION,OK,,,,1900146772,1900146772
"SOUTHWEST UNITED INDUSTRIES, INC.",CORPORATION,OK,,,,1900146786,1900146786
MID-CONTINENT LEATHER SALES COMPANY,CORPORATION,OK,,,,1900146820,1900146820
"BROADLAWN VILLAGE, INC.",CORPORATION,OK,,,,1900146974,1900146974
"COTTONWOOD VARIETY, INC.",CORPORATION,OK,,,,1900147107,1900147107
"OKLAHOMA UPHOLSTERY SUPPLY, INC.",CORPORATION,OK,,,,1900147130,1900147130
"UNITED PLATING WORKS, INC.",CORPORATION,OK,,,,1900147177,1900147177
"SHAWVER & SON, INC.",CORPORATION,OK,,,,1900147268,1900147268
THE RIDDLE CORPORATION,CORPORATION,OK,,,,1900147502,1900147502
AUTOMOTIVE PARTS COMPANY,CORPORATION,OK,,,,1900147658,1900147658
"NINDE FUNERAL DIRECTORS, INC.",CORPORATION,OK,,,,1900147697,1900147697
"MACKELLAR, INC.",CORPORATION,OK,,,,1900147793,1900147793
"PETROLEUM CLUB OF OKLAHOMA CITY, INC.",CORPORATION,OK,,,,1900147796,1900147796
"THE LORTONDALE CLUB, INC.",CORPORATION,OK,,,,1900147985,1900147985
"MILLER-JACKSON CO., INC.",CORPORATION,OK,,,,1900148029,1900148029
WATTIE WOLFE COMPANY,CORPORATION,OK,,,,1900148135,1900148135
"WHEELER & STUCKEY, INC.",CORPORATION,OK,,,,1900148324,1900148324
MIDWESTERN MANUFACTURING COMPANY,CORPORATION,OK,,,,1900148655,1900148655
THE H. S. BOYD COMPANY,CORPORATION,OK,,,,1900148949,1900148949
"GENERAL ACOUSTICS, INC.",CORPORATION,OK,,,,1900149008,1900149008
GLOBE CONSTRUCTION CO.,CORPORATION,OK,,,,1900149011,1900149011
"PATE INDUSTRIAL SUPPLY, INC.",CORPORATION,OK,,,,1900149701,1900149701
BRYANT REFRACTORY COMPANY,CORPORATION,OK,,,,1900149793,1900149793
"BELLEVUE CONVALESCENT HOSPITAL, INC.",CORPORATION,OK,,,,1900150045,1900150045
"CAPITOL GLASS & MIRROR CO., INC.",CORPORATION,OK,,,,1900150694,1900150694
"LEE O C TERMINALS, INC.",CORPORATION,OK,,,,1900150782,1900150782
ATLAS PAVING COMPANY,CORPORATION,OK,,,,1900151258,1900151258
REDHEN OIL COMPANY,CORPORATION,OK,,,,1900151400,1900151400
THE ALEXANDER CORPORATION,CORPORATION,OK,,,,1900151440,1900151440
"""CAL-RAY PETROLEUM CORP.""",CORPORATION,OK,,,,1900151521,1900151521
NEWTON WALL COMPANY,CORPORATION,OK,,,,1900151544,1900151544
PAYNE COUNTY TITLE COMPANY,CORPORATION,OK,,,,1900151554,1900151554
"PAGE STORAGE AND VAN LINES, INC.",CORPORATION,OK,,,,1900151568,1900151568
STROUD OIL RECLAIMING COMPANY,CORPORATION,OK,,,,1900151583,1900151583
"THE CHARLES MACHINE WORKS, INC.",CORPORATION,OK,,,,1900151604,1900151604
CARLOCK INVESTMENT CORPORATION,CORPORATION,OK,,,,1900151760,1900151760
"IRONSIDE WATER DISTRICT, INC.",CORPORATION,OK,,,,1900151927,1900151927
"SOONER FOODS, INC.",CORPORATION,OK,,,,1900152063,1900152063
OKMULGEE READY-MIX CONCRETE CO.,CORPORATION,OK,,,,1900152065,1900152065
CLEMENTS FOODS CO.,CORPORATION,OK,,,,1900152084,1900152084
"TRAIL LANES, INC.",CORPORATION,OK,,,,1900152144,1900152144
"GRINNELL'S PRESCRIPTION SHOP, INC.",CORPORATION,OK,,,,1900152222,1900152222
"HUGHES COUNTY PUBLISHING COMPANY, INC.",CORPORATION,OK,,,,1900152340,1900152340
"TULCO OILS, INC.",CORPORATION,OK,,,,1900152437,1900152437
"VINITA PROFESSIONAL BUILDING, INC.",CORPORATION,OK,,,,1900152438,1900152438
"ANESTHESIA SERVICE, INC.",CORPORATION,OK,,,,1900152439,1900152439
"LEONHARDT ENTERPRISES, INC.",CORPORATION,OK,,,,1900152485,1900152485
ELLIOTT TRUCK LINE INC.,CORPORATION,OK,,,,1900152530,1900152530
MORRISON ** FIRST METHODIST CHURCH OF MORRISON,CORPORATION,OK,,,,1900152817,1900152817
"LILLIAN STRICKLER, INC.",CORPORATION,OK,,,,1900152848,1900152848
"MWS ENTERPRISES, INC.",CORPORATION,OK,,,,1900153065,1900153065
"D F & D CONSULTING, INC.",CORPORATION,OK,,,,1900153144,1900153144
"THE YALE CLUB OF TULSA, OKLAHOMA, INC.",CORPORATION,OK,,,,1900153298,1900153298
"CHARLES PEST CONTROL, INC.",CORPORATION,OK,,,,1900153369,1900153369
H.E.ANDERSON COMPANY,CORPORATION,OK,,,,1900153514,1900153514
"TECH-LOCK, INC.",CORPORATION,OK,,,,1900153557,1900153557
"MONTELLO, INC.",CORPORATION,OK,,,,1900153689,1900153689
ROTH MANUFACTURING COMPANY,CORPORATION,OK,,,,1900153744,1900153744
"B. R. POLK, INC.",CORPORATION,OK,,,,1900153845,1900153845
THE FISHERMAN' CLUB,CORPORATION,OK,,,,1900153926,1900153926
"HOLIDAY HILLS COUNTRY CLUB, INC.",CORPORATION,OK,,,,1900154103,1900154103
"INDEPENDENT TRUCKING COMPANY, INC.",CORPORATION,OK,,,,1900154188,1900154188
"BEALS CUNNINGHAM ADVERTISING AGENCY, INC.",CORPORATION,OK,,,,1900154776,1900154776
RED ROCK PETROLEUM COMPANY,CORPORATION,OK,,,,1900154781,1900154781
ACME ENGINEERING AND MANUFACTURING CORPORATION,CORPORATION,OK,,,,1900154890,1900154890
AUTOMATIC BUSINESS MACHINES CORPORATION,CORPORATION,OK,,,,1900155064,1900155064
"PRAGUE BUILDERS, INCORPORATED",CORPORATION,OK,,,,1900155141,1900155141
"SUTHERLAND WELL SERVICE, INCORPORATED",CORPORATION,OK,,,,1900155319,1900155319
"JUNIOR SCIENTIFIC RESEARCH LABORATORIES, INCORPORATED",CORPORATION,OK,,,,1900155502,1900155502
"CPROP, INC.",CORPORATION,OK,,,,1900155721,1900155721
DEAD SHOT CHEMICAL COMPANY,CORPORATION,OK,,,,1900155944,1900155944
"BOECKMAN FORD, INC.",CORPORATION,OK,,,,1900155970,1900155970
THE FIRST OKLAHOMA UNIT OF THE NATIONAL ASSOCIATION OF PARLIAMENTARIANS,CORPORATION,OK,,,,1900156208,1900156208
"JONRIAN, INC.",CORPORATION,OK,,,,1900156528,1900156528
JOE MOBLEY INVESTMENT COMPANY,CORPORATION,OK,,,,1900156658,1900156658
"CARNEGIE TELEPHONE COMPANY, INC.",CORPORATION,OK,,,,1900156679,1900156679
HOIST AND TRUCK BODY MANUFACTURING COMPANY,CORPORATION,OK,,,,1900156911,1900156911
JHC COMPANY,CORPORATION,OK,,,,1900156925,1900156925
CHARLES E. MORRISON CO.,CORPORATION,OK,,,,1900157064,1900157064
AUTO CRANE COMPANY,CORPORATION,OK,,,,1900157124,1900157124
"OKLAHOMA BANANA DISTRIBUTING CO., INC.",CORPORATION,OK,,,,1900157246,1900157246
THE DAGWELL DIXIE COMPANY,CORPORATION,OK,,,,1900157252,1900157252
"WETZEL AGENCY, INC.",CORPORATION,OK,,,,1900157656,1900157656
"DW, INC.",CORPORATION,OK,,,,1900157694,1900157694
HALLWOOD CORPORATION,CORPORATION,OK,,,,1900157747,1900157747
ALBRIGHT STEEL AND WIRE COMPANY,CORPORATION,OK,,,,1900157836,1900157836
"MISTER ROBERT, INC.",CORPORATION,OK,,,,1900157966,1900157966
"UNIVERSAL FIELD SERVICES, INC.",CORPORATION,OK,,,,1900158040,1900158040
"MISSION INVESTMENT CO. OKLAHOMA CITY, OKLAHOMA",CORPORATION,OK,,,,1900158073,1900158073
"WYNN CONSTRUCTION CO., INC.",CORPORATION,OK,,,,1900158336,1900158336
"ECONOMY LUMBER COMPANY, INC.",CORPORATION,OK,,,,1900158353,1900158353
"CAPITOL HILL FLORISTS, INC.",CORPORATION,OK,,,,1900158407,1900158407
THE DAUBE COMPANY,CORPORATION,OK,,,,1900158412,1900158412
HARDY OIL CO.,CORPORATION,OK,,,,1900158544,1900158544
