Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,BCBS_BLUE_CHOICE,BCBS_CAP,CHOICE_CARE_MEDICARE,OPTUM_VA_CCN,UHC_ALL_PAYER
4322724_1,XR Hip Min 4 Views Lt w/ Pelvis,Inpatient,0320,73503,"Radiologic examination, hip, unilateral, with pelvis when performed; minimum of 4 views",,0,358.00,340.10,200.36,358.00,N/A,N/A,N/A,N/A,304.30
4322724_1,XR Hip Min 4 Views Lt w/ Pelvis,Outpatient,0320,73503,"Radiologic examination, hip, unilateral, with pelvis when performed; minimum of 4 views",,0,358.00,340.10,200.36,358.00,200.36,210.90,358.00,358.00,304.30
4322725_1,XR Hip Min 4 Views Rt w/ Pelvis,Inpatient,0320,73503,"Radiologic examination, hip, unilateral, with pelvis when performed; minimum of 4 views",,0,358.00,340.10,200.36,358.00,N/A,N/A,N/A,N/A,304.30
4322725_1,XR Hip Min 4 Views Rt w/ Pelvis,Outpatient,0320,73503,"Radiologic examination, hip, unilateral, with pelvis when performed; minimum of 4 views",,0,358.00,340.10,200.36,358.00,200.36,210.90,358.00,358.00,304.30
4322726_1,XR Hips Bil w/ Pelvis 2 Views,Inpatient,0320,73521,"Radiologic examination, hips, bilateral, with pelvis when performed; 2 views",,0,330.00,313.50,280.50,330.00,N/A,N/A,N/A,N/A,280.50
4322726_1,XR Hips Bil w/ Pelvis 2 Views,Outpatient,0320,73521,"Radiologic examination, hips, bilateral, with pelvis when performed; 2 views",,0,330.00,313.50,280.50,330.00,280.50,297.00,330.00,330.00,280.50
4322729_1,XR Ribs Min 3 Views Left w/ PA Chest,Inpatient,0320,71101,"Radiologic examination, ribs, unilateral; including posteroanterior chest, minimum of 3 views",,0,230.00,218.50,187.91,230.00,N/A,N/A,N/A,N/A,195.50
4322729_1,XR Ribs Min 3 Views Left w/ PA Chest,Outpatient,0320,71101,"Radiologic examination, ribs, unilateral; including posteroanterior chest, minimum of 3 views",,0,230.00,218.50,187.91,230.00,187.91,197.80,230.00,230.00,195.50
4322730_1,XR Ribs Min 3 Views Right w/ PA Chest,Inpatient,0320,71101,"Radiologic examination, ribs, unilateral; including posteroanterior chest, minimum of 3 views",,0,230.00,218.50,187.91,230.00,N/A,N/A,N/A,N/A,195.50
4322730_1,XR Ribs Min 3 Views Right w/ PA Chest,Outpatient,0320,71101,"Radiologic examination, ribs, unilateral; including posteroanterior chest, minimum of 3 views",,0,230.00,218.50,187.91,230.00,187.91,197.80,230.00,230.00,195.50
4322731_1,XR Spine Cervical Complete,Inpatient,0320,72052,"Radiologic examination, spine, cervical; 6 or more views",,0,248.00,235.60,210.80,268.64,N/A,N/A,N/A,N/A,210.80
4322731_1,XR Spine Cervical Complete,Outpatient,0320,72052,"Radiologic examination, spine, cervical; 6 or more views",,0,248.00,235.60,210.80,268.64,255.21,268.64,248.00,248.00,210.80
4322732_1,XR Spine Entire 1 View,Inpatient,0320,72081,"Radiologic examination, spine, entire thoracic and lumbar, including skull, cervical and sacral spine if performed (eg, scoliosis evaluation); one view",,0,190.00,180.50,161.50,190.00,N/A,N/A,N/A,N/A,161.50
4322732_1,XR Spine Entire 1 View,Outpatient,0320,72081,"Radiologic examination, spine, entire thoracic and lumbar, including skull, cervical and sacral spine if performed (eg, scoliosis evaluation); one view",,0,190.00,180.50,161.50,190.00,161.50,171.00,190.00,190.00,161.50
4322733_1,XR Spine Entire 2-3 Views,Inpatient,0320,72082,"Radiologic examination, spine, entire thoracic and lumbar, including skull, cervical and sacral spine if performed (eg, scoliosis evaluation); 2 or 3 views",,0,385.00,365.75,327.25,385.00,N/A,N/A,N/A,N/A,327.25
4322733_1,XR Spine Entire 2-3 Views,Outpatient,0320,72082,"Radiologic examination, spine, entire thoracic and lumbar, including skull, cervical and sacral spine if performed (eg, scoliosis evaluation); 2 or 3 views",,0,385.00,365.75,327.25,385.00,327.25,346.50,385.00,385.00,327.25
4322940_2,"J3411 Injection, thiamine HLCl, 100mg",Outpatient,0636,J3411,Thiamine hcl 100 mg,,1,6.40,6.08,3.71,6.40,3.71,3.90,6.40,6.40,5.44
4323089_2,20526 Injection therapeutic carpal tunnel,ProFee,0983,20526,"Injection, therapeutic (eg, local anesthetic, corticosteroid), carpal tunnel",,0,250.00,237.50,237.50,237.50,N/A,N/A,N/A,N/A,N/A
4323090_2,21480 Closed treatment of TMJ dislocation,Outpatient,0521,21480,Closed treatment of temporomandibular dislocation; initial or subsequent,,0,290.00,275.50,246.50,309.32,246.50,261.00,309.32,0.00,246.50
4323090_3,21480 Closed treatment of TMJ dislocation,ProFee,0983,21480,Closed treatment of temporomandibular dislocation; initial or subsequent,,0,290.00,275.50,275.50,275.50,N/A,N/A,N/A,N/A,N/A
4323097_2,28660 Closted treatment of interphalangeal w/o an,ProFee,0983,28660,Closed treatment of interphalangeal joint dislocation; without anesthesia,,0,158.00,150.10,150.10,150.10,N/A,N/A,N/A,N/A,N/A
4323108_2,53661 Subsequent dilation of urethra,ProFee,0983,53661,Dilation of female urethra including suppository and/or instillation; subsequent,,0,235.00,223.25,223.25,223.25,N/A,N/A,N/A,N/A,N/A
4323108_3,53661 Subsequent dilation of urethra,ProFee,0983,53661,Dilation of female urethra including suppository and/or instillation; subsequent,,0,235.00,223.25,223.25,223.25,N/A,N/A,N/A,N/A,N/A
4323126_2,87804 Influenza test,ProFee,0983,87804,"Infectious agent antigen detection by immunoassay with direct optical (ie, visual) observation; Influenza",,0,107.00,101.65,101.65,101.65,N/A,N/A,N/A,N/A,N/A
4323159_2,90662 High Dose Fluzone Vaccine,Outpatient,0636,90662,"Influenza virus vaccine (IIV), split virus, preservative free, enhanced immunogenicity via increased antigen content, for intramuscular use",,0,71.80,68.21,61.03,71.80,66.64,70.15,71.80,71.80,61.03
4323172_2,90662 High Dose Fluzone Vaccine,Outpatient,0636,90662,"Influenza virus vaccine (IIV), split virus, preservative free, enhanced immunogenicity via increased antigen content, for intramuscular use",,0,71.80,68.21,61.03,71.80,66.64,70.15,71.80,71.80,61.03
4323180_2,"J0558 Injection, penicillin g benzathine CR, 100,000",Outpatient,0636,J0558,Peng benzathine/procaine inj,,1,14.45,13.73,12.28,16.33,15.51,16.33,14.45,14.45,12.28
4323183_2,"J2930 Injection, mehtylprednisolone sodium succinate, up to 125mg",Outpatient,0636,J2930,Methylprednisolone injection,,1,10.70,10.17,7.72,10.70,7.72,8.13,10.70,10.70,9.10
4324012_1,Creatinine with eGFR,Inpatient,0300,82565,Creatinine; blood,,0,22.00,20.90,5.12,22.00,N/A,N/A,N/A,N/A,18.70
4324012_1,Creatinine with eGFR,Outpatient,0300,82565,Creatinine; blood,,0,22.00,20.90,5.12,22.00,10.35,10.89,22.00,5.12,18.70
4335006_1,E-STIM Manual/15min Units 97032,Inpatient,0421,97032,"Application of a modality to 1 or more areas; electrical stimulation (manual), each 15 minutes",,0,74.00,70.30,32.30,74.00,N/A,N/A,N/A,N/A,62.90
4335006_1,E-STIM Manual/15min Units 97032,Outpatient,0421,97032,"Application of a modality to 1 or more areas; electrical stimulation (manual), each 15 minutes",,0,74.00,70.30,32.30,74.00,32.30,34.00,74.00,74.00,62.90
4335008_1,Ultrasound/E-Stim Combo Units 97032,Inpatient,0421,97032,"Application of a modality to 1 or more areas; electrical stimulation (manual), each 15 minutes",,0,74.00,70.30,32.30,74.00,N/A,N/A,N/A,N/A,62.90
4335008_1,Ultrasound/E-Stim Combo Units 97032,Outpatient,0421,97032,"Application of a modality to 1 or more areas; electrical stimulation (manual), each 15 minutes",,0,74.00,70.30,32.30,74.00,32.30,34.00,74.00,74.00,62.90
4335202_1,Muscle Testing Trunk Units 95831,Inpatient,0421,,,,0,60.00,57.00,51.00,60.00,N/A,N/A,N/A,N/A,51.00
4335202_1,Muscle Testing Trunk Units 95831,Outpatient,0421,,,,0,60.00,57.00,51.00,60.00,51.00,54.00,60.00,60.00,51.00
4335208_1,Vasopneumatic Pump Units 97016,Inpatient,0421,97016,Application of a modality to 1 or more areas; vasopneumatic devices,,0,108.00,102.60,31.35,108.00,N/A,N/A,N/A,N/A,91.80
4335208_1,Vasopneumatic Pump Units 97016,Outpatient,0421,97016,Application of a modality to 1 or more areas; vasopneumatic devices,,0,108.00,102.60,31.35,108.00,31.35,33.00,108.00,108.00,91.80
4335214_1,Contrast Bath/15min Units 97034,Inpatient,0421,97034,"Application of a modality to 1 or more areas; contrast baths, each 15 minutes",,0,74.00,70.30,28.50,74.00,N/A,N/A,N/A,N/A,62.90
4335214_1,Contrast Bath/15min Units 97034,Outpatient,0421,97034,"Application of a modality to 1 or more areas; contrast baths, each 15 minutes",,0,74.00,70.30,28.50,74.00,28.50,30.00,74.00,74.00,62.90
4335216_1,Phonophoresis Units,Inpatient,0421,97035,"Application of a modality to 1 or more areas; ultrasound, each 15 minutes",,0,81.00,76.95,27.55,81.00,N/A,N/A,N/A,N/A,68.85
4335216_1,Phonophoresis Units,Outpatient,0421,97035,"Application of a modality to 1 or more areas; ultrasound, each 15 minutes",,0,81.00,76.95,27.55,81.00,27.55,29.00,81.00,81.00,68.85
4335220_1,CONT. Passive Motion/Specify Units,Inpatient,0421,97139,Unlisted therapeutic procedure (specify),,0,35.00,33.25,29.75,35.00,N/A,N/A,N/A,N/A,29.75
4335220_1,CONT. Passive Motion/Specify Units,Outpatient,0421,97139,Unlisted therapeutic procedure (specify),,0,35.00,33.25,29.75,35.00,29.75,31.50,35.00,35.00,29.75
4335222_1,CPM Daily CHK & ADJ (Specify) Units 97139,Inpatient,0421,97139,Unlisted therapeutic procedure (specify),,0,35.00,33.25,29.75,35.00,N/A,N/A,N/A,N/A,29.75
4335222_1,CPM Daily CHK & ADJ (Specify) Units 97139,Outpatient,0421,97139,Unlisted therapeutic procedure (specify),,0,35.00,33.25,29.75,35.00,29.75,31.50,35.00,35.00,29.75
4335226_1,Community Work/ Reintegration Units 97537,Inpatient,0421,97537,"Community/work reintegration training (eg, shopping, transportation, money management, avocational activities and/or work environment/modification analysis, work task analysis, use of assistive technology device/adaptive equipment), direct one-on-one contact, each 15 minutes",,0,74.00,70.30,62.90,74.00,N/A,N/A,N/A,N/A,62.90
4335226_1,Community Work/ Reintegration Units 97537,Outpatient,0421,97537,"Community/work reintegration training (eg, shopping, transportation, money management, avocational activities and/or work environment/modification analysis, work task analysis, use of assistive technology device/adaptive equipment), direct one-on-one contact, each 15 minutes",,0,74.00,70.30,62.90,74.00,62.90,66.60,74.00,74.00,62.90
4335228_1,Wheelchair MGMT/15min Units 97542,Inpatient,0421,97542,"Wheelchair management (eg, assessment, fitting, training), each 15 minutes",,0,74.00,70.30,62.90,74.00,N/A,N/A,N/A,N/A,62.90
4335228_1,Wheelchair MGMT/15min Units 97542,Outpatient,0421,97542,"Wheelchair management (eg, assessment, fitting, training), each 15 minutes",,0,74.00,70.30,62.90,74.00,62.90,66.60,74.00,74.00,62.90
4336283_1,PT Application Rigid TOTL Contact Cast Units 29445,Ambulatory Surgical,0421,29445,Application of rigid total contact leg cast,,0,60.00,57.00,51.00,60.00,0.00,0.00,60.00,60.00,51.00
4336283_1,PT Application Rigid TOTL Contact Cast Units 29445,Inpatient,0421,29445,Application of rigid total contact leg cast,,0,60.00,57.00,51.00,60.00,N/A,N/A,N/A,N/A,51.00
4337462_1,OBS IM OR SQ INJECTION PER STICK Charge,Inpatient,0760,96372,"Therapeutic, prophylactic, or diagnostic injection (specify substance or drug); subcutaneous or intramuscular",,0,60.00,57.00,40.85,60.00,N/A,N/A,N/A,N/A,51.00
4337462_1,OBS IM OR SQ INJECTION PER STICK Charge,Outpatient,0760,96372,"Therapeutic, prophylactic, or diagnostic injection (specify substance or drug); subcutaneous or intramuscular",,0,60.00,57.00,40.85,60.00,40.85,43.00,60.00,60.00,51.00
4337463_1,OBS IV PUSH SINGLE OR INITIAL Charge,Inpatient,0760,96374,"Therapeutic, prophylactic, or diagnostic injection (specify substance or drug); intravenous push, single or initial substance/drug",,0,60.00,57.00,40.85,60.00,N/A,N/A,N/A,N/A,51.00
4337463_1,OBS IV PUSH SINGLE OR INITIAL Charge,Outpatient,0760,96374,"Therapeutic, prophylactic, or diagnostic injection (specify substance or drug); intravenous push, single or initial substance/drug",,0,60.00,57.00,40.85,60.00,40.85,43.00,60.00,60.00,51.00
4337464_1,OBS IV PUSH EA ADD'L SEQ NEW DRUG Charge,Inpatient,0760,96375,"Therapeutic, prophylactic, or diagnostic injection (specify substance or drug); each additional sequential intravenous push of a new substance/drug (List separately in addition to code for primary procedure)",,0,60.00,57.00,40.85,60.00,N/A,N/A,N/A,N/A,51.00
4337464_1,OBS IV PUSH EA ADD'L SEQ NEW DRUG Charge,Outpatient,0760,96375,"Therapeutic, prophylactic, or diagnostic injection (specify substance or drug); each additional sequential intravenous push of a new substance/drug (List separately in addition to code for primary procedure)",,0,60.00,57.00,40.85,60.00,40.85,43.00,60.00,60.00,51.00
4337465_1,OBS IV PUSH EA ADD'L SAME DRUG Charge,Inpatient,0760,96376,"Therapeutic, prophylactic, or diagnostic injection (specify substance or drug); each additional sequential intravenous push of the same substance/drug provided in a facility (List separately in addition to code for primary procedure)",,0,60.00,57.00,40.85,60.00,N/A,N/A,N/A,N/A,51.00
4337465_1,OBS IV PUSH EA ADD'L SAME DRUG Charge,Outpatient,0760,96376,"Therapeutic, prophylactic, or diagnostic injection (specify substance or drug); each additional sequential intravenous push of the same substance/drug provided in a facility (List separately in addition to code for primary procedure)",,0,60.00,57.00,40.85,60.00,40.85,43.00,60.00,60.00,51.00
4337466_1,OBS IMMUNIZATION ADMIN ONE VACCINE Charge,Inpatient,0760,90471,"Immunization administration (includes percutaneous, intradermal, subcutaneous, or intramuscular injections); 1 vaccine (single or combination vaccine/toxoid)",,0,18.00,17.10,7.60,18.00,N/A,N/A,N/A,N/A,15.30
4337466_1,OBS IMMUNIZATION ADMIN ONE VACCINE Charge,Outpatient,0760,90471,"Immunization administration (includes percutaneous, intradermal, subcutaneous, or intramuscular injections); 1 vaccine (single or combination vaccine/toxoid)",,0,18.00,17.10,7.60,18.00,7.60,8.00,18.00,18.00,15.30
4337468_1,OBS IV INFU THERAP CONCURRENT Charge,Inpatient,0760,96368,"Intravenous infusion, for therapy, prophylaxis, or diagnosis (specify substance or drug); concurrent infusion (List separately in addition to code for primary procedure)",,0,25.00,23.75,0.95,25.00,N/A,N/A,N/A,N/A,21.25
4337468_1,OBS IV INFU THERAP CONCURRENT Charge,Outpatient,0760,96368,"Intravenous infusion, for therapy, prophylaxis, or diagnosis (specify substance or drug); concurrent infusion (List separately in addition to code for primary procedure)",,0,25.00,23.75,0.95,25.00,0.95,1.00,25.00,25.00,21.25
4337471_1,OBS IV INFU HYDRAT EA ADD'L HRCharge,Inpatient,0760,96361,"Intravenous infusion, hydration; each additional hour (List separately in addition to code for primary procedure)",,0,18.00,17.10,15.30,132.00,N/A,N/A,N/A,N/A,15.30
4337471_1,OBS IV INFU HYDRAT EA ADD'L HRCharge,Outpatient,0760,96361,"Intravenous infusion, hydration; each additional hour (List separately in addition to code for primary procedure)",,0,18.00,17.10,15.30,132.00,125.40,132.00,18.00,18.00,15.30
4337472_1,OBS IV INFU THER INITIAL 16-90 MIN Charge,Inpatient,0760,96365,"Intravenous infusion, for therapy, prophylaxis, or diagnosis (specify substance or drug); initial, up to 1 hour",,0,183.00,173.85,125.40,183.00,N/A,N/A,N/A,N/A,155.55
4337472_1,OBS IV INFU THER INITIAL 16-90 MIN Charge,Outpatient,0760,96365,"Intravenous infusion, for therapy, prophylaxis, or diagnosis (specify substance or drug); initial, up to 1 hour",,0,183.00,173.85,125.40,183.00,125.40,132.00,183.00,183.00,155.55
4337473_1,OBS IV INFU THERAP EA ADD'L HR Charge,Inpatient,0760,96366,"Intravenous infusion, for therapy, prophylaxis, or diagnosis (specify substance or drug); each additional hour (List separately in addition to code for primary procedure)",,0,18.00,17.10,15.30,132.00,N/A,N/A,N/A,N/A,15.30
4337473_1,OBS IV INFU THERAP EA ADD'L HR Charge,Outpatient,0760,96366,"Intravenous infusion, for therapy, prophylaxis, or diagnosis (specify substance or drug); each additional hour (List separately in addition to code for primary procedure)",,0,18.00,17.10,15.30,132.00,125.40,132.00,18.00,18.00,15.30
4337474_1,OBS IV INFU THERAP EA ADD'L SEQ NEW Charge,Inpatient,0760,96367,"Intravenous infusion, for therapy, prophylaxis, or diagnosis (specify substance or drug); additional sequential infusion of a new drug/substance, up to 1 hour (List separately in addition to code for primary procedure)",,0,183.00,173.85,125.40,183.00,N/A,N/A,N/A,N/A,155.55
4337474_1,OBS IV INFU THERAP EA ADD'L SEQ NEW Charge,Outpatient,0760,96367,"Intravenous infusion, for therapy, prophylaxis, or diagnosis (specify substance or drug); additional sequential infusion of a new drug/substance, up to 1 hour (List separately in addition to code for primary procedure)",,0,183.00,173.85,125.40,183.00,125.40,132.00,183.00,183.00,155.55
4337475_1,OBS IV INFUS HYDRAT INIT 31 MIN-1HR Charge,Inpatient,0760,96360,"Intravenous infusion, hydration; initial, 31 minutes to 1 hour",,0,183.00,173.85,125.40,183.00,N/A,N/A,N/A,N/A,155.55
4337475_1,OBS IV INFUS HYDRAT INIT 31 MIN-1HR Charge,Outpatient,0760,96360,"Intravenous infusion, hydration; initial, 31 minutes to 1 hour",,0,183.00,173.85,125.40,183.00,125.40,132.00,183.00,183.00,155.55
4337488_1,OBS IM OR SQ INJ WITH IV Charge,Inpatient,0760,96372,"Therapeutic, prophylactic, or diagnostic injection (specify substance or drug); subcutaneous or intramuscular",,0,60.00,57.00,40.85,60.00,N/A,N/A,N/A,N/A,51.00
4337488_1,OBS IM OR SQ INJ WITH IV Charge,Outpatient,0760,96372,"Therapeutic, prophylactic, or diagnostic injection (specify substance or drug); subcutaneous or intramuscular",,0,60.00,57.00,40.85,60.00,40.85,43.00,60.00,60.00,51.00
4337500_1,OBS ADMIN PNEUMOCOCCAL VACCINE Charge,Inpatient,0771,G0009,Admin pneumococcal vaccine,,0,74.00,70.30,7.60,74.00,N/A,N/A,N/A,N/A,62.90
4337500_1,OBS ADMIN PNEUMOCOCCAL VACCINE Charge,Outpatient,0771,G0009,Admin pneumococcal vaccine,,0,74.00,70.30,7.60,74.00,7.60,8.00,74.00,74.00,62.90
4337517_1,Electrocardiogram Tracing Only,Inpatient,0730,93005,"Electrocardiogram, routine ECG with at least 12 leads; tracing only, without interpretation and report",,0,61.00,57.95,51.85,162.85,N/A,N/A,N/A,N/A,51.85
4337517_1,Electrocardiogram Tracing Only,Outpatient,0730,93005,"Electrocardiogram, routine ECG with at least 12 leads; tracing only, without interpretation and report",,0,61.00,57.95,51.85,162.85,154.71,162.85,61.00,61.00,51.85
4337528_1,TR 36592 BLOOD COLLECT CENTRAL/PERIPH DEV Charge,Inpatient,0761,36592,"Collection of blood specimen using established central or peripheral catheter, venous, not otherwise specified",,0,94.00,89.30,79.90,143.46,N/A,N/A,N/A,N/A,79.90
4337528_1,TR 36592 BLOOD COLLECT CENTRAL/PERIPH DEV Charge,Outpatient,0761,36592,"Collection of blood specimen using established central or peripheral catheter, venous, not otherwise specified",,0,94.00,89.30,79.90,143.46,136.29,143.46,94.00,94.00,79.90
4337529_1,TR 36591 BLOOD COLLECT- IMPLANT VENOUS Charge,Inpatient,0761,36591,Collection of blood specimen from a completely implantable venous access device,,0,61.00,57.95,51.85,100.00,N/A,N/A,N/A,N/A,51.85
4337529_1,TR 36591 BLOOD COLLECT- IMPLANT VENOUS Charge,Outpatient,0761,36591,Collection of blood specimen from a completely implantable venous access device,,0,61.00,57.95,51.85,100.00,95.00,100.00,61.00,61.00,51.85
4337531_1,TR 90471 ADMIN IMMUNIZATION ONE VACCINE Charge,Inpatient,0761,90471,"Immunization administration (includes percutaneous, intradermal, subcutaneous, or intramuscular injections); 1 vaccine (single or combination vaccine/toxoid)",,0,59.00,56.05,7.60,59.00,N/A,N/A,N/A,N/A,50.15
4337531_1,TR 90471 ADMIN IMMUNIZATION ONE VACCINE Charge,Outpatient,0761,90471,"Immunization administration (includes percutaneous, intradermal, subcutaneous, or intramuscular injections); 1 vaccine (single or combination vaccine/toxoid)",,0,59.00,56.05,7.60,59.00,7.60,8.00,59.00,59.00,50.15
4337533_1,TR 96372 IM OR SQ INJECTION PER STICK Charge,Inpatient,0761,96372,"Therapeutic, prophylactic, or diagnostic injection (specify substance or drug); subcutaneous or intramuscular",,0,59.00,56.05,40.85,59.00,N/A,N/A,N/A,N/A,50.15
4337533_1,TR 96372 IM OR SQ INJECTION PER STICK Charge,Outpatient,0761,96372,"Therapeutic, prophylactic, or diagnostic injection (specify substance or drug); subcutaneous or intramuscular",,0,59.00,56.05,40.85,59.00,40.85,43.00,59.00,59.00,50.15
4337534_1,TR 96374 IV PUSH SINGLE OR INITIAL,Inpatient,0761,96374,"Therapeutic, prophylactic, or diagnostic injection (specify substance or drug); intravenous push, single or initial substance/drug",,0,61.00,57.95,40.85,61.00,N/A,N/A,N/A,N/A,51.85
4337534_1,TR 96374 IV PUSH SINGLE OR INITIAL,Outpatient,0761,96374,"Therapeutic, prophylactic, or diagnostic injection (specify substance or drug); intravenous push, single or initial substance/drug",,0,61.00,57.95,40.85,61.00,40.85,43.00,61.00,61.00,51.85
4337535_1,TR 96375 ADD'L PUSH NEW DRUG Charge,Inpatient,0761,96375,"Therapeutic, prophylactic, or diagnostic injection (specify substance or drug); each additional sequential intravenous push of a new substance/drug (List separately in addition to code for primary procedure)",,0,61.00,57.95,40.85,61.00,N/A,N/A,N/A,N/A,51.85
4337535_1,TR 96375 ADD'L PUSH NEW DRUG Charge,Outpatient,0761,96375,"Therapeutic, prophylactic, or diagnostic injection (specify substance or drug); each additional sequential intravenous push of a new substance/drug (List separately in addition to code for primary procedure)",,0,61.00,57.95,40.85,61.00,40.85,43.00,61.00,61.00,51.85
4337536_1,TR 96376 ADD'L PUSH SAME DRUG Charge,Inpatient,0761,96376,"Therapeutic, prophylactic, or diagnostic injection (specify substance or drug); each additional sequential intravenous push of the same substance/drug provided in a facility (List separately in addition to code for primary procedure)",,0,61.00,57.95,40.85,61.00,N/A,N/A,N/A,N/A,51.85
4337536_1,TR 96376 ADD'L PUSH SAME DRUG Charge,Outpatient,0761,96376,"Therapeutic, prophylactic, or diagnostic injection (specify substance or drug); each additional sequential intravenous push of the same substance/drug provided in a facility (List separately in addition to code for primary procedure)",,0,61.00,57.95,40.85,61.00,40.85,43.00,61.00,61.00,51.85
4337538_1,TR 99211 WOUND CARE UP TO 10 SQ CM Charge,Inpatient,0761,99211,"Office or other outpatient visit for the evaluation and management of an established patient, that may not require the presence of a physician or other qualified health care professional. Usually, the presenting problem(s) are minimal.",,0,61.00,57.95,33.25,61.00,N/A,N/A,N/A,N/A,51.85
4337538_1,TR 99211 WOUND CARE UP TO 10 SQ CM Charge,Outpatient,0761,99211,"Office or other outpatient visit for the evaluation and management of an established patient, that may not require the presence of a physician or other qualified health care professional. Usually, the presenting problem(s) are minimal.",,0,61.00,57.95,33.25,61.00,33.25,35.00,61.00,61.00,51.85
4337539_1,TR 51700 IRRIGATION OF BLADDER Charge,Ambulatory Surgical,0761,51700,"Bladder irrigation, simple, lavage and/or instillation",,0,94.00,89.30,79.90,94.00,0.00,0.00,94.00,94.00,79.90
4337539_1,TR 51700 IRRIGATION OF BLADDER Charge,Inpatient,0761,51700,"Bladder irrigation, simple, lavage and/or instillation",,0,94.00,89.30,79.90,94.00,N/A,N/A,N/A,N/A,79.90
4337540_1,TR 51701 INSERT STRAIGHT CATHETER,Inpatient,0761,51701,"Insertion of non-indwelling bladder catheter (eg, straight catheterization for residual urine)",,0,127.00,120.65,107.95,143.46,N/A,N/A,N/A,N/A,107.95
4337540_1,TR 51701 INSERT STRAIGHT CATHETER,Outpatient,0761,51701,"Insertion of non-indwelling bladder catheter (eg, straight catheterization for residual urine)",,0,127.00,120.65,107.95,143.46,136.29,143.46,127.00,127.00,107.95
4337542_1,TR 36000 INTRO NEEDLE OR INTRACATH VEIN Charge,Inpatient,0761,36000,"Introduction of needle or intracatheter, vein",,0,110.00,104.50,63.65,110.00,N/A,N/A,N/A,N/A,93.50
4337542_1,TR 36000 INTRO NEEDLE OR INTRACATH VEIN Charge,Outpatient,0761,36000,"Introduction of needle or intracatheter, vein",,0,110.00,104.50,63.65,110.00,63.65,67.00,110.00,110.00,93.50
4337543_1,TR 99212 WOUND CARE 11-25 SQ CM Charge,Inpatient,0761,99212,"Office or other outpatient visit for the evaluation and management of an established patient, which requires a medically appropriate history and/or examination and straightforward medical decision making. When using time for code selection, 10-19 minutes of total time is spent on the date of the encounter.",,0,105.00,99.75,49.40,105.00,N/A,N/A,N/A,N/A,89.25
4337543_1,TR 99212 WOUND CARE 11-25 SQ CM Charge,Outpatient,0761,99212,"Office or other outpatient visit for the evaluation and management of an established patient, which requires a medically appropriate history and/or examination and straightforward medical decision making. When using time for code selection, 10-19 minutes of total time is spent on the date of the encounter.",,0,105.00,99.75,49.40,105.00,49.40,52.00,105.00,105.00,89.25
4337544_1,TR 96401 IM/SQ NON-HORMONAL Charge,Inpatient,0761,96401,"Chemotherapy administration, subcutaneous or intramuscular; non-hormonal anti-neoplastic",,0,59.00,56.05,33.25,59.00,N/A,N/A,N/A,N/A,50.15
4337544_1,TR 96401 IM/SQ NON-HORMONAL Charge,Outpatient,0761,96401,"Chemotherapy administration, subcutaneous or intramuscular; non-hormonal anti-neoplastic",,0,59.00,56.05,33.25,59.00,33.25,35.00,59.00,59.00,50.15
4337545_1,TR 51702 INSERT FOLEY CATHETER SIMPLE Charge,Inpatient,0761,51702,"Insertion of temporary indwelling bladder catheter; simple (eg, Foley)",,0,127.00,120.65,107.95,143.46,N/A,N/A,N/A,N/A,107.95
4337545_1,TR 51702 INSERT FOLEY CATHETER SIMPLE Charge,Outpatient,0761,51702,"Insertion of temporary indwelling bladder catheter; simple (eg, Foley)",,0,127.00,120.65,107.95,143.46,136.29,143.46,127.00,127.00,107.95
4337546_1,TR 96361 IV HRDRA ADD'L > 90 MIN Charge,Inpatient,0761,96361,"Intravenous infusion, hydration; each additional hour (List separately in addition to code for primary procedure)",,0,268.00,254.60,125.40,268.00,N/A,N/A,N/A,N/A,227.80
4337546_1,TR 96361 IV HRDRA ADD'L > 90 MIN Charge,Outpatient,0761,96361,"Intravenous infusion, hydration; each additional hour (List separately in addition to code for primary procedure)",,0,268.00,254.60,125.40,268.00,125.40,132.00,268.00,268.00,227.80
4337547_1,TR 96366 IV THER. ADD'L HRS > 91 MINS Charge,Inpatient,0761,96366,"Intravenous infusion, for therapy, prophylaxis, or diagnosis (specify substance or drug); each additional hour (List separately in addition to code for primary procedure)",,0,183.00,173.85,125.40,183.00,N/A,N/A,N/A,N/A,155.55
4337547_1,TR 96366 IV THER. ADD'L HRS > 91 MINS Charge,Outpatient,0761,96366,"Intravenous infusion, for therapy, prophylaxis, or diagnosis (specify substance or drug); each additional hour (List separately in addition to code for primary procedure)",,0,183.00,173.85,125.40,183.00,125.40,132.00,183.00,183.00,155.55
4337548_1,TR 96360 IV HYDRA. INITIAL 31-90 MIN Charge,Inpatient,0761,96360,"Intravenous infusion, hydration; initial, 31 minutes to 1 hour",,0,268.00,254.60,125.40,268.00,N/A,N/A,N/A,N/A,227.80
4337548_1,TR 96360 IV HYDRA. INITIAL 31-90 MIN Charge,Outpatient,0761,96360,"Intravenous infusion, hydration; initial, 31 minutes to 1 hour",,0,268.00,254.60,125.40,268.00,125.40,132.00,268.00,268.00,227.80
