name,city,state,address,website
SEBASTIAN MIDDLE SCHOOL,JACKSON,KY,244 LBJ ROAD,
BUSCH MS CHARACTER ATHLETICS,ST LOUIS,MO,5910 CLIFTON AVE,
PS 134 GEORGE F BRISTOW,BRONX,NY,1330 BRISTOW ST,
GNA EL CTR,NANTICOKE,PA,601 KOSCIUSZKO STREET,
PROJECT RETURN/FLUVANNA CO,PALMYRA,VA,C/O FLUVANNA CO PUBLIC SCHLS,
PIONEER MIDDLE SCHOOL,WALLA WALLA,WA,450 BRIDGE ST,
STONE ELEM SCHOOL,ADDISON,IL,1404 W STONE AVE,
GALESBURG HIGH SCHOOL,GALESBURG,IL,1135 W FREMONT ST,
GARRETT ELEM.,HAZELWOOD,MO,1400 VILLE ROSA LN,
SPANISH SPRINGS HIGH SCHOOL,SPARKS,NV,1065 EAGLE CANYON DRIVE,
FRANKFORD HS,PHILADELPHIA,PA,5000 OXFORD AVE,
EAST VALLEY ELEMENTARY,YAKIMA,WA,1951 BEAUDRY ROAD,
TENNERTON ELEMENTARY,BUCKHANNON,WV,167 GAWTHROP ROAD,
STILL MIDDLE SCHOOL,AURORA,IL,787 MEADOWRIDGE DR,
WASHINGTON COMMUNITY SCHOOL,PLAINFIELD,NJ,427 DARROW AVE,
PS/MS 280 MOSHOLU PARKWAY,BRONX,NY,3202 STEUBEN AVE,
EAST ELEMENTARY,DILLON,SC,901 EAST HARRISON STREET,
CESAR E. CHAVEZ ELEMENTARY,RICHMOND,CA,960 17TH ST.,
J E OBER ELEMENTARY SCHOOL,GARRETT,IN,801 E HOUSTON ST,
PS 53 BASHEER QUISIM,BRONX,NY,360 E 168TH ST,
HUTTON ELEMENTARY,SPOKANE,WA,908 E 24TH AVE,
CENTRAL ELEMENTARY SCHOOL,ST. ALBANS,WV,900 HELENE STREET,
LOS AMIGOS ELEMENTARY,RANCHO CUCAMONGA,CA,8496 NINTH ST.,
EDGERTON ELEMENTARY,EDGERTON,MN,423 1ST AVE W,
ACTIVE LEARNING ELEMENTARY SCHOOL (THE),FLUSHING,NY,137-20 FRANKLIN AVE,
FAIRVIEW ELEM SCHOOL,MT PROSPECT,IL,300 N FAIRVIEW AVE,
WEST PRAIRIE SOUTH ELEMENTARY,COLCHESTER,IL,310 S COAL ST,
SE DO MO CHA MIDDLE SCHOOL,DOVER-FOXCROFT,ME,63 HARRISON AVENUE SUITE A,
RICHARD YOAKLEY SCHOOL,KNOXVILLE,TN,4415 WASHINGTON PIKE,
ARMSTRONG HIGH SCHOOL,ARMSTRONG,IL,30474 SMITH,
KISMET ELEM,KISMET,KS,505 KANSAS AVENUE,
JACKSON INT,PASADENA,TX,1020 E THOMAS,
PAXTONIA EL SCH,HARRISBURG,PA,6135 JONESTOWN RD,
SOUTH MOUNTAIN SECURE TRMNT UN,SOUTH MOUNTAIN,PA,10056 SOUTH MOUNTAIN RD,
JAMES M. BROWN ELEMENTARY,WALHALLA,SC,225 COFFEE ROAD,
SHELBYVILLE HIGH SCHOOL,SHELBYVILLE,IL,1001 W NORTH 6TH ST,
HOULTON ELEMENTARY SCHOOL,HOULTON,ME,60 SOUTH STREET,
MONTCLAIR ELEMENTARY SCHOOL,OMAHA,NE,2405 S 138TH,
CONESVILLE ELEMENTARY SCHOOL,CONESVILLE,OH,199 STATE ST,
PAINTSVILLE HEAD START,PAINTSVILLE,KY,305 SECOND ST,
GEORGE WESTERGARD ELEMENTARY SCHOOL,RENO,NV,1785 AMBASSADOR DRIVE,
THE CREEKS,TROUTDALE,OR,2470 SW HALSEY,
A.W.E. BASSETTE ELEMENTARY,HAMPTON,VA,671 BELL ST,
FRANKLIN MIDDLE SCHOOL,YAKIMA,WA,410 S 19TH AVE,
NEWCOMB ACADEMY,LONG BEACH,CA,3351 VAL VERDE AVE.,
PONCE HIGH SCHOOL,PONCE,PR,CALLE CRISTINA #37,
THE SCHOOL OF LIBERAL STUDIES AT SAVANNAH HIGH,SAVANNAH,GA,400 PENNSYLVANIA AVE,
KEENE ELEMENTARY SCHOOL,KEENE,OH,27052 CO RD 1,
CISCO LEARNING CENTER,CISCO,TX,804 AVE H,
MISSION ELEMENTARY,ONTARIO,CA,5555 HOWARD ST.,
OAK FOREST HIGH SCHOOL,OAK FOREST,IL,15201 CENTRAL AVE,
NORTH BULLITT HIGH SCHOOL,SHEPHERDSVILLE,KY,3200 E HEBRON LN,
CANEYVILLE ELEMENTARY SCHOOL,CANEYVILLE,KY,521 EAST MAPLE ST.,
ALDER AVENUE MIDDLE SCHOOL,EGG HARBOR TOWNSHIP,NJ,25 ALDER AVENUE,
ST MARYS WEST INTERMEDIATE SCHOOL,SAINT MARYS,OH,1301 W HIGH ST,
GREENTOWN INTERMEDIATE SCHOOL,NORTH CANTON,OH,3330 STATE ST NW,
CALHOUN COUNTY HIGH,ST. MATTHEWS,SC,150 SAINTS AVENUE,
TELESIS ACADEMY OF SCIENCE & MATH,WEST COVINA,CA,2800 E. HOLLINGWORTH ST.,
EDWIN S DODSON ELEMENTARY SCHOOL,RENO,NV,4355 HOUSTON,
ESMT-IS 190,BRONX,NY,1550 CROTONA PARK E,
EDGERTON ELEMENTARY SCHOOL,EDGERTON,OH,111 E RIVER ST,
HOUSERVILLE/LEMONT EL SCH,STATE COLLEGE,PA,675 ELMWOOD ST,
POTTER VALLEY HIGH,POTTER VALLEY,CA,10401 MAIN ST.,
H O WHITEHURST EL,GROESBECK,TX,801 S ELLIS,
BARRETT RUSSELL EARLY CHILDHOOD CENTER,BROCKTON,MA,45 OAKDALE STREET,
LONE OAK INTERMEDIATE SCHOOL,PADUCAH,KY,300 CUMBERLAND AVE,
COAHOMA J H,COAHOMA,TX,600 N MAIN,
SUELLA G. ELLIS ELEMENTARY,MANASSAS,VA,10400 KIM GRAHAM LANE,
WINDHAM PRIMARY SCHOOL,WINDHAM,ME,404 GRAY ROAD,
MACON REGIONAL YOUTH DETENTION CENTER,MACON,GA,4164 RIGGINS MILL RD,
GREGORY INTERMEDIATE,MOWEAQUA,IL,221 E PINE ST,
MADISON CROSSING ELEMENTARY,CANTON,MS,300 YANDELL ROAD,
ASHBROOK ELEMENTARY SCHOOL,LUMBERTON,NJ,33 MUNICIPAL DRIVE,
BLACK WATER MIDDLE,CONWAY,SC,900 EAST COX FERRY ROAD,
JANE A HAMBRIC SCHOOL,EL PASO,TX,3535 NOLAN RICHARDSON DR,
DESTINY SCHOOL,GLOBE,AZ,798 E. PRICKLY PEAR DR.,
PARKWAY ELEMENTARY,VIRGINIA BEACH,VA,4180 O'HARE DR,
LUKE ELEMENTARY SCHOOL,GLENDALE,AZ,7300 N. DYSART ROAD,
GARDEN GROVE ELEMENTARY,RESEDA,CA,18141 VALERIO ST.,
NUEVA VISTA CONTINUATION HIGH,LA PUENTE,CA,904 WILLOW AVE.,
PUENTE HILLS HIGH,HACIENDA HEIGHTS,CA,15430 SHADYBEND DR.,
WALNUT ELEMENTARY,BALDWIN PARK,CA,4701 N. WALNUT ST.,
ELEMENTARY' DISCIPLINARY ALTERNATIVE EDUCATION PRG,DALLAS,TX,3313 S BECKLEY AVE BLDG E,
PINEYWOODS AEC OF CHOICE,CROCKETT,TX,1500 W AUSTIN ST,
CENTER EL,CENTER,TX,621 ROUGHRIDER DR,
BEN JOHNSON ELEMENTARY SCHOOL,MC DANIELS,KY,13598 S. HWY 259,
EVIT - CHAPARRAL HIGH SCHOOL,SCOTTSDALE,AZ,6935 E. GOLD DUST AVE,
LAFAYETTE ELEMENTARY,LONG BEACH,CA,2445 CHESTNUT AVE.,
EASTERBY ELEMENTARY,FRESNO,CA,5211 E. TULARE ST.,
LA SERNA HIGH,WHITTIER,CA,15301 E. YOUNGWOOD DR.,
SU CARLOS CONDE MARIN,CAROLINA,PR,CARR. 848 KM. 3.2 SAINT JUST,
LAKE STREET PRIMARY,LOS ANGELES,CA,135 N. LAKE ST.,
JOHN ADAMS ELEMENTARY,MADERA,CA,1822 NATIONAL AVE.,
NEW HORIZONS,WILLITS,CA,120 N. MAIN ST.,
NOKOMIS ELEMENTARY,UKIAH,CA,495 WASHINGTON ST.,
CENTER OF APPLIED TECHNOLOGY-NORTH,SEVERN,MD,800 STEVENSON RD,
BROCK BRIDGE ELEMENTARY,LAUREL,MD,405 BROCK BRIDGE RD,
JAMES A. WHITAKER ELEMENTARY,BUENA PARK,CA,8401 MONTANA ST.,
POPE EL,CYPRESS,TX,19019 N BRIDGELAND LAKE PKWY,
UPLIFT EDUCATION - INFINITY PREPARATORY PRI,IRVING,TX,1401 S MACARTHUR BLVD,
CAREER CENTER EAST,LEWISVILLE,TX,2553 FM 544,
ADAMS ELEMENTARY,RIVERSIDE,CA,8362 COLORADO AVE.,
CAROLINE WENZEL ELEMENTARY,SACRAMENTO,CA,6870 GREENHAVEN DR.,
BRET HARTE ELEMENTARY,SACRAMENTO,CA,2751 NINTH AVE.,
DONALD STEWART EARLY CHILDHOOD CENTER NO 51,ELIZABETH,NJ,544 PENNSYLVANIA AVENUE,
STAR AT ANDERSON COMMUNITY DAY,SAN BERNARDINO,CA,24424 E. MONTEREY AVE.,
CLOVER FLAT ELEMENTARY,BOULEVARD,CA,39639 OLD HIGHWAY 80,
KEMPTON STREET LITERACY ACADEMY,SPRING VALLEY,CA,740 KEMPTON ST.,
KING (THOMAS STARR) ELEMENTARY,SAN FRANCISCO,CA,1215 CAROLINA ST.,
HOUSTON,ACAMPO,CA,4600 E. ACAMPO RD.,
EL PORTAL MIDDLE,ESCALON,CA,805 FIRST ST.,
CROCKER MIDDLE,HILLSBOROUGH,CA,2600 RALSTON AVE.,
LOS CERRITOS ELEMENTARY,SOUTH SAN FRANCISCO,CA,210 W. ORANGE AVE.,
FOX ELEMENTARY,BELMONT,CA,3100 SAINT JAMES RD.,
PACKARD CHILDREN'S HOSPITAL/STANFORD,PALO ALTO,CA,725 WELCH RD.,
LUTHER BURBANK ELEMENTARY,SANTA ROSA,CA,203 S. A ST.,
CROWELL ELEMENTARY,TURLOCK,CA,118 N. AVE.,
WHEELOCK EL,LUBBOCK,TX,3008 42ND ST,
PONDEROSA ELEMENTARY SCHOOL,AURORA,CO,1885 SOUTH LIMA STREET,
FULLERTON UNION HIGH,FULLERTON,CA,201 E. CHAPMAN AVE.,
ROCKRIMMON ELEMENTARY SCHOOL,COLORADO SPRINGS,CO,194 W MIKADO DRIVE,
CLIFTON ELEMENTARY SCHOOL,CLIFTON,CO,3276 F ROAD,
EL #22,MCKINNEY,TX,1 DUVALL ST,
YOUTH CONNECTIONS CHARTER HS,CHICAGO,IL,10 W 35TH ST,
OAK SPRINGS SCHOOL,PROVO,UT,1300 E CENTER,
LOIS & JERRY TARKANIAN MIDDLE SCHOOL,LAS VEGAS,NV,5800 W. PYLE AVE.,
BRIDGES COMMUNITY DAY,GLENDORA,CA,1505 S. SUNFLOWER AVE,
21ST CENTURY LEARNING ACADEMY/KIOWA COUNTY,GREENSBURG,KS,730 S. MAIN,
BONNIE BRENNAN SCHOOL,WINSLOW,AZ,100 COCHISE,
HORACE MANN ELEMENTARY,GLENDALE,CA,501 E. ACACIA AVE.,
GREENBRIER EAST HIGH SCHOOL,LEWISBURG,WV,273 SPARTAN LANE,
JEFFERSON,TRACY,CA,7500 W. LINNE RD.,
DETROIT COMMUNITY SCHOOLS ELEMENTARY,DETROIT,MI,12675 BURT RD,
NYE SCHOOL,NYE,MT,1970 NYE ROAD,
HIDALGO CO J J A E P,EDINBURG,TX,100 N CLOSNER,
CHAPMAN SCHOOL,CHESHIRE,CT,38 COUNTRY CLUB RD.,
WEBSTER COUNTY HIGH SCHOOL,DIXON,KY,1922 US HWY 41A S,
HEBRON VALLEY EL,CARROLLTON,TX,4108 CREEK VALLEY BLVD,
CECILIO LEBRON RAMOS,PATILLAS,PR,CALLE MUNOZ RIVERA FINAL,
KIPP ZENITH ACADEMY,HOUSTON,TX,11000 SCOTT ST,
MCCULLOUGH EL SCH,JEANNETTE,PA,213 WATT RD,
MARJORY VICKERY EL,FLOWER MOUND,TX,3301 WAGER RD,
SANTA MONICA HIGH,SANTA MONICA,CA,601 PICO BLVD.,
HARLANDALE MIDDLE,SAN ANTONIO,TX,300 W HUFF AVE,
SUMMERWIND SCHOOL OF MATH AND SCIENCE,BOISE,ID,3675 NORTH JULLION WAY,
WHITTLE SPRINGS MIDDLE SCHOOL,KNOXVILLE,TN,2700 WHITE OAK LN,
GALLATIN COUNTY HIGH SCHOOL,WARSAW,KY,70 WILDCAT CIRCLE,
DR. ULYSSES S. WIGGINS COLLEGE PREPARATORY LAB SCHOO,CAMDEN,NJ,400 MOUNT VERNON STREET,
SPRING MOUNTAIN J/SHS,LAS VEGAS,NV,2701 E. ST. LOUIS AVE.,
PESCADERO HIGH,PESCADERO,CA,350 BUTANO CUT OFF,
DUVAL PK-8,GRIFFITHSVILLE,WV,5304 STRAIGHT FORK ROAD,
BAYONNE HIGH SCHOOL,BAYONNE,NJ,669 AVENUE A,
GLEN ROCK HIGH SCHOOL,GLEN ROCK,NJ,400 HAMILTON AVENUE,
INDEPENDENCE EL,LEWISVILLE,TX,2511 WINDHAVEN PKWY,
STEPHEN DECATUR MIDDLE SCHOOL,DECATUR,IL,1 EDUCATIONAL PARK,
PUKALANI ELEMENTARY SCHOOL,PUKALANI,HI,2945 IOLANI ST,
LATHERS EARLY CHILDHOOD AND KINDERGARTEN CENTER,GARDEN CITY,MI,28351 MARQUETTE AVE,
LEWIS FRASIER MIDDLE SCHOOL,HINESVILLE,GA,910 LONG FRASIER DR,
FRANKLIN SCHOOL,SADDLE BROOK,NJ,95 CALDWELL AVENUE,
T. L. WHITEHEAD ELEMENTARY,WOODLAND,CA,624 W. S.WOOD DR.,
CHEYENNE MOUNTAIN HIGH SCHOOL,COLORADO SPRINGS,CO,1200 CRESTA ROAD,
NEW ORLEANS MILITARY & MARITIME ACADEMY,NEW ORLEANS,LA,425 O BANNON STREET,
GREER MIDDLE,GREER,SC,3032 EAST GAP CREEK ROAD,
FOUR COUNTY AREA VOC COOP,KENDALLVILLE,IN,1607 E DOWLING ST,
QUEEN KAAHUMANU ELEMENTARY SCHOOL,HONOLULU,HI,1141 KINAU ST,
LINTON MS,PITTSBURGH,PA,250 ASTER ST,
JOHN W THIMMIG ELEMENTARY SCHOOL,HENDERSON,CO,11453 OSWEGO STREET,
PEARL RIDGE ELEMENTARY SCHOOL,AIEA,HI,98-940 MOANALUA RD,
HOPKINSVILLE MIDDLE SCHOOL,HOPKINSVILLE,KY,434 KOFFMAN DRIVE,
BARD EARLY COLLEGE HIGH SCHOOL,NEWARK,NJ,321 BERGEN STREET,
CENTENNIAL ELEMENTARY SCHOOL,LEWISTON,ID,815 BURRELL AVE,
MS 137 AMERICA'S SCHOOL OF HEROES,OZONE PARK,NY,109-15 98TH ST,
CLEARWATER ELEMENTARY,BEECH ISLAND,SC,4552 AUGUSTA ROAD,
MT DESERT ISLAND HIGH SCHOOL,BAR HARBOR,ME,1081 EAGLE LAKE ROAD,
ALISO VIEJO MIDDLE,ALISO VIEJO,CA,111 PARK AVE.,
CRIM HIGH SCHOOL,ATLANTA,GA,256 CLIFTON ST SE,
CONSTANTINE HIGH SCHOOL,CONSTANTINE,MI,1 FALCON DR,
LADSON ELEMENTARY,LADSON,SC,3321 LADSON ROAD,
OREGON HIGH SCHOOL,OREGON,IL,210 S 10TH ST,
HIGH SCHOOL FOR COMMUNITY LEADERSHIP,JAMAICA,NY,167-01 GOTHIC DR,
LINCOLN GRADE SCHOOL,WASHINGTON,IL,303 JACKSON ST,
ST. AMANT MIDDLE SCHOOL,ST. AMANT,LA,44317 HWY 429,
PS 199 JESSIE ISADOR STRAUS,NEW YORK,NY,270 W 70TH ST,
CENTRAL BUCKS HS-WEST,DOYLESTOWN,PA,375 W COURT ST,
LAKE QUINAULT ELEMENTARY,AMANDA PARK,WA,6130 US HIGHWAY 101,
EUGENE FIELD ELEM.,WEBB CITY,MO,510 S ORONOGO,
SANDUSKY MIDDLE SCHOOL,SANDUSKY,OH,318 COLUMBUS AVE,
ROLLING RIDGE ELEMENTARY,STERLING,VA,500 E FREDERICK DR,
GEORGE WASHINGTON MIDDLE SCHOOL,ELEANOR,WV,331 ELEANOR CIRCLE,
SOUTH BOSTON/HALIFAX EARLY LEARNING CENTER,SOUTH BOSTON,VA,1927 JEFFRESS BLVD.,
MAPLEWOOD ELEMENTARY SCHOOL,GREELEY,CO,1201 21ST AVENUE,
STOW CREEK TOWNSHIP,BRIDGETON,NJ,11 GUM TREE CORNER ROAD,
HASTINGS HIGH SCHOOL,HASTINGS,MN,200 GENERAL SIEBEN DR,
WHITE OAK ELEMENTARY,MORRIS,IL,2001 DUPONT AVE,
BELLEVILLE PS3,BELLEVILLE,NJ,230 JORALEMON ST,
B L MILLER ELEMENTARY SCHOOL,SEBRING,OH,506 W VIRGINIA AVE,
PAUL KNOX MIDDLE,NORTH AUGUSTA,SC,1804 WELLS ROAD,
FERRY FARM ELEMENTARY,FREDERICKSBURG,VA,20 PENDLETON RD,
JULIA DE BURGOS,CANOVANAS,PR,CARR 894 BO TORRECILLA ALTA,
CHELSEA ELEM SCHOOL,FRANKFORT,IL,22265 S 80TH AVE,
JOHN CHAMPE HIGH SCHOOL,ALDIE,VA,41535 SACRED MOUNTAIN STREET,
PLEASANT ACRES ELEM SCHOOL,RANTOUL,IL,1625 SHORT ST,
HAINES MIDDLE SCHOOL,ST CHARLES,IL,305 S 9TH ST,
MOMENCE HIGH SCHOOL,MOMENCE,IL,101 N FRANKLIN ST,
RIDGE HIGH SCHOOL,BASKING RIDGE,NJ,268 SO FINLEY AVE,
TURNER MIDDLE SCHOOL,LITHIA SPRINGS,GA,7101 TURNER DR,
LINCOLN COMM HIGH SCHOOL,LINCOLN,IL,1000 PRIMM RD,
HERSHEY ELEMENTARY SCHOOL,LAFAYETTE,IN,7521 E 300 N,
ROUND HILL ELEMENTARY,ROUND HILL,VA,17115 EVENING STAR DR,
ELEPHANT'S FORK ELEMENTARY,SUFFOLK,VA,2316 WILLIAM REID DR,
GREER ELEMENTARY SCHOOL,BRUNSWICK,GA,695 HARRY DRIGGERS BLVD,
WEST DEPTFORD HIGH SCHOOL,WEST DEPTFORD,NJ,1600 OLD CROWN POINT RD,
HACKETTSTOWN HIGH SCHOOL,HACKETTSTOWN,NJ,701 WARREN STREET,
JOHN H. GLENN SCHOOL,PINE HILL,NJ,1005 TURNERVILLE RD,
BRIDGEPORT ELEMENTARY,BRIDGEPORT,WA,1400 TACOMA AVE,
CUYAHOGA HTS HIGH SCHOOL,CUYAHOGA HEIGHTS,OH,4820 E 71ST ST,
WEST SALEM GRADE SCHOOL,WEST SALEM,IL,105 E SCHOOL ST,
JOHN J LUKANCIC MIDDLE SCH,ROMEOVILLE,IL,725 W NORMANTOWN RD,
LEESBURG ELEMENTARY SCHOOL,LEESBURG,IN,6250 N OLD SR 15,
DENVER PLACE ELEMENTARY SCHOOL,WILMINGTON,OH,291 LORISH AVE,
WESTSIDE ELEMENTARY SCHOOL,DOUGLAS,GA,311 WESTSIDE DR,
NEW BERLIN HIGH SCHOOL,NEW BERLIN,IL,PO BOX 230,
DEPUTY ELEMENTARY SCHOOL,DEPUTY,IN,14350 W MULBERRY,
CALVERT HIGH,PRINCE FREDERICK,MD,520 FOX RUN BLVD,
BUCKEYE TRAIL MIDDLE SCHOOL,LORE CITY,OH,65553 WINTERGREEN RD,
HARDING HIGH SCHOOL,MARION,OH,1500 HARDING HWY E,
HARLEYVILLE ELEMENTARY,DORCHESTER,SC,1650 EAST MAIN STREET,
SAWTOOTH ELEMENTARY SCHOOL,TWIN FALLS,ID,1771 STADIUM BOULEVARD,
ELMWOOD ELEM SCHOOL,ELMWOOD,IL,501 N MORGAN ST,
WALTER JOHNSON JUNIOR HIGH SCHOOL ACADEMY OF INTERNATIONAL S,LAS VEGAS,NV,7701 DUCHARME AVE.,
MCKENNA ELEMENTARY,MCKENNA,WA,35120 SR 507 SE,
JHS 227 EDWARD B SHALLOW,BROOKLYN,NY,6500 16TH AVE,
MADISON ELEMENTARY SCHOOL,OLYMPIA,WA,1225 LEGION WAY SE,
FREMONT H TEED MIDDLE SCHOOL,KUNA,ID,441 EAST PORTER ROAD,
EMMA HAVENS YOUNG ELEMENTARY SCHOOL,BRICK,NJ,43 DRUM POINT RD,
HUMANITAS ACAD OF ART AND TECH AT ESTEBAN E. TORRES HIGH #4,LOS ANGELES,CA,4211 DOZIER ST.,
STADIUM DRIVE ELEMENTARY SCHOOL,YOUNGSTOWN,OH,111 STADIUM DR,
CONSUELO LOPEZ BENET,CAYEY,PR,CALLE GREGORIO RIOS BO VEGAS,
PS 289 GEORGE V BROWER,BROOKLYN,NY,900 ST MARKS AVE,
ONTARIO ELEMENTARY SCHOOL,SANDUSKY,OH,924 ONTARIO ST,
BROWNSVILLE AREA MS,BROWNSVILLE,PA,THREE FALCON DRIVE,
HINGHAM MIDDLE SCHOOL,HINGHAM,MA,1103 MAIN STREET,
EMINENCE ELEMENTARY SCHOOL,EMINENCE,IN,6760 N SR 42,
WHITNEY M YOUNG EARLY CHILDHOOD,FORT WAYNE,IN,1026 E PONTIAC ST,
VOORHEES MIDDLE SCHOOL,VOORHEES,NJ,1000 HOLLY OAK DR,
JAMES A GARFIELD MIDDLE SCHOOL,GARRETTSVILLE,OH,10231 STATE ROUTE 88,
SIERRA BONITA ELEMENTARY,SPANISH FORK,UT,53 S 1800 E,
PARKVIEW JR HIGH SCHOOL,CREVE COEUR,IL,800 GROVELAND ST,
MELLICHAMP ELEMENTARY,ORANGEBURG,SC,350 MURRAY ROAD,
EAST EARLY CHILDHOOD CENTER,FLORISSANT,MO,12555 PARTRIDGE RUN,
WOODBURN ELEMENTARY,CAMAS,WA,2400 NE WOODBURN DR,
CALHOUN HIGH SCHOOL,HARDIN,IL,101 CALHOUN AVE,
LEAVITT AREA HIGH SCHOOL,TURNER,ME,21 MATTHEWS WAY,
D C CANNON EL,QUINLAN,TX,315 S BUSINESS 34,
DISCOVERY MIDDLE SCHOOL,GRANGER,IN,10050 BRUMMITT RD,
NORTHMONT HIGH SCHOOL,CLAYTON,OH,4916 NATIONAL RD,
CLARKSDALE HIGH SCHOOL,CLARKSDALE,MS,1101 WILDCAT DRIVE,
TEAM ACADEMY CHARTER SCHOOL,NEWARK,NJ,60 PARK PLACE,
CORY-RAWSON ELEMENTARY SCHOOL,RAWSON,OH,3930 COUNTY ROAD 26,
INTERAGENCY PROGRAMS,SEATTLE,WA,2445 3RD AVE S,
MT HARRISON JR/SR HIGH,HEYBURN,ID,1431 17TH STREET,
PAUL G. BLAZER HIGH SCHOOL,ASHLAND,KY,1500 BLAZER BLVD,
PIMMIT E.C. RESOUCE CTR.,FALLS CHURCH,VA,7510 LISLE AVE,
BOUNDARY COUNTY MIDDLE SCHOOL,BONNERS FERRY,ID,6577 MAIN STREET #100,
ONION CREEK ELEMENTARY,COLVILLE,WA,2006 LOTZE CREEK RD,
REEDS ROAD ELEMENTARY SCHOOL,GALLOWAY,NJ,103 SOUTH REEDS ROAD,
BELLEVILLE HIGH SCHOOL,BELLEVILLE,NJ,100 PASSAIC AVE,
MAYSVILLE ES,MAYSVILLE,OK,600 FIRST STREET,
NILES PRIMARY SCHOOL,NILES,OH,960 FREDERICK ST,
MCLENNAN COUNTY CHALLENGE ACADEMY,VALLEY MILLS,TX,ONE EAGLE WAY,
WINSLOW TOWNSHIP ELEMENTARY SCHOOL ONE,BLUE ANCHOR,NJ,413 INSKIP ROAD,
HARRIS-LAKE PARK HIGH SCHOOL,LAKE PARK,IA,905 SOUTH MARKET,
UNITY HIGH SCHOOL,MENDON,IL,PO BOX 200,
LIBERTY ELEMENTARY SCHOOL,LIBERTY,IL,505 N PARK ST,
ANNA BROCHHAUSEN SCHOOL 88,INDIANAPOLIS,IN,5801 E 16TH ST,
SOUTHPORT HIGH SCHOOL,INDIANAPOLIS,IN,971 E BANTA RD,
ROWENA KYLE ELEMENTARY SCHOOL,PORTAGE,IN,2701 HAMSTROM RD,
DELAWARE ELEMENTARY SCHOOL,EVANSVILLE,IN,700 N GARVIN ST,
PHINNEY ELEM,LARNED,KS,523 E 12TH,
FAIRDALE ELEMENTARY,FAIRDALE,KY,10104 MITCHELL HILL ROAD,
CHURCHILL PARK SCHOOL,LOUISVILLE,KY,435 BOXLEY AVENUE,
ROMEO MIDDLE SCHOOL,ROMEO,MI,297 PROSPECT ST,
GENTRY RESIDENTIAL TREAT. FAC.,CABOOL,MO,2001 DYS DR,
SEYMOUR MIDDLE,SEYMOUR,MO,501 E CLINTON AVE,
CRAWFORD HIGH SCHOOL,CRAWFORD,NE,908 5TH ST,
STODDARD ELEMENTARY SCHOOL,BEATRICE,NE,400 S 7TH ST,
ELIAS BOUDINOT ELEMENTARY SCHOOL,BURLINGTON,NJ,WEST PEARL & ELLIS STREETS,
MOTT ELEMENTARY SCHOOL,TRENTON,NJ,45 STOKELY AVENUE,
BRANCHBURG CENTRAL MIDDLE SCHOOL,BRANCHBURG,NJ,220 BAIRD ROAD,
OXFORD CENTRAL SCHOOL,OXFORD,NJ,17 KENT STREET,
SNYDER PARK ELEMENTARY SCHOOL,SPRINGFIELD,OH,1600 MAIDEN LN,
PERRY ELEMENTARY SCHOOL,PERRY,OH,1 LEARNING LN,
GLENDALE-FEILBACH ELEMENTARY SCHOOL,TOLEDO,OH,2317 CASS RD,
ARLINGTON ELEMENTARY SCHOOL,TOLEDO,OH,707 WOODSDALE AVE,
WAIT PRIMARY ELEMENTARY SCHOOL,STREETSBORO,OH,899 FROST RD,
AUBURN ELEMENTARY SCHOOL,SHELBY,OH,109 AUBURN AVE,
SOUTH ABINGTON SCH,CHINCHILLA,PA,640 NORTHERN BOULEVARD,
WYOMING VALLEY WEST SHS,PLYMOUTH,PA,150 WADHAM STREET,
HIGHLAND PRIMARY CENTER,GROVE CITY,PA,611 HIGHLAND AVE,
TRAFFORD MS,TRAFFORD,PA,100 E BRINTON AVE,
WEIGELSTOWN EL SCH,DOVER,PA,3205 CARLISLE RD,
LUMBERPORT ELEMENTARY SCHOOL,LUMBERPORT,WV,38 E LYNDON ST,
CORONADO ELEMENTARY SCHOOL,SIERRA VISTA,AZ,5148 CORONADO SCHOOL DR,
CENTRAL PRESTON MIDDLE SCHOOL,KINGWOOD,WV,64 WILDCAT WAY,
SCHOOL NO. 5,PASSAIC,NJ,168 MONROE ST.,
JUNCTION ELEMENTARY,ROSEVILLE,CA,2150 ELLISON DR.,
LASSEN COUNTY SPECIAL EDUCATION,SUSANVILLE,CA,472-013 JOHNSTONVILLE RD. N.,
NORTHERN STAR ONLINE,PLYMOUTH,MN,1820 N XENIUM LN,
BULL RUN E.C. RESOURCE CTR.,CHANTILLY,VA,4400 STRINGFELLOW RD,
MARTIN ELEMENTARY,SANTA ANA,CA,939 W. WILSHIRE,
MONTEREY COMMUNITY SCHOOL,DENVER,CO,2210 MCELWAIN BLVD,
BREMEN ELEMENTARY SCHOOL,BREMEN,KY,5000 MAIN ST,
LAVINA HIGH SCHOOL,LAVINA,MT,214 1ST ST EAST,
LEADERSHIP ACADEMY,AUSTIN,TX,2515 S CONGRESS,
MELROSE ELEMENTARY,PLACENTIA,CA,974 S. MELROSE ST.,
CHARLES PECK ELEMENTARY,CARMICHAEL,CA,6230 RUTLAND DR.,
MANUEL A. BARRETO,MAYAGUEZ,PR,CALLE PILAR DEFILLO,
TAKS,FORT WORTH ISD,TX,100 N UNIVERSITY DR,
LINCOLN ELEMENTARY,ONTARIO,CA,440 N. ALLYN,
THOMSON MIDDLE SCHOOL,CENTERVILLE,GA,301 THOMSON RD,
E-17 NE EL SANDSTONE RANCH,EL PASO,TX,6531 BOEING DR,
