property_type,property_id,physical_address,city,zip5,sale_type,sale_price,sale_date,county,state,source_url
1100 - RESIDENTIAL - SINGLE UNIT,23112,261 YARR RD,PORT HADLOCK,98339,SPECIAL WARRANTY DEED,554500,2018-03-30 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,23113,141 YARR RD,PORT HADLOCK,98339,BLA,0,2016-03-23 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,23115,103 YARR RD,PORT HADLOCK,98339,QUIT CLAIM DEED,0,2018-03-01 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
"9800 - GARAGES, OUTBUILDINGS, OTHER IMPS",23117,1612 OAK BAY RD,PORT HADLOCK,98339,PARTIAL RELEASED OF DEED OF TRUST,0,2021-11-17 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
9100 - VACANT LAND,23118,80 JACOBSEN DR,PORT HADLOCK,98339,SPECIAL WARRANTY DEED,179000,2021-07-16 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
9100 - VACANT LAND,23119,1704 OAK BAY RD,PORT HADLOCK,98339,PARTIAL RELEASED OF DEED OF TRUST,0,2021-11-17 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,23123,1870 OAK BAY RD,PORT HADLOCK,98339,QUIT CLAIM DEED,0,2016-05-02 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
9100 - VACANT LAND,23125,151 YARR RD,PORT HADLOCK,98339,QUIT CLAIM DEED,0,2017-11-17 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,23128,4997 FLAGLER RD,NORDLAND,98358,SPECIAL WARRANTY DEED,1870000,2021-06-02 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,23131,5323 FLAGLER RD,NORDLAND,98358,SPECIAL WARRANTY DEED,1700000,2020-10-09 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,23133,5003 FLAGLER RD,NORDLAND,98358,SPECIAL WARRANTY DEED,600000,2018-11-30 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,23136,5123 FLAGLER RD,NORDLAND,98358,SPECIAL WARRANTY DEED,175000,2016-01-20 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,23138,5054 FLAGLER RD,NORDLAND,98358,SPECIAL WARRANTY DEED,280000,2016-05-13 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1101 - RESIDENTIAL - MH W/LAND,23140,5361 FLAGLER RD,NORDLAND,98358,SPECIAL WARRANTY DEED,280000,2015-07-10 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,23141,5331 FLAGLER RD,NORDLAND,98358,SPECIAL WARRANTY DEED,1700000,2020-10-09 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
9100 - VACANT LAND,23144,101 GYBE HO RD,NORDLAND,98358,SPECIAL WARRANTY DEED,150000,2017-05-16 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
7500 - RESORTS - SEASONAL - RV PARKS,23159,10 BEACH DR,NORDLAND,98358,SPECIAL WARRANTY DEED,2050000,2021-02-23 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,23160,50 BEACH DR,NORDLAND,98358,SPECIAL WARRANTY DEED,0,2012-04-17 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
"9800 - GARAGES, OUTBUILDINGS, OTHER IMPS",23161,240 ROBBINS RD,NORDLAND,98358,SPECIAL WARRANTY DEED,159000,2016-08-23 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,23163,53 ROBBINS RD,NORDLAND,98358,QUIT CLAIM DEED,0,2017-04-07 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,23164,61 ROBBINS RD,NORDLAND,98358,SPECIAL WARRANTY DEED,370000,2013-06-07 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,23165,47 ROBBINS RD,NORDLAND,98358,SPECIAL WARRANTY DEED,390000,2016-08-05 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,23167,23 ROBBINS RD,NORDLAND,98358,SPECIAL WARRANTY DEED,420000,2019-09-03 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
9100 - VACANT LAND,23171,213 ROBBINS RD,NORDLAND,98358,SPECIAL WARRANTY DEED,370000,2013-06-07 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,23176,320 ROBBINS RD,NORDLAND,98358,LOP,0,2021-03-16 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1101 - RESIDENTIAL - MH W/LAND,23180,300 ROBBINS RD,NORDLAND,98358,QUIT CLAIM DEED,0,2013-02-07 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,23181,651 EAST MARROWSTONE RD,NORDLAND,98358,LOP,0,2021-11-19 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
9100 - VACANT LAND,23184,413 GYBO HO RD,NORDLAND,98358,SPECIAL WARRANTY DEED,140000,2020-12-11 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
"9800 - GARAGES, OUTBUILDINGS, OTHER IMPS",23189,414 JYBE HO RD,NORDLAND,98358,SPECIAL WARRANTY DEED,0,2015-01-09 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,23191,150 GARDEN CLUB RD,NORDLAND,98358,SPECIAL WARRANTY DEED,287000,2016-12-16 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,23192,415 EAST MARROWSTONE RD,NORDLAND,98358,SPECIAL WARRANTY DEED,410000,2021-03-01 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
8300 - OPEN SPACE AGRICULTURAL (A),23193,543 EAST MARROWSTONE RD,NORDLAND,98358,QUIT CLAIM DEED,0,2012-04-18 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
8300 - OPEN SPACE AGRICULTURAL (A),23194,543 EAST MARROWSTONE RD,NORDLAND,98358,QUIT CLAIM DEED,0,2012-04-18 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,23195,780 ROBBINS RD,NORDLAND,98358,BSD,0,2017-07-05 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,23200,43 PONDEROSA PL,NORDLAND,98358,SPECIAL WARRANTY DEED,575000,2017-06-05 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,23201,73 PONDEROSA PL,NORDLAND,98358,QUIT CLAIM DEED,155051,2016-01-11 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,23204,183 PONDEROSA PL,NORDLAND,98358,QUIT CLAIM DEED,270000,2017-04-27 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,23208,105 FINIS TRAIL,NORDLAND,98358,SPECIAL WARRANTY DEED,640000,2020-06-10 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
9100 - VACANT LAND,23209,140 FINIS TRAIL,NORDLAND,98358,SPECIAL WARRANTY DEED,260000,2019-09-09 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,23211,196 FINIS TRAIL,NORDLAND,98358,SPECIAL WARRANTY DEED,845000,2021-08-17 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
9500 - OPEN SPACE TIMBER (T),23212,511 EAST MARROWSTONE RD,NORDLAND,98358,SPECIAL WARRANTY DEED,170000,2012-11-06 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
"9800 - GARAGES, OUTBUILDINGS, OTHER IMPS",23214,643 ROBBINS RD,NORDLAND,98358,SPECIAL WARRANTY DEED,119000,2020-12-15 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,23216,421 ROBBINS RD,NORDLAND,98358,QUIT CLAIM DEED,0,2013-09-13 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,23220,604 ROBBINS RD,NORDLAND,98358,SPECIAL WARRANTY DEED,390000,2012-10-12 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,23222,536 ROBBINS RD,NORDLAND,98358,SPECIAL WARRANTY DEED,260000,2020-10-09 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,23223,860 ROBBINS RD,NORDLAND,98358,QUIT CLAIM DEED,0,2016-10-05 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,23224,72 BALDWIN RD,NORDLAND,98358,SPECIAL WARRANTY DEED,375000,2014-08-15 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,23230,176 BALDWIN RD,NORDLAND,98358,SPECIAL WARRANTY DEED,146500,2013-07-22 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,23235,131 S LIP LIP LN,NORDLAND,98358,SPECIAL WARRANTY DEED,424100,2017-12-29 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,23237,151 DISNEY RD,NORDLAND,98358,QUIT CLAIM DEED,0,2017-11-29 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,23239,304 DISNEY RD,NORDLAND,98358,SPECIAL WARRANTY DEED,885000,2021-10-28 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1101 - RESIDENTIAL - MH W/LAND,23244,133 S LIP LIP LN,NORDLAND,98358,MOBILE HOME SALE,0,2018-11-08 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1101 - RESIDENTIAL - MH W/LAND,23246,81 S LIP LIP LN,NORDLAND,98358,SPECIAL WARRANTY DEED,260000,2017-03-10 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,23248,35 S LIP LIP LN,NORDLAND,98358,QUIT CLAIM DEED,0,2017-03-06 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
9500 - OPEN SPACE TIMBER (T),23249,100 S LIP LIP LN,NORDLAND,98358,QUIT CLAIM DEED,0,2013-12-10 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
"9800 - GARAGES, OUTBUILDINGS, OTHER IMPS",23252,402 DISNEY RD,NORDLAND,98358,SPECIAL WARRANTY DEED,353800,2012-04-30 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,23257,191 DISNEY RD,NORDLAND,98358,SPECIAL WARRANTY DEED,755000,2022-01-04 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,23260,20 MOEN RD,NORDLAND,98358,SPECIAL WARRANTY DEED,601500,2021-03-15 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1101 - RESIDENTIAL - MH W/LAND,23262,170 MOEN RD,NORDLAND,98358,SPECIAL WARRANTY DEED,453000,2021-05-14 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
9100 - VACANT LAND,275618,28 DISNEY RD,NORDLAND,98358,SPECIAL WARRANTY DEED,915000,2020-07-10 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,275619,158 DISNEY RD,NORDLAND,98358,SPECIAL WARRANTY DEED,900000,2019-12-17 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,23269,291 YARR RD,PORT HADLOCK,98339,QUIT CLAIM DEED,0,2020-05-27 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,23270,101 OLD OAK BAY RD,PORT HADLOCK,98339,SPECIAL WARRANTY DEED,402500,2020-10-09 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,23272,301 OLD OAK BAY RD,PORT HADLOCK,98339,SPECIAL WARRANTY DEED,305000,2015-09-25 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,23273,2007 OAK BAY RD,PORT HADLOCK,98339,SPECIAL WARRANTY DEED,585000,2020-05-27 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,23274,2133 OAK BAY RD,PORT HADLOCK,98339,SPECIAL WARRANTY DEED,681000,2016-10-24 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,23275,243 OLD OAK BAY RD,PORT HADLOCK,98339,QUIT CLAIM DEED,0,2018-03-05 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
"9800 - GARAGES, OUTBUILDINGS, OTHER IMPS",23280,2380 OAK BAY RD,PORT HADLOCK,98339,SPECIAL WARRANTY DEED,212500,2020-10-16 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
"1900 - CABINS, PARK MODELS, RV UTILITIES",23281,271 OLD OAK BAY RD,PORT HADLOCK,98339,QUIT CLAIM DEED,0,2018-01-31 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
9100 - VACANT LAND,23283,2382 OAK BAY RD,PORT HADLOCK,98339,SPECIAL WARRANTY DEED,212500,2015-11-23 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,23286,387 OLD OAK BAY RD,PORT HADLOCK,98339,QUIT CLAIM DEED,0,2020-07-07 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,23287,209 OLD OAK BAY RD,PORT HADLOCK,98339,QUIT CLAIM DEED,0,2016-09-09 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,23290,2388 OAK BAY RD,PORT HADLOCK,98339,SPECIAL WARRANTY DEED,900000,2020-09-21 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1101 - RESIDENTIAL - MH W/LAND,23296,2435 OAK BAY RD,PORT HADLOCK,98339,SPECIAL WARRANTY DEED,200000,2018-06-27 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,23300,2840 OAK BAY RD,PORT HADLOCK,98339,BSD,0,2013-11-05 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,23302,2915 OAK BAY RD,PORT HADLOCK,98339,SPECIAL WARRANTY DEED,0,2015-04-06 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,23303,2913 OAK BAY RD,PORT HADLOCK,98339,SPECIAL WARRANTY DEED,0,2015-04-06 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,23307,2621 OAK BAY RD,PORT HADLOCK,98339,PARTIAL RELEASED OF DEED OF TRUST,905000,2021-08-06 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1101 - RESIDENTIAL - MH W/LAND,23309,2901 OAK BAY RD,PORT HADLOCK,98339,BSD,209900,2016-12-28 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,23313,2971 OAK BAY RD,PORT HADLOCK,98339,SPECIAL WARRANTY DEED,0,2015-04-06 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,23318,315 EAGLE RIDGE RD,PORT HADLOCK,98339,PARTIAL RELEASED OF DEED OF TRUST,397500,2017-09-22 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,23319,375 EAGLE RIDGE RD,PORT HADLOCK,98339,SPECIAL WARRANTY DEED,0,2017-08-16 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,23322,3162 OAK BAY RD,PORT HADLOCK,98339,QUIT CLAIM DEED,0,2015-09-08 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1101 - RESIDENTIAL - MH W/LAND,23323,3180 OAK BAY RD,PORT HADLOCK,98339,PARTIAL RELEASED OF DEED OF TRUST,0,2019-02-05 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,23324,3501 OAK BAY RD,PORT HADLOCK,98339,SPECIAL WARRANTY DEED,545659,2013-09-20 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,23325,3451 OAK BAY RD,PORT HADLOCK,98339,SPECIAL WARRANTY DEED,800000,2021-02-09 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1101 - RESIDENTIAL - MH W/LAND,23328,3320 OAK BAY RD,PORT HADLOCK,98339,SPECIAL WARRANTY DEED,375000,2021-06-29 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,23330,3533 OAK BAY RD,PORT HADLOCK,98339,SPECIAL WARRANTY DEED,387000,2015-05-05 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,23332,3572 OAK BAY RD,PORT HADLOCK,98339,QUIT CLAIM DEED,50000,2012-12-27 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,23334,3065 OAK BAY RD,PORT HADLOCK,98339,SPECIAL WARRANTY DEED,2425000,2021-10-19 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1101 - RESIDENTIAL - MH W/LAND,23338,3490 OAK BAY RD,PORT HADLOCK,98339,SPECIAL WARRANTY DEED,310000,2020-06-05 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
9100 - VACANT LAND,23341,3443 OAK BAY RD,PORT HADLOCK,98339,SPECIAL WARRANTY DEED,325000,2021-09-08 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,23343,3449 OAK BAY RD,PORT HADLOCK,98339,QUIT CLAIM DEED,0,2021-01-22 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1101 - RESIDENTIAL - MH W/LAND,23348,3231 OAK BAY RD,PORT HADLOCK,98339,SPECIAL WARRANTY DEED,1070000,2021-09-07 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
9100 - VACANT LAND,23349,3073 OAK BAY RD,PORT HADLOCK,98339,SPECIAL WARRANTY DEED,235000,2014-05-16 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,23350,3135 OAK BAY RD,PORT HADLOCK,98339,SPECIAL WARRANTY DEED,0,2014-06-02 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,23351,3070 OAK BAY RD,PORT HADLOCK,98339,BSD,380500,2016-08-24 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,23363,290 SENTINEL FIRS RD,PORT HADLOCK,98339,QUIT CLAIM DEED,0,2018-11-14 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
9100 - VACANT LAND,23367,396 SENTINEL FIRS RD,PORT HADLOCK,98339,SPECIAL WARRANTY DEED,31500,2013-08-16 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,23377,391 SENTINEL FIRS RD,PORT HADLOCK,98339,SPECIAL WARRANTY DEED,282425,2015-04-30 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
"9800 - GARAGES, OUTBUILDINGS, OTHER IMPS",23378,391 SENTINEL FIRS,PORT HADLOCK,98339,SPECIAL WARRANTY DEED,282425,2015-04-30 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,23379,351 SENTINEL FIRS RD,PORT HADLOCK,98339,SPECIAL WARRANTY DEED,350000,2017-01-20 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1101 - RESIDENTIAL - MH W/LAND,23385,231 SENTINEL FIRS RD,PORT HADLOCK,98339,SPECIAL WARRANTY DEED,67000,2019-08-15 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,23387,265 SENTINEL FIRS RD,PORT HADLOCK,98339,TAX DEFERRAL,32600,2013-12-16 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1101 - RESIDENTIAL - MH W/LAND,23389,397 SENTINEL FIRS RD,PORT HADLOCK,98339,SPECIAL WARRANTY DEED,172000,2015-01-28 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
"9800 - GARAGES, OUTBUILDINGS, OTHER IMPS",23396,420 SENTINEL FIRS RD,PORT HADLOCK,98339,SPECIAL WARRANTY DEED,35000,2020-11-30 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,23403,3701 OAK BAY RD,PORT HADLOCK,98339,SPECIAL WARRANTY DEED,221000,2015-09-04 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,23405,3770 OAK BAY RD,PORT HADLOCK,98339,QUIT CLAIM DEED,0,2012-11-27 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
1100 - RESIDENTIAL - SINGLE UNIT,23406,3628 OAK BAY RD,PORT HADLOCK,98339,SPECIAL WARRANTY DEED,399000,2019-04-17 00:00:00,JEFFERSON,WA,https://gisdata-jeffcowa.opendata.arcgis.com/datasets/public-parcels/
