cms_certification_num,payer,code,internal_revenue_code,description,price
520193,CASH PRICE,CPT 86256,10001292,PARIETAL CELL AB TITER,120.00
520193,CASH PRICE,CPT 86256,10001294,SMOOTH MUSCLE AB TITER,120.00
520193,CASH PRICE,CPT 86256,10001295,STRIATED MUSCLE AB TITER,120.00
520193,CASH PRICE,CPT 86300,10001297,CANCER ANTIGEN 27.29,195.00
520193,CASH PRICE,CPT 86301,10001298,CANCER ANTIGEN 19-9,200.00
520193,CASH PRICE,CPT 86304,10001299,CANCER ANTIGEN 125,215.00
520193,CASH PRICE,CPT 86308,10001300,MONOTEST,110.00
520193,CASH PRICE,CPT 86316,10001302,CHROMOGRANIN A,195.00
520193,CASH PRICE,CPT 83520,10001303,NEURON SPECIFIC ENOLASE,210.00
520193,CASH PRICE,CPT 86317,10001304,INFECTIOUS AGENT ANTIBODY,110.00
520193,CASH PRICE,CPT 86331,10001306,GEL DIFFUSION QUALITATIVE,105.00
520193,CASH PRICE,CPT 86609,10001307,"AB, PNEUMOCOCCAL",100.00
520193,CASH PRICE,CPT 86334,10001308,"IMMUNOFIXATION ELECTRO, SERUM",255.00
520193,CASH PRICE,CPT 86335,10001309,"B2 TRANSFERRIN, CSF",280.00
520193,CASH PRICE,CPT 86335,10001310,"IMMUNOFIXATION ELECTRO, URINE",205.00
520193,CASH PRICE,CPT 86336,10001311,INHIBIN A,195.00
520193,CASH PRICE,CPT 86337,10001312,INSULIN ANTIBODIES,195.00
520193,CASH PRICE,CPT 86340,10001313,INTRINSIC FACTOR ANTIBODIES,175.00
520193,CASH PRICE,CPT 86341,10001316,ISLET CELL ANTIBODY,240.00
520193,CASH PRICE,CPT 86355,10001318,"B CELLS, TOTAL COUNT",240.00
520193,CASH PRICE,CPT 86357,10001319,"NK CELLS, TOTAL COUNT",240.00
520193,CASH PRICE,CPT 86359,10001320,"T CELLS, TOTAL COUNT",240.00
520193,CASH PRICE,CPT 86360,10001321,"T CELLS, CD4 & CD8 RATIO",315.00
520193,CASH PRICE,CPT 86361,10001322,CD4 COUNT,175.00
520193,CASH PRICE,CPT 86376,10001324,LIVER-KIDNEY MICROSOME AB,150.00
520193,CASH PRICE,CPT 86376,10001325,MICROSOMAL AB,120.00
520193,CASH PRICE,CPT 86403,10001326,CRYPTOCOCCAL AGGLUTINATION,85.00
520193,CASH PRICE,CPT 86403,10001327,STREP GROUP AGGLUTINATION,85.00
520193,CASH PRICE,CPT 86406,10001328,CRYPTOCOCCUS TITER EA ANTIBODY,100.00
520193,CASH PRICE,CPT 86406,10001329,STREPTOZYME R TITER,100.00
520193,CASH PRICE,CPT 86431,10001330,RHEUMATOID FACTOR QUANTITATIVE,100.00
520193,CASH PRICE,CPT 86480,10001331,"TB, INTERFERON AG RESPONSE",315.00
520193,CASH PRICE,CPT 86580,10001334,SKIN TESTING TUBERCULOSIS,45.00
520193,CASH PRICE,CPT 86592,10001335,RPR QUALITATIVE,70.00
520193,CASH PRICE,CPT 86592,10001336,VDRL CSF QUALITATIVE,70.00
520193,CASH PRICE,CPT 86593,10001337,RPR QUANTITATIVE,35.00
520193,CASH PRICE,CPT 86603,10001338,"AB, ADENOVIRUS",140.00
520193,CASH PRICE,CPT 86606,10001339,"AB, ASPERGILLUS (CF)",85.00
520193,CASH PRICE,CPT 86606,10001340,"AB, ASPERGILLUS (ID)",85.00
520193,CASH PRICE,CPT 86317,10001341,"AB, PNEUMOCOCCAL",85.00
520193,CASH PRICE,CPT 86611,10001342,"AB, BARTONELLA",70.00
520193,CASH PRICE,CPT 86612,10001343,"AB, BLASTOMYCES (CF)",85.00
520193,CASH PRICE,CPT 86612,10001344,"AB, BLASTOMYCES (ID)",85.00
520193,CASH PRICE,CPT 86615,10001345,"AB, BORDETELLA IGA",145.00
520193,CASH PRICE,CPT 86615,10001346,"AB, BORDETELLA IGG",145.00
520193,CASH PRICE,CPT 86615,10001347,"AB, BORDETELLA IGM",145.00
520193,CASH PRICE,CPT 86617,10001348,"AB, LYME DISEASE CONFIRMATORY",125.00
520193,CASH PRICE,CPT 86618,10001349,"AB, LYME DISEASE",165.00
520193,CASH PRICE,CPT 86618,10001350,"AB, LYME DISEASE CSF",165.00
520193,CASH PRICE,CPT 86622,10001351,"AB, BRUCELLA",70.00
520193,CASH PRICE,CPT 86628,10001352,CANDIDA ANTIBODY,110.00
520193,CASH PRICE,CPT 86631,10001353,"AB, CHLAMYDIA PNEUMONIAE IGG",65.00
520193,CASH PRICE,CPT 86631,10001354,"AB, CHLAMYDIA PSITTACI IGG",65.00
520193,CASH PRICE,CPT 86631,10001355,"AB, CHLAMYDIA TRACHOMATIS IGG",65.00
520193,CASH PRICE,CPT 86632,10001356,"AB, CHLAMYDIA PNEUMONIAE IGM",65.00
520193,CASH PRICE,CPT 86632,10001357,"AB, CHLAMYDIA PSITTACI IGM",65.00
520193,CASH PRICE,CPT 86632,10001358,"AB, CHLAMYDIA TRACHOMATIS IGM",65.00
520193,CASH PRICE,CPT 86635,10001359,"AB, COCCIDIOIDES",65.00
520193,CASH PRICE,CPT 86644,10001360,"AB, CMV NEGATIVE BLOOD PRODUCT",95.00
520193,CASH PRICE,CPT 86644,10001361,"AB, CYTOMEGALOVIRUS",175.00
520193,CASH PRICE,CPT 86645,10001362,"AB, CYTOMEGALOVIRUS IGM",185.00
520193,CASH PRICE,CPT 86317,10001363,"AB, DIPTHERIA",85.00
520193,CASH PRICE,CPT 86658,10001364,"AB, COXSACKIE A9 VIRUS",105.00
520193,CASH PRICE,CPT 86658,10001365,"AB, COXSACKIE B VIRUS",70.00
520193,CASH PRICE,CPT 86658,10001371,"AB, ECHOVIRUS",70.00
520193,CASH PRICE,CPT 86658,10001372,"AB, POLIOVIRUS",75.00
520193,CASH PRICE,CPT 86663,10001373,"AB, EBV EARLY ANTIGEN",70.00
520193,CASH PRICE,CPT 86664,10001374,"AB, EBV NUCLEAR ANTIGEN",80.00
520193,CASH PRICE,CPT 86665,10001375,"AB, EBV VIRAL CAPSID IGG",145.00
520193,CASH PRICE,CPT 86665,10001376,"AB, EBV VIRAL CAPSID IGM",145.00
520193,CASH PRICE,CPT 86666,10001377,"AB, EHRLICHIA",120.00
520193,CASH PRICE,CPT 86671,10001378,S CEREVISIAE IGG/IGA,140.00
520193,CASH PRICE,CPT 86674,10001380,"AB, GIARDIA LAMBLIA",155.00
520193,CASH PRICE,CPT 86677,10001381,"AB, HELICOBACTER PYLORI IGG",200.00
520193,CASH PRICE,CPT 86677,10001384,"AB, HELICOBACTER PYLORI IGM",200.00
520193,CASH PRICE,CPT 86682,10001385,"AB, TOXOCARA",125.00
520193,CASH PRICE,CPT 86684,10001386,"AB, H INFLUENZA B IGG",150.00
520193,CASH PRICE,CPT 86689,10001387,"AB, HIV WESTERN BLOT",200.00
520193,CASH PRICE,CPT 86689,10001388,"AB, HTLV WESTERN BLOT",200.00
520193,CASH PRICE,CPT 86694,10001390,"AB, HERPES SIMPLEX IGM",115.00
520193,CASH PRICE,CPT 86695,10001391,"AB, HERPES SIMPLEX TYPE 1 IGG",115.00
520193,CASH PRICE,CPT 86695,10001392,"AB, HERPES SIMPLEX TYPE 1",115.00
520193,CASH PRICE,CPT 86696,10001393,"AB, HERPES SIMPLEX TYPE 2",115.00
520193,CASH PRICE,CPT 86696,10001394,"AB, HERPES SIMPLEX TYPE 2 IGG",115.00
520193,CASH PRICE,CPT 86698,10001395,"AB, HISTOPLASMA",80.00
520193,CASH PRICE,CPT 86703,10001403,"AB, HIV-1/HIV-2",135.00
520193,CASH PRICE,CPT 86704,10001405,HEPATITIS B CORE AB TOTAL,140.00
520193,CASH PRICE,CPT 86705,10001406,HEPATITIS B CORE AB IGM,140.00
520193,CASH PRICE,CPT 86706,10001407,HEPATITIS B SURFACE AB,140.00
520193,CASH PRICE,CPT 86707,10001408,HEPATITIS BE AB,115.00
520193,CASH PRICE,CPT 86708,10001409,HEPATITIS A AB TOTAL,170.00
520193,CASH PRICE,CPT 86709,10001410,HEPATITIS A AB IGM,170.00
520193,CASH PRICE,CPT 86710,10001411,"AB, INFLUENZA A",110.00
520193,CASH PRICE,CPT 86710,10001412,"AB, INFLUENZA B",110.00
520193,CASH PRICE,CPT 86713,10001413,"AB, LEGIONELLA",185.00
520193,CASH PRICE,CPT 86720,10001414,"AB, LEPTOSPIRA",130.00
520193,CASH PRICE,CPT 86735,10001416,"AB, MUMPS IGG",155.00
520193,CASH PRICE,CPT 86735,10001417,"AB, MUMPS IGM",155.00
520193,CASH PRICE,CPT 86738,10001420,"AB, MYCOPLASMA IGM",130.00
520193,CASH PRICE,CPT 86747,10001421,"AB, PARVOVIRUS IGG",140.00
520193,CASH PRICE,CPT 86747,10001422,"AB, PARVOVIRUS IGM",140.00
520193,CASH PRICE,CPT 86753,10001423,"AB, E HISTOLYTICA",135.00
520193,CASH PRICE,CPT 86757,10001425,RICKETTSIA AB IGG,125.00
520193,CASH PRICE,CPT 86757,10001426,RICKETTSIA AB IGM,125.00
520193,CASH PRICE,CPT 86762,10001428,"AB, RUBELLA IGG",145.00
520193,CASH PRICE,CPT 86762,10001430,"AB, RUBELLA IGM",145.00
520193,CASH PRICE,CPT 86765,10001431,"AB, RUBEOLA IGG",145.00
520193,CASH PRICE,CPT 86765,10001432,"AB, RUBEOLA IGM",145.00
520193,CASH PRICE,CPT 86317,10001434,"AB, TETANUS",150.00
520193,CASH PRICE,CPT 86777,10001435,"AB, TOXOPLASMA IGG",110.00
520193,CASH PRICE,CPT 86778,10001436,"AB, TOXOPLASMA IGM",110.00
520193,CASH PRICE,CPT 86780,10001437,"AB, TREPONEMA PALLIDUM",90.00
520193,CASH PRICE,CPT 99058,10001440,EMERGENCY SERVICE FEE,2090.00
520193,CASH PRICE,CPT 86787,10001442,"AB, VARICELLA ZOSTER IGG",155.00
520193,CASH PRICE,CPT 86787,10001443,"AB, VARICELLA ZOSTER IGM",155.00
520193,CASH PRICE,CPT 86788,10001444,"AB, WEST NILE VIRUS IGM",105.00
520193,CASH PRICE,CPT 86789,10001445,"AB, WEST NILE VIRUS",150.00
520193,CASH PRICE,CPT 86790,10001451,"AB, HTLV-I/II",185.00
520193,CASH PRICE,CPT 86790,10001452,"AB, HUMAN HERPES VIRUS 6",185.00
520193,CASH PRICE,CPT 86790,10001464,RABIES ANTIBODY,160.00
520193,CASH PRICE,CPT 86800,10001465,"AB, ANTI THYROGLOBULIN",165.00
520193,CASH PRICE,CPT 86803,10001467,HEPATITIS C AB SCREEN,205.00
520193,CASH PRICE,CPT 86825,10001476,HLA CROSSMATCH FLOW CYTOMETRY,420.00
520193,CASH PRICE,CPT 86850,10001483,"ANTIBODY SCREEN, BC",185.00
520193,CASH PRICE,CPT 86850,10001495,"ANTIBODY SCREEN, EACH",150.00
520193,CASH PRICE,CPT 86860,10001497,"ANTIBODY ELUTION, EACH",270.00
520193,CASH PRICE,CPT 20610,10001499,INJECT/ASPIRATE MAJOR JOINT*,445.00
520193,CASH PRICE,CPT 86870,10001500,"ANTIBODY ID, BC",355.00
520193,CASH PRICE,CPT 86870,10001501,"ANTIBODY ID, EACH",355.00
520193,CASH PRICE,CPT 86880,10001502,"DIRECT COOMBS, BC",120.00
520193,CASH PRICE,CPT 86880,10001503,"DIRECT COOMBS, EA ANTISERUM",120.00
520193,CASH PRICE,CPT 86886,10001504,"ANTIBODY TITER, INDIRECT, EACH",235.00
520193,CASH PRICE,CPT 86890,10001505,AUTOLOGOUS PROCESSING FEE,680.00
520193,CASH PRICE,CPT 86891,10001506,CELL SAVER-REINFUSION,1880.00
520193,CASH PRICE,CPT 86900,10001507,ABO TYPING,75.00
520193,CASH PRICE,CPT 86900,10001508,"ABO TYPING, BC",75.00
520193,CASH PRICE,CPT 86901,10001509,RH TYPING,75.00
520193,CASH PRICE,CPT 86901,10001510,"RH TYPING, BC",75.00
520193,CASH PRICE,CPT 86902,10001515,RARE UNIT,180.00
520193,CASH PRICE,CPT 86902,10001516,SCREEN UNIT 1 AG,180.00
520193,CASH PRICE,CPT 86905,10001517,RBC ANTIGEN TYPING,165.00
520193,CASH PRICE,CPT 86906,10001518,"RH PHENOTYPE, COMPLETE",205.00
520193,CASH PRICE,CPT 86920,10001524,"CROSSMATCH, IMMEDIATE SPIN",245.00
520193,CASH PRICE,CPT 86921,10001529,"CROSSMATCH, INCUBATED",150.00
520193,CASH PRICE,CPT 86922,10001530,"CROSSMATCH, ANTIGLOBULIN",255.00
520193,CASH PRICE,CPT 86923,10001535,"CROSSMATCH, ELECTRONIC",120.00
520193,CASH PRICE,CPT 86927,10001536,FROZEN PLASMA THAWING EA UNIT,85.00
520193,CASH PRICE,CPT 86945,10001540,IRRADIATION BLOOD PRODUCT/UNIT,115.00
520193,CASH PRICE,CPT 86970,10001544,"PRETREATMENT-AB ID, CHEMICAL",115.00
520193,CASH PRICE,CPT 86971,10001545,"PRETREATMENT-AB ID, ENZYMES",160.00
520193,CASH PRICE,CPT 86977,10001546,"PRETREATMENT FOR AB ID,INHIBIT",210.00
520193,CASH PRICE,CPT 86978,10001547,"RBC ABSORPTION, EACH",270.00
520193,CASH PRICE,CPT 86985,10001548,SPLIT OF BLOOD PRODCUTS,135.00
520193,CASH PRICE,CPT 0200T,10001551,SACRAL AUGMENTATION UNILATERAL,3500.00
520193,CASH PRICE,CPT 0201T,10001552,SACRAL AUGMENTATION BILATERAL,5250.00
520193,CASH PRICE,CPT 86999,10001553,DIRECTED DONOR PROCESSING FEE,260.00
520193,CASH PRICE,CPT 87015,10001554,CONCENTRATION,90.00
520193,CASH PRICE,CPT 87040,10001555,"CULTURE, BLOOD",145.00
520193,CASH PRICE,CPT 87045,10001556,"CULTURE, STOOL SALM/SHIG",145.00
520193,CASH PRICE,CPT 87046,10001559,"CULTURE, STOOL, ADD PATH",145.00
520193,CASH PRICE,CPT 11719,10001560,TRIM NAILS-NONDYSTHROPHIC,100.00
520193,CASH PRICE,CPT 87070,10001561,"CULTURE, AEROBIC",145.00
520193,CASH PRICE,CPT 87071,10001563,"CULTURE, QUANTITATIVE, AEROBIC",145.00
520193,CASH PRICE,CPT 87073,10001564,"CULTURE,QUANTITATIVE,ANAEROBIC",145.00
520193,CASH PRICE,CPT 11720,10001565,DEBRIDE NAIL(S) 1-5,130.00
520193,CASH PRICE,CPT 11721,10001566,DEBRIDE NAIL(S) 6 OR >,170.00
520193,CASH PRICE,CPT 87075,10001567,"CULTURE, ANAEROBIC",145.00
520193,CASH PRICE,CPT 87076,10001572,ANAEROBIC ISOLATE ID,80.00
520193,CASH PRICE,CPT 87077,10001573,"CULTURE, AEROBIC ID",145.00
520193,CASH PRICE,CPT 87077,10001574,"CULTURE, H PYLORI UREASE",145.00
520193,CASH PRICE,CPT 87081,10001575,"CULTURE, ORGANISM SCREEN",145.00
520193,CASH PRICE,CPT 87081,10001576,"CULTURE, PERTUSIS",145.00
520193,CASH PRICE,CPT 87086,10001577,"CULTURE, URINE QUANTITATIVE",145.00
520193,CASH PRICE,CPT 87088,10001578,"CULTURE, URINE PRESUMPTIVE ID",145.00
520193,CASH PRICE,CPT 87101,10001579,"CULTURE, FUNGI, SKIN, NAILS",145.00
520193,CASH PRICE,CPT 87102,10001580,"CULTURE, FUNGI OTHER SOURCE",145.00
520193,CASH PRICE,CPT 87103,10001581,"CULTURE, FUNGI BLOOD",145.00
520193,CASH PRICE,CPT 87106,10001582,"CULTURE, YEAST ID",145.00
520193,CASH PRICE,CPT 87107,10001583,"CULTURE, MOLD ID",145.00
520193,CASH PRICE,CPT 87109,10001584,"CULTURE, MYCOPLASMA, ANY SOURCE",145.00
520193,CASH PRICE,CPT 87110,10001585,"CULTURE, CHLAMYDIA",145.00
520193,CASH PRICE,CPT 87116,10001586,CULTURE AFB ANY SOURCE,145.00
520193,CASH PRICE,CPT 87118,10001587,CULTURE AFB ISOLATE ID,145.00
520193,CASH PRICE,CPT 87140,10001588,CULTURE TYPING IFA,45.00
520193,CASH PRICE,CPT 87147,10001589,CULTURE TYPING AGGLUTINATION,45.00
520193,CASH PRICE,CPT 87149,10001590,CULTURE ID BY PROBE,145.00
520193,CASH PRICE,CPT 87168,10001591,ARTHROPOD MACRO EXAM,40.00
520193,CASH PRICE,CPT 87169,10001592,PARASITE MACRO EXAM,40.00
520193,CASH PRICE,CPT 87172,10001593,PINWORM EXAM,90.00
520193,CASH PRICE,CPT 87176,10001594,TISSUE GRINDING FOR CULTURE,55.00
520193,CASH PRICE,CPT 87177,10001595,OVA & PARASITES,110.00
520193,CASH PRICE,CPT 87181,10001596,"SUSCEPTIBILITY, E-TEST, EACH",40.00
520193,CASH PRICE,CPT 87184,10001597,"SUSCEPTIBILITY, KIRBY BAUER",55.00
520193,CASH PRICE,CPT 87185,10001598,SUSCEPTIBILITY BETA LACTAMASE,40.00
520193,CASH PRICE,CPT 87186,10001599,SUSCEPTIBILITY MIC,75.00
520193,CASH PRICE,CPT 87205,10001601,GRAM SMEAR,75.00
520193,CASH PRICE,CPT 87205,10001602,GRAM SMEAR EOS,75.00
520193,CASH PRICE,CPT 87206,10001603,ACID FAST STAIN,95.00
520193,CASH PRICE,CPT 87207,10001604,STAIN FOR PARASITES,120.00
520193,CASH PRICE,CPT 87209,10001605,TRICHROME STAIN,95.00
520193,CASH PRICE,CPT 87210,10001606,POC SMEAR WET MOUNT,70.00
520193,CASH PRICE,CPT 87210,10001608,"SMEAR,WET MOUNT",70.00
520193,CASH PRICE,CPT 87220,10001609,KOH PREP,60.00
520193,CASH PRICE,CPT 87281,10001621,PNEUMOCYSTIS CARINII,245.00
520193,CASH PRICE,CPT 87305,10001626,ASPERGILLUS ANTIGEN EIA,285.00
520193,CASH PRICE,CPT 87328,10001628,CRYPTOSPORDIUM BY EIA,75.00
520193,CASH PRICE,CPT 87329,10001629,GIARDIA ANTIGEN BY EIA,140.00
520193,CASH PRICE,CPT 87338,10001630,H PYLORI STOOL,230.00
520193,CASH PRICE,CPT 87340,10001631,HEPATITIS B SURFACE AG,155.00
520193,CASH PRICE,CPT 87341,10001632,HBSAG NEUTRALIZATION,105.00
520193,CASH PRICE,CPT 87350,10001633,HEPATITIS BE AG,100.00
520193,CASH PRICE,CPT 87385,10001634,HISTOPLASMA ANTIGEN,295.00
520193,CASH PRICE,CPT 87425,10001636,ROTAVIRUS ANTIGEN,130.00
520193,CASH PRICE,CPT 87427,10001637,SHIGA-LIKE TOXIN,100.00
520193,CASH PRICE,CPT 87449,10001638,BLASTOMYCES ANTIGEN EIA,205.00
520193,CASH PRICE,CPT 87451,10001639,GIARDIA/CRYPTO EIA MULT ORG,85.00
520193,CASH PRICE,CPT 87476,10001640,LYME BY PCR,285.00
520193,CASH PRICE,CPT 87486,10001641,CHLAMYDIA PNEUMONIAE PCR,255.00
520193,CASH PRICE,CPT 87491,10001642,CHLAMYDIA TRACHOMATIS DNA,205.00
520193,CASH PRICE,CPT 87493,10001643,C DIFFICILE TOXIN BY PCR,210.00
520193,CASH PRICE,CPT 87496,10001644,"CMV, DNA AMPLIFIED PROBE",310.00
520193,CASH PRICE,CPT 87496,10001645,CMV BY PCR,210.00
520193,CASH PRICE,CPT 87497,10001646,CMV DNA QUANT PCR,570.00
520193,CASH PRICE,CPT 87498,10001647,"ENTEROVIRUS, AMP PROBE",410.00
520193,CASH PRICE,CPT 87516,10001648,"HEPATITIS B DNA, QUAL PCR",325.00
520193,CASH PRICE,CPT 87517,10001649,HEPATITIS B VIRUS QUANT,325.00
520193,CASH PRICE,CPT 87521,10001650,HEPATITIS C VIRUS RNA,400.00
520193,CASH PRICE,CPT 87522,10001651,HEPATITIS C VIRUS QUANT,355.00
520193,CASH PRICE,CPT 87529,10001652,"HERPES SIMPLEX VIRUS, PCR",260.00
520193,CASH PRICE,CPT 87533,10001653,"HERPES VIRUS-6, QUANT",640.00
520193,CASH PRICE,CPT 87535,10001656,"HIV-1 DNA PCR, QUAL",495.00
520193,CASH PRICE,CPT 87536,10001657,HIV-1 RNA QUANTITATIVE,685.00
520193,CASH PRICE,CPT 87556,10001659,MYCOBACTERIA TB RNA,450.00
520193,CASH PRICE,CPT 87556,10001662,TB BY AMP PROBE TISSUE,450.00
520193,CASH PRICE,CPT 87581,10001663,MYCOPLASMA PNEUMONIAE PCR,280.00
520193,CASH PRICE,CPT 87591,10001664,N GONORRHOREAE DNA,190.00
520193,CASH PRICE,CPT 87624,10001665,HPV HIGH RISK W/O PAP,245.00
520193,CASH PRICE,CPT 87640,10001668,S AUREUS BY PCR,230.00
520193,CASH PRICE,CPT 87641,10001669,MRSA BY PCR,180.00
520193,CASH PRICE,CPT 87798,10001672,BORDETELLA PERTUSSIS PCR,285.00
520193,CASH PRICE,CPT 87798,10001675,JC VIRUS BY PCR,400.00
520193,CASH PRICE,CPT 87798,10001676,PARVOVIRUS DNA BY PCR,235.00
520193,CASH PRICE,CPT 87798,10001677,VARICELLA ZOSTER BY PCR,195.00
520193,CASH PRICE,CPT 87799,10001678,BK VIRUS DNA QUANTITATIVE,610.00
520193,CASH PRICE,CPT 87801,10001679,INFECT AGENT PCR MULT ORG,365.00
520193,CASH PRICE,CPT 87798,10001680,NOROVIRUS GROUP 1&2 BY RT-PCR,285.00
520193,CASH PRICE,CPT 87801,10001681,PERTUSSIS/PARAPERTUSSIS BY PCR,360.00
520193,CASH PRICE,CPT 87804,10001683,"INFLUENZA A ANTIGEN, RAPID",155.00
520193,CASH PRICE,CPT 87804,10001684,"INFLUENZA B ANTIGEN, RAPID",155.00
520193,CASH PRICE,CPT 87807,10001685,"RSV ANTIGEN, RAPID",190.00
520193,CASH PRICE,CPT 87808,10001686,TRICHOMONAS ANTIGEN EIA,90.00
520193,CASH PRICE,CPT 87880,10001687,STREP GROUP A SCREEN,90.00
520193,CASH PRICE,CPT 87899,10001689,LEGIONELLA ANTIGEN,130.00
520193,CASH PRICE,CPT 87899,10001690,S PNEUMONIAL ANTIGEN,120.00
520193,CASH PRICE,CPT 87901,10001691,HIV-1 GENOTYPE PCR,1300.00
520193,CASH PRICE,CPT 87902,10001692,HEPATITIS C GENOTYPE PCR,1300.00
520193,CASH PRICE,CPT 87903,10001693,HIV-1 PHENOTYPE 1 TO 10 DRUGS,2060.00
520193,CASH PRICE,CPT 87904,10001694,HIV PHENOTYPE ADD DRUGS,155.00
520193,CASH PRICE,CPT 88104,10001695,"CYTOPATHOLOGY, NON-GYN",185.00
520193,CASH PRICE,CPT 88108,10001696,CYTOPATHOLOGY CONCENTRATED,275.00
520193,CASH PRICE,CPT 88112,10001697,CYTOPATH THINPREP NON-GYN,145.00
520193,CASH PRICE,CPT 88160,10001701,"CYTOPATHOLOGY SMEARS, NON-GYN",170.00
520193,CASH PRICE,CPT 88161,10001702,CYTOPATH SMEARS WITH PROCESS,155.00
520193,CASH PRICE,CPT 88172,10001705,FNA ADEQUACY EVALUATION,220.00
520193,CASH PRICE,CPT 88173,10001706,FNA INTERPRETATION & REPORT,380.00
520193,CASH PRICE,CPT 88175,10001707,PAP THIN PREP AUTO SCREEN,175.00
520193,CASH PRICE,CPT 88182,10001712,"FLOW CYTOMETRY, DNA ANALYSIS",520.00
520193,CASH PRICE,CPT 88184,10001713,"FLOW CYTOMETRY, FIRST MARKER",300.00
520193,CASH PRICE,CPT 88185,10001714,FLOW CYTOMETRY EA ADDL MARKER,180.00
520193,CASH PRICE,CPT 88230,10001715,"TISSUE CULTURE, LYMPHOCYTES",395.00
520193,CASH PRICE,CPT 88233,10001717,TISSUE CULTURE; SOLID TISSUE,1050.00
520193,CASH PRICE,CPT 88235,10001719,"TISSUE CULTURE, AMNIO FL OR CV",675.00
520193,CASH PRICE,CPT 88237,10001720,"TISSUE CULTURE, BONE MARROW",570.00
520193,CASH PRICE,CPT 88239,10001721,TISSUE CULTURE; TUMOR,680.00
520193,CASH PRICE,CPT 88261,10001723,"CHROM ANALYSIS, 5 CELLS, 1 KAR",825.00
520193,CASH PRICE,CPT 88262,10001725,"CHROM ANA, 15-20 CELLS, 2 KARY",1150.00
520193,CASH PRICE,CPT 88264,10001727,CHROMOSOME ANALYSIS 20-25 CELL,775.00
520193,CASH PRICE,CPT 88267,10001729,"CHROM ANALYSIS 15 CELLS, 1 KAR",1310.00
520193,CASH PRICE,CPT 88269,10001731,"CHROM ANAL INSITU 6-12COL,1KAR",1140.00
520193,CASH PRICE,CPT 88269,10001732,"CHROMOSOME ANALYSIS, IN SITU",1140.00
520193,CASH PRICE,CPT 88271,10001733,"CYTOGENETIC PROBE, EACH (FISH)",295.00
520193,CASH PRICE,CPT 88273,10001734,CHROMOSOME IN SITU 10-30 CELLS,440.00
520193,CASH PRICE,CPT 88273,10001735,FISH INSITU 10-30 CELLS,440.00
520193,CASH PRICE,CPT 88274,10001737,FISH INSITU 25-99 CELLS,480.00
520193,CASH PRICE,CPT 88275,10001739,FISH INSITU 100-300 CELLS,330.00
520193,CASH PRICE,CPT 88280,10001740,CHROMOSOME ANALYSIS ADD KARYO,185.00
520193,CASH PRICE,CPT 88285,10001741,CHROMOSOME ANALYSIS ADD CELLS,150.00
520193,CASH PRICE,CPT 88300,10001742,"SURGICAL PATHOLOGY, LEVEL I",160.00
520193,CASH PRICE,CPT 88302,10001743,"SURGICAL PATHOLOGY, LEVEL II",265.00
520193,CASH PRICE,CPT 88304,10001744,"SURGICAL PATHOLOGY, LEVEL III",345.00
520193,CASH PRICE,CPT 88305,10001747,"SURGICAL PATHOLOGY, LEVEL IV",560.00
520193,CASH PRICE,CPT 88307,10001748,"SURGICAL PATHOLOGY, LEVEL V",870.00
520193,CASH PRICE,CPT 88309,10001749,"SURGICAL PATHOLOGY, LEVEL VI",1230.00
520193,CASH PRICE,CPT 88311,10001750,DECALCIFICATION,135.00
520193,CASH PRICE,CPT 88312,10001751,SMEAR FUNGAL,120.00
520193,CASH PRICE,CPT 88312,10001752,SPECIAL STAIN GROUP I,250.00
520193,CASH PRICE,CPT 88313,10001754,"SPECIAL STAIN II, KIDNEY",1380.00
520193,CASH PRICE,CPT 88313,10001755,"SPECIAL STAIN, GROUP II",240.00
520193,CASH PRICE,CPT 88314,10001756,HISTOCHEMICAL STAIN W/FROZEN,215.00
520193,CASH PRICE,CPT 88319,10001758,"HISTOCHEMISTRY, ENZYME",480.00
520193,CASH PRICE,CPT 88323,10001760,CONSULT WITH SLIDE PREP,725.00
520193,CASH PRICE,CPT 88331,10001763,"FROZEN SECTION, 1ST BLOCK",415.00
520193,CASH PRICE,CPT 88332,10001764,FROZEN SECTION ADDITIONAL,290.00
520193,CASH PRICE,CPT 88333,10001765,TOUCH PREP DURING SURGERY,115.00
520193,CASH PRICE,CPT 88334,10001766,TOUCH PREP ADD SITE,100.00
520193,CASH PRICE,CPT 88360,10001768,IMMUNOHISTOCHEMISTRY EACH AB Q,420.00
520193,CASH PRICE,CPT 88342,10001771,"IHC PER SPEC, INITIAL AB STAIN",385.00
520193,CASH PRICE,CPT 88346,10001783,"IMMUNOFLUORESCENT AB, DIRECT",315.00
520193,CASH PRICE,CPT 88346,10001784,"IMMUNOFLUORESCENT AB, INITIAL",235.00
520193,CASH PRICE,CPT 88348,10001791,ELECTRON MICROSCOPY KIDNEY,1740.00
520193,CASH PRICE,CPT 88356,10001792,"MORPHOMETRIC ANALYSIS, NERVE",700.00
520193,CASH PRICE,CPT 88365,10001795,HB FISH IN SITU INITIAL SINGL PROB,580.00
520193,CASH PRICE,CPT 88367,10001799,"IN SITU HYBRID, (FISH-URINE)",540.00
520193,CASH PRICE,CPT 88368,10001802,"IN SITU HYBRID, SEMI-QT MANUAL",650.00
520193,CASH PRICE,CPT 88387,10001805,MACRO EXAM FOR MOLECULAR STUDY,20.00
520193,CASH PRICE,CPT 88388,10001806,MACRO EXAM TISSUE IN SURGERY,10.00
