name,restaurant_name,identifier,calories,fat_g,carbohydrates_g,protein_g,sodium_mg,price_usd,cholesterol_mg,fiber_g,sugars_g
"CHOCOLATE CHERRY CHUNK ICE CREAM ON A CAKE CONE, LARGE",BRUSTER'S REAL ICE CREAM,NATIONAL,680,32.00,89,8,190,,65,3,69
"CHOCOLATE CHERRY CHUNK ICE CREAM ON A CAKE CONE, REGULAR",BRUSTER'S REAL ICE CREAM,NATIONAL,510,24.00,68,6,150,,50,3,52
"CHOCOLATE CHERRY CHUNK ICE CREAM ON A CAKE CONE, SMALL",BRUSTER'S REAL ICE CREAM,NATIONAL,350,16.00,47,4,100,,30,2,35
"CHOCOLATE CHERRY CHUNK ICE CREAM ON A SUGAR CONE, LARGE",BRUSTER'S REAL ICE CREAM,NATIONAL,710,32.00,96,8,200,,65,3,72
"CHOCOLATE CHERRY CHUNK ICE CREAM ON A SUGAR CONE, REGULAR",BRUSTER'S REAL ICE CREAM,NATIONAL,540,24.00,75,6,160,,50,3,55
"CHOCOLATE CHERRY CHUNK ICE CREAM ON A SUGAR CONE, SMALL",BRUSTER'S REAL ICE CREAM,NATIONAL,380,16.00,54,4,110,,30,2,38
"CHOCOLATE CHERRY CHUNK ICE CREAM ON A WAFFLE CONE, LARGE",BRUSTER'S REAL ICE CREAM,NATIONAL,780,35.00,107,9,180,,75,3,80
"CHOCOLATE CHERRY CHUNK ICE CREAM ON A WAFFLE CONE, REGULAR",BRUSTER'S REAL ICE CREAM,NATIONAL,620,27.00,86,7,135,,55,3,62
"CHOCOLATE CHERRY CHUNK ICE CREAM ON A WAFFLE CONE, SMALL",BRUSTER'S REAL ICE CREAM,NATIONAL,450,19.00,65,5,90,,40,2,45
CHOCOLATE CHERRY DELIGHT WALK-AWAY SUNDAE,NESTLE TOLLHOUSE CAFE,NATIONAL,840,34.00,134,12,360,,70,5,90
"CHOCOLATE CHERRY MILKSHAKE, HALF",CHEEBURGER CHEEBURGER,NATIONAL,380,15.00,55,8,100,,50,2,52
"CHOCOLATE CHERRY MILKSHAKE, HALF WITH MALT FLAVORING",CHEEBURGER CHEEBURGER,NATIONAL,500,18.00,75,12,210,,55,2,65
"CHOCOLATE CHERRY MILKSHAKE, REGULAR",CHEEBURGER CHEEBURGER,NATIONAL,670,28.00,93,14,180,,95,3,87
"CHOCOLATE CHERRY MILKSHAKE, REGULAR WITH MALT FLAVORING",CHEEBURGER CHEEBURGER,NATIONAL,910,33.00,133,22,410,,105,3,114
CHOCOLATE CHIP BANANA BREAD,SCOOTER'S COFFEE AND YOGURT,NATIONAL,420,16.00,66,5,430,,25,2,37
CHOCOLATE CHIP BROWNIE BAR,NESTLE TOLLHOUSE CAFE,NATIONAL,410,21.00,48,3,290,,30,2,38
CHOCOLATE CHIP BROWNIE BAR TS,NESTLE TOLLHOUSE CAFE,NATIONAL,410,21.00,48,3,290,,30,2,38
"CHOCOLATE CHIP CAKE, LARGE",TASTI D-LITE,NATIONAL,190,8.00,29,4,95,,5,1,23
"CHOCOLATE CHIP CAKE, MEDIUM",TASTI D-LITE,NATIONAL,180,8.00,28,4,100,,5,1,22
CHOCOLATE CHIP COOKIE,COLD STONE CREAMERY,NATIONAL,70,2.50,10,1,85,,5,1,6
CHOCOLATE CHIP COOKIE,HALE AND HEARTY SOUPS,NATIONAL,330,18.00,39,5,300,,35,3,22
CHOCOLATE CHIP COOKIE,KWIK TRIP,NATIONAL,260,13.00,35,2,220,,15,1,21
CHOCOLATE CHIP COOKIE,LENNY'S GRILL & SUBS,NATIONAL,360,16.00,52,5,390,,20,2,31
CHOCOLATE CHIP COOKIE,NESTLE TOLLHOUSE CAFE,NATIONAL,180,9.00,20,1,170,,10,0,15
CHOCOLATE CHIP COOKIE,PAPA JOHN'S,NATIONAL,190,9.00,26,2,105,,15,1,18
CHOCOLATE CHIP COOKIE,PERKINS RESTAURANT AND BAKERY,NATIONAL,310,20.00,30,3,90,,25,2,21
CHOCOLATE CHIP COOKIE,SCOOTER'S COFFEE AND YOGURT,NATIONAL,600,28.00,83,7,440,,95,3,50
CHOCOLATE CHIP COOKIE,STARBUCKS,NATIONAL,310,15.00,42,4,260,,45,2,27
CHOCOLATE CHIP COOKIE (BAKED AND WIRED) - CONCRETE MIX-IN,SHAKE SHACK,NATIONAL,60,3.00,8,1,45,,5,0,5
CHOCOLATE CHIP COOKIE (BAKED NYC) - CONCRETE MIX-IN,SHAKE SHACK,NATIONAL,70,4.00,8,1,10,,10,0,5
CHOCOLATE CHIP COOKIE (WINSLOW'S BAKERY) - CONCRETE MIX-IN,SHAKE SHACK,NATIONAL,70,4.00,9,1,65,,5,0,6
CHOCOLATE CHIP COOKIE CONCRETE,SHAKE SHACK,NATIONAL,600,37.00,66,9,370,,150,0,43
CHOCOLATE CHIP COOKIE CUP,NESTLE TOLLHOUSE CAFE,NATIONAL,320,16.00,39,1,180,,10,0,33
CHOCOLATE CHIP COOKIE CUP TS,NESTLE TOLLHOUSE CAFE,NATIONAL,320,16.00,39,2,190,,10,0,33
CHOCOLATE CHIP COOKIE DOUGH CAKE POP,STARBUCKS,NATIONAL,180,9.00,23,2,80,,10,0,12
CHOCOLATE CHIP COOKIE DOUGH TOPPING,TASTI D-LITE,NATIONAL,170,9.00,22,1,260,,0,1,12
CHOCOLATE CHIP COOKIE WALK-AWAY SUNDAE,NESTLE TOLLHOUSE CAFE,NATIONAL,750,28.00,116,10,350,,60,6,74
CHOCOLATE CHIP COOKIE WITH ICE CREAM,CLAIM JUMPER,NATIONAL,1110,47.00,161,14,730,,110,5,107
"CHOCOLATE CHIP COOKIE, 2 PIECE",PERKINS RESTAURANT AND BAKERY,NATIONAL,620,40.00,60,6,180,,50,4,42
"CHOCOLATE CHIP COOKIE, DOUBLE CONCRETE",SHAKE SHACK,NATIONAL,1200,73.00,131,18,730,,295,1,86
"CHOCOLATE CHIP COOKIE, REGULAR",JERSEY MIKE'S SUBS,NATIONAL,180,9.00,26,2,105,,15,1,16
"CHOCOLATE CHIP COOKIE, THREE PACK",JERSEY MIKE'S SUBS,NATIONAL,540,27.00,78,6,320,,45,3,48
CHOCOLATE CHIP COOKIE-DOUGH CHEESECAKE,CHEESECAKE FACTORY,NATIONAL,1420,101.00,116,16,670,,385,4,85
CHOCOLATE CHIP ICE CREAM,HAPPY JOE'S,NATIONAL,140,7.00,17,2,50,,25,0,14
CHOCOLATE CHIP ICE CREAM,NESTLE TOLLHOUSE CAFE,NATIONAL,150,8.00,18,2,35,,20,0,16
"CHOCOLATE CHIP ICE CREAM IN A DISH, LARGE",BRUSTER'S REAL ICE CREAM,NATIONAL,710,40.00,78,9,220,,85,1,63
"CHOCOLATE CHIP ICE CREAM IN A DISH, REGULAR",BRUSTER'S REAL ICE CREAM,NATIONAL,530,30.00,59,6,170,,65,1,47
"CHOCOLATE CHIP ICE CREAM IN A DISH, SMALL",BRUSTER'S REAL ICE CREAM,NATIONAL,350,20.00,39,4,110,,45,1,31
"CHOCOLATE CHIP ICE CREAM ON A CAKE CONE, LARGE",BRUSTER'S REAL ICE CREAM,NATIONAL,730,40.00,83,9,230,,85,1,63
"CHOCOLATE CHIP ICE CREAM ON A CAKE CONE, REGULAR",BRUSTER'S REAL ICE CREAM,NATIONAL,550,30.00,64,7,180,,65,1,47
"CHOCOLATE CHIP ICE CREAM ON A CAKE CONE, SMALL",BRUSTER'S REAL ICE CREAM,NATIONAL,380,20.00,44,5,120,,45,1,32
"CHOCOLATE CHIP ICE CREAM ON A SUGAR CONE, LARGE",BRUSTER'S REAL ICE CREAM,NATIONAL,760,40.00,90,9,240,,85,1,66
"CHOCOLATE CHIP ICE CREAM ON A SUGAR CONE, REGULAR",BRUSTER'S REAL ICE CREAM,NATIONAL,580,30.00,71,7,190,,65,1,50
"CHOCOLATE CHIP ICE CREAM ON A SUGAR CONE, SMALL",BRUSTER'S REAL ICE CREAM,NATIONAL,410,20.00,51,5,130,,45,1,34
"CHOCOLATE CHIP ICE CREAM ON A WAFFLE CONE, LARGE",BRUSTER'S REAL ICE CREAM,NATIONAL,830,43.00,101,10,220,,95,1,73
"CHOCOLATE CHIP ICE CREAM ON A WAFFLE CONE, REGULAR",BRUSTER'S REAL ICE CREAM,NATIONAL,660,33.00,82,8,170,,75,1,57
"CHOCOLATE CHIP ICE CREAM ON A WAFFLE CONE, SMALL",BRUSTER'S REAL ICE CREAM,NATIONAL,480,23.00,62,6,110,,50,1,42
"CHOCOLATE CHIP MILKSHAKE, HALF",CHEEBURGER CHEEBURGER,NATIONAL,490,27.00,57,8,100,,50,2,48
"CHOCOLATE CHIP MILKSHAKE, HALF WITH MALT FLAVORING",CHEEBURGER CHEEBURGER,NATIONAL,610,30.00,77,12,210,,55,2,62
"CHOCOLATE CHIP MILKSHAKE, REGULAR",CHEEBURGER CHEEBURGER,NATIONAL,940,52.00,110,14,180,,95,3,92
"CHOCOLATE CHIP MILKSHAKE, REGULAR WITH MALT FLAVORING",CHEEBURGER CHEEBURGER,NATIONAL,1180,57.00,150,22,410,,105,3,119
CHOCOLATE CHIP MINI COOKIE,NESTLE TOLLHOUSE CAFE,NATIONAL,120,6.00,17,1,110,,10,0,10
CHOCOLATE CHIP MINT ICE CREAM,HAPPY JOE'S,NATIONAL,150,8.00,18,2,45,,25,0,15
CHOCOLATE CHIP MUFFIN,DUNKIN',NATIONAL,550,21.00,85,7,400,,65,2,49
CHOCOLATE CHIP MUFFIN,KWIK TRIP,NATIONAL,560,30.00,67,6,470,,95,2,42
CHOCOLATE CHIP MUFFIN,SCOOTER'S COFFEE AND YOGURT,NATIONAL,610,33.00,76,8,400,,140,4,49
CHOCOLATE CHIP MUFFIN BATCH RECIPE,NESTLE TOLLHOUSE CAFE,NATIONAL,400,19.00,52,6,420,,45,2,27
CHOCOLATE CHIP SEASALT COOKIE (MINDY'S HOT CHOCOLATE) - CONCRETE MIX-IN,SHAKE SHACK,NATIONAL,60,3.00,9,1,70,,10,0,6
CHOCOLATE CHIP WITH PECANS COOKIE,NESTLE TOLLHOUSE CAFE,NATIONAL,300,19.00,28,2,220,,15,1,20
CHOCOLATE CHIP WITH WALNUTS COOKIE,NESTLE TOLLHOUSE CAFE,NATIONAL,300,17.00,27,4,220,,15,1,20
"CHOCOLATE CHIPPER CAKE, LARGE RECTANGLE",COLD STONE CREAMERY,NATIONAL,350,20.00,41,5,210,,50,2,33
"CHOCOLATE CHIPPER CAKE, LARGE ROUND",COLD STONE CREAMERY,NATIONAL,420,24.00,47,6,230,,50,2,38
"CHOCOLATE CHIPPER CAKE, PETITE",COLD STONE CREAMERY,NATIONAL,630,34.00,74,9,430,,70,4,58
"CHOCOLATE CHIPPER CAKE, SMALL RECTANGLE",COLD STONE CREAMERY,NATIONAL,420,23.00,49,6,260,,55,2,38
"CHOCOLATE CHIPPER CAKE, SMALL ROUND",COLD STONE CREAMERY,NATIONAL,470,27.00,53,6,260,,55,3,43
CHOCOLATE CHIPS,COLD STONE CREAMERY,NATIONAL,90,5.00,12,1,0,,0,1,11
CHOCOLATE CHIPS,MAGGIEMOO'S ICE CREAM & TREATERY,NATIONAL,20,1.00,2,0,0,,0,0,2
CHOCOLATE CHOCOLATE CHIP MAMMOTH MUFFIN,PERKINS RESTAURANT AND BAKERY,NATIONAL,720,36.00,88,10,790,,80,3,42
CHOCOLATE CHUNK COOKIE,BLIMPIE,NATIONAL,210,10.00,26,2,135,,10,1,15
"CHOCOLATE CHUNK COOKIE, REGULAR",JERSEY MIKE'S SUBS,NATIONAL,190,9.00,26,2,105,,15,1,15
CHOCOLATE CHUNK MUFFIN,STARBUCKS,NATIONAL,440,21.00,60,7,350,,60,2,39
CHOCOLATE CLOUD COOKIE (BAKED) - CONCRETE MIX-IN,SHAKE SHACK,NATIONAL,70,3.50,9,1,30,,10,0,9
CHOCOLATE COCONUT DONUT,DUNKIN',NATIONAL,420,23.00,48,4,420,,0,1,26
CHOCOLATE COCONUT MACAROON,NESTLE TOLLHOUSE CAFE,NATIONAL,550,29.00,68,8,100,,20,5,62
CHOCOLATE COCONUT MACAROON TS,NESTLE TOLLHOUSE CAFE,NATIONAL,550,29.00,68,8,100,,20,5,62
CHOCOLATE COLA,CHEEBURGER CHEEBURGER,NATIONAL,300,0.00,74,0,55,,0,0,64
CHOCOLATE COOKIE CRUMBLE FRAPPUCCINO - GRANDE - 2% MILK - NO WHIPPED CREAM,STARBUCKS,NATIONAL,310,7.00,61,6,260,,10,2,57
CHOCOLATE COOKIE CRUMBLE FRAPPUCCINO - GRANDE - 2% MILK - WHIPPED CREAM,STARBUCKS,NATIONAL,450,19.00,66,7,280,,55,2,60
CHOCOLATE COOKIE CRUMBLE FRAPPUCCINO - GRANDE - NONFAT MILK - NO WHIPPED CREAM,STARBUCKS,NATIONAL,290,4.00,61,6,260,,5,2,57
CHOCOLATE COOKIE CRUMBLE FRAPPUCCINO - GRANDE - NONFAT MILK - WHIPPED CREAM,STARBUCKS,NATIONAL,420,17.00,66,7,270,,45,2,60
CHOCOLATE COOKIE CRUMBLE FRAPPUCCINO - TALL - 2% MILK - NO WHIPPED CREAM,STARBUCKS,NATIONAL,210,4.00,41,4,180,,10,1,38
CHOCOLATE COOKIE CRUMBLE FRAPPUCCINO - TALL - 2% MILK - WHIPPED CREAM,STARBUCKS,NATIONAL,310,14.00,45,5,190,,40,1,40
CHOCOLATE COOKIE CRUMBLE FRAPPUCCINO - TALL - NONFAT MILK - NO WHIPPED CREAM,STARBUCKS,NATIONAL,200,3.00,41,4,170,,0,1,38
CHOCOLATE COOKIE CRUMBLE FRAPPUCCINO - TALL - NONFAT MILK - WHIPPED CREAM,STARBUCKS,NATIONAL,290,12.00,45,5,180,,35,1,40
"CHOCOLATE COVERED BANANA ICE CREAM IN A DISH, LARGE",BRUSTER'S REAL ICE CREAM,NATIONAL,650,31.00,83,9,180,,65,2,58
"CHOCOLATE COVERED BANANA ICE CREAM IN A DISH, REGULAR",BRUSTER'S REAL ICE CREAM,NATIONAL,490,23.00,62,7,140,,50,2,44
"CHOCOLATE COVERED BANANA ICE CREAM IN A DISH, SMALL",BRUSTER'S REAL ICE CREAM,NATIONAL,320,16.00,42,4,90,,35,1,29
"CHOCOLATE COVERED BANANA ICE CREAM ON A CAKE CONE, LARGE",BRUSTER'S REAL ICE CREAM,NATIONAL,670,31.00,88,9,190,,65,2,58
"CHOCOLATE COVERED BANANA ICE CREAM ON A CAKE CONE, REGULAR",BRUSTER'S REAL ICE CREAM,NATIONAL,510,23.00,67,7,150,,50,2,44
"CHOCOLATE COVERED BANANA ICE CREAM ON A CAKE CONE, SMALL",BRUSTER'S REAL ICE CREAM,NATIONAL,350,16.00,47,5,100,,35,1,29
"CHOCOLATE COVERED BANANA ICE CREAM ON A SUGAR CONE, LARGE",BRUSTER'S REAL ICE CREAM,NATIONAL,700,31.00,95,9,200,,65,2,61
"CHOCOLATE COVERED BANANA ICE CREAM ON A SUGAR CONE, REGULAR",BRUSTER'S REAL ICE CREAM,NATIONAL,540,24.00,74,7,160,,50,2,47
"CHOCOLATE COVERED BANANA ICE CREAM ON A SUGAR CONE, SMALL",BRUSTER'S REAL ICE CREAM,NATIONAL,380,16.00,54,5,110,,35,1,32
"CHOCOLATE COVERED BANANA ICE CREAM ON A WAFFLE CONE, LARGE",BRUSTER'S REAL ICE CREAM,NATIONAL,770,34.00,106,10,180,,75,2,68
"CHOCOLATE COVERED BANANA ICE CREAM ON A WAFFLE CONE, REGULAR",BRUSTER'S REAL ICE CREAM,NATIONAL,610,26.00,85,8,140,,60,2,54
"CHOCOLATE COVERED BANANA ICE CREAM ON A WAFFLE CONE, SMALL",BRUSTER'S REAL ICE CREAM,NATIONAL,450,19.00,64,6,90,,40,1,39
"CHOCOLATE COVERED BANANA MILKSHAKE, HALF",CHEEBURGER CHEEBURGER,NATIONAL,490,15.00,80,9,115,,50,4,60
"CHOCOLATE COVERED BANANA MILKSHAKE, HALF WITH MALT FLAVORING",CHEEBURGER CHEEBURGER,NATIONAL,610,18.00,100,13,230,,55,4,73
"CHOCOLATE COVERED BANANA MILKSHAKE, REGULAR",CHEEBURGER CHEEBURGER,NATIONAL,940,28.00,155,16,210,,95,9,115
"CHOCOLATE COVERED BANANA MILKSHAKE, REGULAR WITH MALT FLAVORING",CHEEBURGER CHEEBURGER,NATIONAL,1180,34.00,195,24,440,,105,9,142
CHOCOLATE COVERED PEANUTS,HAPPY JOE'S,NATIONAL,110,8.00,10,3,10,,15,1,8
"CHOCOLATE COVERED PRETZEL MILKSHAKE, HALF",CHEEBURGER CHEEBURGER,NATIONAL,580,18.00,96,10,1090,,65,2,42
"CHOCOLATE COVERED PRETZEL MILKSHAKE, HALF WITH MALT FLAVORING",CHEEBURGER CHEEBURGER,NATIONAL,700,21.00,116,14,1200,,70,2,55
"CHOCOLATE COVERED PRETZEL MILKSHAKE, REGULAR",CHEEBURGER CHEEBURGER,NATIONAL,1020,33.00,164,17,1670,,120,3,80
"CHOCOLATE COVERED PRETZEL MILKSHAKE, REGULAR WITH MALT FLAVORING",CHEEBURGER CHEEBURGER,NATIONAL,1260,38.00,204,25,1900,,135,3,106
CHOCOLATE COVERED PRETZELS,MAGGIEMOO'S ICE CREAM & TREATERY,NATIONAL,50,2.00,7,1,55,,0,0,0
CHOCOLATE COVERED PRETZELS - CONCRETE MIX-IN,SHAKE SHACK,NATIONAL,70,2.50,10,1,70,,0,0,5
CHOCOLATE COVERED PRETZELS TOPPING,TASTI D-LITE,NATIONAL,80,3.50,13,1,100,,0,1,6
"CHOCOLATE COVERED STRAWBERRY - CHOCOLATE SOFT SERVE, 1 OZ (GALLON RECIPE)",TASTI D-LITE,NATIONAL,30,0.00,6,1,25,,0,0,4
"CHOCOLATE COVERED STRAWBERRY - CHOCOLATE SOFT SERVE, 10 OZ (CUSTOM BLEND)",TASTI D-LITE,NATIONAL,310,5.00,63,9,310,,20,1,48
"CHOCOLATE COVERED STRAWBERRY - CHOCOLATE SOFT SERVE, 10 OZ (GALLON RECIPE)",TASTI D-LITE,NATIONAL,290,5.00,59,8,270,,20,0,45
"CHOCOLATE COVERED STRAWBERRY - CHOCOLATE SOFT SERVE, 3 OZ (CUSTOM BLEND)",TASTI D-LITE,NATIONAL,90,1.50,18,3,95,,5,0,14
"CHOCOLATE COVERED STRAWBERRY - CHOCOLATE SOFT SERVE, 3 OZ (GALLON RECIPE)",TASTI D-LITE,NATIONAL,90,1.50,18,2,80,,5,0,13
"CHOCOLATE COVERED STRAWBERRY - CHOCOLATE SOFT SERVE, 5 OZ (CUSTOM BLEND)",TASTI D-LITE,NATIONAL,160,2.50,32,5,150,,10,0,24
"CHOCOLATE COVERED STRAWBERRY - CHOCOLATE SOFT SERVE, 5 OZ (GALLON RECIPE)",TASTI D-LITE,NATIONAL,140,2.50,29,4,135,,10,0,22
"CHOCOLATE COVERED STRAWBERRY MILKSHAKE, HALF",CHEEBURGER CHEEBURGER,NATIONAL,370,14.00,54,6,115,,50,0,45
"CHOCOLATE COVERED STRAWBERRY MILKSHAKE, HALF WITH MALT FLAVORING",CHEEBURGER CHEEBURGER,NATIONAL,490,16.00,74,10,230,,55,0,58
"CHOCOLATE COVERED STRAWBERRY MILKSHAKE, REGULAR",CHEEBURGER CHEEBURGER,NATIONAL,690,25.00,103,11,210,,95,0,85
"CHOCOLATE COVERED STRAWBERRY MILKSHAKE, REGULAR WITH MALT FLAVORING",CHEEBURGER CHEEBURGER,NATIONAL,930,30.00,143,19,440,,105,0,111
CHOCOLATE CREME DONUT,DUNKIN',NATIONAL,290,14.00,36,5,300,,0,1,14
CHOCOLATE CREME STICK,DUNKIN',NATIONAL,460,23.00,58,6,450,,0,2,33
CHOCOLATE CROISSANT,STARBUCKS,NATIONAL,330,18.00,38,6,320,,45,1,13
CHOCOLATE CRUNCH CUPCAKE (CUPCAKERY) - CONCRETE MIX-IN,SHAKE SHACK,NATIONAL,50,3.00,7,0,50,,5,0,6
CHOCOLATE CRUNCHIES (VALRHONA) - CONCRETE MIX-IN,SHAKE SHACK,NATIONAL,70,4.50,6,1,0,,0,0,6
"CHOCOLATE CUPCAKE ICE CREAM, GOTTA HAVE IT",COLD STONE CREAMERY,NATIONAL,850,49.00,97,15,440,,160,3,80
"CHOCOLATE CUPCAKE ICE CREAM, KIDS",COLD STONE CREAMERY,NATIONAL,210,12.00,24,4,110,,40,1,20
"CHOCOLATE CUPCAKE ICE CREAM, LIKE IT",COLD STONE CREAMERY,NATIONAL,350,20.00,40,6,180,,65,1,34
"CHOCOLATE CUPCAKE ICE CREAM, LOVE IT",COLD STONE CREAMERY,NATIONAL,570,32.00,65,10,290,,105,2,54
CHOCOLATE DESSERT SAUCE,HAPPY JOE'S,NATIONAL,100,1.00,23,1,40,,0,0,20
"CHOCOLATE DEVOTION, GOTTA HAVE IT",COLD STONE CREAMERY,NATIONAL,1130,61.00,135,18,460,,195,3,116
"CHOCOLATE DEVOTION, LIKE IT",COLD STONE CREAMERY,NATIONAL,610,31.00,77,9,290,,90,2,62
"CHOCOLATE DEVOTION, LOVE IT",COLD STONE CREAMERY,NATIONAL,870,45.00,108,13,380,,135,3,91
CHOCOLATE DIPPED COOKIE,NESTLE TOLLHOUSE CAFE,NATIONAL,250,14.00,29,1,190,,10,0,22
CHOCOLATE DIPPED COOKIE TS,NESTLE TOLLHOUSE CAFE,NATIONAL,250,14.00,29,1,190,,10,0,22
CHOCOLATE DIPPED FRENCH CRULLER,DUNKIN',NATIONAL,280,15.00,33,3,150,,50,0,20
CHOCOLATE DIPPED MARSHMALLOWS,NESTLE TOLLHOUSE CAFE,NATIONAL,140,3.00,27,1,25,,0,0,21
CHOCOLATE DIPPED STRAWBERRIES,CLAIM JUMPER,NATIONAL,50,4.00,5,0,0,,0,0,4
CHOCOLATE DIPPED STRAWBERRIES,NESTLE TOLLHOUSE CAFE,NATIONAL,80,5.00,10,1,25,,0,1,8
CHOCOLATE DIPPED STRAWBERRY CREPE,NESTLE TOLLHOUSE CAFE,NATIONAL,620,8.00,39,1,0,,5,2,35
"CHOCOLATE DIPPED STRAWBERRY ICE CREAM, GOTTA HAVE IT",COLD STONE CREAMERY,NATIONAL,740,43.00,83,14,230,,165,2,75
"CHOCOLATE DIPPED STRAWBERRY ICE CREAM, KIDS",COLD STONE CREAMERY,NATIONAL,180,11.00,21,3,55,,40,1,19
"CHOCOLATE DIPPED STRAWBERRY ICE CREAM, LIKE IT",COLD STONE CREAMERY,NATIONAL,310,18.00,35,6,95,,70,1,31
"CHOCOLATE DIPPED STRAWBERRY ICE CREAM, LOVE IT",COLD STONE CREAMERY,NATIONAL,490,29.00,56,9,150,,110,2,50
CHOCOLATE DIPPED WAFFLE CONE,NESTLE TOLLHOUSE CAFE,NATIONAL,130,3.50,21,4,90,,0,4,5
CHOCOLATE DRIZZLE,SCOOTER'S COFFEE AND YOGURT,NATIONAL,60,0.50,13,1,5,,0,1,12
CHOCOLATE DUNKER,KWIK TRIP,NATIONAL,350,16.00,50,4,340,,15,1,30
CHOCOLATE EGG CREAM,CHEEBURGER CHEEBURGER,NATIONAL,310,6.00,57,6,125,,25,0,47
CHOCOLATE FLAVORED SAUCE,KWIK TRIP,NATIONAL,110,0.00,26,1,45,,0,0,22
CHOCOLATE FOUNTAIN ICE CREAM,HAPPY JOE'S,NATIONAL,130,6.00,17,2,45,,25,0,14
CHOCOLATE FRENCH SILK ICE CREAM,HAPPY JOE'S,NATIONAL,150,7.00,20,2,60,,25,0,16
"CHOCOLATE FRENCH SILK PIE, SLICE",PERKINS RESTAURANT AND BAKERY,NATIONAL,760,54.00,66,6,330,,195,3,44
CHOCOLATE FROSTED CAKE DONUT,DUNKIN',NATIONAL,360,20.00,41,4,340,,20,1,21
CHOCOLATE FROSTED DONUT,DUNKIN',NATIONAL,260,11.00,34,4,290,,0,1,13
CHOCOLATE FROSTED WITH CHOCOLATE SPRINKLES DONUT,DUNKIN',NATIONAL,270,12.00,36,5,290,,0,1,15
CHOCOLATE FROSTED WITH SPRINKLES DONUT,DUNKIN',NATIONAL,270,12.00,36,4,290,,0,1,15
CHOCOLATE FUDGE BROWNIE,HALE AND HEARTY SOUPS,NATIONAL,350,20.00,40,5,135,,70,3,27
CHOCOLATE FUDGE BROWNIE (MILK & COOKIES) - CONCRETE MIX-IN,SHAKE SHACK,NATIONAL,60,3.00,8,1,20,,15,0,6
CHOCOLATE FUDGE CAKE,BUFFALO WILD WINGS,NATIONAL,780,33.00,115,11,740,,55,1,85
"CHOCOLATE FUDGE FRAPPE, 12 OZ",NESTLE TOLLHOUSE CAFE,NATIONAL,450,19.00,63,4,55,,70,0,57
"CHOCOLATE FUDGE FRAPPE, 20 OZ",NESTLE TOLLHOUSE CAFE,NATIONAL,510,24.00,65,5,75,,90,0,59
"CHOCOLATE FUDGE LATTE, 12 OZ",NESTLE TOLLHOUSE CAFE,NATIONAL,120,0.00,18,0,0,,0,0,18
"CHOCOLATE FUDGE LATTE, 16 OZ",NESTLE TOLLHOUSE CAFE,NATIONAL,200,0.00,18,0,0,,0,0,18
CHOCOLATE FUDGE SAUCE TOPPING,TASTI D-LITE,NATIONAL,90,1.00,23,2,0,,0,2,20
"CHOCOLATE FUDGE YOGURT, BEST VALUE",MAGGIEMOO'S ICE CREAM & TREATERY,NATIONAL,530,12.00,96,18,650,,15,6,77
"CHOCOLATE FUDGE YOGURT, BEST VALUE",MARBLE SLAB CREAMERY,NATIONAL,530,12.00,96,18,650,,15,6,77
"CHOCOLATE FUDGE YOGURT, CHILD",MAGGIEMOO'S ICE CREAM & TREATERY,NATIONAL,130,3.00,24,4,160,,5,2,19
"CHOCOLATE FUDGE YOGURT, CHILD",MARBLE SLAB CREAMERY,NATIONAL,130,3.00,24,4,160,,5,2,19
"CHOCOLATE FUDGE YOGURT, REGULAR",MAGGIEMOO'S ICE CREAM & TREATERY,NATIONAL,390,9.00,72,13,490,,10,5,57
"CHOCOLATE FUDGE YOGURT, REGULAR",MARBLE SLAB CREAMERY,NATIONAL,390,9.00,72,13,490,,10,5,57
"CHOCOLATE FUDGE YOGURT, SMALL",MAGGIEMOO'S ICE CREAM & TREATERY,NATIONAL,260,6.00,48,9,320,,10,3,38
"CHOCOLATE FUDGE YOGURT, SMALL",MARBLE SLAB CREAMERY,NATIONAL,260,6.00,48,9,320,,10,3,38
CHOCOLATE GELATO,ROUND TABLE PIZZA,NATIONAL,200,9.00,29,5,40,,70,0,25
CHOCOLATE HAZELNUT CROISSANT,STARBUCKS,NATIONAL,390,22.00,43,7,270,,30,2,19
CHOCOLATE HAZELNUT CRUNCH CHEESECAKE,CHEESECAKE FACTORY,NATIONAL,1390,97.00,118,15,510,,325,3,92
"CHOCOLATE HAZELNUT ICE CREAM, GOTTA HAVE IT",COLD STONE CREAMERY,NATIONAL,870,52.00,92,14,240,,170,1,85
"CHOCOLATE HAZELNUT ICE CREAM, KIDS",COLD STONE CREAMERY,NATIONAL,220,13.00,23,3,60,,40,0,21
"CHOCOLATE HAZELNUT ICE CREAM, LIKE IT",COLD STONE CREAMERY,NATIONAL,360,22.00,38,6,100,,70,0,36
"CHOCOLATE HAZELNUT ICE CREAM, LOVE IT",COLD STONE CREAMERY,NATIONAL,580,35.00,61,9,160,,110,0,57
CHOCOLATE HEADLIGHT DONUT,DUNKIN',NATIONAL,310,14.00,41,5,310,,0,1,19
"CHOCOLATE HEAVEN CAKE, 1/4 SHEET CAKE",MAGGIEMOO'S ICE CREAM & TREATERY,NATIONAL,420,24.00,47,6,170,,55,2,35
"CHOCOLATE HEAVEN CAKE, 1/4 SHEET CAKE",MARBLE SLAB CREAMERY,NATIONAL,420,24.00,47,6,170,,55,2,35
