name,business_type,state_registered,street_registered,city_registered,zip5_registered,state_physical,street_physical,city_physical,zip5_physical,filing_number,corp_id 
SEARCY COUNTY ECONOMIC DEVELOPMENT CORPORATION,NONPROFIT,AR,102 HIGHWAY 27 SOUTH,MARSHALL,72650,AR,"MARSHALL, AR",X,0,100045896,3373
"CHICOT LAND COMPANY, INC.",CORPORATION,AR,111 S COKLEY,LAKE VILLAGE,71653,,,,,100011201,3383
"SWAFFORD ELECTRIC COMPANY, INCORPORATED",CORPORATION,AR,X,BATESVILLE,72501,,,,,100049939,3387
BIG CHIEF BROADCASTING COMPANY,CORPORATION,AR,2204 DUNDEE DRIVE,FORT SMITH,72908,,,,,100006773,3391
"HEDGER BROTHERS JONESBORO CONCRETE PRODUCTS, INC.",CORPORATION,AR,100 S PATRICK,JONESBORO,72401,AR,100 S PATRICK,JONESBORO,72401,100024359,3392
ARKANSAS BOLT COMPANY,CORPORATION,AR,2701 WEST ROOSEVELT ROAD,LITTLE ROCK,72204,,,,,100002685,3393
THE RUSSELLVILLE COUNTRY CLUB,NONPROFIT,AR,120 SOUTH GLENWOOD,RUSSELLVILLE,72801,AR,PO BOX 1143,RUSSELLVILLE,72811,100202168,3415
"PATTERSON HARDWOODS, INCORPORATED",CORPORATION,AR,1402 MAIN ST.,DES ARC,72040,,,,,100034965,3424
WEST MEMPHIS BOYS' CLUB,NONPROFIT,AR,990 NORTH MISSOURI STREET,WEST MEMPHIS,72301,AR,990 NORTH MISSOURI ST.,WEST MEMPHIS,72301,800008911,3425
"CARPCO, INC.",CORPORATION,AR,203 PRINCE ST.,TEXARKANA,71854,,,,,100010076,3438
"RUFFIN & JARRETT FUNERAL HOME, INC.",CORPORATION,AR,1200 CHESTER STREET,LITTLE ROCK,72202,,,,,100027887,3443
"PINE BLUFF TRUCK AND TRAILER, INC.",CORPORATION,AR,110 ISLAND HARBOR MARINA ROAD,PINE BLUFF,71602,,,,,100040631,3445
INTERNATIONAL CHURCH OF THE FOURSQUARE GOSPEL,NONPROFIT,AR,2008 CORDIE DR.,MENA,71953,CA,1910 W SUNSET BLVD. STE. 200,LOS ANGELES,90026,100061944,3458
MARATHON PIPE LINE COMPANY,CORPORATION,AR,"124 WEST CAPITOL AVENUE, SUITE 1900",LITTLE ROCK,72201,,,,,100062941,3468
BROOKS INVESTMENT CO.,CORPORATION,AR,2001 W. SHADY GROVE ROAD,SPRINGDALE,72764,,,,,100008221,3474
"RALPH ROBINSON & SON, INC.",CORPORATION,AR,807 CHERRY,PINE BLUFF,71601,,,,,100044292,3481
KAUFMAN PROPERTIES CORPORATION,CORPORATION,AR,237 WINDAMERE DR,HOT SPRINGS NATIONAL PARK,71913,AR,P O BOX 2872,HOT SPRINGS,71914,100029040,3489
"PIKE TIMBERLANDS, INC.",CORPORATION,AR,"#5 CHAPARRAL,LITTLE ROCK, AR 72212","CHAPARRAL, LITTLE ROCK",72212,,,,,100088810,3492
"NORTHWEST ARKANSAS SHEET METAL, INCORPORATED",CORPORATION,AR,1106 WEST POPLAR STREET,ROGERS,72756,,,,,100037741,3499
"MCTRAMMEL PROPERTIES, INC.",CORPORATION,AR,2129 N. PARK STREET,POCAHONTAS,72455,,,,,100042805,3510
"HALL ENTERPRISES, INC.",CORPORATION,AR,406 S PLEASANT ST,SPRINGDALE,72764,,,,,100097748,3515
"SENTINEL INDUSTRIES, INC.",CORPORATION,AR,1745 HEBER SPRINGS ROAD NORTH,TUMBLING SHOALS,72581,,,,,100065840,3520
"STONE'S PHARMACY, INC.",CORPORATION,AR,4125 STEPHANIE LANE,JONESBORO,72401,AR,4125 STEPHANIE LANE,JONESBORO,72401,100049253,3540
"GUS PUGH SONS, INC.",CORPORATION,AR,X,PORTLAND,71663,,,,,100041991,3542
LONOKE INDUSTRIAL DEVELOPMENT CORPORATION,NONPROFIT,AR,217 WEST ASH,LONOKE,72086,AR,PO BOX 320,LONOKE,72086,100031886,3549
"WACO MFG., INC.",CORPORATION,AR,3700 CRUTCHER ST.,NORTH LITTLE ROCK,72118,,,,,100053757,3552
"CROMWELL ARCHITECTS ENGINEERS, INC.",CORPORATION,AR,1300 E 6TH STREET,LITTLE ROCK,72202,AR,1300 E 6TH STREET,LITTLE ROCK,72202,100014026,3559
"UNDERWOOD'S COLLEGE JEWELERS, INC.",CORPORATION,AR,611 WEST DICKSON,FAYETTEVILLE,72701,,,,,100052546,3561
"BIGGS TIRE STORE, INC.",CORPORATION,AR,927 LOCUST ST,CONWAY,72034,,,,,100006867,3568
"NABHOLZ, INC.",CORPORATION,AR,1160 FACTORY STREET,CONWAY,72032,AR,612 GARLAND STREET,CONWAY,72032,100036407,3572
COLLIER AUTO SUPPLY INC.,CORPORATION,AR,308 HWY 626 N,HARRISON,72601,,,,,100012329,3575
RUSSELL CHEVROLET CO.,CORPORATION,AR,6100 LANDERS RD.,SHERWOOD,72120,,,,,100065521,3580
"PORTIS FARMS, INC.",CORPORATION,AR,211 GREENWOOD AVENUE,LEPANTO,72354,,,,,100041296,3586
"CARCO INTERNATIONAL, INC.",CORPORATION,AR,2721 MIDLAND BLVD.,FORT SMITH,72904,,,,,100009947,3590
"GRAND PLAZA, INC.",CORPORATION,AR,3914 SOUTH 33RD STREET,FORT SMITH,72903,,,,,100022349,3591
FRIZZELL FARMS INC.,CORPORATION,AR,21804 ST HWY 11 N,STAR CITY,71667,,,,,100020782,3602
XEROX CORPORATION,CORPORATION,AR,"300 SPRING BUILDING, SUITE 900,300 S. SPRING STREET",LITTLE ROCK,72201,,,,,100067980,3631
"GEORGE KELL MOTORS, INC.",CORPORATION,AR,3808 VAN DYKE RD,NEWPORT,72112,,,,,100029135,3637
"FOSTER GARAGE, INC.",CORPORATION,AR,4009 WEST DRIVE,LITTLE ROCK,72209,,,,,100020370,3642
DANCO CONSTRUCTION COMPANY,CORPORATION,AR,829 E. ROCKWOOD TRAIL,FAYETTEVILLE,72701,,,,,100014832,3651
"EL DORADO PAPER BAG MANUFACTURING CO., INC.",CORPORATION,AR,315 E. MAIN,EL DORADO,71730,,,,,100017488,3654
MCBECK LAND CO.,CORPORATION,AR,1804 COKER-HAMPTON DRIVE,STUTTGART,72160,,,,,100033559,3657
"IMPERIAL DYNAMICS, INC.",CORPORATION,AR,"124 WEST CAPITOL, STE 1895",LITTLE ROCK,72201,,,,,100026508,3658
"H & N OIL WELL CEMENTING COMPANY, INC.",CORPORATION,AR,318 S WYATT DRIVE,EL DORADO,71730,AR,318 S WYATT DRIVE,EL DORADO,71730,100023116,3669
ANDREWS PLUMBING & HEATING CO.,CORPORATION,AR,820 SOUTH 11TH STREET,FORT SMITH,72901,AR,820 SOUTH 11TH ST,FORT SMITH,72901,100002060,3673
DERMOTT INDUSTRIAL DEVELOPMENT CORPORATION,NONPROFIT,AR,118 N FREEMAN ST,DERMOTT,71638,AR,PO BOX 323,DERMOTT,71638,100015644,3674
"MAGNETO SERVICE & SUPPLY COMPANY, INC.",CORPORATION,AR,100 E. CHURCH ST.,EL DORADO,71730,,,,,100032591,3677
"BYARS OIL COMPANY, INC.",CORPORATION,AR,PO BOX 81,CAMDEN,71701,,,,,100009016,3679
"CALIBER HOME LOANS, INC.",CORPORATION,AR,"124 WEST CAPITOL AVENUE, SUITE 1900",LITTLE ROCK,72201,TX,"3701 REGENT BLVD., STE. 200",IRVING,75063,100058272,3681
"PINE BLUFF CRATING & PALLET, INC.",CORPORATION,AR,2600 S. PERSIMMON ST.,PINE BLUFF,71603,,,,,100040572,3684
"WESKEV, INC.",CORPORATION,AR,703 GARLAND ST,FORREST CITY,72335,AR,703 GARLAND ST.,FORREST CITY,72335,100051203,3694
"WHITE BAG COMPANY, INC.",CORPORATION,AR,8027 HWY 161 N.,NORTH LITTLE ROCK,72117,,,,,100054982,3696
"ERNEST'S COIFFEURS, INC.",CORPORATION,AR,11 COURT ST.,FORT SMITH,72903,,,,,100018032,3716
"ROGER CROWE FARMS, INC.",CORPORATION,AR,6311 RANCH DRIVE,LITTLE ROCK,72223,,,,,100014191,3717
"MEDIC PHARMACY, INCORPORATED OF EL DORADO, ARKANSAS",CORPORATION,AR,"200 NORTH JEFFERSON AVE.,SUITE 600",EL DORADO,71730,,,,,100034141,3719
"SKULL CREEK DEVELOPMENT CO., INC.",CORPORATION,AR,100 HOLCOMB ST.,SPRINGDALE,72765,,,,,100047045,3724
ROBERTSON BROTHERS FURNITURE COMPANY,CORPORATION,AR,210 S MAIN STREET,LEACHVILLE,72438,,,,,100044251,3732
"GRASSY LAKE FARM, INC.",CORPORATION,AR,106 E 10TH STREET,GRADY,71643,,,,,100022436,3735
AMSCO CORPORATION,CORPORATION,AR,4400 HIGHWAY 65 SOUTH,PINE BLUFF,71601,,,,,100001979,3738
"MADDEN ENTERPRISES, INC.",CORPORATION,AR,125 WEBSTER DR. SUITE C,ASHDOWN,71822,,,,,100032512,3748
"SMITH DIRECT, INC.",CORPORATION,AR,"124 WEST CAPITOL AVENUE, SUITE 1900",LITTLE ROCK,72201,,,,,100027236,3749
"ELECTRA, INC.",CORPORATION,AR,510 FIRST NATIONAL BANK BLDG.,EL DORADO,71730,,,,,100017565,3755
"GATEWAY TIRE OF ARKANSAS, INC.",CORPORATION,AR,301 INDUSTRIAL DR.,TRUMANN,72472,,,,,100021384,3756
THE WILLIAM C. AND THEODOSIA MURPHY NOLAN FOUNDATION,NONPROFIT,AR,"200 N. JEFFERSON,SUITE 308",EL DORADO,71730,AR,200 N JEFFERSON,EL DORADO,71730,100074942,3757
"H. E. WRIGHT & CO., INC.",CORPORATION,AR,"124 WEST CAPITOL AVENUE, SUITE 1900",LITTLE ROCK,72201,,,,,100067965,3761
"RPM MANAGEMENT COMPANY, INC.",CORPORATION,AR,"1501 N. UNIVERSITY, SUITE #800",LITTLE ROCK,72207,,,,,100044837,3773
COOPER TIRE & RUBBER COMPANY,CORPORATION,AR,"124 WEST CAPITOL AVENUE, SUITE 1900",LITTLE ROCK,72201,AR,"124 WEST CAPITOL AVENUE, SUITE 1900",LITTLE ROCK,72201,100059193,3776
DIXIE FARMS CO.,CORPORATION,AR,604 CHERRY STREET,HELENA,72342,,,,,100016117,3803
"DESHA FARMS, INC.",CORPORATION,AR,34913 HWY 44 SOUTH,ELAINE,72333,,,,,100015674,3809
"AVONDALE APARTMENTS, INC.",CORPORATION,AR,105 N. AVALON,WEST MEMPHIS,72301,,,,,100004717,3816
"GOULD FARMS, INC.",CORPORATION,AR,14 WOLFE DRIVE,MCGEHEE,71654,,,,,100022225,3825
RITTWOOD FARMS CO.,CORPORATION,AR,10 ELM STREET,MARKED TREE,72365,,,,,100043944,3830
"PYRAMID PLASTICS, INC.",CORPORATION,AR,220 W 5TH ST,HOPE,71801,AR,PO BOX 765,HOPE,71802,100042136,3838
R.D. WILMANS & SONS CO.,CORPORATION,AR,411 PINE ST.,NEWPORT,72112,,,,,100055541,3840
"FOOT LOCKER RETAIL, INC.",CORPORATION,AR,"124 WEST CAPITOL AVENUE, SUITE 1900",LITTLE ROCK,72201,,,,,100062351,3842
"FAYETTEVILLE PLUMBING & HEATING CO., INC.",CORPORATION,AR,1880 N BIRCH AVE,FAYETTEVILLE,72703,,,,,100018997,3843
BAPTIST HEALTH FOUNDATION,NONPROFIT,AR,9601 BAPTIST HEALTH DRIVE,LITTLE ROCK,72205,AR,9601 BAPTIST HEALTH DRIVE,LITTLE ROCK,72205,100005484,3849
THE MURPHY FOUNDATION,NONPROFIT,AR,"200 NORTH JEFFERSON,SUITE 400",EL DORADO,71730,AR,"200 NORTH JEFFERSON, SUITE 400",EL DORADO,71730,100036243,3851
SOUTH ARKANSAS ARTS CENTER,NONPROFIT,AR,110 E. 5TH ST.,EL DORADO,71730,AR,110 EAST FIFTH STREET,EL DORADO,71730,100047603,3852
SHARE FOUNDATION,NONPROFIT,AR,2299 CHAMPAGNOLLE ROAD,EL DORADO,71730,AR,2299 CHAMPAGNOLLE ROAD,EL DORADO,71730,100047634,3853
"ENVY NIGHTCLUB, INC.",NONPROFIT,AR,11 JANWOOD DRIVE,LITTLE ROCK,72227,AR,7200 COLONEL GLENN,LITTLE ROCK,72204,100042053,3856
OZARK STEEL COMPANY,CORPORATION,AR,2405 JIMMIE AVENUE,FAYETTEVILLE,72703,,,,,100039053,3866
RHODES CHEVROLET COMPANY,CORPORATION,AR,2800 ALMA HIGHWAY,VAN BUREN,72956,,,,,100043683,3867
"PRISLOVSKY BROS., INC.",CORPORATION,AR,409 SOUTH MAIN,STUTTGART,72160,,,,,100041663,3869
"L. D. LONG, INC.",CORPORATION,AR,HWY 278 EAST,MONTICELLO,71657,,,,,100031841,3880
FRONTIER REALTY COMPANY,CORPORATION,AR,"PROFESSIONAL BLDG., 18TH & MAPLE",NORTH LITTLE ROCK,72116,,,,,100020795,3881
"THE ELIZABETH RICHARDSON CENTER, INC.",NONPROFIT,AR,"157 E COLT DRIVE,SUITE 1",FAYETTEVILLE,72703,AR,3917 S. OLD MISSOURI RD,SPRINGDALE,72764,100043760,3884
SECURITY MORTGAGE & DEVELOPMENT COMPANY,CORPORATION,AR,622 PECAN ST.,HELENA,72366,,,,,100046025,3899
SMART CHEVROLET CO.,CORPORATION,AR,3 SMART DR,PINE BLUFF,71602,,,,,100047149,3919
CROSSETT HEALTH FOUNDATION,NONPROFIT,AR,1015 UNITY ROAD,CROSSETT,71635,AR,1015 UNITY ROAD,CROSSETT,71635,100014109,3926
"COATES FIELD SERVICE, INC.",CORPORATION,AR,"124 W CAPITOL AVE, STE 1900",LITTLE ROCK,72201,,,,,100058866,3933
"NANCY PUGH NEWCOME, INC.",CORPORATION,AR,716 HWY 165 NORTH,PORTLAND,71663,,,,,100037002,3934
"ROBERT D. AND JOEL W. PUGH, INC.",CORPORATION,AR,716 HWY 165 NORTH,PORTLAND,71663,,,,,100041992,3935
"FIRST CHURCH OF THE NAZARENE, LITTLE ROCK, ARKANSAS, INC.",NONPROFIT,AR,1309 OLD FORGE DRIVE,LITTLE ROCK,72227,AR,1309 OLD FORGE DRIVE,LITTLE ROCK,72227,100019499,3947
"R. W. MFG. CO., INC.",CORPORATION,AR,1506 S WOOD ST,STUTTGART,72160,,,,,100042590,3948
"PETERSON CONCRETE TANK COMPANY, INC.",CORPORATION,AR,18010 MACARTHUR DRIVE,NORTH LITTLE ROCK,72118,,,,,100040155,3962
"THOMCO, INC.",CORPORATION,AR,5120 SHERWOOD,LITTLE ROCK,72207,,,,,100050962,3968
"NICKLE BACK FARM, INC.",CORPORATION,AR,505 NORTH 2ND STREET,MCGEHEE,71654,,,,,100037124,3974
"D. AND R., INC.",CORPORATION,AR,1742 HWY 42,CHERRY VALLEY,72324,,,,,100014681,3990
NIBCO INC.,CORPORATION,AR,"124 WEST CAPITOL AVENUE, SUITE 1900",LITTLE ROCK,72201,,,,,100064095,3992
"H. B. WREN OIL DISTRIBUTING COMPANY, INC.",CORPORATION,AR,8 MULLINS COURT,TEXARKANA,71854,,,,,100056158,3993
"FRIDAY, ELDREDGE & CLARK FOUNDATION",NONPROFIT,AR,"400 WEST CAPITOL AVENUE,SUITE 2000",LITTLE ROCK,72201,AR,400 WEST CAPITOL AVENUE,LITTLE ROCK,72201,100020698,3996
HORSESHOE CLUB ASSOCIATION,NONPROFIT,AR,3 CLUBHOUSE RD,HORSESHOE BEND,72512,AR,3 CLUB HOUSE RD,HORSESHOE BEND,72512,100025674,4004
"ENGLAND PACKING CO., INC.",CORPORATION,AR,"111 CENTER STREET, SUITE 1900",LITTLE ROCK,72201,,,,,100017896,4006
"ENGINEERING CONSULTANTS, INC.",CORPORATION,AR,401 WEST CAPITOL AVE SUITE 305,LITTLE ROCK,72201,,,,,100017867,4010
MILLER HARDWARE COMPANY,CORPORATION,AR,2 NECESSITY AVE.,HARRISON,72601,,,,,100034987,4013
"NORSWORTHY AND WOFFORD, INC.",CORPORATION,AR,5400 CW POST ROAD,JONESBORO,72401,,,,,100037279,4017
"DANIEL MOVING & STORAGE COMPANY, INC.",CORPORATION,AR,1001 N MAGNOLIA,NORTH LITTLE ROCK,72114,ROCK,P.O. BOX 427,NORTH LITTLE,72115,100014854,4028
"JIM BRYANT MOTORS, INC.",CORPORATION,AR,3709 S. THOMPSON,SPRINGDALE,72764,,,,,100008477,4031
"DESHA GIN COMPANY, INC.",CORPORATION,AR,"500 EAST MAIN STREET,SUITE 201",BATESVILLE,72501,,,,,100015676,4034
"ESSEX FARMS, INC.",CORPORATION,AR,308 COURT SQUARE,DEWITT,72042,,,,,100018060,4035
"DAVIS FARMS, INC.",CORPORATION,AR,4349 SOUTH BUERKLE ST,STUTTGART,72160,AR,4349 SOUTH BUERKLE ST,STUTTGART,72160,100084133,4037
FORD MOTOR COMPANY,CORPORATION,AR,"124 WEST CAPITOL AVENUE, SUITE 1900",LITTLE ROCK,72201,,,,,100060605,4038
HARSCO CORPORATION,CORPORATION,AR,"300 SPRING BUILDING, SUITE 900,300 S. SPRING STREET",LITTLE ROCK,72201,,,,,100061355,4040
"ABBOTT SUPPLY CO., INC.",CORPORATION,AR,3106 HIGHWAY 65 NORTH,MCGEHEE,71654,,,,,100000527,4046
"DESIGN BUILDERS, INC.",CORPORATION,AR,225 NORTH GREENWOOD,FORT SMITH,72901,AR,118 N. BLOCK AVE.,FAYETTEVILLE,72701,100015683,4053
FAITH EVANGELICAL LUTHERAN CHURCH,NONPROFIT,AR,7525 W MARKHAM,LITTLE ROCK,72205,AR,7525 W MARKHAM,LITTLE ROCK,72205,100018561,4059
"DILLARD'S, INC.",CORPORATION,AR,"124 WEST CAPITOL AVENUE, SUITE 1900",LITTLE ROCK,72201,,,,,100059704,4060
ALLEN ENGINEERING CORPORATION,CORPORATION,AR,819 S. 5TH STREET,PARAGOULD,72450,,,,,100001353,4063
PHILLIPS COUNTY FARM BUREAU,NONPROFIT,AR,90 PHILLIPS 104,POPLAR GROVE,72374,AR,PO BOX 2429,WEST HELENA,72390,100040308,4067
"SUDBURY SERVICES, INC.",CORPORATION,AR,125 S. 2ND ST.,BLYTHEVILLE,72315,AR,125 S 2ND ST,BLYTHEVILLE,72315,100049529,4077
"D & J, INC.",CORPORATION,AR,3886 OLD HWY 64,CRAWFORDSVILLE,72327,,,,,100014566,4079
"C. C. JONES, INC.",CORPORATION,AR,3201 EAST BROADWAY,NORTH LITTLE ROCK,72114,,,,,100028521,4080
"BELMONT SHOPPING CENTER, INC.",CORPORATION,AR,"ONE FINANCIAL CENTRE,SUITE 400",LITTLE ROCK,72221,,,,,100006258,4099
"THE PRENTICE-HALL CORPORATION SYSTEM, ARKANSAS",CORPORATION,AR,"300 SPRING BUILDING, SUITE 900,300 S. SPRING STREET",LITTLE ROCK,72201,,,,,100041503,4103
"THE ARKANSAS POLITICAL AND EDUCATION FORUM, INC.",NONPROFIT,AR,1103 N GRAND AVE,BRINKLEY,72021,AR,1103 N GRAND AVE,BRINKLEY,72021,100003510,4110
"THE ARKANSAS OPTOMETRIC ASSOCIATION, INC.",NONPROFIT,AR,1401 W CAPITOL STE 247,LITTLE ROCK,72201,AR,1401 W CAPITOL,LITTLE ROCK,72201,100003456,4114
"AMERICAN REALTY CO., INC.",CORPORATION,AR,9 MEADOW VIEW DRIVE,LITTLE ROCK,72223,,,,,100001890,4117
"COMET INDUSTRIES, INC.",CORPORATION,AR,"124 WEST CAPITOL AVENUE, SUITE 1900",LITTLE ROCK,72201,,,,,100058970,4120
"PRESBYTERIAN FOUNDATION OF ARKANSAS, INC.",NONPROFIT,AR,"111 CENTER STREET,SUITE 1600",LITTLE ROCK,72201,AR,9221 N. RODNEY PARHAM ROAD,LITTLE ROCK,72227,100041512,4123
"JIM GRIZZLE TIRE CO., INC.",CORPORATION,AR,3002 TOWSON AVE.,FORT SMITH,72901,AR,3002 TOWSON AVE.,FORT SMITH,72901,100022871,4125
FIRST BAPTIST CHURCH,NONPROFIT,AR,119 JEFFERSON DR,CHARLESTON,72933,AR,107 S HANCOCK,CHARLESTON,72933,100019402,4126
"SOUTHERN MARKETING AFFILIATES, INC.",CORPORATION,AR,2623 COMMERCE DRIVE,JONESBORO,72401,,,,,100047953,4127
ARNOLD-BAKER CHEVROLET CO.,CORPORATION,AR,619 S. WASHINGTON ST,MAGNOLIA,71753,,,,,100004159,4133
"LITTLE PRAIRIE FARMS, INC.",CORPORATION,AR,672 HWY 44,TICHNOR,72166,AR,P.O. BOX 139,STUTTGART,72160,100031386,4147
GRANDE MAUMELLE SAILING CLUB,NONPROFIT,AR,3513 DORAL DR.,LITTLE ROCK,72212,AR,12000 MAUMELLE HARBOR RD,LITTLE ROCK,72135,100022375,4157
"BUNGE NORTH AMERICA, INC.",CORPORATION,AR,"300 SPRING BUILDING, SUITE 900,300 S. SPRING STREET",LITTLE ROCK,72201,,,,,100058178,4175
"ADVANCE INDUSTRIES, INC.",CORPORATION,AR,1000 N. BROADWAY ST,BLYTHEVILLE,72315,,,,,100000884,4181
"HOME CABINET SHOP, INC.",CORPORATION,AR,"100 NORTH COURT SQ,P.O. BOX 841",MAGNOLIA,71753,,,,,100009265,4189
J. L. MAIER FARM CO.,CORPORATION,AR,301 N 2ND,MCGEHEE,71654,,,,,100032656,4200
LUCKY CHEVROLET GMC COMPANY,CORPORATION,AR,704 HIGHWAY 65,MCGEHEE,71654,,,,,100032065,4201
"THOMERSON DRUGS, INC.",CORPORATION,AR,113 NORTH FIRST STREET,GURDON,71743,AR,113 NORTH FIRST STREET,GURDON,71743,100050963,4206
"ARMOUR HEIGHTS NURSING HOME, INC.",CORPORATION,AR,622 PARKER AVENUE,FORT SMITH,72901,,,,,100004123,4224
"OAKS LODGE REST HOME, INCORPORATED",CORPORATION,AR,622 PARKER AVENUE,FORT SMITH,72901,,,,,100038073,4225
DALE CRAMPTON COMPANY,CORPORATION,AR,710 DIVISION STREET,FORT SMITH,72904,,,,,100013773,4232
"WHOLESALE ELECTRIC SUPPLY COMPANY, INC.",CORPORATION,AR,"124 WEST CAPITOL AVENUE, SUITE 1900",LITTLE ROCK,72201,,,,,100067815,4240
WHITE PRINTING COMPANY,CORPORATION,AR,100 W MAIN,PARAGOULD,72451,,,,,100055054,4243
"ED'S SUPPLY COMPANY, INC.",CORPORATION,AR,2611 WEST 7TH STREET,LITTLE ROCK,72205,,,,,100017355,4246
"LANGSTON ENTERPRISES, INC.",CORPORATION,AR,5267 EAST STATE HWY 150,BLYTHEVILLE,72315,AR,PO BOX 186,BLYTHEVILLE,72316,100030443,4252
"GREENE ACRES NURSING HOME ASSOCIATION, INC.",NONPROFIT,AR,414 WEST COURT,PARAGOULD,72450,AR,2402 COUNTRY CLUB ROAD,PARAGOULD,72450,100022676,4254
"SNELL PROSTHETIC & ORTHOTIC LABORATORY, INC.",CORPORATION,AR,625 NORTH UNIVERSITY AVENUE,LITTLE ROCK,72205,,,,,100047395,4256
"HILDEBRAND FARM, INC.",CORPORATION,AR,82 NORTHCUTT LANE,STUTTGART,72160,,,,,100024891,4260
DELTA IOTA HOUSE CORPORATION OF DELTA DELTA DELTA FRATERNITY,NONPROFIT,AR,920 W. MAPLE ST.,FAYETTEVILLE,72701,AR,920 W. MAPLE ST.,FAYETTEVILLE,72758,100015478,4266
DOUBLE JAY SUPPLY CO.,CORPORATION,AR,1202 STATE LINE AVE,TEXARKANA,71854,TX,P.O. BOX 1914,TEXARKANA,75504,100059794,4267
"HOLY TRINITY EVANGELICAL LUTHERAN CHURCH OF ROGERS, ARKANSAS",NONPROFIT,AR,1101 W HUDSON RD,ROGERS,72756,AR,1101 W. HUDSON RD.,ROGERS,72756,100025371,4274
"ADAMS FARMS, INC.",CORPORATION,AR,X,ENGLAND,72046,,,,,100000815,4275
"CEDARS COUNTRY CLUB, INC.",CORPORATION,AR,BX 26,VAN BUREN,72903,,,,,100010494,4276
"CATTLEMAN'S STEAK HOUSE, INC.",CORPORATION,AR,4018 STATE LINE AVE.,TEXARKANA,71854,AR,4018 STATE LINE AVENUE,TEXARKANA,71854,100010397,4298
FRIENDS OF THE ROGERS PUBLIC LIBRARY,NONPROFIT,AR,1106 W POPLAR STREET,ROGERS,72756,AR,711 S DIXIELAND RD,ROGERS,72758,100020752,4299
"STONCOR GROUP, INC.",CORPORATION,AR,"300 SPRING BUILDING, STE 900,300 S. SPRING STREET",LITTLE ROCK,72201,,,,,100066424,4306
"HEPCO, INC.",CORPORATION,AR,630 EAST FAULKNER,EL DORADO,71730,,,,,100024579,4324
"MINIT SHOP-OAKHURST, INC.",CORPORATION,AR,1418 PECAN,CROSSETT,71635,,,,,100035124,4327
"RANDALL, INC.",CORPORATION,AR,116 ROSE,HOT SPRINGS,71901,,,,,100042784,4337
"M G RX, INC.",CORPORATION,AR,102 E. MAPLE,WALNUT RIDGE,72476,,,,,100041542,4352
"DARROW GARNER, INC.",CORPORATION,AR,14442 HIGHWAY 12 E,ROGERS,72756,,,,,100021281,4358
"H. F. SCRUGGS, INC.",CORPORATION,AR,2920 CONFEDERATE BLVD.,LITTLE ROCK,72206,,,,,100045847,4359
"STANDARD GRAVEL CO., INC.",CORPORATION,AR,176 CAL RAY DR,CAMDEN,71701,AR,533 QUACHITA ROAD 95,BEARDEN,71720,100048851,4372
IDEAL CONSTRUCTION COMPANY,CORPORATION,AR,803 WEST FIRST AVE,CROSSETT,71635,,,,,100026440,4377
SWEET HOME VOLUNTEER FIRE DEPARTMENT,NONPROFIT,AR,9606 HIGGINS SWITCH RD,LITTLE ROCK,72206,AR,6518 SOUTH WILSON,LITTLE ROCK,72206,100049977,4380
IHP INDUSTRIAL INC.,CORPORATION,AR,"124 WEST CAPITOL AVE.,SUITE 1900",LITTLE ROCK,72201,,,,,100061811,4386
"HIXSON LUMBER SALES, INC.",CORPORATION,AR,310 S TENNESSEE AVENUE,PINE BLUFF,71601,,,,,100025077,4387
"LOONEY IMPLEMENT COMPANY, INC.",CORPORATION,AR,"232 N BROADWAY,ROUTE 1, P.O. BOX 250",HUGHES,72348,,,,,100031904,4391
LATEX CONSTRUCTION COMPANY,CORPORATION,AR,"124 WEST CAPITOL AVENUE, SUITE 1900",LITTLE ROCK,72201,,,,,100062529,4397
"ARKANSAS GLASS & MIRROR CO., INC.",CORPORATION,AR,200 SOUTH ZERO,FORT SMITH,72901,AR,200 SOUTH ZERO,FORT SMITH,72901,100003129,4403
"FIRST COMMAND BROKERAGE SERVICES, INC.",CORPORATION,AR,"300 SPRING BUILDING, SUITE 900,300 S. SPRING ST.",LITTLE ROCK,72201,,,,,100067340,4410
"CONOCOPHILLIPS COMMUNICATIONS, INC.",CORPORATION,AR,"300 SPRING BUILDING, SUITE 900,300 S. SPRING STREET",LITTLE ROCK,72201,,,,,100064711,4420
"C AND C MACHINERY, INC.",CORPORATION,AR,2120 E 2ND STREET,RUSSELLVILLE,72801,,,,,100009062,4428
JONESBORO WINNELSON CO.,CORPORATION,AR,"300 SPRING BUILDING, SUITE 900,300 S. SPRING STREET",LITTLE ROCK,72201,,,,,100062172,4434
ARKANSAS SOYBEAN ASSOCIATION,NONPROFIT,AR,"1501 N. PIERCE,SUITE 100",LITTLE ROCK,72207,AR,"1501 N. PIERCE, STE 100",LITTLE ROCK,72207,100003754,4441
"RIK'S SHOES, INC.",CORPORATION,AR,704 GARRISON ST.,FORT SMITH,72901,,,,,100043883,4444
"WHEATLEY LAND AND TIMBER DEVELOPMENT COMPANY, INC.",NONPROFIT,AR,214 N MAIN AVE.,BRINKLEY,72021,AR,21302 HIGHWAY 49,BRINKLEY,72021,100054916,4449
"IRWIN'S CLUB, INCORPORATED",NONPROFIT,AR,198 IRWIN PT,HOT SPRINGS,71901,AR,198 IRWIN PT,HOT SPRINGS,71901,100027071,4466
