cms_certification_num,code,description,payer,price,inpatient_outpatient,code_disambiguator,units
170075,A9270,digoxin 125 mcg (0.125 mg) Tab,UHC_MEDICARE_ADVANTAGE,0,UNSPECIFIED,"00904-5921-61, 125.0mcg 0.125mg Tab",125.0mcg 0.125mg Tab
170075,A9270,digoxin 125 mcg (0.125 mg) Tab,HUMANA_MEDICARE ADVANTAGE,0,UNSPECIFIED,"00904-5921-61, 125.0mcg 0.125mg Tab",125.0mcg 0.125mg Tab
170075,A9270,digoxin 125 mcg (0.125 mg) Tab,UNITED HEALTHCARE_UHC,3.339,UNSPECIFIED,"00904-5921-61, 125.0mcg 0.125mg Tab",125.0mcg 0.125mg Tab
170075,A9270,digoxin 125 mcg (0.125 mg) Tab,CHRISTIAN HEALTH AID_CHA,3.71,UNSPECIFIED,"00904-5921-61, 125.0mcg 0.125mg Tab",125.0mcg 0.125mg Tab
170075,A9270,digoxin 125 mcg (0.125 mg) Tab,MIN,0,UNSPECIFIED,"00904-5921-61, 125.0mcg 0.125mg Tab",125.0mcg 0.125mg Tab
170075,A9270,digoxin 125 mcg (0.125 mg) Tab,GROSS CHARGE,3.71,UNSPECIFIED,"00904-5921-61, 125.0mcg 0.125mg Tab",125.0mcg 0.125mg Tab
170075,A9270,digoxin 125. mcg Tab,CASH PRICE,1.9,UNSPECIFIED,49884-0514-10,
170075,A9270,digoxin 125. mcg Tab,MEDICARE,0,UNSPECIFIED,49884-0514-10,
170075,A9270,digoxin 125. mcg Tab,BCBS,0,UNSPECIFIED,49884-0514-10,
170075,A9270,digoxin 125. mcg Tab,SUNFLOWER_HEALTH,0,UNSPECIFIED,49884-0514-10,
170075,A9270,digoxin 125. mcg Tab,SUNFLOWER_HEALTH_COM_EXCHANGE,0,UNSPECIFIED,49884-0514-10,
170075,A9270,digoxin 125. mcg Tab,AETNA_BETTER_HEALTH_OF_KANSAS,0,UNSPECIFIED,49884-0514-10,
170075,A9270,digoxin 125. mcg Tab,AETNA,0,UNSPECIFIED,49884-0514-10,
170075,A9270,digoxin 125. mcg Tab,PROVIDRS CARE NETWORK,0,UNSPECIFIED,49884-0514-10,
170075,A9270,digoxin 125. mcg Tab,UHC_MEDICARE_ADVANTAGE,0,UNSPECIFIED,49884-0514-10,
170075,A9270,digoxin 125. mcg Tab,HUMANA_MEDICARE ADVANTAGE,0,UNSPECIFIED,49884-0514-10,
170075,A9270,digoxin 125. mcg Tab,UNITED HEALTHCARE_UHC,1.71,UNSPECIFIED,49884-0514-10,
170075,A9270,digoxin 125. mcg Tab,CHRISTIAN HEALTH AID_CHA,1.9,UNSPECIFIED,49884-0514-10,
170075,A9270,digoxin 125. mcg Tab,MIN,0,UNSPECIFIED,49884-0514-10,
170075,A9270,digoxin 125. mcg Tab,GROSS CHARGE,1.9,UNSPECIFIED,49884-0514-10,
170075,A9270,digoxin 250 mcg (0.25 mg) Tab,CASH PRICE,1.9,UNSPECIFIED,"00143-1241-01, 250.0mcg 0.25mg ",250.0mcg 0.25mg
170075,A9270,digoxin 250 mcg (0.25 mg) Tab,MEDICARE,0,UNSPECIFIED,"00143-1241-01, 250.0mcg 0.25mg ",250.0mcg 0.25mg
170075,A9270,digoxin 250 mcg (0.25 mg) Tab,BCBS,0,UNSPECIFIED,"00143-1241-01, 250.0mcg 0.25mg ",250.0mcg 0.25mg
170075,A9270,digoxin 250 mcg (0.25 mg) Tab,SUNFLOWER_HEALTH,0,UNSPECIFIED,"00143-1241-01, 250.0mcg 0.25mg ",250.0mcg 0.25mg
170075,A9270,digoxin 250 mcg (0.25 mg) Tab,SUNFLOWER_HEALTH_COM_EXCHANGE,0,UNSPECIFIED,"00143-1241-01, 250.0mcg 0.25mg ",250.0mcg 0.25mg
170075,A9270,digoxin 250 mcg (0.25 mg) Tab,AETNA_BETTER_HEALTH_OF_KANSAS,0,UNSPECIFIED,"00143-1241-01, 250.0mcg 0.25mg ",250.0mcg 0.25mg
170075,A9270,digoxin 250 mcg (0.25 mg) Tab,AETNA,0,UNSPECIFIED,"00143-1241-01, 250.0mcg 0.25mg ",250.0mcg 0.25mg
170075,A9270,digoxin 250 mcg (0.25 mg) Tab,PROVIDRS CARE NETWORK,0,UNSPECIFIED,"00143-1241-01, 250.0mcg 0.25mg ",250.0mcg 0.25mg
170075,A9270,digoxin 250 mcg (0.25 mg) Tab,UHC_MEDICARE_ADVANTAGE,0,UNSPECIFIED,"00143-1241-01, 250.0mcg 0.25mg ",250.0mcg 0.25mg
170075,A9270,digoxin 250 mcg (0.25 mg) Tab,HUMANA_MEDICARE ADVANTAGE,0,UNSPECIFIED,"00143-1241-01, 250.0mcg 0.25mg ",250.0mcg 0.25mg
170075,A9270,digoxin 250 mcg (0.25 mg) Tab,UNITED HEALTHCARE_UHC,1.71,UNSPECIFIED,"00143-1241-01, 250.0mcg 0.25mg ",250.0mcg 0.25mg
170075,A9270,digoxin 250 mcg (0.25 mg) Tab,CHRISTIAN HEALTH AID_CHA,1.9,UNSPECIFIED,"00143-1241-01, 250.0mcg 0.25mg ",250.0mcg 0.25mg
170075,A9270,digoxin 250 mcg (0.25 mg) Tab,MIN,0,UNSPECIFIED,"00143-1241-01, 250.0mcg 0.25mg ",250.0mcg 0.25mg
170075,A9270,digoxin 250 mcg (0.25 mg) Tab,GROSS CHARGE,1.9,UNSPECIFIED,"00143-1241-01, 250.0mcg 0.25mg ",250.0mcg 0.25mg
170075,J1160,digoxin 250 mcg/mL (0.25 mg/mL) Sol,CASH PRICE,12,UNSPECIFIED,00641-1410-31,
170075,J1160,digoxin 250 mcg/mL (0.25 mg/mL) Sol,MEDICARE,5.641,UNSPECIFIED,00641-1410-31,
170075,J1160,digoxin 250 mcg/mL (0.25 mg/mL) Sol,BCBS,14.49,UNSPECIFIED,00641-1410-31,
170075,J1160,digoxin 250 mcg/mL (0.25 mg/mL) Sol,SUNFLOWER_HEALTH,5.641,UNSPECIFIED,00641-1410-31,
170075,J1160,digoxin 250 mcg/mL (0.25 mg/mL) Sol,SUNFLOWER_HEALTH_COM_EXCHANGE,6.205100000000001,UNSPECIFIED,00641-1410-31,
170075,J1160,digoxin 250 mcg/mL (0.25 mg/mL) Sol,AETNA_BETTER_HEALTH_OF_KANSAS,5.641,UNSPECIFIED,00641-1410-31,
170075,J1160,digoxin 250 mcg/mL (0.25 mg/mL) Sol,AETNA,0,UNSPECIFIED,00641-1410-31,
170075,J1160,digoxin 250 mcg/mL (0.25 mg/mL) Sol,PROVIDRS CARE NETWORK,8.461500000000001,UNSPECIFIED,00641-1410-31,
170075,J1160,digoxin 250 mcg/mL (0.25 mg/mL) Sol,UHC_MEDICARE_ADVANTAGE,5.641,UNSPECIFIED,00641-1410-31,
170075,J1160,digoxin 250 mcg/mL (0.25 mg/mL) Sol,HUMANA_MEDICARE ADVANTAGE,4.79485,UNSPECIFIED,00641-1410-31,
170075,J1160,digoxin 250 mcg/mL (0.25 mg/mL) Sol,UNITED HEALTHCARE_UHC,10.8,UNSPECIFIED,00641-1410-31,
170075,J1160,digoxin 250 mcg/mL (0.25 mg/mL) Sol,CHRISTIAN HEALTH AID_CHA,12,UNSPECIFIED,00641-1410-31,
170075,J1160,digoxin 250 mcg/mL (0.25 mg/mL) Sol,MIN,0,UNSPECIFIED,00641-1410-31,
170075,J1160,digoxin 250 mcg/mL (0.25 mg/mL) Sol,GROSS CHARGE,12,UNSPECIFIED,00641-1410-31,
170075,A9270,digoxin 250. mcg Tab,CASH PRICE,1.9,UNSPECIFIED,57664-0441-18,
170075,A9270,digoxin 250. mcg Tab,MEDICARE,0,UNSPECIFIED,57664-0441-18,
170075,A9270,digoxin 250. mcg Tab,BCBS,0,UNSPECIFIED,57664-0441-18,
170075,A9270,digoxin 250. mcg Tab,SUNFLOWER_HEALTH,0,UNSPECIFIED,57664-0441-18,
170075,A9270,digoxin 250. mcg Tab,SUNFLOWER_HEALTH_COM_EXCHANGE,0,UNSPECIFIED,57664-0441-18,
170075,A9270,digoxin 250. mcg Tab,AETNA_BETTER_HEALTH_OF_KANSAS,0,UNSPECIFIED,57664-0441-18,
170075,A9270,digoxin 250. mcg Tab,AETNA,0,UNSPECIFIED,57664-0441-18,
170075,A9270,digoxin 250. mcg Tab,PROVIDRS CARE NETWORK,0,UNSPECIFIED,57664-0441-18,
170075,A9270,digoxin 250. mcg Tab,UHC_MEDICARE_ADVANTAGE,0,UNSPECIFIED,57664-0441-18,
170075,A9270,digoxin 250. mcg Tab,HUMANA_MEDICARE ADVANTAGE,0,UNSPECIFIED,57664-0441-18,
170075,A9270,digoxin 250. mcg Tab,UNITED HEALTHCARE_UHC,1.71,UNSPECIFIED,57664-0441-18,
170075,A9270,digoxin 250. mcg Tab,CHRISTIAN HEALTH AID_CHA,1.9,UNSPECIFIED,57664-0441-18,
170075,A9270,digoxin 250. mcg Tab,MIN,0,UNSPECIFIED,57664-0441-18,
170075,A9270,digoxin 250. mcg Tab,GROSS CHARGE,1.9,UNSPECIFIED,57664-0441-18,
170075,J1160,digoxin 500. Soln,CASH PRICE,12.8,UNSPECIFIED,00781-3059-95,
170075,J1160,digoxin 500. Soln,MEDICARE,5.641,UNSPECIFIED,00781-3059-95,
170075,J1160,digoxin 500. Soln,BCBS,14.49,UNSPECIFIED,00781-3059-95,
170075,J1160,digoxin 500. Soln,SUNFLOWER_HEALTH,5.641,UNSPECIFIED,00781-3059-95,
170075,J1160,digoxin 500. Soln,SUNFLOWER_HEALTH_COM_EXCHANGE,6.205100000000001,UNSPECIFIED,00781-3059-95,
170075,J1160,digoxin 500. Soln,AETNA_BETTER_HEALTH_OF_KANSAS,5.641,UNSPECIFIED,00781-3059-95,
170075,J1160,digoxin 500. Soln,AETNA,0,UNSPECIFIED,00781-3059-95,
170075,J1160,digoxin 500. Soln,PROVIDRS CARE NETWORK,8.461500000000001,UNSPECIFIED,00781-3059-95,
170075,J1160,digoxin 500. Soln,UHC_MEDICARE_ADVANTAGE,5.641,UNSPECIFIED,00781-3059-95,
170075,J1160,digoxin 500. Soln,HUMANA_MEDICARE ADVANTAGE,4.79485,UNSPECIFIED,00781-3059-95,
170075,J1160,digoxin 500. Soln,UNITED HEALTHCARE_UHC,11.520000000000001,UNSPECIFIED,00781-3059-95,
170075,J1160,digoxin 500. Soln,CHRISTIAN HEALTH AID_CHA,12.8,UNSPECIFIED,00781-3059-95,
170075,J1160,digoxin 500. Soln,MIN,0,UNSPECIFIED,00781-3059-95,
170075,J1160,digoxin 500. Soln,GROSS CHARGE,12.8,UNSPECIFIED,00781-3059-95,
170075,80162,Digoxin Level,CASH PRICE,85.2,UNSPECIFIED,NONE,
170075,80162,Digoxin Level,MEDICARE,13.28,UNSPECIFIED,NONE,
170075,80162,Digoxin Level,BCBS,53.85,UNSPECIFIED,NONE,
170075,80162,Digoxin Level,SUNFLOWER_HEALTH,13.28,UNSPECIFIED,NONE,
170075,80162,Digoxin Level,SUNFLOWER_HEALTH_COM_EXCHANGE,14.608,UNSPECIFIED,NONE,
170075,80162,Digoxin Level,AETNA_BETTER_HEALTH_OF_KANSAS,13.28,UNSPECIFIED,NONE,
170075,80162,Digoxin Level,AETNA,19.02,UNSPECIFIED,NONE,
170075,80162,Digoxin Level,PROVIDRS CARE NETWORK,19.919999999999998,UNSPECIFIED,NONE,
170075,80162,Digoxin Level,UHC_MEDICARE_ADVANTAGE,13.28,UNSPECIFIED,NONE,
170075,80162,Digoxin Level,HUMANA_MEDICARE ADVANTAGE,11.287999999999998,UNSPECIFIED,NONE,
170075,80162,Digoxin Level,UNITED HEALTHCARE_UHC,76.68,UNSPECIFIED,NONE,
170075,80162,Digoxin Level,CHRISTIAN HEALTH AID_CHA,85.2,UNSPECIFIED,NONE,
170075,80162,Digoxin Level,MIN,11.287999999999998,UNSPECIFIED,NONE,
170075,80162,Digoxin Level,GROSS CHARGE,85.2,UNSPECIFIED,NONE,
170075,J1110,dihydroergotamine 1. Soln,CASH PRICE,144.95,UNSPECIFIED,00574-0850-05,
170075,J1110,dihydroergotamine 1. Soln,MEDICARE,55.966,UNSPECIFIED,00574-0850-05,
170075,J1110,dihydroergotamine 1. Soln,BCBS,74.17,UNSPECIFIED,00574-0850-05,
170075,J1110,dihydroergotamine 1. Soln,SUNFLOWER_HEALTH,55.966,UNSPECIFIED,00574-0850-05,
170075,J1110,dihydroergotamine 1. Soln,SUNFLOWER_HEALTH_COM_EXCHANGE,61.5626,UNSPECIFIED,00574-0850-05,
170075,J1110,dihydroergotamine 1. Soln,AETNA_BETTER_HEALTH_OF_KANSAS,55.966,UNSPECIFIED,00574-0850-05,
170075,J1110,dihydroergotamine 1. Soln,AETNA,0,UNSPECIFIED,00574-0850-05,
170075,J1110,dihydroergotamine 1. Soln,PROVIDRS CARE NETWORK,83.949,UNSPECIFIED,00574-0850-05,
170075,J1110,dihydroergotamine 1. Soln,UHC_MEDICARE_ADVANTAGE,55.966,UNSPECIFIED,00574-0850-05,
170075,J1110,dihydroergotamine 1. Soln,HUMANA_MEDICARE ADVANTAGE,47.5711,UNSPECIFIED,00574-0850-05,
170075,J1110,dihydroergotamine 1. Soln,UNITED HEALTHCARE_UHC,130.45499999999998,UNSPECIFIED,00574-0850-05,
170075,J1110,dihydroergotamine 1. Soln,CHRISTIAN HEALTH AID_CHA,144.95,UNSPECIFIED,00574-0850-05,
170075,J1110,dihydroergotamine 1. Soln,MIN,0,UNSPECIFIED,00574-0850-05,
170075,J1110,dihydroergotamine 1. Soln,GROSS CHARGE,144.95,UNSPECIFIED,00574-0850-05,
170075,A9270,dilTIAZem 120 mg/24 hours Cap,CASH PRICE,1.9,UNSPECIFIED,"10370-0829-11, 120.0mg Cap",120.0mg Cap
170075,A9270,dilTIAZem 120 mg/24 hours Cap,MEDICARE,0,UNSPECIFIED,"10370-0829-11, 120.0mg Cap",120.0mg Cap
170075,A9270,dilTIAZem 120 mg/24 hours Cap,BCBS,0,UNSPECIFIED,"10370-0829-11, 120.0mg Cap",120.0mg Cap
170075,A9270,dilTIAZem 120 mg/24 hours Cap,SUNFLOWER_HEALTH,0,UNSPECIFIED,"10370-0829-11, 120.0mg Cap",120.0mg Cap
170075,A9270,dilTIAZem 120 mg/24 hours Cap,SUNFLOWER_HEALTH_COM_EXCHANGE,0,UNSPECIFIED,"10370-0829-11, 120.0mg Cap",120.0mg Cap
170075,A9270,dilTIAZem 120 mg/24 hours Cap,AETNA_BETTER_HEALTH_OF_KANSAS,0,UNSPECIFIED,"10370-0829-11, 120.0mg Cap",120.0mg Cap
170075,A9270,dilTIAZem 120 mg/24 hours Cap,AETNA,0,UNSPECIFIED,"10370-0829-11, 120.0mg Cap",120.0mg Cap
170075,A9270,dilTIAZem 120 mg/24 hours Cap,PROVIDRS CARE NETWORK,0,UNSPECIFIED,"10370-0829-11, 120.0mg Cap",120.0mg Cap
170075,A9270,dilTIAZem 120 mg/24 hours Cap,UHC_MEDICARE_ADVANTAGE,0,UNSPECIFIED,"10370-0829-11, 120.0mg Cap",120.0mg Cap
170075,A9270,dilTIAZem 120 mg/24 hours Cap,HUMANA_MEDICARE ADVANTAGE,0,UNSPECIFIED,"10370-0829-11, 120.0mg Cap",120.0mg Cap
170075,A9270,dilTIAZem 120 mg/24 hours Cap,UNITED HEALTHCARE_UHC,1.71,UNSPECIFIED,"10370-0829-11, 120.0mg Cap",120.0mg Cap
170075,A9270,dilTIAZem 120 mg/24 hours Cap,CHRISTIAN HEALTH AID_CHA,1.9,UNSPECIFIED,"10370-0829-11, 120.0mg Cap",120.0mg Cap
170075,A9270,dilTIAZem 120 mg/24 hours Cap,MIN,0,UNSPECIFIED,"10370-0829-11, 120.0mg Cap",120.0mg Cap
170075,A9270,dilTIAZem 120 mg/24 hours Cap,GROSS CHARGE,1.9,UNSPECIFIED,"10370-0829-11, 120.0mg Cap",120.0mg Cap
170075,A9270,diltiazem 120. mg Cap-ER,CASH PRICE,2.6,UNSPECIFIED,63739-0283-10,
170075,A9270,diltiazem 120. mg Cap-ER,MEDICARE,0,UNSPECIFIED,63739-0283-10,
170075,A9270,diltiazem 120. mg Cap-ER,BCBS,0,UNSPECIFIED,63739-0283-10,
170075,A9270,diltiazem 120. mg Cap-ER,SUNFLOWER_HEALTH,0,UNSPECIFIED,63739-0283-10,
170075,A9270,diltiazem 120. mg Cap-ER,SUNFLOWER_HEALTH_COM_EXCHANGE,0,UNSPECIFIED,63739-0283-10,
170075,A9270,diltiazem 120. mg Cap-ER,AETNA_BETTER_HEALTH_OF_KANSAS,0,UNSPECIFIED,63739-0283-10,
170075,A9270,diltiazem 120. mg Cap-ER,AETNA,0,UNSPECIFIED,63739-0283-10,
170075,A9270,diltiazem 120. mg Cap-ER,PROVIDRS CARE NETWORK,0,UNSPECIFIED,63739-0283-10,
170075,A9270,diltiazem 120. mg Cap-ER,UHC_MEDICARE_ADVANTAGE,0,UNSPECIFIED,63739-0283-10,
170075,A9270,diltiazem 120. mg Cap-ER,HUMANA_MEDICARE ADVANTAGE,0,UNSPECIFIED,63739-0283-10,
170075,A9270,diltiazem 120. mg Cap-ER,UNITED HEALTHCARE_UHC,2.3400000000000003,UNSPECIFIED,63739-0283-10,
170075,A9270,diltiazem 120. mg Cap-ER,CHRISTIAN HEALTH AID_CHA,2.6,UNSPECIFIED,63739-0283-10,
170075,A9270,diltiazem 120. mg Cap-ER,MIN,0,UNSPECIFIED,63739-0283-10,
170075,A9270,diltiazem 120. mg Cap-ER,GROSS CHARGE,2.6,UNSPECIFIED,63739-0283-10,
170075,A9270,diltiazem 180 mg ER Cap,CASH PRICE,4.26,UNSPECIFIED,"62037-0598-05, 180.0mg Cap",180.0mg Cap
170075,A9270,diltiazem 180 mg ER Cap,MEDICARE,0,UNSPECIFIED,"62037-0598-05, 180.0mg Cap",180.0mg Cap
170075,A9270,diltiazem 180 mg ER Cap,BCBS,0,UNSPECIFIED,"62037-0598-05, 180.0mg Cap",180.0mg Cap
170075,A9270,diltiazem 180 mg ER Cap,SUNFLOWER_HEALTH,0,UNSPECIFIED,"62037-0598-05, 180.0mg Cap",180.0mg Cap
170075,A9270,diltiazem 180 mg ER Cap,SUNFLOWER_HEALTH_COM_EXCHANGE,0,UNSPECIFIED,"62037-0598-05, 180.0mg Cap",180.0mg Cap
170075,A9270,diltiazem 180 mg ER Cap,AETNA_BETTER_HEALTH_OF_KANSAS,0,UNSPECIFIED,"62037-0598-05, 180.0mg Cap",180.0mg Cap
170075,A9270,diltiazem 180 mg ER Cap,AETNA,0,UNSPECIFIED,"62037-0598-05, 180.0mg Cap",180.0mg Cap
170075,A9270,diltiazem 180 mg ER Cap,PROVIDRS CARE NETWORK,0,UNSPECIFIED,"62037-0598-05, 180.0mg Cap",180.0mg Cap
170075,A9270,diltiazem 180 mg ER Cap,UHC_MEDICARE_ADVANTAGE,0,UNSPECIFIED,"62037-0598-05, 180.0mg Cap",180.0mg Cap
170075,A9270,diltiazem 180 mg ER Cap,HUMANA_MEDICARE ADVANTAGE,0,UNSPECIFIED,"62037-0598-05, 180.0mg Cap",180.0mg Cap
170075,A9270,diltiazem 180 mg ER Cap,UNITED HEALTHCARE_UHC,3.834,UNSPECIFIED,"62037-0598-05, 180.0mg Cap",180.0mg Cap
170075,A9270,diltiazem 180 mg ER Cap,CHRISTIAN HEALTH AID_CHA,4.26,UNSPECIFIED,"62037-0598-05, 180.0mg Cap",180.0mg Cap
170075,A9270,diltiazem 180 mg ER Cap,MIN,0,UNSPECIFIED,"62037-0598-05, 180.0mg Cap",180.0mg Cap
170075,A9270,diltiazem 180 mg ER Cap,GROSS CHARGE,4.26,UNSPECIFIED,"62037-0598-05, 180.0mg Cap",180.0mg Cap
170075,A9270,dilTIAZem 180 mg/24 hours Cap,CASH PRICE,1.9,UNSPECIFIED,"10370-0830-05, 180.0mg Cap",180.0mg Cap
170075,A9270,dilTIAZem 180 mg/24 hours Cap,MEDICARE,0,UNSPECIFIED,"10370-0830-05, 180.0mg Cap",180.0mg Cap
170075,A9270,dilTIAZem 180 mg/24 hours Cap,BCBS,0,UNSPECIFIED,"10370-0830-05, 180.0mg Cap",180.0mg Cap
170075,A9270,dilTIAZem 180 mg/24 hours Cap,SUNFLOWER_HEALTH,0,UNSPECIFIED,"10370-0830-05, 180.0mg Cap",180.0mg Cap
170075,A9270,dilTIAZem 180 mg/24 hours Cap,SUNFLOWER_HEALTH_COM_EXCHANGE,0,UNSPECIFIED,"10370-0830-05, 180.0mg Cap",180.0mg Cap
170075,A9270,dilTIAZem 180 mg/24 hours Cap,AETNA_BETTER_HEALTH_OF_KANSAS,0,UNSPECIFIED,"10370-0830-05, 180.0mg Cap",180.0mg Cap
170075,A9270,dilTIAZem 180 mg/24 hours Cap,AETNA,0,UNSPECIFIED,"10370-0830-05, 180.0mg Cap",180.0mg Cap
170075,A9270,dilTIAZem 180 mg/24 hours Cap,PROVIDRS CARE NETWORK,0,UNSPECIFIED,"10370-0830-05, 180.0mg Cap",180.0mg Cap
170075,A9270,dilTIAZem 180 mg/24 hours Cap,UHC_MEDICARE_ADVANTAGE,0,UNSPECIFIED,"10370-0830-05, 180.0mg Cap",180.0mg Cap
170075,A9270,dilTIAZem 180 mg/24 hours Cap,HUMANA_MEDICARE ADVANTAGE,0,UNSPECIFIED,"10370-0830-05, 180.0mg Cap",180.0mg Cap
170075,A9270,dilTIAZem 180 mg/24 hours Cap,UNITED HEALTHCARE_UHC,1.71,UNSPECIFIED,"10370-0830-05, 180.0mg Cap",180.0mg Cap
170075,A9270,dilTIAZem 180 mg/24 hours Cap,CHRISTIAN HEALTH AID_CHA,1.9,UNSPECIFIED,"10370-0830-05, 180.0mg Cap",180.0mg Cap
170075,A9270,dilTIAZem 180 mg/24 hours Cap,MIN,0,UNSPECIFIED,"10370-0830-05, 180.0mg Cap",180.0mg Cap
170075,A9270,dilTIAZem 180 mg/24 hours Cap,GROSS CHARGE,1.9,UNSPECIFIED,"10370-0830-05, 180.0mg Cap",180.0mg Cap
170075,A9270,dilTIAZem 180 mg/24 hours Cap,CASH PRICE,1.9,UNSPECIFIED,"24979-0027-02, 180.0mg ",180.0mg
170075,A9270,dilTIAZem 180 mg/24 hours Cap,MEDICARE,0,UNSPECIFIED,"24979-0027-02, 180.0mg ",180.0mg
170075,A9270,dilTIAZem 180 mg/24 hours Cap,BCBS,0,UNSPECIFIED,"24979-0027-02, 180.0mg ",180.0mg
170075,A9270,dilTIAZem 180 mg/24 hours Cap,SUNFLOWER_HEALTH,0,UNSPECIFIED,"24979-0027-02, 180.0mg ",180.0mg
170075,A9270,dilTIAZem 180 mg/24 hours Cap,SUNFLOWER_HEALTH_COM_EXCHANGE,0,UNSPECIFIED,"24979-0027-02, 180.0mg ",180.0mg
170075,A9270,dilTIAZem 180 mg/24 hours Cap,AETNA_BETTER_HEALTH_OF_KANSAS,0,UNSPECIFIED,"24979-0027-02, 180.0mg ",180.0mg
170075,A9270,dilTIAZem 180 mg/24 hours Cap,AETNA,0,UNSPECIFIED,"24979-0027-02, 180.0mg ",180.0mg
170075,A9270,dilTIAZem 180 mg/24 hours Cap,PROVIDRS CARE NETWORK,0,UNSPECIFIED,"24979-0027-02, 180.0mg ",180.0mg
170075,A9270,dilTIAZem 180 mg/24 hours Cap,UHC_MEDICARE_ADVANTAGE,0,UNSPECIFIED,"24979-0027-02, 180.0mg ",180.0mg
170075,A9270,dilTIAZem 180 mg/24 hours Cap,HUMANA_MEDICARE ADVANTAGE,0,UNSPECIFIED,"24979-0027-02, 180.0mg ",180.0mg
170075,A9270,dilTIAZem 180 mg/24 hours Cap,UNITED HEALTHCARE_UHC,1.71,UNSPECIFIED,"24979-0027-02, 180.0mg ",180.0mg
170075,A9270,dilTIAZem 180 mg/24 hours Cap,CHRISTIAN HEALTH AID_CHA,1.9,UNSPECIFIED,"24979-0027-02, 180.0mg ",180.0mg
170075,A9270,dilTIAZem 180 mg/24 hours Cap,MIN,0,UNSPECIFIED,"24979-0027-02, 180.0mg ",180.0mg
170075,A9270,dilTIAZem 180 mg/24 hours Cap,GROSS CHARGE,1.9,UNSPECIFIED,"24979-0027-02, 180.0mg ",180.0mg
170075,A9270,diltiazem 180. mg Cap-ER,CASH PRICE,1.9,UNSPECIFIED,47335-0676-13,
170075,A9270,diltiazem 180. mg Cap-ER,MEDICARE,0,UNSPECIFIED,47335-0676-13,
170075,A9270,diltiazem 180. mg Cap-ER,BCBS,0,UNSPECIFIED,47335-0676-13,
170075,A9270,diltiazem 180. mg Cap-ER,SUNFLOWER_HEALTH,0,UNSPECIFIED,47335-0676-13,
170075,A9270,diltiazem 180. mg Cap-ER,SUNFLOWER_HEALTH_COM_EXCHANGE,0,UNSPECIFIED,47335-0676-13,
170075,A9270,diltiazem 180. mg Cap-ER,AETNA_BETTER_HEALTH_OF_KANSAS,0,UNSPECIFIED,47335-0676-13,
170075,A9270,diltiazem 180. mg Cap-ER,AETNA,0,UNSPECIFIED,47335-0676-13,
170075,A9270,diltiazem 180. mg Cap-ER,PROVIDRS CARE NETWORK,0,UNSPECIFIED,47335-0676-13,
170075,A9270,diltiazem 180. mg Cap-ER,UHC_MEDICARE_ADVANTAGE,0,UNSPECIFIED,47335-0676-13,
170075,A9270,diltiazem 180. mg Cap-ER,HUMANA_MEDICARE ADVANTAGE,0,UNSPECIFIED,47335-0676-13,
170075,A9270,diltiazem 180. mg Cap-ER,UNITED HEALTHCARE_UHC,1.71,UNSPECIFIED,47335-0676-13,
170075,A9270,diltiazem 180. mg Cap-ER,CHRISTIAN HEALTH AID_CHA,1.9,UNSPECIFIED,47335-0676-13,
170075,A9270,diltiazem 180. mg Cap-ER,MIN,0,UNSPECIFIED,47335-0676-13,
170075,A9270,diltiazem 180. mg Cap-ER,GROSS CHARGE,1.9,UNSPECIFIED,47335-0676-13,
170075,A9270,dilTIAZem 240 mg/24 hours Cap,CASH PRICE,1.9,UNSPECIFIED,"68682-0369-90, 240.0mg Cap",240.0mg Cap
170075,A9270,dilTIAZem 240 mg/24 hours Cap,MEDICARE,0,UNSPECIFIED,"68682-0369-90, 240.0mg Cap",240.0mg Cap
170075,A9270,dilTIAZem 240 mg/24 hours Cap,BCBS,0,UNSPECIFIED,"68682-0369-90, 240.0mg Cap",240.0mg Cap
170075,A9270,dilTIAZem 240 mg/24 hours Cap,SUNFLOWER_HEALTH,0,UNSPECIFIED,"68682-0369-90, 240.0mg Cap",240.0mg Cap
170075,A9270,dilTIAZem 240 mg/24 hours Cap,SUNFLOWER_HEALTH_COM_EXCHANGE,0,UNSPECIFIED,"68682-0369-90, 240.0mg Cap",240.0mg Cap
170075,A9270,dilTIAZem 240 mg/24 hours Cap,AETNA_BETTER_HEALTH_OF_KANSAS,0,UNSPECIFIED,"68682-0369-90, 240.0mg Cap",240.0mg Cap
170075,A9270,dilTIAZem 240 mg/24 hours Cap,AETNA,0,UNSPECIFIED,"68682-0369-90, 240.0mg Cap",240.0mg Cap
170075,A9270,dilTIAZem 240 mg/24 hours Cap,PROVIDRS CARE NETWORK,0,UNSPECIFIED,"68682-0369-90, 240.0mg Cap",240.0mg Cap
170075,A9270,dilTIAZem 240 mg/24 hours Cap,UHC_MEDICARE_ADVANTAGE,0,UNSPECIFIED,"68682-0369-90, 240.0mg Cap",240.0mg Cap
170075,A9270,dilTIAZem 240 mg/24 hours Cap,HUMANA_MEDICARE ADVANTAGE,0,UNSPECIFIED,"68682-0369-90, 240.0mg Cap",240.0mg Cap
170075,A9270,dilTIAZem 240 mg/24 hours Cap,UNITED HEALTHCARE_UHC,1.71,UNSPECIFIED,"68682-0369-90, 240.0mg Cap",240.0mg Cap
170075,A9270,dilTIAZem 240 mg/24 hours Cap,CHRISTIAN HEALTH AID_CHA,1.9,UNSPECIFIED,"68682-0369-90, 240.0mg Cap",240.0mg Cap
