Facility,Type,Chargecode_DRG_CPT,Description,CPT,_1_1_21_Fee,Aetna_W_PPO,Anthem_Blue_Priority,Anthem_Blue_Preferred,Anthem_PPO,Aurora_Caregiver,Cigna_GPPO_PPO,Exchange_-Common_Ground,Exchange_-Molina,Health_EOS_Plus,Health_EOS_PPO,HPS,Humana_WVN_HPN_HMO_PPO,Trilogy,UHC_HMO,UHC_PPO,WEA_State_and_Trust,WEA_Broad,WPS_Arise,WPS_Statewide,SELF_PAY,MIN,MAX
"PSYCH","CHARGE","10001090","PROTEIN, TOTAL, URINE","84156","77.00","27.19","23.38","28.04","65.45","40.31","24.55","42.35","44.84","46.97","61.60","46.32","29.02","42.35","32.28","65.45","36.27","43.51","40.03","45.12","42.35","23.38","65.45"
"PSYCH","CHARGE","10001091","PROTEIN, TOTAL, OTHER FLUID","84157","98.00","34.61","29.76","35.69","83.30","51.31","31.24","53.90","57.07","59.78","78.40","58.95","36.93","53.90","41.08","83.30","46.16","55.38","50.95","57.43","53.90","29.76","83.30"
"PSYCH","CHARGE","10001094","PROTEIN ELECTROPHORESIS, URINE","84166","192.00","67.81","58.30","69.93","163.20","100.52","61.21","105.60","111.80","117.12","153.60","115.50","72.36","105.60","80.48","163.20","90.43","108.50","99.81","112.52","105.60","58.30","163.20"
"PSYCH","CHARGE","10001102","RENIN","84244","247.00","87.24","75.00","89.96","209.95","129.32","78.74","135.85","143.83","150.67","197.60","148.59","93.09","135.85","103.53","209.95","116.33","139.58","128.41","144.75","135.85","75.00","209.95"
"PSYCH","CHARGE","10001105","SEX HORMONE BINDING GLOBULIN","84270","153.00","54.04","46.46","55.72","130.05","80.10","48.77","84.15","89.09","93.33","122.40","92.04","57.66","84.15","64.13","130.05","72.06","86.46","79.54","89.66","84.15","46.46","130.05"
"PSYCH","CHARGE","10001108","SODIUM SERUM","84295","50.00","17.66","15.18","18.21","42.50","26.18","15.94","27.50","29.11","30.50","40.00","30.08","18.84","27.50","20.96","42.50","23.55","28.26","25.99","29.30","27.50","15.18","42.50"
"PSYCH","CHARGE","10001109","SODIUM URINE","84300","50.00","17.66","15.18","18.21","42.50","26.18","15.94","27.50","29.11","30.50","40.00","30.08","18.84","27.50","20.96","42.50","23.55","28.26","25.99","29.30","27.50","15.18","42.50"
"PSYCH","CHARGE","10001112","SOMATOMEDIN","84305","242.00","85.47","73.49","88.14","205.70","126.70","77.14","133.10","140.92","147.62","193.60","145.58","91.20","133.10","101.44","205.70","113.98","136.76","125.81","141.82","133.10","73.49","205.70"
"PSYCH","CHARGE","10001116","TESTOSTERONE, FREE","84402","200.00","70.64","60.73","72.84","170.00","104.71","63.76","110.00","116.46","122.00","160.00","120.31","75.37","110.00","83.83","170.00","94.20","113.02","103.97","117.20","110.00","60.73","170.00"
"PSYCH","CHARGE","10001117","TESTOSTERONE, TOTAL","84403","196.00","69.22","59.52","71.39","166.60","102.61","62.48","107.80","114.13","119.56","156.80","117.91","73.87","107.80","82.16","166.60","92.31","110.76","101.89","114.86","107.80","59.52","166.60"
"PSYCH","CHARGE","10001118","VITAMIN B1","84425","177.00","62.51","53.75","64.47","150.45","92.67","56.42","97.35","103.07","107.97","141.60","106.48","66.71","97.35","74.19","150.45","83.36","100.03","92.02","103.73","97.35","53.75","150.45"
"PSYCH","CHARGE","10001121","T4, TOTAL","84436","126.00","44.50","38.26","45.89","107.10","65.97","40.17","69.30","73.37","76.86","100.80","75.80","47.49","69.30","52.81","107.10","59.34","71.20","65.50","73.84","69.30","38.26","107.10"
"PSYCH","CHARGE","10001122","T4, FREE","84439","159.00","52.50","45.71","54.79","135.15","81.19","44.27","87.45","90.02","96.99","127.20","91.75","56.91","87.45","58.62","135.15","67.59","84.71","74.72","86.08","87.45","44.27","135.15"
"PSYCH","CHARGE","10001125","TSH","84443","181.00","59.25","49.19","58.98","153.85","94.34","49.59","99.55","104.54","110.41","144.80","106.42","64.05","99.55","66.62","153.85","78.62","98.43","86.91","100.06","99.55","49.19","153.85"
"PSYCH","CHARGE","10001129","SGOT","84450","97.00","34.26","29.46","35.33","82.45","50.78","30.92","53.35","56.48","59.17","77.60","58.35","36.56","53.35","40.66","82.45","45.69","54.82","50.43","56.84","53.35","29.46","82.45"
"PSYCH","CHARGE","10001130","SGPT","84460","106.00","37.44","32.19","38.61","90.10","55.50","33.79","58.30","61.72","64.66","84.80","63.77","39.95","58.30","44.43","90.10","49.92","59.90","55.11","62.12","58.30","32.19","90.10"
"PSYCH","CHARGE","10001131","TRANSFERRIN","84466","165.00","58.27","50.10","60.10","140.25","86.38","52.60","90.75","96.08","100.65","132.00","99.26","62.18","90.75","69.16","140.25","77.71","93.24","85.78","96.69","90.75","50.10","140.25"
"PSYCH","CHARGE","10001132","TRIGLYCERIDES","84478","109.00","38.50","33.10","39.70","92.65","57.07","34.75","59.95","63.47","66.49","87.20","65.57","41.08","59.95","45.69","92.65","51.34","61.60","56.67","63.88","59.95","33.10","92.65"
"PSYCH","CHARGE","10001134","T3, TOTAL","84480","185.00","100.14","94.06","112.74","157.25","96.86","88.78","101.75","107.33","112.85","148.00","111.42","106.37","101.75","113.20","157.25","98.69","110.07","108.45","118.06","101.75","88.78","157.25"
"PSYCH","CHARGE","10001135","T3, FREE","84481","170.00","53.90","46.77","56.06","144.50","86.98","45.89","93.50","96.48","103.70","136.00","98.51","58.03","93.50","60.59","144.50","72.84","91.10","80.38","92.54","93.50","45.89","144.50"
"PSYCH","CHARGE","10001138","TROPONIN, QUANTITATIVE","84484","176.00","62.16","53.44","64.10","149.60","92.14","56.11","96.80","102.48","107.36","140.80","105.88","66.33","96.80","73.77","149.60","82.89","99.46","91.50","103.14","96.80","53.44","149.60"
"PSYCH","CHARGE","10001140","BUN","84520","80.00","28.25","24.29","29.14","68.00","41.88","25.50","44.00","46.58","48.80","64.00","48.13","30.15","44.00","33.53","68.00","37.68","45.21","41.59","46.88","44.00","24.29","68.00"
"PSYCH","CHARGE","10001144","URIC ACID SERUM","84550","95.00","32.11","34.36","41.19","80.75","50.00","33.02","52.25","55.13","57.95","76.00","56.54","31.20","52.25","38.72","80.75","50.40","56.18","55.63","60.48","52.25","31.20","80.75"
"PSYCH","CHARGE","10001147","VANILLYLMANDELIC ACID","84585","172.00","60.75","52.23","62.64","146.20","90.05","54.83","94.60","100.16","104.92","137.60","103.47","64.82","94.60","72.10","146.20","81.01","97.20","89.42","100.80","94.60","52.23","146.20"
"PSYCH","CHARGE","10001155","ZINC","84630","133.00","46.97","40.39","48.44","113.05","69.63","42.40","73.15","77.45","81.13","106.40","80.01","50.12","73.15","55.75","113.05","62.64","75.16","69.14","77.94","73.15","40.39","113.05"
"PSYCH","CHARGE","10001156","C-PEPTIDE","84681","156.00","55.10","47.37","56.82","132.60","81.67","49.73","85.80","90.84","95.16","124.80","93.85","58.79","85.80","65.39","132.60","73.47","88.16","81.10","91.42","85.80","47.37","132.60"
"PSYCH","CHARGE","10001157","HCG MATERNAL QUANT","84702","279.00","87.06","83.09","99.59","237.15","137.59","78.60","153.45","152.58","170.19","223.20","156.08","91.57","153.45","99.17","237.15","119.82","146.12","132.44","150.50","153.45","78.60","237.15"
"PSYCH","CHARGE","10001158","HCG TUMOR MARKER QUANT","84702","196.00","69.22","59.52","71.39","166.60","102.61","62.48","107.80","114.13","119.56","156.80","117.91","73.87","107.80","82.16","166.60","92.31","110.76","101.89","114.86","107.80","59.52","166.60"
"PSYCH","CHARGE","10001159","HCG QUALITATIVE","84703","182.00","55.56","49.00","58.72","154.70","91.43","45.80","100.10","101.40","111.02","145.60","102.85","61.23","100.10","60.96","154.70","72.06","93.30","79.92","93.55","100.10","45.80","154.70"
"PSYCH","CHARGE","10001164","WBC AUTOMATED DIFFERENTIAL","85004","52.00","18.37","15.79","18.94","44.20","27.22","16.58","28.60","30.28","31.72","41.60","31.28","19.60","28.60","21.80","44.20","24.49","29.39","27.03","30.47","28.60","15.79","44.20"
"PSYCH","CHARGE","10001169","HEMATOCRIT","85014","50.00","17.66","15.18","18.21","42.50","26.18","15.94","27.50","29.11","30.50","40.00","30.08","18.84","27.50","20.96","42.50","23.55","28.26","25.99","29.30","27.50","15.18","42.50"
"PSYCH","CHARGE","10001171","HEMOGLOBIN","85018","50.00","17.66","15.18","18.21","42.50","26.18","15.94","27.50","29.11","30.50","40.00","30.08","18.84","27.50","20.96","42.50","23.55","28.26","25.99","29.30","27.50","15.18","42.50"
"PSYCH","CHARGE","10001173","CBC W/AUTO DIFF","85025","119.00","38.54","32.58","39.05","101.15","62.07","32.20","65.45","68.77","72.59","95.20","69.88","41.83","65.45","43.10","101.15","50.97","64.33","56.42","65.21","65.45","32.20","101.15"
"PSYCH","CHARGE","10001174","CBC WO DIFF","85027","83.00","30.34","25.81","30.94","70.55","43.19","26.57","45.65","48.08","50.63","66.40","50.02","31.94","45.65","34.89","70.55","40.42","47.75","44.23","49.58","45.65","25.81","70.55"
"PSYCH","CHARGE","10001177","RETICULOCYTES, AUTOMATED W/IRF","85046","77.00","27.19","23.38","28.04","65.45","40.31","24.55","42.35","44.84","46.97","61.60","46.32","29.02","42.35","32.28","65.45","36.27","43.51","40.03","45.12","42.35","23.38","65.45"
"PSYCH","CHARGE","10001179","WBC AUTOMATED","85048","58.00","18.12","15.98","19.15","49.30","29.81","14.93","31.90","33.06","35.38","46.40","33.54","19.97","31.90","19.88","49.30","23.50","30.42","26.06","30.50","31.90","14.93","49.30"
"PSYCH","CHARGE","10001180","PLATELET, AUTOMATED","85049","58.00","20.48","17.61","21.12","49.30","30.37","18.49","31.90","33.77","35.38","46.40","34.89","21.86","31.90","24.31","49.30","27.32","32.78","30.15","33.99","31.90","17.61","49.30"
"PSYCH","CHARGE","10001186","FACTOR VIII ACTIVITY","85240","299.00","105.60","90.80","108.90","254.15","156.54","95.32","164.45","174.11","182.39","239.20","179.87","112.68","164.45","125.33","254.15","140.82","168.97","155.44","175.22","164.45","90.80","254.15"
"PSYCH","CHARGE","10001187","VWF RISTOCETIN COFACTOR","85245","299.00","105.60","90.80","108.90","254.15","156.54","95.32","164.45","174.11","182.39","239.20","179.87","112.68","164.45","125.33","254.15","140.82","168.97","155.44","175.22","164.45","90.80","254.15"
"PSYCH","CHARGE","10001188","FACTOR VIII VW FACTOR ANTIGEN","85246","299.00","105.60","90.80","108.90","254.15","156.54","95.32","164.45","174.11","182.39","239.20","179.87","112.68","164.45","125.33","254.15","140.82","168.97","155.44","175.22","164.45","90.80","254.15"
"PSYCH","CHARGE","10001189","FACTOR VIII MULTIMETRIC ANALYS","85247","299.00","105.60","90.80","108.90","254.15","156.54","95.32","164.45","174.11","182.39","239.20","179.87","112.68","164.45","125.33","254.15","140.82","168.97","155.44","175.22","164.45","90.80","254.15"
"PSYCH","CHARGE","10001207","D-DIMER QUANTITATIVE","85379","101.00","46.83","43.37","51.98","85.85","54.43","40.84","55.55","60.10","61.61","80.80","61.34","50.18","55.55","52.58","85.85","50.58","58.95","55.90","62.09","55.55","40.84","85.85"
"PSYCH","CHARGE","10001215","HEINZ BODY PREP","85445","30.00","10.60","9.11","10.93","25.50","15.71","9.56","16.50","17.47","18.30","24.00","18.05","11.31","16.50","12.57","25.50","14.13","16.95","15.60","17.58","16.50","9.11","25.50"
"PSYCH","CHARGE","10001227","PROTHROMBIN TIME","85610","65.00","22.00","23.10","27.70","55.25","33.65","22.15","35.75","37.35","39.65","52.00","38.83","21.68","35.75","26.27","55.25","34.34","38.28","37.66","41.00","35.75","21.68","55.25"
"PSYCH","CHARGE","10001230","SED RATE AUTOMATED","85652","76.00","11.00","9.70","11.63","64.60","18.10","9.07","41.80","20.08","46.36","60.80","20.37","12.12","41.80","12.07","64.60","14.27","18.47","15.82","18.52","41.80","9.07","64.60"
"PSYCH","CHARGE","10001231","SICKLE CELL SCREEN","85660","77.00","27.19","23.38","28.04","65.45","40.31","24.55","42.35","44.84","46.97","61.60","46.32","29.02","42.35","32.28","65.45","36.27","43.51","40.03","45.12","42.35","23.38","65.45"
"PSYCH","CHARGE","10001233","PARTIAL THROMBOPLASTIN TIME","85730","81.00","28.61","24.60","29.50","68.85","42.41","25.82","44.55","47.17","49.41","64.80","48.73","30.53","44.55","33.95","68.85","38.15","45.77","42.11","47.47","44.55","24.60","68.85"
"PSYCH","CHARGE","10001242","ANTINUCLEAR ANTIBODIES (ANA)","86038","170.00","60.04","51.62","61.92","144.50","89.00","54.19","93.50","98.99","103.70","136.00","102.27","64.07","93.50","71.26","144.50","80.07","96.07","88.38","99.62","93.50","51.62","144.50"
"PSYCH","CHARGE","10001243","ANA TITER","86039","148.00","52.27","44.94","53.90","125.80","77.48","47.18","81.40","86.18","90.28","118.40","89.03","55.78","81.40","62.04","125.80","69.71","83.64","76.94","86.73","81.40","44.94","125.80"
"PSYCH","CHARGE","10001244","ANTISTREPTOLYSIN O TITER","86060","119.00","42.03","36.14","43.34","101.15","62.30","37.93","65.45","69.29","72.59","95.20","71.59","44.85","65.45","49.88","101.15","56.05","67.25","61.86","69.74","65.45","36.14","101.15"
"PSYCH","CHARGE","10001246","C-REACTIVE PROTEIN","86140","101.00","21.88","19.30","23.13","85.85","36.01","18.04","55.55","39.94","61.61","80.80","40.51","24.12","55.55","24.01","85.85","28.38","36.75","31.48","36.85","55.55","18.04","85.85"
"PSYCH","CHARGE","10001247","CRP, HIGH SENSITIVITY","86141","133.00","46.97","40.39","48.44","113.05","69.63","42.40","73.15","77.45","81.13","106.40","80.01","50.12","73.15","55.75","113.05","62.64","75.16","69.14","77.94","73.15","40.39","113.05"
"PSYCH","CHARGE","10001261","COMPLEMENT TOTAL (CH50)","86162","236.00","83.35","71.66","85.95","200.60","123.56","75.23","129.80","137.42","143.96","188.80","141.97","88.94","129.80","98.92","200.60","111.15","133.37","122.69","138.30","129.80","71.66","200.60"
"PSYCH","CHARGE","10001262","CYCLIC CITRULLINTED PEPTIDE AB","86200","141.00","49.80","42.82","51.35","119.85","73.82","44.95","77.55","82.10","86.01","112.80","84.82","53.14","77.55","59.10","119.85","66.41","79.68","73.30","82.63","77.55","42.82","119.85"
"PSYCH","CHARGE","10001264","DNA ANTIBODY, DOUBLE STRANDED","86225","180.00","63.57","54.66","65.56","153.00","94.24","57.38","99.00","104.81","109.80","144.00","108.28","67.84","99.00","75.45","153.00","84.78","101.72","93.58","105.48","99.00","54.66","153.00"
"PSYCH","CHARGE","10001265","ANTI-CENTROMERE ANTIBODY","86235","91.00","32.14","27.63","33.14","77.35","47.64","29.01","50.05","52.99","55.51","72.80","54.74","34.29","50.05","38.14","77.35","42.86","51.43","47.31","53.33","50.05","27.63","77.35"
"PSYCH","CHARGE","10001266","CHROMATIN ANTIBODY","86235","91.00","32.14","27.63","33.14","77.35","47.64","29.01","50.05","52.99","55.51","72.80","54.74","34.29","50.05","38.14","77.35","42.86","51.43","47.31","53.33","50.05","27.63","77.35"
"PSYCH","CHARGE","10001267","JO1 ANTIBODY","86235","91.00","32.14","27.63","33.14","77.35","47.64","29.01","50.05","52.99","55.51","72.80","54.74","34.29","50.05","38.14","77.35","42.86","51.43","47.31","53.33","50.05","27.63","77.35"
"PSYCH","CHARGE","10001269","RIBOSOMAL P PROTEIN ANTIBODY","86235","91.00","32.14","27.63","33.14","77.35","47.64","29.01","50.05","52.99","55.51","72.80","54.74","34.29","50.05","38.14","77.35","42.86","51.43","47.31","53.33","50.05","27.63","77.35"
"PSYCH","CHARGE","10001270","RNP ANTIBODY","86235","91.00","32.14","27.63","33.14","77.35","47.64","29.01","50.05","52.99","55.51","72.80","54.74","34.29","50.05","38.14","77.35","42.86","51.43","47.31","53.33","50.05","27.63","77.35"
"PSYCH","CHARGE","10001271","SCLERODERMA ANTIBODY","86235","91.00","32.14","27.63","33.14","77.35","47.64","29.01","50.05","52.99","55.51","72.80","54.74","34.29","50.05","38.14","77.35","42.86","51.43","47.31","53.33","50.05","27.63","77.35"
"PSYCH","CHARGE","10001272","SM/RNP EPITOPE","86235","91.00","32.14","27.63","33.14","77.35","47.64","29.01","50.05","52.99","55.51","72.80","54.74","34.29","50.05","38.14","77.35","42.86","51.43","47.31","53.33","50.05","27.63","77.35"
"PSYCH","CHARGE","10001273","SMITH ANTIBODY","86235","91.00","32.14","27.63","33.14","77.35","47.64","29.01","50.05","52.99","55.51","72.80","54.74","34.29","50.05","38.14","77.35","42.86","51.43","47.31","53.33","50.05","27.63","77.35"
"PSYCH","CHARGE","10001274","SS-A ANTIBODY","86235","91.00","32.14","27.63","33.14","77.35","47.64","29.01","50.05","52.99","55.51","72.80","54.74","34.29","50.05","38.14","77.35","42.86","51.43","47.31","53.33","50.05","27.63","77.35"
"PSYCH","CHARGE","10001275","SS-B ANTIBODY","86235","91.00","32.14","27.63","33.14","77.35","47.64","29.01","50.05","52.99","55.51","72.80","54.74","34.29","50.05","38.14","77.35","42.86","51.43","47.31","53.33","50.05","27.63","77.35"
"PSYCH","CHARGE","10001277","ANNA, IGG BY IFA WITH REFLEX","86255","155.00","33.59","29.62","35.49","131.75","55.26","27.68","85.25","61.29","94.55","124.00","62.17","37.01","85.25","36.85","131.75","43.56","56.39","48.31","56.55","85.25","27.68","131.75"
"PSYCH","CHARGE","10001300","MONOTEST","86308","108.00","38.14","32.80","39.34","91.80","56.54","34.43","59.40","62.89","65.88","86.40","64.97","40.70","59.40","45.27","91.80","50.87","61.03","56.15","63.29","59.40","32.80","91.80"
"PSYCH","CHARGE","10001313","INTRINSIC FACTOR ANTIBODIES","86340","170.00","60.04","51.62","61.92","144.50","89.00","54.19","93.50","98.99","103.70","136.00","102.27","64.07","93.50","71.26","144.50","80.07","96.07","88.38","99.62","93.50","51.62","144.50"
"PSYCH","CHARGE","10001322","CD4 COUNT","86361","170.00","60.04","51.62","61.92","144.50","89.00","54.19","93.50","98.99","103.70","136.00","102.27","64.07","93.50","71.26","144.50","80.07","96.07","88.38","99.62","93.50","51.62","144.50"
"PSYCH","CHARGE","10001325","MICROSOMAL AB","86376","117.00","38.20","33.68","40.37","99.45","62.85","31.48","64.35","69.71","71.37","93.60","70.71","42.09","64.35","41.91","99.45","49.54","64.14","54.94","64.31","64.35","31.48","99.45"
"PSYCH","CHARGE","10001330","RHEUMATOID FACTOR QUANTITATIVE","86431","96.00","33.91","29.15","34.96","81.60","50.26","30.60","52.80","55.90","58.56","76.80","57.75","36.18","52.80","40.24","81.60","45.21","54.25","49.91","56.26","52.80","29.15","81.60"
"PSYCH","CHARGE","10001331","TB, INTERFERON AG RESPONSE","86480","302.00","99.61","87.84","105.27","256.70","163.90","82.10","166.10","181.78","184.22","241.60","184.39","109.77","166.10","109.29","256.70","129.19","167.26","143.27","167.70","166.10","82.10","256.70"
"PSYCH","CHARGE","10001335","RPR QUALITATIVE","86592","68.00","19.43","17.13","20.53","57.80","31.97","16.01","37.40","35.45","41.48","54.40","35.96","21.41","37.40","21.31","57.80","25.19","32.62","27.94","32.71","37.40","16.01","57.80"
"PSYCH","CHARGE","10001346","AB, BORDETELLA IGG","86615","141.00","49.80","42.82","51.35","119.85","73.82","44.95","77.55","82.10","86.01","112.80","84.82","53.14","77.55","59.10","119.85","66.41","79.68","73.30","82.63","77.55","42.82","119.85"
"PSYCH","CHARGE","10001347","AB, BORDETELLA IGM","86615","141.00","49.80","42.82","51.35","119.85","73.82","44.95","77.55","82.10","86.01","112.80","84.82","53.14","77.55","59.10","119.85","66.41","79.68","73.30","82.63","77.55","42.82","119.85"
"PSYCH","CHARGE","10001348","AB, LYME DISEASE CONFIRMATORY","86617","121.00","42.73","36.74","44.07","102.85","63.35","38.57","66.55","70.46","73.81","96.80","72.79","45.60","66.55","50.72","102.85","56.99","68.38","62.90","70.91","66.55","36.74","102.85"
"PSYCH","CHARGE","10001349","AB, LYME DISEASE","86618","161.00","56.86","48.89","58.64","136.85","84.29","51.32","88.55","93.75","98.21","128.80","96.85","60.68","88.55","67.49","136.85","75.83","90.98","83.70","94.35","88.55","48.89","136.85"
"PSYCH","CHARGE","10001353","AB, CHLAMYDIA PNEUMONIAE IGG","86631","63.00","22.25","19.13","22.95","53.55","32.98","20.08","34.65","36.68","38.43","50.40","37.90","23.74","34.65","26.41","53.55","29.67","35.60","32.75","36.92","34.65","19.13","53.55"
"PSYCH","CHARGE","10001354","AB, CHLAMYDIA PSITTACI IGG","86631","63.00","22.25","19.13","22.95","53.55","32.98","20.08","34.65","36.68","38.43","50.40","37.90","23.74","34.65","26.41","53.55","29.67","35.60","32.75","36.92","34.65","19.13","53.55"
"PSYCH","CHARGE","10001355","AB, CHLAMYDIA TRACHOMATIS IGG","86631","63.00","22.25","19.13","22.95","53.55","32.98","20.08","34.65","36.68","38.43","50.40","37.90","23.74","34.65","26.41","53.55","29.67","35.60","32.75","36.92","34.65","19.13","53.55"
"PSYCH","CHARGE","10001356","AB, CHLAMYDIA PNEUMONIAE IGM","86632","63.00","22.25","19.13","22.95","53.55","32.98","20.08","34.65","36.68","38.43","50.40","37.90","23.74","34.65","26.41","53.55","29.67","35.60","32.75","36.92","34.65","19.13","53.55"
"PSYCH","CHARGE","10001357","AB, CHLAMYDIA PSITTACI IGM","86632","63.00","22.25","19.13","22.95","53.55","32.98","20.08","34.65","36.68","38.43","50.40","37.90","23.74","34.65","26.41","53.55","29.67","35.60","32.75","36.92","34.65","19.13","53.55"
"PSYCH","CHARGE","10001358","AB, CHLAMYDIA TRACHOMATIS IGM","86632","63.00","22.25","19.13","22.95","53.55","32.98","20.08","34.65","36.68","38.43","50.40","37.90","23.74","34.65","26.41","53.55","29.67","35.60","32.75","36.92","34.65","19.13","53.55"
"PSYCH","CHARGE","10001371","AB, ECHOVIRUS","86658","66.00","23.31","20.04","24.04","56.10","34.55","21.04","36.30","38.43","40.26","52.80","39.70","24.87","36.30","27.66","56.10","31.09","37.30","34.31","38.68","36.30","20.04","56.10"
"PSYCH","CHARGE","10001373","AB, EBV EARLY ANTIGEN","86663","67.00","23.66","20.35","24.40","56.95","35.08","21.36","36.85","39.01","40.87","53.60","40.31","25.25","36.85","28.08","56.95","31.56","37.86","34.83","39.26","36.85","20.35","56.95"
"PSYCH","CHARGE","10001374","AB, EBV NUCLEAR ANTIGEN","86664","76.00","26.84","23.08","27.68","64.60","39.79","24.23","41.80","44.25","46.36","60.80","45.72","28.64","41.80","31.86","64.60","35.79","42.95","39.51","44.54","41.80","23.08","64.60"
"PSYCH","CHARGE","10001375","AB, EBV VIRAL CAPSID IGG","86665","138.00","48.74","41.91","50.26","117.30","72.25","43.99","75.90","80.36","84.18","110.40","83.02","52.01","75.90","57.84","117.30","65.00","77.99","71.74","80.87","75.90","41.91","117.30"
"PSYCH","CHARGE","10001376","AB, EBV VIRAL CAPSID IGM","86665","138.00","48.74","41.91","50.26","117.30","72.25","43.99","75.90","80.36","84.18","110.40","83.02","52.01","75.90","57.84","117.30","65.00","77.99","71.74","80.87","75.90","41.91","117.30"
"PSYCH","CHARGE","10001381","AB, HELICOBACTER PYLORI IGG","86677","194.00","68.52","58.91","70.66","164.90","101.57","61.84","106.70","112.97","118.34","155.20","116.70","73.11","106.70","81.32","164.90","91.37","109.63","100.85","113.69","106.70","58.91","164.90"
"PSYCH","CHARGE","10001384","AB, HELICOBACTER PYLORI IGM","86677","194.00","68.52","58.91","70.66","164.90","101.57","61.84","106.70","112.97","118.34","155.20","116.70","73.11","106.70","81.32","164.90","91.37","109.63","100.85","113.69","106.70","58.91","164.90"
"PSYCH","CHARGE","10001390","AB, HERPES SIMPLEX IGM","86694","109.00","38.50","33.10","39.70","92.65","57.07","34.75","59.95","63.47","66.49","87.20","65.57","41.08","59.95","45.69","92.65","51.34","61.60","56.67","63.88","59.95","33.10","92.65"
"PSYCH","CHARGE","10001391","AB, HERPES SIMPLEX  TYPE 1 IGG","86695","109.00","38.50","33.10","39.70","92.65","57.07","34.75","59.95","63.47","66.49","87.20","65.57","41.08","59.95","45.69","92.65","51.34","61.60","56.67","63.88","59.95","33.10","92.65"
"PSYCH","CHARGE","10001392","AB, HERPES SIMPLEX TYPE 1","86695","109.00","38.50","33.10","39.70","92.65","57.07","34.75","59.95","63.47","66.49","87.20","65.57","41.08","59.95","45.69","92.65","51.34","61.60","56.67","63.88","59.95","33.10","92.65"
"PSYCH","CHARGE","10001393","AB, HERPES SIMPLEX TYPE 2","86696","109.00","38.50","33.10","39.70","92.65","57.07","34.75","59.95","63.47","66.49","87.20","65.57","41.08","59.95","45.69","92.65","51.34","61.60","56.67","63.88","59.95","33.10","92.65"
"PSYCH","CHARGE","10001394","AB, HERPES SIMPLEX TYPE 2 IGG","86696","109.00","38.50","33.10","39.70","92.65","57.07","34.75","59.95","63.47","66.49","87.20","65.57","41.08","59.95","45.69","92.65","51.34","61.60","56.67","63.88","59.95","33.10","92.65"
"PSYCH","CHARGE","10001403","AB, HIV-1/HIV-2","86703","131.00","46.27","39.78","47.71","111.35","68.58","41.76","72.05","76.28","79.91","104.80","78.81","49.37","72.05","54.91","111.35","61.70","74.03","68.10","76.77","72.05","39.78","111.35"
"PSYCH","CHARGE","10001405","HEPATITIS B CORE AB TOTAL","86704","136.00","36.40","33.84","40.56","115.60","59.18","31.89","74.80","65.62","82.96","108.80","66.90","38.90","74.80","40.94","115.60","49.88","61.94","55.21","63.29","74.80","31.89","115.60"
"PSYCH","CHARGE","10001406","HEPATITIS B CORE AB IGM","86705","136.00","37.07","32.69","39.18","115.60","61.01","30.56","74.80","67.66","82.96","108.80","68.63","40.86","74.80","40.68","115.60","48.08","62.25","53.32","62.42","74.80","30.56","115.60"
"PSYCH","CHARGE","10001407","HEPATITIS B SURFACE AB","86706","136.00","36.40","33.84","40.56","115.60","59.18","31.89","74.80","65.62","82.96","108.80","66.90","38.90","74.80","40.94","115.60","49.88","61.94","55.21","63.29","74.80","31.89","115.60"
"PSYCH","CHARGE","10001409","HEPATITIS A AB TOTAL","86708","164.00","57.92","49.80","59.73","139.40","85.86","52.28","90.20","95.50","100.04","131.20","98.66","61.81","90.20","68.74","139.40","77.24","92.68","85.26","96.11","90.20","49.80","139.40"
"PSYCH","CHARGE","10001410","HEPATITIS A AB IGM","86709","164.00","44.71","39.42","47.25","139.40","73.57","36.85","90.20","81.59","100.04","131.20","82.76","49.27","90.20","49.06","139.40","57.98","75.07","64.30","75.27","90.20","36.85","139.40"
"PSYCH","CHARGE","10001416","AB, MUMPS IGG","86735","147.00","51.92","44.64","53.54","124.95","76.96","46.86","80.85","85.60","89.67","117.60","88.43","55.40","80.85","61.62","124.95","69.23","83.07","76.42","86.15","80.85","44.64","124.95"
"PSYCH","CHARGE","10001417","AB, MUMPS IGM","86735","147.00","51.92","44.64","53.54","124.95","76.96","46.86","80.85","85.60","89.67","117.60","88.43","55.40","80.85","61.62","124.95","69.23","83.07","76.42","86.15","80.85","44.64","124.95"
"PSYCH","CHARGE","10001428","AB, RUBELLA IGG","86762","140.00","44.99","39.67","47.55","119.00","74.03","37.08","77.00","82.11","85.40","112.00","83.28","49.58","77.00","49.36","119.00","58.35","75.54","64.71","75.75","77.00","37.08","119.00"
"PSYCH","CHARGE","10001430","AB, RUBELLA IGM","86762","140.00","49.44","42.51","50.99","119.00","73.30","44.63","77.00","81.52","85.40","112.00","84.22","52.76","77.00","58.68","119.00","65.94","79.12","72.78","82.04","77.00","42.51","119.00"
"PSYCH","CHARGE","10001431","AB, RUBEOLA IGG","86765","140.00","49.44","42.51","50.99","119.00","73.30","44.63","77.00","81.52","85.40","112.00","84.22","52.76","77.00","58.68","119.00","65.94","79.12","72.78","82.04","77.00","42.51","119.00"
"PSYCH","CHARGE","10001432","AB, RUBEOLA IGM","86765","140.00","49.44","42.51","50.99","119.00","73.30","44.63","77.00","81.52","85.40","112.00","84.22","52.76","77.00","58.68","119.00","65.94","79.12","72.78","82.04","77.00","42.51","119.00"
