Facility,Type,Chargecode_DRG_CPT,Description,CPT,_1_1_21_Fee,Aetna_W,Aetna_PPO,Anthem_Blue_Priority,Anthem_Blue_Preferred,Anthem_PPO,Aurora_Caregiver,Cigna_GPPO,Cigna_PPO,Exchange_-Common_Ground,Exchange_-Molina,Health_EOS_Plus,Health_EOS_PPO,HPS,Humana_WVN,Humana_HMO,Humana_HPN_PPO,Trilogy,UHC_HMO,UHC_PPO,WEA_State_and_Trust,WEA_Broad,WPS_Arise,WPS_Statewide,SELF_PAY,MIN,MAX
"OSHKOSH","CHARGE","10000818","CALCIUM SERUM","82310","83.00","37.83","70.55","38.35","50.78","70.55","46.13","40.85","70.55","46.68","49.30","50.63","66.40","50.72","48.59","51.00","70.55","45.65","58.63","70.55","43.34","55.59","52.85","60.75","45.65","37.83","70.55"
"OSHKOSH","CHARGE","10000819","CALCIUM IONIZED","82330","105.00","41.71","89.25","40.40","50.20","89.25","41.94","44.65","89.25","45.05","44.89","64.05","84.00","45.29","40.31","41.75","89.25","57.75","48.21","89.25","40.44","49.09","45.16","49.93","57.75","40.31","89.25"
"OSHKOSH","CHARGE","10000820","POC CALCIUM IONIZED","82330","70.00","46.87","59.50","43.30","51.38","59.50","45.19","49.41","59.50","46.63","49.64","42.70","56.00","48.36","42.15","44.25","59.50","38.50","47.26","59.50","40.62","50.10","47.74","51.82","38.50","38.50","59.50"
"OSHKOSH","CHARGE","10000822","CALCIUM URINE","82340","99.00","45.11","84.15","43.04","55.49","84.15","44.69","53.01","84.15","47.87","47.55","60.39","79.20","53.04","47.18","49.10","84.15","54.45","50.26","84.15","42.57","52.97","50.30","57.02","54.45","42.57","84.15"
"OSHKOSH","CHARGE","10000823","SRD CALCIUM URINE","82340","56.00","25.51","47.60","24.35","31.39","47.60","25.28","29.98","47.60","27.08","26.90","34.16","44.80","30.00","26.69","27.77","47.60","30.80","28.43","47.60","24.08","29.96","28.45","32.25","30.80","24.08","47.60"
"OSHKOSH","CHARGE","10000824","CALCULI INFRARED SPECTROSCOPY","82365","137.00","104.90","116.45","74.87","100.42","116.45","104.76","131.47","116.45","100.29","100.47","83.57","109.60","108.76","117.70","121.27","116.45","75.35","124.72","116.45","101.56","123.78","116.45","125.44","75.35","74.87","131.47"
"OSHKOSH","CHARGE","10000825","BICARBONATE URINE","82374","72.00","32.80","61.20","31.30","40.36","61.20","32.50","38.55","61.20","34.81","34.58","43.92","57.60","38.57","34.31","35.71","61.20","39.60","36.55","61.20","30.96","38.52","36.58","41.47","39.60","30.96","61.20"
"OSHKOSH","CHARGE","10000826","CARBON DIOXIDE","82374","79.00","43.68","67.15","40.84","52.55","67.15","42.64","48.19","67.15","43.67","44.87","48.19","63.20","44.20","40.22","42.18","67.15","43.45","50.23","67.15","37.92","47.70","47.98","54.10","43.45","37.92","67.15"
"OSHKOSH","CHARGE","10000827","CARBON MONOXIDE","82375","130.00","37.47","110.50","26.17","34.41","110.50","28.43","69.54","110.50","31.04","42.08","79.30","104.00","55.13","29.01","29.88","110.50","71.50","28.03","110.50","43.95","53.87","42.84","50.47","71.50","26.17","110.50"
"OSHKOSH","CHARGE","10000828","POC CARBON MONOXIDE","82375","65.00","29.61","55.25","28.26","36.44","55.25","29.34","34.80","55.25","31.43","31.22","39.65","52.00","34.82","30.97","32.24","55.25","35.75","33.00","55.25","27.95","34.78","33.03","37.44","35.75","27.95","55.25"
"OSHKOSH","CHARGE","10000829","CEA","82378","246.00","55.40","209.10","40.95","50.02","209.10","40.01","149.55","209.10","47.39","56.93","150.06","196.80","73.79","42.05","43.41","209.10","135.30","41.06","209.10","61.29","72.84","64.20","73.59","135.30","40.01","209.10"
"OSHKOSH","CHARGE","10000830","CARNITINE FREE & TOTAL","82379","267.00","121.65","226.95","116.08","149.67","226.95","120.53","142.96","226.95","129.10","128.23","162.87","213.60","143.05","127.23","132.42","226.95","146.85","135.55","226.95","114.80","142.85","135.67","153.78","146.85","114.80","226.95"
"OSHKOSH","CHARGE","10000831","CAROTENE","82380","118.00","20.57","100.30","19.56","26.24","100.30","20.52","22.44","100.30","21.75","22.63","71.98","94.40","21.54","18.49","19.42","100.30","64.90","24.61","100.30","17.83","23.03","21.83","25.48","64.90","17.83","100.30"
"OSHKOSH","CHARGE","10000832","CATECHOLAMINES FRACT BLOOD","82384","289.00","131.67","245.65","125.65","162.00","245.65","130.46","154.74","245.65","139.74","138.80","176.29","231.20","154.83","137.71","143.33","245.65","158.95","146.72","245.65","124.26","154.62","146.84","166.45","158.95","124.26","245.65"
"OSHKOSH","CHARGE","10000833","CATECHOLAMINES FRACT URINE","82384","289.00","131.67","245.65","125.65","162.00","245.65","130.46","154.74","245.65","139.74","138.80","176.29","231.20","154.83","137.71","143.33","245.65","158.95","146.72","245.65","124.26","154.62","146.84","166.45","158.95","124.26","245.65"
"OSHKOSH","CHARGE","10000834","CERULOPLASMIN","82390","149.00","48.09","126.65","39.05","51.49","126.65","41.31","77.96","126.65","45.16","51.30","90.89","119.20","61.69","40.57","42.14","126.65","81.95","43.73","126.65","49.89","61.92","54.34","63.47","81.95","39.05","126.65"
"OSHKOSH","CHARGE","10000835","IGF BINDING PROTEIN, CHEMILUM","82397","218.00","99.32","185.30","94.78","122.20","185.30","98.41","116.73","185.30","105.41","104.70","132.98","174.40","116.79","103.88","108.11","185.30","119.90","110.68","185.30","93.73","116.64","110.77","125.56","119.90","93.73","185.30"
"OSHKOSH","CHARGE","10000837","CHLORIDE BLOOD","82435","92.00","50.87","78.20","47.56","61.20","78.20","49.66","56.12","78.20","50.85","52.25","56.12","73.60","51.48","46.84","49.12","78.20","50.60","58.50","78.20","44.16","55.55","55.88","63.00","50.60","44.16","78.20"
"OSHKOSH","CHARGE","10000838","POC CHLORIDE","82435","92.00","41.92","78.20","40.00","51.57","78.20","41.53","49.26","78.20","44.48","44.19","56.12","73.60","49.29","43.84","45.63","78.20","50.60","46.71","78.20","39.56","49.22","46.75","52.99","50.60","39.56","78.20"
"OSHKOSH","CHARGE","10000839","CHLORIDE URINE","82436","92.00","36.49","78.20","35.53","47.92","78.20","36.60","37.14","78.20","39.70","39.69","56.12","73.60","41.31","34.52","36.25","78.20","50.60","41.86","78.20","32.24","41.74","39.79","46.45","50.60","32.24","78.20"
"OSHKOSH","CHARGE","10000840","CHLORIDE, OTHER SOURCE","82438","92.00","41.92","78.20","40.00","51.57","78.20","41.53","49.26","78.20","44.48","44.19","56.12","73.60","49.29","43.84","45.63","78.20","50.60","46.71","78.20","39.56","49.22","46.75","52.99","50.60","39.56","78.20"
"OSHKOSH","CHARGE","10000842","CHOLESTEROL","82465","86.00","39.18","73.10","37.39","48.21","73.10","38.82","46.05","73.10","41.58","41.30","52.46","68.80","46.07","40.98","42.65","73.10","47.30","43.66","73.10","36.98","46.01","43.70","49.53","47.30","36.98","73.10"
"OSHKOSH","CHARGE","10000844","CHOLINESTERASE, RBC","82482","97.00","44.19","82.45","42.17","54.37","82.45","43.79","51.94","82.45","46.90","46.59","59.17","77.60","51.97","46.22","48.11","82.45","53.35","49.25","82.45","41.71","51.90","49.29","55.87","53.35","41.71","82.45"
"OSHKOSH","CHARGE","10000846","HPLC QUANTITATIVE","82542","268.00","122.10","227.80","116.52","150.23","227.80","120.98","143.50","227.80","129.58","128.71","163.48","214.40","143.58","127.71","132.91","227.80","147.40","136.06","227.80","115.23","143.39","136.17","154.36","147.40","115.23","227.80"
"OSHKOSH","CHARGE","10000849","CHROMIUM","82495","115.00","52.40","97.75","50.00","64.46","97.75","51.91","61.58","97.75","55.61","55.23","70.15","92.00","61.61","54.80","57.03","97.75","63.25","58.38","97.75","49.44","61.53","58.43","66.24","63.25","49.44","97.75"
"OSHKOSH","CHARGE","10000850","CITRATE","82507","222.00","101.15","188.70","96.52","124.44","188.70","100.21","118.87","188.70","107.34","106.62","135.42","177.60","118.94","105.79","110.10","188.70","122.10","112.71","188.70","95.45","118.78","112.80","127.86","122.10","95.45","188.70"
"OSHKOSH","CHARGE","10000852","COLLAGEN CROSS LINKS","82523","209.00","95.22","177.65","90.86","117.16","177.65","94.34","111.91","177.65","101.06","100.38","127.49","167.20","111.97","99.59","103.65","177.65","114.95","106.11","177.65","89.86","111.82","106.20","120.38","114.95","89.86","177.65"
"OSHKOSH","CHARGE","10000853","COPPER","82525","156.00","37.07","132.60","19.26","24.14","132.60","21.71","93.60","132.60","27.73","41.29","95.16","124.80","61.98","22.35","22.53","132.60","85.80","18.37","132.60","47.28","56.83","41.71","49.31","85.80","18.37","132.60"
"OSHKOSH","CHARGE","10000854","COPPER TISSUE","82525","156.00","71.08","132.60","67.82","87.45","132.60","70.42","83.53","132.60","75.43","74.92","95.16","124.80","83.58","74.34","77.37","132.60","85.80","79.20","132.60","67.07","83.46","79.27","89.85","85.80","67.07","132.60"
"OSHKOSH","CHARGE","10000855","COPPER URINE","82525","156.00","71.08","132.60","67.82","87.45","132.60","70.42","83.53","132.60","75.43","74.92","95.16","124.80","83.58","74.34","77.37","132.60","85.80","79.20","132.60","67.07","83.46","79.27","89.85","85.80","67.07","132.60"
"OSHKOSH","CHARGE","10000856","CORTISOL, FREE","82530","191.00","52.37","162.35","49.29","59.87","162.35","51.84","56.39","162.35","61.91","54.17","116.51","152.80","61.58","50.75","53.10","162.35","105.05","56.92","162.35","56.79","68.22","65.42","68.37","105.05","49.29","162.35"
"OSHKOSH","CHARGE","10000857","CORTISOL, SALIVARY","82533","208.00","94.77","176.80","90.43","116.60","176.80","93.89","111.37","176.80","100.57","99.90","126.88","166.40","111.44","99.12","103.16","176.80","114.40","105.60","176.80","89.43","111.28","105.69","119.80","114.40","89.43","176.80"
"OSHKOSH","CHARGE","10000858","CORTISOL, TOTAL","82533","208.00","55.59","176.80","49.34","63.04","176.80","50.21","87.39","176.80","54.85","67.40","126.88","166.40","61.26","49.13","51.22","176.80","114.40","67.34","176.80","53.88","65.32","60.54","69.62","114.40","49.13","176.80"
"OSHKOSH","CHARGE","10000860","CK TOTAL","82550","105.00","39.16","89.25","37.47","48.46","89.25","38.67","45.36","89.25","42.49","42.59","64.05","84.00","45.69","38.53","40.23","89.25","57.75","43.77","89.25","37.48","46.85","43.77","49.69","57.75","37.47","89.25"
"OSHKOSH","CHARGE","10000861","CK ISOENZYMES","82552","95.00","43.28","80.75","41.30","53.25","80.75","42.88","50.87","80.75","45.93","45.63","57.95","76.00","50.90","45.27","47.11","80.75","52.25","48.23","80.75","40.85","50.83","48.27","54.72","52.25","40.85","80.75"
"OSHKOSH","CHARGE","10000863","CK MB FRACTION","82553","227.00","103.42","192.95","98.69","127.25","192.95","102.47","121.55","192.95","109.76","109.02","138.47","181.60","121.62","108.17","112.58","192.95","124.85","115.25","192.95","97.60","121.45","115.34","130.74","124.85","97.60","192.95"
"OSHKOSH","CHARGE","10000865","CREATININE BLOOD","82565","80.00","42.96","68.00","41.01","51.25","68.00","43.57","55.17","68.00","45.43","46.73","48.80","64.00","47.37","45.59","47.27","68.00","44.00","52.08","68.00","40.30","49.72","47.28","53.05","44.00","40.30","68.00"
"OSHKOSH","CHARGE","10000866","POC CREATININE","82565","80.00","36.45","68.00","34.78","44.84","68.00","36.11","42.84","68.00","38.68","38.42","48.80","64.00","42.86","38.12","39.68","68.00","44.00","40.62","68.00","34.40","42.80","40.65","46.08","44.00","34.40","68.00"
"OSHKOSH","CHARGE","10000867","CREATININE OTHER SOURCE","82570","80.00","75.59","68.00","71.91","80.00","68.00","75.40","80.00","68.00","79.92","80.00","48.80","64.00","79.16","67.98","71.37","68.00","44.00","80.00","68.00","65.52","80.00","80.00","80.00","44.00","44.00","80.00"
"OSHKOSH","CHARGE","10000868","CREATININE URINE","82570","80.00","48.05","68.00","48.57","60.97","68.00","48.22","65.84","68.00","54.13","50.26","48.80","64.00","53.00","55.64","57.31","68.00","44.00","61.94","68.00","43.33","53.76","50.55","56.76","44.00","43.33","68.00"
"OSHKOSH","CHARGE","10000869","SRDP CREATININE URINE","82570","80.00","36.45","68.00","34.78","44.84","68.00","36.11","42.84","68.00","38.68","38.42","48.80","64.00","42.86","38.12","39.68","68.00","44.00","40.62","68.00","34.40","42.80","40.65","46.08","44.00","34.40","68.00"
"OSHKOSH","CHARGE","10000870","CREATININE CLEARANCE","82575","139.00","63.33","118.15","60.43","77.92","118.15","62.75","74.43","118.15","67.21","66.76","84.79","111.20","74.47","66.24","68.94","118.15","76.45","70.57","118.15","59.76","74.37","70.63","80.06","76.45","59.76","118.15"
"OSHKOSH","CHARGE","10000871","CRYOFIBRINOGEN","82585","85.00","38.73","72.25","36.95","47.65","72.25","38.37","45.51","72.25","41.10","40.82","51.85","68.00","45.54","40.50","42.15","72.25","46.75","43.15","72.25","36.55","45.48","43.19","48.96","46.75","36.55","72.25"
"OSHKOSH","CHARGE","10000872","CRYOGLOBULIN QUALITATIVE","82595","67.00","16.61","56.95","15.81","21.20","56.95","16.57","18.12","56.95","17.57","18.28","40.87","53.60","17.40","14.94","15.68","56.95","36.85","19.89","56.95","14.40","18.60","17.63","20.58","36.85","14.40","56.95"
"OSHKOSH","CHARGE","10000873","CYANIDE","82600","152.00","69.25","129.20","66.08","85.20","129.20","68.61","81.39","129.20","73.50","73.00","92.72","121.60","81.43","72.43","75.38","129.20","83.60","77.17","129.20","65.35","81.32","77.23","87.55","83.60","65.35","129.20"
"OSHKOSH","CHARGE","10000874","VITAMIN B-12","82607","177.00","55.17","150.45","45.78","59.24","150.45","47.78","95.95","150.45","53.26","57.83","107.97","141.60","68.08","47.75","49.64","150.45","97.35","52.06","150.45","56.85","69.85","63.16","72.89","97.35","45.78","150.45"
"OSHKOSH","CHARGE","10000875","VITAMIN B-12 BINDING CAPACITY","82608","177.00","80.64","150.45","76.95","99.22","150.45","79.90","94.77","150.45","85.58","85.01","107.97","141.60","94.83","84.34","87.78","150.45","97.35","89.86","150.45","76.10","94.70","89.94","101.95","97.35","76.10","150.45"
"OSHKOSH","CHARGE","10000876","DHEA","82626","237.00","107.98","201.45","103.04","132.85","201.45","106.98","126.90","201.45","114.59","113.82","144.57","189.60","126.97","112.94","117.54","201.45","130.35","120.32","201.45","101.90","126.80","120.42","136.50","130.35","101.90","201.45"
"OSHKOSH","CHARGE","10000877","DHEA SULFATE","82627","237.00","107.98","201.45","103.04","132.85","201.45","106.98","126.90","201.45","114.59","113.82","144.57","189.60","126.97","112.94","117.54","201.45","130.35","120.32","201.45","101.90","126.80","120.42","136.50","130.35","101.90","201.45"
"OSHKOSH","CHARGE","10000878","DEOXYCORTISOL 11","82634","146.00","66.52","124.10","63.47","81.84","124.10","65.91","78.17","124.10","70.59","70.12","89.06","116.80","78.22","69.57","72.41","124.10","80.30","74.12","124.10","62.77","78.11","74.18","84.09","80.30","62.77","124.10"
"OSHKOSH","CHARGE","10000879","ANABOLIC STEROIDS, 1-2","80327","107.00","48.75","90.95","46.52","59.98","90.95","48.30","57.29","90.95","51.74","51.39","65.27","85.60","57.33","50.99","53.07","90.95","58.85","54.32","90.95","46.01","57.25","54.37","61.63","58.85","46.01","90.95"
"OSHKOSH","CHARGE","10000880","VITAMIN D, 1, 25-DIHYDROXY","82652","271.00","123.47","230.35","117.82","151.91","230.35","122.33","145.10","230.35","131.03","130.15","165.31","216.80","145.19","129.14","134.40","230.35","149.05","137.58","230.35","116.52","144.99","137.70","156.09","149.05","116.52","230.35"
"OSHKOSH","CHARGE","10000881","DISACCHARIDASES ACT TISSUE","82657","374.00","170.40","317.90","162.60","209.65","317.90","168.83","200.26","317.90","180.84","179.62","228.14","299.20","200.37","178.22","185.48","317.90","205.70","189.88","317.90","160.80","200.10","190.03","215.41","205.70","160.80","317.90"
"OSHKOSH","CHARGE","10000882","THIOPURINE METHYLTRANSFERASE","82657","374.00","170.40","317.90","162.60","209.65","317.90","168.83","200.26","317.90","180.84","179.62","228.14","299.20","200.37","178.22","185.48","317.90","205.70","189.88","317.90","160.80","200.10","190.03","215.41","205.70","160.80","317.90"
"OSHKOSH","CHARGE","10000883","LIPO ELECTROPHORETIC TEST","82664","251.00","114.36","213.35","109.12","140.70","213.35","113.30","134.40","213.35","121.36","120.55","153.11","200.80","134.47","119.61","124.48","213.35","138.05","127.43","213.35","107.92","134.29","127.54","144.57","138.05","107.92","213.35"
"OSHKOSH","CHARGE","10000884","ERYTHROPOIETIN","82668","150.00","46.61","127.50","24.31","30.36","127.50","27.59","90.00","127.50","36.17","54.71","91.50","120.00","80.53","29.63","29.97","127.50","82.50","23.31","127.50","62.77","75.27","53.87","63.80","82.50","23.31","127.50"
"OSHKOSH","CHARGE","10000885","ESTRADIOL","82670","214.00","51.62","181.90","28.89","34.13","181.90","29.81","128.40","181.90","38.88","62.48","130.54","171.20","68.17","29.19","29.41","181.90","117.70","47.94","181.90","61.62","70.11","63.03","72.30","117.70","28.89","181.90"
"OSHKOSH","CHARGE","10000886","ESTROGENS, FRACTIONATED","82671","110.00","50.12","93.50","47.82","61.66","93.50","49.65","58.90","93.50","53.19","52.83","67.10","88.00","58.93","52.42","54.55","93.50","60.50","55.85","93.50","47.30","58.85","55.89","63.36","60.50","47.30","93.50"
"OSHKOSH","CHARGE","10000887","ESTRIOL","82677","96.00","43.74","81.60","41.74","53.81","81.60","43.33","51.40","81.60","46.42","46.11","58.56","76.80","51.43","45.75","47.61","81.60","52.80","48.74","81.60","41.28","51.36","48.78","55.29","52.80","41.28","81.60"
"OSHKOSH","CHARGE","10000888","ESTRONE","82679","149.00","67.89","126.65","64.78","83.52","126.65","67.26","79.78","126.65","72.04","71.56","90.89","119.20","79.83","71.00","73.89","126.65","81.95","75.65","126.65","64.06","79.72","75.71","85.82","81.95","64.06","126.65"
"OSHKOSH","CHARGE","10000889","ETHYLENE GLYCOL","82693","197.00","89.76","167.45","85.65","110.43","167.45","88.93","105.48","167.45","95.25","94.61","120.17","157.60","105.54","93.87","97.70","167.45","108.35","100.02","167.45","84.70","105.40","100.10","113.47","108.35","84.70","167.45"
"OSHKOSH","CHARGE","10000890","FAT, FECAL QUANTITATIVE","82710","229.00","104.34","194.65","99.56","128.37","194.65","103.37","122.62","194.65","110.73","109.98","139.69","183.20","122.69","109.12","113.57","194.65","125.95","116.26","194.65","98.46","122.52","116.36","131.90","125.95","98.46","194.65"
"OSHKOSH","CHARGE","10000891","VERY LONG CHAIN FATTY ACIDS","82726","309.00","140.78","262.65","134.34","173.21","262.65","139.48","165.45","262.65","149.41","148.40","188.49","247.20","165.55","147.25","153.24","262.65","169.95","156.88","262.65","132.86","165.32","157.01","177.97","169.95","132.86","262.65"
"OSHKOSH","CHARGE","10000892","FERRITIN","82728","157.00","47.38","133.45","36.54","46.59","133.45","39.05","88.88","133.45","44.98","50.87","95.77","125.60","62.68","38.49","39.87","133.45","86.35","41.55","133.45","51.43","62.79","54.81","62.87","86.35","36.54","133.45"
"OSHKOSH","CHARGE","10000893","FETAL FIBRONECTIN","82731","554.00","486.14","470.90","494.58","554.00","470.90","490.40","444.50","470.90","523.67","496.63","337.94","443.20","554.00","504.03","515.50","470.90","304.70","486.14","470.90","472.17","531.18","523.23","554.00","304.70","304.70","554.00"
"OSHKOSH","CHARGE","10000894","FOLIC ACID, SERUM","82746","236.00","75.17","200.60","66.63","87.20","200.60","70.25","126.62","200.60","77.27","80.10","143.96","188.80","94.43","70.96","74.07","200.60","129.80","79.79","200.60","77.03","96.80","86.26","99.64","129.80","66.63","200.60"
"OSHKOSH","CHARGE","10000895","FOLIC ACID, RBC","82747","211.00","58.65","179.35","39.16","47.90","179.35","40.69","122.50","179.35","49.77","60.95","128.71","168.80","79.01","41.48","42.46","179.35","116.05","38.01","179.35","68.28","79.90","68.31","78.80","116.05","38.01","179.35"
"OSHKOSH","CHARGE","10000896","NEWBORN GALACTOSE TRANSERASE","82775","20.00","12.41","17.00","12.55","15.71","17.00","12.35","15.42","17.00","13.10","12.91","12.20","16.00","13.45","12.62","13.05","17.00","11.00","14.31","17.00","10.70","13.27","12.03","13.39","11.00","10.70","17.00"
"OSHKOSH","CHARGE","10000897","GAMMAGLOBULIN, IGA","82784","65.00","21.13","55.25","16.81","21.13","55.25","18.37","35.21","55.25","20.71","22.97","39.65","52.00","28.09","17.97","18.67","55.25","35.75","19.21","55.25","22.82","28.11","23.59","26.88","35.75","16.81","55.25"
"OSHKOSH","CHARGE","10000898","GAMMAGLOBULIN, IGD","82784","65.00","29.61","55.25","28.26","36.44","55.25","29.34","34.80","55.25","31.43","31.22","39.65","52.00","34.82","30.97","32.24","55.25","35.75","33.00","55.25","27.95","34.78","33.03","37.44","35.75","27.95","55.25"
"OSHKOSH","CHARGE","10000899","GAMMAGLOBULIN, IGG","82784","65.00","21.11","55.25","17.49","22.20","55.25","19.00","35.21","55.25","20.83","22.73","39.65","52.00","27.19","18.61","19.37","55.25","35.75","20.10","55.25","22.22","27.51","23.60","26.87","35.75","17.49","55.25"
"OSHKOSH","CHARGE","10000900","GAMMAGLOBULIN, IGM","82784","65.00","21.11","55.25","17.49","22.20","55.25","19.00","35.21","55.25","20.83","22.73","39.65","52.00","27.19","18.61","19.37","55.25","35.75","20.10","55.25","22.22","27.51","23.60","26.87","35.75","17.49","55.25"
"OSHKOSH","CHARGE","10000901","IMMUNOGLOBULIN IGE","82785","188.00","88.36","159.80","91.65","128.44","159.80","94.73","112.80","159.80","86.69","84.75","114.68","150.40","90.48","96.63","101.46","159.80","103.40","101.99","159.80","75.95","98.94","102.35","119.51","103.40","75.95","159.80"
"OSHKOSH","CHARGE","10000902","IMMUNOGLOBULIN SUBCLASSES EA","82787","46.00","32.69","39.10","31.10","36.19","39.10","32.60","35.39","39.10","34.56","35.44","28.06","36.80","34.23","29.39","30.86","39.10","25.30","35.85","39.10","28.33","35.52","34.68","36.03","25.30","25.30","39.10"
"OSHKOSH","CHARGE","10000903","PH BLOOD","82800","90.00","24.14","76.50","25.12","34.77","76.50","27.14","45.10","76.50","25.98","29.11","54.90","72.00","29.22","61.13","64.22","76.50","49.50","56.30","76.50","22.11","28.82","24.40","28.24","49.50","22.11","76.50"
"OSHKOSH","CHARGE","10000904","BLOOD GASES","82803","151.00","92.09","128.35","93.91","117.86","128.35","92.05","116.90","128.35","97.61","96.13","92.11","120.80","100.32","94.23","97.51","128.35","83.05","108.03","128.35","79.09","98.63","89.29","99.83","83.05","79.09","128.35"
"OSHKOSH","CHARGE","10000906","POC BLOOD GASES","82803","151.00","80.99","128.35","84.05","109.01","128.35","83.55","90.82","128.35","88.44","86.40","92.11","120.80","94.38","88.38","92.45","128.35","83.05","95.49","128.35","70.62","90.55","89.51","102.16","83.05","70.62","128.35"
"OSHKOSH","CHARGE","10000908","BLOOD GAS PROFILE","82805","191.00","77.29","162.35","72.81","92.06","162.35","76.01","83.21","162.35","84.16","83.30","116.51","152.80","87.00","72.53","75.76","162.35","105.05","86.08","162.35","77.38","95.03","86.30","95.89","105.05","72.53","162.35"
"OSHKOSH","CHARGE","10000911","GASES, O2 SATURATION","82810","137.00","67.48","116.45","36.66","49.92","116.45","46.55","45.12","116.45","46.36","48.97","83.57","109.60","54.49","55.58","58.33","116.45","75.35","71.17","116.45","48.00","62.41","52.38","61.09","75.35","36.66","116.45"
"OSHKOSH","CHARGE","10000913","GASTRIN","82941","151.00","68.80","128.35","65.65","84.64","128.35","68.16","80.85","128.35","73.01","72.52","92.11","120.80","80.90","71.95","74.89","128.35","83.05","76.66","128.35","64.92","80.79","76.73","86.97","83.05","64.92","128.35"
"OSHKOSH","CHARGE","10000914","GLUCAGON","82943","187.00","85.20","158.95","81.30","104.82","158.95","84.41","100.13","158.95","90.42","89.81","114.07","149.60","100.19","89.11","92.74","158.95","102.85","94.94","158.95","80.40","100.05","95.02","107.71","102.85","80.40","158.95"
"OSHKOSH","CHARGE","10000915","GLUCOSE, BODY FLUID","82945","80.00","34.25","68.00","25.86","34.57","68.00","35.29","47.26","68.00","33.40","34.83","48.80","64.00","37.42","34.34","35.38","68.00","44.00","39.03","68.00","32.59","37.71","35.22","38.33","44.00","25.86","68.00"
"OSHKOSH","CHARGE","10000916","GLUCOSE, BLOOD","82947","80.00","45.59","68.00","44.95","56.19","68.00","47.02","55.36","68.00","50.46","48.78","48.80","64.00","49.93","47.34","49.24","68.00","44.00","55.46","68.00","41.18","51.06","50.95","57.02","44.00","41.18","68.00"
"OSHKOSH","CHARGE","10000917","POC GLUCOSE SERUM","82947","80.00","53.57","68.00","49.49","58.72","68.00","51.65","56.47","68.00","53.29","56.73","48.80","64.00","55.27","48.17","50.57","68.00","44.00","54.01","68.00","46.43","57.25","54.56","59.23","44.00","44.00","68.00"
"OSHKOSH","CHARGE","10000918","GLUCOSE, POST GLUCOSE DOSE","82950","89.00","40.55","75.65","38.69","49.89","75.65","40.18","47.65","75.65","43.03","42.74","54.29","71.20","47.68","42.41","44.14","75.65","48.95","45.18","75.65","38.27","47.62","45.22","51.26","48.95","38.27","75.65"
"OSHKOSH","CHARGE","10000919","GTT, 3 SPECIMENS","82951","186.00","84.74","158.10","80.87","104.26","158.10","83.96","99.59","158.10","89.94","89.33","113.46","148.80","99.65","88.63","92.24","158.10","102.30","94.43","158.10","79.97","99.51","94.51","107.13","102.30","79.97","158.10"
"OSHKOSH","CHARGE","10000920","GTT, EACH ADDL SPECIMEN","82952","62.00","28.25","52.70","26.96","34.75","52.70","27.99","33.20","52.70","29.98","29.78","37.82","49.60","33.22","29.54","30.75","52.70","34.10","31.48","52.70","26.66","33.17","31.50","35.71","34.10","26.66","52.70"
"OSHKOSH","CHARGE","10000921","G6PD, QUANTITATIVE","82955","112.00","51.03","95.20","48.69","62.78","95.20","50.56","59.97","95.20","54.15","53.79","68.32","89.60","60.00","53.37","55.55","95.20","61.60","56.86","95.20","48.15","59.92","56.91","64.51","61.60","48.15","95.20"
"OSHKOSH","CHARGE","10000923","POC GLUCOSE - METER METHOD","82962","25.00","13.63","21.25","12.74","15.81","21.25","13.69","15.49","21.25","14.33","14.27","15.25","20.00","14.95","13.67","14.18","21.25","13.75","15.57","21.25","12.71","15.55","14.60","16.16","13.75","12.71","21.25"
"OSHKOSH","CHARGE","10000924","GGT","82977","129.00","44.03","109.65","44.58","59.46","109.65","49.35","48.80","109.65","53.35","50.74","78.69","103.20","56.78","50.82","53.31","109.65","70.95","55.30","109.65","48.63","61.52","56.27","63.90","70.95","44.03","109.65"
"OSHKOSH","CHARGE","10000925","GLYCATED PROTEIN","82985","117.00","53.31","99.45","50.87","65.58","99.45","52.81","62.65","99.45","56.57","56.19","71.37","93.60","62.68","55.75","58.02","99.45","64.35","59.40","99.45","50.30","62.60","59.45","67.39","64.35","50.30","99.45"
"OSHKOSH","CHARGE","10000926","FSH","83001","235.00","54.88","199.75","30.94","37.78","199.75","32.57","141.00","199.75","42.28","63.27","143.35","188.00","78.39","32.45","32.79","199.75","129.25","43.98","199.75","65.15","76.02","64.32","74.56","129.25","30.94","199.75"
"OSHKOSH","CHARGE","10000927","LUTEINIZING HORMONE","83002","243.00","110.71","206.55","105.65","136.21","206.55","109.69","130.11","206.55","117.50","116.71","148.23","194.40","130.19","115.79","120.51","206.55","133.65","123.37","206.55","104.48","130.01","123.47","139.96","133.65","104.48","206.55"
"OSHKOSH","CHARGE","10000928","HUMAN GROWTH HORMONE","83003","140.00","63.79","119.00","60.87","78.48","119.00","63.20","74.96","119.00","67.69","67.24","85.40","112.00","75.01","66.71","69.43","119.00","77.00","71.08","119.00","60.19","74.90","71.14","80.64","77.00","60.19","119.00"
"OSHKOSH","CHARGE","10000929","HAPTOGLOBIN","83010","118.00","33.60","100.30","26.65","35.09","100.30","28.73","63.29","100.30","31.89","36.06","71.98","94.40","42.79","27.59","28.65","100.30","64.90","30.54","100.30","34.72","43.11","37.40","43.72","64.90","26.65","100.30"
