Facility,Type,Chargecode_DRG_CPT,Description,CPT,_1_1_21_Fee,Aetna_W,Aetna_PPO,Anthem_Blue_Priority,Anthem_Blue_Preferred,Anthem_PPO,Aurora_Caregiver,Cigna_GPPO,Cigna_PPO,Exchange_-Common_Ground,Exchange_-Molina,Health_EOS_Plus,Health_EOS_PPO,HPS,Humana_WVN,Humana_HMO,Humana_HPN_PPO,Trilogy,UHC_HMO,UHC_PPO,WEA_State_and_Trust,WEA_Broad,WPS_Arise,WPS_Statewide,SELF_PAY,MIN,MAX
"MANITOWOC","CHARGE","10000479","XR CHOLANGIOGRAM INTRAOP S&I","74300","1,050.00","271.64","892.50","307.23","419.69","892.50","331.17","632.52","892.50","331.17","357.63","640.50","840.00","379.26","378.53","397.53","892.50","577.50","446.25","892.50","322.88","420.53","384.30","448.67","577.50","271.64","892.50"
"MANITOWOC","CHARGE","10000484","ERCP BILE DUCT S&I","74328","810.00","222.02","688.50","275.81","376.89","688.50","294.35","509.09","688.50","290.14","304.88","494.10","648.00","325.78","333.48","350.16","688.50","445.50","393.42","688.50","284.07","368.39","336.64","393.09","445.50","222.02","688.50"
"MANITOWOC","CHARGE","10000486","ERCP BILE & PANCREAS DUCT S&I","74330","1,010.00","335.45","858.50","368.55","501.31","858.50","420.59","713.11","858.50","413.92","413.37","616.10","808.00","434.20","457.40","480.23","858.50","555.50","493.36","858.50","397.31","511.94","464.68","542.47","555.50","335.45","858.50"
"MANITOWOC","CHARGE","10000487","INSERT LONG FEEDING TUBE S&I","74340","525.00","240.68","446.25","253.15","335.53","446.25","252.04","321.91","446.25","262.66","272.58","320.25","420.00","311.16","327.26","337.96","446.25","288.75","321.80","446.25","240.86","307.09","277.30","317.26","288.75","240.68","446.25"
"MANITOWOC","CHARGE","10000492","XR UROGRAPHY RETROGRADE","74420","1,540.00","706.01","1,309.00","742.59","984.22","1,309.00","739.33","944.27","1,309.00","770.47","799.57","939.40","1,232.00","912.72","959.97","991.34","1,309.00","847.00","943.94","1,309.00","706.51","900.80","813.42","930.62","847.00","706.01","1,309.00"
"MANITOWOC","CHARGE","10000493","XR UROGRAPHY ANTEGRADE S&I","74425","935.00","428.65","794.75","450.86","597.56","794.75","448.88","573.31","794.75","467.78","485.45","570.35","748.00","554.15","582.84","601.89","794.75","514.25","573.10","794.75","428.95","546.91","493.86","565.02","514.25","428.65","794.75"
"MANITOWOC","CHARGE","10000494","XR CYSTOGRAM 3 VIEW MIN S&I","74430","845.00","387.39","718.25","407.46","540.04","718.25","405.67","518.12","718.25","422.76","438.72","515.45","676.00","500.81","526.74","543.95","718.25","464.75","517.94","718.25","387.66","494.27","446.32","510.63","464.75","387.39","718.25"
"MANITOWOC","CHARGE","10000495","XR URETHROGRAM RETROGRADE S&I","74450","855.00","391.97","726.75","412.28","546.43","726.75","410.47","524.25","726.75","427.76","443.91","521.55","684.00","506.74","532.97","550.39","726.75","470.25","524.07","726.75","392.25","500.12","451.61","516.67","470.25","391.97","726.75"
"MANITOWOC","CHARGE","10000496","XR CYSTOGRAM VOIDING S&I","74455","1,150.00","527.21","977.50","554.53","734.97","977.50","552.10","705.14","977.50","575.35","597.08","701.50","920.00","681.58","716.86","740.29","977.50","632.50","704.89","977.50","527.59","672.67","607.42","694.94","632.50","527.21","977.50"
"MANITOWOC","CHARGE","10000500","XR HYSTEROSALPINGOGRAM S&I","74740","980.00","694.53","833.00","543.95","749.65","833.00","592.80","784.00","833.00","664.34","760.04","597.80","784.00","832.02","772.93","788.07","833.00","539.00","823.20","833.00","724.81","794.49","730.74","777.43","539.00","539.00","833.00"
"MANITOWOC","CHARGE","10000512","HB CHB TA ABD AORTA/ILIOFEMORAL","75635","2,100.00","525.73","1,785.00","540.77","727.20","1,785.00","451.52","922.48","1,785.00","547.60","539.87","1,281.00","1,680.00","774.72","618.04","647.27","1,785.00","1,155.00","564.29","1,785.00","556.44","709.65","638.87","736.47","1,155.00","451.52","1,785.00"
"MANITOWOC","CHARGE","10000575","GUIDED DRAINAGE S&I","75989","2,080.00","953.57","1,768.00","1,002.97","1,329.33","1,768.00","998.57","1,275.38","1,768.00","1,040.63","1,079.93","1,268.80","1,664.00","1,232.77","1,296.58","1,338.96","1,768.00","1,144.00","1,274.93","1,768.00","954.25","1,216.66","1,098.65","1,256.94","1,144.00","953.57","1,768.00"
"MANITOWOC","CHARGE","10000581","FLUOROSCOPY UP TO 1 HR","76000","360.00","162.13","306.00","179.18","236.67","306.00","185.91","223.21","306.00","182.41","195.91","219.60","288.00","214.48","212.05","221.87","306.00","198.00","225.37","306.00","189.87","239.47","215.11","244.83","198.00","162.13","306.00"
"MANITOWOC","CHARGE","10000583","XR FOREIGN BODY CHILD SINGLE VIEW","76010","240.00","110.03","204.00","115.73","153.38","204.00","115.22","147.16","204.00","120.07","124.61","146.40","192.00","142.24","149.61","154.49","204.00","132.00","147.11","204.00","110.11","140.38","126.77","145.03","132.00","110.03","204.00"
"MANITOWOC","CHARGE","10000584","SINOGRAM S&I","76080","695.00","318.62","590.75","335.13","444.18","590.75","333.66","426.15","590.75","347.71","360.84","423.95","556.00","411.91","433.23","447.39","590.75","382.25","426.00","590.75","318.85","406.53","367.10","419.99","382.25","318.62","590.75"
"MANITOWOC","CHARGE","10000585","RAD EXAM SURGICAL SPEC","76098","240.00","79.56","204.00","72.13","98.58","204.00","95.54","80.11","204.00","82.62","101.94","146.40","192.00","115.18","102.66","107.78","204.00","132.00","84.72","204.00","101.16","131.54","108.74","126.99","132.00","72.13","204.00"
"MANITOWOC","CHARGE","10000589","3D RENDERING WO POSTPROCESSING","76376","440.00","197.12","374.00","200.38","264.49","374.00","183.59","241.63","374.00","217.97","216.66","268.40","352.00","269.66","226.88","237.67","374.00","242.00","284.83","374.00","202.69","256.81","242.12","279.03","242.00","183.59","374.00"
"MANITOWOC","CHARGE","10000590","3D RENDERING W/ POSTPROCESSING","76377","630.00","242.51","535.50","247.15","317.76","535.50","232.26","285.64","535.50","258.93","256.28","384.30","504.00","314.42","267.94","279.95","535.50","346.50","269.88","535.50","239.15","298.81","279.13","315.86","346.50","232.26","535.50"
"MANITOWOC","CHARGE","10000591","CT LIMITED OR LOCALIZED EXAM","76380","1,600.00","400.56","1,360.00","412.01","554.06","1,360.00","344.01","702.84","1,360.00","417.22","411.33","976.00","1,280.00","590.26","470.89","493.16","1,360.00","880.00","429.94","1,360.00","423.95","540.69","486.76","561.12","880.00","344.01","1,360.00"
"MANITOWOC","CHARGE","10000602","US, SOFT TISSUE HEAD/NECK","76536","530.00","321.03","450.50","329.22","446.06","450.50","274.49","318.00","450.50","360.08","361.43","323.30","424.00","482.74","384.66","404.54","450.50","291.50","506.59","450.50","350.22","454.54","423.56","498.07","291.50","274.49","506.59"
"MANITOWOC","CHARGE","10000603","US CHEST","76604","420.00","312.13","357.00","307.17","340.32","357.00","297.16","237.43","357.00","317.99","322.40","256.20","336.00","316.96","301.85","306.43","357.00","231.00","332.26","357.00","298.53","324.37","318.38","336.51","231.00","231.00","357.00"
"MANITOWOC","CHARGE","10000605","US ABDOMEN COMPLETE","76700","855.00","284.81","726.75","295.30","400.52","726.75","248.09","480.80","726.75","322.36","319.80","521.55","684.00","424.37","342.76","360.65","726.75","470.25","527.62","726.75","306.50","398.63","374.69","440.46","470.25","248.09","726.75"
"MANITOWOC","CHARGE","10000606","US ABDOMEN LTD","76705","640.00","298.48","544.00","307.84","408.97","544.00","278.66","347.93","544.00","335.30","332.71","390.40","512.00","414.10","342.28","358.84","544.00","352.00","468.16","544.00","307.29","392.95","372.81","432.59","352.00","278.66","544.00"
"MANITOWOC","CHARGE","10000607","US RETROPERITONEUM COMPLETE","76770","940.00","363.14","799.00","370.64","488.86","799.00","337.98","571.02","799.00","391.87","392.76","573.40","752.00","478.01","407.59","428.48","799.00","517.00","562.13","799.00","363.75","466.12","444.03","514.22","517.00","337.98","799.00"
"MANITOWOC","CHARGE","10000608","US RETROPERITONEUM LTD","76775","705.00","256.66","599.25","255.88","345.27","599.25","237.62","341.47","599.25","281.30","285.98","430.05","564.00","330.36","273.47","287.50","599.25","387.75","403.05","599.25","252.21","327.12","308.26","361.42","387.75","237.62","599.25"
"MANITOWOC","CHARGE","10000609","US RENAL TRANSPLANT","76776","1,110.00","497.27","943.50","505.51","667.24","943.50","463.14","609.55","943.50","549.87","546.58","677.10","888.00","680.28","572.36","599.57","943.50","610.50","718.55","943.50","511.32","647.87","610.80","703.92","610.50","463.14","943.50"
"MANITOWOC","CHARGE","10000611","US OB < 14 WK SINGLE FETUS","76801","900.00","500.94","765.00","521.21","713.63","765.00","511.18","401.24","765.00","590.81","526.10","549.00","720.00","693.59","543.83","571.30","765.00","495.00","500.94","765.00","467.53","608.78","589.79","688.68","495.00","401.24","765.00"
"MANITOWOC","CHARGE","10000612","US OB <14 WK ADDL FETUS","76802","450.00","201.60","382.50","204.94","270.50","382.50","187.76","247.12","382.50","222.92","221.59","274.50","360.00","275.79","232.04","243.07","382.50","247.50","291.30","382.50","207.29","262.65","247.62","285.37","247.50","187.76","382.50"
"MANITOWOC","CHARGE","10000613","US OB >/=14 WK SINGLE FETUS","76805","1,080.00","483.83","918.00","491.85","649.21","918.00","450.62","593.08","918.00","535.01","531.81","658.80","864.00","661.89","556.89","583.37","918.00","594.00","699.13","918.00","497.50","630.36","594.29","684.90","594.00","450.62","918.00"
"MANITOWOC","CHARGE","10000614","US OB >/=14 WK ADDL FETUS","76810","540.00","241.92","459.00","245.93","324.60","459.00","225.31","296.54","459.00","267.50","265.90","329.40","432.00","330.95","278.45","291.68","459.00","297.00","349.56","459.00","248.75","315.18","297.15","342.45","297.00","225.31","459.00"
"MANITOWOC","CHARGE","10000619","US OB LIMITED","76815","640.00","415.10","544.00","426.68","527.55","544.00","419.92","420.47","544.00","482.57","430.80","390.40","512.00","505.20","437.49","453.07","544.00","352.00","438.64","544.00","393.19","472.70","461.77","513.25","352.00","352.00","544.00"
"MANITOWOC","CHARGE","10000621","US OB TRANSVAGINAL","76817","750.00","444.48","637.50","462.03","625.76","637.50","436.25","357.50","637.50","518.70","475.20","457.50","600.00","612.39","496.20","521.49","637.50","412.50","483.96","637.50","431.39","555.86","539.33","609.12","412.50","357.50","637.50"
"MANITOWOC","CHARGE","10000622","BPP W/NST","76818","985.00","441.27","837.25","448.59","592.10","837.25","410.99","540.91","837.25","487.95","485.03","600.85","788.00","603.67","507.91","532.05","837.25","541.75","637.63","837.25","453.74","574.91","542.02","624.65","541.75","410.99","837.25"
"MANITOWOC","CHARGE","10000623","BPP W/O NST","76819","775.00","284.66","658.75","288.53","394.48","658.75","255.29","775.00","658.75","262.96","270.71","472.75","620.00","304.73","775.00","775.00","658.75","426.25","775.00","658.75","226.61","289.31","269.16","310.93","426.25","226.61","775.00"
"MANITOWOC","CHARGE","10000624","ECHO UMBILICAL ARTERY","76820","475.00","212.80","403.75","216.32","285.53","403.75","198.19","260.85","403.75","235.30","233.90","289.75","380.00","291.11","244.93","256.57","403.75","261.25","307.49","403.75","218.81","277.24","261.38","301.23","261.25","198.19","403.75"
"MANITOWOC","CHARGE","10000625","ECHO MIDDLE CEREBRAL ARTERY","76821","475.00","212.80","403.75","216.32","285.53","403.75","198.19","260.85","403.75","235.30","233.90","289.75","380.00","291.11","244.93","256.57","403.75","261.25","307.49","403.75","218.81","277.24","261.38","301.23","261.25","198.19","403.75"
"MANITOWOC","CHARGE","10000630","US TRANSVAGINAL","76830","470.00","150.54","399.50","152.90","200.81","399.50","149.79","212.20","399.50","169.15","161.66","286.70","376.00","201.21","169.50","177.20","399.50","258.50","189.18","399.50","149.79","188.47","180.47","207.66","258.50","149.79","399.50"
"MANITOWOC","CHARGE","10000631","US PELVIS COMPLETE","76856","900.00","264.69","765.00","265.83","346.52","765.00","260.91","406.59","765.00","290.80","282.41","549.00","720.00","345.42","299.02","312.32","765.00","495.00","347.28","765.00","265.37","331.61","316.11","362.76","495.00","260.91","765.00"
"MANITOWOC","CHARGE","10000632","US PELVIS LIMITED","76857","585.00","298.25","497.25","289.54","391.33","497.25","298.25","412.00","497.25","332.94","344.64","356.85","468.00","379.65","330.97","347.80","497.25","321.75","425.92","497.25","300.83","390.41","365.33","427.64","321.75","289.54","497.25"
"MANITOWOC","CHARGE","10000633","US TESTICLES","76870","995.00","490.55","845.75","515.26","648.36","845.75","473.85","578.33","845.75","561.14","567.18","606.95","796.00","649.68","558.46","586.63","845.75","547.25","667.09","845.75","486.58","612.91","590.86","668.25","547.25","473.85","845.75"
"MANITOWOC","CHARGE","10000636","ULTRASOUND FOR VASCULAR ACCESS","76937","420.00","188.16","357.00","191.28","252.47","357.00","175.24","230.64","357.00","208.06","206.81","256.20","336.00","257.40","216.57","226.87","357.00","231.00","271.88","357.00","193.47","245.14","231.11","266.35","231.00","175.24","357.00"
"MANITOWOC","CHARGE","10000638","US NEEDLE GUIDANCE S&I","76942","1,200.00","1,138.38","1,020.00","673.44","921.18","1,020.00","1,057.02","1,057.14","1,020.00","913.68","1,065.78","732.00","960.00","1,200.00","1,135.14","1,162.08","1,020.00","660.00","1,200.00","1,020.00","1,173.18","1,200.00","1,093.86","1,176.72","660.00","660.00","1,200.00"
"MANITOWOC","CHARGE","10000642","US GUIDANCE INTRAOPERATIVE","76998","490.00","180.76","416.50","215.34","293.54","416.50","199.69","389.42","416.50","228.83","213.18","298.90","392.00","308.52","246.52","259.08","416.50","269.50","306.63","416.50","252.28","325.13","230.71","270.12","269.50","180.76","416.50"
"MANITOWOC","CHARGE","10000643","US MISCELLANEOUS","76999","130.00","58.24","110.50","59.20","78.15","110.50","54.24","71.39","110.50","64.40","64.01","79.30","104.00","79.67","67.03","70.22","110.50","71.50","84.15","110.50","59.88","75.88","71.54","82.44","71.50","54.24","110.50"
"MANITOWOC","CHARGE","10000644","FLUORO GUIDANCE CVL","77001","385.00","176.50","327.25","185.65","246.05","327.25","184.83","236.07","327.25","192.62","199.89","234.85","308.00","228.18","239.99","247.84","327.25","211.75","235.98","327.25","176.63","225.20","203.36","232.65","211.75","176.50","327.25"
"MANITOWOC","CHARGE","10000645","FLUORO GUIDANCE NEEDLE PLACEMENT","77002","385.00","92.11","327.25","97.06","136.71","327.25","61.09","231.00","327.25","86.53","111.17","234.85","308.00","163.59","136.00","142.98","327.25","211.75","100.75","327.25","122.57","159.18","126.24","147.27","211.75","61.09","327.25"
"MANITOWOC","CHARGE","10000647","FLUORO GUIDANCE SPINE INJECTION","77003","385.00","315.10","327.25","170.48","233.19","327.25","355.66","385.00","327.25","231.31","272.60","234.85","308.00","368.98","313.22","328.98","327.25","211.75","380.77","327.25","335.49","385.00","289.04","337.53","211.75","170.48","385.00"
"MANITOWOC","CHARGE","10000648","CT GUIDED STEREO LOCALIZATION","77011","1,430.00","358.00","1,215.50","368.24","495.19","1,215.50","307.46","628.17","1,215.50","372.89","367.63","872.30","1,144.00","527.55","420.86","440.76","1,215.50","786.50","384.26","1,215.50","378.91","483.24","435.04","501.50","786.50","307.46","1,215.50"
"MANITOWOC","CHARGE","10000649","CT GUIDED NEEDLE PLACEMENT S&I","77012","2,290.00","573.30","1,946.50","589.70","792.99","1,946.50","492.37","1,005.94","1,946.50","597.15","588.72","1,396.90","1,832.00","844.82","673.96","705.83","1,946.50","1,259.50","615.35","1,946.50","606.78","773.86","696.67","803.10","1,259.50","492.37","1,946.50"
"MANITOWOC","CHARGE","10000651","CT GUIDED FIELD PLACEMENT","77014","2,640.00","1,451.84","2,244.00","1,583.60","1,715.74","2,244.00","1,451.67","1,584.00","2,244.00","1,583.60","1,583.64","1,610.40","2,112.00","1,583.97","1,662.74","1,741.94","2,244.00","1,452.00","964.36","2,244.00","1,425.27","1,583.74","1,583.74","1,715.77","1,452.00","964.36","2,244.00"
"MANITOWOC","CHARGE","10000662","BONE AGE STUDY","77072","490.00","224.64","416.50","236.28","313.16","416.50","235.24","300.45","416.50","245.15","254.41","298.90","392.00","290.41","305.44","315.43","416.50","269.50","300.34","416.50","224.80","286.62","258.82","296.11","269.50","224.64","416.50"
"MANITOWOC","CHARGE","10000663","BONE LENGTH STUDY","77073","590.00","270.48","501.50","284.50","377.07","501.50","283.25","361.77","501.50","295.18","306.33","359.90","472.00","349.68","367.78","379.80","501.50","324.50","361.64","501.50","270.68","345.11","311.63","356.53","324.50","270.48","501.50"
"MANITOWOC","CHARGE","10000665","BONE SURVEY COMPLETE","77075","1,460.00","196.81","1,241.00","219.44","306.02","1,241.00","206.74","876.00","1,241.00","226.30","260.76","890.60","1,168.00","331.71","274.63","289.37","1,241.00","803.00","324.70","1,241.00","226.30","294.19","232.29","277.55","803.00","196.81","1,241.00"
"MANITOWOC","CHARGE","10000672","DOSIMETRY BASIC CALCULATION","77300","470.00","258.48","399.50","281.96","305.47","399.50","258.47","282.00","399.50","281.96","281.96","286.70","376.00","282.00","296.05","310.15","399.50","258.50","156.27","399.50","253.77","281.97","281.97","305.48","258.50","156.27","399.50"
"MANITOWOC","CHARGE","10000678","NM THYROID METS IMAGING WHOLE BODY","78018","2,710.00","1,465.08","2,303.50","1,537.33","1,812.55","2,303.50","1,469.35","1,633.97","2,303.50","1,518.94","1,385.98","1,653.10","2,168.00","1,541.65","1,553.08","1,626.47","2,303.50","1,490.50","1,648.46","2,303.50","1,383.54","1,607.81","1,618.42","1,796.14","1,490.50","1,383.54","2,303.50"
"MANITOWOC","CHARGE","10000679","NM THYROID METS UPTAKE","78020","735.00","397.35","624.75","416.95","491.60","624.75","398.51","443.16","624.75","411.96","375.90","448.35","588.00","418.12","421.22","441.13","624.75","404.25","447.09","624.75","375.24","436.07","438.94","487.14","404.25","375.24","624.75"
"MANITOWOC","CHARGE","10000680","NM PARATHYROID IMAGING","78070","1,550.00","837.96","1,317.50","879.28","1,036.70","1,317.50","840.40","934.56","1,317.50","868.77","792.72","945.50","1,240.00","881.76","888.29","930.27","1,317.50","852.50","942.85","1,317.50","791.32","919.60","925.66","1,027.31","852.50","791.32","1,317.50"
"MANITOWOC","CHARGE","10000687","NM LYMPHOSCINTIGRAPHY","78195","2,130.00","733.15","1,810.50","669.25","914.62","1,810.50","884.16","687.56","1,810.50","713.76","949.13","1,299.30","1,704.00","1,080.34","904.40","949.55","1,810.50","1,171.50","738.05","1,810.50","948.49","1,232.42","1,012.18","1,182.15","1,171.50","669.25","1,810.50"
"MANITOWOC","CHARGE","10000695","NM GASTRIC EMPTYING STUDY","78264","1,980.00","1,089.00","1,683.00","1,188.00","1,287.00","1,683.00","1,089.00","1,188.00","1,683.00","1,188.00","1,909.51","1,207.80","1,584.00","1,188.00","1,373.92","1,427.18","1,683.00","1,089.00","1,980.00","1,683.00","1,069.20","1,188.00","1,188.00","1,287.00","1,089.00","1,069.20","1,980.00"
"MANITOWOC","CHARGE","10000696","NM GI BLEED STUDY","78278","1,770.00","956.90","1,504.50","1,004.08","1,183.84","1,504.50","959.69","1,067.20","1,504.50","992.08","905.24","1,079.70","1,416.00","1,006.91","1,014.37","1,062.31","1,504.50","973.50","1,076.67","1,504.50","903.64","1,050.12","1,057.05","1,173.12","973.50","903.64","1,504.50"
"MANITOWOC","CHARGE","10000697","NM BOWEL IMAGING","78290","1,520.00","821.74","1,292.00","862.26","1,016.64","1,292.00","824.14","916.47","1,292.00","851.95","777.38","927.20","1,216.00","864.69","871.10","912.26","1,292.00","836.00","924.60","1,292.00","776.01","901.80","907.75","1,007.43","836.00","776.01","1,292.00"
"MANITOWOC","CHARGE","10000699","NM BONE IMAGING/LTD","78300","1,480.00","800.12","1,258.00","839.57","989.88","1,258.00","802.45","892.35","1,258.00","829.53","756.92","902.80","1,184.00","841.94","848.18","888.26","1,258.00","814.00","900.27","1,258.00","755.59","878.07","883.86","980.92","814.00","755.59","1,258.00"
"MANITOWOC","CHARGE","10000701","NM BONE IMAGING/WHOLE BODY","78306","2,210.00","1,215.50","1,878.50","1,326.00","1,436.50","1,878.50","1,215.50","1,326.00","1,878.50","1,326.00","2,003.59","1,348.10","1,768.00","1,326.00","1,288.65","1,349.21","1,878.50","1,215.50","2,210.00","1,878.50","1,193.40","1,326.00","1,326.00","1,436.50","1,215.50","1,193.40","2,210.00"
"MANITOWOC","CHARGE","10000702","NM BONE IMAGING W FLOW","78315","2,380.00","1,267.98","2,023.00","1,374.93","1,490.20","2,023.00","1,262.03","1,428.00","2,023.00","1,379.29","1,634.66","1,451.80","1,904.00","1,391.98","1,361.04","1,424.91","2,023.00","1,309.00","2,124.55","2,023.00","1,250.53","1,390.87","1,384.29","1,501.15","1,309.00","1,250.53","2,124.55"
"MANITOWOC","CHARGE","10000706","NM MYO PERF SPECT SINGLE","78451","3,320.00","1,880.78","2,822.00","1,916.80","2,313.87","2,822.00","1,878.46","2,051.76","2,822.00","2,019.39","2,037.48","2,025.20","2,656.00","2,009.60","1,871.48","1,962.62","2,822.00","1,826.00","2,664.80","2,822.00","1,735.20","2,079.81","2,023.04","2,277.85","1,826.00","1,735.20","2,822.00"
"MANITOWOC","CHARGE","10000707","NM MYO PERF SPECT MULTIPLE","78452","4,960.00","2,649.23","4,216.00","2,775.46","3,319.80","4,216.00","2,660.14","2,976.00","4,216.00","2,729.39","2,332.96","3,025.60","3,968.00","2,771.33","2,817.45","2,951.43","4,216.00","2,728.00","2,759.48","4,216.00","2,485.49","2,907.66","2,942.70","3,281.61","2,728.00","2,332.96","4,216.00"
"MANITOWOC","CHARGE","10000712","NM GATED BLOOD POOL IMAGING REST","78472","2,050.00","1,108.27","1,742.50","1,162.92","1,371.12","1,742.50","1,111.50","1,236.03","1,742.50","1,149.01","1,048.44","1,250.50","1,640.00","1,166.19","1,174.84","1,230.36","1,742.50","1,127.50","1,246.99","1,742.50","1,046.59","1,216.24","1,224.26","1,358.70","1,127.50","1,046.59","1,742.50"
"MANITOWOC","CHARGE","10000716","NM PULMONARY PERFUSION","78580","1,690.00","913.65","1,436.50","958.70","1,130.34","1,436.50","916.31","1,018.97","1,436.50","947.24","864.32","1,030.90","1,352.00","961.40","968.53","1,014.29","1,436.50","929.50","1,028.01","1,436.50","862.80","1,002.66","1,009.27","1,120.10","929.50","862.80","1,436.50"
"MANITOWOC","CHARGE","10000724","NM BRAIN METABOLIC EVAL","78608","6,680.00","3,198.12","5,678.00","3,372.87","4,252.62","5,678.00","3,012.08","4,008.00","5,678.00","3,465.38","2,863.11","4,074.80","5,344.00","3,111.54","2,702.79","2,838.93","5,678.00","3,674.00","2,367.59","5,678.00","3,021.16","3,716.02","3,472.00","3,947.41","3,674.00","2,367.59","5,678.00"
"MANITOWOC","CHARGE","10000731","NM RENAL FUNCTION WO DRUG","78707","2,460.00","1,329.92","2,091.00","1,395.51","1,645.34","2,091.00","1,333.80","1,483.23","2,091.00","1,378.82","1,258.13","1,500.60","1,968.00","1,399.43","1,409.81","1,476.43","2,091.00","1,353.00","1,496.39","2,091.00","1,255.91","1,459.49","1,469.12","1,630.44","1,353.00","1,255.91","2,091.00"
"MANITOWOC","CHARGE","10000732","NM RENAL FUNCTION W DRUG","78708","2,660.00","1,438.05","2,261.00","1,508.96","1,779.11","2,261.00","1,442.24","1,603.82","2,261.00","1,490.92","1,360.41","1,622.60","2,128.00","1,513.21","1,524.43","1,596.46","2,261.00","1,463.00","1,618.05","2,261.00","1,358.01","1,578.15","1,588.56","1,763.00","1,463.00","1,358.01","2,261.00"
"MANITOWOC","CHARGE","10000734","NM TUMOR LOCALIZATION/LTD","78800","1,350.00","729.84","1,147.50","765.83","902.93","1,147.50","731.97","813.97","1,147.50","756.67","690.43","823.50","1,080.00","767.98","773.68","810.23","1,147.50","742.50","821.19","1,147.50","689.22","800.94","806.22","894.75","742.50","689.22","1,147.50"
"MANITOWOC","CHARGE","10000736","NM TUMOR LOCALIZATION/SPECT","78803","2,320.00","1,254.24","1,972.00","1,316.09","1,551.71","1,972.00","1,257.90","1,398.82","1,972.00","1,300.35","1,186.52","1,415.20","1,856.00","1,319.79","1,329.58","1,392.40","1,972.00","1,276.00","1,411.23","1,972.00","1,184.43","1,376.43","1,385.51","1,537.65","1,276.00","1,184.43","1,972.00"
"MANITOWOC","CHARGE","10000737","NM TUMOR LOCALIZATION/WB 2+ DAY","78804","2,710.00","1,465.08","2,303.50","1,537.33","1,812.55","2,303.50","1,469.35","1,633.97","2,303.50","1,518.94","1,385.98","1,653.10","2,168.00","1,541.65","1,553.08","1,626.47","2,303.50","1,490.50","1,648.46","2,303.50","1,383.54","1,607.81","1,618.42","1,796.14","1,490.50","1,383.54","2,303.50"
"MANITOWOC","CHARGE","10000743","NM THERAPY ORAL ADMINISTRATION","79005","925.00","500.07","786.25","524.73","618.68","786.25","501.53","557.72","786.25","518.46","473.08","564.25","740.00","526.21","530.11","555.16","786.25","508.75","562.67","786.25","472.24","548.79","552.41","613.07","508.75","472.24","786.25"
"MANITOWOC","CHARGE","10000744","NM RADIOPHARMACEUTICAL THERAPY IV","79101","1,160.00","627.12","986.00","658.04","775.85","986.00","628.95","699.41","986.00","650.17","593.26","707.60","928.00","659.90","664.79","696.20","986.00","638.00","705.61","986.00","592.22","688.22","692.75","768.83","638.00","592.22","986.00"
"MANITOWOC","CHARGE","10000748","URINALYSIS SCREEN MANUAL","81002","28.00","14.17","23.80","14.12","17.86","23.80","14.30","15.94","23.80","15.16","14.96","17.08","22.40","16.73","15.13","15.70","23.80","15.40","15.77","23.80","13.19","16.33","15.52","17.46","15.40","13.19","23.80"
"MANITOWOC","CHARGE","10000750","URINALYSIS AUTO W/O MICRO","81003","73.00","35.67","62.05","36.63","46.22","62.05","36.72","33.35","62.05","39.94","37.70","44.53","58.40","44.23","39.11","40.67","62.05","40.15","38.30","62.05","33.48","41.65","40.25","45.06","40.15","33.35","62.05"
"MANITOWOC","CHARGE","10000751","URINE MICROSCOPIC","81015","39.00","20.97","33.15","20.30","20.59","33.15","20.45","12.95","33.15","20.58","20.78","23.79","31.20","21.30","20.97","21.04","33.15","21.45","20.78","33.15","21.07","21.50","20.85","21.08","21.45","12.95","33.15"
"MANITOWOC","CHARGE","10000752","URINE RBC MICROSCOPIC","81015","39.00","19.73","33.15","19.67","24.88","33.15","19.91","22.20","33.15","21.12","20.84","23.79","31.20","23.30","21.07","21.86","33.15","21.45","21.97","33.15","18.37","22.75","21.61","24.31","21.45","18.37","33.15"
"MANITOWOC","CHARGE","10000753","POC-URINE DIPSTICK PREGNANCY","81025","94.00","32.94","79.90","34.36","46.37","79.90","33.76","39.51","79.90","33.55","35.91","57.34","75.20","39.61","39.72","41.69","79.90","51.70","42.89","79.90","34.72","44.88","38.82","45.06","51.70","32.94","79.90"
"MANITOWOC","CHARGE","10000754","URINE DIPSTICK PREGNANCY","81025","134.00","58.01","113.90","58.73","78.73","113.90","60.86","74.53","113.90","64.15","62.62","81.74","107.20","74.93","69.51","72.38","113.90","73.70","70.09","113.90","59.27","75.74","66.94","77.11","73.70","58.01","113.90"
"MANITOWOC","CHARGE","10000756","URINE TIMED VOLUME, EACH","81050","23.00","4.45","19.55","1.99","2.39","19.55","2.39","13.80","19.55","2.99","5.29","14.03","18.40","7.85","2.49","2.49","19.55","12.65","1.60","19.55","6.29","7.46","5.21","6.16","12.65","1.60","19.55"
"MANITOWOC","CHARGE","10000757","ACETAMINOPHIN","80329","284.00","147.09","241.40","150.27","198.40","241.40","150.02","134.52","241.40","166.93","155.17","173.24","227.20","188.71","163.18","170.88","241.40","156.20","159.06","241.40","134.93","172.54","166.60","190.94","156.20","134.52","241.40"
"MANITOWOC","CHARGE","10000759","ACETONE SERUM QUANTITATIVE","82010","75.00","60.78","63.75","58.89","67.74","63.75","61.03","64.16","63.75","63.65","63.37","45.75","60.00","64.49","56.53","59.35","63.75","41.25","64.67","63.75","53.26","64.82","64.36","67.14","41.25","41.25","67.74"
