SVCCD,Description,CPT,Gross Charge,As of Date,DISCOUNTED CASH PRICE INPATIENT,DISCOUNTED CASH PRICE OUTPATIENT,DE-IDENTIFIED MIN,DE-IDENTIFIED MAX,BCBSAL PPO - All Plans,UHC PPO - All Plans ,Aetna PPO - All Plans ,Cigna PPO - All Plans ,Humana PPO - All Plans ,COMM Viva Health PPO - All Plans ,UHC MA - All Plans ,Humana MA - All Plans ,BCBSAL MA - All Plans ,Healthspring MA - All Plans ,Aetna/Coventry MA - All Plans ,Viva Health MA - All Plans ,Multiplan - All Plans 
1314434,"POTASSIUM, URINE",84133,215,2/13/2023,64.5,38.7,14.835,163.4,16.34,69.66,163.4,52.675,68.585,96.75,15.695,14.835,15.91,15.91,17.2,16.555,55.9
1217079,BUPIV.75/DEX8.25% 2M,,14.14,2/13/2023,4.242,2.5452,0.97566,10.7464,1.07464,4.58136,10.7464,3.4643,4.51066,6.363,1.03222,0.97566,1.04636,1.04636,1.1312,1.08878,3.6764
1314724,TOXOPLASMA AB,86777,718.14,2/13/2023,215.442,129.2652,49.55166,545.7864,54.57864,232.67736,545.7864,175.9443,229.08666,323.163,52.42422,49.55166,53.14236,53.14236,57.4512,55.29678,186.7164
1621560,US-EXT VEINS DPX LTD,93971,3457.95,2/13/2023,1037.385,622.431,238.59855,2628.042,262.8042,1120.3758,2628.042,847.19775,1103.08605,1556.0775,252.43035,238.59855,255.8883,255.8883,276.636,266.26215,899.067
1913261,CONCURRENT IV THER,96368,566.43,2/13/2023,169.929,101.9574,39.08367,430.4868,43.04868,183.52332,430.4868,138.77535,180.69117,254.8935,41.34939,39.08367,41.91582,41.91582,45.3144,43.61511,147.2718
1070082,EP-LDLS C PM INS VNT,SURG,17632.47,2/13/2023,5289.741,3173.8446,1216.64043,13400.6772,1340.06772,5712.92028,13400.6772,4319.95515,5624.75793,7934.6115,1287.17031,1216.64043,1304.80278,1304.80278,1410.5976,1357.70019,4584.4422
1212275,DIMETHIC 1%CRM 120ML,,58.72,2/13/2023,17.616,10.5696,4.05168,44.6272,4.46272,19.02528,44.6272,14.3864,18.73168,26.424,4.28656,4.05168,4.34528,4.34528,4.6976,4.52144,15.2672
2520639,SP-SPINE SNGL VW DR,72020,566.51,2/13/2023,169.953,101.9718,39.08919,430.5476,43.05476,183.54924,430.5476,138.79495,180.71669,254.9295,41.35523,39.08919,41.92174,41.92174,45.3208,43.62127,147.2926
1218816,LIDOCAINE-MPF1% 5ML,,12.24,2/13/2023,3.672,2.2032,0.84456,9.3024,0.93024,3.96576,9.3024,2.9988,3.90456,5.508,0.89352,0.84456,0.90576,0.90576,0.9792,0.94248,3.1824
7211961,VORICONAZOLE 10MG,J3465,18.54,2/13/2023,5.562,3.3372,1.27926,14.0904,1.40904,6.00696,14.0904,4.5423,5.91426,8.343,1.35342,1.27926,1.37196,1.37196,1.4832,1.42758,4.8204
1221206,KCL20-NS.2-D5W 500ML,,71.54,2/13/2023,21.462,12.8772,4.93626,54.3704,5.43704,23.17896,54.3704,17.5273,22.82126,32.193,5.22242,4.93626,5.29396,5.29396,5.7232,5.50858,18.6004
1314161,VITAMIN D 25OH,82306,1477.11,2/13/2023,443.133,265.8798,101.92059,1122.6036,112.26036,478.58364,1122.6036,361.89195,471.19809,664.6995,107.82903,101.92059,109.30614,109.30614,118.1688,113.73747,384.0486
1314775,FACTOR XII,85280,965.48,2/13/2023,289.644,173.7864,66.61812,733.7648,73.37648,312.81552,733.7648,236.5426,307.98812,434.466,70.48004,66.61812,71.44552,71.44552,77.2384,74.34196,251.0248
1212392,DIPHENHYDRA 25MG TAB,,1,2/13/2023,0.3,0.18,0.069,0.76,0.076,0.324,0.76,0.245,0.319,0.45,0.073,0.069,0.074,0.074,0.08,0.077,0.26
1331037,S-H CRYO EACH UNIT,P9012,1778.2,2/13/2023,533.46,320.076,122.6958,1351.432,135.1432,576.1368,1351.432,435.659,567.2458,800.19,129.8086,122.6958,131.5868,131.5868,142.256,136.9214,462.332
1317081,HLA1 TYP LR 1 AG EA,81374,325.82,2/13/2023,97.746,58.6476,22.48158,247.6232,24.76232,105.56568,247.6232,79.8259,103.93658,146.619,23.78486,22.48158,24.11068,24.11068,26.0656,25.08814,84.7132
2520754,LE-ANKLE 3VWS BI DR,73610,3951.19,2/13/2023,1185.357,711.2142,272.63211,3002.9044,300.29044,1280.18556,3002.9044,968.04155,1260.42961,1778.0355,288.43687,272.63211,292.38806,292.38806,316.0952,304.24163,1027.3094
1217467,ISOPROTER.2MG/ML 5ML,,6137.44,2/13/2023,1841.232,1104.7392,423.48336,4664.4544,466.44544,1988.53056,4664.4544,1503.6728,1957.84336,2761.848,448.03312,423.48336,454.17056,454.17056,490.9952,472.58288,1595.7344
1417004,SUTURE LEVEL 5,,963.9,2/13/2023,289.17,173.502,66.5091,732.564,73.2564,312.3036,732.564,236.1555,307.4841,433.755,70.3647,66.5091,71.3286,71.3286,77.112,74.2203,250.614
1621616,US-EXT COMP JNT UNI,76881,1187.01,2/13/2023,356.103,213.6618,81.90369,902.1276,90.21276,384.59124,902.1276,290.81745,378.65619,534.1545,86.65173,81.90369,87.83874,87.83874,94.9608,91.39977,308.6226
1610041,SP-ENTIRE SPNE 1V DR,72081,1304.45,2/13/2023,391.335,234.801,90.00705,991.382,99.1382,422.6418,991.382,319.59025,416.11955,587.0025,95.22485,90.00705,96.5293,96.5293,104.356,100.44265,339.157
8060089,EXERCISE W-HEMODYNAM,93464,6847.77,2/13/2023,2054.331,1232.5986,472.49613,5204.3052,520.43052,2218.67748,5204.3052,1677.70365,2184.43863,3081.4965,499.88721,472.49613,506.73498,506.73498,547.8216,527.27829,1780.4202
8060115,IC-PRQ RV BYP GRF AD,92938,40351,2/13/2023,12105.3,7263.18,2784.219,30666.76,3066.676,13073.724,30666.76,9885.995,12871.969,18157.95,2945.623,2784.219,2985.974,2985.974,3228.08,3107.027,10491.26
1414009,ANCHOR/SCRW LEVEL 9,C1713,3193.35,2/13/2023,958.005,574.803,220.34115,2426.946,242.6946,1034.6454,2426.946,782.37075,1018.67865,1437.0075,233.11455,220.34115,236.3079,236.3079,255.468,245.88795,830.271
1314108,GENERAL HEALTH PANEL,80050,3215.46,2/13/2023,964.638,578.7828,221.86674,2443.7496,244.37496,1041.80904,2443.7496,787.7877,1025.73174,1446.957,234.72858,221.86674,237.94404,237.94404,257.2368,247.59042,836.0196
1522023,PROCEDURE MAJOR,SURG,2449.44,2/13/2023,734.832,440.8992,169.01136,1861.5744,186.15744,793.61856,1861.5744,600.1128,781.37136,1102.248,178.80912,169.01136,181.25856,181.25856,195.9552,188.60688,636.8544
1110869,PROCEDURE INTERMEDIA,SURG,1667.95,2/13/2023,500.385,300.231,115.08855,1267.642,126.7642,540.4158,1267.642,408.64775,532.07605,750.5775,121.76035,115.08855,123.4283,123.4283,133.436,128.43215,433.667
2533811,S-BX BONE DEEP,SURG,4688.03,2/13/2023,1406.409,843.8454,323.47407,3562.9028,356.29028,1518.92172,3562.9028,1148.56735,1495.48157,2109.6135,342.22619,323.47407,346.91422,346.91422,375.0424,360.97831,1218.8878
2533792,S-BX NDL LIVER,47000,4688.03,2/13/2023,1406.409,843.8454,323.47407,3562.9028,356.29028,1518.92172,3562.9028,1148.56735,1495.48157,2109.6135,342.22619,323.47407,346.91422,346.91422,375.0424,360.97831,1218.8878
1218640,DOFETILIDE .125MG CP,,6.63,2/13/2023,1.989,1.1934,0.45747,5.0388,0.50388,2.14812,5.0388,1.62435,2.11497,2.9835,0.48399,0.45747,0.49062,0.49062,0.5304,0.51051,1.7238
7212305,EPO GE 10KU EA 100UN,Q4081,5.12,2/13/2023,1.536,0.9216,0.35328,3.8912,0.38912,1.65888,3.8912,1.2544,1.63328,2.304,0.37376,0.35328,0.37888,0.37888,0.4096,0.39424,1.3312
1522031,BLOOD TRANSF 2 4 HRS,36430,3004.41,2/13/2023,901.323,540.7938,207.30429,2283.3516,228.33516,973.42884,2283.3516,736.08045,958.40679,1351.9845,219.32193,207.30429,222.32634,222.32634,240.3528,231.33957,781.1466
1314123,ALPHA 1-ANTITRYP TOT,82103,670.47,2/13/2023,201.141,120.6846,46.26243,509.5572,50.95572,217.23228,509.5572,164.26515,213.87993,301.7115,48.94431,46.26243,49.61478,49.61478,53.6376,51.62619,174.3222
1221001,D5NS+KCL 20MEQ 1000M,,203.69,2/13/2023,61.107,36.6642,14.05461,154.8044,15.48044,65.99556,154.8044,49.90405,64.97711,91.6605,14.86937,14.05461,15.07306,15.07306,16.2952,15.68413,52.9594
7211987,CAFFEINE CIT 5MG INJ,J0706,35.62,2/13/2023,10.686,6.4116,2.45778,27.0712,2.70712,11.54088,27.0712,8.7269,11.36278,16.029,2.60026,2.45778,2.63588,2.63588,2.8496,2.74274,9.2612
1719010,BRONCHO/LAVAGE WO-FL,SURG,5746.24,2/13/2023,1723.872,1034.3232,396.49056,4367.1424,436.71424,1861.78176,4367.1424,1407.8288,1833.05056,2585.808,419.47552,396.49056,425.22176,425.22176,459.6992,442.46048,1494.0224
1641048,MR-ORBT FAC NCK WWO,70543,5605.65,2/13/2023,1681.695,1009.017,386.78985,4260.294,426.0294,1816.2306,4260.294,1373.38425,1788.20235,2522.5425,409.21245,386.78985,414.8181,414.8181,448.452,431.63505,1457.469
8691092,S-INJ CATH HYSTERSO,58340,459.57,2/13/2023,137.871,82.7226,31.71033,349.2732,34.92732,148.90068,349.2732,112.59465,146.60283,206.8065,33.54861,31.71033,34.00818,34.00818,36.7656,35.38689,119.4882
7218057,LOCM 300-399MG/ML 1M,Q9967,13.99,2/13/2023,4.197,2.5182,0.96531,10.6324,1.06324,4.53276,10.6324,3.42755,4.46281,6.2955,1.02127,0.96531,1.03526,1.03526,1.1192,1.07723,3.6374
1061616,CC-TRNS CTH PLC CRTD,SURG,45030.73,2/13/2023,13509.219,8105.5314,3107.12037,34223.3548,3422.33548,14589.95652,34223.3548,11032.52885,14364.80287,20263.8285,3287.24329,3107.12037,3332.27402,3332.27402,3602.4584,3467.36621,11707.9898
1061452,S-VENOUS M THROMB AD,SURG,18499.17,2/13/2023,5549.751,3329.8506,1276.44273,14059.3692,1405.93692,5993.73108,14059.3692,4532.29665,5901.23523,8324.6265,1350.43941,1276.44273,1368.93858,1368.93858,1479.9336,1424.43609,4809.7842
1417001,SUTURE LEVEL 2,,262.89,2/13/2023,78.867,47.3202,18.13941,199.7964,19.97964,85.17636,199.7964,64.40805,83.86191,118.3005,19.19097,18.13941,19.45386,19.45386,21.0312,20.24253,68.3514
1217691,FERR SULF 325MG TAB,,1,2/13/2023,0.3,0.18,0.069,0.76,0.076,0.324,0.76,0.245,0.319,0.45,0.073,0.069,0.074,0.074,0.08,0.077,0.26
322501,OBSRVATION ADDL HOUR,G0378,61.04,2/13/2023,18.312,10.9872,4.21176,46.3904,4.63904,19.77696,46.3904,14.9548,19.47176,27.468,4.45592,4.21176,4.51696,4.51696,4.8832,4.70008,15.8704
1314656,LYME DISEASE AB,86618,849.49,2/13/2023,254.847,152.9082,58.61481,645.6124,64.56124,275.23476,645.6124,208.12505,270.98731,382.2705,62.01277,58.61481,62.86226,62.86226,67.9592,65.41073,220.8674
1374757,"RETIC COUNT, FLOW",85045,199.23,2/13/2023,59.769,35.8614,13.74687,151.4148,15.14148,64.55052,151.4148,48.81135,63.55437,89.6535,14.54379,13.74687,14.74302,14.74302,15.9384,15.34071,51.7998
1612381,IR-INJ W FLUR CV DEV,36598,1420.91,2/13/2023,426.273,255.7638,98.04279,1079.8916,107.98916,460.37484,1079.8916,348.12295,453.27029,639.4095,103.72643,98.04279,105.14734,105.14734,113.6728,109.41007,369.4366
1413224,PROBE PERC LUM DISC1,C2614,22008.14,2/13/2023,6602.442,3961.4652,1518.56166,16726.1864,1672.61864,7130.63736,16726.1864,5391.9943,7020.59666,9903.663,1606.59422,1518.56166,1628.60236,1628.60236,1760.6512,1694.62678,5722.1164
1651052,NM-GI BLOOD LOSS,78278,3658.86,2/13/2023,1097.658,658.5948,252.46134,2780.7336,278.07336,1185.47064,2780.7336,896.4207,1167.17634,1646.487,267.09678,252.46134,270.75564,270.75564,292.7088,281.73222,951.3036
8061065,S-TIB-PER REVAS ADD,SURG,36034.93,2/13/2023,10810.479,6486.2874,2486.41017,27386.5468,2738.65468,11675.31732,27386.5468,8828.55785,11495.14267,16215.7185,2630.54989,2486.41017,2666.58482,2666.58482,2882.7944,2774.68961,9369.0818
1211767,NOREPI 8MG D5W 250ML,,237.41,2/13/2023,71.223,42.7338,16.38129,180.4316,18.04316,76.92084,180.4316,58.16545,75.73379,106.8345,17.33093,16.38129,17.56834,17.56834,18.9928,18.28057,61.7266
1641000,MR-UPPER EXT WO,73218,7065.73,2/13/2023,2119.719,1271.8314,487.53537,5369.9548,536.99548,2289.29652,5369.9548,1731.10385,2253.96787,3179.5785,515.79829,487.53537,522.86402,522.86402,565.2584,544.06121,1837.0898
1413215,PMKR OTHR TH SNGL L1,C2621,60944.71,2/13/2023,18283.413,10970.0478,4205.18499,46317.9796,4631.79796,19746.08604,46317.9796,14931.45395,19441.36249,27425.1195,4448.96383,4205.18499,4509.90854,4509.90854,4875.5768,4692.74267,15845.6246
7210080,RANITIDIN 15MG/ML 1M,,44.11,2/13/2023,13.233,7.9398,3.04359,33.5236,3.35236,14.29164,33.5236,10.80695,14.07109,19.8495,3.22003,3.04359,3.26414,3.26414,3.5288,3.39647,11.4686
1414508,DRILL BIT/BLADE LVL9,,2531.94,2/13/2023,759.582,455.7492,174.70386,1924.2744,192.42744,820.34856,1924.2744,620.3253,807.68886,1139.373,184.83162,174.70386,187.36356,187.36356,202.5552,194.95938,658.3044
282941,THERA EA AD IV PUSH,96375,283.56,2/13/2023,85.068,51.0408,19.56564,215.5056,21.55056,91.87344,215.5056,69.4722,90.45564,127.602,20.69988,19.56564,20.98344,20.98344,22.6848,21.83412,73.7256
1210233,KETOROLAC 15MG INJ,J1885,3.68,2/13/2023,1.104,0.6624,0.25392,2.7968,0.27968,1.19232,2.7968,0.9016,1.17392,1.656,0.26864,0.25392,0.27232,0.27232,0.2944,0.28336,0.9568
1522034,BLOOD TRANSF 8 10 HR,36430,6960.05,2/13/2023,2088.015,1252.809,480.24345,5289.638,528.9638,2255.0562,5289.638,1705.21225,2220.25595,3132.0225,508.08365,480.24345,515.0437,515.0437,556.804,535.92385,1809.613
1314673,ENTEROVIRUS AB,86658,347.27,2/13/2023,104.181,62.5086,23.96163,263.9252,26.39252,112.51548,263.9252,85.08115,110.77913,156.2715,25.35071,23.96163,25.69798,25.69798,27.7816,26.73979,90.2902
1641017,MR-LW JOINT WO,73721,3836.61,2/13/2023,1150.983,690.5898,264.72609,2915.8236,291.58236,1243.06164,2915.8236,939.96945,1223.87859,1726.4745,280.07253,264.72609,283.90914,283.90914,306.9288,295.41897,997.5186
1214466,INSULIN 1 UNT INJ,,1.85,2/13/2023,0.555,0.333,0.12765,1.406,0.1406,0.5994,1.406,0.45325,0.59015,0.8325,0.13505,0.12765,0.1369,0.1369,0.148,0.14245,0.481
1217083,BUPIV/EPI .5-1:20000,,85.26,2/13/2023,25.578,15.3468,5.88294,64.7976,6.47976,27.62424,64.7976,20.8887,27.19794,38.367,6.22398,5.88294,6.30924,6.30924,6.8208,6.56502,22.1676
1219918,PHENYTOIN 25MG/ML 4M,,28.25,2/13/2023,8.475,5.085,1.94925,21.47,2.147,9.153,21.47,6.92125,9.01175,12.7125,2.06225,1.94925,2.0905,2.0905,2.26,2.17525,7.345
1314109,ELECTROLYTE PANEL,80051,349.98,2/13/2023,104.994,62.9964,24.14862,265.9848,26.59848,113.39352,265.9848,85.7451,111.64362,157.491,25.54854,24.14862,25.89852,25.89852,27.9984,26.94846,90.9948
1413209,PATIENT PROGR NEURO1,C1787,22599.87,2/13/2023,6779.961,4067.9766,1559.39103,17175.9012,1717.59012,7322.35788,17175.9012,5536.96815,7209.35853,10169.9415,1649.79051,1559.39103,1672.39038,1672.39038,1807.9896,1740.18999,5875.9662
1214801,PROTHROMB COM 1UN IX,J7168,13.71,2/13/2023,4.113,2.4678,0.94599,10.4196,1.04196,4.44204,10.4196,3.35895,4.37349,6.1695,1.00083,0.94599,1.01454,1.01454,1.0968,1.05567,3.5646
2520676,UE-WRIST 3V PLUS DR,73110,2447.95,2/13/2023,734.385,440.631,168.90855,1860.442,186.0442,793.1358,1860.442,599.74775,780.89605,1101.5775,178.70035,168.90855,181.1483,181.1483,195.836,188.49215,636.467
1211190,TUBERCU 5U/.1ML .1ML,,42.57,2/13/2023,12.771,7.6626,2.93733,32.3532,3.23532,13.79268,32.3532,10.42965,13.57983,19.1565,3.10761,2.93733,3.15018,3.15018,3.4056,3.27789,11.0682
1414876,PRSTHS PENILE INFL 2,C1813,42704.86,2/13/2023,12811.458,7686.8748,2946.63534,32455.6936,3245.56936,13836.37464,32455.6936,10462.6907,13622.85034,19217.187,3117.45478,2946.63534,3160.15964,3160.15964,3416.3888,3288.27422,11103.2636
1131134,POSTOP NERVE BLOCK,SURG,4415.06,2/13/2023,1324.518,794.7108,304.63914,3355.4456,335.54456,1430.47944,3355.4456,1081.6897,1408.40414,1986.777,322.29938,304.63914,326.71444,326.71444,353.2048,339.95962,1147.9156
1240014,LD ORLVL 4 EA ADDMIN,SURG,129.24,2/13/2023,38.772,23.2632,8.91756,98.2224,9.82224,41.87376,98.2224,31.6638,41.22756,58.158,9.43452,8.91756,9.56376,9.56376,10.3392,9.95148,33.6024
1660013,HE-SINUSES LTD DR,70210,333.42,2/13/2023,100.026,60.0156,23.00598,253.3992,25.33992,108.02808,253.3992,81.6879,106.36098,150.039,24.33966,23.00598,24.67308,24.67308,26.6736,25.67334,86.6892
1641046,MR-ORBT FACE NECK WO,70540,3836.61,2/13/2023,1150.983,690.5898,264.72609,2915.8236,291.58236,1243.06164,2915.8236,939.96945,1223.87859,1726.4745,280.07253,264.72609,283.90914,283.90914,306.9288,295.41897,997.5186
1160402,MSED GI SAMGT5 1ST15,G0500,740.1,2/13/2023,222.03,133.218,51.0669,562.476,56.2476,239.7924,562.476,181.3245,236.0919,333.045,54.0273,51.0669,54.7674,54.7674,59.208,56.9877,192.426
1418017,IMPL DV INT PRC LVL7,C1889,16424.97,2/13/2023,4927.491,2956.4946,1133.32293,12482.9772,1248.29772,5321.69028,12482.9772,4024.11765,5239.56543,7391.2365,1199.02281,1133.32293,1215.44778,1215.44778,1313.9976,1264.72269,4270.4922
8061060,S-DIAL EMBOLJ,SURG,24260.97,2/13/2023,7278.291,4366.9746,1674.00693,18438.3372,1843.83372,7860.55428,18438.3372,5943.93765,7739.24943,10917.4365,1771.05081,1674.00693,1795.31178,1795.31178,1940.8776,1868.09469,6307.8522
1631554,CT-ABDOMEN WWO,74170,4219.99,2/13/2023,1265.997,759.5982,291.17931,3207.1924,320.71924,1367.27676,3207.1924,1033.89755,1346.17681,1898.9955,308.05927,291.17931,312.27926,312.27926,337.5992,324.93923,1097.1974
1212518,VANCOMYCIN 500MG INJ,J3370,50.39,2/13/2023,15.117,9.0702,3.47691,38.2964,3.82964,16.32636,38.2964,12.34555,16.07441,22.6755,3.67847,3.47691,3.72886,3.72886,4.0312,3.88003,13.1014
1660110,IR-HYSTERSALPINGOGRM,74740,1299.36,2/13/2023,389.808,233.8848,89.65584,987.5136,98.75136,420.99264,987.5136,318.3432,414.49584,584.712,94.85328,89.65584,96.15264,96.15264,103.9488,100.05072,337.8336
1414101,BREAST IMPLANT 2,C1789,1999.97,2/13/2023,599.991,359.9946,137.99793,1519.9772,151.99772,647.99028,1519.9772,489.99265,637.99043,899.9865,145.99781,137.99793,147.99778,147.99778,159.9976,153.99769,519.9922
1221003,D5W/KCL 20MEQ 1000ML,,236.73,2/13/2023,71.019,42.6114,16.33437,179.9148,17.99148,76.70052,179.9148,57.99885,75.51687,106.5285,17.28129,16.33437,17.51802,17.51802,18.9384,18.22821,61.5498
1217275,CARBOPROST 250MCG/ML,,2121.83,2/13/2023,636.549,381.9294,146.40627,1612.5908,161.25908,687.47292,1612.5908,519.84835,676.86377,954.8235,154.89359,146.40627,157.01542,157.01542,169.7464,163.38091,551.6758
7210387,FINASTERIDE 5MG TAB,,4.42,2/13/2023,1.326,0.7956,0.30498,3.3592,0.33592,1.43208,3.3592,1.0829,1.40998,1.989,0.32266,0.30498,0.32708,0.32708,0.3536,0.34034,1.1492
1670174,CT-NECK SOFT TIS W,70491,4366.76,2/13/2023,1310.028,786.0168,301.30644,3318.7376,331.87376,1414.83024,3318.7376,1069.8562,1392.99644,1965.042,318.77348,301.30644,323.14024,323.14024,349.3408,336.24052,1135.3576
1663091,US-SCROTUM,76870,1668.31,2/13/2023,500.493,300.2958,115.11339,1267.9156,126.79156,540.53244,1267.9156,408.73595,532.19089,750.7395,121.78663,115.11339,123.45494,123.45494,133.4648,128.45987,433.7606
1314125,AFP SERUM,82105,836.97,2/13/2023,251.091,150.6546,57.75093,636.0972,63.60972,271.17828,636.0972,205.05765,266.99343,376.6365,61.09881,57.75093,61.93578,61.93578,66.9576,64.44669,217.6122
1211187,MAGNES SULF 500MGINJ,J3475,17.32,2/13/2023,5.196,3.1176,1.19508,13.1632,1.31632,5.61168,13.1632,4.2434,5.52508,7.794,1.26436,1.19508,1.28168,1.28168,1.3856,1.33364,4.5032
282801,LABOR LEVEL 1 PER HR,,471.31,2/13/2023,141.393,84.8358,32.52039,358.1956,35.81956,152.70444,358.1956,115.47095,150.34789,212.0895,34.40563,32.52039,34.87694,34.87694,37.7048,36.29087,122.5406
1410052,LEAD PMKR NON-TRN L2,C1898,3193.35,2/13/2023,958.005,574.803,220.34115,2426.946,242.6946,1034.6454,2426.946,782.37075,1018.67865,1437.0075,233.11455,220.34115,236.3079,236.3079,255.468,245.88795,830.271
1215500,REMDESIVIR 1MG INJ,J0248,6.5,2/13/2023,1.95,1.17,0.4485,4.94,0.494,2.106,4.94,1.5925,2.0735,2.925,0.4745,0.4485,0.481,0.481,0.52,0.5005,1.69
1814937,HOT-COLD PACKS PT,97010,116.72,2/13/2023,35.016,21.0096,8.05368,88.7072,8.87072,37.81728,88.7072,28.5964,37.23368,52.524,8.52056,8.05368,8.63728,8.63728,9.3376,8.98744,30.3472
1314785,"PROTEIN S, FREE",85306,764.62,2/13/2023,229.386,137.6316,52.75878,581.1112,58.11112,247.73688,581.1112,187.3319,243.91378,344.079,55.81726,52.75878,56.58188,56.58188,61.1696,58.87574,198.8012
1414285,CATH TRNS ARTHR ROT1,C1724,85062.43,2/13/2023,25518.729,15311.2374,5869.30767,64647.4468,6464.74468,27560.22732,64647.4468,20840.29535,27134.91517,38278.0935,6209.55739,5869.30767,6294.61982,6294.61982,6804.9944,6549.80711,22116.2318
1414701,JOINT DEVICE IMPLT 2,C1776,6851.39,2/13/2023,2055.417,1233.2502,472.74591,5207.0564,520.70564,2219.85036,5207.0564,1678.59055,2185.59341,3083.1255,500.15147,472.74591,507.00286,507.00286,548.1112,527.55703,1781.3614
7211116,DORZOLAMID 2%OS 10ML,,393.57,2/13/2023,118.071,70.8426,27.15633,299.1132,29.91132,127.51668,299.1132,96.42465,125.54883,177.1065,28.73061,27.15633,29.12418,29.12418,31.4856,30.30489,102.3282
1314122,ALKALOIDS NOS MS,80323,129.9,2/13/2023,38.97,23.382,8.9631,98.724,9.8724,42.0876,98.724,31.8255,41.4381,58.455,9.4827,8.9631,9.6126,9.6126,10.392,10.0023,33.774
1316524,AMIODARONE QT,80151,753.31,2/13/2023,225.993,135.5958,51.97839,572.5156,57.25156,244.07244,572.5156,184.56095,240.30589,338.9895,54.99163,51.97839,55.74494,55.74494,60.2648,58.00487,195.8606
1331038,S-H RBC LEUKO REDU,P9016,7426.38,2/13/2023,2227.914,1336.7484,512.42022,5644.0488,564.40488,2406.14712,5644.0488,1819.4631,2369.01522,3341.871,542.12574,512.42022,549.55212,549.55212,594.1104,571.83126,1930.8588
2520753,LE-ANKLE 2VW BI DR,73600,574.57,2/13/2023,172.371,103.4226,39.64533,436.6732,43.66732,186.16068,436.6732,140.76965,183.28783,258.5565,41.94361,39.64533,42.51818,42.51818,45.9656,44.24189,149.3882
7210787,CLIND 18MG/ML D5W 50,,35.87,2/13/2023,10.761,6.4566,2.47503,27.2612,2.72612,11.62188,27.2612,8.78815,11.44253,16.1415,2.61851,2.47503,2.65438,2.65438,2.8696,2.76199,9.3262
1061274,P-INS LEAD SNGL,SURG,31296.49,2/13/2023,9388.947,5633.3682,2159.45781,23785.3324,2378.53324,10140.06276,23785.3324,7667.64005,9983.58031,14083.4205,2284.64377,2159.45781,2315.94026,2315.94026,2503.7192,2409.82973,8137.0874
1061517,S-FEM POP REVAS TLA,SURG,69338.55,2/13/2023,20801.565,12480.939,4784.35995,52697.298,5269.7298,22465.6902,52697.298,16987.94475,22118.99745,31202.3475,5061.71415,4784.35995,5131.0527,5131.0527,5547.084,5339.06835,18028.023
1217138,TOBR.3-DEX.1%OS2.5ML,,677.78,2/13/2023,203.334,122.0004,46.76682,515.1128,51.51128,219.60072,515.1128,166.0561,216.21182,305.001,49.47794,46.76682,50.15572,50.15572,54.2224,52.18906,176.2228
1217673,FOLIC ACID 50MG/10ML,,443.62,2/13/2023,133.086,79.8516,30.60978,337.1512,33.71512,143.73288,337.1512,108.6869,141.51478,199.629,32.38426,30.60978,32.82788,32.82788,35.4896,34.15874,115.3412
8531136,US-GUIDE NEEDLE PLAC,76942,1463.98,2/13/2023,439.194,263.5164,101.01462,1112.6248,111.26248,474.32952,1112.6248,358.6751,467.00962,658.791,106.87054,101.01462,108.33452,108.33452,117.1184,112.72646,380.6348
1660139,UE-HAND 3VWS BI DR,73130,1529.76,2/13/2023,458.928,275.3568,105.55344,1162.6176,116.26176,495.64224,1162.6176,374.7912,487.99344,688.392,111.67248,105.55344,113.20224,113.20224,122.3808,117.79152,397.7376
1316334,CYSTATIN C,82610,748.45,2/13/2023,224.535,134.721,51.64305,568.822,56.8822,242.4978,568.822,183.37025,238.75555,336.8025,54.63685,51.64305,55.3853,55.3853,59.876,57.63065,194.597
1110873,PAIN MGMT IN PROC L3,SURG,8235.04,2/13/2023,2470.512,1482.3072,568.21776,6258.6304,625.86304,2668.15296,6258.6304,2017.5848,2626.97776,3705.768,601.15792,568.21776,609.39296,609.39296,658.8032,634.09808,2141.1104
1670689,LE-PELVIS 3V PLUS DR,72190,881.32,2/13/2023,264.396,158.6376,60.81108,669.8032,66.98032,285.54768,669.8032,215.9234,281.14108,396.594,64.33636,60.81108,65.21768,65.21768,70.5056,67.86164,229.1432
8070101,"EP-LA PACING, ADD",93621,1657.56,2/13/2023,497.268,298.3608,114.37164,1259.7456,125.97456,537.04944,1259.7456,406.1022,528.76164,745.902,121.00188,114.37164,122.65944,122.65944,132.6048,127.63212,430.9656
1641014,MR-LOWER EXTR WO,73718,3836.61,2/13/2023,1150.983,690.5898,264.72609,2915.8236,291.58236,1243.06164,2915.8236,939.96945,1223.87859,1726.4745,280.07253,264.72609,283.90914,283.90914,306.9288,295.41897,997.5186
1973242,IMM ADM 1ST VACCINE,90471,235.77,2/13/2023,70.731,42.4386,16.26813,179.1852,17.91852,76.38948,179.1852,57.76365,75.21063,106.0965,17.21121,16.26813,17.44698,17.44698,18.8616,18.15429,61.3002
1670241,MR-CERV SPINE W,72142,4366.76,2/13/2023,1310.028,786.0168,301.30644,3318.7376,331.87376,1414.83024,3318.7376,1069.8562,1392.99644,1965.042,318.77348,301.30644,323.14024,323.14024,349.3408,336.24052,1135.3576
265206,R&B M/S PVT TELEM,,3397.53,2/13/2023,1019.259,611.5554,234.42957,2582.1228,258.21228,1100.79972,2582.1228,832.39485,1083.81207,1528.8885,248.01969,234.42957,251.41722,251.41722,271.8024,261.60981,883.3578
