name,business_type,state_registered,street_registered,city_registered,zip5_registered,corp_id 
"RBROS PROPERTIES, INC.",CORPORATION,AL,,,,241798
"KYMA, INC.",CORPORATION,AL,,,,241799
DRUM CONSTRUCTION CORP.,CORPORATION,AL,,BIRMINGHAM,,242451
"TP HOME BUILDERS, INC.",CORPORATION,AL,,,,242452
"PAUL R JACKA, INC.",CORPORATION,AL,,ALABASTER,,242453
"SALON L, INC.",CORPORATION,AL,,ALABASTER,,242454
"ALABAMA CENTRAL SERVICES, INC.",CORPORATION,AL,,SPRINGVILLE,,242456
"J & E ENTERPRISES, INC.",CORPORATION,AL,,BIRMINGHAM,,242457
"JASLIM, INC.",CORPORATION,AL,,RIVERSIDE,,242458
"ABL, INC.",CORPORATION,AL,,PELL CITY,,242459
"KMF ENTERPRISES, INC.",CORPORATION,AL,,HARTSELLE,,242460
"4J BROKERAGE, INC.",CORPORATION,AL,,,,242461
"CHAT-N-CHEW, INC.",CORPORATION,AL,,FLORENCE,,242462
"SHJ, INC.",CORPORATION,AL,,,,242466
"FAIRHOPE FAVORITES, INC.",CORPORATION,AL,,FAIRHOPE,,242467
"PRIME SERVE, INC.",CORPORATION,AL,,FOLEY,,242468
"EH ENTERPRISES, INC.",CORPORATION,AL,,BIRMINGHAM,,242988
"L&E DEVELOPMENT, INC.",CORPORATION,AL,,MONTGOMERY,,242990
"AD REAL ESTATE, INC.",CORPORATION,AL,,MONTGOMERY,,242991
"UNIVERSITY PLACE, INC.",CORPORATION,AL,,TUSCALOOSA,,242992
"OTT CHIROPRACTIC CENTER, INC.",CORPORATION,AL,,NORTHPORT,,242993
"RAJ N VIR, INC.",CORPORATION,AL,,,,242995
"LINKS LOGIC, INC.",CORPORATION,AL,,BIRMINGHAM,,242996
"MCCALLA FAMILY DENTISTRY, P.C.",CORPORATION,AL,,MCCALLA,,242998
TR RUSSELL CORPORATION,CORPORATION,AL,,BIRMINGHAM,,242999
"HELP SERVICES, INC.",CORPORATION,AL,,,,243000
"THOMAS WALKER INVESTMENTS, INC.",CORPORATION,AL,,BIRMINGHAM,,243001
MOTES CONSTRUCTION & DEVELOPMENT INC.,CORPORATION,AL,,,,243652
STAPLETON FAMILY CORP.,CORPORATION,AL,,,,243653
"PRUITT TREE SERVICE, INC.",CORPORATION,AL,,,,243654
"SUNSTONE MASONRY, INC.",CORPORATION,AL,,SILVERHILL,,243655
"ROC REALTY, INC.",CORPORATION,AL,,ORANGE BEACH,,243656
"GULF SOUTH CONSTRUCTION, INC.",CORPORATION,AL,BAY MINETTE AL,,,243658
"HUGHES CREMATION CENTER & FUNERAL SERVICES, INC.",CORPORATION,AL,,,,243660
"SADH, INC.",CORPORATION,AL,,,,243663
"KIDS ON THE GO, INC.",CORPORATION,AL,,MADISON,,243664
"DJR, INC.",CORPORATION,AL,,NEW MARKET,,243665
"ELITE EYECARE OF HUNTSVILLE, PC",CORPORATION,AL,,HUNTSVILLE,,243666
"SOUTHERN GREENLEAF, CORPORATION",CORPORATION,AL,,,,243668
"ANDERS POOL COMPANY, INC.",CORPORATION,AL,,HUNTSVILLE,,243669
"NEESON, INC.",CORPORATION,AL,,TONEY,,243671
"WATSON METALWORKS, INC.",CORPORATION,AL,,COKER,,244176
"METAL ROOFING SOLUTIONS, INC.",CORPORATION,AL,11871 INDIAN CREEK ROAD,DUNCANVILLE,35456,244177
BEAR CREEK TRUCKING INC.,CORPORATION,AL,,BRENT,,244180
"GRESSETT & NOLES HOMEBUILDERS, INC.",CORPORATION,AL,,FAIRHOPE,,244181
"B & H EXCAVATING & CONSTRUCTION, INC.",CORPORATION,AL,,ELBERTA,,244182
"ASA CONTRACTORS, INC.",CORPORATION,AL,,FOLEY,,244185
"MIKK, INC.",CORPORATION,AL,,SUMMERDALE,,244186
ATLANTES FINANCIAL ADVISORS CORP.,CORPORATION,AL,,FAIRHOPE,,244187
"PERROTTA INDUSTRIAL CONSULTING, INC.",CORPORATION,AL,,,,244189
"INDUSTRIAL SERVICES COMPANY, INC.",CORPORATION,AL,,DECATUR,,244190
"HERITAGE DOOR SYSTEMS, INC.",CORPORATION,AL,,ARDMORE,,244191
"DRY CREEK FARM, INC.",CORPORATION,AL,,LEIGHTON,,244880
"TYSON METAL WORKS, INC.",CORPORATION,AL,,OPELIKA,,244882
"FORRESTER PRODUCE, INC.",CORPORATION,AL,,COLUMBIA,,244885
"MIRACLE MACHINE, INC.",CORPORATION,AL,,MOODY,,244887
"BIG BLUE TOWING, INC.",CORPORATION,AL,,OPELIKA,,244889
"ANGLE CONSTRUCTION, INC.",CORPORATION,AL,,WARRIOR,,244891
"BROOKES CROSSING BUILDERS, INC.",CORPORATION,AL,,,,244893
"TIMBER TREE SERVICE, INC.",CORPORATION,AL,8375 WIND DR,IRVINGTON,36544,245798
"SANDREE-ANNE, INC.",CORPORATION,AL,LA BATRE AL,,,245799
"CARROLL & JOHNSON GROUP, INC.",CORPORATION,AL,,GADSDEN,,245802
ELITE III CONVENIENCE INC.,CORPORATION,AL,,,,245803
LOLLIPOP LANE CHRISTIAN ACADEMY INC.,CORPORATION,AL,,BIRMINGHAM,,245804
"BIG WADE, INC.",CORPORATION,AL,,TALLADEGA,,245806
"IVORY, INC.",CORPORATION,AL,,,,245807
"CARY ESTES, INC.",CORPORATION,AL,,BIRMINGHAM,,245809
"LEADER MARKETING SOLUTIONS, INC.",CORPORATION,AL,,BIRMINGHAM,,245810
PRO RESTORATION INC.,CORPORATION,AL,,BIRMINGHAM,,245811
"ALLMIGHTY FAITH SERVICE, INC.",CORPORATION,AL,,MONTGOMERY,,245812
"SYSTEMS BUILT CONSULTANTS, INC.",CORPORATION,AL,,FOLEY,,246852
"BUIE CONSTRUCTION CO., INC.",CORPORATION,AL,,ORANGE BEACH,,246853
"THE PERFECT GIFT, INC.",CORPORATION,AL,,HUNTSVILLE,,246854
"GIBSON EXCAVATING, INC.",CORPORATION,AL,,,,247656
"R&D SIDING, INC.",CORPORATION,AL,,SATSUMA,,247658
"M & M GRADING SERVICES, INC.",CORPORATION,AL,,COLUMBIA,,247662
"CLUB STATUS, INC.",CORPORATION,AL,,,,247663
"L&C BEAUTY ENTERPRISES, INC.",CORPORATION,AL,,,,247664
"MAG MOTORS, INC.",CORPORATION,AL,,MONTGOMERY,,247665
"SOUTHERN ACCESS, INC.",CORPORATION,AL,,FOLEY,,247666
"AWM TECHNOLOGIES, INC.",CORPORATION,AL,,TUSCALOOSA,,247670
BUSINESS BEYOND INC.,CORPORATION,AL,,,,247671
"BOBBY SMITH, INC.",CORPORATION,AL,,,,247673
"D & M APPLIANCE, HEATING AND AIR CONDITIONING, INC.",CORPORATION,AL,,OPELIKA,,248704
"TOM BIG BEE REGIONAL LEASING COMPANY, INC.",CORPORATION,AL,,GALLION,,248707
"J.D. DABNEY CONSTRUCTION, INC.",CORPORATION,AL,,,,248708
"PALMER BROTHERS LAWN CARE, INC.",CORPORATION,AL,,,,248709
"SEA-SPAN LAND & TIMBER CO., INC.",CORPORATION,AL,,FRANKVILLE,,248710
"VERSATECH, INC.",CORPORATION,AL,,HEADLAND,,248712
"PORTSIDE ADVERTISING, INC.",CORPORATION,AL,,,,248714
COUMANIS & YORK P.C.,CORPORATION,AL,,FAIRHOPE,,248715
"LITTLE LEARNER'S KIDDIE SCHOOL, INC.",CORPORATION,AL,,,,248716
"SUNSHINE AUTOMOTIVE SALES, INC.",CORPORATION,AL,,FOLEY,,249824
"SEAN HOWARD PRODUCTIONS, INC.",CORPORATION,AL,,FAIRHOPE,,249825
"HR FUSION, INC.",CORPORATION,AL,,ROBERTSDALE,,249827
"DEEP SOUTH RESOURCES, INC.",CORPORATION,AL,,FAIRHOPE,,249828
"GOHTE, INC.",CORPORATION,AL,,,,249829
"BAHL ENTERPRISES, INC.",CORPORATION,AL,,HUNTSVILLE,,250742
"BRIVERA CONSTRUCTION, INC.",CORPORATION,AL,,ALABASTER,,250745
ASIAN KING INC.,CORPORATION,AL,,BIRMINGHAM,,250746
"PAULOVICH REAL ESTATE GROUP, INC.",CORPORATION,AL,,,,250747
"SPECIALIZED INSURANCE RESTORATION, INC.",CORPORATION,AL,,PELL CITY,,250750
"SPOONS PROFESSIONAL LANDSCAPE, INC.",CORPORATION,AL,,,,250751
"SULLIVAN PEST CONTROL, INC.",CORPORATION,AL,,,,250752
KOSCOT INC.,CORPORATION,AL,,,,250753
"MILLENNIUM DEVELOPMENT, INC.",CORPORATION,AL,,,,250754
"WESMC, INC.",CORPORATION,AL,,THEODORE,,250755
"M & R SIDDIQI, INC.",CORPORATION,AL,,,,250756
"RAMP ENTERPRISES, INC.",CORPORATION,AL,,,,250757
"FAITH PRINTS, INC.",CORPORATION,AL,,COLUMBIANA,,251697
"FDLS ENTERPRISES, INC.",CORPORATION,AL,,ALABASTER,,251698
AVISREE INC.,CORPORATION,AL,,MONTGOMERY,,251700
ZIMMERMAN CONSTRUCTION INC.,CORPORATION,AL,,GRADY,,251701
"THE COMPOUNDERS DEPOT, INC",CORPORATION,AL,,,,251702
"DK MOSLEY ENTERPRISES, INC.",CORPORATION,AL,,SATSUMA,,251704
"THE REAL ESTATE AGENCY, INC.",CORPORATION,AL,,ALBERTVILLE,,251707
"FOSTER DEVELOPMENT, INC.",CORPORATION,AL,,SYLACAUGA,,251708
"THE ROSE LAW FIRM, P.C.",CORPORATION,AL,,,,251709
"CENTRAL FAMILY CLINIC, INC.",CORPORATION,AL,,FLORENCE,,252732
"R HOGUE ENTERPRISES, INC.",CORPORATION,AL,,CULLMAN,,252733
"MANSLEY MARKETING, INC.",CORPORATION,AL,,MONTGOMERY,,252734
"G & C GOLDEN HARVEST, INC.",CORPORATION,AL,,HUNTSVILLE,,252736
"C & S HEATING AND COOLING, INC.",CORPORATION,AL,,ABBEVILLE,,252737
"HOLMES MASONRY, INC.",CORPORATION,AL,,FLORALA,,252738
"JAGG HEAVY EQUIPMENT, INC.",CORPORATION,AL,,TUSCUMBIA,,252739
"PEPPER TECHNOLOGY LIMITED, INC.",CORPORATION,AL,,,,252742
"SCOTTSBORO CHERT PIT, INC.",CORPORATION,AL,,SCOTTSBORO,,252743
BARNES BUILDERS INC.,CORPORATION,AL,,MCINTOSH,,252745
REAL ESTATE SERVICE GUIDE INC.,CORPORATION,AL,,BIRMINGHAM,,252746
"COMPATIBLE INK, INC.",CORPORATION,AL,,BIRMINGHAM,,252748
"CONSTRUCT, INC.",CORPORATION,AL,,BESSEMER,,252749
"BAGGETT INVESTMENTS, INC.",CORPORATION,AL,,DUNCANVILLE,,252750
"THOMAS W. PARISH, JR., D.M.D., P.C.",CORPORATION,AL,,,,252751
"UNIQUE SCREENS OF DOTHAN, INC.",CORPORATION,AL,,,,252754
"SHORT FOODS CORPORATION, INC.",CORPORATION,AL,,MONTGOMERY,,253619
"NAPECHELI, INC.",CORPORATION,AL,,MONTGOMERY,,253620
"MONTGOMERY FITNESS, INC.",CORPORATION,AL,,,,253621
"PHY-SIQUE FITNESS, INC.",CORPORATION,AL,,,,253623
"COAST DESIGN KITCHEN & BATH, INC.",CORPORATION,AL,,,,253624
"THE SHARP GROUP, INC.",CORPORATION,AL,,MONTGOMERY,,253626
BAYLIE'S DISTRIBUTION INC.,CORPORATION,AL,,EUFAULA,,253631
"NEW DEAL MARKETING, INC.",CORPORATION,AL,,,,253632
"RS&H ALABAMA, INC.",CORPORATION,AL,,MONTGOMERY,,254569
"TRES RANCHEROS, INC.",CORPORATION,AL,,,,254570
"HACIENDA DE QUERETARO, INC.",CORPORATION,AL,,,,254571
"WAYGRS, INC.",CORPORATION,AL,,,,254572
L.A. FAITH CORPORATION,CORPORATION,AL,,SARALAND,,254573
"SELLERS FOREST PRODUCTS, INC.",CORPORATION,AL,,,,254574
"D & B PROPERTIES MANAGEMENT, INC.",CORPORATION,AL,,BIRMINGHAM,,254577
"INSPIRED TECHNOLOGIES, INC.",CORPORATION,AL,,BIRMINGHAM,,254578
"RHYTHM N MOTION, INC.",CORPORATION,AL,MT LAUREL AL,,,254579
"COLONIAL SHOE COMPANY OF ALABAMA, INC.",CORPORATION,AL,,,,255577
"GURU DUTT HOSPITALITY, INC.",CORPORATION,AL,,DECATUR,,255578
"THE PIRATE'S PLACE, INC.",CORPORATION,AL,,,,255580
"NEFF AND CANTRELL, INC.",CORPORATION,AL,,HUEYTOWN,,256531
OMAR MOHAMAD CORPORATION,CORPORATION,AL,,HUNTSVILLE,,256532
"TENNESSEE VALLEY ARCHAEOLOGICAL RESEARCH, INC.",CORPORATION,AL,,,,256535
ELITE ADVANCEMENT SIGNATURE CORPORATION,CORPORATION,AL,,HUNTSVILLE,,256536
"CMC MARINE, LLC",LLC,AL,200 FINNEY DR,HUNTSVILLE,35824,256538
"BOY-AIRE, INC.",CORPORATION,AL,,HARVEST,,256539
"CONSTRUCTION EXPRESS, INC.",CORPORATION,AL,,ONEONTA,,256540
"WATCHDOG SECURITY, INC.",CORPORATION,AL,,HAYNEVILLE,,256542
"SPIKE MAXWELL INS. AGENCY, INC.",CORPORATION,AL,,BREWTON,,256543
DANTZ,CORPORATION,AL,,SELMA,,256544
"Y EDUCATION SERVICES, INC.",CORPORATION,AL,,,,256545
"L & E RECYCLING, INC.",CORPORATION,AL,,,,257386
WILLARD USA INC.,CORPORATION,AL,,CULLMAN,,257387
T&R WILLIAMS AUTO SALES INC.,CORPORATION,AL,,,,257389
"PICKENSVILLE SUPER CLEAN, INC.",CORPORATION,AL,,,,257390
"MCYOUNG ENTERPRISES, INC.",CORPORATION,AL,,FLORENCE,,257391
"CAMCO PETROLEUM, INC.",CORPORATION,AL,,LEEDS,,257392
"ALAMAL PIZZA, INC.",CORPORATION,AL,,MADISON,,257393
"MCNEILL INTERESTS, INC.",CORPORATION,AL,,,,257394
"J.T.'S PRIVATE CLUB, INC.",CORPORATION,AL,,BIRMINGHAM,,258227
PREFERRED PROGRAM SOLUTIONS INC,CORPORATION,AL,,MADISON,,259137
"QUAD-CITIES LUMBER & PLYWOOD, INC.",CORPORATION,AL,,PULASKI,,259138
"DRK, INC.",CORPORATION,AL,,MADISON,,259139
"HALL, ALBRIGHT, GARRISON & BARNES, P.C.",CORPORATION,AL,,,,259141
"WALL TO WALL PROPERTIES, INC.",CORPORATION,AL,,HUNTSVILLE,,259142
"CLEVENGERS APPLIANCE & REPAIR, INC.",CORPORATION,AL,,ANNISTON,,259144
POC (USA) INC.,CORPORATION,AL,,,,260060
"NATIONAL INVESTMENTS GROUP, INC.",CORPORATION,AL,,DECATUR,,260062
BFTT COMPLETE LANDSCAPING & LAWN CARE SERVICE INC.,CORPORATION,AL,,HARVEST,,260065
"SWEET GAP, INC.",CORPORATION,AL,,,,260067
"BEAUX TIES, INC.",CORPORATION,AL,,HUNTSVILLE,,260068
"R.M. BUTLER, INC.",CORPORATION,AL,,MADISON,,260069
FLOREE V NIC DESIGN GROUP INC.,CORPORATION,AL,,,,260070
"YASHRAJ, INC.",CORPORATION,AL,,,,260071
"ALLEN PETERS ENTERPRISES, INC.",CORPORATION,AL,,FLORENCE,,261087
"T & K FINAL TOUCH, INC.",CORPORATION,AL,,MONTGOMERY,,261089
"RESEARCH MANAGEMENT & SURVEY CONSULTANTS, INC.",CORPORATION,AL,,MONTGOMERY,,261090
"R&R PLUMBING & CONTRACTING, INC.",CORPORATION,AL,,WETUMPKA,,261091
DARE INC.,CORPORATION,AL,,PHENIX CITY,,261094
"LAKE MITCHELL FISH-N-CAMP, INC.",CORPORATION,AL,,CLANTON,,261096
PGREER CONSULTING INC.,CORPORATION,AL,,ENTERPRISE,,261097
"ODOM & ASSOCIATES, INC.",CORPORATION,AL,,DECATUR,,261928
"BRAD'S PLUMBING, INC.",CORPORATION,AL,,BESSEMER,,261929
"JCALDWELL, INC.",CORPORATION,AL,,,,261931
"VEBT, INC.",CORPORATION,AL,,BIRMINGHAM,,261932
"SIDELINE, INC.",CORPORATION,AL,,BIRMINGHAM,,261935
"BLUE SKY FOOD MART, INC.",CORPORATION,AL,,BIRMINGHAM,,261936
"ANGYRAMMD, INC.",CORPORATION,AL,,TUSCALOOSA,,263066
"PATTON EM, INC.",CORPORATION,AL,,TUSCALOOSA,,263067
"PREMIER PSYCHIATRY, P.C.",CORPORATION,AL,,,,263068
"YOLLO GROUP SERVICES, INC.",CORPORATION,AL,,MONTGOMERY,,263070
"HILLTOP TUNE, INC.",CORPORATION,AL,,ALABASTER,,263072
"MALLORY JACKSON & ASSOCIATES, P.C.",CORPORATION,AL,,BIRMINGHAM,,263073
"GENERATIONS SALON, INC.",CORPORATION,AL,,GARDENDALE,,263075
"AUTOMARC, INC.",CORPORATION,AL,,BIRMINGHAM,,263076
"ALL SEASONS CONSTRUCTION COMPANY, INC.",CORPORATION,AL,,BIRMINGHAM,,263077
MOVE FOR U INC.,CORPORATION,AL,,BIRMINGHAM,,263078
"WHITEHOUSE IMPRESSIONS, INC.",CORPORATION,AL,,BIRMINGHAM,,263079
"WIDE OPEN SIGNS, INC.",CORPORATION,AL,,,,263080
"MINOR CONVENIENCE STORE, INC.",CORPORATION,AL,,,,263081
"MINOR PACKAGE STORE, INC.",CORPORATION,AL,,,,263082
HERBAL EXTRACTOR INC.,CORPORATION,AL,,,,263083
THE EYE CENTER OF ALABAMA P.C.,CORPORATION,AL,,,,263923
"APOTHECARY SALES, INC.",CORPORATION,AL,,HARTSELLE,,263924
"MUSSER CONSULTING SERVICES, INC.",CORPORATION,AL,,TONEY,,263925
NEW ICHIBAN INC.,CORPORATION,AL,,HUNTSVILLE,,263926
"THE GILDED NEST, INC.",CORPORATION,AL,,,,263927
"FRONTIER GROUP, INC.",CORPORATION,AL,,IRVINGTON,,263928
"MJS DEVELOPMENT, INC.",CORPORATION,AL,,,,263929
"WASABI XD, INC.",CORPORATION,AL,,,,263931
"PRIVATE INDUSTRIAL HOLDINGS, INC.",CORPORATION,AL,,BIRMINGHAM,,263932
"ALABAMA FRESH AIR, INC.",CORPORATION,AL,,BIRMINGHAM,,263933
"PAYNE FAMILY DENTAL CLINIC, INC.",CORPORATION,AL,,BIRMINGHAM,,263934
"NMA, INC.",CORPORATION,AL,,BIRMINGHAM,,263936
"S.O.S. MOVING, INC.",CORPORATION,AL,,,,263937
SOUTHEAST STATES MOBILE CORPORATION,CORPORATION,AL,,,,263938
CONTRACTORS ACCESS EQUIPMENT BIRMINGHAM INC.,CORPORATION,AL,,BIRMINGHAM,,263939
"CURBING YOUR EDGE...IN GOD WE TRUST, INC.",CORPORATION,AL,,GLENCOE,,263941
"CAMBRIDGE NEW HOMES, INC.",CORPORATION,AL,,MILLBROOK,,263942
M4 TECHNOLOGY CORPORATION,CORPORATION,AL,,ENTERPRISE,,263943
THE AJI SAI RESTAURANT INC.,CORPORATION,AL,,,,265175
"SWEET SLEEP, INC.",CORPORATION,AL,,ORANGE BEACH,,265176
"MIDDLETON CARRIERS, INC.",CORPORATION,AL,,,,265177
"SNAP ROCKY, INC.",CORPORATION,AL,,,,265178
"VEER FOOD MART, INC.",CORPORATION,AL,,BIRMINGHAM,,265179
"WOW SALON & SPA, INC.",CORPORATION,AL,,MILLBROOK,,265181
"CLASSIC AVIATION, INC.",CORPORATION,AL,,,,265182
"CHARTER HR, INC.",CORPORATION,AL,,ALEXANDER CITY,,265183
"ALANJOLI ENTERPRISES, INC.",CORPORATION,AL,,,,265185
"CRIMSON PRIDE, INC.",CORPORATION,AL,,,,265187
"ANTHONY GROUND DELIVERY SERVICE, INC.",CORPORATION,AL,,SARALAND,,265188
"TAYLOR GENERATIONS CONSTRUCTION, LLC",LLC,AL,,,,266413
MR BO 1 AUTO LLC,LLC,AL,155 LUCRANE BLVD,HOMEWOOD,35209,266414
"EXCLUSIVE TRANSPORTATION, LLC",LLC,AL,180 KIRK ROAD,PINE HILL,36769,266415
DACSR1 PROPERTIES LLC,LLC,AL,1505 KESTWIK DRIVE,HOOVER,35226,266417
OVI'S FLOORING L.L.C.,LLC,AL,310 WICKSTEAD RD,BESSEMER,35023,266418
"NICOSIA CONSULTING INTERNATIONAL, LLC",LLC,AL,,TERRACE CAPE CORAL,,266419
SP TRUCKING LLC,LLC,AL,351 2ND AVENUE,EAST SIPSEY,35584,266420
SAND VALLEY CENTER,NONPROFIT,AL,,COLLINSVILLE,,266421
"LLB ENTERPRISES, LLC",LLC,AL,108 MAIN STREET,ALBERTVILLE,35950,266422
SHALAJA' SWIMWEAR LLC,LLC,AL,2206 FESTIVAL LANE,MONTGOMERY,36117,266423
"BIOZEN, LLC",LLC,AL,27838 64 EXT,ROBERTSDALE,36567,266426
"BENCHMARK OF CULLMAN, INC.",CORPORATION,AL,,,,266429
NEW HARVEST CHRISTIAN CENTER,NONPROFIT,AL,115 15TH STREET,ANNISTON,36201,267264
"MINERICH PROJECT SOLUTIONS, INCORPORATED",CORPORATION,AL,2741 POSSUM TROT ROAD,PIEDMONT,36272,267265
"JEMISON MOTORSPORTS, INC",CORPORATION,AL,,JEMISON,,267266
"DELTA PI LAMBDA CHAPTER EDUCATIONAL FOUNDATION, ALPHA PHI ALPHA FRATERNITY, INC",NONPROFIT,AL,,,,267267
MASTER-TAC LLC,LLC,AL,103 SOUTHERN PINE DR,TONEY,35773,267268
ALABAMA WORKING DOG ASSOCIATION,NONPROFIT,AL,1600 INDUSTRIAL DRIVE,PHENIX CITY,36869,267269
"TECHNICAL FIELD SERVICES, LLC",LLC,AL,102 DAVION COURT,MADISON,35758,267270
"BASS AQUATICS, LLC",LLC,AL,3777 JACKSON BOULEVARD,BIRMINGHAM,35213,267271
"PHOENIX AN, LLC",LLC,AL,555 6TH AVENUE,DELRAY BEACH,33483,267272
"INTEGRATED AVIATION SOLUTIONS, LLC",LLC,AL,115 MAGNUS AVENUE,HUNTSVILLE,35824,267273
JMACK CLEANING SERVICES LLC,LLC,AL,190 LIME QUARRY ROAD,MADISON,35758,267275
"ALLEN AND SALMAN STEEL, LLC",LLC,AL,25405 PERDIDO BEACH BLVD,ORANGE BEACH,36561,267276
"REDDY REAL ESTATE, LLC",LLC,AL,,,,267277
"MOUNT MORIAH PRIMITIVE BAPTIST CHURCH OF FLORENCE, ALABAMA",NONPROFIT,AL,,,,268110
"LALA ENTERPRISES, LLC",LLC,AL,977 JEFFERSON ST,ALEXANDER CITY,35510,268111
"KNOW AND GO TRAVEL, LLC",LLC,AL,2712 TREYBURNE LANE,HAMPTON COVE,35763,268112
"NANCY KAREN MEXICAN FOOD, LLC",LLC,AL,,,,268113
"C & D AVIATION, LLC",LLC,AL,,,,268114
"MILL CREEK LUMBER UNLIMITED, LLC",LLC,AL,,,,268115
"L&N TRANSPORT, LLC",LLC,AL,1405 KELLY DRIVE,PELHAM,35124,268116
"GULF SHORES SPECIAL OPERATIONS CHARITY, LLC",LLC,AL,,,,268121
"FAUX STUDIO DESIGNS, LLC",LLC,AL,,,,268124
"4-WAY, LLC",LLC,AL,1558 I-65 SERVICE RD,S MOBILE,36693,268125
"PROSAURA SYSTEMS, LLC",LLC,AL,332 HIGHLAND VIEW DRIVE,BIRMINGHAM,35242,268128
"GAITER ELECTRODIAGNOSTIC TECHNOLOGY, LLC",LLC,AL,,,,268130
"AMBROSE CANOE COMPANY, LLC",LLC,AL,277 CLAIRMONT ROAD,STERRET,35147,268131
"M & G ASSOCIATES, LLC",LLC,AL,1803 WOODBROOK CIRCLE,ALABASTER,35007,268132
"CS INSTALLATION, LLC",LLC,AL,7101 POCAHONTAS ROAD,BESSEMER,35022,268133
"AMANDA FREY, LLC",LLC,AL,,COLUMBIANA,,268134
"CENTRAL ALABAMA DENTAL ASSISTING SCHOOL, LLC",LLC,AL,,,,268970
THEOPOLIS INSTITUTE,NONPROFIT,AL,844 CLUSTER SPRINGS ROAD,GARDENDALE,35071,268972
THE ONE MILLION SOLES PROJECT,NONPROFIT,AL,,,,268973
LOL!(LETTERS OF LIFE)LLC,LLC,AL,1750 FAIRFOREST DRIVE,MONTGOMERY,36106,268974
"HAYWOOD FABRICATION, LLC",LLC,AL,,WOODLAND,,268975
"PINNACLE HOTEL DEVELOPMENT, LLC",LLC,AL,,,,268976
"LAKE WEDOWEE COUNSELING, LLC",LLC,AL,,WEDOWEE,,268977
"L&S THOMAS ENTERPRISES, LLC",LLC,AL,1722 ST CHARLES AVE,MONTGOMERY,36107,268978
"FULL CIRCLE FILM AND MEDIA ENTERTAINMENT, LLC",LLC,AL,3339 HULL STREET,MONTGOMERY,36105,268979
"LBP, L.L.C.",LLC,AL,11101 ATLANTA HWY,MONTGOMERY,36117,268980
LUXE ATTIRE LLC,LLC,AL,6701 SANSONE COURT,MONTGOMERY,36116,268981
"TALLEYHO HUNT CLUB, LLC",LLC,AL,1015 COURT STREET,MONTGOMERY,36104,268982
"JACKSON SOLUTIONS, LLC",LLC,AL,,,,268983
POETICLION LLC,LLC,AL,,,,268984
KINGS MOUNTAIN INVESTMENTS INC.,CORPORATION,AL,4318 KINGS MOUNTAIN RIDGE,VESTAVIA HILLS,35242,270000
WBR FELLINGER INC.,CORPORATION,AL,5650 SANDERSON STREET,HUNTSVILLE,35805,270001
"IRISH LUCK SURF WEAR, LLC",LLC,AL,3687 OLDE PARK RD,GULF SHORES,36542,270003
LOS.RIELES LLC,LLC,AL,3569 PELHAM PARKWAY,PELHAM,35124,270005
DIVERSITY SOLUTIONS INC,CORPORATION,AL,1910 WESTMINISTER DR,PHENIX CITY,36870,270007
LAKE MARTIN HOME MANAGEMENT LLC,LLC,AL,1554 WILLOW GLYNN WAY,ALEXANDER CITY,35010,270008
"TENNVAL FOODGROUP, INC",CORPORATION,AL,,,,270009
"TCF PROPERTIES, LLC",LLC,AL,,,,270010
"THE LAW OFFICE OF J. PAYNE BAKER,JR.,LLC",LLC,AL,,,,270012
"VENADO, L.L.C.",LLC,AL,,,,271114
"COASTAL COWBOYS, LIMITED LIABILITY COMPANY",LLC,AL,,,,271116
"WESTERN REI, LLC",LLC,AL,,,,271119
"WAD LANDS, LLC",LLC,AL,,,,271120
"CDD LANDS, LLC",LLC,AL,,,,271121
"ORR MANAGEMENT SERVICES, LLC",LLC,AL,,,,271122
GOSSELIN ARCHITECTURE LLC,LLC,AL,288 MAIN STREET,DOTHAN,36301,271123
"RETAIL REDY, LLC",LLC,AL,,,,271124
"AMERICAN GOLF CLUB OF DOTHAN, LLC",LLC,AL,,SOUTH DOTHAN,,271125
FASTER HOME SOLUTIONS LLC,LLC,AL,,PISGAH,,271126
"DOVES UNLIMITED, LLC",LLC,AL,204 CHLOE CT,DOTHAN,36303,271127
"PFEIFER PSYCHIATRY, LLC",LLC,AL,,,,271129
"THE JASPERSE AGENCY, LLC",LLC,AL,1630 WATERCREST DR,CUMMING,30041,271130
ENBUNDANCE LLC,LLC,AL,,,,271131
"F & W CONTRACTORS, LLC",LLC,AL,,OZARK,,271132
"CRIMSON TIDE TRAILS, LLC",LLC,AL,,,,271133
"GERDOT FARMS, LLC",LLC,AL,,,,271134
SOLID WOODWORKS LLC,LLC,AL,31751 HAGENDORFER ROAD,LILLIAN,36549,272096
LTC MINERALS LLC,LLC,AL,,,,272097
"A & Z PHARMACEUTICAL, LLC",LLC,AL,2275 SWALLOW HILL RD,PITTSBURGH,15220,272099
"SOUTHEAST CORNER PROPERTIES, L.L.C.",LLC,AL,,,,272100
BEACON LED LLC,LLC,AL,2500 POTICAW BAYOU RD,VANCLEAVE,39565,272101
"ASHLEY MANOR APARTMENTS, LLC",LLC,AL,,,,272102
BOBBY FOX CONSTRUCTION AND REMODELING LLC,LLC,AL,3622 WIND RIDGE LANE,BESSEMER,35022,272103
PALLET SOLUTIONS RECYCLING LLC,LLC,AL,,NORTHPORT,,272104
"JEFF ENTERPRISES, LLC",LLC,AL,1810 6TH WAY,BIRMINGHAM,35215,272107
