property_id,physical_address,year_built,book,page,sale_date,sale_price,county,state,source_url
7890133207,ALBEMARLE CHURCH RD,1960,201,327,2004-08-12 00:00:00,125000,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7890037926,ALBEMARLE CHURCH RD,,212,644,2007-05-16 00:00:00,8500,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7880977097,COLONIAL BEACH RD EXT,1989,,,1900-01-01 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7880976028,COLONIAL BEACH RD EXT,1970,,,1900-01-01 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7880975058,COLONIAL BEACH RD EXT,1996,,,1900-01-01 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7880973008,COLONIAL BEACH RD EXT,1970,,,1900-01-01 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7880971233,COLONIAL BEACH RD EXT,1976,212,906,2007-06-18 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7880972233,COLONIAL BEACH RD EXT,1977,184,723,1900-01-01 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7880973213,COLONIAL BEACH RD EXT,1972,150,656,1983-01-14 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7880973282,COLONIAL BEACH RD EXT,1980,,,1900-01-01 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7880974262,COLONIAL BEACH RD EXT,1971,241,322,2017-01-20 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7880975263,COLONIAL BEACH RD EXT,1975,,,1900-01-01 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7880976243,COLONIAL BEACH RD EXT,1972,,,1900-01-01 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7880977213,COLONIAL BEACH RD EXT,1970,,,1900-01-01 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7880977283,COLONIAL BEACH RD EXT,1970,231,735,2013-07-26 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7880978252,COLONIAL BEACH RD EXT,,231,735,2013-07-26 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7880979261,COLONIAL BEACH RD,1980,209,449,2008-04-21 00:00:00,250000,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7890071116,COLONIAL BEACH RD,2002,,,1900-01-01 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7890071116,COLONIAL BEACH RD,1979,183,709,1999-11-18 00:00:00,110000,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7890170170,FOLLY LANDING,1986,164,32,1991-06-28 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7880968727,COLONIAL BEACH RD,2001,241,484,2009-09-30 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7880971089,COLONIAL BEACH RD EXT,1970,,,1900-01-01 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7880973078,COLONIAL BEACH RD EXT,1970,209,683,2006-08-14 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7880974058,COLONIAL BEACH RD EXT,1974,,,1900-01-01 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7880879199,OLD BEACH HOUSE RD,,234,790,2014-06-02 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7880878290,OLD BEACH HOUSE RD,1995,234,790,2014-06-02 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7880878200,OLD BEACH HOUSE RD,,,,1900-01-01 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7880878200,OLD BEACH HOUSE RD,1996,,,1900-01-01 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7880877211,OLD BEACH HOUSE RD,1998,175,766,1996-10-08 00:00:00,45000,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7880877211,OLD BEACH HOUSE RD,,,,1900-01-01 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7880875263,OLD BEACH HOUSE RD,,217,731,2008-09-10 00:00:00,150000,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7880875263,OLD BEACH HOUSE RD,,217,731,2008-09-10 00:00:00,150000,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7880874264,OLD BEACH HOUSE RD,2000,177,333,1997-06-17 00:00:00,45000,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7880873274,OLD BEACH HOUSE RD,1989,172,887,1995-06-19 00:00:00,150000,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7880872275,OLD BEACH HOUSE RD,1999,181,939,1999-03-17 00:00:00,55000,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7880871276,OLD BEACH HOUSE RD,1992,,,1900-01-01 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7880870277,OLD BEACH HOUSE RD,,225,820,2011-10-04 00:00:00,165000,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7880779288,OLD BEACH HOUSE RD,,208,163,1992-01-18 00:00:00,33500,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7880778330,OLD BEACH HOUSE RD,,,,1900-01-01 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7880777322,OLD BEACH HOUSE RD,1989,,,1900-01-01 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7880777322,OLD BEACH HOUSE RD,,,,1900-01-01 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7880776334,OLD BEACH HOUSE RD,,,,1900-01-01 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7880775336,OLD BEACH HOUSE RD,,,,1900-01-01 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7880774172,OLD BEACH HOUSE RD,,,,1900-01-01 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7880775151,OLD BEACH HOUSE RD,2006,208,639,2006-05-04 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7880775151,OLD BEACH HOUSE RD,2006,208,639,2006-05-04 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7880776130,OLD BEACH HOUSE RD,,175,39,1996-07-10 00:00:00,7500,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7880777008,OLD BEACH HOUSE RD,2007,243,195,2017-12-07 00:00:00,169000,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7880777097,OLD BEACH HOUSE RD,,,,1900-01-01 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7880778076,OLD BEACH HOUSE RD,,,,1900-01-01 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7880779064,OLD BEACH HOUSE RD,,199,463,2004-03-23 00:00:00,60000,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7880870033,OLD BEACH HOUSE RD,,,,1900-01-01 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7880871022,OLD BEACH HOUSE RD,,229,288,2012-11-08 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7880872001,OLD BEACH HOUSE RD,2002,229,288,2012-11-08 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7880872070,OLD BEACH HOUSE RD,,,,1900-01-01 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7880863959,OLD BEACH HOUSE RD,,,,1900-01-01 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7880864939,OLD BEACH HOUSE RD,,230,791,2013-04-18 00:00:00,26000,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7880865918,OLD BEACH HOUSE RD,,217,728,2008-09-10 00:00:00,30000,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7880865997,OLD BEACH HOUSE RD,,178,57,1997-08-29 00:00:00,12500,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7880866976,OLD BEACH HOUSE RD,,175,31,1996-07-10 00:00:00,10000,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7880867956,OLD BEACH HOUSE RD,2004,170,262,1994-06-17 00:00:00,10000,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7880868954,OLD BEACH HOUSE RD,,174,669,1996-05-16 00:00:00,20000,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7890021754,CHAPEL SWAMP LN,,224,153,2011-02-15 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7880935054,CHAPEL SWAMP LN,1964,241,145,2016-12-16 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7880847113,ALBEMARLE CHURCH RD,2010,222,421,2009-10-30 00:00:00,20000,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7880940036,ALBEMARLE CHURCH RD,1950,245,83,2018-08-06 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7880-84-4089,ALBEMARLE CHURCH RD,2017,243,236,2017-12-08 00:00:00,125000,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7880850914,COLONIAL BEACH RD,1995,208,869,2006-05-31 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7890400992,DAVENPORT RD,1981,245,113,2018-08-07 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7890425566,DAVENPORT RD,,245,119,2018-08-07 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7799157314,BAY POST OFFICE RD,,,,1900-01-01 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7799048834,BAY POST OFFICE RD,1940,116,521,1900-01-01 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7789786544,BAY POST OFFICE RD,1930,244,124,2018-03-28 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7789872115,BAY POST OFFICE RD,1960,223,229,2010-10-06 00:00:00,315000,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7799066673,BAY POST OFFICE RD,,,,2001-01-01 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7799372111,ALBEMARLE CHURCH RD,1980,,,1900-01-01 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7799371273,ALBEMARLE CHURCH RD,1961,,,1900-01-01 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7799276498,ALBEMARLE CHURCH RD,1930,,,1900-01-01 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7799279698,ALBEMARLE CHURCH RD,2004,228,832,2012-10-02 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7799279921,ALBEMARLE CHURCH RD,1928,,,1900-01-01 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7799280298,ALBEMARLE CHURCH RD,,213,808,2007-09-04 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7890119194,ALBEMARLE CHURCH RD,1974,170,475,1994-07-13 00:00:00,36000,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7890119235,ALBEMARLE CHURCH RD,,247,360,2019-05-31 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7890017249,ALBEMARLE CHURCH RD,1940,221,337,2010-02-02 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7890017249,ALBEMARLE CHURCH RD,2004,221,337,2010-02-02 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7890115686,ALBEMARLE CHURCH RD,2002,,,1900-01-01 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7890115859,ALBEMARLE CHURCH RD,1950,,,1900-01-01 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7890210486,ALBEMARLE CHURCH RD,2003,186,790,2001-03-23 00:00:00,10500,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7890213308,ALBEMARLE CHURCH RD,,,,1900-01-01 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7890216058,ALBEMARLE CHURCH RD,2003,241,67,2016-12-12 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7890206972,ALBEMARLE CHURCH RD,1943,,,1900-01-01 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7890207553,ALBEMARLE CHURCH RD,1999,176,89,1996-11-19 00:00:00,28500,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7799296652,ALBEMARLE CHURCH RD,1989,232,767,2013-10-17 00:00:00,3000,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7799297565,ALBEMARLE CHURCH RD,1974,227,454,2012-04-27 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7799466934,ALBEMARLE CHURCH RD,1961,,,1900-01-01 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7799468509,ALBEMARLE CHURCH RD,1962,241,850,2017-05-10 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7799657845,HWY 94 N,1945,241,853,2017-05-10 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7799770141,HWY 94 N,,,,1900-01-01 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7799764123,HWY 94 N,1940,189,356,2001-12-12 00:00:00,5500,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7799554681,ALBEMARLE CHURCH RD,1930,,,1900-01-01 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7799553613,ALBEMARLE CHURCH RD,1960,195,342,2003-05-06 00:00:00,62000,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7799552476,HWY 94 N,1960,223,5,2010-09-23 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7799553489,HWY 94 N,1968,,,1900-01-01 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7799555511,HWY 94 N,,209,841,2006-09-05 00:00:00,25000,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7799361996,ALBEMARLE CHURCH RD,2006,211,196,2006-12-27 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7799867442,HWY 94 N,,230,717,2013-04-05 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7890303245,DAVENPORT RD,1989,,,1900-01-01 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7799651784,HWY 94 N,,,,1900-01-01 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7799164416,BAY POST OFFICE RD,1973,,,1900-01-01 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7890301186,DAVENPORT RD,1998,,,1900-01-01 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7890203824,ALBEMARLE CHURCH RD,1987,,,1900-01-01 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7799296841,ALBEMARLE CHURCH RD,1960,165,1,1992-01-17 00:00:00,10000,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7799068642,BAY POST OFFICE RD,1965,209,202,2006-06-21 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7799286675,ALBEMARLE CHURCH RD,,244,344,2018-04-26 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7799047493,HWY 94 N,,228,651,2012-09-17 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7799148497,HWY 94 N,,215,736,2008-03-03 00:00:00,25000,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
8709347283,HWY 94 N,,215,736,2008-03-03 00:00:00,25000,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7799655532,HWY 94 N,1965,246,451,2019-02-01 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7799651349,HWY 94 N,1939,,,1900-01-01 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7799224964,TRAVIS SCHOOL RD,2015,,,1900-01-01 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7799139785,TRAVIS SCHOOL RD,1990,,,1900-01-01 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7799039452,TRAVIS SCHOOL RD,1956,207,855,2006-03-01 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7799139935,TRAVIS SCHOOL RD,1956,207,855,2006-03-01 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7799147084,TRAVIS SCHOOL RD,1961,235,727,2014-10-10 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7789929130,CHAPEL HILL RD,2008,,,1900-01-01 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7789929193,CHAPEL HILL RD,1930,,,1900-01-01 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7799020293,CHAPEL HILL RD,1960,205,109,2005-07-01 00:00:00,23500,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7799022208,CHAPEL HILL RD,,,,1900-01-01 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7799028363,CHAPEL HILL RD,1961,,,1900-01-01 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
7799127485,CHAPEL HILL RD,1960,,,1900-01-01 00:00:00,0,Tyrrell,NC,https://agdonline.maps.arcgis.com/apps/webappviewer/index.html?id=1c2493cb8eb1484eb1ecc571131f5ee6
