name,city,state,address,website
EL RINCON ELEMENTARY,CULVER CITY,CA,11177 OVERLAND AVE.,"https://elrincon.ccusd.org/"
LINCOLN ELEMENTARY SCHOOL,RIDGEFIELD PARK,NJ,712 LINCOLN AVENUE,"https://lnc.edison.k12.nj.us/"
NORTHSTAR ELEMENTARY SCHOOL,KNOXVILLE,IA,407 W LARSON,"https://www.knoxville.k12.ia.us/schools/northstar-elementary/"
LIVINGSTON COUNTY ACADEMY,PONTIAC,IL,920 CUSTER STE B,"https://www.lcssu.org/programs-services/livingston-county-academy-and-crossroads/"
CRESTVIEW ELEMENTARY,SIMI VALLEY,CA,900 CROSBY AVE.,"https://crestviewelementary.lusd.org/"
HENRY ELEM.,CLINTON,MO,809 S 8TH ST,"https://www.parkwayschools.net/henry"
GEARY ELEMENTARY/MIDDLE SCHOOL,LEFT HAND,WV,9538 CLAY ROAD,"https://wvde.state.wv.us/ed_directory/index.html?county_id=79&school_id=202"
BELVEDERE ELEMENTARY,ARNOLD,MD,360 BROADWATER RD,"https://www.aacps.org/domain/1403"
BESS T SHEPHERD ELEMENTARY,CHATTANOOGA,TN,7126 TYNER RD,"https://bts.hcde.org/"
PENNOYER ELEM SCHOOL,NORRIDGE,IL,5200 N CUMBERLAND,"https://www.pennoyerschool.org/"
JESSAMINE EARLY LEARNING VILLAGE,NICHOLASVILLE,KY,851 WILMORE RD,"https://www.jessamine.k12.ky.us/10/Home"
FALLSBURG ELEMENTARY SCHOOL,LOUISA,KY,6869 N HWY 3,"https://www.lawrence.k12.ky.us/o/fes/"
FLORIDA STREET DISCOVERY CENTER,BANNING,CA,671 N. FLORIDA ST.,"https://floridastreet.banning.k12.ca.us/"
EDWIN MARKHAM ELEMENTARY,PASCO,WA,4031 ELM ROAD,"https://www.psd1.org/markhames"
VERDIGRE ELEMENTARY SCHOOL,VERDIGRE,NE,201 S 3RD ST,"https://verdigrepublicschool.org/"
SANDHILLS PRIMARY,SWANSEA,SC,140 LEWIS RAST ROAD,"https://www.lex4.org/Domain/11"
ELLERTH E. LARSON ELEMENTARY,LODI,CA,2375 GIANNONI WAY,"https://larson.lodiusd.net/"
NORTH CADDO HIGH SCHOOL,VIVIAN,LA,201 AIRPORT DRIVE,"https://www.northcaddo.com/"
MOORELAND HEIGHTS ELEMENTARY,KNOXVILLE,TN,5315 MAGAZINE RD,"https://www.knoxschools.org/moorelandheightses"
ORANGEBURG CONSOLIDATED SCHOOL DISTRICT FIVE TECHNOLOGY CENT,ORANGEBURG,SC,3720 MAGNOLIA STREET,"https://www.ocsdsc.org/Domain/39"
INDIVIDUALIZED LEARNING CENTER,LE MARS,IA,940 LINCOLN STREET SW,"https://www.areavibes.com/le+mars-ia/schools/individualized+learning+center-191653001101/"
WEST WHITESBURG ELEMENTARY SCHOOL,WHITESBURG,KY,330 PARK ST,"https://www.letcher.kyschools.us/9/Home"
FRANKLIN D. ROOSEVELT,MAYAGUEZ,PR,CALLE FRANCISCO PADIN,"https://www.presidency.ucsb.edu/ws/index.php?pid=15386"
WEMROCK BROOK SCHOOL,MANALAPAN,NJ,118 MILLHURST ROAD,"https://www.mersnj.us/Domain/10"
GAMP,PHILADELPHIA,PA,23RD AND RITNER STS,"https://gamp.philasd.org/"
DAWSON EL,DAWSON,TX,199 N SCHOOL AVE,"https://www.dawsonisd.net/"
MEAD ALTERNATIVE HIGH SCHOOL,SPOKANE,WA,529 W HASTINGS,"https://www.mead354.org/"
MILLMONT EL SCH,READING,PA,400 SUMMIT AVENUE,"https://www.readingsd.org/millmont"
WASHINGTON ELEMENTARY SCHOOL,WARSAW,IN,423 W KINCAIDE ST,"https://www.marionunit2.org/washington"
SPRINGFIELD ELEMENTARY SCHOOL,NEW MIDDLETOWN,OH,11419 YOUNGSTOWN PITTSBURGH RD,"https://www.springfield.k12.oh.us/"
JOHN MUIR MIDDLE,SAN JOSE,CA,1260 BRANHAM LN.,"https://muir.sjusd.org/"
BYRNE ELEM SCHOOL,CHICAGO,IL,5329 S OAK PARK AVE,"https://www.byrnecps.org/"
RAYNE HIGH SCHOOL,RAYNE,LA,1016 NORTH POLK STREET,"https://www.acadia.k12.la.us/rhs/"
GRAND ISLE HIGH SCHOOL,GRAND ISLE,LA,149 LUDWIG LANE,"https://www.jpschools.org/grandisle"
GRAFTON MIDDLE,YORKTOWN,VA,405 GRAFTON DR,"https://ycsd.yorkcountyschools.org/Domain/336"
LINO PADRO RIVERA,VEGA BAJA,PR,CALLE TULIO OTERO,"https://www.jostens.com/apps/store/customer/1110303/Lino-Padron-Rivera/"
MOUNT VERNON HIGH SCHOOL,MOUNT VERNON,OH,300 MARTINSBURG RD,"https://www.mt-vernon.k12.oh.us/mountvernonhighschool_home.aspx"
FAYETTEVILLE-PERRY MIDDLE SCHOOL,FAYETTEVILLE,OH,521 S APPLE ST,"https://www.fp.k12.oh.us/"
THOMAS EATON MIDDLE,HAMPTON,VA,2108 CUNNINGHAM DR,"https://eat.hampton.k12.va.us/"
GENESEE SCHOOL,GENESEE,ID,330 WEST ASH STREET,"https://www.sd282.org/"
JANE H. BRYAN ELEMENTARY,HAMPTON,VA,1021 N MALLORY ST,"https://bry.hampton.k12.va.us/"
HOPKINS ELEMENTARY,ABERDEEN,WA,1313 PACIFIC,"https://littletonpublicschools.net/schools/hopkins"
TRI-C ELEMENTARY SCHOOL,CARTERVILLE,IL,1405 W GRAND AVE,"https://www.cartervillelions.org/o/tri-c"
ECEAP W,TACOMA,WA,303 159TH STREET E,"https://www.dcyf.wa.gov/services/earlylearning-childcare/eceap-headstart"
MILTON ELEMENTARY SCHOOL,MILTON,WV,1201 PIKE ST.,"https://www.cabellschools.com/miltonelementaryschool_home"
COPLEY-FAIRLAWN MIDDLE SCHOOL,COPLEY,OH,1531 S CLEVELAND MASSILLON RD,"https://www.copley-fairlawn.org/Domain/143"
KIMBALL ELEMENTARY SCHOOL,SEATTLE,WA,3200 23 AV S,"https://kimballes.seattleschools.org/"
PS 40 AUGUSTUS SAINT-GAUDENS,NEW YORK,NY,319 E 19TH ST,"https://www.schools.nyc.gov/schools/M040"
DEMOTTE ELEMENTARY SCHOOL,DEMOTTE,IN,1000 S HALLECK,"https://www.kv.k12.in.us/5/home"
JIMTOWN INTERMEDIATE SCHOOL,ELKHART,IN,58703 CR 3 S,"https://jis.baugo.org/"
MADISON SOUTHERN HIGH SCHOOL,BEREA,KY,279 GLADES RD,"https://www.madison.kyschools.us/18/home"
ALBERTA SMITH ELEMENTARY,MIDLOTHIAN,VA,13200 BAILEY BRIDGE RD,"https://mychesterfieldschools.com/ases/"
ROCKLAND ELEM SCHOOL,LIBERTYVILLE,IL,160 W ROCKLAND RD,"https://www.illinoisreportcard.com/School.aspx?schoolid=340490700022006"
REGIONAL LEARNING ACADEMY/WISE CO,WISE,VA,C/O WISE CO PUBLIC SCHLS,"https://www.wisek12.org/o/aec/page/regional-learning-academy-rla"
TRAVIS MIDDLE,PORT LAVACA,TX,705 N NUECES ST,"http://tms.calcoisd.org/"
PS 811 MICKEY MANTLE SCHOOL,NEW YORK,NY,466 W END AVE,"https://www.p811m.org/"
KENT PHOENIX ACADEMY,KENT,WA,11000 SE 264TH ST,"https://www.kent.k12.wa.us/Academy"
RIVERWOOD ELEMENTARY SCHOOL,MCHENRY,IL,300 S DRIFTWOOD TRL,"https://www.d15.org/riverwood"
HOMEBOUND ELEMENTARY SCHOOL,BIRMINGHAM,AL,2015 PARK PLACE,"https://publicschoolsk12.com/elementary-schools/al/jefferson-county/010039001764.html"
LINCOLN HIGH,LINCOLN,CA,790 J ST.,"https://lhs.wpusd.org/"
ST MARY'S ACADEMY CHARTER SCHOOL,BEEVILLE,TX,410 N TYLER ST,"https://smacs.net/"
MCNAIR MIDDLE SCHOOL,COLLEGE PARK,GA,2800 BURDETT RD,"https://www.fultonschools.org/mcnairms"
WESTERN ELEMENTARY SCHOOL,LEXINGTON,OH,385 W MAIN ST,"http://www.lexington.k12.oh.us/index.php/schools/western-elementary"
MARIANA BRACETTI,ANASCO,PR,CARR.402 KM.5 HM.5 BO. PINALES ABAJO,"https://thebiography.us/en/bracetti-mariana"
HUDSON BEND MIDDLE,AUSTIN,TX,15600 LARIAT TRL,"https://www.ltisdschools.org/Domain/15"
MONTESSORI DAY PUBLIC SCHOOLS CHARTERED - MOUNTAINSIDE,PHOENIX,AZ,9215 N. 14TH STREET,"https://mdpsc.org/classrooms/mountainside/"
YORK ELEMENTARY SCHOOL,YORK,NE,1501 WASHINGTON AVE,"https://yorkpublic.org/topics/elementary-school/"
R HOWELL ELEMENTARY,COLUMBIA,TN,653 BEAR CREEK PIKE,"https://howellelementary.mauryk12.org/"
FOUNDERS HALL MIDDLE SCH,MC KEESPORT,PA,3600 O'NEIL BOULEVARD,"https://www.mckasd.net/domain/304"
ST. ANTHONY VILLAGE SENIOR HIGH,SAINT ANTHONY,MN,3303 33RD AVE NE,"https://savhs.isd282.org/"
MIDDLETON HIGH SCHOOL,MIDDLETON,ID,1538 EMMETT ROAD,"https://www.msd134.org/Domain/13"
LANGFORD EL,AUSTIN,TX,2206 BLUE MEADOW DR,"https://www.austinisd.org/schools/langford"
LAKE MATHEWS ELEMENTARY,RIVERSIDE,CA,12252 BLACKBURN RD.,"http://lakemathews.riversideunified.org/"
CHESTER SENIOR HIGH,CHESTER,SC,1330 J. A. COCHRAN BYPASS,"https://www.chester.k12.sc.us/chesterhigh"
HEARNE H S,HEARNE,TX,1201 W BROWN ST,"https://hs.hearneisd.com/en-US"
COLLETT ELEMENTARY,RIVERSIDE,CA,10850 COLLETT AVE.,"https://www.alvordschools.org/collett"
LIVE OAK MIDDLE,LIVE OAK,CA,2082 PENNINGTON RD.,"https://liveoak.tcsdk8.org/"
HELEN STREET SCHOOL,HAMDEN,CT,285 HELEN ST.,"https://www.hamden.org/helenstreet"
LEBANON ELEM SCHOOL,LEBANON,IL,102 W SCHUETZ ST,"https://www.lcusd9.org/"
PACIFIC LAW ACADEMY,STOCKTON,CA,1621 BROOKSIDE RD.,"https://www.stocktonusd.net/pla"
PS 132 JUAN PABLO DUARTE,NEW YORK,NY,185 WADSWORTH AVE,"https://www.schools.nyc.gov/schools/M132"
PROPHETSTOWN HIGH SCHOOL,PROPHETSTOWN,IL,310 W RIVERSIDE DR,"https://www.plt3.org/"
SOUTH POINTE HIGH,ROCK HILL,SC,801 NEELY ROAD,"https://www.rock-hill.k12.sc.us/sphs"
AHFACHKEE DAY SCHOOL,CLEWISTON,FL,30290 JOSIE BILLIE HWY PMB 1005,"https://www.seminolewarriors.net/"
FAMILY CONNECTION - CHILD DEVELOPMENT CENTER,VICTORIA,TX,2905 MIORI,"https://www.har.com/school/235902124/family-connection---child-development-center"
SOUTHEAST REGION,TUCSON,AZ,1200 W SPEEDWAY,"https://en.wikivoyage.org/wiki/Southeast_Arizona"
TAKINI SCHOOL,HOWES,SD,HC 77 BOX 537,"https://doe.sd.gov/ofm/results.aspx?districtnumber=64302"
SAN FELIPE PUEBLO ELEMENTARY SCHOOL,SAN FELIPE PUE.,NM,P.O. BOX 4343,"https://www.bie.edu/schools/directory/san-felipe-pueblo-elementary-school"
SAN ILDEFONSO DAY SCHOOL,SANTA FE,NM,36 TUNYO PO,"https://www.bie.edu/schools/directory/san-ildefonso-day-school"
BABLER LODGE,CHESTERFIELD,MO,1010 LODGE RD,"https://dss.mo.gov/reports/prison-rape-elimination-act-reports/prea-audit-full-compliance-reports/2014/CY-2014-PREA-Audit-Babler-Lodge.pdf"
SOUTH CENTRAL CORRECTIONAL CTR,LICKING,MO,255 HWY 32 W,"https://doc.mo.gov/node/546"
BACA/DLO'AY AZHI COMMUNITY SCHOOL,PREWITT,NM,P.O. BOX 509,"https://www.bie.edu/schools/directory/baca-dloay-azhi-community-school"
MARIANO LAKE COMMUNITY SCHOOL,CROWNPOINT,NM,P.O. BOX 787,"https://www.bie.edu/schools/directory/mariano-lake-community-school"
CAVIAT - COCONINO HIGH SCHOOL,FLAGSTAFF,AZ,2801 N IZABEL,"https://www.caviat.org/"
SKYVIEW HIGH SCHOOL,BUCKEYE,AZ,4290 S MILLER RD,"https://www.skyviewhs.com/"
ASTUMBO MIDDLE SCHOOL,DEDEDO,GU,389 CHALAN HACHON,"https://dataexplorer.agile-ed.com/Lookup/GU/1055942-Astumbo-Middle-School"
REESE EDUCATIONAL CTR,LUBBOCK,TX,9421 4TH ST,"https://rec.frenship.net/"
EASTERN HIGHLANDS REGION (EHR),HOLBROOK,AZ,1607 NAVAJO BLVD,"https://www.areavibes.com/holbrook-az/schools/eastern+highlands+region+(ehr)-040046302892/"
TOHAALI' COMMUNITY SCHOOL,NEWCOMB,NM,P.O. BOX 9857,"https://www.bie.edu/schools/directory/tohaali-community-school"
AMERICAN LEADERSHIP ACADEMY - IRONWOOD,SAN TAN VALLEY,AZ,463 W. COMBS RD,"https://www.alaschools.org/ironwood-7-12"
BREAD SPRINGS DAY SCHOOL,GALLUP,NM,P.O. BOX 1117,"https://www.bie.edu/schools/directory/bread-springs-day-school"
HOAGLIN-ZENIA ELEMENTARY,ZENIA,CA,ZENIA LAKE MTN. RD.,"http://stjusd.org/index.php/hoaglin-zenia-elementary-school"
EXCEPTIONAL CHILDREN SPECIAL PLACEMENTS,MEMPHIS,TN,160 S HOLLYWOOD,"http://www.scsk12.org/exceptional/"
WAVE-CULINARY ARTS AND BUSINESS,LAKE HAVASU CITY,AZ,1540 PALO VERDE S.,"http://www.wavejted.org/central_campus.html"
GREAT HEARTS ACADEMIES - LINCOLN PREP,CHANDLER,AZ,2250 S. GILBERT ROAD,"https://lincolnprep.greatheartsamerica.org/"
STEDY- VISTA HS SATELLITE,YUMA,AZ,2350 SOUTH VIRGINIA DRIVE,"https://www.stedycte.org/campuses.html"
STEDY- GILA RIDGE HS SATELLITE,YUMA,AZ,7150 E 24TH STREET,"https://www.stedycte.org/campuses.html"
GREAT HEARTS ACADEMIES - ARCHWAY LINCOLN,CHANDLER,AZ,2250 S. GILBERT RD.,"https://archwaylincoln.greatheartsamerica.org/"
THE EARLY CAREER ACADEMY,TEMPE,AZ,5005 S. WENDLER DR.,"http://www.earlycareeracademy.com/"
FULTON RECEPTION AND DIAG CTR,FULTON,MO,ROUTE O,"https://doc.mo.gov/node/441"
BASIS CHANDLER PRIMARY- SOUTH CAMPUS,CHANDLER,AZ,204 W. CHANDLER HEIGHTS RD.,"https://www.basised.com/chandler-primary-south/"
BASIS SCOTTSDALE PRIMARY,SCOTTSDALE,AZ,11735 N. SCOTTSDALE RD.,"https://www.basised.com/scottsdale-primary/"
KAIBETO BOARDING SCHOOL,KAIBETO,AZ,P.O. BOX 1420,"https://kaibeto.bie.edu/"
GEORGE I SANCHEZ NORTH,HOUSTON,TX,406 E RITTENHOUSE ST BLDG A,"https://www.har.com/school/101804004/george-i-sanchez-north"
KINGSTON MIDDLE,CADET,MO,10047 DIAMOND RD,"https://kingston.k12.mo.us/"
BASIS GOODYEAR PRIMARY,GOODYEAR,AZ,15800 W. SHERMAN ST.,"https://www.basised.com/goodyear/"
GALLEGO INTERMEDIATE FINE ARTS MAGNET SCHOOL,TUCSON,AZ,3700 E. ALVORD RD.,"https://old.susd12.org/gallego-intermediate"
EVIT - ARIZONA COLLEGE PREP ERIE CAMPUS,CHANDLER,AZ,1150 W. ERIE ST.,"http://www.ade.az.gov/edd/NewDetails.asp?EntityID=92722&RefTypeID=1033"
RONALD REAGAN ELEMENTARY,EASTVALE,CA,8300 FIELDMASTER ST.,"https://reagan.cnusd.k12.ca.us/"
MARION MIX ELEMENTARY,ELK GROVE,CA,4730 LAGUNA PARK DR.,"http://blogs.egusd.net/mix/"
COTTONWOOD SCHOOL,BOZEMAN,MT,13233 COTTONWOOD ROAD,"https://www.cottonwoodelementarymt.com/"
PASS CREEK SCHOOL,BELGRADE,MT,3747 PASS CREEK ROAD,"https://gallatincomt.virtualtownhall.net/superintendent-schools/pages/pass-creek-school"
PLEASANT VALLEY SCHOOL,MARION,MT,7975 PLEASANT VALLEY ROAD,"https://www.pleasantvalleyschoolmontana.org/"
WHITETAIL CREEK ELEMENTARY,OMAHA,NE,19110 GREENLEAF STREET,"http://wt.gpsne.org/"
MADISON JUVENILE CORRECTIONAL,LAPORTE,IN,2407 N 500 W,"https://www.intouchweekly.com/posts/madison-juvenile-correctional-facility-155713/"
TCS ALTERNATIVE SCHOOL,TUNICA,MS,1100 ROSA FORT DRIVE,"https://www.areavibes.com/tunica-ms/schools/tcs+alternative+school-280429001579/"
CLEARWATER/ORCHARD MIDDLE SCHOOL,ORCHARD,NE,425 E 4TH ST,"https://www.summerlandbobcats.org/"
E-INSTITUTE AT METRO,PHOENIX,AZ,9640 N. METRO PARKWAY WEST,"https://www.thrivepointhighschool.com/phoenix-az-high-school/"
HARPER WOODS VIRTUAL ACADEMY,CLINTON TWP,MI,18901 15 MILE RD,"https://www.myvirtualacademy.com/about/"
ELK MOUNTAIN VIRTUAL HIGH SCHOOL - 92,DEWEY,SD,10222 VALLEY RD,"https://www.elementaryschool.me/schooldetails/79525/elk-mountain-virtual-high-school---92"
QUEETS-CLEARWATER ELEMENTARY,FORKS,WA,146000 HWY 101,"http://www.queetsclearwaterschool.org/"
SAM PERDUE JUVENILE CENTER,PRINCETON,WV,843 SHELTER ROAD,"https://dcr.wv.gov/facilities/Pages/juvenile-centers-and-facilities/sam-perdue-juvenile-center.aspx"
TOHONO O`ODHAM HIGH SCHOOL,SELLS,AZ,HC01 BOX 8513,"https://www.bie.edu/schools/directory/tohono-oodham-high-school"
SEQUOIA PATHWAY ACADEMY,MARICOPA,AZ,19265 N. PORTER RD.,"https://www.sequoiapathway.org/"
VALLEY VISTA HIGH SCHOOL,SURPRISE,AZ,15550 N. PARKVIEW PLACE,"https://dysart.org/vvhs"
YUCCA ELEMENTARY SCHOOL,YUCCA,AZ,12261 3RD ST,"https://www.yuccaschool.com/"
BIYAAGOZHOO CENTER,SAN CARLOS,AZ,INDIAN RTE. 6 MP 10.5,"https://www.gilacountyaz.gov/government/school_superintendent/accommodation_school_district/biyagozhoo/index.php"
APACHE ELEMENTARY SCHOOL,DOUGLAS,AZ,10488 N. SKELETON CANYON ROAD,"https://www.peoriaunified.org/apache"
NEW CONROE J H,CONROE,TX,3205 W DAVIS,"https://stockton.conroeisd.net/"
NEW OAK RIDGE PK-6 242,CONROE,TX,3205 W DAVIS,"https://www.k12jobspot.com/School/37237"
ROBERT C. WOOD SR EARLY CHILDHOOD CENTER,LITTLE EGG HARBOR,NJ,950 ROUTE 539,"https://www.lehsd.org/Domain/1095"
KIPP PRIME COLLEGE PREPARATORY,HOUSTON,TX,8805 FERNDALE,"https://kipptexas.org/school/kipp-prime-college-preparatory/"
YES PREP - SOUTHSIDE,HOUSTON,TX,5515 S LOOP E,"https://southside.yesprep.org/"
KIPP PODER ACADEMY,SAN ANTONIO,TX,128 S AUDUBON RD,"https://kipptexas.org/school/kipp-poder-academy/"
GREAT HEARTS NORTHERN OAKS,SAN ANTONIO,TX,17223 JONES MALTSBERGER RD,"https://northernoaks.greatheartsamerica.org/"
A+UP UNIVERSITY,HOUSTON,TX,3005 MCGOWEN ST,"https://aplusup.org/"
A+ UNLIMITED POTENTIAL,HOUSTON,TX,2700 SOUTHWEST FWY,"https://aplusup.org/"
ARTS ACADEMY AT BAUER SPECK ELEMENTARY,PASO ROBLES,CA,401 17TH ST.,"https://www.pasoschools.org/GlenSpeck"
VALLEY COMMUNITY DAY,HUGHSON,CA,7419 E. WHITMORE,"https://www.cde.ca.gov/schooldirectory/details?cdscode=19734451996560"
SAM HOUSTON STATE UNIVERSITY CHARTER SCHOOL,SPRING,TX,22801 ALDINE WESTFIELD RD,"https://www.shsu.edu/charter-school/"
INTERNATIONAL LEADERSHIP OF TEXAS EL - WESTPARK,HOUSTON,TX,15300 BELLAIRE BLVD,"https://www.iltexaswk8.com/"
INT'L LEADERSHIP OF TEXAS MIDDLE - GRAND PRAIRIE,GRAND PRAIRIE,TX,3501 GREAT SOUTHWEST PKWY,"https://www.iltexasgpk8.com/"
PIONEER TECHNOLOGY (PTAA) MESQUITE MIDDLE,MESQUITE,TX,3100 OATES DR,"https://www.ptaaschool.org/"
INTERNATIONAL LEADERSHIP OF TX-KELLER-SAGINAW H S,FORT WORTH,TX,10537 NW HWY 287,"https://www.iltexaskhs.com/"
PATRICK EL,GRAND PRAIRIE,TX,755 TIMBER OAKS,"https://www.aisd.net/patrick-elementary/"
PEACH EL,ARLINGTON,TX,2020 BAIRD FARM RD,"https://www.aisd.net/peach-elementary/"
AUSTIN ISD CHILD DEVELOPMENT CENTER,AUSTIN,TX,1111 W 6TH ST,"https://www.austinisd.org/staff/covid19/child-care"
BLUM MIDDLE,BLUM,TX,310 S AVE F,"http://www.blumisd.net/"
RASCO MIDDLE,LAKE JACKSON,TX,92 LK RD,"http://rasco.brazosportisd.net/"
MONTANA VISTA EL,EL PASO,TX,3550 MARK JASON DR,"https://www.clintweb.net/Domain/14"
GEORGE WASHINGTON ELEMENTARY,BURBANK,CA,2322 N. LINCOLN ST.,"https://www.burbankusd.org/gwes"
EUNICE SATO ACADEMY OF MATH & SCIENCE,LONG BEACH,CA,1100 IROQUOIS AVE.,"https://sato-lbusd-ca.schoolloop.com/"
CAJON VALLEY MIDDLE,EL CAJON,CA,550 PARK AVE.,"https://www.cajonvalley.net/Domain/12"
ALLIANCE MARINE - INNOVATION AND TECHNOLOGY 6-12 COMPLEX,SUN VALLEY,CA,11933 ALLEGHENY ST.,"https://www.alliancemit.org/"
FENTON STEM ACAD: ELEM CENTER FOR SCI TECH ENGR AND MATH,SUN VALLEY,CA,8926 SUNLAND BLVD.,"https://www.cde.ca.gov/SchoolDirectory/details?cdscode=19647330131466"
RESOLUTE ACADEMY CHARTER,LOS ANGELES,CA,1265 E. 112TH ST.,"https://www.resoluteacademy.org/"
KHALIL GIBRAN INTERNATIONAL ACADEMY,BROOKLYN,NY,362 SCHERMERHORN ST,"http://www.khalilgibranhs.org/"
PS 110,CORONA,NY,96-18 43RD AVE,"https://ps110.org/"
HILL COUNTY JJAEP,HILLSBORO,TX,401 W WALNUT,"http://hillcountyjuvprob.com/programs/jjaep-program/"
SOLAR PREPARATORY SCHOOL FOR GIRLS AT BONHAM,DALLAS,TX,2617 N HENDERSON AVE,"https://www.dallasisd.org/solarprep"
INNOVATION DESIGN ENTREPRENEURSHIP ACADEMY,DALLAS,TX,4800 ROSS AVE,"https://www.dallasisd.org/IDEA"
FAIRMONT J H,PASADENA,TX,4911 HOLLY BAY CT,"https://fjh.dpisd.org/"
ECISD FALCON EARLY COLLEGE H S,ODESSA,TX,802 N SAM HOUSTON,"https://www.sisd.net/domain/9947"
CUPERTINO MIDDLE,SUNNYVALE,CA,1650 S. BERNARDO AVE.,"https://www.cusdk8.org/cupertino"
NELSON MIDDLE,FRISCO,TX,10100 INDEPENDENCE PKWY,"https://schools.friscoisd.org/campus/middle-school/nelson/home"
H S #7,HUMBLE,TX,20200 EASTWAY VILLAGE DR,"https://www.har.com/school/101913016/h-s-7"
MIDDLE #9,HUMBLE,TX,20200 EASTWAY VILLAGE DR,"https://www.humbleisd.net/wlms"
LUTHER ELEMENTARY,LIVE OAK,CA,10123 CONNECTICUT AVE.,"https://luther.lousd.k12.ca.us/"
DOLORES STREET ELEMENTARY,CARSON,CA,22526 DOLORES ST.,"https://doloresstes-lausd-ca.schoolloop.com/"
GREENFIELD MIDDLE,BAKERSFIELD,CA,1109 PACHECO RD.,"https://www.cajonvalley.net/greenfield"
YORK,HAWTHORNE,CA,11838 S. YORK AVE.,"https://www.york.ca/"
RANCHO VIEJO MIDDLE,HEMET,CA,985 N. CAWSTON AVE.,"https://ranchoviejo.hemetusd.org/"
K C J D C,KERRVILLE,TX,3501 LEGION DR,"https://texas.hometownlocator.com/maps/distance-directions2.cfm?k%20c%20j%20d%20c@30.018215,-99.11229"
OLD SETTLERS EL,FLOWER MOUND,TX,2525 OLD SETTLERS RD,"https://www.lisd.net/oldsettlers"
SUNSET VALLEY EL,FORT WORTH,TX,2032 CANCHIM ST,"https://www.austinisd.org/schools/sunsetvalley"
LIVINGSTON H S ACADEMY,LIVINGSTON,TX,400 FM 350 S,"https://lhsacademy.livingstonisd.com/"
CANYON OAKS HIGH,MONROVIA,CA,930 ROYAL OAKS DR.,"https://cohs.monroviaschools.net/"
MARLIN JUNIOR ACADEMY,MARLIN,TX,678 SUCESS DR,"https://www.marlinisd.org/for_students/marlin_middle_school"
BARBARA CULVER JUVENILE DETENTION CENTER,MIDLAND,TX,3800 N LAMESA RD,"https://www.co.midland.tx.us/163/Barbara-Culver-Juvenile-Center"
UCLA COMMUNITY K-12,LOS ANGELES,CA,700 S. MARIPOSA AVE.,"https://uclacs.org/"
FAIRVIEW ACCELERATED,SAN ANGELO,TX,2405 FAIRVIEW SCHOOL RD,"https://www.har.com/school/226906002/fairview-accelerated"
FAIRVIEW ACCELERATED,SAN ANGELO,TX,2405 FAIRVIEW SCHOOL RD,"https://www.har.com/school/226906002/fairview-accelerated"
BLENDED ACADEMY,DEL RIO,TX,305 LAS VACAS,"https://www.sfdr-cisd.org/high-school/blended-academy/"
STONE VALLEY COMMUNITY CS,HUNTINGDON,PA,13006 GREENWOOD ROAD,"https://www.stonevalleyccs.org/wordpress/wp-content/uploads/2017/04/T1ParentInvolvement.pdf"
SANTA MARIA JJAEP,SANTA MARIA,TX,11119 MILITARY HWY 281,"https://dataexplorer.agile-ed.com/m/Lookup/TX/1181599-Santa-Maria-Jjaep"
PHOENIX CHARTER HIGH,ALCOLU,SC,1423 HOTEL STREET,"http://www.phoenixcharteracademy.org/our-academies/phoenix-charter-academy-springfield/"
NEW EL,LAREDO,TX,5909 ST LUKE BLVD,"https://www.elltx.org/"
PLEASANT VALLEY INTRMD SCH,KUNKLETOWN,PA,477 POLK TOWNSHIP ROAD,"https://www.pvbears.org/pvi/site/default.asp"
RICHEY ACADEMY,HOUSTON,TX,341 E RICHEY RD BLDG A,"https://sesischools.com/locations/richey-academy/"
COLLETON COUNTY MIDDLE,WALTERBORO,SC,1379 TUSKEGEE AIRMEN DRIVE,"https://colleton.k12.sc.us/"
WAGGONER CREEK EL,TEXARKANA,TX,6335 GIBSON LN,"https://www.txkisd.net/campuses/waggonercreek.asp"
SHANNON COLONY ELEMENTARY - 08,WINFRED,SD,43945 235TH ST.,"https://doe.sd.gov/ofm/school.aspx?districtnumber=48003&schoolsort=4800308"
PALMETTO ACADEMY OF LEARNING MOTORSPORTS (PALM),MYRTLE BEACH,SC,136 RODEO DRIVE,"https://www.palmsc.org/"
SILVER LAKE COLONY - 07,CLARK,SD,17354 430TH AVE,"https://doe.sd.gov/ofm/school.aspx?districtnumber=12002&schoolsort=1200207"
CLARK COLONY ELEMENTARY - 05,RAYMOND,SD,41181 179TH ST,"https://doe.sd.gov/ofm/school.aspx?districtnumber=56002&schoolsort=5600205"
LITTLEBURG ELEMENTARY - 12,VALENTINE,NE,28406 300 1ST STREET,"https://www.tcsdk12.org/o/littleburg"
EXPLORER ACADEMY,HUNTINGTON,WV,2901 SALTWELL ROAD,"https://www.cabellschools.com/exploreracademy_home"
PRESSLEY RIDGE AT LAUREL PARK,CLARKSBURG,WV,591 PRESSLEY RIDGE ROAD,"https://www.pressleyridge.org/contact/locations/"
LEADING CREEK ELEMENTARY,LINN,WV,15300 US HIGHWAY 33W,"https://www.lewisboe.com/lces"
ROCKFORD ELEMENTARY,PORTERVILLE,CA,14983 RD. 208,"http://www.rockfordschooldistrict.org/"
POMOLITA MIDDLE,UKIAH,CA,740 N. SPRING ST.,"https://pomolita.uusd.net/"
TRACE,SAN DIEGO,CA,2555 CAMINO DEL RIO S.,"https://www.californiatrace.com/"
