Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,AETNA_HMO-PPO,AETNA_WHOLE_HEALTH_ACO,BCBS_NEBRASKA_BLUE_PRINT,BCBS_NEBRASKA_NETWORK_BLUE,ELAP_LLC,MIDLANDS_CHOICE,NE_TOTAL_CARE_CENTENE,PHCS_MULTIPLAN,UHC,UHC_ACO,VNA_CYPRESS
2719670,PEAK FLOW METER ASTHMA CHECK,Inpatient,0270,,,,0,27.49,24.74,24.74,26.39,N/A,N/A,26.12,26.39,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2719670,PEAK FLOW METER ASTHMA CHECK,Outpatient,0270,,,,0,27.49,24.74,24.74,26.39,N/A,N/A,26.12,26.39,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2719675,Blood/Fluid Warming System,Inpatient,0270,,,,0,33.79,30.41,30.41,32.44,N/A,N/A,32.10,32.44,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2719675,Blood/Fluid Warming System,Outpatient,0270,,,,0,33.79,30.41,30.41,32.44,N/A,N/A,32.10,32.44,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2719680,Ambu laryngeal mask dispos 2.5,Inpatient,0270,,,,0,154.98,139.48,139.48,148.78,N/A,N/A,147.23,148.78,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2719680,Ambu laryngeal mask dispos 2.5,Outpatient,0270,,,,0,154.98,139.48,139.48,148.78,N/A,N/A,147.23,148.78,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2719685,Single Use Biopsy Forceps,Inpatient,0270,,,,0,127.39,114.65,114.65,122.29,N/A,N/A,121.02,122.29,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2719685,Single Use Biopsy Forceps,Outpatient,0270,,,,0,127.39,114.65,114.65,122.29,N/A,N/A,121.02,122.29,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2719690,Single Use Syringe/Gauge Assem,Inpatient,0270,,,,0,86.76,78.08,78.08,83.29,N/A,N/A,82.42,83.29,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2719690,Single Use Syringe/Gauge Assem,Outpatient,0270,,,,0,86.76,78.08,78.08,83.29,N/A,N/A,82.42,83.29,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2719700,240 CM WIREGUIDED BALLON DILAT,Inpatient,0270,,,,0,410.09,369.08,369.08,393.69,N/A,N/A,389.59,393.69,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2719700,240 CM WIREGUIDED BALLON DILAT,Outpatient,0270,,,,0,410.09,369.08,369.08,393.69,N/A,N/A,389.59,393.69,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2719705,Rotatable Snare Medium Oval,Inpatient,0270,,,,0,64.74,58.27,58.27,62.15,N/A,N/A,61.50,62.15,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2719705,Rotatable Snare Medium Oval,Outpatient,0270,,,,0,64.74,58.27,58.27,62.15,N/A,N/A,61.50,62.15,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2719715,RescueNet,Inpatient,0270,,,,0,731.22,658.10,658.10,701.97,N/A,N/A,694.66,701.97,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2719715,RescueNet,Outpatient,0270,,,,0,731.22,658.10,658.10,701.97,N/A,N/A,694.66,701.97,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2719720,ADLT CANNULA BI_FLO ETCO2SAMPL,Inpatient,0270,,,,0,2.62,2.36,2.36,2.52,N/A,N/A,2.49,2.52,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2719720,ADLT CANNULA BI_FLO ETCO2SAMPL,Outpatient,0270,,,,0,2.62,2.36,2.36,2.52,N/A,N/A,2.49,2.52,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720005,EMERGENCY TRAY SMALL,Inpatient,0270,,,,0,1.00,0.90,0.90,0.96,N/A,N/A,0.95,0.96,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720005,EMERGENCY TRAY SMALL,Outpatient,0270,,,,0,1.00,0.90,0.90,0.96,N/A,N/A,0.95,0.96,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720010,CS-4" STERILE KLING,Inpatient,0270,,,,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720010,CS-4" STERILE KLING,Outpatient,0270,,,,0,4.00,3.60,3.60,3.84,N/A,N/A,3.80,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720015,GAUZE 4X4 10/PK STERILE,Inpatient,0272,,,,0,1.98,1.78,1.78,1.90,N/A,N/A,1.88,1.90,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720015,GAUZE 4X4 10/PK STERILE,Outpatient,0272,,,,0,1.98,1.78,1.78,1.90,N/A,N/A,1.88,1.90,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720020,ENDOTRACHEAL TUBE HOLDER,Inpatient,0270,,,,0,14.26,12.83,12.83,13.69,N/A,N/A,13.55,13.69,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720020,ENDOTRACHEAL TUBE HOLDER,Outpatient,0270,,,,0,14.26,12.83,12.83,13.69,N/A,N/A,13.55,13.69,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720025,AIRWAY 90MM,Inpatient,0270,,,,0,1.74,1.57,1.57,1.67,N/A,N/A,1.65,1.67,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720025,AIRWAY 90MM,Outpatient,0270,,,,0,1.74,1.57,1.57,1.67,N/A,N/A,1.65,1.67,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720030,AIRWAY 80MM,Inpatient,0270,,,,0,1.69,1.52,1.52,1.62,N/A,N/A,1.61,1.62,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720030,AIRWAY 80MM,Outpatient,0270,,,,0,1.69,1.52,1.52,1.62,N/A,N/A,1.61,1.62,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720035,AMBU BAG ADULT,Inpatient,0270,,,,0,21.58,19.42,19.42,20.72,N/A,N/A,20.50,20.72,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720035,AMBU BAG ADULT,Outpatient,0270,,,,0,21.58,19.42,19.42,20.72,N/A,N/A,20.50,20.72,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720040,URINE COLLECTION 24HR URINE,Inpatient,0270,,,,0,4.18,3.76,3.76,4.01,N/A,N/A,3.97,4.01,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720040,URINE COLLECTION 24HR URINE,Outpatient,0270,,,,0,4.18,3.76,3.76,4.01,N/A,N/A,3.97,4.01,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720045,CLIPPER BLADE,Inpatient,0270,,,,0,11.53,10.38,10.38,11.07,N/A,N/A,10.95,11.07,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720045,CLIPPER BLADE,Outpatient,0270,,,,0,11.53,10.38,10.38,11.07,N/A,N/A,10.95,11.07,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720050,AIRWAY 100MM,Inpatient,0270,,,,0,1.75,1.58,1.58,1.68,N/A,N/A,1.66,1.68,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720050,AIRWAY 100MM,Outpatient,0270,,,,0,1.75,1.58,1.58,1.68,N/A,N/A,1.66,1.68,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720055,OXYGEN CONNECTING TUBING 25',Inpatient,0270,,,,0,4.13,3.72,3.72,3.96,N/A,N/A,3.92,3.96,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720055,OXYGEN CONNECTING TUBING 25',Outpatient,0270,,,,0,4.13,3.72,3.72,3.96,N/A,N/A,3.92,3.96,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720060,CATHETER DRAIN BAG,Inpatient,0270,,,,0,8.35,7.52,7.52,8.02,N/A,N/A,7.93,8.02,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720060,CATHETER DRAIN BAG,Outpatient,0270,,,,0,8.35,7.52,7.52,8.02,N/A,N/A,7.93,8.02,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720065,OR-SCOPE HEMOCLIP,Inpatient,0270,,,,0,358.47,322.62,322.62,344.13,N/A,N/A,340.55,344.13,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720065,OR-SCOPE HEMOCLIP,Outpatient,0270,,,,0,358.47,322.62,322.62,344.13,N/A,N/A,340.55,344.13,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720070,CATHETER ADAPTER,Inpatient,0270,,,,0,1.85,1.67,1.67,1.78,N/A,N/A,1.76,1.78,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720070,CATHETER ADAPTER,Outpatient,0270,,,,0,1.85,1.67,1.67,1.78,N/A,N/A,1.76,1.78,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720075,CATHETER FOLEY TRAY 16FR LAT,Inpatient,0270,,,,0,46.47,41.82,41.82,44.61,N/A,N/A,44.15,44.61,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720075,CATHETER FOLEY TRAY 16FR LAT,Outpatient,0270,,,,0,46.47,41.82,41.82,44.61,N/A,N/A,44.15,44.61,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720080,INSYTE CATHETER 18GA,Inpatient,0270,,,,0,8.00,7.20,7.20,7.68,N/A,N/A,7.60,7.68,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720080,INSYTE CATHETER 18GA,Outpatient,0270,,,,0,8.00,7.20,7.20,7.68,N/A,N/A,7.60,7.68,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720085,INSYTE CATHETER 20GA,Inpatient,0270,,,,0,8.00,7.20,7.20,7.68,N/A,N/A,7.60,7.68,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720085,INSYTE CATHETER 20GA,Outpatient,0270,,,,0,8.00,7.20,7.20,7.68,N/A,N/A,7.60,7.68,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720090,INSYTE CATHETER 22GA,Inpatient,0270,,,,0,8.00,7.20,7.20,7.68,N/A,N/A,7.60,7.68,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720090,INSYTE CATHETER 22GA,Outpatient,0270,,,,0,8.00,7.20,7.20,7.68,N/A,N/A,7.60,7.68,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720100,CATHETER LEG BAG,Inpatient,0270,,,,0,14.86,13.37,13.37,14.27,N/A,N/A,14.12,14.27,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720100,CATHETER LEG BAG,Outpatient,0270,,,,0,14.86,13.37,13.37,14.27,N/A,N/A,14.12,14.27,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720105,CATHETER PLUG,Inpatient,0270,,,,0,2.23,2.01,2.01,2.14,N/A,N/A,2.12,2.14,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720105,CATHETER PLUG,Outpatient,0270,,,,0,2.23,2.01,2.01,2.14,N/A,N/A,2.12,2.14,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720110,CATHETER KIT FEMALE,Inpatient,0270,,,,0,5.83,5.25,5.25,5.60,N/A,N/A,5.54,5.60,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720110,CATHETER KIT FEMALE,Outpatient,0270,,,,0,5.83,5.25,5.25,5.60,N/A,N/A,5.54,5.60,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720115,CATHETER STRAIGHT TRAY,Inpatient,0270,,,,0,5.68,5.11,5.11,5.45,N/A,N/A,5.40,5.45,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720115,CATHETER STRAIGHT TRAY,Outpatient,0270,,,,0,5.68,5.11,5.11,5.45,N/A,N/A,5.40,5.45,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720120,CATHETER FOLEY 16FR,Inpatient,0270,,,,0,6.97,6.27,6.27,6.69,N/A,N/A,6.62,6.69,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720120,CATHETER FOLEY 16FR,Outpatient,0270,,,,0,6.97,6.27,6.27,6.69,N/A,N/A,6.62,6.69,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720125,CATHETER FOLEY 18FR 30CC SILI,Inpatient,0270,,,,0,11.11,10.00,10.00,10.67,N/A,N/A,10.55,10.67,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720125,CATHETER FOLEY 18FR 30CC SILI,Outpatient,0270,,,,0,11.11,10.00,10.00,10.67,N/A,N/A,10.55,10.67,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720130,CATHETER FOLEY 20FR,Inpatient,0270,,,,0,5.02,4.52,4.52,4.82,N/A,N/A,4.77,4.82,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720130,CATHETER FOLEY 20FR,Outpatient,0270,,,,0,5.02,4.52,4.52,4.82,N/A,N/A,4.77,4.82,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720135,CATHETER FOLEY 22FR,Inpatient,0270,,,,0,7.87,7.08,7.08,7.56,N/A,N/A,7.48,7.56,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720135,CATHETER FOLEY 22FR,Outpatient,0270,,,,0,7.87,7.08,7.08,7.56,N/A,N/A,7.48,7.56,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720140,CATHETER 22FR 3-WAY,Inpatient,0270,,,,0,71.93,64.74,64.74,69.05,N/A,N/A,68.33,69.05,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720140,CATHETER 22FR 3-WAY,Outpatient,0270,,,,0,71.93,64.74,64.74,69.05,N/A,N/A,68.33,69.05,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720145,CATHETER FOLEY 24FR30CC SILI,Inpatient,0270,,,,0,11.11,10.00,10.00,10.67,N/A,N/A,10.55,10.67,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720145,CATHETER FOLEY 24FR30CC SILI,Outpatient,0270,,,,0,11.11,10.00,10.00,10.67,N/A,N/A,10.55,10.67,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720150,CATHETER FOLEY 26FR,Inpatient,0270,,,,0,16.72,15.05,15.05,16.05,N/A,N/A,15.88,16.05,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720150,CATHETER FOLEY 26FR,Outpatient,0270,,,,0,16.72,15.05,15.05,16.05,N/A,N/A,15.88,16.05,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720155,CATHETER FOLEY 28FR,Inpatient,0270,,,,0,9.19,8.27,8.27,8.82,N/A,N/A,8.73,8.82,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720155,CATHETER FOLEY 28FR,Outpatient,0270,,,,0,9.19,8.27,8.27,8.82,N/A,N/A,8.73,8.82,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720160,CAUTERY GROUNDING PAD,Inpatient,0270,,,,0,8.71,7.84,7.84,8.36,N/A,N/A,8.27,8.36,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720160,CAUTERY GROUNDING PAD,Outpatient,0270,,,,0,8.71,7.84,7.84,8.36,N/A,N/A,8.27,8.36,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720165,THORACIC CATH CHEST TUBE 28 F,Inpatient,0270,,,,0,20.53,18.48,18.48,19.71,N/A,N/A,19.50,19.71,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720165,THORACIC CATH CHEST TUBE 28 F,Outpatient,0270,,,,0,20.53,18.48,18.48,19.71,N/A,N/A,19.50,19.71,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720170,URINE COLLECTOR - PEDIATRIC,Inpatient,0270,,,,0,2.36,2.12,2.12,2.27,N/A,N/A,2.24,2.27,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720170,URINE COLLECTOR - PEDIATRIC,Outpatient,0270,,,,0,2.36,2.12,2.12,2.27,N/A,N/A,2.24,2.27,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720175,COLOSTOMY BAG 70MM 2 3/4,Inpatient,0270,,,,0,3.80,3.42,3.42,3.65,N/A,N/A,3.61,3.65,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720175,COLOSTOMY BAG 70MM 2 3/4,Outpatient,0270,,,,0,3.80,3.42,3.42,3.65,N/A,N/A,3.61,3.65,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720180,THORACIC CATH CHEST TUBE 20 F,Inpatient,0270,,,,0,15.34,13.81,13.81,14.73,N/A,N/A,14.57,14.73,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720180,THORACIC CATH CHEST TUBE 20 F,Outpatient,0270,,,,0,15.34,13.81,13.81,14.73,N/A,N/A,14.57,14.73,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720185,SUCTION CONNECTING TUBE 6 FT N,Inpatient,0270,,,,0,5.76,5.18,5.18,5.53,N/A,N/A,5.47,5.53,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720185,SUCTION CONNECTING TUBE 6 FT N,Outpatient,0270,,,,0,5.76,5.18,5.18,5.53,N/A,N/A,5.47,5.53,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720190,SUCTION TUBE SALEM SUMP,Inpatient,0270,,,,0,6.46,5.81,5.81,6.20,N/A,N/A,6.14,6.20,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720190,SUCTION TUBE SALEM SUMP,Outpatient,0270,,,,0,6.46,5.81,5.81,6.20,N/A,N/A,6.14,6.20,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720195,DRESSING MEDIPORE +PAD,Inpatient,0272,,,,0,3.88,3.49,3.49,3.72,N/A,N/A,3.69,3.72,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720195,DRESSING MEDIPORE +PAD,Outpatient,0272,,,,0,3.88,3.49,3.49,3.72,N/A,N/A,3.69,3.72,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720200,TEGADERM OVAL TEGASO,Inpatient,0270,,,,0,9.29,8.36,8.36,8.92,N/A,N/A,8.83,8.92,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720200,TEGADERM OVAL TEGASO,Outpatient,0270,,,,0,9.29,8.36,8.36,8.92,N/A,N/A,8.83,8.92,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720205,HEAT PAD SMALL 13 X 18,Inpatient,0270,,,,0,15.25,13.73,13.73,14.64,N/A,N/A,14.49,14.64,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720205,HEAT PAD SMALL 13 X 18,Outpatient,0270,,,,0,15.25,13.73,13.73,14.64,N/A,N/A,14.49,14.64,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720210,HEAT PAD LARGE 18 X 26,Inpatient,0270,,,,0,15.25,13.73,13.73,14.64,N/A,N/A,14.49,14.64,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720210,HEAT PAD LARGE 18 X 26,Outpatient,0270,,,,0,15.25,13.73,13.73,14.64,N/A,N/A,14.49,14.64,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720215,EAR BULB SYRINGE,Inpatient,0270,,,,0,6.52,5.87,5.87,6.26,N/A,N/A,6.19,6.26,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720215,EAR BULB SYRINGE,Outpatient,0270,,,,0,6.52,5.87,5.87,6.26,N/A,N/A,6.19,6.26,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720220,ENDOTRACHEAL TUBE 3.0,Inpatient,0270,,,,0,5.84,5.26,5.26,5.61,N/A,N/A,5.55,5.61,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720220,ENDOTRACHEAL TUBE 3.0,Outpatient,0270,,,,0,5.84,5.26,5.26,5.61,N/A,N/A,5.55,5.61,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720225,ENDOTRACHEAL TUBE 3.5,Inpatient,0270,,,,0,5.89,5.30,5.30,5.65,N/A,N/A,5.60,5.65,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720225,ENDOTRACHEAL TUBE 3.5,Outpatient,0270,,,,0,5.89,5.30,5.30,5.65,N/A,N/A,5.60,5.65,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720230,MEDIRULE PAPER,Inpatient,0270,,,,0,1.07,0.96,0.96,1.03,N/A,N/A,1.02,1.03,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720230,MEDIRULE PAPER,Outpatient,0270,,,,0,1.07,0.96,0.96,1.03,N/A,N/A,1.02,1.03,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720235,ENDOTRACHEAL TUBE 5.0,Inpatient,0270,,,,0,5.89,5.30,5.30,5.65,N/A,N/A,5.60,5.65,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720235,ENDOTRACHEAL TUBE 5.0,Outpatient,0270,,,,0,5.89,5.30,5.30,5.65,N/A,N/A,5.60,5.65,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720240,ENDOTRACHEAL TUBE 6.0,Inpatient,0270,,,,0,9.36,8.42,8.42,8.99,N/A,N/A,8.89,8.99,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720240,ENDOTRACHEAL TUBE 6.0,Outpatient,0270,,,,0,9.36,8.42,8.42,8.99,N/A,N/A,8.89,8.99,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720245,ENDOTRACHEAL TUBE 7.5,Inpatient,0270,,,,0,4.87,4.38,4.38,4.68,N/A,N/A,4.63,4.68,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720245,ENDOTRACHEAL TUBE 7.5,Outpatient,0270,,,,0,4.87,4.38,4.38,4.68,N/A,N/A,4.63,4.68,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720250,ENEMA FLEETS REGULAR ADULT,Inpatient,0270,,,,0,4.30,3.87,3.87,4.13,N/A,N/A,4.09,4.13,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720250,ENEMA FLEETS REGULAR ADULT,Outpatient,0270,,,,0,4.30,3.87,3.87,4.13,N/A,N/A,4.09,4.13,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720255,ENEMA SOAPSUDS,Inpatient,0270,,,,0,4.39,3.95,3.95,4.21,N/A,N/A,4.17,4.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720255,ENEMA SOAPSUDS,Outpatient,0270,,,,0,4.39,3.95,3.95,4.21,N/A,N/A,4.17,4.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720260,ENEMA MINERAL OIL,Inpatient,0270,,,,0,7.75,6.98,6.98,7.44,N/A,N/A,7.36,7.44,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720260,ENEMA MINERAL OIL,Outpatient,0270,,,,0,7.75,6.98,6.98,7.44,N/A,N/A,7.36,7.44,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720265,COLOSTOMY POUCH 45MM INVISIC,Inpatient,0270,,,,0,5.89,5.30,5.30,5.65,N/A,N/A,5.60,5.65,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720265,COLOSTOMY POUCH 45MM INVISIC,Outpatient,0270,,,,0,5.89,5.30,5.30,5.65,N/A,N/A,5.60,5.65,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720270,OXYGEN CANNULA FIXATION DEVICE,Inpatient,0270,,,,0,4.17,3.75,3.75,4.00,N/A,N/A,3.96,4.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720270,OXYGEN CANNULA FIXATION DEVICE,Outpatient,0270,,,,0,4.17,3.75,3.75,4.00,N/A,N/A,3.96,4.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720275,GAUZE PACKING IDOFORM 1/2,Inpatient,0272,,,,0,5.92,5.33,5.33,5.68,N/A,N/A,5.62,5.68,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720275,GAUZE PACKING IDOFORM 1/2,Outpatient,0272,,,,0,5.92,5.33,5.33,5.68,N/A,N/A,5.62,5.68,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720285,GASTRIC LAVAGE TRAY INFANT,Inpatient,0270,,,,0,6.10,5.49,5.49,5.86,N/A,N/A,5.80,5.86,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720285,GASTRIC LAVAGE TRAY INFANT,Outpatient,0270,,,,0,6.10,5.49,5.49,5.86,N/A,N/A,5.80,5.86,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720290,CO2 MONITOR ADAPTER,Inpatient,0270,,,,0,31.66,28.49,28.49,30.39,N/A,N/A,30.08,30.39,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720290,CO2 MONITOR ADAPTER,Outpatient,0270,,,,0,31.66,28.49,28.49,30.39,N/A,N/A,30.08,30.39,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720295,TED HOSE KNEE-HI SM/REG,Inpatient,0270,,,,0,18.28,16.45,16.45,17.55,N/A,N/A,17.37,17.55,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720295,TED HOSE KNEE-HI SM/REG,Outpatient,0270,,,,0,18.28,16.45,16.45,17.55,N/A,N/A,17.37,17.55,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720300,CATHETER IRRIGATION TRAY,Inpatient,0270,,,,0,4.06,3.65,3.65,3.90,N/A,N/A,3.86,3.90,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720300,CATHETER IRRIGATION TRAY,Outpatient,0270,,,,0,4.06,3.65,3.65,3.90,N/A,N/A,3.86,3.90,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720305,TUBING NITROGLYCERIN,Inpatient,0270,,,,0,37.77,33.99,33.99,36.26,N/A,N/A,35.88,36.26,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720305,TUBING NITROGLYCERIN,Outpatient,0270,,,,0,37.77,33.99,33.99,36.26,N/A,N/A,35.88,36.26,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720310,IV-EXTENSION SET,Inpatient,0270,,,,0,6.61,5.95,5.95,6.35,N/A,N/A,6.28,6.35,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720310,IV-EXTENSION SET,Outpatient,0270,,,,0,6.61,5.95,5.95,6.35,N/A,N/A,6.28,6.35,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720315,IV-FILTER INLINE 0.2 MICRON,Inpatient,0270,,,,0,11.20,10.08,10.08,10.75,N/A,N/A,10.64,10.75,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720315,IV-FILTER INLINE 0.2 MICRON,Outpatient,0270,,,,0,11.20,10.08,10.08,10.75,N/A,N/A,10.64,10.75,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720320,IV-EXTENSION SET DIAL A FLOW,Inpatient,0270,,,,0,15.10,13.59,13.59,14.50,N/A,N/A,14.35,14.50,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720320,IV-EXTENSION SET DIAL A FLOW,Outpatient,0270,,,,0,15.10,13.59,13.59,14.50,N/A,N/A,14.35,14.50,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720335,IV-EMPTY EVACUATED CONTAINER 1,Inpatient,0270,,,,0,87.99,79.19,79.19,84.47,N/A,N/A,83.59,84.47,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2720335,IV-EMPTY EVACUATED CONTAINER 1,Outpatient,0270,,,,0,87.99,79.19,79.19,84.47,N/A,N/A,83.59,84.47,N/A,N/A,N/A,N/A,N/A,N/A,N/A
