Procedure Code,Procedure Description,Price Tier,Revenue Code,CPT HCPCS Code,CPT HCPCS Desc,NDC Code,Rx Unit Multiplier,Gross Charge,Discounted Cash Price,De-identified minimum negotiated charge,De-identified maximum negotiated charge,AETNA,AETNA_MCR_ADV,BCBS_2022,CIGNA,MERITAIN,RESERVE_NATIONAL,UHC,UHC_MCR_ADV,UMR
4321326,Total Iron Binding Capacity,Inpatient,0300,83550,Iron binding capacity,,0,46.00,32.20,8.74,53.78,41.40,N/A,N/A,41.40,41.40,41.40,41.40,N/A,41.40
4321326,Total Iron Binding Capacity,Outpatient,0300,83550,Iron binding capacity,,0,46.00,32.20,8.74,53.78,41.40,28.98,53.78,41.40,41.40,41.40,41.40,8.74,41.40
4321336,KOH,Inpatient,0300,87220,"Tissue examination by KOH slide of samples from skin, hair, or nails for fungi or ectoparasite ova or mites (eg, scabies)",,0,37.00,25.90,4.27,33.30,33.30,N/A,N/A,33.30,33.30,33.30,33.30,N/A,33.30
4321336,KOH,Outpatient,0300,87220,"Tissue examination by KOH slide of samples from skin, hair, or nails for fungi or ectoparasite ova or mites (eg, scabies)",,0,37.00,25.90,4.27,33.30,33.30,23.31,23.56,33.30,33.30,33.30,33.30,4.27,33.30
4321343,LDL Direct,Inpatient,0300,83721,"Lipoprotein, direct measurement; LDL cholesterol",,0,65.00,45.50,10.50,59.13,58.50,N/A,N/A,58.50,58.50,58.50,58.50,N/A,58.50
4321343,LDL Direct,Outpatient,0300,83721,"Lipoprotein, direct measurement; LDL cholesterol",,0,65.00,45.50,10.50,59.13,58.50,40.95,59.13,58.50,58.50,58.50,58.50,10.50,58.50
4321367,Microalbumin/Creatinine Ratio Urine,Inpatient,0300,82044,"Albumin; urine (eg, microalbumin), semiquantitative (eg, reagent strip assay)",,0,35.00,24.50,6.23,32.49,31.50,N/A,N/A,31.50,31.50,31.50,31.50,N/A,31.50
4321367,Microalbumin/Creatinine Ratio Urine,Outpatient,0300,82044,"Albumin; urine (eg, microalbumin), semiquantitative (eg, reagent strip assay)",,0,35.00,24.50,6.23,32.49,31.50,22.05,32.49,31.50,31.50,31.50,31.50,6.23,31.50
4321715,Phenytoin Level,Inpatient,0300,80185,Phenytoin; total,,0,110.00,77.00,13.25,99.00,99.00,N/A,N/A,99.00,99.00,99.00,99.00,N/A,99.00
4321715,Phenytoin Level,Outpatient,0300,80185,Phenytoin; total,,0,110.00,77.00,13.25,99.00,99.00,69.30,70.95,99.00,99.00,99.00,99.00,13.25,99.00
4321718,Prealbumin Level,Inpatient,0300,84134,Prealbumin,,0,66.00,46.20,14.59,63.67,59.40,N/A,N/A,59.40,59.40,59.40,59.40,N/A,59.40
4321718,Prealbumin Level,Outpatient,0300,84134,Prealbumin,,0,66.00,46.20,14.59,63.67,59.40,41.58,63.67,59.40,59.40,59.40,59.40,14.59,59.40
4321772,Thyroxine,Inpatient,0300,84436,Thyroxine; total,,0,60.00,42.00,6.87,54.00,54.00,N/A,N/A,54.00,54.00,54.00,54.00,N/A,54.00
4321772,Thyroxine,Outpatient,0300,84436,Thyroxine; total,,0,60.00,42.00,6.87,54.00,54.00,37.80,23.43,54.00,54.00,54.00,54.00,6.87,54.00
4321774,Valproic Acid,Inpatient,0300,80164,Valproic acid (dipropylacetic acid); total,,0,94.00,65.80,13.54,85.44,84.60,N/A,N/A,84.60,84.60,84.60,84.60,N/A,84.60
4321774,Valproic Acid,Outpatient,0300,80164,Valproic acid (dipropylacetic acid); total,,0,94.00,65.80,13.54,85.44,84.60,59.22,85.44,84.60,84.60,84.60,84.60,13.54,84.60
4321775,Wet Prep 1,Inpatient,0300,87210,"Smear, primary source with interpretation; wet mount for infectious agents (eg, saline, India ink, KOH preps)",,0,25.00,17.50,5.82,22.50,22.50,N/A,N/A,22.50,22.50,22.50,22.50,N/A,22.50
4321775,Wet Prep 1,Outpatient,0300,87210,"Smear, primary source with interpretation; wet mount for infectious agents (eg, saline, India ink, KOH preps)",,0,25.00,17.50,5.82,22.50,22.50,15.75,21.37,22.50,22.50,22.50,22.50,5.82,22.50
4322646,amiodarone 50 mg/mL IV Sol 3 mL Vial [FRKS],Inpatient,0636,J0282,Amiodarone hcl,00143-9875-10,5,4.10,2.87,0.75,3.69,3.69,N/A,N/A,3.69,3.69,3.69,3.69,N/A,3.69
4322646,amiodarone 50 mg/mL IV Sol 3 mL Vial [FRKS],Outpatient,0636,J0282,Amiodarone hcl,00143-9875-10,5,4.10,2.87,0.75,3.69,3.69,2.58,0.75,3.69,3.69,3.69,3.69,2.58,3.69
4322648,piperacillin-tazobactam 2.25 g IV Inj Vial [FRKS],Inpatient,0636,J2543,Piperacillin/tazobactam,44567-0801-10,2,27.91,19.54,3.20,25.12,25.12,N/A,N/A,25.12,25.12,25.12,25.12,N/A,25.12
4322648,piperacillin-tazobactam 2.25 g IV Inj Vial [FRKS],Outpatient,0636,J2543,Piperacillin/tazobactam,44567-0801-10,2,27.91,19.54,3.20,25.12,25.12,17.58,3.20,25.12,25.12,25.12,25.12,17.58,25.12
4322678,Sodium Chloride 0.9% Sol 100 mL [FRKS],Inpatient,0636,J7050,Normal saline solution infus,00409-7984-37,0.2,4.10,2.87,1.63,3.69,3.69,N/A,N/A,3.69,3.69,3.69,3.69,N/A,3.69
4322678,Sodium Chloride 0.9% Sol 100 mL [FRKS],Outpatient,0636,J7050,Normal saline solution infus,00409-7984-37,0.2,4.10,2.87,1.63,3.69,3.69,2.58,1.63,3.69,3.69,3.69,3.69,2.58,3.69
4322693,CT Abdomen + Pelvis w/ + w/o Contrast,Inpatient,0350,74178,"Computed tomography, abdomen and pelvis; without contrast material in one or both body regions, followed by contrast material(s) and further sections in one or both body regions",,0,875.00,612.50,551.25,787.50,787.50,N/A,N/A,787.50,787.50,787.50,787.50,N/A,787.50
4322693,CT Abdomen + Pelvis w/ + w/o Contrast,Outpatient,0350,74178,"Computed tomography, abdomen and pelvis; without contrast material in one or both body regions, followed by contrast material(s) and further sections in one or both body regions",,0,875.00,612.50,551.25,787.50,787.50,551.25,596.83,787.50,787.50,787.50,787.50,551.25,787.50
4322694,CT Abdomen + Pelvis w/ Contrast,Inpatient,0350,74177,"Computed tomography, abdomen and pelvis; with contrast material(s)",,0,805.00,563.50,507.15,724.50,724.50,N/A,N/A,724.50,724.50,724.50,724.50,N/A,724.50
4322694,CT Abdomen + Pelvis w/ Contrast,Outpatient,0350,74177,"Computed tomography, abdomen and pelvis; with contrast material(s)",,0,805.00,563.50,507.15,724.50,724.50,507.15,596.83,724.50,724.50,724.50,724.50,507.15,724.50
4322695,CT Abdomen + Pelvis w/o Contrast,Inpatient,0350,74176,"Computed tomography, abdomen and pelvis; without contrast material",,0,705.00,493.50,444.15,634.50,634.50,N/A,N/A,634.50,634.50,634.50,634.50,N/A,634.50
4322695,CT Abdomen + Pelvis w/o Contrast,Outpatient,0350,74176,"Computed tomography, abdomen and pelvis; without contrast material",,0,705.00,493.50,444.15,634.50,634.50,444.15,596.83,634.50,634.50,634.50,634.50,444.15,634.50
4322696,CT Low Dose Lung Cancer Screening,Inpatient,0350,71271,,,0,555.00,388.50,349.65,596.83,499.50,N/A,N/A,499.50,499.50,499.50,499.50,N/A,499.50
4322696,CT Low Dose Lung Cancer Screening,Outpatient,0350,71271,,,0,555.00,388.50,349.65,596.83,499.50,349.65,596.83,499.50,499.50,499.50,499.50,349.65,499.50
4322697,CT Renal Cyst Asp,Ambulatory Surgical,0350,50390,"Aspiration and/or injection of renal cyst or pelvis by needle, percutaneous",,0,853.00,597.10,537.39,767.70,767.70,537.39,0.00,767.70,767.70,767.70,767.70,537.39,767.70
4322697,CT Renal Cyst Asp,Inpatient,0350,50390,"Aspiration and/or injection of renal cyst or pelvis by needle, percutaneous",,0,853.00,597.10,537.39,767.70,767.70,N/A,N/A,767.70,767.70,767.70,767.70,N/A,767.70
4322700,MG Mammogram Digital Screening Bilat,Inpatient,0403,77067,"Screening mammography, bilateral (2-view study of each breast), including computer-aided detection (CAD) when performed",,0,200.00,140.00,126.00,180.00,180.00,N/A,N/A,180.00,180.00,180.00,180.00,N/A,180.00
4322700,MG Mammogram Digital Screening Bilat,Outpatient,0403,77067,"Screening mammography, bilateral (2-view study of each breast), including computer-aided detection (CAD) when performed",,0,200.00,140.00,126.00,180.00,180.00,126.00,160.74,180.00,180.00,180.00,180.00,126.00,180.00
4322701,MG Mammogram Digital Screening Left,Inpatient,0403,77067,"Screening mammography, bilateral (2-view study of each breast), including computer-aided detection (CAD) when performed",,0,200.00,140.00,126.00,180.00,180.00,N/A,N/A,180.00,180.00,180.00,180.00,N/A,180.00
4322701,MG Mammogram Digital Screening Left,Outpatient,0403,77067,"Screening mammography, bilateral (2-view study of each breast), including computer-aided detection (CAD) when performed",,0,200.00,140.00,126.00,180.00,180.00,126.00,160.74,180.00,180.00,180.00,180.00,126.00,180.00
4322702,MG Mammogram Digital Screening Right,Inpatient,0403,77067,"Screening mammography, bilateral (2-view study of each breast), including computer-aided detection (CAD) when performed",,0,200.00,140.00,126.00,180.00,180.00,N/A,N/A,180.00,180.00,180.00,180.00,N/A,180.00
4322702,MG Mammogram Digital Screening Right,Outpatient,0403,77067,"Screening mammography, bilateral (2-view study of each breast), including computer-aided detection (CAD) when performed",,0,200.00,140.00,126.00,180.00,180.00,126.00,160.74,180.00,180.00,180.00,180.00,126.00,180.00
4322704,US Ankle Brachial Index,Inpatient,0921,93922,"Limited bilateral noninvasive physiologic studies of upper or lower extremity arteries, (eg, for lower extremity: ankle/brachial indices at distal posterior tibial and anterior tibial/dorsalis pedis arteries plus bidirectional, Doppler waveform recording and analysis at 1-2 levels, or ankle/brachial indices at distal posterior tibial and anterior tibial/dorsalis pedis arteries plus volume plethysmography at 1-2 levels, or ankle/brachial indices at distal posterior tibial and anterior tibial/dorsalis pedis arteries with, transcutaneous oxygen tension measurement at 1-2 levels)",,0,604.00,422.80,380.52,627.13,543.60,N/A,N/A,543.60,543.60,543.60,543.60,N/A,543.60
4322704,US Ankle Brachial Index,Outpatient,0921,93922,"Limited bilateral noninvasive physiologic studies of upper or lower extremity arteries, (eg, for lower extremity: ankle/brachial indices at distal posterior tibial and anterior tibial/dorsalis pedis arteries plus bidirectional, Doppler waveform recording and analysis at 1-2 levels, or ankle/brachial indices at distal posterior tibial and anterior tibial/dorsalis pedis arteries plus volume plethysmography at 1-2 levels, or ankle/brachial indices at distal posterior tibial and anterior tibial/dorsalis pedis arteries with, transcutaneous oxygen tension measurement at 1-2 levels)",,0,604.00,422.80,380.52,627.13,543.60,380.52,627.13,543.60,543.60,543.60,543.60,380.52,543.60
4322705,US Arthro Inj/Asp Lg Jt,Ambulatory Surgical,0320,20610,"Arthrocentesis, aspiration and/or injection, major joint or bursa (eg, shoulder, hip, knee, subacromial bursa); without ultrasound guidance",,0,750.00,525.00,472.50,675.00,675.00,472.50,0.00,675.00,675.00,675.00,675.00,472.50,675.00
4322705,US Arthro Inj/Asp Lg Jt,Inpatient,0320,20610,"Arthrocentesis, aspiration and/or injection, major joint or bursa (eg, shoulder, hip, knee, subacromial bursa); without ultrasound guidance",,0,750.00,525.00,472.50,675.00,675.00,N/A,N/A,675.00,675.00,675.00,675.00,N/A,675.00
4322708,US Biopsy Thyroid,Ambulatory Surgical,0402,60100,"Biopsy thyroid, percutaneous core needle",,0,440.00,308.00,277.20,396.00,396.00,277.20,0.00,396.00,396.00,396.00,396.00,277.20,396.00
4322708,US Biopsy Thyroid,Inpatient,0402,60100,"Biopsy thyroid, percutaneous core needle",,0,440.00,308.00,277.20,396.00,396.00,N/A,N/A,396.00,396.00,396.00,396.00,N/A,396.00
4322709,US Breast Left Complete,Inpatient,0402,76641,"Ultrasound, breast, unilateral, real time with image documentation, including axilla when performed; complete",,0,123.00,86.10,77.49,123.85,110.70,N/A,N/A,110.70,110.70,110.70,110.70,N/A,110.70
4322709,US Breast Left Complete,Outpatient,0402,76641,"Ultrasound, breast, unilateral, real time with image documentation, including axilla when performed; complete",,0,123.00,86.10,77.49,123.85,110.70,77.49,123.85,110.70,110.70,110.70,110.70,77.49,110.70
4322710,US Breast Left Limited,Inpatient,0402,76642,"Ultrasound, breast, unilateral, real time with image documentation, including axilla when performed; limited",,0,123.00,86.10,77.49,123.85,110.70,N/A,N/A,110.70,110.70,110.70,110.70,N/A,110.70
4322710,US Breast Left Limited,Outpatient,0402,76642,"Ultrasound, breast, unilateral, real time with image documentation, including axilla when performed; limited",,0,123.00,86.10,77.49,123.85,110.70,77.49,123.85,110.70,110.70,110.70,110.70,77.49,110.70
4322711,US Breast Right Complete,Inpatient,0402,76641,"Ultrasound, breast, unilateral, real time with image documentation, including axilla when performed; complete",,0,123.00,86.10,77.49,123.85,110.70,N/A,N/A,110.70,110.70,110.70,110.70,N/A,110.70
4322711,US Breast Right Complete,Outpatient,0402,76641,"Ultrasound, breast, unilateral, real time with image documentation, including axilla when performed; complete",,0,123.00,86.10,77.49,123.85,110.70,77.49,123.85,110.70,110.70,110.70,110.70,77.49,110.70
4322712,US Breast Right Limited,Inpatient,0402,76642,"Ultrasound, breast, unilateral, real time with image documentation, including axilla when performed; limited",,0,123.00,86.10,77.49,123.85,110.70,N/A,N/A,110.70,110.70,110.70,110.70,N/A,110.70
4322712,US Breast Right Limited,Outpatient,0402,76642,"Ultrasound, breast, unilateral, real time with image documentation, including axilla when performed; limited",,0,123.00,86.10,77.49,123.85,110.70,77.49,123.85,110.70,110.70,110.70,110.70,77.49,110.70
4322713,US Extremity Non Vascular Limited,Inpatient,0402,76882,"Ultrasound, limited, joint or other nonvascular extremity structure(s) (eg, joint space, peri-articular tendon[s], muscle[s], nerve[s], other soft-tissue structure[s], or soft-tissue mass[es]), real-time with image documentation",,0,174.00,121.80,109.62,156.60,156.60,N/A,N/A,156.60,156.60,156.60,156.60,N/A,156.60
4322713,US Extremity Non Vascular Limited,Outpatient,0402,76882,"Ultrasound, limited, joint or other nonvascular extremity structure(s) (eg, joint space, peri-articular tendon[s], muscle[s], nerve[s], other soft-tissue structure[s], or soft-tissue mass[es]), real-time with image documentation",,0,174.00,121.80,109.62,156.60,156.60,109.62,152.83,156.60,156.60,156.60,156.60,109.62,156.60
4322714,US Guided Thoracentesis,Ambulatory Surgical,0400,32555,"Thoracentesis, needle or catheter, aspiration of the pleural space; with imaging guidance",,0,1148.00,803.60,723.24,1033.20,1033.20,723.24,0.00,1033.20,1033.20,1033.20,1033.20,723.24,1033.20
4322714,US Guided Thoracentesis,Inpatient,0400,32555,"Thoracentesis, needle or catheter, aspiration of the pleural space; with imaging guidance",,0,1148.00,803.60,723.24,1033.20,1033.20,N/A,N/A,1033.20,1033.20,1033.20,1033.20,N/A,1033.20
4322716,XR Femur 1 View Lt,Inpatient,0320,73551,"Radiologic examination, femur; 1 view",,0,197.00,137.90,124.11,177.30,177.30,N/A,N/A,177.30,177.30,177.30,177.30,N/A,177.30
4322716,XR Femur 1 View Lt,Outpatient,0320,73551,"Radiologic examination, femur; 1 view",,0,197.00,137.90,124.11,177.30,177.30,124.11,N/A,177.30,177.30,177.30,177.30,124.11,177.30
4322717,XR Femur 1 View Rt,Inpatient,0320,73551,"Radiologic examination, femur; 1 view",,0,197.00,137.90,124.11,177.30,177.30,N/A,N/A,177.30,177.30,177.30,177.30,N/A,177.30
4322717,XR Femur 1 View Rt,Outpatient,0320,73551,"Radiologic examination, femur; 1 view",,0,197.00,137.90,124.11,177.30,177.30,124.11,N/A,177.30,177.30,177.30,177.30,124.11,177.30
4322718,XR Femur Min 2 Views Lt,Inpatient,0320,73552,"Radiologic examination, femur; minimum 2 views",,0,227.00,158.90,143.01,204.30,204.30,N/A,N/A,204.30,204.30,204.30,204.30,N/A,204.30
4322718,XR Femur Min 2 Views Lt,Outpatient,0320,73552,"Radiologic examination, femur; minimum 2 views",,0,227.00,158.90,143.01,204.30,204.30,143.01,N/A,204.30,204.30,204.30,204.30,143.01,204.30
4322720,XR Hip 1 View Lt w/ Pelvis,Inpatient,0320,73501,"Radiologic examination, hip, unilateral, with pelvis when performed; 1 view",,0,150.00,105.00,94.50,185.24,135.00,N/A,N/A,135.00,135.00,135.00,135.00,N/A,135.00
4322720,XR Hip 1 View Lt w/ Pelvis,Outpatient,0320,73501,"Radiologic examination, hip, unilateral, with pelvis when performed; 1 view",,0,150.00,105.00,94.50,185.24,135.00,94.50,185.24,135.00,135.00,135.00,135.00,94.50,135.00
4322721,XR Hip 1 View Rt w/ Pelvis,Inpatient,0320,73501,"Radiologic examination, hip, unilateral, with pelvis when performed; 1 view",,0,150.00,105.00,94.50,185.24,135.00,N/A,N/A,135.00,135.00,135.00,135.00,N/A,135.00
4322721,XR Hip 1 View Rt w/ Pelvis,Outpatient,0320,73501,"Radiologic examination, hip, unilateral, with pelvis when performed; 1 view",,0,150.00,105.00,94.50,185.24,135.00,94.50,185.24,135.00,135.00,135.00,135.00,94.50,135.00
4322722,XR Hip 2-3 Views Lt w/ Pelvis,Inpatient,0320,73502,"Radiologic examination, hip, unilateral, with pelvis when performed; 2-3 views",,0,230.00,161.00,144.90,225.99,207.00,N/A,N/A,207.00,207.00,207.00,207.00,N/A,207.00
4322722,XR Hip 2-3 Views Lt w/ Pelvis,Outpatient,0320,73502,"Radiologic examination, hip, unilateral, with pelvis when performed; 2-3 views",,0,230.00,161.00,144.90,225.99,207.00,144.90,225.99,207.00,207.00,207.00,207.00,144.90,207.00
4322723,XR Hip 2-3 Views Rt w/ Pelvis,Inpatient,0320,73502,"Radiologic examination, hip, unilateral, with pelvis when performed; 2-3 views",,0,230.00,161.00,144.90,225.99,207.00,N/A,N/A,207.00,207.00,207.00,207.00,N/A,207.00
4322723,XR Hip 2-3 Views Rt w/ Pelvis,Outpatient,0320,73502,"Radiologic examination, hip, unilateral, with pelvis when performed; 2-3 views",,0,230.00,161.00,144.90,225.99,207.00,144.90,225.99,207.00,207.00,207.00,207.00,144.90,207.00
4322726,XR Hips Bil w/ Pelvis 2 Views,Inpatient,0320,73521,"Radiologic examination, hips, bilateral, with pelvis when performed; 2 views",,0,242.00,169.40,152.46,217.80,217.80,N/A,N/A,217.80,217.80,217.80,217.80,N/A,217.80
4322726,XR Hips Bil w/ Pelvis 2 Views,Outpatient,0320,73521,"Radiologic examination, hips, bilateral, with pelvis when performed; 2 views",,0,242.00,169.40,152.46,217.80,217.80,152.46,N/A,217.80,217.80,217.80,217.80,152.46,217.80
4322728,XR Hips Bil w/ Pelvis Min 5 Views,Inpatient,0320,73523,"Radiologic examination, hips, bilateral, with pelvis when performed; minimum of 5 views",,0,150.00,105.00,94.50,135.00,135.00,N/A,N/A,135.00,135.00,135.00,135.00,N/A,135.00
4322728,XR Hips Bil w/ Pelvis Min 5 Views,Outpatient,0320,73523,"Radiologic examination, hips, bilateral, with pelvis when performed; minimum of 5 views",,0,150.00,105.00,94.50,135.00,135.00,94.50,N/A,135.00,135.00,135.00,135.00,94.50,135.00
4322729,XR Ribs Min 3 Views Left w/ PA Chest,Inpatient,0320,71101,"Radiologic examination, ribs, unilateral; including posteroanterior chest, minimum of 3 views",,0,246.00,172.20,154.98,260.60,221.40,N/A,N/A,221.40,221.40,221.40,221.40,N/A,221.40
4322729,XR Ribs Min 3 Views Left w/ PA Chest,Outpatient,0320,71101,"Radiologic examination, ribs, unilateral; including posteroanterior chest, minimum of 3 views",,0,246.00,172.20,154.98,260.60,221.40,154.98,260.60,221.40,221.40,221.40,221.40,154.98,221.40
4322730,XR Ribs Min 3 Views Right w/ PA Chest,Inpatient,0320,71101,"Radiologic examination, ribs, unilateral; including posteroanterior chest, minimum of 3 views",,0,246.00,172.20,154.98,260.60,221.40,N/A,N/A,221.40,221.40,221.40,221.40,N/A,221.40
4322730,XR Ribs Min 3 Views Right w/ PA Chest,Outpatient,0320,71101,"Radiologic examination, ribs, unilateral; including posteroanterior chest, minimum of 3 views",,0,246.00,172.20,154.98,260.60,221.40,154.98,260.60,221.40,221.40,221.40,221.40,154.98,221.40
4322731,XR Spine Cervical Complete,Inpatient,0320,72052,"Radiologic examination, spine, cervical; 6 or more views",,0,375.00,262.50,236.25,353.93,337.50,N/A,N/A,337.50,337.50,337.50,337.50,N/A,337.50
4322731,XR Spine Cervical Complete,Outpatient,0320,72052,"Radiologic examination, spine, cervical; 6 or more views",,0,375.00,262.50,236.25,353.93,337.50,236.25,353.93,337.50,337.50,337.50,337.50,236.25,337.50
4322733,XR Spine Entire 2-3 Views,Inpatient,0320,72082,"Radiologic examination, spine, entire thoracic and lumbar, including skull, cervical and sacral spine if performed (eg, scoliosis evaluation); 2 or 3 views",,0,282.00,197.40,177.66,253.80,253.80,N/A,N/A,253.80,253.80,253.80,253.80,N/A,253.80
4322733,XR Spine Entire 2-3 Views,Outpatient,0320,72082,"Radiologic examination, spine, entire thoracic and lumbar, including skull, cervical and sacral spine if performed (eg, scoliosis evaluation); 2 or 3 views",,0,282.00,197.40,177.66,253.80,253.80,177.66,N/A,253.80,253.80,253.80,253.80,177.66,253.80
4322735,XR Spine Entire Min 6 Views,Inpatient,0320,72084,"Radiologic examination, spine, entire thoracic and lumbar, including skull, cervical and sacral spine if performed (eg, scoliosis evaluation); minimum of 6 views",,0,482.00,337.40,303.66,433.80,433.80,N/A,N/A,433.80,433.80,433.80,433.80,N/A,433.80
4322735,XR Spine Entire Min 6 Views,Outpatient,0320,72084,"Radiologic examination, spine, entire thoracic and lumbar, including skull, cervical and sacral spine if performed (eg, scoliosis evaluation); minimum of 6 views",,0,482.00,337.40,303.66,433.80,433.80,303.66,N/A,433.80,433.80,433.80,433.80,303.66,433.80
4322736,XR Spine Puncture Lumbar Diag,Ambulatory Surgical,0320,62270,"Spinal puncture, lumbar, diagnostic",,0,626.00,438.20,394.38,563.40,563.40,394.38,0.00,563.40,563.40,563.40,563.40,394.38,563.40
4322736,XR Spine Puncture Lumbar Diag,Inpatient,0320,62270,"Spinal puncture, lumbar, diagnostic",,0,626.00,438.20,394.38,563.40,563.40,N/A,N/A,563.40,563.40,563.40,563.40,N/A,563.40
4322866,phenylephrine 10 mg/mL Inj Sol 1 mL Vial [FRKS],Inpatient,0636,J2370,Phenylephrine hcl injection,00641-6142-25,1,22.84,15.99,10.24,20.56,20.56,N/A,N/A,20.56,20.56,20.56,20.56,N/A,20.56
4322866,phenylephrine 10 mg/mL Inj Sol 1 mL Vial [FRKS],Outpatient,0636,J2370,Phenylephrine hcl injection,00641-6142-25,1,22.84,15.99,10.24,20.56,20.56,14.39,10.24,20.56,20.56,20.56,20.56,14.39,20.56
4322945,BPen Oral,Inpatient,0300,87070,"Culture, bacterial; any other source except urine, blood or stool, aerobic, with isolation and presumptive identification of isolates",,0,65.50,45.85,8.62,58.95,58.95,N/A,N/A,58.95,58.95,58.95,58.95,N/A,58.95
4322945,BPen Oral,Outpatient,0300,87070,"Culture, bacterial; any other source except urine, blood or stool, aerobic, with isolation and presumptive identification of isolates",,0,65.50,45.85,8.62,58.95,58.95,41.27,41.58,58.95,58.95,58.95,58.95,8.62,58.95
4324012,Creatinine with eGFR,Inpatient,0300,82565,Creatinine; blood,,0,35.00,24.50,5.12,31.50,31.50,N/A,N/A,31.50,31.50,31.50,31.50,N/A,31.50
4324012,Creatinine with eGFR,Outpatient,0300,82565,Creatinine; blood,,0,35.00,24.50,5.12,31.50,31.50,22.05,14.35,31.50,31.50,31.50,31.50,5.12,31.50
4324019,Thyroxine Free,Inpatient,0300,84439,Thyroxine; free,,0,60.00,42.00,9.02,54.00,54.00,N/A,N/A,54.00,54.00,54.00,54.00,N/A,54.00
4324019,Thyroxine Free,Outpatient,0300,84439,Thyroxine; free,,0,60.00,42.00,9.02,54.00,54.00,37.80,40.14,54.00,54.00,54.00,54.00,9.02,54.00
4324594,Sodium Chloride 0.9% IV Sol 250 mL[FRKS],Inpatient,0636,J7040,Normal saline solution infus,00409-7983-02,1,17.13,11.99,2.32,15.42,15.42,N/A,N/A,15.42,15.42,15.42,15.42,N/A,15.42
4324594,Sodium Chloride 0.9% IV Sol 250 mL[FRKS],Outpatient,0636,J7040,Normal saline solution infus,00409-7983-02,1,17.13,11.99,2.32,15.42,15.42,10.79,2.32,15.42,15.42,15.42,15.42,10.79,15.42
4324595,LVP solution Sodium Chloride 0.9% Sol,Inpatient,0636,J7030,Normal saline solution infus,00338-0049-04,0,19.40,13.58,4.62,17.46,17.46,N/A,N/A,17.46,17.46,17.46,17.46,N/A,17.46
4324595,LVP solution Sodium Chloride 0.9% Sol,Outpatient,0636,J7030,Normal saline solution infus,00338-0049-04,0,19.40,13.58,4.62,17.46,17.46,12.22,4.62,17.46,17.46,17.46,17.46,12.22,17.46
4324596,Sodium Chloride 0.9% Sol 1000 mL [FRKS],Inpatient,0636,J7030,Normal saline solution infus,00409-7983-09,0,19.40,13.58,4.62,17.46,17.46,N/A,N/A,17.46,17.46,17.46,17.46,N/A,17.46
4324596,Sodium Chloride 0.9% Sol 1000 mL [FRKS],Outpatient,0636,J7030,Normal saline solution infus,00409-7983-09,0,19.40,13.58,4.62,17.46,17.46,12.22,4.62,17.46,17.46,17.46,17.46,12.22,17.46
4324601,Sodium Chloride 0.9% Sol Addv-Bag 100 mL[FRKS],Inpatient,0636,J7050,Normal saline solution infus,00409-7101-67,1,4.10,2.87,1.63,3.69,3.69,N/A,N/A,3.69,3.69,3.69,3.69,N/A,3.69
4324601,Sodium Chloride 0.9% Sol Addv-Bag 100 mL[FRKS],Outpatient,0636,J7050,Normal saline solution infus,00409-7101-67,1,4.10,2.87,1.63,3.69,3.69,2.58,1.63,3.69,3.69,3.69,3.69,2.58,3.69
4324602,Sodium Chloride 0.9% Sol 500 mL [FRKS],Inpatient,0636,J7040,Normal saline solution infus,00409-7983-03,1,19.40,13.58,2.32,17.46,17.46,N/A,N/A,17.46,17.46,17.46,17.46,N/A,17.46
4324602,Sodium Chloride 0.9% Sol 500 mL [FRKS],Outpatient,0636,J7040,Normal saline solution infus,00409-7983-03,1,19.40,13.58,2.32,17.46,17.46,12.22,2.32,17.46,17.46,17.46,17.46,12.22,17.46
4334854,Speech Eval of Speech Fluency Units 92521,Inpatient,0444,92521,"Evaluation of speech fluency (eg, stuttering, cluttering)",,0,115.00,80.50,72.45,151.51,103.50,N/A,N/A,103.50,103.50,103.50,103.50,N/A,103.50
4334854,Speech Eval of Speech Fluency Units 92521,Outpatient,0444,92521,"Evaluation of speech fluency (eg, stuttering, cluttering)",,0,115.00,80.50,72.45,151.51,103.50,72.45,151.51,103.50,103.50,103.50,103.50,72.45,103.50
4334856,Speech Eval Speech Production Units 92522,Inpatient,0444,92522,"Evaluation of speech sound production (eg, articulation, phonological process, apraxia, dysarthria)",,0,102.00,71.40,64.26,151.51,91.80,N/A,N/A,91.80,91.80,91.80,91.80,N/A,91.80
4334856,Speech Eval Speech Production Units 92522,Outpatient,0444,92522,"Evaluation of speech sound production (eg, articulation, phonological process, apraxia, dysarthria)",,0,102.00,71.40,64.26,151.51,91.80,64.26,151.51,91.80,91.80,91.80,91.80,64.26,91.80
4334858,Speech Sound Lang Comprehen Eval Units 92523,Inpatient,0444,92523,"Evaluation of speech sound production (eg, articulation, phonological process, apraxia, dysarthria); with evaluation of language comprehension and expression (eg, receptive and expressive language)",,0,201.00,140.70,126.63,180.90,180.90,N/A,N/A,180.90,180.90,180.90,180.90,N/A,180.90
4334858,Speech Sound Lang Comprehen Eval Units 92523,Outpatient,0444,92523,"Evaluation of speech sound production (eg, articulation, phonological process, apraxia, dysarthria); with evaluation of language comprehension and expression (eg, receptive and expressive language)",,0,201.00,140.70,126.63,180.90,180.90,126.63,151.51,180.90,180.90,180.90,180.90,126.63,180.90
