cms_certification_num,internal_revenue_code,description,code,price,inpatient_outpatient,payer
520113,10001442,"AB, VARICELLA ZOSTER IGG",86787,80.46,,AURORA CAREGIVER
520113,10001442,"AB, VARICELLA ZOSTER IGG",86787,128.29,,CIGNA
520113,10001442,"AB, VARICELLA ZOSTER IGG",86787,102.81,,EXCHANGE COMMON GROUND
520113,10001442,"AB, VARICELLA ZOSTER IGG",86787,135.59,,HEALTH EOS
520113,10001442,"AB, VARICELLA ZOSTER IGG",86787,89.40,,HUMANA WVN
520113,10001442,"AB, VARICELLA ZOSTER IGG",86787,113.24,,HUMANA HMO
520113,10001442,"AB, VARICELLA ZOSTER IGG",86787,126.65,,HUMANA PPO
520113,10001442,"AB, VARICELLA ZOSTER IGG",86787,134.10,,TRILOGY
520113,10001442,"AB, VARICELLA ZOSTER IGG",86787,12.13,,UHC HMO
520113,10001442,"AB, VARICELLA ZOSTER IGG",86787,126.65,,UHC PPO
520113,10001442,"AB, VARICELLA ZOSTER IGG",86787,103.85,,WEA
520113,10001442,"AB, VARICELLA ZOSTER IGG",86787,36.54,,WPS ARISE
520113,10001442,"AB, VARICELLA ZOSTER IGG",86787,43.26,,WPS STATEWIDE
520113,10001442,"AB, VARICELLA ZOSTER IGG",86787,81.95,,CASH PRICE
520113,10001442,"AB, VARICELLA ZOSTER IGG",86787,12.13,,MIN
520113,10001442,"AB, VARICELLA ZOSTER IGG",86787,135.59,,MAX
520113,10001443,"AB, VARICELLA ZOSTER IGM",86787,135.59,,AETNA
520113,10001443,"AB, VARICELLA ZOSTER IGM",86787,16.88,,ANTHEM BLUE PRIORITY
520113,10001443,"AB, VARICELLA ZOSTER IGM",86787,16.88,,ANTHEM BLUE PREFERRED
520113,10001443,"AB, VARICELLA ZOSTER IGM",86787,16.88,,ANTHEM PPO
520113,10001443,"AB, VARICELLA ZOSTER IGM",86787,80.46,,AURORA CAREGIVER
520113,10001443,"AB, VARICELLA ZOSTER IGM",86787,128.29,,CIGNA
520113,10001443,"AB, VARICELLA ZOSTER IGM",86787,102.81,,EXCHANGE COMMON GROUND
520113,10001443,"AB, VARICELLA ZOSTER IGM",86787,135.59,,HEALTH EOS
520113,10001443,"AB, VARICELLA ZOSTER IGM",86787,89.40,,HUMANA WVN
520113,10001443,"AB, VARICELLA ZOSTER IGM",86787,113.24,,HUMANA HMO
520113,10001443,"AB, VARICELLA ZOSTER IGM",86787,126.65,,HUMANA PPO
520113,10001443,"AB, VARICELLA ZOSTER IGM",86787,134.10,,TRILOGY
520113,10001443,"AB, VARICELLA ZOSTER IGM",86787,8.09,,UHC HMO
520113,10001443,"AB, VARICELLA ZOSTER IGM",86787,126.65,,UHC PPO
520113,10001443,"AB, VARICELLA ZOSTER IGM",86787,103.85,,WEA
520113,10001443,"AB, VARICELLA ZOSTER IGM",86787,26.40,,WPS ARISE
520113,10001443,"AB, VARICELLA ZOSTER IGM",86787,31.25,,WPS STATEWIDE
520113,10001443,"AB, VARICELLA ZOSTER IGM",86787,81.95,,CASH PRICE
520113,10001443,"AB, VARICELLA ZOSTER IGM",86787,8.09,,MIN
520113,10001443,"AB, VARICELLA ZOSTER IGM",86787,135.59,,MAX
520113,10001444,"AB, WEST NILE VIRUS IGM",86788,92.82,,AETNA
520113,10001444,"AB, WEST NILE VIRUS IGM",86788,33.71,,ANTHEM BLUE PRIORITY
520113,10001444,"AB, WEST NILE VIRUS IGM",86788,36.41,,ANTHEM BLUE PREFERRED
520113,10001444,"AB, WEST NILE VIRUS IGM",86788,52.21,,ANTHEM PPO
520113,10001444,"AB, WEST NILE VIRUS IGM",86788,55.08,,AURORA CAREGIVER
520113,10001444,"AB, WEST NILE VIRUS IGM",86788,87.82,,CIGNA
520113,10001444,"AB, WEST NILE VIRUS IGM",86788,70.38,,EXCHANGE COMMON GROUND
520113,10001444,"AB, WEST NILE VIRUS IGM",86788,92.82,,HEALTH EOS
520113,10001444,"AB, WEST NILE VIRUS IGM",86788,61.20,,HUMANA WVN
520113,10001444,"AB, WEST NILE VIRUS IGM",86788,77.52,,HUMANA HMO
520113,10001444,"AB, WEST NILE VIRUS IGM",86788,86.70,,HUMANA PPO
520113,10001444,"AB, WEST NILE VIRUS IGM",86788,91.80,,TRILOGY
520113,10001444,"AB, WEST NILE VIRUS IGM",86788,40.57,,UHC HMO
520113,10001444,"AB, WEST NILE VIRUS IGM",86788,86.70,,UHC PPO
520113,10001444,"AB, WEST NILE VIRUS IGM",86788,71.09,,WEA
520113,10001444,"AB, WEST NILE VIRUS IGM",86788,44.55,,WPS ARISE
520113,10001444,"AB, WEST NILE VIRUS IGM",86788,50.66,,WPS STATEWIDE
520113,10001444,"AB, WEST NILE VIRUS IGM",86788,56.10,,CASH PRICE
520113,10001444,"AB, WEST NILE VIRUS IGM",86788,33.71,,MIN
520113,10001444,"AB, WEST NILE VIRUS IGM",86788,92.82,,MAX
520113,10001445,"AB, WEST NILE VIRUS",86789,130.13,,AETNA
520113,10001445,"AB, WEST NILE VIRUS",86789,47.26,,ANTHEM BLUE PRIORITY
520113,10001445,"AB, WEST NILE VIRUS",86789,51.04,,ANTHEM BLUE PREFERRED
520113,10001445,"AB, WEST NILE VIRUS",86789,73.19,,ANTHEM PPO
520113,10001445,"AB, WEST NILE VIRUS",86789,77.22,,AURORA CAREGIVER
520113,10001445,"AB, WEST NILE VIRUS",86789,123.12,,CIGNA
520113,10001445,"AB, WEST NILE VIRUS",86789,98.67,,EXCHANGE COMMON GROUND
520113,10001445,"AB, WEST NILE VIRUS",86789,130.13,,HEALTH EOS
520113,10001445,"AB, WEST NILE VIRUS",86789,85.80,,HUMANA WVN
520113,10001445,"AB, WEST NILE VIRUS",86789,108.68,,HUMANA HMO
520113,10001445,"AB, WEST NILE VIRUS",86789,121.55,,HUMANA PPO
520113,10001445,"AB, WEST NILE VIRUS",86789,128.70,,TRILOGY
520113,10001445,"AB, WEST NILE VIRUS",86789,56.88,,UHC HMO
520113,10001445,"AB, WEST NILE VIRUS",86789,121.55,,UHC PPO
520113,10001445,"AB, WEST NILE VIRUS",86789,99.67,,WEA
520113,10001445,"AB, WEST NILE VIRUS",86789,62.46,,WPS ARISE
520113,10001445,"AB, WEST NILE VIRUS",86789,71.02,,WPS STATEWIDE
520113,10001445,"AB, WEST NILE VIRUS",86789,78.65,,CASH PRICE
520113,10001445,"AB, WEST NILE VIRUS",86789,47.26,,MIN
520113,10001445,"AB, WEST NILE VIRUS",86789,130.13,,MAX
520113,10001451,"AB, HTLV-I/II",86790,160.16,,AETNA
520113,10001451,"AB, HTLV-I/II",86790,58.16,,ANTHEM BLUE PRIORITY
520113,10001451,"AB, HTLV-I/II",86790,62.82,,ANTHEM BLUE PREFERRED
520113,10001451,"AB, HTLV-I/II",86790,90.08,,ANTHEM PPO
520113,10001451,"AB, HTLV-I/II",86790,95.04,,AURORA CAREGIVER
520113,10001451,"AB, HTLV-I/II",86790,151.54,,CIGNA
520113,10001451,"AB, HTLV-I/II",86790,121.44,,EXCHANGE COMMON GROUND
520113,10001451,"AB, HTLV-I/II",86790,160.16,,HEALTH EOS
520113,10001451,"AB, HTLV-I/II",86790,105.60,,HUMANA WVN
520113,10001451,"AB, HTLV-I/II",86790,133.76,,HUMANA HMO
520113,10001451,"AB, HTLV-I/II",86790,149.60,,HUMANA PPO
520113,10001451,"AB, HTLV-I/II",86790,158.40,,TRILOGY
520113,10001451,"AB, HTLV-I/II",86790,70.01,,UHC HMO
520113,10001451,"AB, HTLV-I/II",86790,149.60,,UHC PPO
520113,10001451,"AB, HTLV-I/II",86790,122.67,,WEA
520113,10001451,"AB, HTLV-I/II",86790,76.88,,WPS ARISE
520113,10001451,"AB, HTLV-I/II",86790,87.41,,WPS STATEWIDE
520113,10001451,"AB, HTLV-I/II",86790,96.80,,CASH PRICE
520113,10001451,"AB, HTLV-I/II",86790,58.16,,MIN
520113,10001451,"AB, HTLV-I/II",86790,160.16,,MAX
520113,10001452,"AB, HUMAN HERPES VIRUS 6",86790,160.16,,AETNA
520113,10001452,"AB, HUMAN HERPES VIRUS 6",86790,58.16,,ANTHEM BLUE PRIORITY
520113,10001452,"AB, HUMAN HERPES VIRUS 6",86790,62.82,,ANTHEM BLUE PREFERRED
520113,10001452,"AB, HUMAN HERPES VIRUS 6",86790,90.08,,ANTHEM PPO
520113,10001452,"AB, HUMAN HERPES VIRUS 6",86790,95.04,,AURORA CAREGIVER
520113,10001452,"AB, HUMAN HERPES VIRUS 6",86790,151.54,,CIGNA
520113,10001452,"AB, HUMAN HERPES VIRUS 6",86790,121.44,,EXCHANGE COMMON GROUND
520113,10001452,"AB, HUMAN HERPES VIRUS 6",86790,160.16,,HEALTH EOS
520113,10001452,"AB, HUMAN HERPES VIRUS 6",86790,105.60,,HUMANA WVN
520113,10001452,"AB, HUMAN HERPES VIRUS 6",86790,133.76,,HUMANA HMO
520113,10001452,"AB, HUMAN HERPES VIRUS 6",86790,149.60,,HUMANA PPO
520113,10001452,"AB, HUMAN HERPES VIRUS 6",86790,158.40,,TRILOGY
520113,10001452,"AB, HUMAN HERPES VIRUS 6",86790,70.01,,UHC HMO
520113,10001452,"AB, HUMAN HERPES VIRUS 6",86790,149.60,,UHC PPO
520113,10001452,"AB, HUMAN HERPES VIRUS 6",86790,122.67,,WEA
520113,10001452,"AB, HUMAN HERPES VIRUS 6",86790,76.88,,WPS ARISE
520113,10001452,"AB, HUMAN HERPES VIRUS 6",86790,87.41,,WPS STATEWIDE
520113,10001452,"AB, HUMAN HERPES VIRUS 6",86790,96.80,,CASH PRICE
520113,10001452,"AB, HUMAN HERPES VIRUS 6",86790,58.16,,MIN
520113,10001452,"AB, HUMAN HERPES VIRUS 6",86790,160.16,,MAX
520113,10001465,"AB, ANTI THYROGLOBULIN",86800,145.60,,AETNA
520113,10001465,"AB, ANTI THYROGLOBULIN",86800,42.67,,ANTHEM BLUE PRIORITY
520113,10001465,"AB, ANTI THYROGLOBULIN",86800,42.67,,ANTHEM BLUE PREFERRED
520113,10001465,"AB, ANTI THYROGLOBULIN",86800,42.67,,ANTHEM PPO
520113,10001465,"AB, ANTI THYROGLOBULIN",86800,86.40,,AURORA CAREGIVER
520113,10001465,"AB, ANTI THYROGLOBULIN",86800,137.76,,CIGNA
520113,10001465,"AB, ANTI THYROGLOBULIN",86800,110.40,,EXCHANGE COMMON GROUND
520113,10001465,"AB, ANTI THYROGLOBULIN",86800,145.60,,HEALTH EOS
520113,10001465,"AB, ANTI THYROGLOBULIN",86800,96.00,,HUMANA WVN
520113,10001465,"AB, ANTI THYROGLOBULIN",86800,121.60,,HUMANA HMO
520113,10001465,"AB, ANTI THYROGLOBULIN",86800,136.00,,HUMANA PPO
520113,10001465,"AB, ANTI THYROGLOBULIN",86800,144.00,,TRILOGY
520113,10001465,"AB, ANTI THYROGLOBULIN",86800,16.46,,UHC HMO
520113,10001465,"AB, ANTI THYROGLOBULIN",86800,136.00,,UHC PPO
520113,10001465,"AB, ANTI THYROGLOBULIN",86800,111.52,,WEA
520113,10001465,"AB, ANTI THYROGLOBULIN",86800,53.69,,WPS ARISE
520113,10001465,"AB, ANTI THYROGLOBULIN",86800,63.57,,WPS STATEWIDE
520113,10001465,"AB, ANTI THYROGLOBULIN",86800,88.00,,CASH PRICE
520113,10001465,"AB, ANTI THYROGLOBULIN",86800,16.46,,MIN
520113,10001465,"AB, ANTI THYROGLOBULIN",86800,145.60,,MAX
520113,10001467,HEPATITIS C AB SCREEN,86803,179.27,,AETNA
520113,10001467,HEPATITIS C AB SCREEN,86803,35.47,,ANTHEM BLUE PRIORITY
520113,10001467,HEPATITIS C AB SCREEN,86803,35.57,,ANTHEM BLUE PREFERRED
520113,10001467,HEPATITIS C AB SCREEN,86803,38.37,,ANTHEM PPO
520113,10001467,HEPATITIS C AB SCREEN,86803,106.38,,AURORA CAREGIVER
520113,10001467,HEPATITIS C AB SCREEN,86803,169.62,,CIGNA
520113,10001467,HEPATITIS C AB SCREEN,86803,135.93,,EXCHANGE COMMON GROUND
520113,10001467,HEPATITIS C AB SCREEN,86803,179.27,,HEALTH EOS
520113,10001467,HEPATITIS C AB SCREEN,86803,118.20,,HUMANA WVN
520113,10001467,HEPATITIS C AB SCREEN,86803,149.72,,HUMANA HMO
520113,10001467,HEPATITIS C AB SCREEN,86803,167.45,,HUMANA PPO
520113,10001467,HEPATITIS C AB SCREEN,86803,177.30,,TRILOGY
520113,10001467,HEPATITIS C AB SCREEN,86803,19.21,,UHC HMO
520113,10001467,HEPATITIS C AB SCREEN,86803,167.45,,UHC PPO
520113,10001467,HEPATITIS C AB SCREEN,86803,137.31,,WEA
520113,10001467,HEPATITIS C AB SCREEN,86803,47.14,,WPS ARISE
520113,10001467,HEPATITIS C AB SCREEN,86803,55.72,,WPS STATEWIDE
520113,10001467,HEPATITIS C AB SCREEN,86803,108.35,,CASH PRICE
520113,10001467,HEPATITIS C AB SCREEN,86803,19.21,,MIN
520113,10001467,HEPATITIS C AB SCREEN,86803,179.27,,MAX
520113,10001468,"AB, HEPATITIS C RIBA",86804,222.95,,AETNA
520113,10001468,"AB, HEPATITIS C RIBA",86804,80.96,,ANTHEM BLUE PRIORITY
520113,10001468,"AB, HEPATITIS C RIBA",86804,87.45,,ANTHEM BLUE PREFERRED
520113,10001468,"AB, HEPATITIS C RIBA",86804,125.40,,ANTHEM PPO
520113,10001468,"AB, HEPATITIS C RIBA",86804,132.30,,AURORA CAREGIVER
520113,10001468,"AB, HEPATITIS C RIBA",86804,210.95,,CIGNA
520113,10001468,"AB, HEPATITIS C RIBA",86804,169.05,,EXCHANGE COMMON GROUND
520113,10001468,"AB, HEPATITIS C RIBA",86804,222.95,,HEALTH EOS
520113,10001468,"AB, HEPATITIS C RIBA",86804,147.00,,HUMANA WVN
520113,10001468,"AB, HEPATITIS C RIBA",86804,186.20,,HUMANA HMO
520113,10001468,"AB, HEPATITIS C RIBA",86804,208.25,,HUMANA PPO
520113,10001468,"AB, HEPATITIS C RIBA",86804,220.50,,TRILOGY
520113,10001468,"AB, HEPATITIS C RIBA",86804,97.46,,UHC HMO
520113,10001468,"AB, HEPATITIS C RIBA",86804,208.25,,UHC PPO
520113,10001468,"AB, HEPATITIS C RIBA",86804,170.77,,WEA
520113,10001468,"AB, HEPATITIS C RIBA",86804,107.01,,WPS ARISE
520113,10001468,"AB, HEPATITIS C RIBA",86804,121.68,,WPS STATEWIDE
520113,10001468,"AB, HEPATITIS C RIBA",86804,134.75,,CASH PRICE
520113,10001468,"AB, HEPATITIS C RIBA",86804,80.96,,MIN
520113,10001468,"AB, HEPATITIS C RIBA",86804,222.95,,MAX
520113,10001472,HLA TYPING B27,86812,173.81,,AETNA
520113,10001472,HLA TYPING B27,86812,63.12,,ANTHEM BLUE PRIORITY
520113,10001472,HLA TYPING B27,86812,68.17,,ANTHEM BLUE PREFERRED
520113,10001472,HLA TYPING B27,86812,97.76,,ANTHEM PPO
520113,10001472,HLA TYPING B27,86812,103.14,,AURORA CAREGIVER
520113,10001472,HLA TYPING B27,86812,164.45,,CIGNA
520113,10001472,HLA TYPING B27,86812,131.79,,EXCHANGE COMMON GROUND
520113,10001472,HLA TYPING B27,86812,173.81,,HEALTH EOS
520113,10001472,HLA TYPING B27,86812,114.60,,HUMANA WVN
520113,10001472,HLA TYPING B27,86812,145.16,,HUMANA HMO
520113,10001472,HLA TYPING B27,86812,162.35,,HUMANA PPO
520113,10001472,HLA TYPING B27,86812,171.90,,TRILOGY
520113,10001472,HLA TYPING B27,86812,75.98,,UHC HMO
520113,10001472,HLA TYPING B27,86812,162.35,,UHC PPO
520113,10001472,HLA TYPING B27,86812,133.13,,WEA
520113,10001472,HLA TYPING B27,86812,83.43,,WPS ARISE
520113,10001472,HLA TYPING B27,86812,94.86,,WPS STATEWIDE
520113,10001472,HLA TYPING B27,86812,105.05,,CASH PRICE
520113,10001472,HLA TYPING B27,86812,63.12,,MIN
520113,10001472,HLA TYPING B27,86812,173.81,,MAX
520113,10001474,"HLA TYPING, MULTIPLE ANTIGEN",86813,394.94,,AETNA
520113,10001474,"HLA TYPING, MULTIPLE ANTIGEN",86813,143.42,,ANTHEM BLUE PRIORITY
520113,10001474,"HLA TYPING, MULTIPLE ANTIGEN",86813,154.90,,ANTHEM BLUE PREFERRED
520113,10001474,"HLA TYPING, MULTIPLE ANTIGEN",86813,222.14,,ANTHEM PPO
520113,10001474,"HLA TYPING, MULTIPLE ANTIGEN",86813,234.36,,AURORA CAREGIVER
520113,10001474,"HLA TYPING, MULTIPLE ANTIGEN",86813,373.67,,CIGNA
520113,10001474,"HLA TYPING, MULTIPLE ANTIGEN",86813,299.46,,EXCHANGE COMMON GROUND
520113,10001474,"HLA TYPING, MULTIPLE ANTIGEN",86813,394.94,,HEALTH EOS
520113,10001474,"HLA TYPING, MULTIPLE ANTIGEN",86813,260.40,,HUMANA WVN
520113,10001474,"HLA TYPING, MULTIPLE ANTIGEN",86813,329.84,,HUMANA HMO
520113,10001474,"HLA TYPING, MULTIPLE ANTIGEN",86813,368.90,,HUMANA PPO
520113,10001474,"HLA TYPING, MULTIPLE ANTIGEN",86813,390.60,,TRILOGY
520113,10001474,"HLA TYPING, MULTIPLE ANTIGEN",86813,172.64,,UHC HMO
520113,10001474,"HLA TYPING, MULTIPLE ANTIGEN",86813,368.90,,UHC PPO
520113,10001474,"HLA TYPING, MULTIPLE ANTIGEN",86813,302.50,,WEA
520113,10001474,"HLA TYPING, MULTIPLE ANTIGEN",86813,189.57,,WPS ARISE
520113,10001474,"HLA TYPING, MULTIPLE ANTIGEN",86813,215.55,,WPS STATEWIDE
520113,10001474,"HLA TYPING, MULTIPLE ANTIGEN",86813,238.70,,CASH PRICE
520113,10001474,"HLA TYPING, MULTIPLE ANTIGEN",86813,143.42,,MIN
520113,10001474,"HLA TYPING, MULTIPLE ANTIGEN",86813,394.94,,MAX
520113,10001476,HLA CROSSMATCH FLOW CYTOMETRY,86825,368.55,,AETNA
520113,10001476,HLA CROSSMATCH FLOW CYTOMETRY,86825,133.84,,ANTHEM BLUE PRIORITY
520113,10001476,HLA CROSSMATCH FLOW CYTOMETRY,86825,144.55,,ANTHEM BLUE PREFERRED
520113,10001476,HLA CROSSMATCH FLOW CYTOMETRY,86825,207.30,,ANTHEM PPO
520113,10001476,HLA CROSSMATCH FLOW CYTOMETRY,86825,218.70,,AURORA CAREGIVER
520113,10001476,HLA CROSSMATCH FLOW CYTOMETRY,86825,348.71,,CIGNA
520113,10001476,HLA CROSSMATCH FLOW CYTOMETRY,86825,279.45,,EXCHANGE COMMON GROUND
520113,10001476,HLA CROSSMATCH FLOW CYTOMETRY,86825,368.55,,HEALTH EOS
520113,10001476,HLA CROSSMATCH FLOW CYTOMETRY,86825,243.00,,HUMANA WVN
520113,10001476,HLA CROSSMATCH FLOW CYTOMETRY,86825,307.80,,HUMANA HMO
520113,10001476,HLA CROSSMATCH FLOW CYTOMETRY,86825,344.25,,HUMANA PPO
520113,10001476,HLA CROSSMATCH FLOW CYTOMETRY,86825,364.50,,TRILOGY
520113,10001476,HLA CROSSMATCH FLOW CYTOMETRY,86825,161.11,,UHC HMO
520113,10001476,HLA CROSSMATCH FLOW CYTOMETRY,86825,344.25,,UHC PPO
520113,10001476,HLA CROSSMATCH FLOW CYTOMETRY,86825,282.29,,WEA
520113,10001476,HLA CROSSMATCH FLOW CYTOMETRY,86825,176.90,,WPS ARISE
520113,10001476,HLA CROSSMATCH FLOW CYTOMETRY,86825,201.14,,WPS STATEWIDE
520113,10001476,HLA CROSSMATCH FLOW CYTOMETRY,86825,222.75,,CASH PRICE
520113,10001476,HLA CROSSMATCH FLOW CYTOMETRY,86825,133.84,,MIN
520113,10001476,HLA CROSSMATCH FLOW CYTOMETRY,86825,368.55,,MAX
520113,10001483,"ANTIBODY SCREEN, BC",86850,161.07,,AETNA
520113,10001483,"ANTIBODY SCREEN, BC",86850,113.32,,ANTHEM BLUE PRIORITY
520113,10001483,"ANTIBODY SCREEN, BC",86850,125.91,,ANTHEM BLUE PREFERRED
520113,10001483,"ANTIBODY SCREEN, BC",86850,122.13,,ANTHEM PPO
520113,10001483,"ANTIBODY SCREEN, BC",86850,95.58,,AURORA CAREGIVER
520113,10001483,"ANTIBODY SCREEN, BC",86850,152.40,,CIGNA
520113,10001483,"ANTIBODY SCREEN, BC",86850,122.13,,EXCHANGE COMMON GROUND
520113,10001483,"ANTIBODY SCREEN, BC",86850,161.07,,HEALTH EOS
520113,10001483,"ANTIBODY SCREEN, BC",86850,106.20,,HUMANA WVN
520113,10001483,"ANTIBODY SCREEN, BC",86850,134.52,,HUMANA HMO
520113,10001483,"ANTIBODY SCREEN, BC",86850,150.45,,HUMANA PPO
520113,10001483,"ANTIBODY SCREEN, BC",86850,159.30,,TRILOGY
520113,10001483,"ANTIBODY SCREEN, BC",86850,177.00,,UHC HMO
520113,10001483,"ANTIBODY SCREEN, BC",86850,150.45,,UHC PPO
520113,10001483,"ANTIBODY SCREEN, BC",86850,123.37,,WEA
520113,10001483,"ANTIBODY SCREEN, BC",86850,177.00,,WPS ARISE
520113,10001483,"ANTIBODY SCREEN, BC",86850,177.00,,WPS STATEWIDE
520113,10001483,"ANTIBODY SCREEN, BC",86850,97.35,,CASH PRICE
520113,10001483,"ANTIBODY SCREEN, BC",86850,95.58,,MIN
520113,10001483,"ANTIBODY SCREEN, BC",86850,177.00,,MAX
520113,10001495,"ANTIBODY SCREEN, EACH",86850,130.13,,AETNA
520113,10001495,"ANTIBODY SCREEN, EACH",86850,47.81,,ANTHEM BLUE PRIORITY
520113,10001495,"ANTIBODY SCREEN, EACH",86850,51.66,,ANTHEM BLUE PREFERRED
520113,10001495,"ANTIBODY SCREEN, EACH",86850,70.64,,ANTHEM PPO
520113,10001495,"ANTIBODY SCREEN, EACH",86850,77.22,,AURORA CAREGIVER
520113,10001495,"ANTIBODY SCREEN, EACH",86850,123.12,,CIGNA
520113,10001495,"ANTIBODY SCREEN, EACH",86850,98.67,,EXCHANGE COMMON GROUND
520113,10001495,"ANTIBODY SCREEN, EACH",86850,130.13,,HEALTH EOS
520113,10001495,"ANTIBODY SCREEN, EACH",86850,85.80,,HUMANA WVN
520113,10001495,"ANTIBODY SCREEN, EACH",86850,108.68,,HUMANA HMO
520113,10001495,"ANTIBODY SCREEN, EACH",86850,121.55,,HUMANA PPO
520113,10001495,"ANTIBODY SCREEN, EACH",86850,128.70,,TRILOGY
520113,10001495,"ANTIBODY SCREEN, EACH",86850,60.42,,UHC HMO
520113,10001495,"ANTIBODY SCREEN, EACH",86850,121.55,,UHC PPO
520113,10001495,"ANTIBODY SCREEN, EACH",86850,99.67,,WEA
520113,10001495,"ANTIBODY SCREEN, EACH",86850,65.13,,WPS ARISE
520113,10001495,"ANTIBODY SCREEN, EACH",86850,73.33,,WPS STATEWIDE
520113,10001495,"ANTIBODY SCREEN, EACH",86850,78.65,,CASH PRICE
520113,10001495,"ANTIBODY SCREEN, EACH",86850,47.81,,MIN
520113,10001495,"ANTIBODY SCREEN, EACH",86850,130.13,,MAX
520113,10001497,"ANTIBODY ELUTION, EACH",86860,235.69,,AETNA
520113,10001497,"ANTIBODY ELUTION, EACH",86860,165.82,,ANTHEM BLUE PRIORITY
520113,10001497,"ANTIBODY ELUTION, EACH",86860,184.23,,ANTHEM BLUE PREFERRED
520113,10001497,"ANTIBODY ELUTION, EACH",86860,178.71,,ANTHEM PPO
520113,10001497,"ANTIBODY ELUTION, EACH",86860,139.86,,AURORA CAREGIVER
520113,10001497,"ANTIBODY ELUTION, EACH",86860,223.00,,CIGNA
520113,10001497,"ANTIBODY ELUTION, EACH",86860,178.71,,EXCHANGE COMMON GROUND
520113,10001497,"ANTIBODY ELUTION, EACH",86860,235.69,,HEALTH EOS
520113,10001497,"ANTIBODY ELUTION, EACH",86860,155.40,,HUMANA WVN
520113,10001497,"ANTIBODY ELUTION, EACH",86860,196.84,,HUMANA HMO
520113,10001497,"ANTIBODY ELUTION, EACH",86860,220.15,,HUMANA PPO
520113,10001497,"ANTIBODY ELUTION, EACH",86860,233.10,,TRILOGY
520113,10001497,"ANTIBODY ELUTION, EACH",86860,259.00,,UHC HMO
520113,10001497,"ANTIBODY ELUTION, EACH",86860,220.15,,UHC PPO
520113,10001497,"ANTIBODY ELUTION, EACH",86860,180.52,,WEA
520113,10001497,"ANTIBODY ELUTION, EACH",86860,259.00,,WPS ARISE
520113,10001497,"ANTIBODY ELUTION, EACH",86860,259.00,,WPS STATEWIDE
520113,10001497,"ANTIBODY ELUTION, EACH",86860,142.45,,CASH PRICE
520113,10001497,"ANTIBODY ELUTION, EACH",86860,139.86,,MIN
520113,10001497,"ANTIBODY ELUTION, EACH",86860,259.00,,MAX
520113,10001500,"ANTIBODY ID, BC",86870,308.49,,AETNA
520113,10001500,"ANTIBODY ID, BC",86870,217.03,,ANTHEM BLUE PRIORITY
520113,10001500,"ANTIBODY ID, BC",86870,241.14,,ANTHEM BLUE PREFERRED
520113,10001500,"ANTIBODY ID, BC",86870,233.91,,ANTHEM PPO
520113,10001500,"ANTIBODY ID, BC",86870,183.06,,AURORA CAREGIVER
520113,10001500,"ANTIBODY ID, BC",86870,291.88,,CIGNA
520113,10001500,"ANTIBODY ID, BC",86870,233.91,,EXCHANGE COMMON GROUND
520113,10001500,"ANTIBODY ID, BC",86870,308.49,,HEALTH EOS
520113,10001500,"ANTIBODY ID, BC",86870,203.40,,HUMANA WVN
520113,10001500,"ANTIBODY ID, BC",86870,257.64,,HUMANA HMO
520113,10001500,"ANTIBODY ID, BC",86870,288.15,,HUMANA PPO
520113,10001500,"ANTIBODY ID, BC",86870,305.10,,TRILOGY
520113,10001500,"ANTIBODY ID, BC",86870,339.00,,UHC HMO
520113,10001500,"ANTIBODY ID, BC",86870,288.15,,UHC PPO
520113,10001500,"ANTIBODY ID, BC",86870,236.28,,WEA
520113,10001500,"ANTIBODY ID, BC",86870,339.00,,WPS ARISE
520113,10001500,"ANTIBODY ID, BC",86870,339.00,,WPS STATEWIDE
520113,10001500,"ANTIBODY ID, BC",86870,186.45,,CASH PRICE
520113,10001500,"ANTIBODY ID, BC",86870,183.06,,MIN
520113,10001500,"ANTIBODY ID, BC",86870,339.00,,MAX
520113,10001501,"ANTIBODY ID, EACH",86870,308.49,,AETNA
520113,10001501,"ANTIBODY ID, EACH",86870,118.18,,ANTHEM BLUE PRIORITY
520113,10001501,"ANTIBODY ID, EACH",86870,128.94,,ANTHEM BLUE PREFERRED
520113,10001501,"ANTIBODY ID, EACH",86870,173.90,,ANTHEM PPO
520113,10001501,"ANTIBODY ID, EACH",86870,183.06,,AURORA CAREGIVER
520113,10001501,"ANTIBODY ID, EACH",86870,291.88,,CIGNA
520113,10001501,"ANTIBODY ID, EACH",86870,233.91,,EXCHANGE COMMON GROUND
520113,10001501,"ANTIBODY ID, EACH",86870,308.49,,HEALTH EOS
520113,10001501,"ANTIBODY ID, EACH",86870,203.40,,HUMANA WVN
520113,10001501,"ANTIBODY ID, EACH",86870,257.64,,HUMANA HMO
520113,10001501,"ANTIBODY ID, EACH",86870,288.15,,HUMANA PPO
520113,10001501,"ANTIBODY ID, EACH",86870,305.10,,TRILOGY
520113,10001501,"ANTIBODY ID, EACH",86870,149.95,,UHC HMO
520113,10001501,"ANTIBODY ID, EACH",86870,288.15,,UHC PPO
520113,10001501,"ANTIBODY ID, EACH",86870,236.28,,WEA
520113,10001501,"ANTIBODY ID, EACH",86870,165.36,,WPS ARISE
520113,10001501,"ANTIBODY ID, EACH",86870,185.26,,WPS STATEWIDE
520113,10001501,"ANTIBODY ID, EACH",86870,186.45,,CASH PRICE
520113,10001501,"ANTIBODY ID, EACH",86870,118.18,,MIN
