plan_hash,reporting_entity_name,reporting_entity_type,plan_name,plan_id,plan_id_type,plan_market_type,last_updated_on,version
13789545555079519177,United HealthCare Services,Third-Party Administrator,,,,,2023-01-01,1.0.0
13789545555079519177,United HealthCare Services,Third-Party Administrator,,,,,2023-01-01,1.0.0
13789545555079519177,United HealthCare Services,Third-Party Administrator,,,,,2023-01-01,1.0.0
13789545555079519177,United HealthCare Services,Third-Party Administrator,,,,,2023-01-01,1.0.0
13789545555079519177,United HealthCare Services,Third-Party Administrator,,,,,2023-01-01,1.0.0
13789545555079519177,United HealthCare Services,Third-Party Administrator,,,,,2023-01-01,1.0.0
13789545555079519177,United HealthCare Services,Third-Party Administrator,,,,,2023-01-01,1.0.0
13789545555079519177,United HealthCare Services,Third-Party Administrator,,,,,2023-01-01,1.0.0
13789545555079519177,United HealthCare Services,Third-Party Administrator,,,,,2023-01-01,1.0.0
13789545555079519177,United HealthCare Services,Third-Party Administrator,,,,,2023-01-01,1.0.0
13789545555079519177,United HealthCare Services,Third-Party Administrator,,,,,2023-01-01,1.0.0
13789545555079519177,United HealthCare Services,Third-Party Administrator,,,,,2023-01-01,1.0.0
13789545555079519177,United HealthCare Services,Third-Party Administrator,,,,,2023-01-01,1.0.0
13789545555079519177,United HealthCare Services,Third-Party Administrator,,,,,2023-01-01,1.0.0
13789545555079519177,United HealthCare Services,Third-Party Administrator,,,,,2023-01-01,1.0.0
13789545555079519177,United HealthCare Services,Third-Party Administrator,,,,,2023-01-01,1.0.0
13789545555079519177,United HealthCare Services,Third-Party Administrator,,,,,2023-01-01,1.0.0
13789545555079519177,United HealthCare Services,Third-Party Administrator,,,,,2023-01-01,1.0.0
13789545555079519177,United HealthCare Services,Third-Party Administrator,,,,,2023-01-01,1.0.0
13789545555079519177,United HealthCare Services,Third-Party Administrator,,,,,2023-01-01,1.0.0
13789545555079519177,United HealthCare Services,Third-Party Administrator,,,,,2023-01-01,1.0.0
13789545555079519177,United HealthCare Services,Third-Party Administrator,,,,,2023-01-01,1.0.0
13789545555079519177,United HealthCare Services,Third-Party Administrator,,,,,2023-01-01,1.0.0
13789545555079519177,United HealthCare Services,Third-Party Administrator,,,,,2023-01-01,1.0.0
13789545555079519177,United HealthCare Services,Third-Party Administrator,,,,,2023-01-01,1.0.0
13789545555079519177,United HealthCare Services,Third-Party Administrator,,,,,2023-01-01,1.0.0
13789545555079519177,United HealthCare Services,Third-Party Administrator,,,,,2023-01-01,1.0.0
13789545555079519177,United HealthCare Services,Third-Party Administrator,,,,,2023-01-01,1.0.0
13789545555079519177,United HealthCare Services,Third-Party Administrator,,,,,2023-01-01,1.0.0
13789545555079519177,United HealthCare Services,Third-Party Administrator,,,,,2023-01-01,1.0.0
13789545555079519177,United HealthCare Services,Third-Party Administrator,,,,,2023-01-01,1.0.0
13789545555079519177,United HealthCare Services,Third-Party Administrator,,,,,2023-01-01,1.0.0
13789545555079519177,United HealthCare Services,Third-Party Administrator,,,,,2023-01-01,1.0.0
13789545555079519177,United HealthCare Services,Third-Party Administrator,,,,,2023-01-01,1.0.0
13789545555079519177,United HealthCare Services,Third-Party Administrator,,,,,2023-01-01,1.0.0
13789545555079519177,United HealthCare Services,Third-Party Administrator,,,,,2023-01-01,1.0.0
13789545555079519177,United HealthCare Services,Third-Party Administrator,,,,,2023-01-01,1.0.0
13789545555079519177,United HealthCare Services,Third-Party Administrator,,,,,2023-01-01,1.0.0
13789545555079519177,United HealthCare Services,Third-Party Administrator,,,,,2023-01-01,1.0.0
13789545555079519177,United HealthCare Services,Third-Party Administrator,,,,,2023-01-01,1.0.0
13789545555079519177,United HealthCare Services,Third-Party Administrator,,,,,2023-01-01,1.0.0
13789545555079519177,United HealthCare Services,Third-Party Administrator,,,,,2023-01-01,1.0.0
13789545555079519177,United HealthCare Services,Third-Party Administrator,,,,,2023-01-01,1.0.0
13789545555079519177,United HealthCare Services,Third-Party Administrator,,,,,2023-01-01,1.0.0
13789545555079519177,United HealthCare Services,Third-Party Administrator,,,,,2023-01-01,1.0.0
13789545555079519177,United HealthCare Services,Third-Party Administrator,,,,,2023-01-01,1.0.0
13789545555079519177,United HealthCare Services,Third-Party Administrator,,,,,2023-01-01,1.0.0
13789545555079519177,United HealthCare Services,Third-Party Administrator,,,,,2023-01-01,1.0.0
13789545555079519177,United HealthCare Services,Third-Party Administrator,,,,,2023-01-01,1.0.0
13789545555079519177,United HealthCare Services,Third-Party Administrator,,,,,2023-01-01,1.0.0
13789545555079519177,United HealthCare Services,Third-Party Administrator,,,,,2023-01-01,1.0.0
13789545555079519177,United HealthCare Services,Third-Party Administrator,,,,,2023-01-01,1.0.0
13789545555079519177,United HealthCare Services,Third-Party Administrator,,,,,2023-01-01,1.0.0
13789545555079519177,United HealthCare Services,Third-Party Administrator,,,,,2023-01-01,1.0.0
13789545555079519177,United HealthCare Services,Third-Party Administrator,,,,,2023-01-01,1.0.0
13789545555079519177,United HealthCare Services,Third-Party Administrator,,,,,2023-01-01,1.0.0
13789545555079519177,United HealthCare Services,Third-Party Administrator,,,,,2023-01-01,1.0.0
13789545555079519177,United HealthCare Services,Third-Party Administrator,,,,,2023-01-01,1.0.0
13789545555079519177,United HealthCare Services,Third-Party Administrator,,,,,2023-01-01,1.0.0
13789545555079519177,United HealthCare Services,Third-Party Administrator,,,,,2023-01-01,1.0.0
13789545555079519177,United HealthCare Services,Third-Party Administrator,,,,,2023-01-01,1.0.0
15448260636093734594,"United HealthCare Services, Inc.",Third-Party Administrator,,,,,2023-01-01,1.0.0
15448260636093734594,"United HealthCare Services, Inc.",Third-Party Administrator,,,,,2023-01-01,1.0.0
15448260636093734594,"United HealthCare Services, Inc.",Third-Party Administrator,,,,,2023-01-01,1.0.0
15448260636093734594,"United HealthCare Services, Inc.",Third-Party Administrator,,,,,2023-01-01,1.0.0
15448260636093734594,"United HealthCare Services, Inc.",Third-Party Administrator,,,,,2023-01-01,1.0.0
10954173485241744684,"UMR, Inc.",Third-Party Administrator,,,,,2023-01-01,1.0.0
10954173485241744684,"UMR, Inc.",Third-Party Administrator,,,,,2023-01-01,1.0.0
