property_id,property_type,sale_date,sale_price,num_units,city,physical_address,county,state,source_url
233000010,RESIDENTIAL SINGLE FAMILY,2006-12-20 00:00:00,62000,1,HAYDEN,234 HARVEST DR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126501005,RESIDENTIAL SINGLE FAMILY,1991-05-01 00:00:00,61500,1,HAYDEN,406 CLOVER CIR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126501011,RESIDENTIAL SINGLE FAMILY,1988-07-22 00:00:00,36000,1,HAYDEN,418 CLOVER CIR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126501004,RESIDENTIAL SINGLE FAMILY,2006-07-28 00:00:00,180000,1,HAYDEN,404 CLOVER CIR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126501003,RESIDENTIAL SINGLE FAMILY,1994-03-01 00:00:00,91000,1,HAYDEN,402 CLOVER CIR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126501002,RESIDENTIAL SINGLE FAMILY,1996-09-10 00:00:00,95900,1,HAYDEN,400 CLOVER CIR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
233000015,RESIDENTIAL SINGLE FAMILY,2021-11-29 00:00:00,645000,1,HAYDEN,268 HARVEST DR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126502008,RESIDENTIAL SINGLE FAMILY,2019-02-08 00:00:00,285000,1,HAYDEN,413 CLOVER CIR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
244200005,AGRICULTURAL LAND,2021-01-07 00:00:00,70000,,HAYDEN,38775 RIDGE LINE CT,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126501012,RESIDENTIAL SINGLE FAMILY,2013-08-28 00:00:00,221000,1,HAYDEN,420 CLOVER CIR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
233000014,RESIDENTIAL SINGLE FAMILY,2004-12-29 00:00:00,310000,1,HAYDEN,270 HARVEST DR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126502010,RESIDENTIAL SINGLE FAMILY,2020-06-30 00:00:00,310900,1,HAYDEN,409 CLOVER CIR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126400023,RESIDENTIAL LAND,2021-03-22 00:00:00,50000,,HAYDEN,277 HARVEST DR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126502011,RESIDENTIAL SINGLE FAMILY,2014-06-02 00:00:00,205000,1,HAYDEN,407 CLOVER CIR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126502007,RESIDENTIAL SINGLE FAMILY,1986-08-01 00:00:00,50000,1,HAYDEN,427 CLOVER CIR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
233000013,RESIDENTIAL SINGLE FAMILY,2020-10-23 00:00:00,387000,1,HAYDEN,272 HARVEST DR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126502013,RESIDENTIAL SINGLE FAMILY,1986-08-01 00:00:00,52500,1,HAYDEN,403 CLOVER CIR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126501013,RESIDENTIAL SINGLE FAMILY,2003-10-20 00:00:00,162000,1,HAYDEN,422 CLOVER CIR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126400022,RESIDENTIAL SINGLE FAMILY,2017-05-12 00:00:00,276000,1,HAYDEN,279 HARVEST DR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
233000012,RESIDENTIAL SINGLE FAMILY,2021-10-07 00:00:00,499000,1,HAYDEN,274 HARVEST DR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126502014,RESIDENTIAL SINGLE FAMILY,2012-04-30 00:00:00,220000,1,HAYDEN,401 CLOVER CIR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126502006,RESIDENTIAL SINGLE FAMILY,2020-12-18 00:00:00,268000,1,HAYDEN,429 CLOVER CIR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
244200013,AGRICULTURAL LAND,2021-05-07 00:00:00,110000,,HAYDEN,38750 HIDDEN SPGS DR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
233500002,RESIDENTIAL LAND,2020-10-30 00:00:00,40000,,HAYDEN,306 LILAC CT,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
233000011,RESIDENTIAL SINGLE FAMILY,2020-07-29 00:00:00,378000,1,HAYDEN,276 HARVEST DR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126502004,RESIDENTIAL SINGLE FAMILY,2017-11-03 00:00:00,279500,1,HAYDEN,433 CLOVER CIR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126501014,RESIDENTIAL SINGLE FAMILY,1993-06-01 00:00:00,73000,1,HAYDEN,424 CLOVER CIR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126400021,RESIDENTIAL SINGLE FAMILY,2020-06-10 00:00:00,60000,1,HAYDEN,281 HARVEST DR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126502003,RESIDENTIAL SINGLE FAMILY,1993-07-01 00:00:00,112000,1,HAYDEN,435 CLOVER CIR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126502002,RESIDENTIAL SINGLE FAMILY,2001-05-10 00:00:00,168500,1,HAYDEN,437 CLOVER CIR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126502001,RESIDENTIAL SINGLE FAMILY,2021-01-27 00:00:00,273500,1,HAYDEN,439 CLOVER CIR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126400020,RESIDENTIAL LAND,2020-06-10 00:00:00,60000,,HAYDEN,283 HARVEST DR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126400001,RESIDENTIAL SINGLE FAMILY,1996-03-01 00:00:00,132900,1,HAYDEN,278 HARVEST DR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
233500001,RESIDENTIAL SINGLE FAMILY,2006-06-01 00:00:00,68200,1,HAYDEN,304 LILAC CT,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126501016,RESIDENTIAL SINGLE FAMILY,2019-08-05 00:00:00,299000,1,HAYDEN,428 CLOVER CIR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126400003,RESIDENTIAL SINGLE FAMILY,2018-11-16 00:00:00,215000,1,HAYDEN,282 HARVEST CT,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
233500003,RESIDENTIAL SINGLE FAMILY,2005-05-13 00:00:00,52000,1,HAYDEN,308 LILAC CT,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126501017,RESIDENTIAL SINGLE FAMILY,2008-06-17 00:00:00,257000,1,HAYDEN,430 CLOVER CIR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126400019,RESIDENTIAL SINGLE FAMILY,2021-09-28 00:00:00,420000,1,HAYDEN,285 HARVEST DR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126501018,RESIDENTIAL SINGLE FAMILY,2019-06-25 00:00:00,320000,1,HAYDEN,432 CLOVER CIR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126400002,RESIDENTIAL SINGLE FAMILY,2009-10-30 00:00:00,273500,1,HAYDEN,280 HARVEST CT,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126501019,RESIDENTIAL SINGLE FAMILY,2016-03-04 00:00:00,233500,1,HAYDEN,434 CLOVER CIR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
233500016,RESIDENTIAL LAND,2006-08-16 00:00:00,74000,,HAYDEN,316 HONEYSUCKLE CT,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126601023,RESIDENTIAL SINGLE FAMILY,2015-04-21 00:00:00,227500,1,HAYDEN,414 MEADOWBROOK CT,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126501021,RESIDENTIAL SINGLE FAMILY,2013-12-20 00:00:00,122000,1,HAYDEN,438 CLOVER CIR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
940152003,RESIDENTIAL SINGLE FAMILY,2009-03-31 00:00:00,430000,1,HAYDEN,38700 COUNTY ROAD 53,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126400018,RESIDENTIAL SINGLE FAMILY,2019-07-01 00:00:00,359500,1,HAYDEN,287 HARVEST DR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126400004,RESIDENTIAL SINGLE FAMILY,2020-08-13 00:00:00,340000,1,HAYDEN,284 HARVEST CT,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126501022,RESIDENTIAL SINGLE FAMILY,2002-05-13 00:00:00,159500,1,HAYDEN,440 CLOVER CIR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126601025,RESIDENTIAL SINGLE FAMILY,2015-12-04 00:00:00,220000,1,HAYDEN,410 MEADOWBROOK CT,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
233500007,RESIDENTIAL SINGLE FAMILY,2020-07-15 00:00:00,423000,1,HAYDEN,301 LILAC CT,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126601022,RESIDENTIAL SINGLE FAMILY,1993-06-01 00:00:00,93000,1,HAYDEN,416 MEADOWBROOK CT,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
244200006,RESIDENTIAL SF W/AG,2012-04-24 00:00:00,60000,1,HAYDEN,38755 RIDGE LINE CT,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126601026,RESIDENTIAL SINGLE FAMILY,1990-05-01 00:00:00,56100,1,HAYDEN,408 MEADOWBROOK CT,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126601027,RESIDENTIAL SINGLE FAMILY,2020-08-26 00:00:00,323000,1,HAYDEN,406 MEADOWBROOK CT,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126400017,RESIDENTIAL SINGLE FAMILY,1996-01-01 00:00:00,136000,1,HAYDEN,289 HARVEST DR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
233500006,RESIDENTIAL LAND,2018-10-11 00:00:00,37500,,HAYDEN,303 LILAC CT,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
233500004,RESIDENTIAL SINGLE FAMILY,2002-10-31 00:00:00,52300,1,HAYDEN,307 LILAC CT,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126400005,RESIDENTIAL SINGLE FAMILY,1999-06-07 00:00:00,145000,1,HAYDEN,286 HARVEST CT,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
233500017,RESIDENTIAL LAND,2006-08-18 00:00:00,75000,,HAYDEN,318 HONEYSUCKLE CT,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
233500005,RESIDENTIAL SINGLE FAMILY,2007-08-29 00:00:00,73800,1,HAYDEN,305 LILAC CT,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126601030,RESIDENTIAL SINGLE FAMILY,2016-09-16 00:00:00,231500,1,HAYDEN,400 MEADOWBROOK CT,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
940152004,RESIDENTIAL SINGLE FAMILY,2002-09-30 00:00:00,150000,1,HAYDEN,38545 COUNTY ROAD 53,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126400006,RESIDENTIAL SINGLE FAMILY,2020-12-23 00:00:00,333500,1,HAYDEN,288 HARVEST CT,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126400016,RESIDENTIAL SINGLE FAMILY,2009-04-15 00:00:00,278000,1,HAYDEN,291 HARVEST DR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
233500019,RESIDENTIAL SINGLE FAMILY,2018-08-31 00:00:00,437500,1,HAYDEN,322 HONEYSUCKLE DR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
233500008,RESIDENTIAL SINGLE FAMILY,2014-08-26 00:00:00,154100,1,HAYDEN,300 HONEYSUCKLE DR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
244200008,AGRICULTURAL LAND,2011-07-15 00:00:00,240000,,HAYDEN,38765 HIDDEN SPGS DR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
233500009,RESIDENTIAL LAND,2021-11-15 00:00:00,57000,,HAYDEN,302 HONEYSUCKLE DR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126601021,RESIDENTIAL SINGLE FAMILY,2016-12-23 00:00:00,235000,1,HAYDEN,415 MEADOWBROOK CT,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126601019,RESIDENTIAL SINGLE FAMILY,2016-08-26 00:00:00,255000,1,HAYDEN,411 MEADOWBROOK CT,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
233500010,RESIDENTIAL SINGLE FAMILY,2020-11-30 00:00:00,315000,1,HAYDEN,304 HONEYSUCKLE DR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126400007,RESIDENTIAL SINGLE FAMILY,2017-08-25 00:00:00,285000,1,HAYDEN,290 HARVEST DR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
233500013,RESIDENTIAL SINGLE FAMILY,2020-07-10 00:00:00,355000,1,HAYDEN,310 HONEYSUCKLE DR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
233500014,RESIDENTIAL SINGLE FAMILY,2016-07-05 00:00:00,240000,1,HAYDEN,312 HONEYSUCKLE CT,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126601018,RESIDENTIAL SINGLE FAMILY,2017-04-04 00:00:00,250000,1,HAYDEN,409 MEADOWBROOK CT,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
233500011,RESIDENTIAL SINGLE FAMILY,2005-11-29 00:00:00,253900,1,HAYDEN,306 HONEYSUCKLE DR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
233500018,RESIDENTIAL SINGLE FAMILY,2018-09-10 00:00:00,299000,1,HAYDEN,320 HONEYSUCKLE CT,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
233500012,RESIDENTIAL SINGLE FAMILY,2018-06-28 00:00:00,280400,1,HAYDEN,308 HONEYSUCKLE DR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126601017,RESIDENTIAL SINGLE FAMILY,2006-06-23 00:00:00,246500,1,HAYDEN,407 MEADOWBROOK CT,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126601020,RESIDENTIAL SINGLE FAMILY,1988-12-01 00:00:00,51250,1,HAYDEN,413 MEADOWBROOK CT,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126601016,RESIDENTIAL SINGLE FAMILY,2017-07-26 00:00:00,284000,1,HAYDEN,405 MEADOWBROOK CT,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
244800045,RESIDENTIAL SINGLE FAMILY,2006-02-24 00:00:00,70300,1,HAYDEN,324 HONEYSUCKLE DR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126400008,RESIDENTIAL SINGLE FAMILY,2017-06-26 00:00:00,297000,1,HAYDEN,230 HARVEST DR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126601015,RESIDENTIAL SINGLE FAMILY,1989-05-01 00:00:00,63000,1,HAYDEN,403 MEADOWBROOK CT,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126601014,RESIDENTIAL SINGLE FAMILY,2019-09-26 00:00:00,330000,1,HAYDEN,401 MEADOWBROOK CT,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126400015,RESIDENTIAL SINGLE FAMILY,1997-03-14 00:00:00,26900,1,HAYDEN,268 HARVEST DR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
244200007,AGRICULTURAL LAND,2011-07-15 00:00:00,240000,,HAYDEN,38745 HIDDEN SPGS DR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126400009,RESIDENTIAL SINGLE FAMILY,2020-07-02 00:00:00,385500,1,HAYDEN,232 HARVEST DR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
233500030,RESIDENTIAL SINGLE FAMILY,2020-02-20 00:00:00,388000,1,HAYDEN,301 HONEYSUCKLE DR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
940152005,RESIDENTIAL SINGLE FAMILY,2021-06-10 00:00:00,412500,1,HAYDEN,38475 COUNTY ROAD 53,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126400014,RESIDENTIAL SINGLE FAMILY,1999-06-15 00:00:00,183000,1,HAYDEN,270 HARVEST DR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126601012,RESIDENTIAL SINGLE FAMILY,2019-07-31 00:00:00,304000,1,HAYDEN,402 HIGH MEADOW CT,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126601011,RESIDENTIAL SINGLE FAMILY,2019-06-17 00:00:00,343000,1,HAYDEN,404 HIGH MEADOW CT,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
233500029,RESIDENTIAL LAND,2002-11-15 00:00:00,38500,,HAYDEN,303 HONEYSUCKLE DR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126400010,RESIDENTIAL SINGLE FAMILY,2021-04-29 00:00:00,339000,1,HAYDEN,296 HARVEST DR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
233500021,RESIDENTIAL SINGLE FAMILY,2021-09-02 00:00:00,440000,1,HAYDEN,319 HONEYSUCKLE DR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
233500022,RESIDENTIAL SINGLE FAMILY,2020-07-29 00:00:00,390000,1,HAYDEN,317 HONEYSUCKLE DR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126601009,RESIDENTIAL SINGLE FAMILY,2021-10-19 00:00:00,381000,1,HAYDEN,408 HIGH MEADOW CT,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126601013,RESIDENTIAL SINGLE FAMILY,2003-09-25 00:00:00,155000,1,HAYDEN,400 HIGH MEADOW CT,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
233500023,RESIDENTIAL SINGLE FAMILY,2005-03-01 00:00:00,47000,1,HAYDEN,315 HONEYSUCKLE DR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
233500028,RESIDENTIAL LAND,2002-11-15 00:00:00,39700,,HAYDEN,305 HONEYSUCKLE DR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
244800046,RESIDENTIAL SINGLE FAMILY,2020-09-18 00:00:00,482500,1,HAYDEN,326 HONEYSUCKLE DR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
233500024,RESIDENTIAL SINGLE FAMILY,2019-08-15 00:00:00,425000,1,HAYDEN,313 HONEYSUCKLE DR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
233500020,RESIDENTIAL SINGLE FAMILY,2019-09-17 00:00:00,320000,1,HAYDEN,321 HONEYSUCKLE DR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126601008,RESIDENTIAL SINGLE FAMILY,2005-09-09 00:00:00,240000,1,HAYDEN,410 HIGH MEADOW CT,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
244200009,RESIDENTIAL SF W/AG,2005-09-30 00:00:00,185000,1,HAYDEN,38740 HIDDEN SPRINGS DR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
233500025,RESIDENTIAL SINGLE FAMILY,2005-03-02 00:00:00,47000,1,HAYDEN,311 HONEYSUCKLE DR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
233500027,RESIDENTIAL LAND,2011-08-26 00:00:00,25000,,HAYDEN,307 HONEYSUCKLE DR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126400013,RESIDENTIAL SINGLE FAMILY,2013-03-22 00:00:00,260000,1,HAYDEN,272 HARVEST DR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
244800031,RESIDENTIAL SINGLE FAMILY,2018-10-26 00:00:00,280000,1,HAYDEN,349 HONEYSUCKLE DR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126400011,RESIDENTIAL SINGLE FAMILY,2009-07-17 00:00:00,287000,1,HAYDEN,276 HARVEST DR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
940152006,RESIDENTIAL SINGLE FAMILY,1997-11-21 00:00:00,117000,1,HAYDEN,38469 COUNTY ROAD 53,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
244800032,RESIDENTIAL SINGLE FAMILY,2008-07-14 00:00:00,311800,1,HAYDEN,347 HONEYSUCKLE DR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
244800044,RESIDENTIAL SINGLE FAMILY,2019-06-24 00:00:00,290000,1,HAYDEN,323 HONEYSUCKLE DR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
244800033,RESIDENTIAL SINGLE FAMILY,2021-07-02 00:00:00,492000,1,HAYDEN,345 HONEYSUCKLE DR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
244201002,AGRICULTURAL LAND,2020-02-21 00:00:00,220000,,HAYDEN,38725 HIDDEN SPGS DR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126701003,RESIDENTIAL SINGLE FAMILY,2014-02-21 00:00:00,199900,1,HAYDEN,302 HARVEST DR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
244800034,RESIDENTIAL SINGLE FAMILY,2021-07-29 00:00:00,495000,1,HAYDEN,343 HONEYSUCKLE DR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
244800043,RESIDENTIAL SINGLE FAMILY,2006-08-16 00:00:00,252400,1,HAYDEN,325 HONEYSUCKLE DR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
244800042,RESIDENTIAL SINGLE FAMILY,2018-08-17 00:00:00,299000,1,HAYDEN,327 HONEYSUCKLE DR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
244800041,RESIDENTIAL SINGLE FAMILY,2007-02-08 00:00:00,256600,1,HAYDEN,329 HONEYSUCKLE DR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
244800040,RESIDENTIAL SINGLE FAMILY,2017-01-27 00:00:00,270000,1,HAYDEN,331 HONEYSUCKLE DR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
244800039,RESIDENTIAL SINGLE FAMILY,2020-03-05 00:00:00,185000,1,HAYDEN,333 HONEYSUCKLE DR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
244800038,RESIDENTIAL SINGLE FAMILY,2020-10-16 00:00:00,315000,1,HAYDEN,335 HONEYSUCKLE DR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
244800037,RESIDENTIAL SINGLE FAMILY,2021-07-21 00:00:00,399999,1,HAYDEN,337 HONEYSUCKLE DR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
244800036,RESIDENTIAL SINGLE FAMILY,2008-10-17 00:00:00,106700,1,HAYDEN,339 HONEYSUCKLE DR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
244800035,RESIDENTIAL SINGLE FAMILY,2005-03-21 00:00:00,44000,1,HAYDEN,341 HONEYSUCKLE DR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126400012,RESIDENTIAL SINGLE FAMILY,2020-11-03 00:00:00,350000,1,HAYDEN,299 HARVEST DR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
244800047,RESIDENTIAL SINGLE FAMILY,2020-12-24 00:00:00,485900,1,HAYDEN,328 HONEYSUCKLE DR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126701002,RESIDENTIAL SINGLE FAMILY,2021-08-06 00:00:00,340000,1,HAYDEN,304 HARVEST DR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126701001,RESIDENTIAL SINGLE FAMILY,2017-08-29 00:00:00,310000,1,HAYDEN,306 HARVEST DR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
940152009,RESIDENTIAL SF W/AG,2017-11-09 00:00:00,345000,1,HAYDEN,38460 COUNTY ROAD 53,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126601001,RESIDENTIAL SINGLE FAMILY,2016-06-03 00:00:00,225000,1,HAYDEN,401 HIGH MEADOW CT,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
940152007,VACANT LAND,2021-11-01 00:00:00,25000,,HAYDEN,34467 COUNTY ROAD 53,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126601002,RESIDENTIAL SINGLE FAMILY,2000-06-27 00:00:00,131100,1,HAYDEN,403 HIGH MEADOW CT,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
244800065,RESIDENTIAL SINGLE FAMILY,2017-12-15 00:00:00,365000,1,HAYDEN,355 SUNFLOWER DR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126601003,RESIDENTIAL SINGLE FAMILY,2006-11-17 00:00:00,230000,1,HAYDEN,405 HIGH MEADOW CT,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
244800048,RESIDENTIAL SINGLE FAMILY,2012-06-06 00:00:00,280000,1,HAYDEN,330 HONEYSUCKLE DR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126601006,RESIDENTIAL SINGLE FAMILY,2020-07-15 00:00:00,385000,1,HAYDEN,411 HIGH MEADOW CT,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
126702001,RESIDENTIAL SINGLE FAMILY,2018-10-23 00:00:00,301000,1,HAYDEN,301 HARVEST DR,ROUTT,CO,https://data-routtgis.opendata.arcgis.com/datasets/parcels/
