name,ccn,homepage_url,state_code
BAYPOINTE BEHAVIORAL HEALTH,014014,https://altapointe.org/baypointe-childrens-hospital-overview/,AL
DANBURY HOSPITAL,070033,https://www.nuvancehealth.org/locations/danbury-hospital,CT
OSMOND GENERAL HOSPITAL,281347,https://www.osmondhospital.org/,NE
METHODIST CHARLTON MEDICAL CENTER,450723,https://www.methodisthealthsystem.org/methodist-charlton-medical-center/,TX
GREENE COUNTY MEDICAL CENTER,161325,https://www.gcmchealth.com,IA
ELLIOT HOSPITAL,300012,https://elliothospital.org/website/,NH
THE RIDGE BEHAVIORAL HEALTH SYSTEM,184009,https://www.ridgebhs.com/,KY
CYPRESS CREEK HOSPITAL,454108,https://www.cypresscreekhospital.com/,TX
UNC LENOIR HEALTH CARE,340027,https://www.unclenoir.org,NC
MOBRIDGE REGIONAL HOSPITAL - CAH,431325,https://www.mobridgehospital.org/,SD
AUDUBON COUNTY MEMORIAL HOSPITAL,161330,https://www.acmhhosp.org,IA
HOLMES REGIONAL MEDICAL CENTER,100019,https://hf.org/healthcare-home/location-directory/holmes-regional-medical-center#about-this-location-,FL
ST CHARLES HOSPITAL,330246,https://www.chsli.org/st-charles-hospital,NY
COON MEMORIAL HOSPITAL,451331,https://dhchd.org/services/hospital/,TX
KAISER FOUNDATION HOSPITAL - FREMONT,050512,https://thrive.kaiserpermanente.org/care-near-you/northern-california/gsaa/locations/60/,CA
KINDRED HOSPITAL LOUISVILLE,182001,https://www.kindredhealthcare.com/locations/ltac/kindred-hospital-louisville,KY
HOSPITAL DE LA CONCEPCION,400021,https://www.hospitaldelaconcepcion.com/,PR
PANA COMMUNITY HOSPITAL,141341,https://www.panahospital.com/home,IL
ESSENTIA HEALTH ST JOSEPH'S MEDICAL CENTER,240075,https://www.essentiahealth.org/find-facility/profile/essentia-health-st-josephs-medical-center-brainerd/,MN
BAYSHORE MEDICAL CENTER,310112,https://www.hackensackmeridianhealth.org/en/Locations/Bayshore-Medical-Center,NJ
DELAWARE COUNTY MEMORIAL HOSPITAL,390081,https://www.crozerkeystone.org/Locations/delaware-county-memorial-hospital/,PA
LOUIS A WEISS MEMORIAL HOSPITAL,140082,https://www.weisshospital.com,IL
MENTAL HEALTH INSTITUTE,164003,https://dhs.iowa.gov/mhds/mental-health/in-patient/mental-health-institutes/independence,IA
BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS,030111,https://www.bannerhealth.com/locations/tucson/banner-university-medical-center-south,AZ
OSBORNE COUNTY MEMORIAL HOSPITAL,171364,https://www.ocmh.org/,KS
OKEENE MUNICIPAL HOSPITAL,371327,https://www.okeenehospital.com/services,OK
JOHNSTON HEALTH,340090,https://www.johnstonhealth.org/locations/profile/johnston-health/,NC
HENDRICK MEDICAL CENTER,450229,https://www.hendrickhealth.org/locations/hendrick-medical-center/,TX
HOLDENVILLE GENERAL HOSPITAL,371321,https://holdenvillehospital.com/,OK
THEDACARE MEDICAL CENTER - WILD ROSE INC,521303,https://directory.thedacare.org/location/thedacare-medical-center-wild-rose,WI
MISSOURI BAPTIST MEDICAL CENTER,260108,https://www.missouribaptist.org/,MO
KAU HOSPITAL,121301,https://www.kauhospital.org/,HI
SPARTANBURG HOSP FOR RESTORATIVE CARE,422004,https://www.spartanburgregional.com/locations/spartanburg-hospital-for-restorative-care/,SC
FALL RIVER HOSPITAL - CAH,431322,https://www.frhssd.org/,SD
SELECT SPECIALTY HOSPITAL-EVANSVILLE,152014,https://www.selectspecialtyhospitals.com/locations-and-tours/in/evansville/evansville/,IN
PERSHING MEMORIAL HOSPITAL,261307,https://www.phsmo.org/,MO
BUTLER MEMORIAL HOSPITAL,390168,https://www.butlerhealthsystem.org,PA
OLIVIA HOSPITAL & CLINIC,241306,https://www.healthpartners.com/care/hospitals/olivia/,MN
"NOLAND HOSPITAL DOTHAN II, LLC",012010,https://nolandhospitals.com,AL
KAISER FOUNDATION HOSPITAL - ZION,050515,https://thrive.kaiserpermanente.org/care-near-you/southern-california/san-diego/locations/kaiser-permanente-zion-medical-center/?community=diamondbar?date=2016-09-27?date=2017-07-21?date=2017-10-15,CA
VA HOSP SOUTHERN ARIZONA HEALTHCARE SYSTEM,03013F,https://www.tucson.va.gov,AZ
PRESENCE RESURRECTION MEDICAL CENTER,140117,https://healthcare.ascension.org/locations/illinois/ilchi/chicago-ascension-resurrection,IL
CONCORD HOSPITAL- FRANKLIN,301306,https://concordhospital-laconia.org/,NH
US AIR FORCE HOSP,28005F,https://www.offutt.af.mil,NE
TRMC OF ORANGEBURG & CALHOUN,420068,https://www.trmchealth.org,SC
UPMC WILLIAMSPORT,390045,https://www.upmc.com/locations/hospitals/williamsport,PA
OUR LADY OF THE ANGELS HOSPITAL,190312,https://oloah.org,LA
METROPOLITAN ST LOUIS PSYCHIATRIC CTR,264025,https://dmh.mo.gov/mpc/,MO
LEVI HOSPITAL,040132,https://www.levihospital.com,AR
ST JOSEPHS HOSPITAL,100075,https://baycare.org/hospitals/st-josephs-hospital/patients-and-visitors?hcmacid=a0Z1a00000451ssEAA,FL
ST JOHNS HOSPITAL,140053,https://www.hshs.org/stjohns/,IL
MERCER COUNTY JOINT TOWNSHIP COMMUNITY HOSPITAL,360058,https://mercer-health.com/about/contact-us/locations#Mercer-County-Community-Hospital-Coldwater,OH
PALESTINE REGIONAL MEDICAL CENTER,450747,https://www.palestineregional.com,TX
BAPTIST HEALTH MEDICAL CENTER-ARKADELPHIA,041321,https://www.baptist-health.com/location/baptist-health-medical-center-arkadelphia/,AR
MISSION REGIONAL MEDICAL CENTER,450176,https://missionrmc.org/,TX
NORTHERN NAVAJO MEDICAL CENTER,320059,https://www.ihs.gov/navajo/index.cfm/healthcarefacilities/shiprock/,NM
EASTERN NEW MEXICO MEDICAL CENTER,320006,https://www.enmmc.com/,NM
OAKBEND MEDICAL CENTER,450330,https://www.oakbendmedcenter.org/,TX
SUMMIT OAKS HOSPITAL,314001,https://summitoakshospital.com/,NJ
SALEM HEALTH WEST VALLEY,381308,https://www.salemhealth.org/services/salem-health-west-valley/west-valley-hospital-2021,OR
UNIVERSITY OF VIRGINIA MEDICAL CENTER,490009,https://uvahealth.com/locations/profile/university-hospital,VA
PIEDMONT EASTSIDE MEDICAL CENTER,110192,https://www.piedmont.org/locations/piedmont-eastside-medical/about,GA
US NAVY HOSPITAL TWENTYNINE PALMS,05039F,https://twentynine-palms.tricare.mil/,CA
CHILDREN'S HOSPITAL AT MISSION,053306,https://www.choc.org/choc-childrens-mission-hospital/#directions,CA
CENTURA ST. CATHERINE HOSPITAL-GARDEN CITY,170023,https://www.centura.org/location/st-catherine-hospital,KS
MERCY HEALTH MUSKEGON,230066,https://www.mercyhealth.com/location/mercy-health-hackley-campus,MI
TUFTS MEDICAL CENTER,220116,https://www.tuftsmedicalcenter.org/myTuftsMedicalCenter,MA
OCEAN BEACH HOSPITAL,501314,https://www.oceanbeachhospital.com/,WA
ARKANSAS METHODIST MEDICAL CENTER,040039,https://www.myammc.org,AR
KALAMAZOO REGIONAL PSYCHIATRIC HOSPITAL,234026,https://www.michigan.gov/mdhhs/keep-mi-healthy/mentalhealth/mentalhealth/mentalillness/state-operated-hospitals/kalamazoo-psychiatric-hospital_1,MI
BAYSTATE NOBLE HOSPITAL,220065,https://www.baystatehealth.org/locations/noble-hospital,MA
WILLIAM S MIDDLETON MEMORIAL VETERANS HOSPITAL,52004F,https://www.va.gov/madison-health-care/locations/william-s-middleton-memorial-veterans-hospital/,WI
NORTON HOSPITAL / NORTON HEALTHCARE PAVILION / NOR,180088,https://nortonhealthcare.com/location/hospitals/norton-hospital/,KY
BAPTIST MEMORIAL HOSPITAL,440048,https://www.baptistonline.org/locations/memphis,TN
DINI-TOWNSEND HOSPITAL AT NNMH,294000,https://dpbh.nv.gov/Programs/ClinicalCAP/Location/Norhtern_Nevada_Adult_Mental_Health_Locations/,NV
MONTGOMERY GENERAL HOSPITAL,511318,https://www.mghwv.com/,WV
ELIZABETHTOWN COMMUNITY HOSPITAL,331302,https://www.ech.org,NY
AURORA MEDICAL CTR KENOSHA,520189,https://www.aurorahealthcare.org/locations/hospital/aurora-medical-center-kenosha/,WI
UH REGIONAL HOSPITALS,360075,https://www.uhhospitals.org/locations/uh-richmond-medical-center,OH
PAM SPECIALTY HOSPITAL OF ROCKY MOUNT,342013,https://pamhealth.com/index.php/facilities/find-facility/specialty-hospitals/PAM-Specialty-Hospital-of-Rocky-Mount,NC
HANSFORD COUNTY HOSPITAL,451344,https://www.hchd.net,TX
ASCENSION ST VINCENT ANDERSON,150088,https://healthcare.ascension.org/locations/indiana/ineva/anderson-ascension-st-vincent-anderson,IN
CASCADE VALLEY HOSPITAL,500060,https://www.skagitregionalhealth.org/home/location-landing/cascade-valley-hospital,WA
MAGNOLIA REGIONAL MEDICAL CENTER,040067,https://magnoliarmc.org/,AR
LONG ISLAND JEWISH MEDICAL CENTER,330195,https://lij.northwell.edu/,NY
MONROE HOSPITAL,150183,https://www.monroehospital.com/,IN
PRISMA HEALTH  PATEWOOD HOSPITAL,420102,https://www.prismahealth.org/hospitals/prisma-health-patewood-hospital,SC
DOCTORS MEMORIAL HOSPITAL,101307,https://www.doctorsmemorial.org/,FL
ESSENTIA HEALTH FARGO,350070,https://www.essentiahealth.org/find-facility/profile/essentia-health-fargo/,ND
HIGH POINT REGIONAL HOSPITAL,340004,https://www.wakehealth.edu/locations/hospitals/high-point-medical-center,NC
PRISMA HEALTH HILLCREST HOSPITAL,420037,https://prismahealth.org/locations/hospitals/hillcrest-hospital,SC
MEDSTAR UNION MEMORIAL HOSPITAL,210024,https://www.medstarunionmemorial.org,MD
JOHNSON MEMORIAL HOSPITAL,070008,https://www.trinityhealthofne.org/location/johnson-memorial-hospital-1,CT
TEMPLE UNIVERSITY HOSPITAL,390027,https://www.templehealth.org/locations/temple-university-hospital,PA
CHI HEALTH MISSOURI VALLEY,161309,https://www.chihealth.com/chi-health-missouri-valley,IA
ADVENTHEALTH SEBRING,100109,https://www.adventhealth.com/hospital/adventhealth-sebring,FL
ST ANTHONY'S REHABILITATION HOSPITAL,103027,https://www.catholichealthservices.org/skilled-nursing/st-johns-nursing-center/,FL
CORNERSTONE SPECIALTY HOSPITALS MEDICAL CENTER,452055,https://chghospitals.com/location/cornerstone-specialty-hospitals-houston/,TX
RIDGEVIEW MEDICAL CENTER,240056,https://www.ridgeviewmedical.org,MN
VIRGINIA GAY HOSPITAL,161349,https://www.myvgh.org/,IA
INDIANA UNIVERSITY HEALTH,150056,https://iuhealth.org/find-locations/iu-health-methodist-hospital,IN
SEARHC WRANGELL MEDICAL CENTER-CAH,021305,https://searhc.org/location/wrangell-medical-center/,AK
VA HOSP,22003F,https://www.va.gov/boston-health-care/locations/west-roxbury-va-medical-center/,MA
DANA-FARBER CANCER INSTITUTE,220162,https://www.dana-farber.org/,MA
PENDER COMMUNITY HOSPITAL,281349,https://www.pchne.org/,NE
EAST OHIO REGIONAL HOSPITAL,360080,https://www.eohospital.com,OH
MAGRUDER HOSPITAL,361314,https://www.magruderhospital.com/,OH
ENCOMPASS HEALTH REHAB HOSPITAL OF TOMS RIVER,313029,https://www.encompasshealth.com/tomsriverrehab,NJ
ADVENTIST HEALTH HANFORD,050121,https://www.adventisthealth.org/hanford/,CA
TEXAS REHABILITATION HOSPITAL OF ARLINGTON,673060,https://www.texasrehabarlington.com/,TX
CONNALLY MEMORIAL MEDICAL CENTER,450108,https://www.connallymmc.org,TX
SAN JOSE BEHAVIORAL HEALTH,054154,https://www.sanjosebh.com/,CA
MAGEE GENERAL HOSPITAL,250124,https://www.mghosp.org,MS
MERCY HOSPITAL JOPLIN,260001,https://www.mercy.net/practice/mercy-hospital-joplin/,MO
SIERRA VISTA HOSPITAL,321300,https://www.svhnm.org,NM
LAKE CITY COMMUNITY HOSPITAL,420066,https://www.lcchospital.org,SC
NORTON SOUND REGIONAL HOSPITAL,021308,https://www.nortonsoundhealth.org/locations/norton-sound-regional-hospital/,AK
ASCENSION ST VINCENT SALEM,151314,https://healthcare.ascension.org/locations/indiana/ineva/salem-ascension-st-vincent-salem,IN
BRONSON METHODIST HOSPITAL,230017,https://www.bronsonhealth.com/locations/bronson-methodist-hospital/,MI
"PATHWAYS OF TENNESSEE, INC",444010,https://www.wth.org/services/pathways-behavioral-health-services/,TN
BARTON MEMORIAL HOSPITAL,050352,https://www.bartonhealth.org/tahoe/barton-memorial-hospital.aspx,CA
HURON REGIONAL MEDICAL CENTER,431335,https://huronregional.org,SD
UNIVERSITY HOSPITALS REHABILITATION HOSPITAL,363036,https://www.uhhospitals.org/locations/uh-rehabilitation-hospital,OH
BAYSTATE FRANKLIN MEDICAL CENTER,220016,https://www.baystatehealth.com/locations/franklin-medical-center,MA
EASTERN LA MENTAL HEALTH SYSTEM,194008,https://www.dss.state.la.us/directory/office/9066,LA
SPECIALTY HOSPITAL,192016,https://lhcgroup.com/locations/specialty-hospital/,LA
BETSY JOHNSON REGIONAL  HOSPITAL,340071,https://myharnetthealth.org/about-hhs/betsy-johnson-hospital/,NC
ABRAHAM LINCOLN MEMORIAL HOSPITAL,141322,https://memorial.health/lincoln-memorial-hospital/overview,IL
T J SAMSON COMMUNITY HOSPITAL,180017,https://www.tjsamson.org/Default.aspx,KY
HONORHEALTH SCOTTSDALE THOMPSON PEAK MED CTR,030123,https://www.honorhealth.com/locations/hospitals/scottsdale-thompson-peak-medical-center,AZ
VA HOSP,38004F,https://www.roseburg.va.gov/,OR
SCOTT MEMORIAL HEALTH,151334,https://www.scottmemorial.com/,IN
THEDACARE MEDICAL CENTER NEW LONDON,521326,https://directory.thedacare.org/location/thedacare-medical-center-new-london-0,WI
COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY,150113,https://www.ecommunity.com/locations/community-hospital-anderson,IN
HCA FLORIDA LAKE CITY HOSPITAL,100156,https://www.hcafloridahealthcare.com/locations/lake-city-hospital,FL
MERCY HOSPITAL FORT SMITH,040062,https://www.mercy.net/practice/mercy-hospital-fort-smith,AR
THE NEBRASKA MEDICAL CENTER,280013,https://www.nebraskamed.com/,NE
HCA HOUSTON HEALTHCARE PEARLAND,670106,https://hcahoustonhealthcare.com/locations/pearland/,TX
DOWN EAST COMMUNITY HOSPITAL,201311,https://www.dech.org/,ME
ST CATHERINE'S REHABILITATION HOSPITAL,103026,https://www.catholichealthservices.org/rehabilitation-hospitals/st-catherines-rehab/,FL
UCF LAKE NONA HOSPITAL,100350,https://www.hcafloridahealthcare.com/locations/ucf-lake-nona-hospital,FL
FALLS COMMUNITY HOSPITAL AND CLINIC,450348,https://www.fallshospital.com,TX
HENRY FORD HEALTH KINGSWOOD HOSPITAL,234011,https://www.henryford.com/locations/kingswood,MI
BHC WEST HILLS HOSPITAL,294003,https://www.westhillshospital.net,NV
INTEGRIS HEALTH EDMOND,370236,https://integrisok.com/locations/hospital/integris-health-edmond,OK
ENCOMPASS HEALTH REHAB HOSPITAL OF VINELAND,313036,https://www.encompasshealth.com/vinelandrehab,NJ
HIGHSMITH RAINEY MEMORIAL HOSPITAL,342014,https://www.capefearvalley.com/hospitals/hrsh.html,NC
CONTINUECARE HOSPITAL AT BAPTIST HEALTH CORBIN,182006,https://corbin.continuecare.org/,KY
ASCENSION BORGESS HOSPITAL,230117,https://healthcare.ascension.org/locations/michigan/mikal/kalamazoo-ascension-borgess-hospital,MI
ENCOMPASS HEALTH REHAB HOSPITAL OF VINELAND,313036,https://www.encompasshealth.com/vinelandrehab,NJ
HIGHSMITH RAINEY MEMORIAL HOSPITAL,342014,https://www.capefearvalley.com/hospitals/hrsh.html,NC
CONTINUECARE HOSPITAL AT BAPTIST HEALTH CORBIN,182006,https://corbin.continuecare.org/,KY
ASCENSION BORGESS HOSPITAL,230117,https://healthcare.ascension.org/locations/michigan/mikal/kalamazoo-ascension-borgess-hospital,MI
GOOD SHEPHERD MEDICAL CENTER,381325,https://www.gshealth.org/,OR
MARINHEALTH MEDICAL CENTER,050360,https://www.mymarinhealth.org/locations/medical-center/,CA
OCHSNER MEDICAL CENTER,190036,https://www.ochsner.org/locations/ochsner-medical-center,LA
BROOKE GLEN BEHAVIORAL HOSPITAL,394049,https://www.brookeglenhospital.com,PA
PIONEER SPECIALTY HOSPITAL,232039,https://www.pioneerspecialtyhospital.com/,MI
ENCOMPASS HEALTH REHAB HOSPITAL OF VINELAND,313036,https://www.encompasshealth.com/vinelandrehab,NJ
ENCOMPASS HEALTH REHAB HOSPITAL OF VINELAND,313036,https://www.encompasshealth.com/vinelandrehab,NJ
HIGHSMITH RAINEY MEMORIAL HOSPITAL,342014,https://www.capefearvalley.com/hospitals/hrsh.html,NC
CONTINUECARE HOSPITAL AT BAPTIST HEALTH CORBIN,182006,https://corbin.continuecare.org/,KY
ASCENSION BORGESS HOSPITAL,230117,https://healthcare.ascension.org/locations/michigan/mikal/kalamazoo-ascension-borgess-hospital,MI
GOOD SHEPHERD MEDICAL CENTER,381325,https://www.gshealth.org/,OR
MARINHEALTH MEDICAL CENTER,050360,https://www.mymarinhealth.org/locations/medical-center/,CA
OCHSNER MEDICAL CENTER,190036,https://www.ochsner.org/locations/ochsner-medical-center,LA
BROOKE GLEN BEHAVIORAL HOSPITAL,394049,https://www.brookeglenhospital.com,PA
PIONEER SPECIALTY HOSPITAL,232039,https://www.pioneerspecialtyhospital.com/,MI
DESERT SPRINGS HOSPITAL,290022,https://www.desertspringshospital.com/,NV
COMMUNITY HOSPITALS AND WELLNESS CENTERS,361327,https://www.chwchospital.org/montpelier-hospital/,OH
SANFORD BEHAVIORAL HEALTH CENTER,244018,https://www.sanfordhealth.org/locations/sanford-thief-river-falls-behavioral-health-center,MN
BOZEMAN HEALTH DEACONESS HOSPITAL,270057,https://www.bozemanhealth.org/locations/bozeman-health-deaconess-hospital/,MT
PERIMETER BEHAVIORAL HOSPITAL OF NEW ORLEANS,194113,https://www.perimeterhealthcare.com/new-orleans,LA
OREGON STATE HOSPITAL DISTINCT PART,384008,https://www.oregon.gov/oha/osh/pages/index.aspx,OR
MANCHESTER MEMORIAL HOSPITAL,070027,https://www.echn.org/locations/manchester-memorial-hospital/,CT
BRIGHTWELL BEHAVIORAL HEALTH,234044,https://www.brightwellbehavioral.com/,MI
RIDGECREST REGIONAL HOSPITAL,051333,https://www.rrh.org/locations/ridgecrest-regional-hospital/,CA
HAMPSHIRE MEMORIAL HOSPITAL,511311,https://www.valleyhealthlink.com/hampshire-memorial-hospital/?furl=hampshire,WV
MUNISING MEMORIAL HOSPITAL,231308,https://munisingmemorial.org,MI
SPOONER HEALTH SYSTEM,521332,https://www.spoonerhealth.com,WI
CORNERSTONE SPECIALTY HOSPITALS SHAWNEE,372019,https://www.chghospitals.com/location/cornerstone-specialty-hospitals-shawnee/,OK
VIBRA REHABILITATION HOSPITAL OF RANCHO MIRAGE,053041,https://vrhranchomirage.com/,CA
JACKSON COUNTY REGIONAL HEALTH CENTER,161329,https://www.jcrhc.org/jacksoncounty/,IA
GERALD CHAMPION REGIONAL MEDICAL CENTER,320004,https://www.gcrmc.org,NM
AVERA GREGORY HOSPITAL,431338,https://www.avera.org/locations/profile/?id=88&searchId=cf4636cb-3172-e711-b4e7-2c768a4e1b84&sort=13&page=1&pageSize=10,SD
MEDINA MEMORIAL HOSPITAL,331319,https://orleanscommunityhealth.org,NY
KINDRED HOSPITAL-CENTRAL TAMPA,102013,https://www.kindredhealthcare.com/locations/transitional-care-hospitals/kindred-hospital-central-tampa,FL
NORTHERN VIRGINIA MENTAL HEALTH INSTI,494010,https://www.nvmhi.dbhds.virginia.gov/,VA
ST MICHAELS MEDICAL HOSPITAL LLC,670314,https://24hrer.com/,TX
CRITTENDEN COMMUNITY HOSPITAL,180095,https://www.crittendenhospital.com/,KY
LAVACA MEDICAL CENTER,451376,https://www.lavacamedcen.com/,TX
MCLAREN NORTHERN MICHIGAN,230105,https://www.mclaren.org/northern-michigan/mclaren-northern-michigan-home,MI
RIO GRANDE STATE CENTER,454088,https://hhs.texas.gov/services/mental-health-substance-use/state-hospitals/rio-grande-state-center,TX
RIVER VISTA HEALTH AND WELLNESS LLC,364061,https://www.rivervistahealth.com,OH
COBALT REHABILITATION HOSPITAL CLARKSVILLE,153046,https://pamhealth.com/facilities/find-facility/rehabilitation-hospitals/pam-health-rehabilitation-hospital-greater-indiana,IN
"OMEGA HOSPITAL, LLC",190302,https://www.omegahospital.com,LA
STANTON COUNTY HOSPITAL,171343,https://www.stantoncountyhospital.com/Default.aspx?,KS
HCA FLORIDA SOUTH SHORE HOSPITAL,100259,https://www.hcafloridahealthcare.com/locations/south-shore-hospital,FL
ASANTE ROGUE REGIONAL MEDICAL CENTER,380018,https://www.asante.org/Locations/location-detail/asante-rogue-regional-medical-center/,OR
UT HEALTH EAST TEXAS PITTSBURG HOSPITAL,451367,https://uthealthpittsburg.com,TX
WASHINGTON HOSPITAL,050195,https://www.whhs.com,CA
MEMORIAL SATILLA HEALTH,110003,https://memorialsatillahealth.com/,GA
ASANTE ASHLAND COMMUNITY HOSPITAL,380005,https://www.asante.org/Locations/location-detail/asante-ashland-community-hospital/,OR
HANSEN FAMILY HOSPITAL,161380,https://www.mercyonenorthiowaaffiliates.org/hansenfamilyhospital/,IA
WESTON COUNTY HEALTH SERVICES,531303,https://www.wchs-wy.org,WY
SELECT SPECIALTY HOSPITAL-FLINT,232012,https://www.selectspecialtyhospitals.com/locations-and-tours/mi/flint/flint/,MI
CAROLINAS REHABILITATION,343026,https://atriumhealth.org/locations/detail/carolinas-rehabilitation-charlotte,NC
ASCENSION ST VINCENT'S CLAY COUNTY,100321,https://healthcare.ascension.org/locations/florida/fljac/middleburg-ascension-st-vincents-clay-county,FL
KINDRED HOSPITAL - CHATTANOOGA,442007,https://www.kindredhealthcare.com/locations/ltac/kindred-hospital-chattanooga,TN
CHRISTUS MOTHER FRANCES HOSPITAL- JACKSONVILLE,451319,https://www.christushealth.org/locations/trinity-clinic-jacksonville,TX
ST MARY'S REGIONAL MEDICAL CENTER,200034,https://stmarysmaine.com/,ME
ASCENSION ST VINCENT EVANSVILLE,150100,https://healthcare.ascension.org/locations/indiana/ineva/evansville-ascension-st-vincent-evansville,IN
SAN JOAQUIN GENERAL HOSPITAL,050167,https://www.sanjoaquingeneral.org/,CA
PROVIDENCE HOLY CROSS MEDICAL CENTER,050278,https://www.providence.org/locations/holy-cross-medical-center,CA
BAYLOR SCOTT & WHITE MEDICAL CENTER -TAYLOR,451374,https://www.bswhealth.com/locations/taylor/pages/default.aspx?utm_source=BSWHealth.com-Taylor&utm_medium=offline&utm_campaign=BSWHealth.com&utm_term=BSWHealth.com-Taylor&utm_content=redirect,TX
DELAWARE PSYCHIATRIC CENTER,084001,https://www.dhss.delaware.gov/dhss/main/maps/holloway/campsmap.htm,DE
"DAYSTAR, INC",101993,https://daystarfl.org/,FL
MIDWEST MEDICAL CENTER,141302,https://www.midwestmedicalcenter.org/,IL
MARSHALL MEDICAL CENTERS SOUTH CAMPUS,010005,https://mmcenters.com/facilities/marshall-medical-south,AL
ASCENSION ST VINCENT SETON SPECIALTY HOSPITAL,152020,https://healthcare.ascension.org/locations/indiana/ineva/indianapolis-ascension-st-vincent-seton,IN
ALLENDALE COUNTY HOSPITAL,421300,https://www.achospital.org/,SC
ENCINO HOSPITAL MEDICAL CENTER,050158,https://encinomed.org/,CA
ST LUKE COMMUNITY HOSPITAL,271325,https://www.stlukehealthcare.org/,MT
NORTHERN LIGHT MAINE COAST HOSPITAL,200050,https://northernlighthealth.org/Our-System/Maine-Coast-Hospital,ME
KINDRED HOSPITAL SUGAR LAND,452080,https://www.kindredhealthcare.com/locations/ltac/kindred-hospital-sugar-land,TX
ASPIRUS STANLEY HOSPITAL,521311,https://www.aspirus.org/find-a-location/aspirus-stanley-hospital-534,WI
PALO VERDE BEHAVIORAL HEALTH,034030,https://www.paloverdebh.com,AZ
ST FRANCIS HOSPITAL,141350,https://www.hshs.org/stfrancis/,IL
"ALTUS HOUSTON HOSPITAL, LP",670135,https://altushospitals.org/altus-houston-hospital/,TX
MEMORIAL HOSPITAL,451386,https://www.mchd.net/,TX
V A HOSPITAL,06005F,https://www.denver.va.gov/about/RMRVAMC-facility.asp,CO
CURAHEALTH HERITAGE VALLEY,392043,https://pamhealth.com/facilities/find-facility/specialty-hospitals/pam-health-specialty-hospital-heritage-valley,PA
ASCENSION ST VINCENT'S SOUTHSIDE,100307,https://healthcare.ascension.org/locations/florida/fljac/jacksonville-ascension-st-vincents-southside,FL
THE MEDICAL CENTER AT BOWLING GREEN,180013,https://medcenterhealth.org/location/the-medical-center-at-bowling-green/,KY
KIRBY MEDICAL CENTER,141301,https://www.kirbyhealth.org/,IL
EMORY UNIVERSITY HOSPITAL MIDTOWN,110078,https://www.emoryhealthcare.org/locations/hospitals/emory-university-hospital-midtown/index.html,GA
PIEDMONT AUGUSTA HOSPITAL,110028,https://www.universityhealth.org/about-us/university-hospital,GA
WADLEY REGIONAL MEDICAL CENTER AT HOPE,040153,https://www.wadleyhealthathope.org,AR
PRAIRIE RIDGE HEALTH,521338,https://www.prairieridge.health/en/,WI
"DEWITT HOSPITAL & NURSING HOME, INC",041314,https://www.dewitthealth.org/,AR
TYLER HOLMES MEMORIAL HOSPITAL CAH,251312,https://www.thmh.org/,MS
ASPIRUS TOMAHAWK HOSPITAL,521313,https://www.aspirus.org/find-a-location/aspirus-tomahawk-hospital-537,WI
RADY CHILDREN'S HOSPITAL - SAN DIEGO,053303,https://www.rchsd.org,CA
ST JUDE CHILDRENS RESEARCH HOSPITAL,443302,https://www.stjude.org,TN
CHRISTUS DUBUIS HOSPITAL OF HOT SPRINGS,042004,https://lhcgroup.com/locations/arkansas-extended-care-hospital-hot-springs/,AR
BAPTIST HOSPITAL,100093,https://www.ebaptisthealthcare.org/BaptistHospital,FL
GULFPORT BEHAVIORAL HEALTH  SYSTEM,254011,https://www.gulfportbehavioral.com,MS
BAYLOR SCOTT & WHITE INSTITUTE FOR REHABILITATION,673058,https://www.bswrehab.com/locations/inpatient/lakeway/,TX
LIFEBRITE COMMUNITY HOSPITAL OF EARLY,111314,https://lifebriteearly.com,GA
VIRGINIA HOSPITAL CENTER,490050,https://www.vhchealth.org/,VA
PROWERS MEDICAL CENTER,061323,https://prowersmedical.com,CO
MARSHALL MEDICAL CENTER,050254,https://www.marshallmedical.org/,CA
KAISER FOUNDATION HOSPITAL-SAN JOSE,050604,https://thrive.kaiserpermanente.org/care-near-you/northern-california/sanjose/locations/san-jose-main-campus/,CA
STANFORD HEALTH CARE,050441,https://stanfordhealthcare.org/tools/maps/clinics/stanford-hospital.html,CA
WALTER REED NATIONAL MILITARY MEDICAL CENTER,21007F,https://walterreed.tricare.mil/,MD
LAREDO MEDICAL CENTER,450029,https://www.laredomedical.com,TX
SOUTH TEXAS HEALTH SYSTEM BEHAVIORAL,450119,https://www.southtexashealthsystemedinburg.com/,TX
REGIONAL MEDICAL CENTER OF CENTRAL ALABAMA,010150,https://www.rmcca.com/,AL
UPPER VALLEY MEDICAL CENTER,360174,https://www.premierhealth.com/locations/hospitals/upper-valley-medical-center,OH
BOULDER CITY HOSPITAL,291309,https://bchcares.org/,NV
GOVE COUNTY MEDICAL CENTER,171367,https://gcmc.org/,KS
GRANDE RONDE HOSPITAL,381321,https://www.grh.org,OR
PAWNEE COUNTY MEMORIAL HOSPITAL,281302,https://pawneehospital.socs.net/,NE
ROGER WILLIAMS MEDICAL CENTER,410004,https://www.chartercare.org/locations/RWMC/,RI
NORTH SHORE HEALTH,241317,https://www.northshorehealthgm.org/home,MN
MON HEALTH MEDICAL CENTER,510024,https://www.monhealth.com/main/home,WV
