book,page,sale_date,sale_price,physical_address,property_id,county,state,source_url
289,282,1988-07-01 00:00:00,3500,412 CALDWELL POND RD,0019677,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
615,1016,2018-12-31 00:00:00,0,CALDWELL POND RD,0001736,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
536,897,2009-11-20 00:00:00,0,408 CALDWELL POND RD,0000913,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
476,1095,2004-01-01 00:00:00,0,CALDWELL POND RD,0067089,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
556,577,2012-05-14 00:00:00,270000,296 CALDWELL POND RD,0060012,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
536,894,2009-11-20 00:00:00,0,348 CALDWELL POND RD,137951,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
539,834,2010-03-31 00:00:00,225000,US 64 90 HWY W,0065990,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
539,834,2010-03-31 00:00:00,225000,90 CALDWELL POND RD,0022139,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
405,905,1999-01-01 00:00:00,0,8780 US 64 90 HWY W,0064424,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
490,1740,2005-01-01 00:00:00,0,US 64 90 HWY W,0067566,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
615,1994,2019-04-02 00:00:00,0,8646 US 64 90 HWY W,0063399,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
232,742,1982-01-01 00:00:00,0,US 64 90 HWY W,0001304,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
379,1808,1997-01-01 00:00:00,0,587 HOUCK MOUNTAIN RD,0001280,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
,,2004-12-31 00:00:00,0,287 HOUCK MOUNTAIN RD,0001609,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
261,994,1985-01-01 00:00:00,0,HOUCK MOUNTAIN RD,0001605,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
198,619,1977-01-01 00:00:00,0,HOUCK MOUNTAIN RD,0001608,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
405,1866,1999-01-01 00:00:00,0,397 HOUCK MOUNTAIN RD,0001612,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
250,774,1985-01-01 00:00:00,0,HOUCK MOUNTAIN RD,0014666,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
382,23,1997-01-01 00:00:00,0,777 HOUCK MOUNTAIN RD,0014068,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
413,526,2000-01-01 00:00:00,0,645 HOUCK MOUNTAIN RD,0000787,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
413,526,2000-01-01 00:00:00,0,HOUCK MOUNTAIN RD,0014069,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
618,458,2019-06-25 00:00:00,0,715 HOUCK MOUNTAIN RD,0022260,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
475,1917,2005-01-01 00:00:00,0,590 JOHN CLINE RD,0062829,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
471,737,2004-01-01 00:00:00,0,588 JOHN CLINE RD,0066911,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
486,1229,2005-01-01 00:00:00,0,CALDWELL POND RD,0001506,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
,,2012-12-14 00:00:00,0,690 CALDWELL POND RD,0002097,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
,,2012-12-14 00:00:00,0,730 CALDWELL POND RD,0000815,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
636,2100,2021-03-08 00:00:00,0,611 CALDWELL POND RD,138666,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
536,900,2009-11-20 00:00:00,0,408 CALDWELL POND RD,0014652,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
615,1016,2018-12-31 00:00:00,0,450 CALDWELL POND RD,0001735,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
508,146,2007-05-11 00:00:00,0,439 CALDWELL POND RD,0001738,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
508,143,2007-05-11 00:00:00,0,437 CALDWELL POND RD,0014152,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
,,2020-08-28 00:00:00,0,CALDWELL POND RD,0000823,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
,,2006-12-19 00:00:00,0,CALDWELL POND RD,0002107,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
571,2034,2014-01-17 00:00:00,0,CALDWELL POND RD,0000987,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
634,2053,2021-01-07 00:00:00,0,409 CALDWELL POND RD,0002031,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
548,1989,2011-06-24 00:00:00,0,273 CALDWELL POND RD,0001342,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
634,2059,2021-01-07 00:00:00,0,411 CALDWELL POND RD,0000675,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
550,1094,2011-09-09 00:00:00,7000,271 CALDWELL POND RD,138233,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
548,1992,2011-06-24 00:00:00,0,CALDWELL POND RD,138214,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
634,2048,2021-01-07 00:00:00,0,CALDWELL POND RD,138213,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
407,1007,2011-09-09 00:00:00,0,81 CALDWELL POND RD,0001273,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
232,758,1982-01-01 00:00:00,0,2889 OLD NC 90,0006182,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
,,2004-12-31 00:00:00,0,2850 OLD NC 90,0006102,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
202,209,1977-01-01 00:00:00,0,HOUCK MOUNTAIN RD,0006176,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
463,2081,2004-01-01 00:00:00,0,2812 OLD NC 90,0001729,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
,,2004-12-31 00:00:00,0,2692 OLD NC 90,0001731,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
642,1719,2021-08-06 00:00:00,90000,HOUCK MOUNTAIN RD,0001732,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
343,509,1992-01-01 00:00:00,0,HOUCK MOUNTAIN RD,0001733,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
622,1824,2019-12-20 00:00:00,101000,2446 OLD NC 90,0000826,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
439,421,2002-01-01 00:00:00,0,706 HOUCK MOUNTAIN RD,0066163,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
530,2454,2009-05-08 00:00:00,39000,HOUCK MOUNTAIN RD,0001884,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
512,708,2007-09-05 00:00:00,165000,554 HOUCK MOUNTAIN RD,0001728,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
526,2329,2009-01-02 00:00:00,0,556 HOUCK MOUNTAIN RD,0061255,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
641,199,2021-06-25 00:00:00,0,CALDWELL POND RD,0002004,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
636,2100,2021-03-08 00:00:00,0,CALDWELL POND RD,138665,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
456,1454,2003-01-01 00:00:00,0,1155 CALDWELL POND RD,0066518,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
640,800,2021-06-03 00:00:00,45000,1249 CALDWELL POND RD,0001414,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
594,2484,2016-11-18 00:00:00,0,CALDWELL POND RD,0001412,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
574,609,2014-05-19 00:00:00,0,CALDWELL POND RD,138664,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
574,612,2014-05-20 00:00:00,0,785 CALDWELL POND RD,0001524,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
574,609,2014-05-19 00:00:00,0,CALDWELL POND RD,138663,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
,,2006-12-19 00:00:00,0,CALDWELL POND RD,0002105,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
598,437,2016-12-30 00:00:00,0,CALDWELL POND RD,0000673,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
598,437,2016-12-30 00:00:00,0,CALDWELL POND RD,0000674,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
637,1252,2021-03-25 00:00:00,0,8397 US 64 90 HWY W,0001595,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
638,1390,2020-12-31 00:00:00,0,US 64 90 HWY W,139915,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
605,620,2018-01-19 00:00:00,0,2877 OLD NC 90,0001606,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
637,1248,2021-03-25 00:00:00,0,2827 OLD NC 90,0001597,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
584,2365,2015-09-09 00:00:00,0,2785 OLD NC 90,138920,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
479,2102,2005-01-01 00:00:00,0,2825 OLD NC 90,0020500,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
637,1255,2021-03-25 00:00:00,0,US 64 90 HWY W,0001596,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
415,2482,2001-01-01 00:00:00,33500,US 64 90 HWY W,0001263,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
297,87,1989-01-01 00:00:00,0,2604 OLD NC 90,0001721,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
93,535,2015-09-09 00:00:00,0,2785 OLD NC 90,0001563,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
,,2021-07-13 00:00:00,0,2691 OLD NC 90,0001726,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
541,1220,2010-07-09 00:00:00,173000,2488 OLD NC 90,0000824,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
213,630,1979-01-01 00:00:00,0,2430 OLD NC 90,0000825,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
588,1178,2016-02-24 00:00:00,204000,2453 OLD NC 90,0061251,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
378,1384,1996-11-01 00:00:00,75500,2565 OLD NC 90,0000819,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
400,1864,1999-01-01 00:00:00,0,2505 OLD NC 90,0000827,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
530,621,2009-04-15 00:00:00,155000,2380 OLD NC 90,0066908,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
551,1412,2011-10-24 00:00:00,0,OLD NC 90,0001556,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
359,1794,1994-02-01 00:00:00,45000,2322 OLD NC 90,0001150,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
551,1412,2011-10-24 00:00:00,0,2290 OLD NC 90,0001555,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
497,2145,2006-09-11 00:00:00,0,US 64 90 HWY W,0000848,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
216,494,1979-01-01 00:00:00,0,643 GILBERT PL,0001330,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
407,2075,2000-01-01 00:00:00,0,8132 US 64 90 HWY W,0001262,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
322,513,1991-01-01 00:00:00,0,125 GILBERT PL,0001782,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
536,880,2009-11-19 00:00:00,75000,330 GILBERT PL,0000914,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
,,2021-07-13 00:00:00,0,OLD NC 90,0001725,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
370,1581,2007-12-31 00:00:00,0,8064 US 64 90 HWY W,0001783,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
632,1972,2020-11-03 00:00:00,0,US 64 90 HWY W,139170,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
,,2021-07-13 00:00:00,0,OLD NC 90,0001723,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
408,2099,2000-03-01 00:00:00,13500,OLD NC 90,0000820,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
248,780,1984-01-01 00:00:00,0,2051 OLD NC 90,0000698,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
582,1767,2015-06-09 00:00:00,0,66 WHITES HOLLOW DR,0002082,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
456,1450,2003-01-01 00:00:00,0,1143 CALDWELL POND RD,0001505,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
574,609,2014-05-21 00:00:00,0,CALDWELL POND RD,0000818,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
,,2006-12-19 00:00:00,0,GILBERT PL,0002106,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
343,48,1992-01-01 00:00:00,0,GILBERT PL,0001739,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
374,1098,1996-05-01 00:00:00,3000,342 GILBERT PL,0021418,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
490,1744,2005-01-01 00:00:00,0,7828 US 64 90 HWY W,0001305,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
615,743,2018-12-31 00:00:00,140000,2059 OLD NC 90,0000739,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
382,1953,1997-06-01 00:00:00,40000,OLD NC 90,0000734,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
350,942,1993-01-01 00:00:00,0,1928 OLD NC 90,0060493,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
,,2004-12-31 00:00:00,0,25 REIDLAND RD,0001377,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
410,1952,2000-01-01 00:00:00,0,BUFF LN,0000794,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
517,2125,2008-02-27 00:00:00,0,US 64 90 HWY W,137531,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
517,2128,2008-02-27 00:00:00,0,US 64 90 HWY W,137530,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
176,444,2008-02-26 00:00:00,0,US 64 90 HWY W,0001579,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
371,1022,1995-01-01 00:00:00,0,471 GILBERT PL,0001329,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
574,2116,2014-06-13 00:00:00,14000,GILBERT PL,0001737,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
490,1744,2005-01-01 00:00:00,0,US 64 90 HWY W,0067567,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
494,285,2006-06-19 00:00:00,0,US 64 90 HWY W,0001942,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
290,859,1988-01-01 00:00:00,0,7656 US 64 90 HWY W,0000738,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
545,151,2010-12-11 00:00:00,0,OLD NC 90,0001372,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
381,478,1997-01-01 00:00:00,0,164 SPOOK HOUSE RD,0000710,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
625,1865,2020-04-13 00:00:00,0,US 64 90 HWY W,0002025,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
494,285,2006-06-19 00:00:00,0,US 64 90 HWY W,0001940,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
494,285,2006-06-19 00:00:00,0,US 64 90 HWY W,0062944,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
388,12,1998-01-01 00:00:00,0,US 64 90 HWY W,0063382,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
413,2343,2000-01-01 00:00:00,0,115 SPOOK HOUSE RD,0061161,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
86,103,2004-12-31 00:00:00,0,BUFF LN,0001843,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
410,1952,2000-01-01 00:00:00,0,388 BUFF LN,0000796,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
477,214,2005-01-01 00:00:00,0,491 BUFF LN,0000793,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
477,214,2005-01-01 00:00:00,0,BUFF LN,0000795,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
469,1225,2004-01-01 00:00:00,0,US 64 90 HWY W,0000953,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
632,1211,2020-10-27 00:00:00,115000,US 64 90 HWY W,0001784,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
381,2159,1997-01-01 00:00:00,0,US 64 90 HWY W,0062945,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
297,95,1989-01-01 00:00:00,0,7195 US 64 90 HWY W,0002051,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
388,12,1998-01-01 00:00:00,5000,US 64 90 HWY W,0063383,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
381,2159,1997-01-01 00:00:00,0,US 64 90 HWY W,0062946,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
598,1966,2016-12-30 00:00:00,0,US 64 90 HWY W,0064528,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
405,80,2006-12-29 00:00:00,0,US 64 90 HWY W,0064427,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
598,1966,2016-12-30 00:00:00,0,US 64 90 HWY W,0064527,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
410,1952,2000-01-01 00:00:00,0,415 BUFF LN,0025209,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
410,523,2000-01-01 00:00:00,0,BUFF LN,0064923,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
203,506,1978-01-01 00:00:00,0,BUFF LN,0001913,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
618,2431,2019-07-29 00:00:00,0,BUFF LN,0062691,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
505,229,2007-10-19 00:00:00,0,BUFF LN,137234,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
598,1966,2016-12-30 00:00:00,0,7119 US 64 90 HWY W,0064815,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
585,758,2015-09-24 00:00:00,260000,7021 US 64 90 HWY W,0002050,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
614,670,2019-01-25 00:00:00,0,US 64 90 HWY W,0066867,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
316,620,1990-01-01 00:00:00,0,OLD NC 90,0000935,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
376,92,1996-07-01 00:00:00,150000,DAVIS COVE RD,0004567,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
600,1735,2017-07-11 00:00:00,355000,771 DAVIS COVE RD,137384,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
614,953,2019-01-30 00:00:00,0,826 DAVIS COVE RD,0003464,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
587,836,2015-12-29 00:00:00,0,856 DAVIS COVE RD,0003830,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
558,2068,2012-08-31 00:00:00,230000,884 DAVIS COVE RD,0004542,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
,,2009-12-18 00:00:00,0,928 DAVIS COVE RD,0003243,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
607,141,2018-04-02 00:00:00,0,1200 BOWMAN CT,0005016,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
607,516,2017-12-31 00:00:00,42500,BOWMAN CT,0061164,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
582,579,2014-12-31 00:00:00,0,DAVIS COVE RD,0016649,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
596,1006,2017-01-19 00:00:00,0,1018 DAVIS COVE RD,0003829,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
494,111,2006-06-19 00:00:00,615000,1062 DAVIS COVE RD,0005682,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
200,272,1977-01-01 00:00:00,0,1098 DAVIS COVE RD,0004736,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
556,1199,2012-05-23 00:00:00,0,1126 DAVIS COVE RD,0005261,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
393,2052,1998-08-01 00:00:00,265000,95 GREENE ST,0004072,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
602,2085,2017-10-04 00:00:00,155500,68 GREENE ST,0003799,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
405,10,1999-10-01 00:00:00,335000,46 GREENE ST,0004320,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
607,388,2017-12-31 00:00:00,0,1198 BOWMAN CT,139303,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
577,1016,2014-10-08 00:00:00,0,1180 BOWMAN CT,0004905,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
405,2021,1999-01-01 00:00:00,0,87 GREENE ST,0016650,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
565,2010,2013-05-31 00:00:00,0,DAVIS COVE RD,137390,ALEXANDER,NC,https://maps.alexandercountync.gov/arcgis1/rest/services/Parcels/MapServer/0
